"plh0032","year","bula_h","e11103","n","percent","lower_confidence","upper_confidence"
"Big worries","1984","Schleswig-Holstein","Full Time","52","0.308730258595807","0.239890646988517","0.377569870203098"
"Big worries","1984","Schleswig-Holstein","Part Time","25","","",""
"Big worries","1984","Schleswig-Holstein","Not Working","39","0.253611273880197","0.183752369521212","0.323470178239183"
"Big worries","1984","Hamburg","Full Time","55","0.377622046093637","0.298984956082489","0.456259136104785"
"Big worries","1984","Hamburg","Part Time","17","","",""
"Big worries","1984","Hamburg","Not Working","30","0.241288279930952","0.164413989444515","0.31816257041739"
"Big worries","1984","Lower Saxony","Full Time","189","0.396028437130948","0.352944347274242","0.439112526987655"
"Big worries","1984","Lower Saxony","Part Time","73","0.386900564963028","0.318889415047621","0.454911714878436"
"Big worries","1984","Lower Saxony","Not Working","169","0.309723988111319","0.27024721955953","0.349200756663108"
"Big worries","1984","Bremen","Full Time","23","","",""
"Big worries","1984","Bremen","Part Time","17","","",""
"Big worries","1984","Bremen","Not Working","36","0.504044964918293","0.387746305423608","0.620343624412979"
"Big worries","1984","North Rhine-Westphalia","Full Time","542","0.391508773410484","0.366264156720208","0.416753390100761"
"Big worries","1984","North Rhine-Westphalia","Part Time","189","0.403604442129329","0.359985500347709","0.44722338391095"
"Big worries","1984","North Rhine-Westphalia","Not Working","448","0.345351468547495","0.319613071406346","0.371089865688644"
"Big worries","1984","Hesse","Full Time","164","0.299767333796473","0.262892159613034","0.336642507979913"
"Big worries","1984","Hesse","Part Time","61","0.331802958346745","0.265373327704324","0.398232588989165"
"Big worries","1984","Hesse","Not Working","119","0.26757378730467","0.226941675766599","0.308205898842741"
"Big worries","1984","Rhineland-Palatinate,Saarland","Full Time","137","0.398450182188467","0.348898857207307","0.448001507169628"
"Big worries","1984","Rhineland-Palatinate,Saarland","Part Time","42","0.379859399406518","0.289972665348259","0.469746133464778"
"Big worries","1984","Rhineland-Palatinate,Saarland","Not Working","129","0.355867528690804","0.306547243023999","0.405187814357609"
