"plh0032","year","bula_h","n","percent","lower_confidence","upper_confidence","value"
"Big worries","1984","Schleswig-Holstein","116","0.29575035800582","0.250103757873556","0.341396958138083","1"
"Big worries","1984","Hamburg","102","0.317109285502295","0.265054700726903","0.369163870277687","1"
"Big worries","1984","Lower Saxony","431","0.353436025633998","0.326600667411345","0.380271383856651","1"
"Big worries","1984","Bremen","76","0.562242682632788","0.477609682068212","0.646875683197365","1"
"Big worries","1984","North Rhine-Westphalia","1179","0.372271788565794","0.355608484269828","0.38893509286176","1"
"Big worries","1984","Hesse","344","0.291668085143562","0.266389651876264","0.31694651841086","1"
"Big worries","1984","Rhineland-Palatinate,Saarland","308","0.375921809966576","0.343340952488345","0.408502667444808","1"
"Big worries","1984","Baden-Württemberg","617","0.289206729926419","0.270480957161573","0.307932502691264","1"
"Big worries","1984","Bavaria","600","0.282478648625872","0.263084391629405","0.301872905622339","1"
"Big worries","1984","Berlin","132","0.298653033013246","0.25424434570553","0.343061720320963","1"
"Big worries","1984","Brandenburg","","","","","1"
"Big worries","1984","Mecklenburg-Western Pomerania","","","","","1"
"Big worries","1984","Saxony","","","","","1"
"Big worries","1984","Saxony-Anhalt","","","","","1"
"Big worries","1984","Thuringia","","","","","1"
"No worries","1984","Rhineland-Palatinate,Saarland","89","0.091270996381298","0.0718988457875769","0.110643146975019","3"
"No worries","1984","Hamburg","56","0.17387460949817","0.131479088938969","0.216270130057372","3"
"No worries","1984","Lower Saxony","115","0.0883376862143702","0.0724069352254787","0.104268437203262","3"
"No worries","1984","Bremen","15","","","","3"
"No worries","1984","North Rhine-Westphalia","437","0.118483365572315","0.107343263100489","0.12962346804414","3"
"No worries","1984","Hesse","231","0.149138942037611","0.129327679840845","0.168950204234378","3"
"No worries","1984","Schleswig-Holstein","56","0.155549577910532","0.119299914707666","0.191799241113398","3"
"No worries","1984","Baden-Württemberg","442","0.165880706844781","0.150517710761131","0.181243702928431","3"
"No worries","1984","Bavaria","295","0.144364104463093","0.129223715701683","0.159504493224503","3"
"No worries","1984","Berlin","54","0.141323622137372","0.107521797271378","0.175125447003366","3"
"No worries","1984","Brandenburg","","","","","3"
"No worries","1984","Mecklenburg-Western Pomerania","","","","","3"
"No worries","1984","Saxony","","","","","3"
"No worries","1984","Saxony-Anhalt","","","","","3"
"No worries","1984","Thuringia","","","","","3"
"Some worries","1984","Brandenburg","","","","","2"
