"plh0032","year","regtyp","n","percent","lower_confidence","upper_confidence"
"Big worries","1985","Rural Area","738","0.333047415864657","0.313551644085257","0.352543187644058"
"Big worries","1985","Urban Area","2527","0.300609512776835","0.290966241149343","0.310252784404327"
"No worries","1985","Rural Area","275","0.113314528374756","0.100202571492377","0.126426485257135"
"No worries","1985","Urban Area","1350","0.136568079284504","0.129346173298787","0.143789985270221"
"Some worries","1985","Rural Area","1232","0.553638055760587","0.533074582722053","0.57420152879912"
"Some worries","1985","Urban Area","4808","0.562822407938661","0.552390162012417","0.573254653864905"
"Big worries","1986","Rural Area","473","0.228439523444807","0.210677033655451","0.246202013234162"
"Big worries","1986","Urban Area","1491","0.179503835827425","0.171269357562044","0.187738314092807"
"No worries","1986","Rural Area","464","0.215457334036053","0.198062425218739","0.232852242853366"
"No worries","1986","Urban Area","2044","0.240544530247168","0.231373674897842","0.249715385596493"
"Some worries","1986","Rural Area","1209","0.556103142519141","0.535082211740939","0.577124073297343"
"Some worries","1986","Urban Area","4809","0.579951633925407","0.569361377368864","0.59054189048195"
"Big worries","1987","Rural Area","415","0.199614902788058","0.182592099099827","0.216637706476289"
"Big worries","1987","Urban Area","1572","0.20733112654393","0.198582787713728","0.216079465374131"
"No worries","1987","Rural Area","421","0.182125576023912","0.165688903747561","0.198562248300264"
"No worries","1987","Urban Area","1722","0.18717452571537","0.178757290510431","0.195591760920309"
"Some worries","1987","Rural Area","1282","0.61825952118803","0.597569800548762","0.638949241827297"
"Some worries","1987","Urban Area","4955","0.605494347740701","0.594947343979893","0.616041351501508"
"Big worries","1988","Rural Area","541","0.279046556053003","0.259433283364937","0.298659828741069"
"Big worries","1988","Urban Area","2006","0.277980471006532","0.268107021291312","0.287853920721752"
"No worries","1988","Rural Area","285","0.127270685054415","0.112697244439426","0.141844125669403"
"No worries","1988","Urban Area","1268","0.142720458690171","0.135011572226521","0.15042934515382"
"Some worries","1988","Rural Area","1183","0.593682758892583","0.5722060383283","0.615159479456866"
"Some worries","1988","Urban Area","4635","0.579299070303297","0.568419156494226","0.590178984112367"
"Big worries","1989","Rural Area","333","0.176148541253462","0.158983236907825","0.1933138455991"
"Big worries","1989","Urban Area","1308","0.176844600088525","0.168310994340486","0.185378205836563"
"No worries","1989","Rural Area","465","0.245993504223402","0.22658746574217","0.265399542704634"
"No worries","1989","Urban Area","1905","0.241030374340583","0.23146407772451","0.250596670956657"
"Some worries","1989","Rural Area","1094","0.577857954523135","0.555602965826057","0.600112943220214"
"Some worries","1989","Urban Area","4466","0.582125025570892","0.57109371596416","0.593156335177624"
"Big worries","1990","Rural Area","1401","0.262134894649134","0.249556218047236","0.274713571251032"
"Big worries","1990","Urban Area","1893","0.201327398487057","0.193065884635123","0.209588912338991"
"No worries","1990","Rural Area","789","0.211084013704544","0.199412502347841","0.222755525061246"
"No worries","1990","Urban Area","2352","0.274995297559599","0.265795953820173","0.284194641299026"
"Some worries","1990","Rural Area","2506","0.526781091646322","0.512501026768498","0.541061156524146"
"Some worries","1990","Urban Area","4805","0.523677303953343","0.513387518604773","0.533967089301913"
"Big worries","1991","Rural Area","1661","0.305735310646551","0.292448845621396","0.319021775671706"
"Big worries","1991","Urban Area","1959","0.217883642385223","0.209284099109913","0.226483185660533"
"No worries","1991","Rural Area","601","0.161651461150344","0.151035086580537","0.172267835720151"
"No worries","1991","Urban Area","1815","0.203703412387932","0.195313373615059","0.212093451160804"
"Some worries","1991","Rural Area","2357","0.532613228203105","0.518224636385786","0.547001820020423"
"Some worries","1991","Urban Area","5078","0.578412945226845","0.568125914809893","0.588699975643797"
"Big worries","1992","Rural Area","1375","0.290066109036656","0.27666068607681","0.303471531996501"
"Big worries","1992","Urban Area","2178","0.251087084570992","0.241999543745525","0.260174625396458"
"No worries","1992","Rural Area","554","0.140048423642492","0.129796645884706","0.150300201400278"
"No worries","1992","Urban Area","1376","0.15255240439467","0.145017383131837","0.160087425657502"
"Some worries","1992","Rural Area","2473","0.569885467320852","0.555260027966394","0.584510906675311"
"Some worries","1992","Urban Area","5193","0.596360511034339","0.586078695908154","0.606642326160524"
"Big worries","1993","Rural Area","1711","0.400620799196201","0.386098804215201","0.415142794177201"
"Big worries","1993","Urban Area","3420","0.399371216014623","0.389092085067075","0.409650346962171"
"No worries","1993","Rural Area","261","0.0623132159125492","0.0551496760517793","0.069476755773319"
"No worries","1993","Urban Area","650","0.0667313485194081","0.0614937375503583","0.0719689594884579"
"Some worries","1993","Rural Area","2402","0.53706598489125","0.522289127854954","0.551842841927546"
"Some worries","1993","Urban Area","4651","0.533897435465969","0.523427726453286","0.544367144478651"
"Big worries","1994","Rural Area","1638","0.382779630829063","0.368244783001577","0.397314478656548"
"Big worries","1994","Urban Area","3152","0.370686910373628","0.360470109027423","0.380903711719833"
"No worries","1994","Rural Area","247","0.0655917385800419","0.0581887196366342","0.0729947575234495"
"No worries","1994","Urban Area","692","0.0761000659432459","0.070491098413661","0.0817090334728307"
"Some worries","1994","Rural Area","2411","0.551628630590896","0.536757010220267","0.566500250961524"
"Some worries","1994","Urban Area","4741","0.553213023683126","0.542696447030102","0.563729600336151"
"Big worries","1995","Rural Area","1140","0.271237714736937","0.258170515612593","0.284304913861281"
"Big worries","1995","Urban Area","2229","0.25034311630989","0.241301678209263","0.259384554410517"
"No worries","1995","Rural Area","446","0.0981896084386211","0.0894437003690067","0.106935516508235"
"No worries","1995","Urban Area","1128","0.128246119895185","0.121267693833032","0.135224545957339"
"Some worries","1995","Rural Area","2861","0.630572676824442","0.616387112836361","0.644758240812523"
"Some worries","1995","Urban Area","5462","0.621410763794925","0.611287700864786","0.631533826725064"
"Big worries","1996","Rural Area","1864","0.453239368892118","0.438561989465362","0.467916748318874"
"Big worries","1996","Urban Area","3638","0.439676276227571","0.429220641465118","0.450131910990025"
"No worries","1996","Rural Area","276","0.0596425201282138","0.0526600260694369","0.0666250141869906"
"No worries","1996","Urban Area","608","0.0661210674511188","0.0608865144746556","0.071355620427582"
"Some worries","1996","Rural Area","2279","0.487118110979668","0.472381015054189","0.501855206905147"
"Some worries","1996","Urban Area","4411","0.49420265632131","0.483670793540654","0.504734519101966"
"Big worries","1997","Rural Area","2107","0.489003898030691","0.474145626953012","0.50386216910837"
"Big worries","1997","Urban Area","3933","0.485258646796362","0.474645102311599","0.495872191281125"
"No worries","1997","Rural Area","175","0.0385006359594237","0.0327817455322446","0.0442195263866028"
"No worries","1997","Urban Area","454","0.0502320358049226","0.0455935266157658","0.0548705449940795"
"Some worries","1997","Rural Area","2066","0.472495466009885","0.457656103495473","0.487334828524298"
"Some worries","1997","Urban Area","4131","0.464509317398715","0.453917939903283","0.475100694894148"
"Big worries","1998","Rural Area","2261","0.463722528284169","0.449722490662864","0.477722565905474"
"Big worries","1998","Urban Area","3808","0.411289647626048","0.401342263479734","0.421237031772363"
"No worries","1998","Rural Area","268","0.0578376352832077","0.0512841327928462","0.0643911377735692"
"No worries","1998","Urban Area","698","0.0727923289546338","0.0675404406686766","0.078044217240591"
"Some worries","1998","Rural Area","2345","0.478439836432624","0.464415859083282","0.492463813781965"
"Some worries","1998","Urban Area","4894","0.515918023419318","0.505815404509808","0.526020642328827"
"Big worries","1999","Rural Area","1278","0.272093211566452","0.259397009381315","0.28478941375159"
"Big worries","1999","Urban Area","2227","0.259152593811693","0.250106113094302","0.268199074529085"
