"plh0036","year","age_gr","hgtyp1hh","n","percent","lower_confidence","upper_confidence","value"
"Some worries","1985","66 and older","Couple + C. LE and GT 16","","","","","2"
"Some worries","1985","16-34 y.","Couple + C. LE 16 ","546","0.425443794209797","0.397936393326008","0.452951195093585","2"
"Some worries","1985","16-34 y.","Couple + C. GT 16 ","311","0.37041494362196","0.337501995034101","0.403327892209819","2"
"Some worries","1985","16-34 y.","Couple + C. LE and GT 16","258","0.391215237982664","0.35273890971103","0.429691566254299","2"
"Some worries","1985","35-65 y.","1-pers.-HH","205","0.446947666467762","0.40054528736278","0.493350045572743","2"
"Some worries","1985","35-65 y.","(Married) couple without C. ","622","0.476207567828574","0.449295570868765","0.503119564788383","2"
"Some worries","1985","35-65 y.","Single parent ","100","0.442822057640672","0.378627863192647","0.507016252088697","2"
"Some worries","1985","35-65 y.","Couple + C. LE 16 ","675","0.476091380801849","0.450105955785794","0.502076805817905","2"
"Some worries","1985","16-34 y.","Single parent ","110","0.385599888678953","0.328280401099369","0.442919376258538","2"
"Some worries","1985","66 and older","Couple + C. GT 16 ","22","","","","2"
"Some worries","1985","66 and older","Single parent ","11","","","","2"
"Some worries","1985","66 and older","Couple + C. LE 16 ","1","","","","2"
"Some worries","1985","16-34 y.","1-pers.-HH","101","0.322199285858963","0.271077163836868","0.373321407881057","2"
"Some worries","1985","16-34 y.","(Married) couple without C. ","226","0.37633603739349","0.337144502800368","0.415527571986611","2"
"Some worries","1985","35-65 y.","Couple + C. GT 16 ","540","0.494087654180051","0.464911154969418","0.523264153390685","2"
"Some worries","1985","35-65 y.","Couple + C. LE and GT 16","425","0.523471083009599","0.489973757497694","0.556968408521503","2"
"Some worries","1985","66 and older","1-pers.-HH","192","0.487613675570385","0.438195293875439","0.537032057265331","2"
"Some worries","1985","66 and older","(Married) couple without C. ","260","0.529963965656096","0.48586237163789","0.574065559674302","2"
"Big worries","1986","16-34 y.","1-pers.-HH","197","0.641984562738177","0.589209151132007","0.694759974344346","1"
"Big worries","1986","16-34 y.","(Married) couple without C. ","354","0.568382953573614","0.530039706084174","0.606726201063054","1"
"Big worries","1986","16-34 y.","Single parent ","126","0.504170564118097","0.442683164206749","0.565657964029445","1"
"Big worries","1986","16-34 y.","Couple + C. LE 16 ","498","0.478948316769032","0.449962202759453","0.50793443077861","1"
"Big worries","1986","16-34 y.","Couple + C. GT 16 ","440","0.517532514835499","0.484309346392416","0.550755683278582","1"
"Big worries","1986","16-34 y.","Couple + C. LE and GT 16","237","0.46436163809552","0.423632909499557","0.505090366691484","1"
"Big worries","1986","35-65 y.","1-pers.-HH","166","0.425107078154138","0.377996269796717","0.47221788651156","1"
"Big worries","1986","35-65 y.","(Married) couple without C. ","495","0.410654222647157","0.383436645495499","0.437871799798816","1"
"Big worries","1986","35-65 y.","Single parent ","87","0.416844607328345","0.352422329902551","0.481266884754139","1"
"Big worries","1986","35-65 y.","Couple + C. LE 16 ","491","0.417465623596795","0.390083936145468","0.444847311048121","1"
"Big worries","1986","35-65 y.","Couple + C. GT 16 ","473","0.40465523103506","0.376482712953717","0.432827749116403","1"
"Big worries","1986","35-65 y.","Couple + C. LE and GT 16","297","0.406013860268334","0.372047508445287","0.439980212091382","1"
"Big worries","1986","66 and older","1-pers.-HH","111","0.300718349616565","0.253149788622223","0.348286910610906","1"
"Big worries","1986","66 and older","(Married) couple without C. ","142","0.302061139778375","0.260550896333009","0.343571383223742","1"
"Big worries","1986","66 and older","Single parent ","6","","","","1"
"Big worries","1986","66 and older","Couple + C. LE 16 ","","","","","1"
"Big worries","1986","66 and older","Couple + C. GT 16 ","17","","","","1"
"Big worries","1986","66 and older","Couple + C. LE and GT 16","","","","","1"
"No worries","1986","16-34 y.","Couple + C. LE and GT 16","60","0.0794640256477885","0.0573767315841673","0.10155131971141","3"
"No worries","1986","16-34 y.","(Married) couple without C. ","28","","","","3"
"No worries","1986","35-65 y.","1-pers.-HH","60","0.0915035335034046","0.0640272201181299","0.118979846888679","3"
"No worries","1986","16-34 y.","Couple + C. GT 16 ","87","0.0783865144719516","0.0605161549425775","0.0962568740013256","3"
"No worries","1986","66 and older","Couple + C. LE and GT 16","","","","","3"
"No worries","1986","66 and older","Couple + C. LE 16 ","1","","","","3"
"No worries","1986","16-34 y.","Single parent ","21","","","","3"
"No worries","1986","16-34 y.","1-pers.-HH","17","","","","3"
"No worries","1986","16-34 y.","Couple + C. LE 16 ","111","0.0718211745040386","0.0568399487464648","0.0868024002616125","3"
"No worries","1986","66 and older","Couple + C. GT 16 ","9","","","","3"
"No worries","1986","66 and older","Single parent ","6","","","","3"
"No worries","1986","35-65 y.","(Married) couple without C. ","137","0.0894078506231677","0.073621708580654","0.105193992665681","3"
"No worries","1986","35-65 y.","Single parent ","27","","","","3"
"No worries","1986","35-65 y.","Couple + C. LE 16 ","130","0.0779263642407449","0.0630425555467097","0.0928101729347801","3"
"No worries","1986","35-65 y.","Couple + C. GT 16 ","104","0.0791103131407589","0.0636178963502518","0.0946027299312661","3"
"No worries","1986","35-65 y.","Couple + C. LE and GT 16","109","0.0988804699819662","0.0782344292170953","0.119526510746837","3"
"No worries","1986","66 and older","1-pers.-HH","89","0.258825514117015","0.213391850733568","0.304259177500462","3"
"No worries","1986","66 and older","(Married) couple without C. ","91","0.197275442955907","0.161298939656468","0.233251946255346","3"
"Some worries","1986","35-65 y.","Couple + C. LE 16 ","625","0.50460801216246","0.476846659062861","0.532369365262059","2"
"Some worries","1986","35-65 y.","Single parent ","111","0.47147138222588","0.406245681399618","0.536697083052141","2"
"Some worries","1986","35-65 y.","(Married) couple without C. ","623","0.499937926729675","0.472275120852799","0.527600732606551","2"
"Some worries","1986","35-65 y.","1-pers.-HH","197","0.483389388342457","0.435767334156827","0.531011442528087","2"
"Some worries","1986","16-34 y.","Couple + C. LE and GT 16","279","0.456174336256691","0.415498909044754","0.496849763468628","2"
"Some worries","1986","16-34 y.","Couple + C. GT 16 ","342","0.404080970692549","0.371454805625141","0.436707135759958","2"
"Some worries","1986","66 and older","Couple + C. LE and GT 16","","","","","2"
"Some worries","1986","16-34 y.","(Married) couple without C. ","259","0.398543216105005","0.360641488972521","0.436444943237489","2"
"Some worries","1986","35-65 y.","Couple + C. GT 16 ","589","0.516234455824181","0.487550451704356","0.544918459944007","2"
"Some worries","1986","16-34 y.","Couple + C. LE 16 ","532","0.44923050872693","0.420368614682965","0.478092402770895","2"
"Some worries","1986","66 and older","Couple + C. GT 16 ","23","","","","2"
"Some worries","1986","16-34 y.","Single parent ","107","0.423181769256883","0.362422268499286","0.483941270014479","2"
"Some worries","1986","16-34 y.","1-pers.-HH","103","0.313721391674774","0.262642583262574","0.364800200086973","2"
"Some worries","1986","35-65 y.","Couple + C. LE and GT 16","397","0.495105669749699","0.460524513105432","0.529686826393966","2"
"Some worries","1986","66 and older","Couple + C. LE 16 ","","","","","2"
"Some worries","1986","66 and older","Single parent ","12","","","","2"
"Some worries","1986","66 and older","1-pers.-HH","157","0.44045613626642","0.388959082378643","0.491953190154198","2"
"Some worries","1986","66 and older","(Married) couple without C. ","237","0.500663417265718","0.455460258496851","0.545866576034585","2"
"Big worries","1987","16-34 y.","1-pers.-HH","227","0.755933652489784","0.707807275519096","0.804060029460471","1"
"Big worries","1987","16-34 y.","(Married) couple without C. ","412","0.702411498248238","0.665644451432705","0.739178545063771","1"
"Big worries","1987","16-34 y.","Single parent ","170","0.652747667533086","0.595317328820331","0.710178006245841","1"
"Big worries","1987","16-34 y.","Couple + C. LE 16 ","630","0.601541324688544","0.57314648530673","0.629936164070358","1"
"Big worries","1987","16-34 y.","Couple + C. GT 16 ","555","0.68776067076466","0.657195261834274","0.718326079695047","1"
"Big worries","1987","16-34 y.","Couple + C. LE and GT 16","268","0.585813096303137","0.543717861287598","0.627908331318676","1"
"Big worries","1987","35-65 y.","1-pers.-HH","211","0.541079157924209","0.493814834317815","0.588343481530602","1"
"Big worries","1987","35-65 y.","(Married) couple without C. ","678","0.588867786470062","0.56147021366398","0.616265359276144","1"
"Big worries","1987","35-65 y.","Single parent ","125","0.576292562146424","0.512291836076643","0.640293288216205","1"
"Big worries","1987","35-65 y.","Couple + C. LE 16 ","645","0.590612201495791","0.562721169596106","0.618503233395476","1"
"Big worries","1987","35-65 y.","Couple + C. GT 16 ","656","0.565616735050333","0.537676335742306","0.593557134358359","1"
"Big worries","1987","35-65 y.","Couple + C. LE and GT 16","351","0.542613691288793","0.506174156573901","0.579053226003684","1"
"Big worries","1987","66 and older","1-pers.-HH","189","0.49921796483942","0.448271189331609","0.550164740347231","1"
"Big worries","1987","66 and older","(Married) couple without C. ","233","0.472125558018329","0.428454842695628","0.515796273341031","1"
"Big worries","1987","66 and older","Single parent ","10","","","","1"
"Big worries","1987","66 and older","Couple + C. LE 16 ","","","","","1"
"Big worries","1987","66 and older","Couple + C. GT 16 ","23","","","","1"
"Big worries","1987","66 and older","Couple + C. LE and GT 16","1","","","","1"
"No worries","1987","16-34 y.","Couple + C. LE and GT 16","45","0.0509460918464526","0.0321548233906171","0.0697373603022881","3"
"No worries","1987","66 and older","Couple + C. LE and GT 16","","","","","3"
"No worries","1987","16-34 y.","Couple + C. GT 16 ","55","0.0302003136324192","0.0189123790080853","0.0414882482567531","3"
"No worries","1987","66 and older","Couple + C. LE 16 ","","","","","3"
"No worries","1987","16-34 y.","(Married) couple without C. ","23","","","","3"
"No worries","1987","35-65 y.","1-pers.-HH","42","0.0578310356476515","0.0356909633100431","0.0799711079852599","3"
"No worries","1987","16-34 y.","Couple + C. LE 16 ","75","0.0286712462260912","0.0189924477630894","0.0383500446890931","3"
"No worries","1987","16-34 y.","Single parent ","9","","","","3"
"No worries","1987","66 and older","Single parent ","5","","","","3"
"No worries","1987","66 and older","Couple + C. GT 16 ","5","","","","3"
"No worries","1987","16-34 y.","1-pers.-HH","6","","","","3"
"No worries","1987","35-65 y.","(Married) couple without C. ","81","0.0405202390516315","0.0295411490212864","0.0514993290819765","3"
"No worries","1987","35-65 y.","Single parent ","10","","","","3"
"No worries","1987","35-65 y.","Couple + C. LE 16 ","91","0.0447125906963448","0.0329898847411529","0.0564352966515366","3"
"No worries","1987","35-65 y.","Couple + C. GT 16 ","72","0.039843263419844","0.0288181400311358","0.0508683868085522","3"
"No worries","1987","35-65 y.","Couple + C. LE and GT 16","67","0.0473349069756764","0.0318022139594375","0.0628675999919152","3"
"No worries","1987","66 and older","1-pers.-HH","52","0.143381509963348","0.107671701069832","0.179091318856865","3"
"No worries","1987","66 and older","(Married) couple without C. ","40","0.0736673553310429","0.0508157214960281","0.0965189891660577","3"
"Some worries","1987","35-65 y.","Couple + C. LE 16 ","458","0.364675207807864","0.337373051499693","0.391977364116036","2"
"Some worries","1987","35-65 y.","Single parent ","94","0.393690138434559","0.330411819365759","0.456968457503358","2"
"Some worries","1987","35-65 y.","(Married) couple without C. ","480","0.370611974478307","0.343719460722653","0.397504488233961","2"
"Some worries","1987","35-65 y.","1-pers.-HH","174","0.40108980642814","0.354602346361463","0.447577266494816","2"
"Some worries","1987","16-34 y.","Couple + C. LE and GT 16","213","0.36324081185041","0.322140970263992","0.404340653436829","2"
"Some worries","1987","16-34 y.","Couple + C. GT 16 ","273","0.28203901560292","0.252358410104895","0.311719621100946","2"
"Some worries","1987","66 and older","Couple + C. LE and GT 16","","","","","2"
"Some worries","1987","16-34 y.","Couple + C. LE 16 ","437","0.369787429085365","0.341788937036681","0.397785921134048","2"
"Some worries","1987","66 and older","Couple + C. GT 16 ","16","","","","2"
"Some worries","1987","16-34 y.","1-pers.-HH","73","0.225864593535585","0.17901347955902","0.27271570751215","2"
"Some worries","1987","16-34 y.","(Married) couple without C. ","159","0.265046191752387","0.229552949351262","0.300539434153512","2"
"Some worries","1987","35-65 y.","Couple + C. GT 16 ","481","0.394540001529823","0.366989900913786","0.422090102145861","2"
"Some worries","1987","16-34 y.","Single parent ","85","0.307186225616549","0.25153749614406","0.362834955089037","2"
"Some worries","1987","66 and older","Couple + C. LE 16 ","1","","","","2"
"Some worries","1987","35-65 y.","Couple + C. LE and GT 16","300","0.410051401735531","0.374075465392516","0.446027338078546","2"
"Some worries","1987","66 and older","Single parent ","10","","","","2"
"Some worries","1987","66 and older","1-pers.-HH","129","0.357400525197232","0.308569594110319","0.406231456284144","2"
"Some worries","1987","66 and older","(Married) couple without C. ","229","0.454207086650628","0.410652175552744","0.497761997748512","2"
"Big worries","1988","16-34 y.","1-pers.-HH","192","0.734731406884959","0.682835523095827","0.786627290674091","1"
"Big worries","1988","16-34 y.","(Married) couple without C. ","347","0.646362229838039","0.607147670067907","0.685576789608171","1"
"Big worries","1988","16-34 y.","Single parent ","149","0.620249436462239","0.560089067740962","0.680409805183516","1"
"Big worries","1988","16-34 y.","Couple + C. LE 16 ","625","0.628059636114362","0.599471619989233","0.656647652239492","1"
"Big worries","1988","16-34 y.","Couple + C. GT 16 ","542","0.617867114196599","0.58657050080775","0.649163727585448","1"
"Big worries","1988","16-34 y.","Couple + C. LE and GT 16","227","0.555593767420957","0.509529615207526","0.601657919634388","1"
"Big worries","1988","35-65 y.","1-pers.-HH","211","0.539893040961874","0.491471996604694","0.588314085319053","1"
"Big worries","1988","35-65 y.","(Married) couple without C. ","678","0.598106204178334","0.570378022434423","0.625834385922246","1"
"Big worries","1988","35-65 y.","Single parent ","121","0.515305064433153","0.451408044136281","0.579202084730025","1"
"Big worries","1988","35-65 y.","Couple + C. LE 16 ","589","0.586150303679337","0.557254032035188","0.615046575323486","1"
"Big worries","1988","35-65 y.","Couple + C. GT 16 ","617","0.541765861506439","0.513680211552152","0.569851511460726","1"
"Big worries","1988","35-65 y.","Couple + C. LE and GT 16","277","0.492680146037836","0.453453673446888","0.531906618628785","1"
"Big worries","1988","66 and older","1-pers.-HH","168","0.45181042473668","0.401305098008378","0.502315751464982","1"
"Big worries","1988","66 and older","(Married) couple without C. ","218","0.462813997042772","0.418529756923677","0.507098237161868","1"
"Big worries","1988","66 and older","Single parent ","8","","","","1"
"Big worries","1988","66 and older","Couple + C. LE 16 ","","","","","1"
"Big worries","1988","66 and older","Couple + C. GT 16 ","25","","","","1"
"Big worries","1988","66 and older","Couple + C. LE and GT 16","","","","","1"
"No worries","1988","16-34 y.","Couple + C. LE and GT 16","41","0.0635747012419868","0.040955718847895","0.0861936836360786","3"
"No worries","1988","16-34 y.","Couple + C. GT 16 ","48","0.0350690404030104","0.0232208326887672","0.0469172481172536","3"
"No worries","1988","16-34 y.","(Married) couple without C. ","36","0.0451683166422126","0.0281345614910292","0.0622020717933961","3"
"No worries","1988","66 and older","Couple + C. LE and GT 16","1","","","","3"
"No worries","1988","16-34 y.","1-pers.-HH","8","","","","3"
"No worries","1988","35-65 y.","1-pers.-HH","37","0.0521256185683871","0.0305306841208338","0.0737205530159404","3"
"No worries","1988","66 and older","Couple + C. LE 16 ","","","","","3"
"No worries","1988","66 and older","Couple + C. GT 16 ","2","","","","3"
"No worries","1988","16-34 y.","Couple + C. LE 16 ","68","0.0288357460788832","0.0189374859813266","0.0387340061764399","3"
"No worries","1988","66 and older","Single parent ","2","","","","3"
"No worries","1988","16-34 y.","Single parent ","8","","","","3"
"No worries","1988","35-65 y.","(Married) couple without C. ","72","0.0402091312075516","0.0290987940344045","0.0513194683806988","3"
"No worries","1988","35-65 y.","Single parent ","17","","","","3"
"No worries","1988","35-65 y.","Couple + C. LE 16 ","65","0.0317579133469229","0.0214698423757844","0.0420459843180614","3"
"No worries","1988","35-65 y.","Couple + C. GT 16 ","74","0.0394989339103481","0.0285195858451186","0.0504782819755776","3"
"No worries","1988","35-65 y.","Couple + C. LE and GT 16","59","0.0520993301875158","0.0346630724027746","0.069535587972257","3"
"No worries","1988","66 and older","1-pers.-HH","47","0.13315747935271","0.0986791224458001","0.167635836259619","3"
"No worries","1988","66 and older","(Married) couple without C. ","40","0.0766297835907566","0.0530048638917692","0.100254703289744","3"
"Some worries","1988","35-65 y.","Single parent ","97","0.427186506827655","0.363941019547542","0.490431994107767","2"
"Some worries","1988","35-65 y.","Couple + C. LE 16 ","462","0.38209178297374","0.353584106066501","0.410599459880979","2"
"Some worries","1988","35-65 y.","(Married) couple without C. ","451","0.361684664614114","0.334510307772272","0.388859021455956","2"
"Some worries","1988","35-65 y.","1-pers.-HH","159","0.407981340469739","0.360235149109448","0.455727531830031","2"
"Some worries","1988","16-34 y.","Couple + C. LE and GT 16","179","0.380831531337056","0.335815708306996","0.425847354367117","2"
"Some worries","1988","16-34 y.","Couple + C. GT 16 ","336","0.347063845400391","0.316403104619231","0.377724586181551","2"
"Some worries","1988","66 and older","Couple + C. LE and GT 16","","","","","2"
"Some worries","1988","16-34 y.","Couple + C. LE 16 ","405","0.343104617806754","0.315023893413227","0.371185342200282","2"
"Some worries","1988","66 and older","Couple + C. GT 16 ","30","0.494012846025156","0.364220366301412","0.623805325748899","2"
"Some worries","1988","16-34 y.","Single parent ","93","0.356404171428476","0.297035670062085","0.415772672794866","2"
"Some worries","1988","66 and older","Couple + C. LE 16 ","","","","","2"
"Some worries","1988","66 and older","Single parent ","13","","","","2"
"Some worries","1988","16-34 y.","1-pers.-HH","78","0.246179851303978","0.195540770210136","0.29681893239782","2"
"Some worries","1988","16-34 y.","(Married) couple without C. ","188","0.308469453519748","0.270586676888894","0.346352230150603","2"
"Some worries","1988","35-65 y.","Couple + C. GT 16 ","518","0.418735204583213","0.390925800130685","0.446544609035741","2"
"Some worries","1988","35-65 y.","Couple + C. LE and GT 16","288","0.455220523774648","0.416147494553332","0.494293552995964","2"
"Some worries","1988","66 and older","1-pers.-HH","158","0.41503209591061","0.365028580714955","0.465035611106266","2"
"Some worries","1988","66 and older","(Married) couple without C. ","229","0.460556219366471","0.416287390657509","0.504825048075433","2"
"Big worries","1989","16-34 y.","1-pers.-HH","208","0.778547638539813","0.72973767909457","0.827357597985056","1"
"Big worries","1989","16-34 y.","(Married) couple without C. ","418","0.723060696703604","0.687694349320698","0.75842704408651","1"
"Big worries","1989","16-34 y.","Single parent ","150","0.716015741523162","0.657225899891734","0.774805583154589","1"
"Big worries","1989","16-34 y.","Couple + C. LE 16 ","664","0.675962628003073","0.647880838809687","0.704044417196459","1"
"Big worries","1989","16-34 y.","Couple + C. GT 16 ","585","0.695599621053617","0.665334398565932","0.725864843541302","1"
"Big worries","1989","16-34 y.","Couple + C. LE and GT 16","229","0.648316437982771","0.602040419231295","0.694592456734246","1"
"Big worries","1989","35-65 y.","1-pers.-HH","240","0.648358781041926","0.602027362593292","0.69469019949056","1"
"Big worries","1989","35-65 y.","(Married) couple without C. ","697","0.63880508668734","0.611174699118655","0.666435474256026","1"
"Big worries","1989","35-65 y.","Single parent ","121","0.592034215048963","0.526494207156943","0.657574222940983","1"
"Big worries","1989","35-65 y.","Couple + C. LE 16 ","645","0.659052856355382","0.630516480933986","0.687589231776778","1"
