"plh0036","year","e11103","migback","n","percent","lower_confidence","upper_confidence","value"
"Big worries","1984","Full Time","direct migration background","659","0.394412718247108","0.37235014106652","0.416475295427696","1"
"Big worries","1984","Full Time","indirect migration background","26","","","","1"
"Big worries","1984","Full Time","no migration background","2091","0.567187706207704","0.55115790053645","0.583217511878958","1"
"Big worries","1984","Not Working","direct migration background","365","0.407463907688334","0.376762907856624","0.438164907520044","1"
"Big worries","1984","Not Working","indirect migration background","33","0.633619683987214","0.508538766005151","0.758700601969278","1"
"Big worries","1984","Not Working","no migration background","1802","0.485044933114594","0.468625439807833","0.501464426421355","1"
"Big worries","1984","Part Time","direct migration background","191","0.477158129543725","0.432145553898612","0.522170705188837","1"
"Big worries","1984","Part Time","indirect migration background","11","","","","1"
"Big worries","1984","Part Time","no migration background","809","0.584591771003532","0.558478039233732","0.610705502773333","1"
"No worries","1984","Part Time","direct migration background","85","0.148451381871182","0.116409769127183","0.180492994615181","3"
"No worries","1984","Not Working","indirect migration background","4","","","","3"
"No worries","1984","Not Working","no migration background","300","0.0966160668819624","0.0869099625536539","0.106322171210271","3"
"No worries","1984","Part Time","indirect migration background","1","","","","3"
"No worries","1984","Not Working","direct migration background","207","0.165653581013976","0.142424920903456","0.188882241124497","3"
"No worries","1984","Full Time","no migration background","189","0.0525351183159963","0.0453170418749981","0.0597531947569945","3"
"No worries","1984","Full Time","indirect migration background","7","","","","3"
"No worries","1984","Full Time","direct migration background","408","0.166629822759868","0.149807430428493","0.183452215091244","3"
"No worries","1984","Part Time","no migration background","72","0.0572526186855896","0.0449414186596944","0.0695638187114848","3"
"Some worries","1984","Part Time","no migration background","487","0.358155610310878","0.33274846939612","0.383562751225637","2"
"Some worries","1984","Part Time","indirect migration background","6","","","","2"
"Some worries","1984","Part Time","direct migration background","197","0.374390488585093","0.330775918538335","0.418005058631851","2"
"Some worries","1984","Not Working","no migration background","1457","0.418339000003444","0.402132723409098","0.43454527659779","2"
"Some worries","1984","Not Working","indirect migration background","20","","","","2"
"Some worries","1984","Not Working","direct migration background","412","0.42688251129769","0.395977667434803","0.457787355160577","2"
"Some worries","1984","Full Time","no migration background","1390","0.3802771754763","0.364571235460836","0.395983115491763","2"
"Some worries","1984","Full Time","indirect migration background","17","","","","2"
"Some worries","1984","Full Time","direct migration background","818","0.438957458993024","0.416554698970192","0.461360219015855","2"
"Big worries","1985","Full Time","direct migration background","533","0.371683161872331","0.347640750417823","0.395725573326839","1"
"Big worries","1985","Full Time","indirect migration background","23","","","","1"
"Big worries","1985","Full Time","no migration background","1634","0.491153206900775","0.474137780258302","0.508168633543248","1"
"Big worries","1985","Not Working","direct migration background","304","0.4152607793234","0.382498072736705","0.448023485910094","1"
"Big worries","1985","Not Working","indirect migration background","38","0.586627228135712","0.472083593825755","0.70117086244567","1"
"Big worries","1985","Not Working","no migration background","1509","0.450241858905765","0.43305233532002","0.46743138249151","1"
"Big worries","1985","Part Time","direct migration background","180","0.482439665454797","0.436626322048132","0.528253008861461","1"
"Big worries","1985","Part Time","indirect migration background","9","","","","1"
"Big worries","1985","Part Time","no migration background","716","0.515848407345199","0.489423927078503","0.542272887611896","1"
"No worries","1985","Part Time","direct migration background","69","0.100034422072674","0.0725252402321074","0.12754360391324","3"
"No worries","1985","Not Working","indirect migration background","5","","","","3"
"No worries","1985","Not Working","no migration background","281","0.0962506036634708","0.0860604481417322","0.106440759185209","3"
"No worries","1985","Part Time","indirect migration background","3","","","","3"
"No worries","1985","Not Working","direct migration background","160","0.132279073108673","0.109753605770463","0.154804540446883","3"
"No worries","1985","Full Time","no migration background","183","0.0573712939895798","0.0494561561313314","0.0652864318478283","3"
"No worries","1985","Full Time","indirect migration background","9","","","","3"
"No worries","1985","Full Time","direct migration background","293","0.137199315886594","0.120082087476237","0.154316544296951","3"
"No worries","1985","Part Time","no migration background","69","0.0545912196400342","0.0425789260283913","0.0666035132516772","3"
"Some worries","1985","Part Time","no migration background","589","0.429560373014767","0.403386278056047","0.455734467973486","2"
"Some worries","1985","Part Time","indirect migration background","9","","","","2"
"Some worries","1985","Part Time","direct migration background","208","0.417525912472529","0.372312216181119","0.46273960876394","2"
"Some worries","1985","Not Working","no migration background","1428","0.453507537430764","0.436307103075295","0.470707971786234","2"
"Some worries","1985","Not Working","indirect migration background","28","","","","2"
"Some worries","1985","Not Working","direct migration background","405","0.452460147567927","0.419367140162342","0.485553154973513","2"
"Some worries","1985","Full Time","no migration background","1499","0.451475499109645","0.434537740509267","0.468413257710023","2"
"Some worries","1985","Full Time","indirect migration background","19","","","","2"
"Some worries","1985","Full Time","direct migration background","726","0.491117522241075","0.466245923885669","0.515989120596482","2"
"Big worries","1986","Full Time","direct migration background","482","0.334796820716497","0.311103636657275","0.358490004775718","1"
"Big worries","1986","Full Time","indirect migration background","22","","","","1"
"Big worries","1986","Full Time","no migration background","1481","0.45307642611487","0.435906709662972","0.470246142566767","1"
"Big worries","1986","Not Working","direct migration background","276","0.34943921343466","0.317021876143816","0.381856550725503","1"
"Big worries","1986","Not Working","indirect migration background","36","0.644523296746336","0.52725436044707","0.761792233045602","1"
"Big worries","1986","Not Working","no migration background","1259","0.399235907182873","0.381672965440352","0.416798848925395","1"
"Big worries","1986","Part Time","direct migration background","150","0.359374161726525","0.315237872733899","0.403510450719152","1"
"Big worries","1986","Part Time","indirect migration background","16","","","","1"
"Big worries","1986","Part Time","no migration background","660","0.500608878813699","0.473676557893785","0.527541199733612","1"
"No worries","1986","Part Time","direct migration background","86","0.143177944983622","0.110959576413658","0.175396313553586","3"
"No worries","1986","Not Working","indirect migration background","9","","","","3"
"No worries","1986","Not Working","no migration background","349","0.137195421961757","0.124857088315998","0.149533755607516","3"
"No worries","1986","Part Time","indirect migration background","3","","","","3"
"No worries","1986","Not Working","direct migration background","166","0.181358224276879","0.155160524664547","0.207555923889212","3"
"No worries","1986","Full Time","indirect migration background","10","","","","3"
"No worries","1986","Full Time","no migration background","226","0.0716397476674391","0.0627446778501333","0.0805348174847449","3"
"No worries","1986","Full Time","direct migration background","265","0.151146981673387","0.133163590313698","0.169130373033075","3"
