"plh0036","year","sampreg","n","percent","lower_confidence","upper_confidence"
"Some worries","1994","West Germany","4905","0.538304186890168","0.528054049798641","0.548554323981695"
"Some worries","1994","East Germany","2189","0.578853734028579","0.56309084133501","0.594616626722149"
"No worries","1994","West Germany","660","0.0635576811884149","0.0585416253204834","0.0685737370563463"
"No worries","1994","East Germany","185","0.0522680528904091","0.0451625316257331","0.0593735741550851"
"Big worries","1995","West Germany","4127","0.44546344848035","0.435511369888519","0.455415527072181"
"Big worries","1995","East Germany","1521","0.424507607044089","0.408527416570288","0.440487797517891"
"Some worries","1995","West Germany","4813","0.494244602796335","0.48423345433796","0.50425575125471"
"Some worries","1995","East Germany","2013","0.536024587846451","0.519901090212791","0.55214808548011"
"No worries","1995","West Germany","641","0.0602919487233146","0.0555257866612508","0.0650581107853785"
"No worries","1995","East Germany","141","0.0394678051094597","0.0331727886523682","0.0457628215665513"
"Big worries","1996","West Germany","3365","0.3761897480711","0.366388967081871","0.385990529060328"
"Big worries","1996","East Germany","1343","0.373749357926412","0.358124662826293","0.389374053026531"
"Some worries","1996","West Germany","5245","0.553353532620567","0.54329547202657","0.563411593214563"
"Some worries","1996","East Germany","2120","0.563002729618456","0.546983491982221","0.579021967254691"
"No worries","1996","West Germany","775","0.0704567193083334","0.0652791375074595","0.0756343011092072"
"No worries","1996","East Germany","220","0.0632479124551325","0.0553868243399852","0.0711090005702798"
"Big worries","1997","West Germany","3068","0.348048113957592","0.338328057639156","0.357768170276029"
"Big worries","1997","East Germany","1290","0.372695689637913","0.356981472085964","0.388409907189863"
"Some worries","1997","West Germany","5255","0.566403235222677","0.55629099809446","0.576515472350894"
"Some worries","1997","East Germany","2100","0.558588074737925","0.542450275759649","0.5747258737162"
"No worries","1997","West Germany","903","0.0855486508197307","0.0798413830265934","0.0912559186128679"
"No worries","1997","East Germany","247","0.068716235624162","0.0604948099209233","0.0769376613274007"
"Big worries","1998","West Germany","3384","0.339870486972491","0.330763164375638","0.348977809569343"
"Big worries","1998","East Germany","1193","0.320772296615759","0.30606235393036","0.335482239301158"
"Some worries","1998","West Germany","6096","0.576022690162142","0.566520788715781","0.585524591608503"
"Some worries","1998","East Germany","2433","0.617878308961271","0.602565418408667","0.633191199513875"
"No worries","1998","West Germany","911","0.0841068228653674","0.0787703114297656","0.0894433343009691"
"No worries","1998","East Germany","242","0.0613493944229699","0.0537869537483932","0.0689118350975467"
"Big worries","1999","West Germany","2239","0.235426548975023","0.22707553795503","0.243777559995016"
"Big worries","1999","East Germany","821","0.227637194979741","0.214301891639443","0.240972498320038"
"Some worries","1999","West Germany","6305","0.638120804106838","0.628662026991636","0.64757958122204"
"Some worries","1999","East Germany","2529","0.658733535976881","0.643654544211414","0.673812527742347"
"No worries","1999","West Germany","1371","0.126452646918139","0.119910671317262","0.132994622519015"
"No worries","1999","East Germany","448","0.113629269043379","0.103536195897929","0.123722342188829"
"Big worries","2000","West Germany","4749","0.266253460549307","0.25983764900752","0.272669272091094"
"Big worries","2000","East Germany","1571","0.282497706585209","0.270939048171526","0.294056364998891"
"Some worries","2000","West Germany","10625","0.579790317233349","0.572625593618843","0.586955040847856"
"Some worries","2000","East Germany","3595","0.606687154612191","0.594145934664397","0.619228374559984"
"No worries","2000","West Germany","2858","0.153956222217344","0.148717492700873","0.159194951733815"
"No worries","2000","East Germany","662","0.110815138802601","0.10275608793725","0.118874189667951"
"Big worries","2001","West Germany","4064","0.251842656526836","0.245211624873975","0.258473688179698"
"Big worries","2001","East Germany","1390","0.259915304272136","0.248246541299507","0.271584067244765"
"Some worries","2001","West Germany","9783","0.593150209473988","0.585645750702625","0.600654668245351"
"Some worries","2001","East Germany","3382","0.621121175882918","0.608214734461737","0.6340276173041"
"No worries","2001","West Germany","2614","0.155007133999176","0.149478442614866","0.160535825383486"
"No worries","2001","East Germany","655","0.118963519844946","0.110350171162393","0.127576868527499"
"Big worries","2002","West Germany","3966","0.234939703939116","0.228676193612513","0.241203214265719"
"Big worries","2002","East Germany","1223","0.238028543805112","0.226696922101298","0.249360165508925"
"Some worries","2002","West Germany","10722","0.602652869183995","0.595423333393505","0.609882404974485"
"Some worries","2002","East Germany","3434","0.61690227430778","0.603967133256256","0.629837415359305"
"No worries","2002","West Germany","2912","0.162407426876888","0.15695849838148","0.167856355372297"
"No worries","2002","East Germany","769","0.145069181887108","0.135698714283239","0.154439649490977"
"Big worries","2003","West Germany","3822","0.244014901148787","0.237523690413871","0.250506111883704"
"Big worries","2003","East Germany","1348","0.270142138913641","0.258239344679923","0.282044933147359"
"Some worries","2003","West Germany","10383","0.60864328131954","0.601267148469308","0.616019414169772"
"Some worries","2003","East Germany","3392","0.616204145239086","0.603168093921044","0.629240196557128"
"No worries","2003","West Germany","2613","0.147341817531673","0.141984943790595","0.152698691272751"
"No worries","2003","East Germany","606","0.113653715847273","0.105145722382485","0.12216170931206"
"Big worries","2004","West Germany","3686","0.235003724829185","0.228502988951645","0.241504460706725"
"Big worries","2004","East Germany","1190","0.24360015907411","0.231971069115917","0.255229249032304"
"Some worries","2004","West Germany","9913","0.602427601544873","0.594924237260399","0.609930965829348"
"Some worries","2004","East Germany","3305","0.61429525054517","0.60110821113852","0.62748228995182"
"No worries","2004","West Germany","2743","0.162568673625942","0.156911643122143","0.16822570412974"
"No worries","2004","East Germany","739","0.14210459038072","0.132645432866109","0.151563747895331"
"Big worries","2005","West Germany","4203","0.280895442435451","0.273851787310456","0.287939097560447"
"Big worries","2005","East Germany","1431","0.299696266418159","0.287053432315364","0.312339100520954"
"Some worries","2005","West Germany","9061","0.574010009158407","0.566260233211969","0.581759785104845"
"Some worries","2005","East Germany","2993","0.580008442656428","0.566387787747489","0.593629097565367"
"No worries","2005","West Germany","2376","0.145094548406141","0.139574863233708","0.150614233578574"
"No worries","2005","East Germany","620","0.120295290925412","0.111317834127577","0.129272747723248"
"Big worries","2006","West Germany","4412","0.271990641852429","0.265226703123926","0.278754580580933"
"Big worries","2006","East Germany","1352","0.254944412225208","0.24318537863693","0.266703445813485"
"Some worries","2006","West Germany","9938","0.588247153597429","0.580766278130313","0.595728029064546"
"Some worries","2006","East Germany","3201","0.600690726848595","0.587476714580244","0.613904739116945"
"No worries","2006","West Germany","2276","0.139762204550141","0.13449162546819","0.145032783632092"
"No worries","2006","East Germany","724","0.144364860926198","0.134882213612304","0.153847508240092"
"Big worries","2007","West Germany","5656","0.373577884680035","0.365957573508535","0.381198195851535"
"Big worries","2007","East Germany","1767","0.357078759128529","0.34381122774311","0.370346290513948"
"Some worries","2007","West Germany","8139","0.515972807671705","0.50810059400283","0.52384502134058"
"Some worries","2007","East Germany","2681","0.523462885319619","0.509632937520086","0.537292833119152"
"No worries","2007","West Germany","1686","0.11044930764826","0.105511712977545","0.115386902318975"
"No worries","2007","East Germany","562","0.119458355551852","0.110477608916064","0.128439102187639"
"Big worries","2008","West Germany","4094","0.29234415690668","0.284960740273892","0.299727573539467"
"Big worries","2008","East Germany","1210","0.26375984510248","0.251268684020621","0.276251006184339"
"Some worries","2008","West Germany","8523","0.570198077383955","0.56216196189795","0.578234192869959"
"Some worries","2008","East Germany","2906","0.590484737420311","0.576545850215357","0.604423624625265"
"No worries","2008","West Germany","1961","0.137457765709366","0.131868253063874","0.143047278354858"
"No worries","2008","East Germany","665","0.145755417477209","0.135753294529695","0.155757540424723"
"Big worries","2009","West Germany","3588","0.26652088368369","0.259061187407607","0.273980579959773"
"Big worries","2009","East Germany","1140","0.261958656356372","0.249185339459919","0.274731973252825"
"Some worries","2009","West Germany","8095","0.595976356400007","0.5876973245683","0.604255388231715"
"Some worries","2009","East Germany","2742","0.585959767031142","0.57165100255186","0.600268531510423"
"No worries","2009","West Germany","1812","0.137502759916302","0.131692491294854","0.143313028537751"
"No worries","2009","East Germany","670","0.152081576612487","0.141649703324251","0.162513449900722"
"Big worries","2010","West Germany","5550","0.308714223104715","0.30205862317249","0.315369823036939"
"Big worries","2010","East Germany","1417","0.276436524583443","0.264589970009323","0.288283079157563"
"Some worries","2010","West Germany","10810","0.574410191724838","0.567286801161264","0.581533582288412"
"Some worries","2010","East Germany","3256","0.579783271461812","0.566708757951153","0.592857784972471"
"No worries","2010","West Germany","2147","0.116875585170447","0.112246950294045","0.12150422004685"
"No worries","2010","East Germany","802","0.143780203954745","0.134486299375732","0.153074108533758"
"Big worries","2011","West Germany","4928","0.309797309623845","0.302571554042748","0.317023065204942"
"Big worries","2011","East Germany","1332","0.292286046945001","0.279511040596794","0.305061053293208"
"Some worries","2011","West Germany","9049","0.57477008064665","0.567044785055444","0.582495376237855"
"Some worries","2011","East Germany","2852","0.571949512342756","0.558051440611512","0.585847584074"
"No worries","2011","West Germany","1755","0.115432609729505","0.110439330627573","0.120425888831437"
"No worries","2011","East Germany","685","0.135764440712243","0.126143062499177","0.145385818925309"
"Big worries","2012","West Germany","4478","0.280820385881196","0.273774375397543","0.287866396364848"
"Big worries","2012","East Germany","1215","0.260831792616322","0.248481971853488","0.273181613379157"
"Some worries","2012","West Germany","9259","0.594726518625151","0.587029136793092","0.60242390045721"
"Some worries","2012","East Germany","2888","0.586595593466431","0.572745085517809","0.600446101415054"
"No worries","2012","West Germany","1890","0.124453095493654","0.119277589152874","0.129628601834433"
"No worries","2012","East Germany","753","0.152572613917246","0.142459188110029","0.162686039724463"
"Big worries","2013","West Germany","3856","0.262824039579952","0.255635265871515","0.27001281328839"
"Big worries","2013","East Germany","1088","0.258449764373281","0.245613168532354","0.271286360214207"
"Some worries","2013","West Germany","8539","0.595054534086603","0.587037507157477","0.60307156101573"
"Some worries","2013","East Germany","2613","0.569573561202459","0.555055257078027","0.58409186532689"
"No worries","2013","West Germany","2007","0.142121426333445","0.136418741413544","0.147824111253346"
"No worries","2013","East Germany","767","0.171976674424261","0.160911772530204","0.183041576318318"
"Big worries","2014","West Germany","5940","0.269017000665549","0.263087696897282","0.274946304433816"
"Big worries","2014","East Germany","1335","0.254608473977378","0.243194473387592","0.266022474567163"
"Some worries","2014","West Germany","12418","0.582052519840202","0.575457712060952","0.588647327619451"
"Some worries","2014","East Germany","3278","0.575213111762484","0.562261936570444","0.588164286954524"
"No worries","2014","West Germany","3129","0.148930479494249","0.144170177430396","0.153690781558103"
"No worries","2014","East Germany","983","0.170178414260138","0.16033255013239","0.180024278387887"
"Big worries","2015","West Germany","5234","0.26678414759493","0.260615450278094","0.272952844911765"
"Big worries","2015","East Germany","1184","0.244469929111781","0.232848978451325","0.256090879772237"
"Some worries","2015","West Germany","11676","0.587906943810331","0.581041802657226","0.594772084963435"
"Some worries","2015","East Germany","3072","0.586375433050244","0.57305881011017","0.599692055990317"
"No worries","2015","West Germany","2837","0.14530890859474","0.140393628884199","0.15022418830528"
"No worries","2015","East Germany","998","0.169154637837975","0.159017739019598","0.179291536656352"
"Big worries","2016","West Germany","5517","0.285633948531735","0.279235671533442","0.292032225530028"
"Big worries","2016","East Germany","1319","0.259052347827792","0.246958144330657","0.271146551324927"
"Some worries","2016","West Germany","10947","0.566538289309216","0.55951908754661","0.573557491071823"
"Some worries","2016","East Germany","2906","0.58776341775296","0.57417514415263","0.60135169135329"
"No worries","2016","West Germany","2683","0.147827762159049","0.142800408768044","0.152855115550054"
"No worries","2016","East Germany","816","0.153184234419248","0.143241834113009","0.163126634725487"
"Big worries","2017","West Germany","7053","0.334801363876113","0.328410698282047","0.341192029470179"
"Big worries","2017","East Germany","1757","0.321280343083888","0.309066270351003","0.333494415816773"
"Some worries","2017","West Germany","11479","0.545369274172264","0.538626299420959","0.55211224892357"
"Some worries","2017","East Germany","3063","0.537369071898127","0.524327592013115","0.550410551783138"
"No worries","2017","West Germany","2416","0.119829361951623","0.115431497191059","0.124227226712186"
"No worries","2017","East Germany","795","0.141350585017985","0.132238244194367","0.150462925841604"
"Big worries","2018","West Germany","6339","0.314197047173015","0.307794881813212","0.320599212532819"
"Big worries","2018","East Germany","1552","0.287856563938049","0.275901714856022","0.299811413020075"
"Some worries","2018","West Germany","11272","0.559515869641833","0.552668914225854","0.566362825057813"
"Some worries","2018","East Germany","3065","0.561272620831379","0.548170047792836","0.574375193869922"
"No worries","2018","West Germany","2584","0.126287083185151","0.121705769737072","0.130868396633231"
"No worries","2018","East Germany","893","0.150870815230572","0.141420162738856","0.160321467722289"
"Big worries","2019","West Germany","9543","0.457002250043952","0.450119533063759","0.463884967024145"
"Big worries","2019","East Germany","2312","0.435067694008526","0.422035234706615","0.448100153310437"
"Some worries","2019","West Germany","9134","0.463166880657872","0.456277342233902","0.470056419081841"
"Some worries","2019","East Germany","2740","0.471471408134018","0.458349056310332","0.484593759957704"
"No worries","2019","West Germany","1446","0.0798308692981763","0.0760861351891577","0.0835756034071949"
"No worries","2019","East Germany","507","0.0934608978574561","0.0858091967149615","0.101112598999951"
