"plh0036","year","e11103","pgcasmin","n","percent","lower_confidence","upper_confidence"
"Big worries","1984","Full Time","(0) in school","","","",""
"Big worries","1984","Full Time","(1a) inadequately completed","154","0.28824036648945","0.251346609165415","0.325134123813485"
"Big worries","1984","Full Time","(1b) general elementary school","400","0.415382115675348","0.385125458500338","0.445638772850358"
"Big worries","1984","Full Time","(1c) basic vocational qualification","1155","0.530729943496159","0.51024976839033","0.551210118601987"
"Big worries","1984","Full Time","(2b) intermediate general qualification","78","0.607596889701901","0.523660476585609","0.691533302818193"
"Big worries","1984","Full Time","(2a) intermediate vocational","468","0.616615488887458","0.582116186085501","0.651114791689416"
"Big worries","1984","Full Time","(2c_gen) general maturity certificate","38","0.632912047116692","0.526622319884002","0.739201774349383"
"Big worries","1984","Full Time","(2c_voc) vocational maturity certificate","158","0.687562564495149","0.629877963333495","0.745247165656802"
"Big worries","1984","Full Time","(3a) lower tertiary education","110","0.668397996419063","0.596563630669176","0.74023236216895"
"Big worries","1984","Full Time","(3b) higher tertiary education","197","0.679851984967885","0.626882890238671","0.7328210796971"
"Big worries","1984","Part Time","(0) in school","8","","",""
"Big worries","1984","Part Time","(1a) inadequately completed","33","0.29347423500241","0.210609816320836","0.376338653683984"
"Big worries","1984","Part Time","(1b) general elementary school","185","0.436816068341457","0.390732880301869","0.482899256381045"
"Big worries","1984","Part Time","(1c) basic vocational qualification","319","0.541711677941196","0.502106698170376","0.581316657712016"
"Big worries","1984","Part Time","(2b) intermediate general qualification","70","0.677043113548028","0.586738504673928","0.767347722422128"
"Big worries","1984","Part Time","(2a) intermediate vocational","144","0.626674438959425","0.563890939180337","0.689457938738513"
"Big worries","1984","Part Time","(2c_gen) general maturity certificate","75","0.804096014470167","0.727816659507784","0.88037536943255"
"Big worries","1984","Part Time","(2c_voc) vocational maturity certificate","52","0.696482466225301","0.591726391366578","0.801238541084024"
"Big worries","1984","Part Time","(3a) lower tertiary education","28","","",""
"Big worries","1984","Part Time","(3b) higher tertiary education","92","0.73883247443169","0.662132469184681","0.815532479678698"
"Big worries","1984","Not Working","(0) in school","116","0.666173683231949","0.596304914789918","0.73604245167398"
"Big worries","1984","Not Working","(1a) inadequately completed","116","0.330666687141044","0.284035534056846","0.377297840225242"
"Big worries","1984","Not Working","(1b) general elementary school","604","0.393981490232857","0.369319491329375","0.418643489136339"
"Big worries","1984","Not Working","(1c) basic vocational qualification","628","0.468375402546519","0.441537496597116","0.495213308495923"
"Big worries","1984","Not Working","(2b) intermediate general qualification","154","0.63521240599971","0.574184473625108","0.696240338374312"
"Big worries","1984","Not Working","(2a) intermediate vocational","217","0.499613470511515","0.451037581121055","0.548189359901975"
"Big worries","1984","Not Working","(2c_gen) general maturity certificate","172","0.782365326941075","0.728804224345603","0.835926429536547"
"Big worries","1984","Not Working","(2c_voc) vocational maturity certificate","82","0.62934916762513","0.546324960690438","0.712373374559821"
"Big worries","1984","Not Working","(3a) lower tertiary education","37","0.583339065281482","0.458593708798704","0.70808442176426"
"Big worries","1984","Not Working","(3b) higher tertiary education","60","0.574685411341356","0.476802860362537","0.672567962320175"
"Some worries","1984","Full Time","(0) in school","1","","",""
"Some worries","1984","Full Time","(1a) inadequately completed","256","0.439872129010858","0.399441022865175","0.480303235156541"
"Some worries","1984","Full Time","(1b) general elementary school","442","0.456851240063463","0.426266288346953","0.487436191779973"
"Some worries","1984","Full Time","(1c) basic vocational qualification","944","0.405709028433492","0.385558225731328","0.425859831135656"
"Some worries","1984","Full Time","(2b) intermediate general qualification","46","0.343711406117467","0.262068056326636","0.425354755908299"
"Some worries","1984","Full Time","(2a) intermediate vocational","272","0.356635899856446","0.322647809597152","0.390623990115741"
"Some worries","1984","Full Time","(2c_gen) general maturity certificate","32","0.325246766116464","0.221943625224957","0.428549907007971"
"Some worries","1984","Full Time","(2c_voc) vocational maturity certificate","75","0.284615693382284","0.228456433392822","0.340774953371745"
"Some worries","1984","Full Time","(3a) lower tertiary education","50","0.297432755059949","0.227682714418004","0.367182795701894"
"Some worries","1984","Full Time","(3b) higher tertiary education","94","0.304203625509193","0.251968429035597","0.35643882198279"
"Some worries","1984","Part Time","(0) in school","","","",""
"Some worries","1984","Part Time","(1a) inadequately completed","56","0.526295652979249","0.435432527192795","0.617158778765703"
"Some worries","1984","Part Time","(1b) general elementary school","195","0.44938366191429","0.403166712955557","0.495600610873024"
"Some worries","1984","Part Time","(1c) basic vocational qualification","247","0.389633937967375","0.350870715011386","0.428397160923364"
"Some worries","1984","Part Time","(2b) intermediate general qualification","28","","",""
