"plh0036","year","e11102","education","n","percent","lower_confidence","upper_confidence"
"Big worries","1984","Employed","college entrance qualification","614","0.717356259979778","0.687173971516879","0.747538548442676"
"Big worries","1984","Employed","lower secondary degree","1737","0.510411290287384","0.493759520714202","0.527063059860567"
"Big worries","1984","Employed","no degree/no degree yet","196","0.321560066773646","0.287106634194783","0.356013499352509"
"Big worries","1984","Employed","Other degree","423","0.398424366033831","0.36962355846452","0.427225173603142"
"Big worries","1984","Employed","secondary school degree","794","0.622268508089277","0.595708780613165","0.648828235565389"
"Big worries","1984","Not Employed","college entrance qualification","303","0.681368479559631","0.637276983767524","0.725459975351739"
"Big worries","1984","Not Employed","lower secondary degree","1153","0.432863320783989","0.413792644509793","0.451933997058186"
"Big worries","1984","Not Employed","no degree/no degree yet","232","0.527176549842071","0.486045724808134","0.568307374876009"
"Big worries","1984","Not Employed","Other degree","118","0.37040136377217","0.317072664387266","0.423730063157073"
"Big worries","1984","Not Employed","secondary school degree","380","0.546067747307543","0.508112996443035","0.584022498172051"
"No worries","1984","Employed","college entrance qualification","25","","",""
"No worries","1984","Employed","lower secondary degree","269","0.0727936161039644","0.0641395658502573","0.0814476663576715"
"No worries","1984","Employed","no degree/no degree yet","197","0.243519874910576","0.211859816798991","0.275179933022161"
"No worries","1984","Employed","Other degree","220","0.188652550429307","0.165636999258747","0.211668101599867"
"No worries","1984","Employed","secondary school degree","40","0.0282721991749804","0.0191920033218803","0.0373523950280806"
"No worries","1984","Not Employed","college entrance qualification","21","","",""
"No worries","1984","Not Employed","lower secondary degree","266","0.112410380702529","0.100252548387989","0.12456821301707"
"No worries","1984","Not Employed","no degree/no degree yet","130","0.14736629766683","0.118163785781051","0.17656880955261"
"No worries","1984","Not Employed","Other degree","54","0.147317687587738","0.108178312446207","0.186457062729269"
"No worries","1984","Not Employed","secondary school degree","35","0.0662161498929838","0.0472598965967525","0.085172403189215"
"Some worries","1984","Employed","college entrance qualification","216","0.255390265769665","0.226160081150151","0.284620450389179"
"Some worries","1984","Employed","lower secondary degree","1456","0.416795093608651","0.400371944244343","0.43321824297296"
"Some worries","1984","Employed","no degree/no degree yet","313","0.434920058315778","0.398351704935847","0.471488411695708"
"Some worries","1984","Employed","Other degree","467","0.412923083536862","0.383958406873058","0.441887760200667"
"Some worries","1984","Employed","secondary school degree","446","0.349459292735742","0.32333896379933","0.375579621672155"
"Some worries","1984","Not Employed","college entrance qualification","105","0.26671860010006","0.224869952185912","0.308567248014208"
"Some worries","1984","Not Employed","lower secondary degree","1174","0.454726298513481","0.435560401744319","0.473892195282643"
"Some worries","1984","Not Employed","no degree/no degree yet","204","0.325457152491099","0.286856774594833","0.364057530387364"
"Some worries","1984","Not Employed","Other degree","143","0.482280948640092","0.427099901100147","0.537461996180038"
"Some worries","1984","Not Employed","secondary school degree","246","0.387716102799473","0.350572784540773","0.424859421058174"
"Big worries","1985","Employed","college entrance qualification","524","0.620534394585061","0.587581412037368","0.653487377132754"
"Big worries","1985","Employed","lower secondary degree","1343","0.434161868039394","0.416797944431858","0.45152579164693"
"Big worries","1985","Employed","no degree/no degree yet","156","0.306397083676047","0.267905120601289","0.344889046750804"
"Big worries","1985","Employed","Other degree","350","0.394908934464022","0.363742218961606","0.426075649966438"
"Big worries","1985","Employed","secondary school degree","684","0.56124302499363","0.533522173916896","0.588963876070363"
"Big worries","1985","Not Employed","college entrance qualification","254","0.637248730995378","0.589592611927535","0.684904850063221"
"Big worries","1985","Not Employed","lower secondary degree","933","0.39727419656923","0.377223699102035","0.417324694036424"
"Big worries","1985","Not Employed","no degree/no degree yet","203","0.51711584093867","0.474083139400053","0.560148542477288"
"Big worries","1985","Not Employed","Other degree","94","0.318820954585631","0.262606215886877","0.375035693284386"
"Big worries","1985","Not Employed","secondary school degree","344","0.51919995833224","0.480308606882701","0.558091309781779"
"No worries","1985","Employed","college entrance qualification","19","","",""
"No worries","1985","Employed","lower secondary degree","251","0.0742713968133381","0.0650853520055169","0.0834574416211592"
"No worries","1985","Employed","no degree/no degree yet","138","0.220268039584061","0.185664485825375","0.254871593342746"
"No worries","1985","Employed","Other degree","160","0.14989184614688","0.12713257856066","0.172651113733101"
"No worries","1985","Employed","secondary school degree","43","0.0326226390920737","0.0226988718370025","0.0425464063471449"
"No worries","1985","Not Employed","college entrance qualification","13","","",""
"No worries","1985","Not Employed","lower secondary degree","250","0.116023325527056","0.102900929562755","0.129145721491357"
"No worries","1985","Not Employed","no degree/no degree yet","96","0.113164860853715","0.085883850244998","0.140445871462431"
"No worries","1985","Not Employed","Other degree","40","0.139515450188968","0.0977200181937404","0.181310882184196"
"No worries","1985","Not Employed","secondary school degree","33","0.0589052351336976","0.0405779942597002","0.077232476007695"
"Some worries","1985","Employed","college entrance qualification","290","0.353079240250719","0.320623820822727","0.38553465967871"
"Some worries","1985","Employed","lower secondary degree","1536","0.491566735147268","0.474052783604134","0.509080686690402"
"Some worries","1985","Employed","no degree/no degree yet","257","0.473334876739893","0.43164565149529","0.515024101984495"
"Some worries","1985","Employed","Other degree","435","0.455199219389098","0.42344862926039","0.486949809517806"
"Some worries","1985","Employed","secondary school degree","504","0.406134335914296","0.378699774198229","0.433568897630364"
"Some worries","1985","Not Employed","college entrance qualification","124","0.330986683716516","0.284344126365859","0.377629241067172"
"Some worries","1985","Not Employed","lower secondary degree","1105","0.486702477903714","0.466222171796572","0.507182784010857"
"Some worries","1985","Not Employed","no degree/no degree yet","219","0.369719298207615","0.328148699810101","0.411289896605129"
"Some worries","1985","Not Employed","Other degree","130","0.541663595225401","0.4815596294588","0.601767560992002"
"Some worries","1985","Not Employed","secondary school degree","257","0.421894806534062","0.383452539850489","0.460337073217636"
"Big worries","1986","Employed","college entrance qualification","499","0.565200826472646","0.53216495358901","0.598236699356283"
"Big worries","1986","Employed","lower secondary degree","1207","0.406817587910229","0.389288697372548","0.42434647844791"
"Big worries","1986","Employed","no degree/no degree yet","136","0.303338826527505","0.263713064765683","0.342964588289327"
"Big worries","1986","Employed","Other degree","294","0.325325162132247","0.294835646039387","0.355814678225107"
"Big worries","1986","Employed","secondary school degree","636","0.517066884449691","0.489083715008943","0.545050053890439"
"Big worries","1986","Not Employed","college entrance qualification","217","0.540225282154965","0.490507192351538","0.589943371958391"
"Big worries","1986","Not Employed","lower secondary degree","788","0.362183523654878","0.341607347768001","0.382759699541756"
"Big worries","1986","Not Employed","no degree/no degree yet","176","0.42214312949519","0.37898087691877","0.46530538207161"
"Big worries","1986","Not Employed","Other degree","88","0.368970272627051","0.308050234311411","0.42989031094269"
"Big worries","1986","Not Employed","secondary school degree","280","0.429880372821807","0.390301113770543","0.469459631873071"
"No worries","1986","Employed","college entrance qualification","31","0.0353928260655115","0.0230795702600969","0.047706081870926"
"No worries","1986","Employed","lower secondary degree","299","0.0927654172417065","0.0824136789117148","0.103117155571698"
"No worries","1986","Employed","no degree/no degree yet","125","0.206389498275335","0.17150356705747","0.241275429493199"
"No worries","1986","Employed","Other degree","146","0.156008269499451","0.132393301959594","0.179623237039308"
"No worries","1986","Employed","secondary school degree","63","0.0509031516581478","0.038594580279852","0.0632117230364435"
"No worries","1986","Not Employed","college entrance qualification","22","","",""
"No worries","1986","Not Employed","lower secondary degree","290","0.156914362702987","0.141343250079441","0.172485475326534"
"No worries","1986","Not Employed","no degree/no degree yet","102","0.178829487879832","0.145340629896903","0.212318345862762"
"No worries","1986","Not Employed","Other degree","45","0.184227460475022","0.135283253801869","0.233171667148175"
"No worries","1986","Not Employed","secondary school degree","53","0.106930075739639","0.0822240138949297","0.131636137584349"
"Some worries","1986","Employed","college entrance qualification","335","0.399406347461842","0.366767269057806","0.432045425865877"
"Some worries","1986","Employed","lower secondary degree","1511","0.500416994848065","0.482575539013264","0.518258450682865"
"Some worries","1986","Employed","no degree/no degree yet","256","0.49027167519716","0.447180275139982","0.533363075254338"
"Some worries","1986","Employed","Other degree","467","0.518666568368303","0.486149484667586","0.551183652069019"
"Some worries","1986","Employed","secondary school degree","526","0.432029963892161","0.404290395889029","0.459769531895294"
"Some worries","1986","Not Employed","college entrance qualification","147","0.387911707354317","0.339301450192238","0.436521964516396"
"Some worries","1986","Not Employed","lower secondary degree","1018","0.480902113642134","0.459512377608253","0.502291849676015"
"Some worries","1986","Not Employed","no degree/no degree yet","225","0.399027382624977","0.356232406305497","0.441822358944457"
"Some worries","1986","Not Employed","Other degree","108","0.446802266897927","0.384034388477656","0.509570145318199"
"Some worries","1986","Not Employed","secondary school degree","268","0.463189551438554","0.423323730452362","0.503055372424745"
"Big worries","1987","Employed","college entrance qualification","645","0.739544766590851","0.71036465280984","0.768724880371862"
"Big worries","1987","Employed","lower secondary degree","1653","0.559289871767515","0.541577224815625","0.577002518719404"
