"plh0036","year","e11103","sex","n","percent","lower_confidence","upper_confidence"
"Big worries","1984","Full Time","Female","829","0.579627416310566","0.555619927769309","0.603634904851824"
"Big worries","1984","Full Time","Male","1947","0.535122424254059","0.519628983481957","0.550615865026162"
"Big worries","1984","Not Working","Female","1539","0.471027995156275","0.453989614311217","0.488066376001333"
"Big worries","1984","Not Working","Male","661","0.501893574187419","0.474745265850647","0.529041882524191"
"Big worries","1984","Part Time","Female","675","0.573020686302212","0.545253312556958","0.600788060047466"
"Big worries","1984","Part Time","Male","336","0.576906850009667","0.538630638226947","0.615183061792387"
"No worries","1984","Full Time","Female","189","0.0699533360132556","0.0575479105562717","0.0823587614702395"
"No worries","1984","Full Time","Male","415","0.0636267523756173","0.0560445324146264","0.0712089723366083"
"No worries","1984","Not Working","Female","375","0.101653989140938","0.0913389079120651","0.111969070369811"
"No worries","1984","Not Working","Male","136","0.100807018588932","0.0844596549799945","0.117154382197869"
"No worries","1984","Part Time","Female","92","0.0600353936341194","0.046700005214006","0.0733707820542328"
"No worries","1984","Part Time","Male","66","0.0787019852127387","0.0578402218250109","0.0995637486004665"
"Some worries","1984","Full Time","Female","606","0.350419247676178","0.327215099561673","0.373623395790684"
"Some worries","1984","Full Time","Male","1619","0.401250823370323","0.386024942232083","0.416476704508564"
"Some worries","1984","Not Working","Female","1383","0.427318015702787","0.410432241424796","0.444203789980778"
"Some worries","1984","Not Working","Male","506","0.397299407223649","0.370729768389327","0.423869046057972"
"Some worries","1984","Part Time","Female","452","0.366943920063669","0.3398876965259","0.394000143601438"
"Some worries","1984","Part Time","Male","238","0.344391164777594","0.307577716142361","0.381204613412828"
"Big worries","1985","Full Time","Female","671","0.518177422198605","0.492197737944009","0.544157106453201"
"Big worries","1985","Full Time","Male","1519","0.461479048210377","0.444958841205011","0.477999255215744"
"Big worries","1985","Not Working","Female","1269","0.438496285438636","0.420553846724776","0.456438724152496"
"Big worries","1985","Not Working","Male","582","0.47130848405908","0.443297912219766","0.499319055898395"
"Big worries","1985","Part Time","Female","569","0.49810246496186","0.469646545477832","0.526558384445888"
"Big worries","1985","Part Time","Male","336","0.538493201140377","0.500632370284764","0.57635403199599"
"No worries","1985","Full Time","Female","136","0.0601512793489257","0.04778888868226","0.0725136700155914"
"No worries","1985","Full Time","Male","349","0.0686744585554073","0.060293637511351","0.0770552795994636"
"No worries","1985","Not Working","Female","332","0.102482190294243","0.0915156930895548","0.113448687498932"
"No worries","1985","Not Working","Male","114","0.0894945101925337","0.0734765334866272","0.10551248689844"
"No worries","1985","Part Time","Female","86","0.0494420042550709","0.0371040518665884","0.0617799566435535"
"No worries","1985","Part Time","Male","55","0.0772961570692074","0.0570136753855832","0.0975786387528317"
"Some worries","1985","Full Time","Female","614","0.42167129845247","0.395995412037497","0.447347184867442"
"Some worries","1985","Full Time","Male","1630","0.469846493234215","0.453307197888201","0.48638578858023"
"Some worries","1985","Not Working","Female","1337","0.459021524267121","0.441002606071187","0.477040442463055"
"Some worries","1985","Not Working","Male","524","0.439197005748386","0.411348427833062","0.46704558366371"
"Some worries","1985","Part Time","Female","531","0.452455530783069","0.424128347311659","0.480782714254479"
"Some worries","1985","Part Time","Male","275","0.384210641790415","0.347269376976184","0.421151906604647"
"Big worries","1986","Full Time","Female","639","0.50180340210702","0.475612452037607","0.527994352176433"
"Big worries","1986","Full Time","Male","1346","0.413678199409493","0.397145874615997","0.430210524202989"
"Big worries","1986","Not Working","Female","1055","0.38515512500358","0.366850375363007","0.403459874644152"
"Big worries","1986","Not Working","Male","516","0.422988747300301","0.394644220476423","0.451333274124178"
"Big worries","1986","Part Time","Female","552","0.49427909203423","0.465860749912448","0.522697434156013"
"Big worries","1986","Part Time","Male","274","0.466421217378085","0.427279108452435","0.505563326303734"
"No worries","1986","Full Time","Female","125","0.0664341671616378","0.0533889205056909","0.0794794138175847"
"No worries","1986","Full Time","Male","376","0.0868411337749303","0.0773881153814042","0.0962941521684563"
"No worries","1986","Not Working","Female","368","0.136180324736956","0.123279071421229","0.149081578052684"
"No worries","1986","Not Working","Male","156","0.150747396611119","0.130218953344447","0.171275839877792"
"No worries","1986","Part Time","Female","102","0.0659935701471995","0.0518817540384677","0.0801053862559314"
"No worries","1986","Part Time","Male","73","0.0921782838422489","0.0694811829071451","0.114875384777353"
"Some worries","1986","Full Time","Female","636","0.431762430731342","0.405816367618616","0.457708493844069"
"Some worries","1986","Full Time","Male","1687","0.499480666815577","0.482696323258283","0.51626501037287"
"Some worries","1986","Not Working","Female","1292","0.478664550259464","0.459874089260331","0.497455011258597"
"Some worries","1986","Not Working","Male","495","0.42626385608858","0.397890675465782","0.454637036711378"
"Some worries","1986","Part Time","Female","535","0.43972733781857","0.411514380423418","0.467940295213722"
"Some worries","1986","Part Time","Male","277","0.441400498779667","0.402440182147014","0.480360815412319"
"Big worries","1987","Full Time","Female","802","0.634347594637565","0.609209265930418","0.659485923344712"
"Big worries","1987","Full Time","Male","1839","0.579597948356843","0.563112060063629","0.596083836650057"
"Big worries","1987","Not Working","Female","1384","0.550702360444493","0.531644604230251","0.569760116658735"
"Big worries","1987","Not Working","Male","598","0.538439319719841","0.509243419850942","0.56763521958874"
"Big worries","1987","Part Time","Female","749","0.647481946962702","0.620518280239919","0.674445613685486"
"Big worries","1987","Part Time","Male","336","0.599243471717402","0.559734447007519","0.638752496427285"
"No worries","1987","Full Time","Female","87","0.0343011171302499","0.0248013374883042","0.0438008967721957"
"No worries","1987","Full Time","Male","249","0.0435173253933178","0.0367035757665919","0.0503310750200438"
"No worries","1987","Not Working","Female","230","0.0744345021303986","0.0643782315047522","0.0844907727560451"
"No worries","1987","Not Working","Male","89","0.0737852262622404","0.0584750694694135","0.0890953830550673"
"No worries","1987","Part Time","Female","57","0.0234369835292396","0.0148986044748129","0.0319753625836663"
"No worries","1987","Part Time","Male","45","0.0579595872548214","0.0391208512741661","0.0767983232354768"
"Some worries","1987","Full Time","Female","521","0.331351288232185","0.306782605476936","0.355919970987433"
"Some worries","1987","Full Time","Male","1356","0.376884726249839","0.360700013839209","0.393069438660469"
"Some worries","1987","Not Working","Female","1003","0.374863137425109","0.356316287750676","0.393409987099542"
"Some worries","1987","Not Working","Male","433","0.387775454017919","0.359240011876535","0.416310896159303"
"Some worries","1987","Part Time","Female","400","0.329081069508058","0.302561839494757","0.355600299521359"
"Some worries","1987","Part Time","Male","210","0.342796941027776","0.304530100405488","0.381063781650065"
"Big worries","1988","Full Time","Female","735","0.613953221283525","0.587689955238928","0.640216487328123"
"Big worries","1988","Full Time","Male","1648","0.545687205945455","0.528555914251375","0.562818497639535"
"Big worries","1988","Not Working","Female","1266","0.534778634687779","0.515023929706001","0.554533339669556"
"Big worries","1988","Not Working","Male","566","0.532718457231619","0.502851644150455","0.562585270312783"
"Big worries","1988","Part Time","Female","727","0.635342109053312","0.608497243062189","0.662186975044435"
"Big worries","1988","Part Time","Male","318","0.563140762174788","0.523253510581638","0.603028013767938"
"No worries","1988","Full Time","Female","74","0.0262499939193944","0.0176251853272053","0.0348748025115834"
"No worries","1988","Full Time","Male","212","0.0443107254538659","0.0372303950153433","0.0513910558923885"
"No worries","1988","Not Working","Female","215","0.0736259730446283","0.0632825947841853","0.0839693513050713"
"No worries","1988","Not Working","Male","83","0.0659699199256635","0.051110422941078","0.0808294169102489"
"No worries","1988","Part Time","Female","61","0.0281111876723344","0.018892640105782","0.0373297352388869"
"No worries","1988","Part Time","Male","46","0.064652758346809","0.0448769232215288","0.0844285934720892"
"Some worries","1988","Full Time","Female","511","0.35979678479708","0.333905792832868","0.385687776761292"
"Some worries","1988","Full Time","Male","1385","0.410002068600679","0.393079783450909","0.426924353750449"
"Some worries","1988","Not Working","Female","968","0.391595392267593","0.372263750787785","0.4109270337474"
"Some worries","1988","Not Working","Male","423","0.401311622842717","0.371969469607851","0.430653776077584"
"Some worries","1988","Part Time","Female","447","0.336546703274353","0.310192950906392","0.362900455642314"
"Some worries","1988","Part Time","Male","230","0.372206479478403","0.333332835970781","0.411080122986025"
"Big worries","1989","Full Time","Female","847","0.689882742698431","0.665263830804308","0.714501654592555"
"Big worries","1989","Full Time","Male","1793","0.612642688549362","0.59566043387724","0.629624943221484"
"Big worries","1989","Not Working","Female","1330","0.59352992882591","0.573637388642372","0.613422469009448"
"Big worries","1989","Not Working","Male","605","0.6010274392918","0.57145054498584","0.630604333597761"
"Big worries","1989","Part Time","Female","760","0.681345303103767","0.654748160377369","0.707942445830165"
"Big worries","1989","Part Time","Male","321","0.649872185636424","0.60891250982843","0.690831861444418"
"No worries","1989","Full Time","Female","67","0.0222276013244371","0.0143809666637497","0.0300742359851245"
"No worries","1989","Full Time","Male","197","0.0410268112507554","0.0341121173843699","0.0479415051171409"
"No worries","1989","Not Working","Female","183","0.0653832627352812","0.0553716344379122","0.0753948910326502"
"No worries","1989","Not Working","Male","69","0.0480419694139053","0.03512522079559","0.0609587180322206"
"No worries","1989","Part Time","Female","57","0.0254429518343903","0.0164546309226579","0.0344312727461226"
"No worries","1989","Part Time","Male","47","0.0663242073191965","0.0449562349723201","0.0876921796660729"
"Some worries","1989","Full Time","Female","442","0.287889655977132","0.263790328467405","0.311988983486858"
"Some worries","1989","Full Time","Male","1171","0.346330500199882","0.329743787441256","0.362917212958509"
"Some worries","1989","Not Working","Female","829","0.341086808438809","0.321886809333131","0.360286807544487"
"Some worries","1989","Not Working","Male","379","0.350930591294294","0.322104212450751","0.379756970137838"
