"plh0036","year","hgtyp1hh","migback","n","percent","lower_confidence","upper_confidence"
"Big worries","1984","1-pers.-HH","no migration background","553","0.480217016206318","0.450420463971628","0.510013568441008"
"Big worries","1984","1-pers.-HH","direct migration background","61","0.316310255783903","0.25659898695077","0.376021524617036"
"Big worries","1984","1-pers.-HH","indirect migration background","5","","",""
"Big worries","1984","(Married) couple without C. ","no migration background","1178","0.519965955625675","0.499160142186524","0.540771769064825"
"Big worries","1984","(Married) couple without C. ","direct migration background","168","0.431756313290298","0.386442730025834","0.477069896554761"
"Big worries","1984","(Married) couple without C. ","indirect migration background","4","","",""
"Big worries","1984","Single parent ","no migration background","242","0.540576517941843","0.494064628825392","0.587088407058294"
"Big worries","1984","Single parent ","direct migration background","48","0.467650691278975","0.381213182064625","0.554088200493325"
"Big worries","1984","Single parent ","indirect migration background","5","","",""
"Big worries","1984","Couple + C. LE 16 ","no migration background","1054","0.565049755220871","0.542477574604484","0.587621935837257"
"Big worries","1984","Couple + C. LE 16 ","direct migration background","464","0.43416282135465","0.405689137674274","0.462636505035027"
"Big worries","1984","Couple + C. LE 16 ","indirect migration background","9","","",""
"Big worries","1984","Couple + C. GT 16 ","no migration background","850","0.584792391490808","0.559385725636012","0.610199057345605"
"Big worries","1984","Couple + C. GT 16 ","direct migration background","169","0.398860144452642","0.354064083111946","0.443656205793338"
"Big worries","1984","Couple + C. GT 16 ","indirect migration background","25","","",""
"Big worries","1984","Couple + C. LE and GT 16","no migration background","553","0.549758789457822","0.518845496962245","0.580672081953399"
"Big worries","1984","Couple + C. LE and GT 16","direct migration background","238","0.420753692868243","0.383260141242728","0.458247244493759"
"Big worries","1984","Couple + C. LE and GT 16","indirect migration background","19","","",""
"Some worries","1984","1-pers.-HH","no migration background","403","0.389882602608643","0.360794871557725","0.418970333659561"
"Some worries","1984","1-pers.-HH","direct migration background","103","0.448280308216405","0.384423941592608","0.512136674840202"
"Some worries","1984","1-pers.-HH","indirect migration background","1","","",""
"Some worries","1984","(Married) couple without C. ","no migration background","899","0.412748330225501","0.392245396002948","0.433251264448054"
"Some worries","1984","(Married) couple without C. ","direct migration background","200","0.441884357492883","0.396452744135129","0.487315970850636"
"Some worries","1984","(Married) couple without C. ","indirect migration background","5","","",""
"Some worries","1984","Single parent ","no migration background","156","0.357911708360781","0.313169839094549","0.402653577627014"
"Some worries","1984","Single parent ","direct migration background","64","0.46667658322025","0.380250180424858","0.553102986015642"
"Some worries","1984","Single parent ","indirect migration background","2","","",""
"Some worries","1984","Couple + C. LE 16 ","no migration background","724","0.395086641836395","0.372827770355334","0.417345513317457"
"Some worries","1984","Couple + C. LE 16 ","direct migration background","479","0.411062847673824","0.382797118715553","0.439328576632094"
"Some worries","1984","Couple + C. LE 16 ","indirect migration background","6","","",""
"Some worries","1984","Couple + C. GT 16 ","no migration background","522","0.363391557666884","0.338592351386578","0.388190763947189"
"Some worries","1984","Couple + C. GT 16 ","direct migration background","190","0.411797010261367","0.366772711591043","0.456821308931691"
"Some worries","1984","Couple + C. GT 16 ","indirect migration background","15","","",""
"Some worries","1984","Couple + C. LE and GT 16","no migration background","388","0.39514317071361","0.364766506176504","0.425519835250716"
"Some worries","1984","Couple + C. LE and GT 16","direct migration background","287","0.404393730441138","0.367120862235924","0.441666598646352"
"Some worries","1984","Couple + C. LE and GT 16","indirect migration background","13","","",""
"No worries","1984","1-pers.-HH","no migration background","124","0.129900381185039","0.10984984849302","0.149950913877057"
"No worries","1984","1-pers.-HH","direct migration background","69","0.235409435999692","0.180934524806746","0.289884347192637"
"No worries","1984","1-pers.-HH","indirect migration background","","","",""
"No worries","1984","(Married) couple without C. ","no migration background","138","0.0672857141488243","0.0568530080452592","0.0777184202523893"
"No worries","1984","(Married) couple without C. ","direct migration background","91","0.12635932921682","0.0959636518579506","0.156755006575689"
"No worries","1984","(Married) couple without C. ","indirect migration background","","","",""
"No worries","1984","Single parent ","no migration background","43","0.101511773697376","0.073325140775362","0.12969840661939"
"No worries","1984","Single parent ","direct migration background","16","","",""
"No worries","1984","Single parent ","indirect migration background","1","","",""
"No worries","1984","Couple + C. LE 16 ","no migration background","75","0.0398636029427341","0.0309559123751234","0.0487712935103447"
"No worries","1984","Couple + C. LE 16 ","direct migration background","221","0.154774330971526","0.133996155598863","0.175552506344189"
"No worries","1984","Couple + C. LE 16 ","indirect migration background","5","","",""
"No worries","1984","Couple + C. GT 16 ","no migration background","73","0.0518160508423081","0.0403874616445187","0.0632446400400974"
"No worries","1984","Couple + C. GT 16 ","direct migration background","100","0.189342845285991","0.153501458282757","0.225184232289226"
"No worries","1984","Couple + C. GT 16 ","indirect migration background","5","","",""
"No worries","1984","Couple + C. LE and GT 16","no migration background","54","0.0550980398285683","0.0409205938894308","0.0692754857677057"
"No worries","1984","Couple + C. LE and GT 16","direct migration background","141","0.174852576690618","0.14600477202719","0.203700381354046"
"No worries","1984","Couple + C. LE and GT 16","indirect migration background","1","","",""
"Big worries","1985","1-pers.-HH","no migration background","457","0.457268186566122","0.425639600748588","0.488896772383657"
"Big worries","1985","1-pers.-HH","direct migration background","58","0.383902888573941","0.315467221908363","0.452338555239519"
"Big worries","1985","1-pers.-HH","indirect migration background","5","","",""
"Big worries","1985","(Married) couple without C. ","no migration background","928","0.449011331224699","0.427190675020811","0.470831987428586"
"Big worries","1985","(Married) couple without C. ","direct migration background","160","0.446373049692441","0.397472872582352","0.495273226802531"
"Big worries","1985","(Married) couple without C. ","indirect migration background","2","","",""
"Big worries","1985","Single parent ","no migration background","211","0.5185247333316","0.470041704966515","0.567007761696684"
"Big worries","1985","Single parent ","direct migration background","41","0.43664534406572","0.345199445847047","0.528091242284394"
"Big worries","1985","Single parent ","indirect migration background","8","","",""
"Big worries","1985","Couple + C. LE 16 ","no migration background","853","0.507964399041927","0.484065431709503","0.53186336637435"
"Big worries","1985","Couple + C. LE 16 ","direct migration background","371","0.437245554884788","0.405932045512842","0.468559064256734"
"Big worries","1985","Couple + C. LE 16 ","indirect migration background","7","","",""
"Big worries","1985","Couple + C. GT 16 ","no migration background","791","0.50652895718593","0.48162343863781","0.531434475734049"
"Big worries","1985","Couple + C. GT 16 ","direct migration background","151","0.37156949055686","0.324965648757359","0.41817333235636"
"Big worries","1985","Couple + C. GT 16 ","indirect migration background","19","","",""
"Big worries","1985","Couple + C. LE and GT 16","no migration background","392","0.479337640909137","0.445060714694416","0.513614567123859"
"Big worries","1985","Couple + C. LE and GT 16","direct migration background","191","0.344373825354208","0.306573376682353","0.382174274026063"
"Big worries","1985","Couple + C. LE and GT 16","indirect migration background","25","","",""
"Some worries","1985","1-pers.-HH","no migration background","407","0.438698936223131","0.407193691023264","0.470204181422998"
"Some worries","1985","1-pers.-HH","direct migration background","89","0.431679555313578","0.361980866818541","0.501378243808616"
"Some worries","1985","1-pers.-HH","indirect migration background","2","","",""
"Some worries","1985","(Married) couple without C. ","no migration background","916","0.468962534776795","0.447069827117159","0.49085524243643"
"Some worries","1985","(Married) couple without C. ","direct migration background","185","0.471415146171658","0.422311701343226","0.52051859100009"
"Some worries","1985","(Married) couple without C. ","indirect migration background","7","","",""
"Some worries","1985","Single parent ","no migration background","171","0.412302245573166","0.364538005206351","0.460066485939981"
"Some worries","1985","Single parent ","direct migration background","45","0.413800075601069","0.322991464943405","0.504608686258733"
"Some worries","1985","Single parent ","indirect migration background","5","","",""
"Some worries","1985","Couple + C. LE 16 ","no migration background","761","0.452715763206938","0.428920883569437","0.476510642844439"
"Some worries","1985","Couple + C. LE 16 ","direct migration background","453","0.449172177486928","0.41777259075909","0.480571764214766"
"Some worries","1985","Couple + C. LE 16 ","indirect migration background","8","","",""
