"plh0036","year","regtyp","sex","n","percent","lower_confidence","upper_confidence"
"Big worries","1985","Rural Area","Female","486","0.433010303174348","0.404297752317771","0.461722854030925"
"Big worries","1985","Rural Area","Male","481","0.440571522837472","0.411273330151347","0.469869715523597"
"Big worries","1985","Urban Area","Female","2023","0.478731990334911","0.463973254211755","0.493490726458067"
"Big worries","1985","Urban Area","Male","1956","0.483573291088949","0.468603664140166","0.498542918037733"
"No worries","1985","Rural Area","Female","112","0.0884476356201104","0.0719937299318517","0.104901541308369"
"No worries","1985","Rural Area","Male","97","0.0834362351896092","0.0671162775711525","0.0997561928080659"
"No worries","1985","Urban Area","Female","442","0.0806486071415595","0.0726038745704631","0.088693339712656"
"No worries","1985","Urban Area","Male","421","0.0730678891938605","0.0652720527066832","0.0808637256810377"
"Some worries","1985","Rural Area","Female","546","0.478542061205542","0.449594980060154","0.50748914235093"
"Some worries","1985","Rural Area","Male","525","0.475992241972919","0.446518917153054","0.505465566792784"
"Some worries","1985","Urban Area","Female","1936","0.440619402523529","0.425951841133569","0.455286963913489"
"Some worries","1985","Urban Area","Male","1904","0.44335881971719","0.428477521518399","0.458240117915982"
"Big worries","1986","Rural Area","Female","437","0.407813042035444","0.378798396565256","0.436827687505633"
"Big worries","1986","Rural Area","Male","416","0.393497242569113","0.364046392558641","0.422948092579584"
"Big worries","1986","Urban Area","Female","1809","0.442028501606993","0.42701260700464","0.457044396209346"
"Big worries","1986","Urban Area","Male","1720","0.431231012504028","0.416150587836524","0.446311437171532"
"No worries","1986","Rural Area","Female","136","0.12497241513249","0.105448125244353","0.144496705020628"
"No worries","1986","Rural Area","Male","136","0.121080316753123","0.10141404813392","0.140746585372326"
"No worries","1986","Urban Area","Female","459","0.100147290118023","0.0910706444366046","0.109223935799441"
"No worries","1986","Urban Area","Male","469","0.100279720312574","0.0911333046081955","0.109426136016952"
"Some worries","1986","Rural Area","Female","529","0.467214542832065","0.437757330112438","0.496671755551692"
"Some worries","1986","Rural Area","Male","505","0.485422440677765","0.455292661862009","0.51555221949352"
"Some worries","1986","Urban Area","Female","1934","0.457824208274984","0.442760236104946","0.472888180445022"
"Some worries","1986","Urban Area","Male","1954","0.468489267183399","0.453294415452372","0.483684118914425"
"Big worries","1987","Rural Area","Female","613","0.571554575948487","0.542217649129953","0.600891502767021"
"Big worries","1987","Rural Area","Male","545","0.539098304604813","0.508788826868981","0.569407782340645"
"Big worries","1987","Urban Area","Female","2322","0.596969136629714","0.58202767746482","0.611910595794608"
"Big worries","1987","Urban Area","Male","2228","0.580347265550546","0.565270804575769","0.595423726525323"
"No worries","1987","Rural Area","Female","91","0.0651632827259874","0.0505311588848855","0.0797954065670892"
"No worries","1987","Rural Area","Male","79","0.0618841970664715","0.0472334954492685","0.0765348986836745"
"No worries","1987","Urban Area","Female","283","0.0507498149612181","0.0440639823807841","0.0574356475416521"
"No worries","1987","Urban Area","Male","304","0.0505739630350433","0.0438796738383771","0.0572682522317094"
"Some worries","1987","Rural Area","Female","389","0.363282141325525","0.334769756103653","0.391794526547397"
"Some worries","1987","Rural Area","Male","415","0.399017498328715","0.369241440341041","0.42879355631639"
"Some worries","1987","Urban Area","Female","1535","0.352281048409068","0.337730282206168","0.366831814611967"
"Some worries","1987","Urban Area","Male","1584","0.36907877141441","0.354336733925268","0.383820808903552"
"Big worries","1988","Rural Area","Female","562","0.537863916872424","0.507252590787515","0.568475242957333"
"Big worries","1988","Rural Area","Male","497","0.497372244518227","0.466100194382767","0.528644294653687"
"Big worries","1988","Urban Area","Female","2166","0.587188584126109","0.571902417849908","0.602474750402309"
"Big worries","1988","Urban Area","Male","2035","0.557895798326605","0.542366710609067","0.573424886044144"
"No worries","1988","Rural Area","Female","71","0.0605105929059058","0.0458712141543233","0.0751499716574882"
"No worries","1988","Rural Area","Male","62","0.0542611507662881","0.0400926968532114","0.0684296046793649"
"No worries","1988","Urban Area","Female","279","0.0498960729042197","0.0431359799527552","0.0566561658556841"
"No worries","1988","Urban Area","Male","279","0.0518876466836786","0.0449522873709598","0.0588230059963974"
"Some worries","1988","Rural Area","Female","386","0.40162549022167","0.37152606685037","0.43172491359297"
"Some worries","1988","Rural Area","Male","423","0.448366604715485","0.417261314972198","0.479471894458771"
"Some worries","1988","Urban Area","Female","1540","0.362915342969672","0.347986190075509","0.377844495863834"
"Some worries","1988","Urban Area","Male","1615","0.390216554989716","0.374963819579198","0.405469290400235"
"Big worries","1989","Rural Area","Female","592","0.61775218137574","0.586996989623578","0.648507373127901"
"Big worries","1989","Rural Area","Male","547","0.59713593956623","0.565764737287608","0.628507141844852"
"Big worries","1989","Urban Area","Female","2345","0.641501670679159","0.626485529627011","0.656517811731307"
"Big worries","1989","Urban Area","Male","2172","0.617993444639196","0.602536902895983","0.633449986382409"
"No worries","1989","Rural Area","Female","63","0.0618783457219529","0.0466294738570953","0.0771272175868106"
"No worries","1989","Rural Area","Male","62","0.0550473313153106","0.0404595764259885","0.0696350862046328"
"No worries","1989","Urban Area","Female","244","0.0416691608607667","0.0354119472038307","0.0479263745177028"
"No worries","1989","Urban Area","Male","251","0.0427960665536421","0.0363575005289069","0.0492346325783774"
"Some worries","1989","Rural Area","Female","304","0.320369472902307","0.290836933658191","0.349902012146424"
