"plh0036","year","pgcasmin","sex","n","percent","lower_confidence","upper_confidence"
"Big worries","1984","(0) in school","Female","62","0.696215803985094","0.602241589472263","0.790190018497925"
"Big worries","1984","(0) in school","Male","62","0.650938590744685","0.554060059646707","0.747817121842663"
"Big worries","1984","(1a) inadequately completed","Female","175","0.330177730688098","0.292579748716477","0.367775712659719"
"Big worries","1984","(1a) inadequately completed","Male","128","0.281008478899213","0.241004902650683","0.321012055147744"
"Big worries","1984","(1b) general elementary school","Female","799","0.399555502589254","0.378099883661895","0.421011121516612"
"Big worries","1984","(1b) general elementary school","Male","390","0.421906729375479","0.390827559730796","0.452985899020163"
"Big worries","1984","(1c) basic vocational qualification","Female","886","0.518419957609","0.49475833594503","0.54208157927297"
"Big worries","1984","(1c) basic vocational qualification","Male","1216","0.502545603420316","0.482961878309992","0.52212932853064"
"Big worries","1984","(2a) intermediate vocational","Female","474","0.583344365048889","0.549031053715998","0.61765767638178"
"Big worries","1984","(2a) intermediate vocational","Male","355","0.574658158524696","0.535262873621954","0.614053443427438"
"Big worries","1984","(2b) intermediate general qualification","Female","190","0.649310698553851","0.59476481717935","0.703856579928351"
"Big worries","1984","(2b) intermediate general qualification","Male","112","0.61188589860113","0.540295789652976","0.683476007549284"
"Big worries","1984","(2c_gen) general maturity certificate","Female","130","0.811980677069608","0.75392461742369","0.870036736715526"
"Big worries","1984","(2c_gen) general maturity certificate","Male","155","0.7383893011281","0.682433596862892","0.794345005393308"
"Big worries","1984","(2c_voc) vocational maturity certificate","Female","125","0.758059839868085","0.694427309497169","0.821692370239"
"Big worries","1984","(2c_voc) vocational maturity certificate","Male","167","0.611262732614107","0.55396100167465","0.668564463553565"
"Big worries","1984","(3a) lower tertiary education","Female","51","0.701659756983504","0.59597775134873","0.807341762618278"
"Big worries","1984","(3a) lower tertiary education","Male","124","0.639620513291726","0.57135324679659","0.707887779786863"
"Big worries","1984","(3b) higher tertiary education","Female","132","0.707385503911517","0.640921295759487","0.773849712063546"
"Big worries","1984","(3b) higher tertiary education","Male","217","0.650827864625622","0.600305008163955","0.701350721087289"
"No worries","1984","(0) in school","Female","9","","",""
"No worries","1984","(0) in school","Male","2","","",""
"No worries","1984","(1a) inadequately completed","Female","178","0.273493356114198","0.237856117867589","0.309130594360807"
"No worries","1984","(1a) inadequately completed","Male","138","0.258767965413866","0.219790861448669","0.297745069379064"
"No worries","1984","(1b) general elementary school","Female","278","0.132700991176451","0.117840349487765","0.147561632865137"
"No worries","1984","(1b) general elementary school","Male","163","0.135213720067696","0.11369447655745","0.156732963577942"
"No worries","1984","(1c) basic vocational qualification","Female","116","0.0660436842639563","0.0542825735721008","0.0778047949558117"
"No worries","1984","(1c) basic vocational qualification","Male","218","0.077312414175864","0.0668511809395024","0.0877736474122256"
"No worries","1984","(2a) intermediate vocational","Female","35","0.0510588089373864","0.0357385365641482","0.0663790813106246"
"No worries","1984","(2a) intermediate vocational","Male","21","","",""
"No worries","1984","(2b) intermediate general qualification","Female","12","","",""
"No worries","1984","(2b) intermediate general qualification","Male","5","","",""
"No worries","1984","(2c_gen) general maturity certificate","Female","7","","",""
"No worries","1984","(2c_gen) general maturity certificate","Male","18","","",""
"No worries","1984","(2c_voc) vocational maturity certificate","Female","6","","",""
"No worries","1984","(2c_voc) vocational maturity certificate","Male","18","","",""
"No worries","1984","(3a) lower tertiary education","Female","3","","",""
"No worries","1984","(3a) lower tertiary education","Male","10","","",""
"No worries","1984","(3b) higher tertiary education","Female","5","","",""
"No worries","1984","(3b) higher tertiary education","Male","15","","",""
"Some worries","1984","(0) in school","Female","21","","",""
"Some worries","1984","(0) in school","Male","29","","",""
"Some worries","1984","(1a) inadequately completed","Female","248","0.396328913197704","0.357223316142703","0.435434510252705"
"Some worries","1984","(1a) inadequately completed","Male","219","0.46022355568692","0.415865897752026","0.504581213621815"
"Some worries","1984","(1b) general elementary school","Female","925","0.467743506234295","0.445887016049072","0.489599996419518"
"Some worries","1984","(1b) general elementary school","Male","417","0.442879550556825","0.411620226145823","0.474138874967826"
"Some worries","1984","(1c) basic vocational qualification","Female","711","0.415536358127044","0.39219894716212","0.438873769091968"
"Some worries","1984","(1c) basic vocational qualification","Male","1070","0.42014198240382","0.400809403021771","0.439474561785869"
"Some worries","1984","(2a) intermediate vocational","Female","284","0.365596826013725","0.332077492146463","0.399116159880986"
