"plh0036","year","pgcasmin","n","percent","lower_confidence","upper_confidence"
"Big worries","1984","(0) in school","124","0.673167837192866","0.605577237494883","0.740758436890849"
"Big worries","1984","(1a) inadequately completed","303","0.307380820695001","0.279938627466091","0.334823013923911"
"Big worries","1984","(1b) general elementary school","1189","0.405098393113526","0.387449132351222","0.42274765387583"
"Big worries","1984","(1c) basic vocational qualification","2102","0.509219392114349","0.49413101762237","0.524307766606328"
"Big worries","1984","(2a) intermediate vocational","829","0.579645952970196","0.553770764259881","0.605521141680512"
"Big worries","1984","(2b) intermediate general qualification","302","0.636528199260962","0.593135039312025","0.679921359209899"
"Big worries","1984","(2c_gen) general maturity certificate","285","0.769605732533637","0.728896101936174","0.8103153631311"
"Big worries","1984","(2c_voc) vocational maturity certificate","292","0.669187115865425","0.625811678513066","0.712562553217783"
"Big worries","1984","(3a) lower tertiary education","175","0.656236702610454","0.598724836868812","0.713748568352095"
"Big worries","1984","(3b) higher tertiary education","349","0.671162972337812","0.630861845361872","0.711464099313753"
"No worries","1984","(0) in school","11","","",""
"No worries","1984","(1a) inadequately completed","316","0.266666052582104","0.240365314316769","0.292966790847439"
"No worries","1984","(1b) general elementary school","441","0.133324123915184","0.121103133264958","0.145545114565411"
"No worries","1984","(1c) basic vocational qualification","334","0.072574890911087","0.0647445817177804","0.0804052001043936"
"No worries","1984","(2a) intermediate vocational","56","0.0460640668231446","0.0350756468859568","0.0570524867603324"
"No worries","1984","(2b) intermediate general qualification","17","","",""
"No worries","1984","(2c_gen) general maturity certificate","25","","",""
"No worries","1984","(2c_voc) vocational maturity certificate","24","","",""
"No worries","1984","(3a) lower tertiary education","13","","",""
"No worries","1984","(3b) higher tertiary education","20","","",""
"Some worries","1984","(0) in school","50","0.272924188903274","0.208733344423485","0.337115033383063"
"Some worries","1984","(1a) inadequately completed","467","0.425953126722895","0.396543618559156","0.455362634886634"
"Some worries","1984","(1b) general elementary school","1342","0.46157748297129","0.443654610990085","0.479500354952496"
"Some worries","1984","(1c) basic vocational qualification","1781","0.418205716974564","0.40331807219622","0.433093361752908"
"Some worries","1984","(2a) intermediate vocational","513","0.374289980206659","0.348922042609888","0.39965791780343"
"Some worries","1984","(2b) intermediate general qualification","153","0.329067690505971","0.28667811510267","0.371457265909271"
"Some worries","1984","(2c_gen) general maturity certificate","101","0.199294463977446","0.160674557906703","0.237914370048189"
"Some worries","1984","(2c_voc) vocational maturity certificate","136","0.291720759513705","0.24981586055011","0.333625658477299"
"Some worries","1984","(3a) lower tertiary education","74","0.285738550345457","0.231035635374505","0.340441465316409"
"Some worries","1984","(3b) higher tertiary education","153","0.301800059516756","0.262421266212899","0.341178852820614"
"Big worries","1985","(0) in school","115","0.650134762341541","0.581778331478284","0.718491193204798"
"Big worries","1985","(1a) inadequately completed","243","0.291693876819593","0.261730130407164","0.321657623232022"
"Big worries","1985","(1b) general elementary school","922","0.359166755494512","0.340697424054778","0.377636086934247"
"Big worries","1985","(1c) basic vocational qualification","1680","0.446275335221101","0.430449127451778","0.462101542990425"
"Big worries","1985","(2a) intermediate vocational","699","0.522165179254764","0.495330159817054","0.549000198692473"
"Big worries","1985","(2b) intermediate general qualification","288","0.601712271821488","0.557454243821464","0.645970299821511"
"Big worries","1985","(2c_gen) general maturity certificate","240","0.699464745929399","0.653059926801268","0.745869565057531"
"Big worries","1985","(2c_voc) vocational maturity certificate","249","0.621850054298409","0.574911358103029","0.66878875049379"
"Big worries","1985","(3a) lower tertiary education","143","0.564351953748953","0.502515793188032","0.626188114309874"
"Big worries","1985","(3b) higher tertiary education","309","0.605982708121596","0.563364993331472","0.648600422911719"
"No worries","1985","(0) in school","9","","",""
"No worries","1985","(1a) inadequately completed","226","0.23544578623805","0.207477132466408","0.263414440009692"
"No worries","1985","(1b) general elementary school","366","0.128185002103239","0.115315511182859","0.141054493023618"
"No worries","1985","(1c) basic vocational qualification","309","0.0781646964487539","0.0696187439013198","0.086710648996188"
"No worries","1985","(2a) intermediate vocational","57","0.0442741154392199","0.0332231382094662","0.0553250926689737"
"No worries","1985","(2b) intermediate general qualification","18","","",""
"No worries","1985","(2c_gen) general maturity certificate","15","","",""
"No worries","1985","(2c_voc) vocational maturity certificate","22","","",""
"No worries","1985","(3a) lower tertiary education","8","","",""
"No worries","1985","(3b) higher tertiary education","14","","",""
"Some worries","1985","(0) in school","63","0.314911240933038","0.248338752598115","0.381483729267961"
"Some worries","1985","(1a) inadequately completed","415","0.472860336942357","0.439948566172065","0.505772107712649"
"Some worries","1985","(1b) general elementary school","1304","0.512648242402249","0.493405737887739","0.531890746916759"
"Some worries","1985","(1c) basic vocational qualification","1801","0.475559968330145","0.459660630101691","0.491459306558598"
"Some worries","1985","(2a) intermediate vocational","575","0.433560705306016","0.406937477578141","0.460183933033891"
"Some worries","1985","(2b) intermediate general qualification","164","0.357388648665565","0.314063133477438","0.400714163853693"
"Some worries","1985","(2c_gen) general maturity certificate","120","0.282558068364246","0.236987998797216","0.328128137931276"
"Some worries","1985","(2c_voc) vocational maturity certificate","139","0.345283038038603","0.2992604983395","0.391305577737705"
"Some worries","1985","(3a) lower tertiary education","96","0.402756913995129","0.341592800982668","0.46392102700759"
"Some worries","1985","(3b) higher tertiary education","182","0.363138932319317","0.321195771227898","0.405082093410735"
"Big worries","1986","(0) in school","92","0.53169568437849","0.459984438705501","0.603406930051479"
"Big worries","1986","(1a) inadequately completed","222","0.285644623142355","0.255078715513251","0.316210530771459"
"Big worries","1986","(1b) general elementary school","816","0.335577000397383","0.316829699538199","0.354324301256567"
"Big worries","1986","(1c) basic vocational qualification","1460","0.409924588847124","0.39382520501414","0.426023972680108"
"Big worries","1986","(2a) intermediate vocational","632","0.468677160047078","0.441550735633114","0.495803584461043"
"Big worries","1986","(2b) intermediate general qualification","250","0.531505903069677","0.485954292596191","0.577057513543163"
"Big worries","1986","(2c_gen) general maturity certificate","246","0.620592110229616","0.573275490390136","0.667908730069095"
"Big worries","1986","(2c_voc) vocational maturity certificate","214","0.541817815571185","0.493530598473126","0.590105032669245"
"Big worries","1986","(3a) lower tertiary education","118","0.463895560837215","0.401577296724692","0.526213824949738"
"Big worries","1986","(3b) higher tertiary education","277","0.554122330590346","0.510597216781928","0.597647444398763"
"No worries","1986","(0) in school","13","","",""
"No worries","1986","(1a) inadequately completed","216","0.27056254262486","0.240502127282337","0.300622957967383"
"No worries","1986","(1b) general elementary school","373","0.15554327050188","0.141154137063318","0.169932403940442"
"No worries","1986","(1c) basic vocational qualification","380","0.10733530883556","0.0972027532578518","0.117467864413269"
"No worries","1986","(2a) intermediate vocational","81","0.0702229440350714","0.0563328449498903","0.0841130431202525"
"No worries","1986","(2b) intermediate general qualification","35","0.0863595129218371","0.060718192325069","0.112000833518605"
"No worries","1986","(2c_gen) general maturity certificate","17","","",""
"No worries","1986","(2c_voc) vocational maturity certificate","34","0.0746350424628496","0.0491658981759729","0.100104186749726"
"No worries","1986","(3a) lower tertiary education","9","","",""
"No worries","1986","(3b) higher tertiary education","20","","",""
"Some worries","1986","(0) in school","81","0.410749473113523","0.340047730820852","0.481451215406194"
"Some worries","1986","(1a) inadequately completed","401","0.443792834232785","0.410174550113748","0.477411118351822"
"Some worries","1986","(1b) general elementary school","1248","0.508879729100737","0.489031496897489","0.528727961303985"
"Some worries","1986","(1c) basic vocational qualification","1745","0.482740102317316","0.466382689852985","0.499097514781646"
"Some worries","1986","(2a) intermediate vocational","587","0.46109989591785","0.43400246856104","0.48819732327466"
