"plh0036","year","education","hgtyp1hh","n","percent","lower_confidence","upper_confidence"
"Big worries","1984","lower secondary degree","1-pers.-HH","273","0.387166286959774","0.350446949701961","0.423885624217587"
"Big worries","1984","lower secondary degree","(Married) couple without C. ","772","0.484599700863144","0.460042610676291","0.509156791049996"
"Big worries","1984","lower secondary degree","Single parent ","157","0.499693990770002","0.444911342243844","0.55447663929616"
"Big worries","1984","lower secondary degree","Couple + C. LE 16 ","652","0.511920520768163","0.484611548190697","0.539229493345629"
"Big worries","1984","lower secondary degree","Couple + C. GT 16 ","505","0.529102335494112","0.497674149836636","0.560530521151588"
"Big worries","1984","lower secondary degree","Couple + C. LE and GT 16","367","0.478114289228533","0.443237335349327","0.51299124310774"
"Big worries","1984","secondary school degree","1-pers.-HH","141","0.568943498133042","0.506027472322301","0.631859523943783"
"Big worries","1984","secondary school degree","(Married) couple without C. ","253","0.578177746112138","0.531115425605268","0.625240066619008"
"Big worries","1984","secondary school degree","Single parent ","57","0.578970594015962","0.480717396731695","0.677223791300228"
"Big worries","1984","secondary school degree","Couple + C. LE 16 ","288","0.622776706095376","0.578531822188846","0.667021590001907"
"Big worries","1984","secondary school degree","Couple + C. GT 16 ","217","0.597628588650102","0.547458565739453","0.647798611560752"
"Big worries","1984","secondary school degree","Couple + C. LE and GT 16","170","0.64753981233958","0.589018186927426","0.706061437751734"
"Big worries","1984","college entrance qualification","1-pers.-HH","158","0.721603302003188","0.660982770541314","0.782223833465061"
"Big worries","1984","college entrance qualification","(Married) couple without C. ","216","0.64808689023885","0.595680156790518","0.700493623687182"
"Big worries","1984","college entrance qualification","Single parent ","37","0.753551455004669","0.631639286046344","0.875463623962994"
"Big worries","1984","college entrance qualification","Couple + C. LE 16 ","199","0.676545451082364","0.622890255032677","0.73020064713205"
"Big worries","1984","college entrance qualification","Couple + C. GT 16 ","155","0.736481201558669","0.677039190083684","0.795923213033654"
"Big worries","1984","college entrance qualification","Couple + C. LE and GT 16","72","0.697475343833683","0.60961391546929","0.785336772198077"
"Big worries","1984","Other degree","1-pers.-HH","33","0.336781169958489","0.248462184171803","0.425100155745175"
"Big worries","1984","Other degree","(Married) couple without C. ","65","0.299500037210679","0.235046059482093","0.363954014939264"
"Big worries","1984","Other degree","Single parent ","17","","",""
"Big worries","1984","Other degree","Couple + C. LE 16 ","265","0.441631824862757","0.402224796806405","0.481038852919109"
"Big worries","1984","Other degree","Couple + C. GT 16 ","53","0.356689562420744","0.282465691637257","0.43091343320423"
"Big worries","1984","Other degree","Couple + C. LE and GT 16","84","0.429559009458001","0.364878473374454","0.494239545541548"
"Big worries","1984","no degree/no degree yet","1-pers.-HH","12","","",""
"Big worries","1984","no degree/no degree yet","(Married) couple without C. ","40","0.293707054953859","0.219573690022425","0.367840419885293"
"Big worries","1984","no degree/no degree yet","Single parent ","27","","",""
"Big worries","1984","no degree/no degree yet","Couple + C. LE 16 ","104","0.276214902681042","0.229305084554202","0.323124720807881"
"Big worries","1984","no degree/no degree yet","Couple + C. GT 16 ","108","0.599163338900918","0.53596605185539","0.662360625946446"
"Big worries","1984","no degree/no degree yet","Couple + C. LE and GT 16","112","0.539530467992678","0.483592509995259","0.595468425990098"
"Some worries","1984","lower secondary degree","1-pers.-HH","297","0.443801739243371","0.406348959526996","0.481254518959747"
"Some worries","1984","lower secondary degree","(Married) couple without C. ","706","0.440907604901135","0.4165110451874","0.46530416461487"
"Some worries","1984","lower secondary degree","Single parent ","126","0.378775423606034","0.325627253976131","0.431923593235937"
"Some worries","1984","lower secondary degree","Couple + C. LE 16 ","559","0.436028133577809","0.408935901110897","0.46312036604472"
"Some worries","1984","lower secondary degree","Couple + C. GT 16 ","387","0.398575431166344","0.367748375437087","0.4294024868956"
"Some worries","1984","lower secondary degree","Couple + C. LE and GT 16","350","0.444916491603387","0.410218575186317","0.479614408020458"
"Some worries","1984","secondary school degree","1-pers.-HH","79","0.34023644402789","0.280043693501115","0.400429194554665"
"Some worries","1984","secondary school degree","(Married) couple without C. ","152","0.370847286609727","0.324815959378451","0.416878613841004"
"Some worries","1984","secondary school degree","Single parent ","37","0.390257251626359","0.293181438551718","0.487333064701001"
"Some worries","1984","secondary school degree","Couple + C. LE 16 ","163","0.360546763585272","0.316715617767986","0.404377909402558"
"Some worries","1984","secondary school degree","Couple + C. GT 16 ","141","0.381885315519592","0.332178485335191","0.431592145703993"
"Some worries","1984","secondary school degree","Couple + C. LE and GT 16","74","0.312376801030881","0.255603681900241","0.369149920161522"
"Some worries","1984","college entrance qualification","1-pers.-HH","45","0.24003394385918","0.182268000303849","0.297799887414511"
"Some worries","1984","college entrance qualification","(Married) couple without C. ","92","0.310880838443646","0.260088654159758","0.361673022727534"
"Some worries","1984","college entrance qualification","Single parent ","8","","",""
"Some worries","1984","college entrance qualification","Couple + C. LE 16 ","83","0.289209925172763","0.237206261691816","0.34121358865371"
"Some worries","1984","college entrance qualification","Couple + C. GT 16 ","49","0.229490868870672","0.172752288751614","0.28622944898973"
"Some worries","1984","college entrance qualification","Couple + C. LE and GT 16","28","","",""
"Some worries","1984","Other degree","1-pers.-HH","46","0.434329947181638","0.34170174611988","0.526958148243395"
"Some worries","1984","Other degree","(Married) couple without C. ","84","0.499281757270459","0.42892322319778","0.569640291343137"
"Some worries","1984","Other degree","Single parent ","19","","",""
"Some worries","1984","Other degree","Couple + C. LE 16 ","250","0.401719114897322","0.362814870409232","0.440623359385411"
"Some worries","1984","Other degree","Couple + C. GT 16 ","72","0.45233849502406","0.375216903765864","0.529460086282256"
"Some worries","1984","Other degree","Couple + C. LE and GT 16","102","0.432323539292817","0.367592628702314","0.497054449883319"
"Some worries","1984","no degree/no degree yet","1-pers.-HH","37","0.439002467430654","0.330255525332302","0.547749409529007"
"Some worries","1984","no degree/no degree yet","(Married) couple without C. ","65","0.43303645699245","0.352386546978672","0.513686367006228"
"Some worries","1984","no degree/no degree yet","Single parent ","29","","",""
"Some worries","1984","no degree/no degree yet","Couple + C. LE 16 ","142","0.423268982561908","0.371433129014115","0.475104836109702"
"Some worries","1984","no degree/no degree yet","Couple + C. GT 16 ","76","0.274746654346828","0.217182360977994","0.332310947715663"
"Some worries","1984","no degree/no degree yet","Couple + C. LE and GT 16","128","0.360600867470736","0.306712183677295","0.414489551264177"
"No worries","1984","lower secondary degree","1-pers.-HH","106","0.169031973796855","0.140779835002076","0.197284112591633"
"No worries","1984","lower secondary degree","(Married) couple without C. ","113","0.0744926942357213","0.061590613123264","0.0873947753481786"
"No worries","1984","lower secondary degree","Single parent ","37","0.121530585623964","0.0857308994277109","0.157330271820217"
"No worries","1984","lower secondary degree","Couple + C. LE 16 ","76","0.0520513456540284","0.0399155793272713","0.0641871119807856"
"No worries","1984","lower secondary degree","Couple + C. GT 16 ","77","0.0723222333395443","0.0560134827537566","0.088630983925332"
"No worries","1984","lower secondary degree","Couple + C. LE and GT 16","71","0.0769692191680793","0.0583589945625708","0.0955794437735879"
"No worries","1984","secondary school degree","1-pers.-HH","18","","",""
"No worries","1984","secondary school degree","(Married) couple without C. ","18","","",""
"No worries","1984","secondary school degree","Single parent ","3","","",""
"No worries","1984","secondary school degree","Couple + C. LE 16 ","10","","",""
"No worries","1984","secondary school degree","Couple + C. GT 16 ","9","","",""
"No worries","1984","secondary school degree","Couple + C. LE and GT 16","12","","",""
"No worries","1984","college entrance qualification","1-pers.-HH","7","","",""
"No worries","1984","college entrance qualification","(Married) couple without C. ","11","","",""
"No worries","1984","college entrance qualification","Single parent ","3","","",""
"No worries","1984","college entrance qualification","Couple + C. LE 16 ","10","","",""
"No worries","1984","college entrance qualification","Couple + C. GT 16 ","7","","",""
"No worries","1984","college entrance qualification","Couple + C. LE and GT 16","5","","",""
"No worries","1984","Other degree","1-pers.-HH","31","0.228888882859873","0.15037931617282","0.307398449546926"
"No worries","1984","Other degree","(Married) couple without C. ","45","0.201218205518863","0.144803160261357","0.257633250776369"
"No worries","1984","Other degree","Single parent ","9","","",""
"No worries","1984","Other degree","Couple + C. LE 16 ","95","0.156649060239921","0.127805342495882","0.18549277798396"
"No worries","1984","Other degree","Couple + C. GT 16 ","35","0.190971942555196","0.130066700400265","0.251877184710127"
"No worries","1984","Other degree","Couple + C. LE and GT 16","39","0.138117451249183","0.0930352458512079","0.183199656647157"
"No worries","1984","no degree/no degree yet","1-pers.-HH","31","0.263180959021931","0.166684639248585","0.359677278795277"
"No worries","1984","no degree/no degree yet","(Married) couple without C. ","40","0.273256488053691","0.200722774523774","0.345790201583608"
"No worries","1984","no degree/no degree yet","Single parent ","8","","",""
"No worries","1984","no degree/no degree yet","Couple + C. LE 16 ","103","0.30051611475705","0.252414670422907","0.348617559091193"
"No worries","1984","no degree/no degree yet","Couple + C. GT 16 ","47","0.126090006752254","0.0832829086608088","0.168897104843699"
"No worries","1984","no degree/no degree yet","Couple + C. LE and GT 16","65","0.0998686645365857","0.0662201626684119","0.133517166404759"
"Big worries","1985","lower secondary degree","1-pers.-HH","210","0.361661900835724","0.322354990494645","0.400968811176804"
"Big worries","1985","lower secondary degree","(Married) couple without C. ","603","0.419235235559206","0.393525424254532","0.444945046863879"
"Big worries","1985","lower secondary degree","Single parent ","121","0.454252317678787","0.396140017910205","0.51236461744737"
"Big worries","1985","lower secondary degree","Couple + C. LE 16 ","529","0.471559637559011","0.442492689164354","0.500626585953668"
"Big worries","1985","lower secondary degree","Couple + C. GT 16 ","430","0.440050193233557","0.409050625829178","0.471049760637937"
"Big worries","1985","lower secondary degree","Couple + C. LE and GT 16","261","0.402072574282772","0.364494399752221","0.439650748813324"
"Big worries","1985","secondary school degree","1-pers.-HH","124","0.546245822972502","0.480755672800456","0.611735973144548"
"Big worries","1985","secondary school degree","(Married) couple without C. ","199","0.482513477526869","0.433421469002528","0.531605486051209"
"Big worries","1985","secondary school degree","Single parent ","60","0.607359816015105","0.511165171639287","0.703554460390922"
"Big worries","1985","secondary school degree","Couple + C. LE 16 ","232","0.540528111468228","0.493314760894301","0.587741462042156"
"Big worries","1985","secondary school degree","Couple + C. GT 16 ","226","0.564132448958069","0.51535482431294","0.612910073603198"
"Big worries","1985","secondary school degree","Couple + C. LE and GT 16","127","0.576665067133786","0.512248474769392","0.641081659498179"
"Big worries","1985","college entrance qualification","1-pers.-HH","145","0.693234982729627","0.629797897014916","0.756672068444339"
"Big worries","1985","college entrance qualification","(Married) couple without C. ","178","0.576764826614802","0.520669042987864","0.632860610241741"
"Big worries","1985","college entrance qualification","Single parent ","33","0.68575406205695","0.553039617817563","0.818468506296337"
"Big worries","1985","college entrance qualification","Couple + C. LE 16 ","170","0.60808996362544","0.550181255295497","0.665998671955384"
"Big worries","1985","college entrance qualification","Couple + C. GT 16 ","148","0.618952229473006","0.557123233193752","0.68078122575226"
"Big worries","1985","college entrance qualification","Couple + C. LE and GT 16","44","0.553724882691065","0.444106623304171","0.663343142077959"
"Big worries","1985","Other degree","1-pers.-HH","28","","",""
"Big worries","1985","Other degree","(Married) couple without C. ","70","0.399630947541914","0.325782147357083","0.473479747726744"
"Big worries","1985","Other degree","Single parent ","14","","",""
"Big worries","1985","Other degree","Couple + C. LE 16 ","203","0.429519320450584","0.386217310572153","0.472821330329015"
"Big worries","1985","Other degree","Couple + C. GT 16 ","49","0.289609630642552","0.215006173839597","0.364213087445508"
"Big worries","1985","Other degree","Couple + C. LE and GT 16","66","0.301534492120295","0.237286281539744","0.365782702700846"
"Big worries","1985","no degree/no degree yet","1-pers.-HH","10","","",""
"Big worries","1985","no degree/no degree yet","(Married) couple without C. ","34","0.315492456067719","0.227025972017471","0.403958940117967"
"Big worries","1985","no degree/no degree yet","Single parent ","28","","",""
"Big worries","1985","no degree/no degree yet","Couple + C. LE 16 ","77","0.262086327941936","0.210576032968261","0.313596622915611"
"Big worries","1985","no degree/no degree yet","Couple + C. GT 16 ","94","0.568176093605824","0.50149925813274","0.634852929078908"
"Big worries","1985","no degree/no degree yet","Couple + C. LE and GT 16","98","0.493636177598387","0.435591756228431","0.551680598968344"
