"plh0036","year","hgtyp1hh","pgisced97","n","percent","lower_confidence","upper_confidence"
"Big worries","1985","Couple + C. LE 16 ","higher vocational","106","0.542963763201411","0.47194421100289","0.613983315399931"
"Big worries","1985","Couple + C. LE 16 ","higher education","148","0.586831229982667","0.52529924999167","0.648363209973665"
"Big worries","1985","Couple + C. GT 16 ","in school","51","0.633054524579967","0.528093778600088","0.738015270559845"
"Big worries","1985","Couple + C. GT 16 ","inadequately","41","0.338154279636","0.2552209864458","0.421087572826199"
"Big worries","1985","Couple + C. GT 16 ","general elemantary","282","0.481598512689048","0.441947082048743","0.521249943329352"
"Big worries","1985","Couple + C. GT 16 ","middle vocational","438","0.479924707693779","0.447641710914337","0.512207704473221"
"Big worries","1985","Couple + C. GT 16 ","vocational + Abi","21","","",""
"Big worries","1985","Couple + C. GT 16 ","higher vocational","52","0.543672368878519","0.445556894563049","0.64178784319399"
"Big worries","1985","Couple + C. GT 16 ","higher education","64","0.613601695818816","0.521340923955055","0.705862467682577"
"Big worries","1985","Couple + C. LE and GT 16","in school","46","0.626531249676675","0.520532290614028","0.732530208739321"
"Big worries","1985","Couple + C. LE and GT 16","inadequately","49","0.237121824476102","0.177578453967294","0.29666519498491"
"Big worries","1985","Couple + C. LE and GT 16","general elemantary","214","0.475008707080583","0.431454587667497","0.51856282649367"
"Big worries","1985","Couple + C. LE and GT 16","middle vocational","234","0.422642874956162","0.381983040848136","0.463302709064187"
"Big worries","1985","Couple + C. LE and GT 16","vocational + Abi","9","","",""
"Big worries","1985","Couple + C. LE and GT 16","higher vocational","18","","",""
"Big worries","1985","Couple + C. LE and GT 16","higher education","29","","",""
"Some worries","1985","1-pers.-HH","in school","","","",""
"Some worries","1985","1-pers.-HH","inadequately","27","","",""
"Some worries","1985","1-pers.-HH","general elemantary","170","0.524809597180823","0.470847992419909","0.578771201941738"
"Some worries","1985","1-pers.-HH","middle vocational","225","0.416663219697497","0.375310504294772","0.458015935100222"
"Some worries","1985","1-pers.-HH","vocational + Abi","8","","",""
"Some worries","1985","1-pers.-HH","higher vocational","30","0.386296698936698","0.279602004087704","0.492991393785692"
"Some worries","1985","1-pers.-HH","higher education","38","0.358763671210808","0.267021982350601","0.450505360071016"
"Some worries","1985","(Married) couple without C. ","in school","","","",""
"Some worries","1985","(Married) couple without C. ","inadequately","42","0.443050351941982","0.343682252277689","0.542418451606274"
"Some worries","1985","(Married) couple without C. ","general elemantary","316","0.546820471819009","0.506652527226638","0.586988416411381"
"Some worries","1985","(Married) couple without C. ","middle vocational","578","0.456433779401432","0.429146626453391","0.483720932349473"
"Some worries","1985","(Married) couple without C. ","vocational + Abi","26","","",""
"Some worries","1985","(Married) couple without C. ","higher vocational","66","0.430612295190883","0.352659894010579","0.508564696371187"
"Some worries","1985","(Married) couple without C. ","higher education","75","0.402517971324924","0.333509519053913","0.471526423595935"
"Some worries","1985","Single parent ","in school","6","","",""
"Some worries","1985","Single parent ","inadequately","16","","",""
"Some worries","1985","Single parent ","general elemantary","78","0.387002281383403","0.317746268986226","0.456258293780581"
"Some worries","1985","Single parent ","middle vocational","105","0.439491826797062","0.376034680720301","0.502948972873824"
"Some worries","1985","Single parent ","vocational + Abi","1","","",""
"Some worries","1985","Single parent ","higher vocational","11","","",""
"Some worries","1985","Single parent ","higher education","4","","",""
"Some worries","1985","Couple + C. LE 16 ","in school","1","","",""
"Some worries","1985","Couple + C. LE 16 ","inadequately","127","0.532679679174012","0.470708634785291","0.594650723562733"
"Some worries","1985","Couple + C. LE 16 ","general elemantary","276","0.489357430517477","0.447427574450135","0.531287286584819"
"Some worries","1985","Couple + C. LE 16 ","middle vocational","611","0.465687870471906","0.438778340923276","0.492597400020536"
"Some worries","1985","Couple + C. LE 16 ","vocational + Abi","24","","",""
"Some worries","1985","Couple + C. LE 16 ","higher vocational","79","0.431906343183626","0.36128728030264","0.502525406064612"
"Some worries","1985","Couple + C. LE 16 ","higher education","90","0.379603322121846","0.318960378830574","0.440246265413118"
"Some worries","1985","Couple + C. GT 16 ","in school","28","","",""
"Some worries","1985","Couple + C. GT 16 ","inadequately","53","0.438546364763619","0.351558676135142","0.525534053392097"
"Some worries","1985","Couple + C. GT 16 ","general elemantary","265","0.441608128289401","0.402201321310118","0.481014935268685"
"Some worries","1985","Couple + C. GT 16 ","middle vocational","420","0.465747271846387","0.433514124649297","0.497980419043477"
"Some worries","1985","Couple + C. GT 16 ","vocational + Abi","14","","",""
"Some worries","1985","Couple + C. GT 16 ","higher vocational","41","0.404284019659771","0.30761364395406","0.500954395365482"
"Some worries","1985","Couple + C. GT 16 ","higher education","43","0.386398304181184","0.294137532317423","0.478659076044945"
"Some worries","1985","Couple + C. LE and GT 16","in school","27","","",""
"Some worries","1985","Couple + C. LE and GT 16","inadequately","89","0.48468860295274","0.414722717757291","0.554654488148188"
"Some worries","1985","Couple + C. LE and GT 16","general elemantary","228","0.430543239700039","0.387357420155558","0.473729059244519"
"Some worries","1985","Couple + C. LE and GT 16","middle vocational","292","0.524334306773806","0.48322770142798","0.565440912119633"
"Some worries","1985","Couple + C. LE and GT 16","vocational + Abi","4","","",""
"Some worries","1985","Couple + C. LE and GT 16","higher vocational","18","","",""
"Some worries","1985","Couple + C. LE and GT 16","higher education","17","","",""
"No worries","1985","1-pers.-HH","in school","","","",""
"No worries","1985","1-pers.-HH","inadequately","17","","",""
"No worries","1985","1-pers.-HH","general elemantary","57","0.158328918812555","0.118883055280753","0.197774782344357"
"No worries","1985","1-pers.-HH","middle vocational","55","0.101231451435605","0.0759306991418871","0.126532203729323"
"No worries","1985","1-pers.-HH","vocational + Abi","1","","",""
"No worries","1985","1-pers.-HH","higher vocational","3","","",""
"No worries","1985","1-pers.-HH","higher education","2","","",""
"No worries","1985","(Married) couple without C. ","in school","","","",""
"No worries","1985","(Married) couple without C. ","inadequately","22","","",""
"No worries","1985","(Married) couple without C. ","general elemantary","57","0.100772748392687","0.0764827007384411","0.125062796046933"
"No worries","1985","(Married) couple without C. ","middle vocational","99","0.0800579107506838","0.0651908376474207","0.0949249838539468"
"No worries","1985","(Married) couple without C. ","vocational + Abi","3","","",""
"No worries","1985","(Married) couple without C. ","higher vocational","12","","",""
"No worries","1985","(Married) couple without C. ","higher education","8","","",""
"No worries","1985","Single parent ","in school","","","",""
"No worries","1985","Single parent ","inadequately","7","","",""
"No worries","1985","Single parent ","general elemantary","25","","",""
"No worries","1985","Single parent ","middle vocational","16","","",""
"No worries","1985","Single parent ","vocational + Abi","","","",""
"No worries","1985","Single parent ","higher vocational","2","","",""
"No worries","1985","Single parent ","higher education","","","",""
"No worries","1985","Couple + C. LE 16 ","in school","","","",""
"No worries","1985","Couple + C. LE 16 ","inadequately","61","0.236582621431079","0.183796365590758","0.2893688772714"
"No worries","1985","Couple + C. LE 16 ","general elemantary","52","0.0674123203665391","0.0463810142579663","0.088443626475112"
"No worries","1985","Couple + C. LE 16 ","middle vocational","72","0.0426092673786702","0.0317135013559054","0.0535050334014349"
"No worries","1985","Couple + C. LE 16 ","vocational + Abi","9","","",""
"No worries","1985","Couple + C. LE 16 ","higher vocational","4","","",""
"No worries","1985","Couple + C. LE 16 ","higher education","8","","",""
"No worries","1985","Couple + C. GT 16 ","in school","2","","",""
"No worries","1985","Couple + C. GT 16 ","inadequately","31","0.223299355600381","0.15029249859979","0.296306212600972"
"No worries","1985","Couple + C. GT 16 ","general elemantary","63","0.0767933590215509","0.05566360381374","0.0979231142293619"
"No worries","1985","Couple + C. GT 16 ","middle vocational","62","0.0543280204598345","0.0396814353915876","0.0689746055280814"
"No worries","1985","Couple + C. GT 16 ","vocational + Abi","","","",""
"No worries","1985","Couple + C. GT 16 ","higher vocational","6","","",""
"No worries","1985","Couple + C. GT 16 ","higher education","","","",""
"No worries","1985","Couple + C. LE and GT 16","in school","7","","",""
"No worries","1985","Couple + C. LE and GT 16","inadequately","58","0.278189572571159","0.215455706158286","0.340923438984031"
"No worries","1985","Couple + C. LE and GT 16","general elemantary","63","0.0944480532193781","0.0689412758495665","0.11995483058919"
"No worries","1985","Couple + C. LE and GT 16","middle vocational","41","0.0530228182700321","0.034578707466162","0.0714669290739022"
"No worries","1985","Couple + C. LE and GT 16","vocational + Abi","3","","",""
"No worries","1985","Couple + C. LE and GT 16","higher vocational","1","","",""
"No worries","1985","Couple + C. LE and GT 16","higher education","1","","",""
"Big worries","1986","1-pers.-HH","in school","1","","",""
"Big worries","1986","1-pers.-HH","inadequately","11","","",""
"Big worries","1986","1-pers.-HH","general elemantary","106","0.336863373224783","0.282837371226632","0.390889375222934"
"Big worries","1986","1-pers.-HH","middle vocational","245","0.438509153457878","0.396618765697688","0.480399541218067"
"Big worries","1986","1-pers.-HH","vocational + Abi","15","","",""
"Big worries","1986","1-pers.-HH","higher vocational","37","0.504130826988151","0.386158885129249","0.622102768847052"
"Big worries","1986","1-pers.-HH","higher education","55","0.522825827379326","0.429907029425559","0.615744625333093"
"Big worries","1986","(Married) couple without C. ","in school","","","",""
"Big worries","1986","(Married) couple without C. ","inadequately","26","","",""
"Big worries","1986","(Married) couple without C. ","general elemantary","193","0.325769996262324","0.287694446943807","0.363845545580841"
"Big worries","1986","(Married) couple without C. ","middle vocational","551","0.429406541496551","0.402042630167673","0.456770452825429"
"Big worries","1986","(Married) couple without C. ","vocational + Abi","42","0.586824820049989","0.473869156655851","0.699780483444127"
"Big worries","1986","(Married) couple without C. ","higher vocational","74","0.453462805575957","0.374836399053521","0.532089212098393"
"Big worries","1986","(Married) couple without C. ","higher education","102","0.514440996724877","0.443746392447933","0.585135601001822"
"Big worries","1986","Single parent ","in school","10","","",""
"Big worries","1986","Single parent ","inadequately","8","","",""
"Big worries","1986","Single parent ","general elemantary","77","0.482081100400559","0.406968194686096","0.557194006115022"
"Big worries","1986","Single parent ","middle vocational","96","0.431995360464387","0.366980723422089","0.497009997506684"
"Big worries","1986","Single parent ","vocational + Abi","7","","",""
"Big worries","1986","Single parent ","higher vocational","8","","",""
"Big worries","1986","Single parent ","higher education","10","","",""
"Big worries","1986","Couple + C. LE 16 ","in school","","","",""
"Big worries","1986","Couple + C. LE 16 ","inadequately","61","0.301315599027212","0.240685527305305","0.361945670749119"
"Big worries","1986","Couple + C. LE 16 ","general elemantary","156","0.35311258845763","0.310311847800668","0.395913329114591"
"Big worries","1986","Couple + C. LE 16 ","middle vocational","511","0.451671131820515","0.423215981764153","0.480126281876876"
"Big worries","1986","Couple + C. LE 16 ","vocational + Abi","37","0.560313803675777","0.450862327838583","0.66976527951297"
"Big worries","1986","Couple + C. LE 16 ","higher vocational","82","0.461673636611838","0.386512195085733","0.536835078137943"
"Big worries","1986","Couple + C. LE 16 ","higher education","134","0.549990849486961","0.487310874798135","0.612670824175788"
"Big worries","1986","Couple + C. GT 16 ","in school","43","0.610760043830151","0.503916787994559","0.717603299665743"
"Big worries","1986","Couple + C. GT 16 ","inadequately","44","0.321246408302824","0.241587135745855","0.400905680859794"
"Big worries","1986","Couple + C. GT 16 ","general elemantary","275","0.418219607492414","0.380328322643283","0.456110892341544"
"Big worries","1986","Couple + C. GT 16 ","middle vocational","448","0.458983396627093","0.427559263041333","0.490407530212853"
"Big worries","1986","Couple + C. GT 16 ","vocational + Abi","12","","",""
"Big worries","1986","Couple + C. GT 16 ","higher vocational","45","0.492808400381058","0.39008900086502","0.595527799897096"
"Big worries","1986","Couple + C. GT 16 ","higher education","53","0.46807628931682","0.374402554100171","0.561750024533469"
"Big worries","1986","Couple + C. LE and GT 16","in school","33","0.455190373306021","0.341728185900123","0.568652560711919"
"Big worries","1986","Couple + C. LE and GT 16","inadequately","47","0.257734348818763","0.194363667130078","0.321105030507448"
"Big worries","1986","Couple + C. LE and GT 16","general elemantary","177","0.438688728073421","0.393242748225399","0.484134707921443"
"Big worries","1986","Couple + C. LE and GT 16","middle vocational","216","0.419929668990512","0.377911341409557","0.461947996571467"
"Big worries","1986","Couple + C. LE and GT 16","vocational + Abi","9","","",""
"Big worries","1986","Couple + C. LE and GT 16","higher vocational","19","","",""
"Big worries","1986","Couple + C. LE and GT 16","higher education","22","","",""
"Some worries","1986","1-pers.-HH","in school","","","",""
"Some worries","1986","1-pers.-HH","inadequately","14","","",""
"Some worries","1986","1-pers.-HH","general elemantary","124","0.42340573005057","0.366926606006164","0.479884854094975"
"Some worries","1986","1-pers.-HH","middle vocational","227","0.433730244688031","0.391891827585612","0.47556866179045"
"Some worries","1986","1-pers.-HH","vocational + Abi","13","","",""
"Some worries","1986","1-pers.-HH","higher vocational","26","","",""
"Some worries","1986","1-pers.-HH","higher education","51","0.427347975744193","0.335319373198513","0.519376578289872"
"Some worries","1986","(Married) couple without C. ","in school","1","","",""
"Some worries","1986","(Married) couple without C. ","inadequately","38","0.446294394643189","0.343592841260524","0.548995948025854"
"Some worries","1986","(Married) couple without C. ","general elemantary","313","0.542375679092236","0.501900269634981","0.582851088549492"
"Some worries","1986","(Married) couple without C. ","middle vocational","577","0.462236047768067","0.434674208149851","0.489797887386282"
"Some worries","1986","(Married) couple without C. ","vocational + Abi","28","","",""
"Some worries","1986","(Married) couple without C. ","higher vocational","67","0.453620196957032","0.374991470654888","0.532248923259175"
"Some worries","1986","(Married) couple without C. ","higher education","85","0.453339510601049","0.382924036887776","0.523754984314322"
"Some worries","1986","Single parent ","in school","12","","",""
"Some worries","1986","Single parent ","inadequately","16","","",""
"Some worries","1986","Single parent ","general elemantary","71","0.389316579331938","0.316020094939922","0.462613063723955"
"Some worries","1986","Single parent ","middle vocational","105","0.478096803561","0.412535352386983","0.543658254735016"
"Some worries","1986","Single parent ","vocational + Abi","1","","",""
"Some worries","1986","Single parent ","higher vocational","12","","",""
"Some worries","1986","Single parent ","higher education","9","","",""
"Some worries","1986","Couple + C. LE 16 ","in school","","","",""
"Some worries","1986","Couple + C. LE 16 ","inadequately","108","0.456241396321592","0.390424535374615","0.522058257268569"
"Some worries","1986","Couple + C. LE 16 ","general elemantary","255","0.547210831419843","0.502634359601144","0.591787303238542"
"Some worries","1986","Couple + C. LE 16 ","middle vocational","570","0.478637358487953","0.450074451317163","0.507200265658744"
"Some worries","1986","Couple + C. LE 16 ","vocational + Abi","35","0.388080369196249","0.280621423397358","0.495539314995141"
"Some worries","1986","Couple + C. LE 16 ","higher vocational","78","0.477021013041833","0.401717434741579","0.552324591342087"
"Some worries","1986","Couple + C. LE 16 ","higher education","98","0.40967671349673","0.347717484476238","0.471635942517222"
"Some worries","1986","Couple + C. GT 16 ","in school","30","0.320205721984757","0.217969122929033","0.422442321040481"
"Some worries","1986","Couple + C. GT 16 ","inadequately","58","0.435092626084934","0.35051789827046","0.519667353899407"
"Some worries","1986","Couple + C. GT 16 ","general elemantary","314","0.495203904396887","0.456797148920921","0.533610659872853"
