"plh0036","year","pgisced97","sex","n","percent","lower_confidence","upper_confidence","value"
"Big worries","1984","general elemantary","Female","987","0.435200186365049","0.414880976429722","0.455519396300375","1"
"Big worries","1984","general elemantary","Male","496","0.461665940943755","0.432650350639559","0.490681531247951","1"
"Big worries","1984","higher education","Female","183","0.705700225611423","0.649433335354082","0.761967115868764","1"
"Big worries","1984","higher education","Male","341","0.646453818930738","0.605829686172141","0.687077951689334","1"
"Big worries","1984","higher vocational","Female","189","0.670639275712357","0.615092079730329","0.726186471694385","1"
"Big worries","1984","higher vocational","Male","221","0.574471722850448","0.524694916771339","0.624248528929556","1"
"Big worries","1984","in school","Female","61","0.695628691656669","0.601088170147656","0.790169213165682","1"
"Big worries","1984","in school","Male","62","0.650938590744685","0.554060059646707","0.747817121842663","1"
"Big worries","1984","inadequately","Female","162","0.31006564451242","0.272228107842052","0.347903181182787","1"
"Big worries","1984","inadequately","Male","108","0.298718799750563","0.254736412118087","0.342701187383038","1"
"Big worries","1984","middle vocational","Female","1363","0.543079123672035","0.523602938207392","0.562555309136678","1"
"Big worries","1984","middle vocational","Male","1584","0.522558316533208","0.505101489272371","0.540015143794044","1"
"Big worries","1984","vocational + Abi","Female","83","0.782440145010162","0.707680005537056","0.857200284483268","1"
"Big worries","1984","vocational + Abi","Male","118","0.659135314648491","0.592088867121362","0.726181762175619","1"
"No worries","1984","general elemantary","Female","288","0.119089086512504","0.105814622760936","0.132363550264073","3"
"No worries","1984","general elemantary","Male","166","0.11253858530004","0.0941449729520421","0.130932197648037","3"
"No worries","1984","higher education","Female","8","","","","3"
"No worries","1984","higher education","Male","25","","","","3"
"No worries","1984","higher vocational","Female","10","","","","3"
"No worries","1984","higher vocational","Male","17","","","","3"
"No worries","1984","in school","Female","9","","","","3"
"No worries","1984","in school","Male","2","","","","3"
"No worries","1984","inadequately","Female","175","0.278270985570254","0.241609235676088","0.31493273546442","3"
"No worries","1984","inadequately","Male","117","0.244444978443272","0.203147357479924","0.285742599406621","3"
"No worries","1984","middle vocational","Female","158","0.0610113111798056","0.051653221424188","0.0703694009354232","3"
"No worries","1984","middle vocational","Male","271","0.071915027676589","0.0628859900599004","0.0809440652932776","3"
"No worries","1984","vocational + Abi","Female","3","","","","3"
"No worries","1984","vocational + Abi","Male","13","","","","3"
"Some worries","1984","general elemantary","Female","1012","0.445710727122447","0.425339847195268","0.466081607049626","2"
"Some worries","1984","general elemantary","Male","472","0.425795473756205","0.397016494258924","0.454574453253486","2"
"Some worries","1984","higher education","Female","61","0.261541916155344","0.207281715462262","0.315802116848426","2"
"Some worries","1984","higher education","Male","166","0.312766058734276","0.273369854175162","0.352162263293391","2"
"Some worries","1984","higher vocational","Female","76","0.286716987245542","0.233268010291766","0.340165964199318","2"
"Some worries","1984","higher vocational","Male","141","0.374343101617109","0.325620381994069","0.42306582124015","2"
"Some worries","1984","in school","Female","21","","","","2"
"Some worries","1984","in school","Male","29","","","","2"
"Some worries","1984","inadequately","Female","237","0.411663369917326","0.371403144556867","0.451923595277785","2"
"Some worries","1984","inadequately","Male","191","0.456836221806165","0.408968022396741","0.504704421215589","2"
"Some worries","1984","middle vocational","Female","992","0.39590956514816","0.376788995645445","0.415030134650874","2"
"Some worries","1984","middle vocational","Male","1290","0.405526655790203","0.388366798876299","0.422686512704107","2"
"Some worries","1984","vocational + Abi","Female","31","0.212067001658927","0.137998023599825","0.286135979718028","2"
"Some worries","1984","vocational + Abi","Male","61","0.308950617620227","0.243592948987693","0.374308286252762","2"
"Big worries","1985","general elemantary","Female","792","0.395137850358512","0.373760166839672","0.416515533877353","1"
"Big worries","1985","general elemantary","Male","409","0.4227994765081","0.39255704282844","0.453041910187761","1"
"Big worries","1985","higher education","Female","171","0.663686993225638","0.604768300865254","0.722605685586022","1"
"Big worries","1985","higher education","Male","281","0.55500229654304","0.511658327561028","0.598346265525052","1"
"Big worries","1985","higher vocational","Female","153","0.601548343093112","0.541808878765067","0.661287807421156","1"
"Big worries","1985","higher vocational","Male","174","0.464292555128691","0.412774846141939","0.515810264115444","1"
"Big worries","1985","in school","Female","46","0.663676656533588","0.556752893076675","0.770600419990502","1"
"Big worries","1985","in school","Male","69","0.641376330069667","0.552555460820293","0.730197199319041","1"
"Big worries","1985","inadequately","Female","121","0.29072662203332","0.249673291793171","0.331779952273469","1"
"Big worries","1985","inadequately","Male","97","0.282066124389442","0.23478626702432","0.329345981754563","1"
"Big worries","1985","middle vocational","Female","1127","0.484357832948201","0.464017638850621","0.50469802704578","1"
"Big worries","1985","middle vocational","Male","1285","0.466619325746532","0.448193296137468","0.485045355355596","1"
"Big worries","1985","vocational + Abi","Female","74","0.761711071158255","0.680607080311011","0.842815062005499","1"
"Big worries","1985","vocational + Abi","Male","100","0.605381528072634","0.53169161798723","0.679071438158038","1"
"No worries","1985","vocational + Abi","Female","4","","","","3"
"No worries","1985","vocational + Abi","Male","13","","","","3"
"No worries","1985","middle vocational","Male","228","0.0715624928238049","0.0620421884281271","0.0810827972194828","3"
"No worries","1985","middle vocational","Female","146","0.0643714609386882","0.0543830562512842","0.0743598656260923","3"
"No worries","1985","in school","Male","4","","","","3"
"No worries","1985","inadequately","Female","134","0.246525471782424","0.207561398725305","0.285489544839544","3"
"No worries","1985","inadequately","Male","85","0.220105944661819","0.176575594552434","0.263636294771205","3"
"No worries","1985","higher vocational","Male","18","","","","3"
"No worries","1985","in school","Female","5","","","","3"
"No worries","1985","higher education","Female","4","","","","3"
"No worries","1985","higher education","Male","18","","","","3"
"No worries","1985","higher vocational","Female","10","","","","3"
"No worries","1985","general elemantary","Female","235","0.110790803335933","0.0970658160369016","0.124515790634964","3"
"No worries","1985","general elemantary","Male","144","0.117564181281618","0.0978460735872335","0.137282288976002","3"
"Some worries","1985","vocational + Abi","Female","28","","","","2"
"Some worries","1985","vocational + Abi","Male","56","0.357416594453268","0.285163434101209","0.429669754805328","2"
"Some worries","1985","middle vocational","Female","1046","0.451270706113111","0.431017426395721","0.471523985830501","2"
"Some worries","1985","middle vocational","Male","1303","0.461818181429663","0.443404874598727","0.480231488260598","2"
"Some worries","1985","in school","Male","39","0.32043482283457","0.234012787340568","0.406856858328571","2"
"Some worries","1985","inadequately","Female","215","0.462747906184256","0.417670340840859","0.507825471527652","2"
"Some worries","1985","higher vocational","Male","168","0.476841610336412","0.425247454538315","0.528435766134508","2"
"Some worries","1985","in school","Female","24","","","","2"
"Some worries","1985","inadequately","Male","166","0.497827930948739","0.445295877744617","0.550359984152861","2"
"Some worries","1985","higher education","Female","72","0.311516308947449","0.253761674800112","0.369270943094787","2"
"Some worries","1985","higher education","Male","206","0.410001311826002","0.36710494128559","0.452897682366415","2"
"Some worries","1985","higher vocational","Female","95","0.359719545837017","0.301158964627672","0.418280127046361","2"
"Some worries","1985","general elemantary","Male","472","0.459636342210282","0.429126749877423","0.49014593454314","2"
"Some worries","1985","general elemantary","Female","982","0.494071346305555","0.472208958444645","0.515933734166465","2"
"Big worries","1986","general elemantary","Female","676","0.358338424697737","0.33661086739763","0.380065981997845","1"
"Big worries","1986","general elemantary","Male","377","0.399837421038861","0.369491017575692","0.43018382450203","1"
"Big worries","1986","higher education","Female","143","0.586979778147071","0.525199422286104","0.648760134008038","1"
"Big worries","1986","higher education","Male","252","0.489323078799377","0.445637804798693","0.533008352800062","1"
"Big worries","1986","higher vocational","Female","137","0.525359487207075","0.463084979025395","0.587633995388754","1"
"Big worries","1986","higher vocational","Male","140","0.412662151744747","0.359545286807762","0.465779016681731","1"
"Big worries","1986","in school","Female","39","0.581903391483804","0.468754467705941","0.695052315261667","1"
"Big worries","1986","in school","Male","52","0.496350553649588","0.40375342593346","0.588947681365716","1"
"Big worries","1986","inadequately","Female","111","0.27529833252765","0.234120802329609","0.31647586272569","1"
"Big worries","1986","inadequately","Male","97","0.353508746789855","0.301373883564114","0.405643610015597","1"
"Big worries","1986","middle vocational","Female","1047","0.464419392123638","0.443784402278562","0.485054381968713","1"
"Big worries","1986","middle vocational","Male","1132","0.417420691882661","0.398878213288809","0.435963170476513","1"
"Big worries","1986","vocational + Abi","Female","69","0.667066824644775","0.579397066343216","0.754736582946335","1"
"Big worries","1986","vocational + Abi","Male","69","0.418089468989756","0.342368352051575","0.493810585927937","1"
"No worries","1986","middle vocational","Female","184","0.0835793064936998","0.0721285681731362","0.0950300448142633","3"
"No worries","1986","vocational + Abi","Female","4","","","","3"
"No worries","1986","vocational + Abi","Male","19","","","","3"
"No worries","1986","middle vocational","Male","281","0.103975804718613","0.0924987808334276","0.115452828603799","3"
"No worries","1986","higher vocational","Male","32","0.11166269283479","0.077681852057623","0.145643533611956","3"
"No worries","1986","in school","Female","3","","","","3"
"No worries","1986","in school","Male","10","","","","3"
"No worries","1986","inadequately","Female","121","0.283167991529357","0.241633428230769","0.324702554827946","3"
"No worries","1986","inadequately","Male","84","0.250298410539057","0.203057300749131","0.297539520328984","3"
"No worries","1986","general elemantary","Female","256","0.146865816073476","0.130826707375741","0.162904924771212","3"
"No worries","1986","general elemantary","Male","148","0.131793245526019","0.110838171039739","0.152748320012298","3"
"No worries","1986","higher education","Female","5","","","","3"
"No worries","1986","higher education","Male","24","","","","3"
"No worries","1986","higher vocational","Female","9","","","","3"
"Some worries","1986","middle vocational","Female","1013","0.452001301382662","0.431409408476431","0.472593194288894","2"
"Some worries","1986","middle vocational","Male","1304","0.478603503398726","0.45982005773675","0.497386949060701","2"
"Some worries","1986","vocational + Abi","Female","38","0.300624136813527","0.215323191334098","0.385925082292955","2"
"Some worries","1986","vocational + Abi","Male","75","0.481258868413657","0.404554693247083","0.557963043580231","2"
"Some worries","1986","higher vocational","Male","158","0.475675155420464","0.421792799804282","0.529557511036646","2"
"Some worries","1986","inadequately","Female","220","0.441533675942993","0.395755415556757","0.487311936329228","2"
"Some worries","1986","in school","Female","31","0.369321819274268","0.258610239684191","0.480033398864345","2"
"Some worries","1986","in school","Male","50","0.44014680865262","0.348213066704948","0.532080550600293","2"
"Some worries","1986","inadequately","Male","142","0.396192842671087","0.342853302056673","0.449532383285501","2"
"Some worries","1986","general elemantary","Female","939","0.494795759228786","0.472141092621242","0.51745042583633","2"
"Some worries","1986","general elemantary","Male","476","0.46836933343512","0.437457106672191","0.499281560198049","2"
"Some worries","1986","higher education","Female","96","0.389209201909604","0.328031808305582","0.450386595513626","2"
"Some worries","1986","higher education","Male","227","0.463629409238062","0.420049927063379","0.507208891412745","2"
"Some worries","1986","higher vocational","Female","101","0.428202652351092","0.366494099866018","0.489911204836167","2"
"Big worries","1987","general elemantary","Female","898","0.517070911361366","0.494113171368528","0.540028651354204","1"
"Big worries","1987","general elemantary","Male","472","0.505135516590169","0.474007004730509","0.536264028449828","1"
"Big worries","1987","higher education","Female","196","0.780709946632281","0.729213581734685","0.832206311529877","1"
"Big worries","1987","higher education","Male","315","0.632354530828952","0.589921683071518","0.674787378586386","1"
"Big worries","1987","higher vocational","Female","171","0.69555773688419","0.637936296200781","0.7531791775676","1"
"Big worries","1987","higher vocational","Male","187","0.564694408295475","0.509942825227838","0.619445991363111","1"
"Big worries","1987","in school","Female","63","0.785143988136486","0.698838805765483","0.871449170507489","1"
"Big worries","1987","in school","Male","66","0.746082183687245","0.661197892597687","0.830966474776802","1"
"Big worries","1987","inadequately","Female","144","0.416997178113812","0.370874160081669","0.463120196145955","1"
"Big worries","1987","inadequately","Male","110","0.397409435952457","0.343022054808047","0.451796817096866","1"
"Big worries","1987","middle vocational","Female","1355","0.612010720753774","0.59172667310093","0.632294768406618","1"
"Big worries","1987","middle vocational","Male","1501","0.573922199599168","0.555348636061634","0.592495763136703","1"
"Big worries","1987","vocational + Abi","Female","81","0.760525000142536","0.683196070584613","0.837853929700458","1"
"Big worries","1987","vocational + Abi","Male","90","0.637390048554765","0.562427896469924","0.712352200639607","1"
"No worries","1987","higher vocational","Male","9","","","","3"
"No worries","1987","in school","Female","1","","","","3"
"No worries","1987","in school","Male","11","","","","3"
"No worries","1987","inadequately","Female","88","0.161832473411469","0.127380501678105","0.196284445144833","3"
"No worries","1987","inadequately","Male","63","0.173640772460153","0.131541150930668","0.215740393989639","3"
"No worries","1987","middle vocational","Female","86","0.0347215677907484","0.0271009319468134","0.0423422036346835","3"
"No worries","1987","middle vocational","Male","165","0.0504444785312885","0.0422241103316791","0.0586648467308978","3"
"No worries","1987","vocational + Abi","Female","5","","","","3"
"No worries","1987","vocational + Abi","Male","14","","","","3"
"No worries","1987","general elemantary","Female","177","0.0870448654172025","0.0740937046681466","0.0999960261662585","3"
"No worries","1987","general elemantary","Male","102","0.0761530897161446","0.0596389850306037","0.0926671944016855","3"
"No worries","1987","higher education","Female","3","","","","3"
"No worries","1987","higher education","Male","10","","","","3"
"No worries","1987","higher vocational","Female","5","","","","3"
"Some worries","1987","in school","Female","23","","","","2"
"Some worries","1987","higher vocational","Male","119","0.397942073710081","0.34388881483777","0.451995332582393","2"
"Some worries","1987","in school","Male","24","","","","2"
"Some worries","1987","inadequately","Male","138","0.42894979158739","0.37394401832914","0.483955564845639","2"
"Some worries","1987","inadequately","Female","207","0.421170348474719","0.374983310624749","0.467357386324688","2"
"Some worries","1987","middle vocational","Female","776","0.353267711455478","0.33337108305701","0.373164339853946","2"
"Some worries","1987","middle vocational","Male","1057","0.375633321869543","0.357443594729228","0.393823049009858","2"
"Some worries","1987","vocational + Abi","Female","31","0.222352426916195","0.147005159316432","0.297699694515958","2"
"Some worries","1987","vocational + Abi","Male","54","0.294624167343138","0.223541450332618","0.365706884353657","2"
"Some worries","1987","general elemantary","Female","745","0.395884223221431","0.373416628404054","0.418351818038809","2"
"Some worries","1987","general elemantary","Male","417","0.418711393693687","0.387995400800083","0.449427386587291","2"
"Some worries","1987","higher education","Female","49","0.210079161521927","0.159379445856489","0.260778877187364","2"
"Some worries","1987","higher education","Male","171","0.350824689398634","0.308826233393201","0.392823145404066","2"
"Some worries","1987","higher vocational","Female","69","0.289495524664431","0.232705849451923","0.34628519987694","2"
"Big worries","1988","general elemantary","Female","843","0.512030980804731","0.488510694936075","0.535551266673387","1"
"Big worries","1988","general elemantary","Male","436","0.48418909061391","0.452739500797286","0.515638680430534","1"
"Big worries","1988","higher education","Female","169","0.729034818101158","0.671469457491469","0.786600178710846","1"
"Big worries","1988","higher education","Male","275","0.585148190168942","0.540699750568369","0.629596629769515","1"
"Big worries","1988","higher vocational","Female","158","0.68139550395426","0.620649256724851","0.742141751183669","1"
"Big worries","1988","higher vocational","Male","176","0.539117910787674","0.48344940962032","0.594786411955028","1"
"Big worries","1988","in school","Female","41","0.652095701759889","0.54207677380829","0.762114629711488","1"
"Big worries","1988","in school","Male","54","0.62948524994174","0.529151136474882","0.729819363408598","1"
