"plh0036","year","bula_h","e11103","n","percent","lower_confidence","upper_confidence","value"
"Big worries","1984","Schleswig-Holstein","Full Time","85","0.486376772976001","0.412112111126277","0.560641434825725","1"
"Big worries","1984","Schleswig-Holstein","Part Time","36","0.595364994587665","0.473191887208467","0.717538101966863","1"
"Big worries","1984","Schleswig-Holstein","Not Working","67","0.429604061268238","0.350120492529829","0.509087630006647","1"
"Big worries","1984","Hamburg","Full Time","89","0.708090723853812","0.634344453078996","0.781836994628628","1"
"Big worries","1984","Hamburg","Part Time","31","0.744173246295919","0.612215936776767","0.876130555815072","1"
"Big worries","1984","Hamburg","Not Working","62","0.49128922198493","0.401843091814693","0.580735352155166","1"
"Big worries","1984","Lower Saxony","Full Time","253","0.540603283352872","0.496612883010022","0.584593683695721","1"
"Big worries","1984","Lower Saxony","Part Time","101","0.520970035889615","0.451210643281765","0.590729428497466","1"
"Big worries","1984","Lower Saxony","Not Working","250","0.472860291846986","0.430355348165017","0.515365235528956","1"
"Big worries","1984","Bremen","Full Time","25","","","","1"
"Big worries","1984","Bremen","Part Time","18","","","","1"
"Big worries","1984","Bremen","Not Working","41","0.562958658173453","0.447581874377434","0.678335441969471","1"
"Big worries","1984","North Rhine-Westphalia","Full Time","748","0.586924470373768","0.561341469625987","0.612507471121549","1"
"Big worries","1984","North Rhine-Westphalia","Part Time","276","0.621465626500089","0.578120849751305","0.664810403248873","1"
"Big worries","1984","North Rhine-Westphalia","Not Working","676","0.525784774575019","0.49873460341435","0.552834945735688","1"
"Big worries","1984","Hesse","Full Time","276","0.547275644793245","0.507077090557004","0.587474199029486","1"
"Big worries","1984","Hesse","Part Time","101","0.552605205351881","0.482273616947816","0.622936793755946","1"
"Big worries","1984","Hesse","Not Working","216","0.491551744991528","0.44566643486169","0.537437055121365","1"
"Big worries","1984","Rhineland-Palatinate,Saarland","Full Time","164","0.470143756570242","0.419628004652141","0.520659508488344","1"
"Big worries","1984","Rhineland-Palatinate,Saarland","Part Time","54","0.500938511027684","0.408749722351572","0.593127299703796","1"
"Big worries","1984","Rhineland-Palatinate,Saarland","Not Working","170","0.46970071996101","0.418359532379588","0.521041907542433","1"
"Big worries","1984","Baden-Württemberg","Full Time","536","0.536621080056915","0.507962132704316","0.565280027409514","1"
"Big worries","1984","Baden-Württemberg","Part Time","159","0.54515563818308","0.491672407137649","0.598638869228511","1"
"Big worries","1984","Baden-Württemberg","Not Working","336","0.456751773416007","0.421149441030143","0.492354105801872","1"
"Big worries","1984","Bavaria","Full Time","485","0.514954802605811","0.483885567630014","0.546024037581607","1"
"Big worries","1984","Bavaria","Part Time","192","0.556226401954796","0.504176418135315","0.608276385774276","1"
"Big worries","1984","Bavaria","Not Working","316","0.424922929333546","0.388815218805019","0.461030639862074","1"
"Big worries","1984","Berlin","Full Time","115","0.594538526230346","0.528133149926953","0.660943902533739","1"
"Big worries","1984","Berlin","Part Time","43","0.629530693699897","0.513021366563616","0.746040020836178","1"
"Big worries","1984","Berlin","Not Working","66","0.487761750914968","0.401837394572406","0.573686107257531","1"
"Big worries","1984","Brandenburg","Full Time","","","","","1"
"Big worries","1984","Brandenburg","Part Time","","","","","1"
"Big worries","1984","Brandenburg","Not Working","","","","","1"
"Big worries","1984","Mecklenburg-Western Pomerania","Full Time","","","","","1"
"Big worries","1984","Mecklenburg-Western Pomerania","Part Time","","","","","1"
"Big worries","1984","Mecklenburg-Western Pomerania","Not Working","","","","","1"
"Big worries","1984","Saxony","Full Time","","","","","1"
"Big worries","1984","Saxony","Part Time","","","","","1"
"Big worries","1984","Saxony","Not Working","","","","","1"
"Big worries","1984","Saxony-Anhalt","Full Time","","","","","1"
"Big worries","1984","Saxony-Anhalt","Part Time","","","","","1"
"Big worries","1984","Saxony-Anhalt","Not Working","","","","","1"
"Big worries","1984","Thuringia","Full Time","","","","","1"
"Big worries","1984","Thuringia","Part Time","","","","","1"
"Big worries","1984","Thuringia","Not Working","","","","","1"
"No worries","1984","Rhineland-Palatinate,Saarland","Full Time","28","","","","3"
"No worries","1984","Hamburg","Not Working","20","","","","3"
"No worries","1984","Hesse","Not Working","57","0.108521753898672","0.0799735068269349","0.137070000970409","3"
"No worries","1984","Hamburg","Part Time","1","","","","3"
"No worries","1984","Hesse","Part Time","18","","","","3"
"No worries","1984","Schleswig-Holstein","Full Time","10","","","","3"
"No worries","1984","Schleswig-Holstein","Part Time","1","","","","3"
"No worries","1984","Schleswig-Holstein","Not Working","18","","","","3"
"No worries","1984","Hamburg","Full Time","12","","","","3"
"No worries","1984","Lower Saxony","Full Time","35","0.0462043086429436","0.0276735351479174","0.0647350821379697","3"
"No worries","1984","Hesse","Full Time","75","0.0616334060690191","0.042211815370906","0.0810549967671322","3"
"No worries","1984","North Rhine-Westphalia","Part Time","33","0.0500860796270799","0.030593191125478","0.0695789681286818","3"
"No worries","1984","North Rhine-Westphalia","Not Working","109","0.0738452777122695","0.0596781631929823","0.0880123922315568","3"
"No worries","1984","Lower Saxony","Part Time","12","","","","3"
"No worries","1984","Lower Saxony","Not Working","52","0.0881073382230766","0.0639756304668046","0.112239045979349","3"
"No worries","1984","Bremen","Full Time","8","","","","3"
"No worries","1984","Bremen","Part Time","1","","","","3"
"No worries","1984","Bremen","Not Working","11","","","","3"
"No worries","1984","North Rhine-Westphalia","Full Time","157","0.071233536185159","0.0578693919020308","0.0845976804682871","3"
"No worries","1984","Rhineland-Palatinate,Saarland","Part Time","7","","","","3"
"No worries","1984","Rhineland-Palatinate,Saarland","Not Working","31","0.0935931511250138","0.0636306266041291","0.123555675645899","3"
"No worries","1984","Baden-Württemberg","Full Time","180","0.082228696219974","0.0664403306738728","0.0980170617660752","3"
"No worries","1984","Baden-Württemberg","Part Time","48","0.0984733053007578","0.0664714964016321","0.130475114199884","3"
"No worries","1984","Baden-Württemberg","Not Working","120","0.136679616130831","0.11212817195303","0.161231060308631","3"
"No worries","1984","Bavaria","Full Time","85","0.0618278699024737","0.0468555773409142","0.0768001624640332","3"
"No worries","1984","Bavaria","Part Time","31","0.0840930209072241","0.0550180204626139","0.113168021351834","3"
"No worries","1984","Bavaria","Not Working","84","0.109115034327044","0.0863412630501436","0.131888805603945","3"
"No worries","1984","Berlin","Full Time","14","","","","3"
"No worries","1984","Berlin","Part Time","6","","","","3"
"No worries","1984","Berlin","Not Working","9","","","","3"
"No worries","1984","Brandenburg","Full Time","","","","","3"
"No worries","1984","Brandenburg","Part Time","","","","","3"
"No worries","1984","Brandenburg","Not Working","","","","","3"
"No worries","1984","Mecklenburg-Western Pomerania","Full Time","","","","","3"
"No worries","1984","Mecklenburg-Western Pomerania","Part Time","","","","","3"
"No worries","1984","Mecklenburg-Western Pomerania","Not Working","","","","","3"
"No worries","1984","Saxony","Full Time","","","","","3"
"No worries","1984","Saxony","Part Time","","","","","3"
"No worries","1984","Saxony","Not Working","","","","","3"
"No worries","1984","Saxony-Anhalt","Full Time","","","","","3"
"No worries","1984","Saxony-Anhalt","Part Time","","","","","3"
"No worries","1984","Saxony-Anhalt","Not Working","","","","","3"
"No worries","1984","Thuringia","Full Time","","","","","3"
"No worries","1984","Thuringia","Part Time","","","","","3"
"No worries","1984","Thuringia","Not Working","","","","","3"
"Some worries","1984","Bavaria","Part Time","127","0.35968057713798","0.309403398378503","0.409957755897457","2"
"Some worries","1984","Bremen","Not Working","19","","","","2"
"Some worries","1984","Bavaria","Full Time","424","0.423217327491716","0.392502879001222","0.453931775982209","2"
"Some worries","1984","Saxony","Part Time","","","","","2"
"Some worries","1984","Bremen","Part Time","4","","","","2"
"Some worries","1984","Baden-Württemberg","Not Working","296","0.406568610453162","0.371461801916642","0.441675418989682","2"
"Some worries","1984","Bremen","Full Time","5","","","","2"
"Some worries","1984","Saxony","Full Time","","","","","2"
"Some worries","1984","Lower Saxony","Not Working","228","0.439032369929937","0.396782310126419","0.481282429733455","2"
"Some worries","1984","Baden-Württemberg","Part Time","126","0.356371056516162","0.304931766054001","0.407810346978324","2"
"Some worries","1984","Lower Saxony","Full Time","205","0.413192408004185","0.36972650965729","0.45665830635108","2"
"Some worries","1984","Lower Saxony","Part Time","84","0.425851788470922","0.35680297440128","0.494900602540564","2"
"Some worries","1984","Baden-Württemberg","Full Time","447","0.381150223723111","0.353237710468842","0.409062736977381","2"
