"plh0036","year","age_gr","sex","n","percent","lower_confidence","upper_confidence","value"
"Big worries","1984","16-34 y.","Female","1295","0.61536529882283","0.595504196045237","0.635226401600423","1"
"Big worries","1984","16-34 y.","Male","1234","0.595986559617786","0.575647618880349","0.616325500355222","1"
"Big worries","1984","35-65 y.","Female","1460","0.512388121843303","0.494715398624752","0.530060845061855","1"
"Big worries","1984","35-65 y.","Male","1498","0.517199076659685","0.499839357774389","0.534558795544981","1"
"Big worries","1984","66 and older","Female","288","0.371604075989034","0.337293538656815","0.405914613321252","1"
"Big worries","1984","66 and older","Male","212","0.411039513995484","0.36812667295477","0.453952355036198","1"
"No worries","1984","35-65 y.","Female","334","0.0701462760674795","0.0611165112677895","0.0791760408671694","3"
"No worries","1984","35-65 y.","Male","360","0.07145347251629","0.0625051160437066","0.0804018289888734","3"
"No worries","1984","16-34 y.","Female","195","0.0527478378313737","0.0436225250378121","0.0618731506249352","3"
"No worries","1984","66 and older","Male","71","0.149121693687009","0.118054176921438","0.18018921045258","3"
"No worries","1984","16-34 y.","Male","186","0.0528086316063194","0.0435385509184089","0.0620787122942299","3"
"No worries","1984","66 and older","Female","127","0.173775654393271","0.146871827152193","0.200679481634349","3"
"Some worries","1984","35-65 y.","Female","1279","0.417465602089217","0.400029959947327","0.434901244231107","2"
"Some worries","1984","66 and older","Male","222","0.439838792317507","0.396546988486483","0.483130596148531","2"
"Some worries","1984","16-34 y.","Female","815","0.331886863345796","0.3126633544492","0.351110372242392","2"
"Some worries","1984","16-34 y.","Male","816","0.351204808775895","0.331419345239737","0.370990272312053","2"
"Some worries","1984","35-65 y.","Male","1325","0.411347450824025","0.394252663922363","0.428442237725687","2"
"Some worries","1984","66 and older","Female","347","0.454620269617695","0.419265785918011","0.489974753317379","2"
"Big worries","1985","16-34 y.","Female","1092","0.583467617612854","0.562199649104521","0.604735586121187","1"
"Big worries","1985","16-34 y.","Male","1056","0.547891885901781","0.526461904181298","0.569321867622263","1"
"Big worries","1985","35-65 y.","Female","1203","0.449904103176993","0.43156557965978","0.468242626694207","1"
"Big worries","1985","35-65 y.","Male","1229","0.454719381347383","0.436508220229978","0.472930542464789","1"
"Big worries","1985","66 and older","Female","214","0.338160015181095","0.301902599580986","0.374417430781205","1"
"Big worries","1985","66 and older","Male","152","0.34345762780137","0.29908759847324","0.387827657129501","1"
"No worries","1985","35-65 y.","Female","276","0.0646208334550608","0.0555579726311206","0.073683694279001","3"
"No worries","1985","35-65 y.","Male","293","0.0746667006249663","0.0650534901864602","0.0842799110634724","3"
"No worries","1985","66 and older","Male","62","0.14032087076729","0.107868152467264","0.172773589067316","3"
"No worries","1985","16-34 y.","Female","162","0.0511993597610703","0.0416908382310064","0.0607078812911343","3"
"No worries","1985","16-34 y.","Male","163","0.0526474186131819","0.0430313494603043","0.0622634877660595","3"
"No worries","1985","66 and older","Female","116","0.168872809664902","0.140160189440597","0.197585429889208","3"
"Some worries","1985","35-65 y.","Female","1348","0.485475063367946","0.467051575010288","0.503898551725603","2"
"Some worries","1985","66 and older","Male","226","0.51622150143134","0.469527286420603","0.562915716442076","2"
"Some worries","1985","16-34 y.","Female","810","0.365333022626075","0.34455947545205","0.386106569800101","2"
"Some worries","1985","16-34 y.","Male","853","0.399460695485038","0.378371453954536","0.420549937015539","2"
"Some worries","1985","35-65 y.","Male","1350","0.47061391802765","0.452359225754381","0.488868610300919","2"
"Some worries","1985","66 and older","Female","324","0.492967175154002","0.454650637730993","0.531283712577012","2"
"Big worries","1986","16-34 y.","Female","1012","0.556643802563292","0.534850005456424","0.57843759967016","1"
"Big worries","1986","16-34 y.","Male","957","0.492479611903927","0.470900943804763","0.51405828000309","1"
"Big worries","1986","35-65 y.","Female","1057","0.414728709242349","0.396162419788165","0.433294998696533","1"
"Big worries","1986","35-65 y.","Male","1048","0.402535960415586","0.384095935680999","0.420975985150174","1"
"Big worries","1986","66 and older","Female","177","0.296503954957462","0.260050767376587","0.332957142538337","1"
"Big worries","1986","66 and older","Male","131","0.307721140890614","0.263632547351594","0.351809734429633","1"
"No worries","1986","35-65 y.","Male","323","0.0952799909646317","0.0842401905200961","0.106319791409167","3"
"No worries","1986","66 and older","Male","93","0.232383889874362","0.192039598470337","0.272728181278387","3"
"No worries","1986","35-65 y.","Female","294","0.0825733492315118","0.0722011683368261","0.0929455301261975","3"
"No worries","1986","16-34 y.","Female","166","0.0578801032846526","0.0476357261257776","0.0681244804435276","3"
"No worries","1986","16-34 y.","Male","189","0.0714257688493646","0.0603099992548963","0.0825415384438329","3"
"No worries","1986","66 and older","Female","135","0.229196332816898","0.195648447221187","0.26274421841261","3"
"Some worries","1986","35-65 y.","Female","1354","0.502697941526139","0.483855892122247","0.521539990930031","2"
"Some worries","1986","16-34 y.","Male","916","0.436094619246708","0.414690505811305","0.457498732682111","2"
"Some worries","1986","35-65 y.","Male","1346","0.502184048619782","0.483383560161532","0.520984537078032","2"
"Some worries","1986","66 and older","Male","197","0.459894969235024","0.412287457427928","0.50750248104212","2"
"Some worries","1986","16-34 y.","Female","818","0.385476094152056","0.364124223072031","0.40682796523208","2"
"Some worries","1986","66 and older","Female","291","0.47429971222564","0.434444514054602","0.514154910396678","2"
"Big worries","1987","16-34 y.","Female","1197","0.680013286886251","0.659255937375064","0.700770636397438","1"
"Big worries","1987","16-34 y.","Male","1210","0.635159284287823","0.61437657943577","0.655941989139875","1"
"Big worries","1987","35-65 y.","Female","1435","0.583508472789662","0.564739010858507","0.602277934720817","1"
"Big worries","1987","35-65 y.","Male","1369","0.553657002973051","0.534808163078363","0.572505842867739","1"
"Big worries","1987","66 and older","Female","303","0.484633510671189","0.446005049029802","0.523261972312575","1"
"Big worries","1987","66 and older","Male","194","0.466155662237412","0.418560296566804","0.513751027908019","1"
"No worries","1987","35-65 y.","Male","207","0.0493168102904072","0.0411067705139387","0.0575268500668756","3"
"No worries","1987","35-65 y.","Female","189","0.0396640907419074","0.0322332921559183","0.0470948893278966","3"
"No worries","1987","66 and older","Male","46","0.108947988762651","0.0792208574439861","0.138675120081317","3"
"No worries","1987","16-34 y.","Female","106","0.0281286011115922","0.0207711786472485","0.0354860235759358","3"
"No worries","1987","16-34 y.","Male","130","0.0372038643663802","0.0290329569314029","0.0453747718013574","3"
"No worries","1987","66 and older","Female","79","0.120021543740285","0.0949022034867294","0.145140883993841","3"
"Some worries","1987","35-65 y.","Female","1026","0.37682743646843","0.358377257884222","0.395277615052638","2"
"Some worries","1987","16-34 y.","Male","721","0.327636851345797","0.307373679941755","0.34790002274984","2"
"Some worries","1987","35-65 y.","Male","1096","0.397026186736542","0.378474275140877","0.415578098332206","2"
"Some worries","1987","66 and older","Male","182","0.424896348999937","0.377732805454517","0.472059892545357","2"
"Some worries","1987","16-34 y.","Female","637","0.291858112002157","0.271628234514425","0.31208798948989","2"
"Some worries","1987","66 and older","Female","261","0.395344945588526","0.357554279761901","0.433135611415151","2"
"Big worries","1988","16-34 y.","Female","1105","0.66307451668828","0.641605786823879","0.684543246552681","1"
"Big worries","1988","16-34 y.","Male","1099","0.602529850113731","0.580859176261813","0.624200523965648","1"
"Big worries","1988","35-65 y.","Female","1364","0.586262494787203","0.567022055436551","0.605502934137855","1"
"Big worries","1988","35-65 y.","Male","1253","0.530029655838068","0.510608585136083","0.549450726540054","1"
"Big worries","1988","66 and older","Female","259","0.437770974814282","0.398876474598218","0.476665475030345","1"
"Big worries","1988","66 and older","Male","180","0.445805445079443","0.397983431965612","0.493627458193274","1"
"No worries","1988","35-65 y.","Male","179","0.0496971934045112","0.0412408074752469","0.0581535793337756","3"
"No worries","1988","35-65 y.","Female","163","0.0344969022092704","0.0273671675436926","0.0416266368748482","3"
"No worries","1988","66 and older","Male","37","0.0862698021056618","0.0592574481004024","0.113282156110921","3"
"No worries","1988","16-34 y.","Female","109","0.0276374094212884","0.0201914435752364","0.0350833752673405","3"
"No worries","1988","16-34 y.","Male","125","0.0429919908341822","0.0340097966972498","0.0519741849711145","3"
"No worries","1988","66 and older","Female","78","0.12212477312575","0.0964547438397304","0.147794802411769","3"
"Some worries","1988","35-65 y.","Female","990","0.379240603003526","0.360285526187349","0.398195679819703","2"
"Some worries","1988","16-34 y.","Female","648","0.309288073890432","0.288294406266715","0.330281741514149","2"
"Some worries","1988","16-34 y.","Male","735","0.354478159052087","0.333295470331334","0.37566084777284","2"
"Some worries","1988","66 and older","Male","198","0.467924752814895","0.419918414633544","0.515931090996246","2"
"Some worries","1988","35-65 y.","Male","1105","0.42027315075742","0.401065891978881","0.43948040953596","2"
"Some worries","1988","66 and older","Female","288","0.440104252059969","0.401187243556897","0.479021260563041","2"
"Big worries","1989","16-34 y.","Female","1215","0.734986278851153","0.71473789093068","0.755234666771626","1"
"Big worries","1989","16-34 y.","Male","1186","0.668804758134324","0.647747475557194","0.689862040711455","1"
"Big worries","1989","35-65 y.","Female","1407","0.632551289009272","0.613382653875529","0.651719924143014","1"
"Big worries","1989","35-65 y.","Male","1340","0.606646061303122","0.587183506398507","0.626108616207738","1"
