"plh0036","year","migback","regtyp","n","percent","lower_confidence","upper_confidence"
"Big worries","2002","no migration background","Rural Area","1531","0.220292494399106","0.210623000583268","0.229961988214943"
"Big worries","2002","no migration background","Urban Area","2920","0.247053668112822","0.239462695904156","0.254644640321488"
"No worries","2002","direct migration background","Rural Area","95","0.223154022787339","0.185789561747247","0.260518483827432"
"No worries","2002","direct migration background","Urban Area","488","0.213489166046083","0.19679699338429","0.230181338707876"
"No worries","2002","indirect migration background","Rural Area","23","","",""
"No worries","2002","indirect migration background","Urban Area","140","0.19225096744399","0.162610455929402","0.221891478958577"
"No worries","2002","no migration background","Rural Area","1064","0.155864707626831","0.147401832047963","0.1643275832057"
"No worries","2002","no migration background","Urban Area","1871","0.145975854173561","0.139761509681346","0.152190198665775"
"Some worries","2002","direct migration background","Rural Area","280","0.538420038713404","0.493682407809551","0.583157669617257"
"Some worries","2002","direct migration background","Urban Area","1366","0.57312408231194","0.5529753489587","0.593272815665179"
"Some worries","2002","indirect migration background","Rural Area","59","0.592806386368885","0.49503334162747","0.690579431110299"
"Some worries","2002","indirect migration background","Urban Area","379","0.55266719789144","0.515268160763854","0.590066235019027"
"Some worries","2002","no migration background","Rural Area","4462","0.623842797974063","0.612540667779485","0.635144928168641"
"Some worries","2002","no migration background","Urban Area","7610","0.606970477713617","0.598374087758086","0.615566867669148"
"Big worries","2003","direct migration background","Rural Area","124","0.295047977063697","0.253280191238974","0.336815762888419"
"Big worries","2003","direct migration background","Urban Area","434","0.212651294204471","0.195379347595589","0.229923240813353"
"Big worries","2003","indirect migration background","Rural Area","18","","",""
"Big worries","2003","indirect migration background","Urban Area","152","0.238296342737009","0.2062745720162","0.270318113457817"
"Big worries","2003","no migration background","Rural Area","1603","0.242933704927094","0.232702964941774","0.253164444912414"
"Big worries","2003","no migration background","Urban Area","2839","0.258080709946594","0.250257769442988","0.2659036504502"
"No worries","2003","direct migration background","Rural Area","67","0.173214065694873","0.138556067910883","0.207872063478862"
"No worries","2003","direct migration background","Urban Area","410","0.186914731114764","0.17045913860724","0.203370323622288"
"No worries","2003","indirect migration background","Rural Area","15","","",""
"No worries","2003","indirect migration background","Urban Area","131","0.175357728955716","0.146775974277501","0.203939483633931"
"No worries","2003","no migration background","Rural Area","886","0.135681688044305","0.12751222183437","0.14385115425424"
"No worries","2003","no migration background","Urban Area","1710","0.131864273693014","0.125815444633457","0.137913102752572"
"Some worries","2003","direct migration background","Rural Area","267","0.531737957241431","0.486038750544834","0.577437163938027"
"Some worries","2003","direct migration background","Urban Area","1312","0.600433974680765","0.579758731870408","0.621109217491122"
"Some worries","2003","indirect migration background","Rural Area","68","0.671237138640661","0.579622100096742","0.762852177184579"
"Some worries","2003","indirect migration background","Urban Area","397","0.586345928307275","0.549329949036902","0.623361907577649"
"Some worries","2003","no migration background","Rural Area","4261","0.621384607028601","0.609813482079659","0.632955731977543"
"Some worries","2003","no migration background","Urban Area","7470","0.610055016360392","0.601335345467384","0.618774687253399"
"Big worries","2004","direct migration background","Rural Area","111","0.257448765252919","0.216595161554295","0.298302368951544"
"Big worries","2004","direct migration background","Urban Area","425","0.213513684055565","0.195890341409443","0.231137026701687"
"Big worries","2004","indirect migration background","Rural Area","17","","",""
"Big worries","2004","indirect migration background","Urban Area","159","0.226227519427739","0.194895949111343","0.257559089744135"
"Big worries","2004","no migration background","Rural Area","1468","0.232275052756301","0.222091884570478","0.242458220942123"
"Big worries","2004","no migration background","Urban Area","2696","0.243353416928401","0.235563396734018","0.251143437122783"
"No worries","2004","direct migration background","Rural Area","86","0.199380777017106","0.162049194403275","0.236712359630937"
"No worries","2004","direct migration background","Urban Area","405","0.202250401150507","0.184975807676782","0.219524994624232"
"No worries","2004","indirect migration background","Rural Area","25","","",""
"No worries","2004","indirect migration background","Urban Area","135","0.194105018045089","0.164486698619345","0.223723337470833"
"No worries","2004","no migration background","Rural Area","1006","0.157573850382415","0.14878793938216","0.16635976138267"
"No worries","2004","no migration background","Urban Area","1825","0.146604998130564","0.140183701130869","0.153026295130259"
"Some worries","2004","direct migration background","Rural Area","243","0.543170457729975","0.496626113701669","0.589714801758281"
"Some worries","2004","direct migration background","Urban Area","1247","0.584235914793928","0.563040229933571","0.605431599654285"
"Some worries","2004","indirect migration background","Rural Area","70","0.559624683077249","0.467685848400094","0.651563517754403"
"Some worries","2004","indirect migration background","Urban Area","391","0.579667462527172","0.542702627539731","0.616632297514613"
"Some worries","2004","no migration background","Rural Area","4132","0.610151096861284","0.598390058599976","0.621912135122593"
"Some worries","2004","no migration background","Urban Area","7135","0.610041584941035","0.601187122699499","0.618896047182571"
"Big worries","2005","direct migration background","Rural Area","113","0.261055076517763","0.218385042130697","0.30372511090483"
"Big worries","2005","direct migration background","Urban Area","474","0.261445579189987","0.241976985540491","0.280914172839482"
"Big worries","2005","indirect migration background","Rural Area","15","","",""
"Big worries","2005","indirect migration background","Urban Area","185","0.225772615965322","0.195127239088971","0.256417992841673"
"Big worries","2005","no migration background","Rural Area","1702","0.280032843131286","0.268976759012327","0.291088927250245"
"Big worries","2005","no migration background","Urban Area","3145","0.296742459310912","0.288268901984548","0.305216016637276"
"No worries","2005","direct migration background","Rural Area","56","0.166843692556675","0.130621976135604","0.203065408977745"
"No worries","2005","direct migration background","Urban Area","356","0.174496570120149","0.157681233462501","0.191311906777796"
"No worries","2005","indirect migration background","Rural Area","30","0.262242412984632","0.17770679540726","0.346778030562003"
"No worries","2005","indirect migration background","Urban Area","146","0.195883511352098","0.166792856736217","0.224974165967979"
"No worries","2005","no migration background","Rural Area","893","0.144662522090988","0.136001138480608","0.153323905701369"
"No worries","2005","no migration background","Urban Area","1515","0.126019028724577","0.119863182253163","0.132174875195991"
"Some worries","2005","direct migration background","Rural Area","238","0.572101230925562","0.524033032410245","0.62016942944088"
"Some worries","2005","direct migration background","Urban Area","1127","0.564057850689864","0.542087907555303","0.586027793824426"
"Some worries","2005","indirect migration background","Rural Area","59","0.566510544600046","0.471269381770922","0.661751707429171"
"Some worries","2005","indirect migration background","Urban Area","384","0.578343872682581","0.542147308619837","0.614540436745324"
"Some worries","2005","no migration background","Rural Area","3741","0.575304634777725","0.563133580368899","0.587475689186552"
"Some worries","2005","no migration background","Urban Area","6505","0.577238511964511","0.568075376955402","0.586401646973619"
"Big worries","2006","direct migration background","Rural Area","115","0.271699491210515","0.229457633364689","0.313941349056341"
"Big worries","2006","direct migration background","Urban Area","512","0.264870254850723","0.245234580603078","0.284505929098369"
"Big worries","2006","indirect migration background","Rural Area","18","","",""
"Big worries","2006","indirect migration background","Urban Area","191","0.29016146436332","0.256274073374194","0.324048855352446"
"Big worries","2006","no migration background","Rural Area","1741","0.254453729090081","0.244121199440668","0.264786258739494"
"Big worries","2006","no migration background","Urban Area","3187","0.276980546494647","0.268942573562262","0.285018519427033"
"No worries","2006","direct migration background","Rural Area","61","0.13527106018993","0.102793325088865","0.167748795290995"
"No worries","2006","direct migration background","Urban Area","309","0.169004231521611","0.152328095782244","0.185680367260977"
"No worries","2006","indirect migration background","Rural Area","30","0.31851855264754","0.233366806884521","0.403670298410559"
"No worries","2006","indirect migration background","Urban Area","117","0.176419184905256","0.147957245064053","0.204881124746458"
"No worries","2006","no migration background","Rural Area","920","0.1389609936157","0.130755157908702","0.147166829322698"
"No worries","2006","no migration background","Urban Area","1563","0.13187521024493","0.125797785697719","0.13795263479214"
"Some worries","2006","direct migration background","Rural Area","250","0.593029448599555","0.546378238471195","0.639680658727915"
"Some worries","2006","direct migration background","Urban Area","1119","0.566125513627666","0.544071601176812","0.58817942607852"
"Some worries","2006","indirect migration background","Rural Area","67","0.537277614986474","0.446148154521055","0.628407075451893"
"Some worries","2006","indirect migration background","Urban Area","381","0.533419350731425","0.496168497489182","0.570670203973667"
"Some worries","2006","no migration background","Rural Area","4165","0.606585277294219","0.594996538187934","0.618174016400505"
"Some worries","2006","no migration background","Urban Area","7157","0.591144243260423","0.582313877249855","0.599974609270991"
"Big worries","2007","direct migration background","Rural Area","129","0.306097598222471","0.260357726338287","0.351837470106655"
"Big worries","2007","direct migration background","Urban Area","559","0.324640307359241","0.302537458737794","0.346743155980688"
"Big worries","2007","indirect migration background","Rural Area","30","0.28232172767437","0.198583521699404","0.366059933649336"
"Big worries","2007","indirect migration background","Urban Area","259","0.386238237465083","0.349426102811394","0.423050372118773"
"Big worries","2007","no migration background","Rural Area","2229","0.353107338311255","0.341434549149054","0.364780127473456"
"Big worries","2007","no migration background","Urban Area","4217","0.391290779543585","0.382233713842054","0.400347845245116"
"No worries","2007","direct migration background","Rural Area","41","0.12035832055978","0.0880654429518029","0.152651198167758"
"No worries","2007","direct migration background","Urban Area","224","0.125351155074634","0.109721100520628","0.140981209628641"
"No worries","2007","indirect migration background","Rural Area","27","","",""
"No worries","2007","indirect migration background","Urban Area","99","0.151035191737925","0.123961506582379","0.178108876893471"
"No worries","2007","no migration background","Rural Area","729","0.114504162869739","0.106727217337757","0.122281108401721"
"No worries","2007","no migration background","Urban Area","1128","0.103947799973874","0.0982840108237096","0.109611589124039"
"Some worries","2007","direct migration background","Rural Area","220","0.573544081217749","0.524460497759868","0.622627664675629"
"Some worries","2007","direct migration background","Urban Area","941","0.550008537566125","0.52652484897107","0.57349222616118"
"Some worries","2007","indirect migration background","Rural Area","54","0.488594748227371","0.395603175951026","0.581586320503716"
"Some worries","2007","indirect migration background","Urban Area","314","0.462726570796992","0.425028132861862","0.500425008732122"
"Some worries","2007","no migration background","Rural Area","3482","0.532388498819006","0.520202473336916","0.544574524301096"
"Some worries","2007","no migration background","Urban Area","5809","0.50476142048254","0.495482807027336","0.514040033937745"
"Big worries","2008","direct migration background","Rural Area","110","0.297243482836563","0.249154901490577","0.34533206418255"
"Big worries","2008","direct migration background","Urban Area","398","0.269811672064395","0.247799880781422","0.291823463347369"
"Big worries","2008","indirect migration background","Rural Area","26","","",""
"Big worries","2008","indirect migration background","Urban Area","196","0.302708408115761","0.267551098986002","0.33786571724552"
"Big worries","2008","no migration background","Rural Area","1570","0.269961903713192","0.258808533447767","0.281115273978616"
"Big worries","2008","no migration background","Urban Area","3004","0.297369990498347","0.288666177987095","0.3060738030096"
"No worries","2008","direct migration background","Rural Area","57","0.190322577979573","0.149019299638693","0.231625856320453"
"No worries","2008","direct migration background","Urban Area","234","0.156796843934144","0.138764908387893","0.174828779480395"
"No worries","2008","indirect migration background","Rural Area","29","","",""
"No worries","2008","indirect migration background","Urban Area","112","0.178261404971135","0.14897327275134","0.207549537190929"
"No worries","2008","no migration background","Rural Area","796","0.139963521107414","0.131246903723166","0.148680138491662"
"No worries","2008","no migration background","Urban Area","1398","0.128338639267044","0.121969947606438","0.134707330927649"
"Some worries","2008","direct migration background","Rural Area","180","0.512433939183863","0.459842018701278","0.565025859666449"
"Some worries","2008","direct migration background","Urban Area","930","0.573391484001461","0.548864284938841","0.597918683064081"
"Some worries","2008","indirect migration background","Rural Area","58","0.445085669267174","0.353454412065267","0.536716926469081"
"Some worries","2008","indirect migration background","Urban Area","348","0.519030186913104","0.480796041297015","0.557264332529194"
"Some worries","2008","no migration background","Rural Area","3720","0.590074575179395","0.577718287929313","0.602430862429476"
"Some worries","2008","no migration background","Urban Area","6193","0.574291370234609","0.564876377641841","0.583706362827378"
"Big worries","2009","direct migration background","Rural Area","86","0.235470378471262","0.188540593289106","0.282400163653419"
"Big worries","2009","direct migration background","Urban Area","365","0.274020601307363","0.250193055289334","0.297848147325392"
"Big worries","2009","indirect migration background","Rural Area","23","","",""
"Big worries","2009","indirect migration background","Urban Area","158","0.240263750318974","0.205934433686217","0.274593066951732"
"Big worries","2009","no migration background","Rural Area","1420","0.245151140722414","0.23407933395968","0.256222947485149"
"Big worries","2009","no migration background","Urban Area","2676","0.279127232950814","0.270280845044306","0.287973620857322"
"No worries","2009","direct migration background","Rural Area","45","0.15709301216924","0.116844342744584","0.197341681593896"
"No worries","2009","direct migration background","Urban Area","172","0.127482943124954","0.109665779656623","0.145300106593286"
"No worries","2009","indirect migration background","Rural Area","29","","",""
"No worries","2009","indirect migration background","Urban Area","88","0.1411734674994","0.113195325138868","0.169151609859933"
"No worries","2009","no migration background","Rural Area","829","0.144700482122166","0.135645957807145","0.153755006437187"
"No worries","2009","no migration background","Urban Area","1319","0.138334212858398","0.131525425197594","0.145143000519202"
"Some worries","2009","direct migration background","Rural Area","183","0.607436609359498","0.553424809916283","0.661448408802712"
"Some worries","2009","direct migration background","Urban Area","809","0.598496455567683","0.572308533235584","0.624684377899782"
"Some worries","2009","indirect migration background","Rural Area","64","0.59034710317222","0.500855800519926","0.679838405824514"
"Some worries","2009","indirect migration background","Urban Area","349","0.618562782181625","0.579533278013389","0.657592286349862"
"Some worries","2009","no migration background","Rural Area","3550","0.61014837715542","0.597595625404579","0.622701128906261"
"Some worries","2009","no migration background","Urban Area","5882","0.582538554190788","0.572813185211833","0.592263923169743"
"Big worries","2010","direct migration background","Rural Area","164","0.330312384155264","0.293110711438712","0.367514056871817"
"Big worries","2010","direct migration background","Urban Area","664","0.303901152882008","0.284984636756456","0.322817669007561"
"Big worries","2010","indirect migration background","Rural Area","49","0.212546392837111","0.155705497438332","0.269387288235889"
"Big worries","2010","indirect migration background","Urban Area","299","0.302925343715746","0.273704433511468","0.332146253920025"
"Big worries","2010","no migration background","Rural Area","1952","0.279974952615467","0.26974933309458","0.290200572136355"
"Big worries","2010","no migration background","Urban Area","3839","0.313830605358876","0.305709259392269","0.321951951325484"
"No worries","2010","direct migration background","Rural Area","78","0.0855082518750322","0.0633896427028062","0.107626861047258"
"No worries","2010","direct migration background","Urban Area","329","0.127140910261546","0.113439847631311","0.140841972891781"
"No worries","2010","indirect migration background","Rural Area","34","0.164095105929344","0.112637710389676","0.215552501469011"
"No worries","2010","indirect migration background","Urban Area","123","0.130949405892789","0.109497761697839","0.152401050087738"
"No worries","2010","no migration background","Rural Area","976","0.135212198048654","0.12742432342607","0.143000072671238"
"No worries","2010","no migration background","Urban Area","1409","0.114719783430677","0.109142480528373","0.120297086332981"
"Some worries","2010","direct migration background","Rural Area","372","0.584179363969703","0.545195037943165","0.623163689996242"
"Some worries","2010","direct migration background","Urban Area","1278","0.568957936856445","0.548590356877984","0.589325516834907"
"Some worries","2010","indirect migration background","Rural Area","116","0.623358501233546","0.556036877712874","0.690680124754218"
"Some worries","2010","indirect migration background","Urban Area","528","0.566125250391465","0.534609711379568","0.597640789403363"
"Some worries","2010","no migration background","Rural Area","4478","0.584812849335879","0.573590426124051","0.596035272547707"
"Some worries","2010","no migration background","Urban Area","7294","0.571449611210447","0.562788879002566","0.580110343418328"
"Big worries","2011","direct migration background","Rural Area","134","0.282867521078189","0.241528812226119","0.324206229930259"
"Big worries","2011","direct migration background","Urban Area","412","0.262832360143214","0.240733078533599","0.284931641752829"
"Big worries","2011","indirect migration background","Rural Area","36","0.302961755383695","0.225729121716763","0.380194389050627"
"Big worries","2011","indirect migration background","Urban Area","204","0.290590861450991","0.25584640379872","0.325335319103262"
"Big worries","2011","no migration background","Rural Area","1882","0.296007162676356","0.284943614097078","0.307070711255634"
"Big worries","2011","no migration background","Urban Area","3592","0.32130641445707","0.31269217530447","0.32992065360967"
"No worries","2011","direct migration background","Rural Area","59","0.12537965265693","0.0949855735699712","0.155773731743888"
"No worries","2011","direct migration background","Urban Area","193","0.124627254575371","0.108044425210413","0.141210083940329"
"No worries","2011","indirect migration background","Rural Area","21","","",""
"No worries","2011","indirect migration background","Urban Area","92","0.155042605084729","0.127345198557552","0.182740011611907"
"No worries","2011","no migration background","Rural Area","832","0.122350150903582","0.114408292992496","0.130292008814668"
"No worries","2011","no migration background","Urban Area","1243","0.113285243416948","0.107438702498015","0.119131784335881"
"Some worries","2011","direct migration background","Rural Area","263","0.591752826264881","0.546640270332787","0.636865382196976"
"Some worries","2011","direct migration background","Urban Area","919","0.612540385281415","0.588081526343238","0.636999244219591"
"Some worries","2011","indirect migration background","Rural Area","79","0.494967372943984","0.410938867133947","0.578995878754021"
"Some worries","2011","indirect migration background","Urban Area","360","0.55436653346428","0.516331520136976","0.592401546791583"
"Some worries","2011","no migration background","Rural Area","3826","0.581642686420063","0.569687371089072","0.593598001751053"
"Some worries","2011","no migration background","Urban Area","6454","0.565408342125981","0.556264217146547","0.574552467105416"
"Big worries","2012","direct migration background","Rural Area","133","0.255417550892283","0.215780313269998","0.295054788514569"
"Big worries","2012","direct migration background","Urban Area","392","0.27276161146998","0.249978392461684","0.295544830478277"
"Big worries","2012","indirect migration background","Rural Area","34","0.22664035581509","0.15896215601662","0.29431855561356"
"Big worries","2012","indirect migration background","Urban Area","168","0.254682982528105","0.221111815953112","0.288254149103098"
"Big worries","2012","no migration background","Rural Area","1717","0.26831478964465","0.257664672891352","0.278964906397949"
"Big worries","2012","no migration background","Urban Area","3249","0.28575441638729","0.277352662365532","0.294156170409048"
"No worries","2012","direct migration background","Rural Area","56","0.118945487501408","0.0895218074263802","0.148369167576436"
"No worries","2012","direct migration background","Urban Area","209","0.134028773210822","0.1166012441531","0.151456302268545"
"No worries","2012","indirect migration background","Rural Area","20","","",""
"No worries","2012","indirect migration background","Urban Area","109","0.170241834956897","0.141281414428562","0.199202255485233"
"No worries","2012","no migration background","Rural Area","932","0.135895580942794","0.127658834350612","0.144132327534976"
"No worries","2012","no migration background","Urban Area","1317","0.122522599053265","0.11642476255212","0.12862043555441"
"Some worries","2012","direct migration background","Rural Area","276","0.625636961606308","0.58164946003104","0.669624463181577"
"Some worries","2012","direct migration background","Urban Area","867","0.593209615319197","0.56808065655693","0.618338574081464"
"Some worries","2012","indirect migration background","Rural Area","93","0.561646431678692","0.481435566878889","0.641857296478496"
"Some worries","2012","indirect migration background","Urban Area","370","0.575075182514998","0.536984889642025","0.613165475387971"
"Some worries","2012","no migration background","Rural Area","4000","0.595789629412556","0.583994027148973","0.607585231676138"
"Some worries","2012","no migration background","Urban Area","6541","0.591722984559445","0.582582138600092","0.600863830518798"
"Big worries","2013","direct migration background","Rural Area","112","0.288703165301633","0.243670826704008","0.333735503899258"
"Big worries","2013","direct migration background","Urban Area","317","0.259002512266317","0.235077591089786","0.282927433442847"
"Big worries","2013","indirect migration background","Rural Area","38","0.23614490172139","0.164765416011982","0.307524387430797"
"Big worries","2013","indirect migration background","Urban Area","170","0.272796006469004","0.236454132647529","0.309137880290479"
"Big worries","2013","no migration background","Rural Area","1483","0.244921915996291","0.234148667983075","0.255695164009507"
"Big worries","2013","no migration background","Urban Area","2824","0.27021881954819","0.261667299848742","0.278770339247638"
"No worries","2013","direct migration background","Rural Area","52","0.129428098347669","0.0960708745712182","0.16278532212412"
"No worries","2013","direct migration background","Urban Area","235","0.177101686395402","0.156253196956304","0.1979501758345"
"No worries","2013","indirect migration background","Rural Area","31","0.312882282131811","0.234955867345386","0.390808696918235"
"No worries","2013","indirect migration background","Urban Area","94","0.183965938896784","0.152351677611019","0.215580200182549"
"No worries","2013","no migration background","Rural Area","953","0.151870490170158","0.142879558734771","0.160861421605545"
"No worries","2013","no migration background","Urban Area","1409","0.139711467238134","0.133035299061417","0.14638763541485"
"Some worries","2013","direct migration background","Rural Area","225","0.581868736350698","0.532852256097235","0.630885216604162"
"Some worries","2013","direct migration background","Urban Area","736","0.563895801338282","0.536813552514843","0.59097805016172"
"Some worries","2013","indirect migration background","Rural Area","67","0.4509728161468","0.367345002468979","0.534600629824621"
"Some worries","2013","indirect migration background","Urban Area","313","0.543238054634212","0.502593699810788","0.583882409457636"
"Some worries","2013","no migration background","Rural Area","3685","0.603207593833551","0.590951502818725","0.615463684848377"
"Some worries","2013","no migration background","Urban Area","6126","0.590069713213676","0.580598713147126","0.599540713280227"
"Big worries","2014","direct migration background","Rural Area","296","0.250012723932372","0.226026939279648","0.273998508585095"
"Big worries","2014","direct migration background","Urban Area","1030","0.26341798558146","0.249471377138766","0.277364594024154"
"Big worries","2014","indirect migration background","Rural Area","88","0.253857396922659","0.206613564411617","0.301101229433701"
"Big worries","2014","indirect migration background","Urban Area","426","0.259396520099555","0.236936979178771","0.281856061020339"
"Big worries","2014","no migration background","Rural Area","1881","0.243971530766755","0.23436883735221","0.2535742241813"
"Big worries","2014","no migration background","Urban Area","3554","0.280545197368804","0.272677546772755","0.288412847964853"
"No worries","2014","direct migration background","Rural Area","244","0.19534529824783","0.17338429457526","0.217306301920399"
"No worries","2014","direct migration background","Urban Area","700","0.181995372674077","0.169778968463742","0.194211776884412"
"No worries","2014","indirect migration background","Rural Area","59","0.170328694169564","0.129521546971891","0.211135841367237"
"No worries","2014","indirect migration background","Urban Area","262","0.202046742731005","0.181471707828515","0.222621777633494"
"No worries","2014","no migration background","Rural Area","1219","0.16166076622237","0.153429500439244","0.169892032005496"
"No worries","2014","no migration background","Urban Area","1628","0.135322713164437","0.129332334702618","0.141313091626257"
"Some worries","2014","direct migration background","Rural Area","712","0.554641977819798","0.52711193199321","0.582172023646387"
"Some worries","2014","direct migration background","Urban Area","2102","0.554586641744463","0.538850376693046","0.57032290679588"
"Some worries","2014","indirect migration background","Rural Area","179","0.575813908907777","0.522165286008551","0.629462531807003"
"Some worries","2014","indirect migration background","Urban Area","775","0.53855673716944","0.51301203671796","0.56410143762092"
"Some worries","2014","no migration background","Rural Area","4584","0.594367703010875","0.583389069755183","0.605346336266566"
"Some worries","2014","no migration background","Urban Area","7344","0.584132089466759","0.575500811064841","0.592763367868677"
"Big worries","2015","direct migration background","Rural Area","231","0.245309405431375","0.219600503710426","0.271018307152324"
"Big worries","2015","direct migration background","Urban Area","774","0.260472784097412","0.245301726431092","0.275643841763731"
"Big worries","2015","indirect migration background","Rural Area","73","0.285768376186696","0.234730632745105","0.336806119628287"
"Big worries","2015","indirect migration background","Urban Area","372","0.261025112598865","0.237359151036073","0.284691074161658"
"Big worries","2015","no migration background","Rural Area","1682","0.238340554204436","0.228551934547982","0.248129173860889"
"Big worries","2015","no migration background","Urban Area","3286","0.276597934710214","0.268529779255927","0.284666090164502"
"No worries","2015","direct migration background","Rural Area","223","0.15752147179952","0.135754838722348","0.179288104876693"
"No worries","2015","direct migration background","Urban Area","611","0.185603348229697","0.172164300530569","0.199042395928826"
"No worries","2015","indirect migration background","Rural Area","54","0.143686615347667","0.104059782154365","0.18331344854097"
"No worries","2015","indirect migration background","Urban Area","235","0.21081120090435","0.188832325532801","0.2327900762759"
"No worries","2015","no migration background","Rural Area","1162","0.159906433570734","0.151485914507068","0.1683269526344"
"No worries","2015","no migration background","Urban Area","1550","0.132179188325541","0.126070380126692","0.138287996524391"
"Some worries","2015","direct migration background","Rural Area","622","0.597169122769104","0.567863429251006","0.626474816287203"
"Some worries","2015","direct migration background","Urban Area","1830","0.553923867672891","0.536741336718185","0.571106398627597"
"Some worries","2015","indirect migration background","Rural Area","174","0.570545008465636","0.514624820084399","0.626465196846873"
"Some worries","2015","indirect migration background","Urban Area","716","0.528163686496784","0.501263944220043","0.555063428773526"
"Some worries","2015","no migration background","Rural Area","4434","0.60175301222483","0.590506251602331","0.61299977284733"
"Some worries","2015","no migration background","Urban Area","6972","0.591222876964245","0.582355833742833","0.600089920185656"
"Big worries","2016","direct migration background","Rural Area","315","0.2569400409835","0.232441494832126","0.281438587134874"
"Big worries","2016","direct migration background","Urban Area","964","0.274095918111081","0.25941858372335","0.288773252498812"
"Big worries","2016","indirect migration background","Rural Area","77","0.264219996595202","0.214655793160422","0.313784200029981"
"Big worries","2016","indirect migration background","Urban Area","374","0.256470343655435","0.232155013971274","0.280785673339595"
"Big worries","2016","no migration background","Rural Area","1763","0.256501558107516","0.246128866665237","0.266874249549795"
"Big worries","2016","no migration background","Urban Area","3343","0.298872972614133","0.29034404489133","0.307401900336935"
"No worries","2016","direct migration background","Rural Area","239","0.169206617395049","0.148184925130349","0.190228309659748"
"No worries","2016","direct migration background","Urban Area","594","0.178797535064409","0.166189071400244","0.191405998728573"
"No worries","2016","indirect migration background","Rural Area","66","0.179148394303721","0.136041167427326","0.222255621180117"
"No worries","2016","indirect migration background","Urban Area","215","0.217384464073374","0.194417641160074","0.240351286986675"
"No worries","2016","no migration background","Rural Area","998","0.152254864924592","0.143721414570615","0.16078831527857"
"No worries","2016","no migration background","Urban Area","1387","0.132776380472498","0.126454027774643","0.139098733170353"
"Some worries","2016","direct migration background","Rural Area","668","0.573853341621452","0.546127005157436","0.601579678085468"
"Some worries","2016","direct migration background","Urban Area","1990","0.54710654682451","0.530727438216848","0.563485655432172"
"Some worries","2016","indirect migration background","Rural Area","161","0.556631609101077","0.500787470614696","0.612475747587458"
"Some worries","2016","indirect migration background","Urban Area","650","0.526145192271191","0.498342433815554","0.553947950726828"
"Some worries","2016","no migration background","Rural Area","4048","0.591243576967892","0.579566828182978","0.602920325752805"
"Some worries","2016","no migration background","Urban Area","6336","0.568350646913369","0.559122245339256","0.577579048487482"
"Big worries","2017","direct migration background","Rural Area","322","0.280476912475664","0.255059672231272","0.305894152720056"
"Big worries","2017","direct migration background","Urban Area","1069","0.312842162525935","0.297307601690201","0.32837672336167"
"Big worries","2017","indirect migration background","Rural Area","91","0.313268084960132","0.261129049718821","0.365407120201443"
"Big worries","2017","indirect migration background","Urban Area","475","0.309724461988289","0.285521245836262","0.333927678140315"
"Big worries","2017","no migration background","Rural Area","2496","0.317241185918081","0.306961524137306","0.327520847698857"
"Big worries","2017","no migration background","Urban Area","4357","0.350479695443068","0.342068667317422","0.358890723568713"
"No worries","2017","direct migration background","Rural Area","242","0.175424190099705","0.153905417157297","0.196942963042114"
"No worries","2017","direct migration background","Urban Area","517","0.159166042323081","0.146908922870287","0.171423161775875"
"No worries","2017","indirect migration background","Rural Area","57","0.139347794664966","0.100418620379419","0.178276968950513"
"No worries","2017","indirect migration background","Urban Area","205","0.158422464275428","0.139309434621503","0.177535493929352"
"No worries","2017","no migration background","Rural Area","917","0.115778215022309","0.108711063287013","0.122845366757606"
"No worries","2017","no migration background","Urban Area","1273","0.112915230468216","0.107335925358428","0.118494535578003"
"Some worries","2017","direct migration background","Rural Area","636","0.544098897424631","0.515919499347154","0.572278295502108"
"Some worries","2017","direct migration background","Urban Area","1836","0.527991795150983","0.511265627354952","0.544717962947015"
"Some worries","2017","indirect migration background","Rural Area","156","0.547384120374902","0.491431260426342","0.603336980323462"
"Some worries","2017","indirect migration background","Urban Area","722","0.531853073736284","0.505733805282824","0.557972342189744"
"Some worries","2017","no migration background","Rural Area","4461","0.566980599059609","0.556036294694005","0.577924903425214"
"Some worries","2017","no migration background","Urban Area","6731","0.536605074088717","0.527814356819256","0.545395791358178"
"Big worries","2018","direct migration background","Rural Area","249","0.252493253118917","0.227072751866377","0.277913754371458"
"Big worries","2018","direct migration background","Urban Area","876","0.276469060460318","0.26117466814883","0.291763452771806"
"Big worries","2018","indirect migration background","Rural Area","86","0.289262395536572","0.239427314664944","0.3390974764082"
"Big worries","2018","indirect migration background","Urban Area","430","0.296831514952993","0.272831408019787","0.3208316218862"
"Big worries","2018","no migration background","Rural Area","2174","0.286599652845373","0.276414302873243","0.296785002817502"
"Big worries","2018","no migration background","Urban Area","4076","0.334843254678466","0.326405384532637","0.343281124824295"
"No worries","2018","direct migration background","Rural Area","223","0.174152837228652","0.151962352952265","0.19634332150504"
"No worries","2018","direct migration background","Urban Area","599","0.163216876427918","0.150579137147062","0.175854615708775"
"No worries","2018","indirect migration background","Rural Area","66","0.192877267217038","0.149511718819131","0.236242815614945"
"No worries","2018","indirect migration background","Urban Area","201","0.15856279526862","0.139374341708344","0.177751248828896"
"No worries","2018","no migration background","Rural Area","1089","0.137616933804437","0.129857008933135","0.145376858675739"
"No worries","2018","no migration background","Urban Area","1299","0.112560325301662","0.106909496492807","0.118211154110518"
