"plh0036","year","e11102","sampreg","n","percent","lower_confidence","upper_confidence"
"Some worries","1986","Not Employed","West Germany","1787","0.462741563321191","0.44705668325461","0.478426443387773"
"Some worries","1986","Not Employed","East Germany","","","",""
"Some worries","1986","Employed","West Germany","3135","0.468264903814436","0.45624649506841","0.480283312560462"
"Some worries","1986","Employed","East Germany","","","",""
"No worries","1986","Not Employed","West Germany","524","0.140606817531589","0.129671800422949","0.15154183464023"
"No worries","1986","Not Employed","East Germany","","","",""
"No worries","1986","Employed","West Germany","676","0.0791108725704106","0.0726099459658583","0.0856117991749629"
"No worries","1986","Employed","East Germany","","","",""
"Big worries","1987","Not Employed","West Germany","1982","0.546992573065151","0.531032682173325","0.562952463956977"
"Big worries","1987","Not Employed","East Germany","","","",""
"Big worries","1987","Employed","West Germany","3726","0.606083227610584","0.594340391859059","0.61782606336211"
"Big worries","1987","Employed","East Germany","","","",""
"Some worries","1987","Not Employed","West Germany","1436","0.378769342273452","0.363216835756264","0.394321848790641"
"Some worries","1987","Not Employed","East Germany","","","",""
"Some worries","1987","Employed","West Germany","2487","0.354910738377809","0.343411367176839","0.366410109578779"
"Some worries","1987","Employed","East Germany","","","",""
"No worries","1987","Not Employed","West Germany","319","0.0742380846613967","0.0658328551510908","0.0826433141717026"
"No worries","1987","Not Employed","East Germany","","","",""
"No worries","1987","Employed","West Germany","438","0.0390060340116068","0.0343530576624221","0.0436590103607916"
"No worries","1987","Employed","East Germany","","","",""
"Big worries","1988","Not Employed","West Germany","1832","0.534134417314101","0.517657700659897","0.550611133968306"
"Big worries","1988","Not Employed","East Germany","","","",""
"Big worries","1988","Employed","West Germany","3428","0.579588062027425","0.567488796417842","0.591687327637007"
"Big worries","1988","Employed","East Germany","","","",""
"Some worries","1988","Not Employed","West Germany","1391","0.394633657017282","0.378489280586237","0.410778033448326"
"Some worries","1988","Not Employed","East Germany","","","",""
"Some worries","1988","Employed","West Germany","2573","0.381288900998507","0.369383807508719","0.393193994488295"
"Some worries","1988","Employed","East Germany","","","",""
"No worries","1988","Not Employed","West Germany","298","0.0712319256686169","0.0627360908444176","0.0797277604928162"
"No worries","1988","Not Employed","East Germany","","","",""
"No worries","1988","Employed","West Germany","393","0.0391230369740681","0.0343706483705645","0.0438754255775718"
"No worries","1988","Employed","East Germany","","","",""
"Big worries","1989","Not Employed","West Germany","1935","0.595902283707511","0.57939563439671","0.612408933018311"
"Big worries","1989","Not Employed","East Germany","","","",""
"Big worries","1989","Employed","West Germany","3721","0.645951984591942","0.634064530358072","0.657839438825812"
"Big worries","1989","Employed","East Germany","","","",""
"Some worries","1989","Not Employed","West Germany","1208","0.344201568520421","0.328219984916483","0.360183152124359"
"Some worries","1989","Not Employed","East Germany","","","",""
"Some worries","1989","Employed","West Germany","2128","0.318042983416228","0.306466435657673","0.329619531174783"
"Some worries","1989","Employed","East Germany","","","",""
"No worries","1989","Not Employed","West Germany","252","0.0598961477720687","0.0519140771918933","0.067878218352244"
"No worries","1989","Not Employed","East Germany","","","",""
"No worries","1989","Employed","West Germany","368","0.0360050319918299","0.0313740121541148","0.040636051829545"
"No worries","1989","Employed","East Germany","","","",""
"Big worries","1990","Not Employed","West Germany","1838","0.564362220271178","0.547470424235258","0.581254016307098"
"Big worries","1990","Not Employed","East Germany","","","",""
"Big worries","1990","Employed","West Germany","3778","0.657790497658543","0.645905714605249","0.669675280711837"
"Big worries","1990","Employed","East Germany","","","",""
"Some worries","1990","Not Employed","West Germany","1187","0.354544406231293","0.338247596411048","0.370841216051538"
"Some worries","1990","Not Employed","East Germany","","","",""
"Some worries","1990","Employed","West Germany","2055","0.311177463163184","0.299580102315019","0.322774824011348"
"Some worries","1990","Employed","East Germany","","","",""
"No worries","1990","Not Employed","West Germany","285","0.081093373497529","0.0717938120249884","0.0903929349700696"
"No worries","1990","Not Employed","East Germany","","","",""
"No worries","1990","Employed","West Germany","289","0.0310320391782732","0.0266883244595092","0.0353757538970372"
"No worries","1990","Employed","East Germany","","","",""
"Big worries","1991","Not Employed","West Germany","1524","0.480713735709519","0.463520629276633","0.497906842142405"
"Big worries","1991","Not Employed","East Germany","","","",""
"Big worries","1991","Employed","West Germany","3125","0.54942469823326","0.537000731870217","0.561848664596302"
"Big worries","1991","Employed","East Germany","","","",""
"Some worries","1991","Not Employed","West Germany","1424","0.43930470813867","0.422226037950972","0.456383378326367"
"Some worries","1991","Not Employed","East Germany","","","",""
"Some worries","1991","Employed","West Germany","2661","0.40959786847062","0.397318520996509","0.421877215944731"
"Some worries","1991","Employed","East Germany","","","",""
"No worries","1991","Not Employed","West Germany","296","0.0799815561518111","0.0706468455138914","0.0893162667897308"
"No worries","1991","Not Employed","East Germany","","","",""
"No worries","1991","Employed","West Germany","375","0.0409774332961203","0.0360273868268696","0.045927479765371"
"No worries","1991","Employed","East Germany","","","",""
"Big worries","1992","Not Employed","West Germany","1692","0.545730432578962","0.52847924450284","0.562981620655084"
"Big worries","1992","Not Employed","East Germany","604","0.576504406150508","0.546343490510704","0.606665321790313"
"Big worries","1992","Employed","West Germany","3503","0.605511610763837","0.593273834720631","0.617749386807043"
"Big worries","1992","Employed","East Germany","1662","0.579123093978947","0.561249858721757","0.596996329236137"
"Some worries","1992","Not Employed","West Germany","1274","0.386786371595805","0.369912506111045","0.403660237080565"
"Some worries","1992","Not Employed","East Germany","393","0.383092148584879","0.353417845181272","0.412766451988485"
"Some worries","1992","Employed","West Germany","2347","0.363428244001216","0.351384620472165","0.375471867530268"
"Some worries","1992","Employed","East Germany","1192","0.396252036255325","0.378544677968322","0.413959394542328"
"No worries","1992","Not Employed","West Germany","234","0.0674831958252337","0.058791605338437","0.0761747863120303"
"No worries","1992","Not Employed","East Germany","34","0.0404034452646129","0.0283843355875912","0.0524225549416346"
"No worries","1992","Employed","West Germany","277","0.0310601452349461","0.026716300417393","0.0354039900524993"
"No worries","1992","Employed","East Germany","77","0.0246248697657284","0.0190142221654926","0.0302355173659641"
"Big worries","1993","Not Employed","West Germany","1499","0.487884094013615","0.470428474119536","0.505339713907693"
"Big worries","1993","Not Employed","East Germany","617","0.467313224267735","0.439621190184182","0.495005258351287"
"Big worries","1993","Employed","West Germany","3122","0.527776067445535","0.515259340090334","0.540292794800736"
"Big worries","1993","Employed","East Germany","1239","0.490170841408895","0.470854971597401","0.509486711220388"
"Some worries","1993","Not Employed","West Germany","1426","0.445272637001981","0.427916798019992","0.46262847598397"
"Some worries","1993","Not Employed","East Germany","588","0.492035939641036","0.464288062029176","0.519783817252896"
"Some worries","1993","Employed","West Germany","2702","0.438868677623818","0.426426640350808","0.451310714896827"
"Some worries","1993","Employed","East Germany","1274","0.486768100872996","0.467455263934921","0.506080937811072"
"No worries","1993","Not Employed","West Germany","225","0.0668432689844043","0.058121613025731","0.0755649249430776"
"No worries","1993","Not Employed","East Germany","42","0.0406508360912292","0.0296901445423184","0.05161152764014"
"No worries","1993","Employed","West Germany","287","0.0333552549306474","0.0288532338062403","0.0378572760550545"
"No worries","1993","Employed","East Germany","60","0.0230610577181087","0.0172614112603902","0.0288607041758271"
"Big worries","1994","Not Employed","West Germany","1167","0.367765947256487","0.351097992951485","0.384433901561489"
"Big worries","1994","Not Employed","East Germany","501","0.35608133783068","0.330298526868684","0.381864148792675"
"Big worries","1994","Employed","West Germany","2355","0.418674399545259","0.406056037178417","0.431292761912101"
"Big worries","1994","Employed","East Germany","894","0.37826392231269","0.359037521777535","0.397490322847845"
"Some worries","1994","Not Employed","West Germany","1766","0.550569090682942","0.53337437559042","0.567763805775465"
"Some worries","1994","Not Employed","East Germany","746","0.578116449205713","0.551524871117998","0.604708027293427"
"Some worries","1994","Employed","West Germany","3139","0.530011225766436","0.517245622473051","0.54277682905982"
"Some worries","1994","Employed","East Germany","1443","0.579394486425785","0.559823074850788","0.598965898000781"
"No worries","1994","Not Employed","West Germany","282","0.0816649620605707","0.0721987536449678","0.0911311704761736"
"No worries","1994","Not Employed","East Germany","78","0.0658022129636076","0.0524522574442054","0.0791521684830098"
"No worries","1994","Employed","West Germany","378","0.0513143746883053","0.0456710407736994","0.0569577086029113"
"No worries","1994","Employed","East Germany","107","0.0423415912615256","0.0343582188087553","0.0503249637142959"
"Big worries","1995","Not Employed","West Germany","1484","0.4265199821763","0.410104601689308","0.442935362663292"
"Big worries","1995","Not Employed","East Germany","565","0.44155043584666","0.414536187888567","0.468564683804754"
"Big worries","1995","Employed","West Germany","2643","0.459026527405197","0.446515189807653","0.471537865002741"
"Big worries","1995","Employed","East Germany","956","0.411544064430309","0.391760768601773","0.431327360258845"
"Some worries","1995","Not Employed","West Germany","1721","0.49757907037469","0.480983696886513","0.514174443862867"
"Some worries","1995","Not Employed","East Germany","684","0.51939179886548","0.492211521927542","0.546572075803418"
"Some worries","1995","Employed","West Germany","3092","0.491857201978993","0.479305307752372","0.504409096205614"
"Some worries","1995","Employed","East Germany","1329","0.548676235717743","0.528671368355331","0.568681103080154"
"No worries","1995","Not Employed","West Germany","282","0.0759009474490098","0.0671106215167219","0.0846912733812977"
"No worries","1995","Not Employed","East Germany","49","0.03905776528786","0.0285184333903819","0.0495970971853381"
"No worries","1995","Employed","West Germany","359","0.0491162706158096","0.0436903521182884","0.0545421891133308"
"No worries","1995","Employed","East Germany","92","0.0397796998519484","0.0319228275837926","0.0476365721201041"
"Big worries","1996","Not Employed","West Germany","1177","0.36983302285966","0.353482893941422","0.386183151777899"
"Big worries","1996","Not Employed","East Germany","521","0.409379252682521","0.382556568649305","0.436201936715737"
"Big worries","1996","Employed","West Germany","2188","0.380661429017282","0.36841225015811","0.392910607876453"
"Big worries","1996","Employed","East Germany","822","0.347118307862699","0.32804071797032","0.366195897755077"
"Some worries","1996","Not Employed","West Germany","1854","0.547163335963175","0.530304802093647","0.564021869832703"
"Some worries","1996","Not Employed","East Germany","682","0.518844783244271","0.491589776330364","0.546099790158179"
"Some worries","1996","Employed","West Germany","3391","0.557708067939501","0.545178634085066","0.570237501793937"
"Some worries","1996","Employed","East Germany","1438","0.596007948652958","0.576343583081185","0.615672314224731"
"No worries","1996","Not Employed","West Germany","318","0.0830036411771648","0.0736598549250277","0.0923474274293019"
"No worries","1996","Not Employed","East Germany","88","0.0717759640732072","0.0576960212178782","0.0858559069285361"
"No worries","1996","Employed","West Germany","457","0.0616305030432172","0.0555637226750825","0.067697283411352"
"No worries","1996","Employed","East Germany","132","0.0568737434843433","0.0475924537843782","0.0661550331843085"
"Big worries","1997","Not Employed","West Germany","1086","0.335053602044742","0.319178566193818","0.350928637895667"
"Big worries","1997","Not Employed","East Germany","537","0.422939351996752","0.39632880046885","0.449549903524655"
"Big worries","1997","Employed","West Germany","1982","0.35751596033942","0.345213479348449","0.36981844133039"
"Big worries","1997","Employed","East Germany","753","0.333955438277936","0.314735314597771","0.353175561958101"
"Some worries","1997","Not Employed","West Germany","1910","0.562404507334242","0.545719551301674","0.57908946336681"
"Some worries","1997","Not Employed","East Germany","696","0.509479989041989","0.482552489417061","0.536407488666916"
"Some worries","1997","Employed","West Germany","3345","0.569316722210441","0.556606012843072","0.582027431577811"
"Some worries","1997","Employed","East Germany","1404","0.596452742525884","0.576458935567995","0.616446549483774"
"No worries","1997","Not Employed","West Germany","400","0.102541890621015","0.0923390288328754","0.112744752409156"
"No worries","1997","Not Employed","East Germany","91","0.0675806589612588","0.0540592812013486","0.081102036721169"
"No worries","1997","Employed","West Germany","503","0.0731673174501391","0.0664827540019177","0.0798518808983605"
"No worries","1997","Employed","East Germany","156","0.0695918191961796","0.0592218819186344","0.0799617564737247"
"Big worries","1998","Not Employed","West Germany","1299","0.343268263896527","0.328522958682249","0.358013569110804"
"Big worries","1998","Not Employed","East Germany","522","0.385835288959086","0.360516243915478","0.411154334002695"
"Big worries","1998","Employed","West Germany","2085","0.337307090232531","0.325731164372522","0.34888301609254"
"Big worries","1998","Employed","East Germany","671","0.270118640300556","0.252529452011701","0.287707828589411"
"Some worries","1998","Not Employed","West Germany","2284","0.561440752762549","0.546030525597835","0.576850979927263"
"Some worries","1998","Not Employed","East Germany","818","0.557810191793506","0.531978579983046","0.583641803603966"
"Some worries","1998","Employed","West Germany","3812","0.587023792243915","0.574968514869853","0.599079069617977"
"Some worries","1998","Employed","East Germany","1615","0.664643292447761","0.645941200149254","0.683345384746268"
"No worries","1998","Not Employed","West Germany","400","0.0952909833409245","0.0861724854611843","0.104409481220665"
"No worries","1998","Not Employed","East Germany","80","0.056354519247408","0.0443602794968398","0.0683487589979761"
"No worries","1998","Employed","West Germany","511","0.0756691175235542","0.069193817349568","0.0821444176975405"
"No worries","1998","Employed","East Germany","162","0.0652380672516828","0.0554557118680635","0.0750204226353022"
"Big worries","1999","Not Employed","West Germany","828","0.245232296878497","0.23109583891276","0.259368754844234"
"Big worries","1999","Not Employed","East Germany","366","0.284724320127201","0.260914420777786","0.308534219476616"
"Big worries","1999","Employed","West Germany","1411","0.228795987179095","0.218470017933724","0.239121956424466"
"Big worries","1999","Employed","East Germany","455","0.18394970467366","0.168506836883751","0.199392572463569"
"Some worries","1999","Not Employed","West Germany","2225","0.624270803949255","0.608357179570192","0.640184428328318"
"Some worries","1999","Not Employed","East Germany","883","0.632710919558787","0.607276887103456","0.658144952014119"
"Some worries","1999","Employed","West Germany","4080","0.647486054246089","0.635741802661152","0.659230305831025"
"Some worries","1999","Employed","East Germany","1646","0.678648057851431","0.660034357744288","0.697261757958574"
"No worries","1999","Not Employed","West Germany","505","0.130496899172248","0.119428602717662","0.141565195626834"
"No worries","1999","Not Employed","East Germany","131","0.0825647603140117","0.0680438574930704","0.0970856631349529"
"No worries","1999","Employed","West Germany","866","0.123717958574816","0.115624012369937","0.131811904779696"
"No worries","1999","Employed","East Germany","317","0.137402237474909","0.12368012392251","0.151124351027307"
"Big worries","2000","Not Employed","West Germany","1674","0.249681379852911","0.239358148600934","0.260004611104889"
"Big worries","2000","Not Employed","East Germany","659","0.318147411508041","0.298759783053774","0.337535039962308"
"Big worries","2000","Employed","West Germany","3075","0.276937976696434","0.268751913433721","0.285124039959147"
"Big worries","2000","Employed","East Germany","911","0.255317959762738","0.241092026315253","0.269543893210222"
"Some worries","2000","Not Employed","West Germany","3895","0.579061404505518","0.567286120253312","0.590836688757724"
"Some worries","2000","Not Employed","East Germany","1297","0.573569295502331","0.552982799814536","0.594155791190127"
"Some worries","2000","Employed","West Germany","6730","0.580260269073015","0.571232144967442","0.589288393178588"
"Some worries","2000","Employed","East Germany","2297","0.631860568443164","0.61612539821499","0.647595738671337"
"No worries","2000","Not Employed","West Germany","1184","0.171257215641571","0.162271885563331","0.18024254571981"
"No worries","2000","Not Employed","East Germany","261","0.108283292989627","0.0953485017590528","0.121218084220202"
"No worries","2000","Employed","West Germany","1674","0.142801754230551","0.136401407954399","0.149202100506703"
"No worries","2000","Employed","East Germany","401","0.112821471794099","0.102499657488783","0.123143286099415"
"Big worries","2001","Not Employed","West Germany","1407","0.238321383061904","0.227499295015906","0.249143471107901"
"Big worries","2001","Not Employed","East Germany","560","0.276161965369549","0.25704872298106","0.295275207758037"
"Big worries","2001","Employed","West Germany","2657","0.260245452643328","0.25185579726911","0.268635108017546"
"Big worries","2001","Employed","East Germany","830","0.247656664426851","0.232984799673323","0.262328529180379"
"Some worries","2001","Not Employed","West Germany","3478","0.585540652883914","0.573027603128543","0.598053702639285"
"Some worries","2001","Not Employed","East Germany","1258","0.591368728615431","0.570353858393921","0.612383598836942"
"Some worries","2001","Employed","West Germany","6305","0.597879168823056","0.588503684289403","0.607254653356709"
"Some worries","2001","Employed","East Germany","2124","0.643570375344956","0.627291020671683","0.659849730018228"
"No worries","2001","Not Employed","West Germany","1069","0.176137964054182","0.166461929573578","0.185813998534786"
"No worries","2001","Not Employed","East Germany","284","0.13246930601502","0.117977190387532","0.146961421642508"
"No worries","2001","Employed","West Germany","1545","0.141875378533616","0.135203664500777","0.148547092566454"
"No worries","2001","Employed","East Germany","371","0.108772960228193","0.0981900060093377","0.119355914447049"
"Big worries","2002","Not Employed","West Germany","1460","0.244694180311122","0.233948867072763","0.255439493549482"
"Big worries","2002","Not Employed","East Germany","550","0.269325438347145","0.250343260824904","0.288307615869387"
"Big worries","2002","Employed","West Germany","2506","0.228687832183272","0.220995411909008","0.236380252457537"
"Big worries","2002","Employed","East Germany","673","0.213128422533058","0.199215157863572","0.227041687202545"
"Some worries","2002","Not Employed","West Germany","3619","0.586620621091884","0.574312297334154","0.598928944849614"
"Some worries","2002","Not Employed","East Germany","1260","0.600926362948143","0.579971612304246","0.62188111359204"
"Some worries","2002","Employed","West Germany","7103","0.612928311473999","0.60400703644417","0.621849586503828"
"Some worries","2002","Employed","East Germany","2174","0.629612868636948","0.613206170985812","0.646019566288084"
"No worries","2002","Not Employed","West Germany","1070","0.168685198596994","0.159325387377209","0.178045009816779"
"No worries","2002","Not Employed","East Germany","288","0.129748198704711","0.115369536429566","0.144126860979857"
"No worries","2002","Employed","West Germany","1842","0.158383856342729","0.151696740157834","0.165070972527624"
"No worries","2002","Employed","East Germany","481","0.157258708829993","0.144890382889337","0.16962703477065"
"Big worries","2003","Not Employed","West Germany","1468","0.262378503343066","0.251274736275994","0.273482270410138"
"Big worries","2003","Not Employed","East Germany","633","0.31920675764137","0.299391025755101","0.339022489527638"
"Big worries","2003","Employed","West Germany","2354","0.231793385738557","0.223830560894871","0.239756210582243"
"Big worries","2003","Employed","East Germany","715","0.22886725616468","0.214356950572429","0.243377561756932"
"Some worries","2003","Not Employed","West Germany","3556","0.575856159066411","0.563382237024919","0.588330081107902"
"Some worries","2003","Not Employed","East Germany","1241","0.566874842469005","0.545812010761732","0.587937674176278"
"Some worries","2003","Employed","West Germany","6827","0.630464072013784","0.621355797152074","0.639572346875495"
"Some worries","2003","Employed","East Germany","2151","0.657701689512724","0.641313272296369","0.67409010672908"
"No worries","2003","Not Employed","West Germany","1006","0.161765337590523","0.152471074174586","0.171059601006461"
"No worries","2003","Not Employed","East Germany","252","0.113918399889625","0.100413223582383","0.127423576196868"
"No worries","2003","Employed","West Germany","1607","0.137742542247659","0.131239296750208","0.14424578774511"
"No worries","2003","Employed","East Germany","354","0.113431054322596","0.102477819535437","0.124384289109755"
"Big worries","2004","Not Employed","West Germany","1369","0.236688996841757","0.22591327780961","0.247464715873904"
"Big worries","2004","Not Employed","East Germany","572","0.280722090769644","0.261763370144862","0.299680811394426"
"Big worries","2004","Employed","West Germany","2317","0.233865687530688","0.225716784532529","0.242014590528848"
"Big worries","2004","Employed","East Germany","618","0.210841722218018","0.19642670182459","0.225256742611445"
"Some worries","2004","Not Employed","West Germany","3539","0.593775671690209","0.581324775060144","0.606226568320273"
"Some worries","2004","Not Employed","East Germany","1292","0.58678834804433","0.566012948185791","0.607563747902869"
"Some worries","2004","Employed","West Germany","6374","0.608270111718385","0.598872769756345","0.617667453680425"
"Some worries","2004","Employed","East Germany","2013","0.638568856134204","0.621591440603713","0.655546271664695"
"No worries","2004","Not Employed","West Germany","1069","0.169535331468034","0.160022777072747","0.179047885863321"
"No worries","2004","Not Employed","East Germany","294","0.132489561186026","0.118185789928172","0.14679333244388"
"No worries","2004","Employed","West Germany","1674","0.157864200750927","0.150844859925091","0.164883541576763"
"No worries","2004","Employed","East Germany","445","0.150589421647778","0.137950471793219","0.163228371502338"
"Big worries","2005","Not Employed","West Germany","1577","0.279132863057193","0.267541513505824","0.290724212608563"
"Big worries","2005","Not Employed","East Germany","691","0.34324024763338","0.322952791592018","0.363527703674742"
"Big worries","2005","Employed","West Germany","2626","0.282024163808614","0.273154362362132","0.290893965255096"
"Big worries","2005","Employed","East Germany","740","0.262918965302749","0.247006297315167","0.27883163329033"
"Some worries","2005","Not Employed","West Germany","3287","0.573863533583992","0.561085042676973","0.586642024491011"
"Some worries","2005","Not Employed","East Germany","1172","0.551382838519566","0.530131328837132","0.572634348202001"
"Some worries","2005","Employed","West Germany","5774","0.574103809252479","0.564356989919846","0.583850628585111"
"Some worries","2005","Employed","East Germany","1821","0.604185663791732","0.586508792739025","0.621862534844439"
"No worries","2005","Not Employed","West Germany","889","0.147003603358814","0.137853236790991","0.156153969926638"
"No worries","2005","Not Employed","East Germany","241","0.105376913847054","0.0922573918656855","0.118496435828422"
"No worries","2005","Employed","West Germany","1487","0.143872026938908","0.136954141771251","0.150789912106565"
"No worries","2005","Employed","East Germany","379","0.132895370905519","0.120624790517334","0.145165951293704"
"Big worries","2006","Not Employed","West Germany","1755","0.282670246154948","0.271549184870956","0.29379130743894"
"Big worries","2006","Not Employed","East Germany","635","0.285681351657399","0.266898436197266","0.304464267117533"
"Big worries","2006","Employed","West Germany","2657","0.264948770744444","0.256437787511245","0.273459753977644"
"Big worries","2006","Employed","East Germany","717","0.229049437842514","0.214148268042364","0.243950607642664"
"Some worries","2006","Not Employed","West Germany","3646","0.571703708298392","0.559482773569361","0.583924643027423"
"Some worries","2006","Not Employed","East Germany","1300","0.587325360708051","0.566855290559787","0.607795430856314"
"Some worries","2006","Employed","West Germany","6292","0.599155498717514","0.589704064493188","0.608606932941841"
"Some worries","2006","Employed","East Germany","1901","0.61195065774016","0.594670640855127","0.629230674625193"
"No worries","2006","Not Employed","West Germany","897","0.14562604554666","0.136914598695401","0.154337492397918"
"No worries","2006","Not Employed","East Germany","287","0.12699328763455","0.11314885257737","0.14083772269173"
"No worries","2006","Employed","West Germany","1379","0.135895730538041","0.129286879574579","0.142504581501504"
"No worries","2006","Employed","East Germany","437","0.158999904417326","0.146032921523145","0.171966887311507"
"Big worries","2007","Not Employed","West Germany","2150","0.368346154737381","0.355975026468504","0.380717283006259"
"Big worries","2007","Not Employed","East Germany","821","0.394905794614814","0.373998555136117","0.41581303409351"
"Big worries","2007","Employed","West Germany","3506","0.376963520287677","0.367289801691518","0.386637238883836"
"Big worries","2007","Employed","East Germany","946","0.326280147421014","0.309245364879441","0.343314929962587"
"Some worries","2007","Not Employed","West Germany","3033","0.521220897086274","0.508408801489107","0.534032992683441"
"Some worries","2007","Not Employed","East Germany","1060","0.500657501397313","0.479272559604861","0.522042443189765"
"Some worries","2007","Employed","West Germany","5106","0.512576585277045","0.502599133778753","0.522554036775336"
"Some worries","2007","Employed","East Germany","1621","0.542030932094487","0.52392871766319","0.560133146525784"
"No worries","2007","Not Employed","West Germany","657","0.110432948176345","0.102394349538122","0.118471546814567"
"No worries","2007","Not Employed","East Germany","219","0.104436703987873","0.0913565407114891","0.117516867264257"
"No worries","2007","Employed","West Germany","1029","0.110459894435279","0.104202808377089","0.116716980493468"
"No worries","2007","Employed","East Germany","343","0.131688920484499","0.119402824989276","0.143975015979722"
"Big worries","2008","Not Employed","West Germany","1621","0.307364437844051","0.295153782389046","0.319575093299056"
"Big worries","2008","Not Employed","East Germany","576","0.287049866824038","0.267148812391757","0.306950921256319"
"Big worries","2008","Employed","West Germany","2473","0.282944749563297","0.273686654726107","0.292202844400487"
"Big worries","2008","Employed","East Germany","634","0.245862595889939","0.229901930983731","0.261823260796148"
"Some worries","2008","Not Employed","West Germany","3126","0.562075419780583","0.548945661433405","0.575205178127761"
"Some worries","2008","Not Employed","East Germany","1138","0.574543407672079","0.55279352657513","0.596293288769028"
"Some worries","2008","Employed","West Germany","5397","0.575281082678146","0.565121278329615","0.585440887026678"
"Some worries","2008","Employed","East Germany","1768","0.602734874182498","0.584597146020547","0.620872602344449"
"No worries","2008","Not Employed","West Germany","738","0.130560142375366","0.121643838619383","0.139476446131349"
"No worries","2008","Not Employed","East Germany","271","0.138406725503883","0.12321533307905","0.153598117928716"
"No worries","2008","Employed","West Germany","1223","0.141774167758556","0.134604585696248","0.148943749820864"
"No worries","2008","Employed","East Germany","394","0.151402529927562","0.138116447578078","0.164688612277046"
"Big worries","2009","Not Employed","West Germany","1438","0.299435603277302","0.286711123951448","0.312160082603157"
"Big worries","2009","Not Employed","East Germany","553","0.299185379870083","0.278370200558904","0.320000559181261"
"Big worries","2009","Employed","West Germany","2150","0.246909613543672","0.237752221133727","0.256067005953616"
"Big worries","2009","Employed","East Germany","587","0.235047077366046","0.219032160219958","0.251061994512134"
"Some worries","2009","Not Employed","West Germany","2908","0.574488301083092","0.560752290470567","0.588224311695617"
"Some worries","2009","Not Employed","East Germany","1068","0.565988040714625","0.543457953554376","0.588518127874875"
"Some worries","2009","Employed","West Germany","5187","0.608779383823807","0.598415557944017","0.619143209703597"
"Some worries","2009","Employed","East Germany","1674","0.600397532152806","0.581897885030842","0.61889717927477"
"No worries","2009","Not Employed","West Germany","631","0.126076095639606","0.116854258344357","0.135297932934855"
"No worries","2009","Not Employed","East Germany","238","0.134826579415292","0.119301002797605","0.15035215603298"
"No worries","2009","Employed","West Germany","1181","0.144311002632521","0.136848457528131","0.151773547736912"
"No worries","2009","Employed","East Germany","432","0.164555390481148","0.150551625885779","0.178559155076517"
"Big worries","2010","Not Employed","West Germany","2012","0.330620130378901","0.319052094323685","0.342188166434117"
"Big worries","2010","Not Employed","East Germany","607","0.307362309931493","0.287452053991163","0.327272565871824"
"Big worries","2010","Employed","West Germany","3538","0.295500636528463","0.287389009233765","0.303612263823161"
"Big worries","2010","Employed","East Germany","810","0.255457881048994","0.240824392636853","0.270091369461136"
"Some worries","2010","Not Employed","West Germany","3634","0.565769315406623","0.553581142326384","0.577957488486863"
"Some worries","2010","Not Employed","East Germany","1180","0.577474156486678","0.556158859290628","0.598789453682728"
"Some worries","2010","Employed","West Germany","7176","0.579622345957772","0.570846664589266","0.588398027326278"
"Some worries","2010","Employed","East Germany","2076","0.581349669837737","0.564796239181119","0.597903100494356"
"No worries","2010","Not Employed","West Germany","707","0.103610554214475","0.0961166346215973","0.111104473807353"
"No worries","2010","Not Employed","East Germany","276","0.115163533581829","0.101388664676954","0.128938402486704"
