"plh0036","year","age_gr","education","n","percent","lower_confidence","upper_confidence"
"Big worries","1984","16-34 y.","lower secondary degree","901","0.523296630666744","0.500325189161349","0.546268072172139"
"Big worries","1984","16-34 y.","secondary school degree","655","0.651433119064373","0.622103454852127","0.680762783276618"
"Big worries","1984","16-34 y.","college entrance qualification","518","0.783715895779533","0.752447715643751","0.814984075915315"
"Big worries","1984","16-34 y.","Other degree","214","0.418195156714323","0.375385556857725","0.461004756570921"
"Big worries","1984","16-34 y.","no degree/no degree yet","231","0.559614707519551","0.516572096916243","0.602657318122859"
"Big worries","1984","35-65 y.","lower secondary degree","1620","0.492315124514274","0.475195475907479","0.509434773121069"
"Big worries","1984","35-65 y.","secondary school degree","440","0.583744874958408","0.548372028052244","0.619117721864571"
"Big worries","1984","35-65 y.","college entrance qualification","353","0.671726163577751","0.631442671913515","0.712009655241987"
"Big worries","1984","35-65 y.","Other degree","325","0.380585675784014","0.349004957158394","0.412166394409634"
"Big worries","1984","35-65 y.","no degree/no degree yet","193","0.262718473220982","0.231072703308163","0.294364243133801"
"Big worries","1984","66 and older","lower secondary degree","369","0.374444740357392","0.343877118318753","0.405012362396031"
"Big worries","1984","66 and older","secondary school degree","79","0.420583213909684","0.348666421717871","0.492500006101496"
"Big worries","1984","66 and older","college entrance qualification","46","0.461371657376275","0.36165159729154","0.56109171746101"
"Big worries","1984","66 and older","Other degree","","","",""
"Big worries","1984","66 and older","no degree/no degree yet","","","",""
"Some worries","1984","16-34 y.","lower secondary degree","760","0.411112379618126","0.388482269950528","0.433742489285723"
"Some worries","1984","16-34 y.","secondary school degree","329","0.322470861520852","0.293700962254016","0.351240760787687"
"Some worries","1984","16-34 y.","college entrance qualification","130","0.193402018698419","0.163405556053364","0.223398481343475"
"Some worries","1984","16-34 y.","Other degree","217","0.43707339080339","0.39402409263053","0.48012268897625"
"Some worries","1984","16-34 y.","no degree/no degree yet","183","0.33089563844417","0.290098463319701","0.371692813568639"
"Some worries","1984","35-65 y.","lower secondary degree","1432","0.437671151306937","0.420683032586928","0.454659270026947"
"Some worries","1984","35-65 y.","secondary school degree","285","0.388578767849518","0.35360129173767","0.423556243961366"
"Some worries","1984","35-65 y.","college entrance qualification","151","0.294194451178247","0.255103826350479","0.333285076006016"
"Some worries","1984","35-65 y.","Other degree","388","0.412003665588484","0.379989438879225","0.444017892297742"
"Some worries","1984","35-65 y.","no degree/no degree yet","328","0.44274626460896","0.407030690859289","0.478461838358631"
"Some worries","1984","66 and older","lower secondary degree","438","0.452679252574185","0.421241521236337","0.484116983912033"
