"plh0174","year","age_gr","n","percent","lower_confidence","upper_confidence","value"
"0 Completely dissatisfied","1984","16-34 y.","55","0.0205067326425125","0.0151459906165607","0.0258674746684643","0"
"0 Completely dissatisfied","1984","35-65 y.","65","0.0141229091045237","0.0105492080198491","0.0176966101891983","0"
"0 Completely dissatisfied","1984","66 and older","11","","","","0"
"1 on Scale 1 to 10","1984","35-65 y.","37","0.00938458044969225","0.00646443336307585","0.0123047275363087","1"
"1 on Scale 1 to 10","1984","16-34 y.","30","0.0113348686522998","0.00733073282824554","0.0153390044763542","1"
"1 on Scale 1 to 10","1984","66 and older","14","","","","1"
"10 Completely satisfied","1984","16-34 y.","457","0.152540136184173","0.13894049091809","0.166139781450256","10"
"10 Completely satisfied","1984","35-65 y.","869","0.210439691476244","0.198094403168398","0.222784979784089","10"
"10 Completely satisfied","1984","66 and older","219","0.231867419065395","0.205226602561306","0.258508235569484","10"
"2 on Scale 1 to 10","1984","66 and older","26","","","","2"
"2 on Scale 1 to 10","1984","35-65 y.","71","0.0140825108658691","0.0105138515700337","0.0176511701617045","2"
"2 on Scale 1 to 10","1984","16-34 y.","99","0.0385394081247292","0.0312583548223358","0.0458204614271226","2"
"3 on Scale 1 to 10","1984","35-65 y.","159","0.0381323996802378","0.0323321128450513","0.0439326865154242","3"
"3 on Scale 1 to 10","1984","16-34 y.","131","0.0480378612708888","0.0399491819897999","0.0561265405519776","3"
"3 on Scale 1 to 10","1984","66 and older","38","0.0410839877559097","0.0285544180969828","0.0536135574148366","3"
"4 on Scale 1 to 10","1984","16-34 y.","142","0.0520488333882829","0.0436469929673141","0.0604506738092518","4"
"4 on Scale 1 to 10","1984","66 and older","41","0.0435527537387857","0.0306688374487054","0.0564366700288659","4"
"4 on Scale 1 to 10","1984","35-65 y.","178","0.0417161622485519","0.0356607458834914","0.0477715786136124","4"
"5 on Scale 1 to 10","1984","16-34 y.","471","0.193171462903573","0.178238772684782","0.208104153122364","5"
"5 on Scale 1 to 10","1984","35-65 y.","637","0.152387837397021","0.141503086426493","0.16327258836755","5"
"5 on Scale 1 to 10","1984","66 and older","132","0.131465475723562","0.110134585734986","0.152796365712137","5"
"6 on Scale 1 to 10","1984","16-34 y.","236","0.092295569246028","0.0813474731675019","0.103243665324554","6"
"6 on Scale 1 to 10","1984","35-65 y.","414","0.0994100125404192","0.0903480267689144","0.108471998311924","6"
"6 on Scale 1 to 10","1984","66 and older","74","0.077658736571849","0.0607640338778277","0.0945534392658703","6"
"7 on Scale 1 to 10","1984","66 and older","101","0.101091390473178","0.082062019654448","0.120120761291907","7"
"7 on Scale 1 to 10","1984","16-34 y.","336","0.119977710263949","0.107687110769525","0.132268309758373","7"
"7 on Scale 1 to 10","1984","35-65 y.","558","0.127518188942806","0.117416150578733","0.13762022730688","7"
"8 on Scale 1 to 10","1984","66 and older","211","0.221371915491","0.19516379554498","0.24758003543702","8"
"8 on Scale 1 to 10","1984","35-65 y.","805","0.198127441414188","0.186055704951277","0.2101991778771","8"
"8 on Scale 1 to 10","1984","16-34 y.","502","0.191204456639319","0.176329889848761","0.206079023429877","8"
"9 on Scale 1 to 10","1984","66 and older","97","0.102143835519089","0.083026866370421","0.121260804667757","9"
"9 on Scale 1 to 10","1984","35-65 y.","395","0.0946782658804464","0.085811374768215","0.103545156992678","9"
"9 on Scale 1 to 10","1984","16-34 y.","226","0.0803429606842451","0.0700613107863357","0.0906246105821545","9"
"0 Completely dissatisfied","1985","16-34 y.","27","","","","0"
"0 Completely dissatisfied","1985","35-65 y.","29","","","","0"
"0 Completely dissatisfied","1985","66 and older","3","","","","0"
"1 on Scale 1 to 10","1985","66 and older","3","","","","1"
"1 on Scale 1 to 10","1985","35-65 y.","28","","","","1"
"1 on Scale 1 to 10","1985","16-34 y.","15","","","","1"
"10 Completely satisfied","1985","16-34 y.","314","0.134180590434135","0.11979652909274","0.148564651775531","10"
"10 Completely satisfied","1985","35-65 y.","634","0.188500948527727","0.1755288048051","0.201473092250355","10"
"10 Completely satisfied","1985","66 and older","163","0.209515598041179","0.18102871762305","0.238002478459308","10"
"2 on Scale 1 to 10","1985","35-65 y.","49","0.0107178029585949","0.00730254151996453","0.0141330643972252","2"
"2 on Scale 1 to 10","1985","66 and older","14","","","","2"
"2 on Scale 1 to 10","1985","16-34 y.","52","0.0237304507693905","0.0173071111618277","0.0301537903769534","2"
"3 on Scale 1 to 10","1985","35-65 y.","122","0.0320238824342423","0.026184320270132","0.0378634445983527","3"
"3 on Scale 1 to 10","1985","16-34 y.","95","0.0455873023472305","0.0367846597426427","0.0543899449518183","3"
"3 on Scale 1 to 10","1985","66 and older","29","","","","3"
"4 on Scale 1 to 10","1985","16-34 y.","131","0.0663367640842336","0.055834201237922","0.0768393269305452","4"
"4 on Scale 1 to 10","1985","66 and older","36","0.046215875575144","0.0315194846056208","0.0609122665446671","4"
"4 on Scale 1 to 10","1985","35-65 y.","170","0.04610539907045","0.0391497596270561","0.053061038513844","4"
"5 on Scale 1 to 10","1985","16-34 y.","403","0.19420141962063","0.177507340496219","0.210895498745041","5"
"5 on Scale 1 to 10","1985","35-65 y.","547","0.161547416493081","0.149340661277797","0.173754171708366","5"
"5 on Scale 1 to 10","1985","66 and older","129","0.164112465448059","0.138186510083766","0.190038420812352","5"
"6 on Scale 1 to 10","1985","16-34 y.","223","0.10770676791041","0.0946240398318661","0.120789495988953","6"
"6 on Scale 1 to 10","1985","35-65 y.","327","0.093305893301748","0.0836588126901995","0.102952973913297","6"
"6 on Scale 1 to 10","1985","66 and older","78","0.102554978213568","0.0813189956811733","0.123790960745962","6"
"7 on Scale 1 to 10","1985","16-34 y.","322","0.156848851502953","0.141502101875593","0.172195601130313","7"
"7 on Scale 1 to 10","1985","66 and older","102","0.128802621454102","0.105354357692199","0.152250885216004","7"
"7 on Scale 1 to 10","1985","35-65 y.","542","0.154878641301932","0.142879054893691","0.166878227710174","7"
"8 on Scale 1 to 10","1985","66 and older","162","0.205146140708197","0.176880074041848","0.233412207374546","8"
"8 on Scale 1 to 10","1985","35-65 y.","731","0.206528647546691","0.193102025935015","0.219955269158367","8"
"8 on Scale 1 to 10","1985","16-34 y.","388","0.164603475666281","0.148954394210258","0.180252557122305","8"
"9 on Scale 1 to 10","1985","66 and older","65","0.0816138464121053","0.0624499132937073","0.100777779530503","9"
"9 on Scale 1 to 10","1985","16-34 y.","187","0.0855887005924609","0.0737827210330659","0.0973946801518559","9"
"9 on Scale 1 to 10","1985","35-65 y.","313","0.0885773927890461","0.0791534569992176","0.0980013285788746","9"
"0 Completely dissatisfied","1986","16-34 y.","20","","","","0"
"0 Completely dissatisfied","1986","35-65 y.","30","0.00793616526571089","0.00496237593809134","0.0109099545933304","0"
"0 Completely dissatisfied","1986","66 and older","2","","","","0"
"1 on Scale 1 to 10","1986","16-34 y.","22","","","","1"
"1 on Scale 1 to 10","1986","35-65 y.","22","","","","1"
"1 on Scale 1 to 10","1986","66 and older","2","","","","1"
"10 Completely satisfied","1986","35-65 y.","482","0.144470037125859","0.132687426057334","0.156252648194384","10"
"10 Completely satisfied","1986","16-34 y.","262","0.100323214642793","0.0878259323229724","0.112820496962615","10"
"10 Completely satisfied","1986","66 and older","154","0.214283933118623","0.184859004926683","0.243708861310564","10"
"2 on Scale 1 to 10","1986","16-34 y.","52","0.0224379802834665","0.0162772010734713","0.0285987594934618","2"
"2 on Scale 1 to 10","1986","35-65 y.","62","0.0175657646429114","0.0131630522935828","0.0219684769922399","2"
"2 on Scale 1 to 10","1986","66 and older","16","","","","2"
"3 on Scale 1 to 10","1986","35-65 y.","111","0.0317671345406548","0.0258893458456507","0.0376449232356588","3"
"3 on Scale 1 to 10","1986","16-34 y.","107","0.0541550643457526","0.0447404808096542","0.0635696478818509","3"
"3 on Scale 1 to 10","1986","66 and older","19","","","","3"
"4 on Scale 1 to 10","1986","16-34 y.","138","0.0671097212316813","0.0567014259414974","0.0775180165218653","4"
"4 on Scale 1 to 10","1986","66 and older","31","0.0422891549353803","0.0278573883486178","0.0567209215221428","4"
"4 on Scale 1 to 10","1986","35-65 y.","187","0.0537622280428941","0.0462030633507437","0.0613213927350445","4"
"5 on Scale 1 to 10","1986","16-34 y.","420","0.204115139501509","0.18734895138515","0.220881327617868","5"
"5 on Scale 1 to 10","1986","35-65 y.","561","0.169711434904693","0.157130725842822","0.182292143966565","5"
"5 on Scale 1 to 10","1986","66 and older","85","0.117766658805206","0.0946518289910542","0.140881488619357","5"
"6 on Scale 1 to 10","1986","16-34 y.","244","0.108507052161952","0.0955692787033961","0.121444825620508","6"
"6 on Scale 1 to 10","1986","35-65 y.","362","0.0978333655628341","0.0878765166856161","0.107790214440052","6"
"6 on Scale 1 to 10","1986","66 and older","75","0.0967845543886864","0.0755820825332428","0.11798702624413","6"
"7 on Scale 1 to 10","1986","16-34 y.","335","0.149499593577396","0.134666597818827","0.164332589335965","7"
"7 on Scale 1 to 10","1986","66 and older","100","0.12879152494494","0.104770447765196","0.152812602124685","7"
"7 on Scale 1 to 10","1986","35-65 y.","527","0.154638943439942","0.142521371870114","0.166756515009769","7"
"8 on Scale 1 to 10","1986","66 and older","180","0.236521687356423","0.206048237215978","0.266995137496868","8"
