"plh0174","year","e11103","migback","n","percent","lower_confidence","upper_confidence","value"
"0 Completely dissatisfied","1984","Full Time","no migration background","43","0.0256155759553859","0.0180900502926461","0.0331411016181256","0"
"0 Completely dissatisfied","1984","Full Time","direct migration background","25","","","","0"
"0 Completely dissatisfied","1984","Full Time","indirect migration background","2","","","","0"
"0 Completely dissatisfied","1984","Part Time","no migration background","11","","","","0"
"0 Completely dissatisfied","1984","Part Time","direct migration background","8","","","","0"
"0 Completely dissatisfied","1984","Part Time","indirect migration background","","","","","0"
"0 Completely dissatisfied","1984","Not Working","no migration background","35","0.0121060902657594","0.00805975964465063","0.0161524208868681","0"
"0 Completely dissatisfied","1984","Not Working","direct migration background","7","","","","0"
"0 Completely dissatisfied","1984","Not Working","indirect migration background","","","","","0"
"1 on Scale 1 to 10","1984","Not Working","indirect migration background","1","","","","1"
"1 on Scale 1 to 10","1984","Full Time","indirect migration background","1","","","","1"
"1 on Scale 1 to 10","1984","Full Time","direct migration background","7","","","","1"
"1 on Scale 1 to 10","1984","Full Time","no migration background","23","","","","1"
"1 on Scale 1 to 10","1984","Part Time","no migration background","7","","","","1"
"1 on Scale 1 to 10","1984","Not Working","no migration background","32","0.0113646467645724","0.00744271262137284","0.015286580907772","1"
"1 on Scale 1 to 10","1984","Not Working","direct migration background","8","","","","1"
"1 on Scale 1 to 10","1984","Part Time","direct migration background","1","","","","1"
"1 on Scale 1 to 10","1984","Part Time","indirect migration background","1","","","","1"
"10 Completely satisfied","1984","Full Time","no migration background","292","0.174158196497147","0.156093111774113","0.192223281220182","10"
"10 Completely satisfied","1984","Part Time","no migration background","181","0.182868151091242","0.159122214267161","0.206614087915323","10"
"10 Completely satisfied","1984","Part Time","direct migration background","72","0.183007796610661","0.142555956227158","0.223459636994164","10"
"10 Completely satisfied","1984","Full Time","direct migration background","222","0.216361232066804","0.191584839212782","0.241137624920827","10"
"10 Completely satisfied","1984","Full Time","indirect migration background","4","","","","10"
"10 Completely satisfied","1984","Part Time","indirect migration background","2","","","","10"
"10 Completely satisfied","1984","Not Working","no migration background","583","0.21399843508551","0.198823694979079","0.229173175191941","10"
"10 Completely satisfied","1984","Not Working","direct migration background","184","0.21428205844097","0.186533866630554","0.242030250251387","10"
"10 Completely satisfied","1984","Not Working","indirect migration background","5","","","","10"
"2 on Scale 1 to 10","1984","Part Time","indirect migration background","","","","","2"
"2 on Scale 1 to 10","1984","Full Time","indirect migration background","1","","","","2"
"2 on Scale 1 to 10","1984","Part Time","no migration background","25","","","","2"
"2 on Scale 1 to 10","1984","Not Working","direct migration background","16","","","","2"
"2 on Scale 1 to 10","1984","Full Time","no migration background","44","0.0272994365894926","0.0195372149774247","0.0350616582015606","2"
"2 on Scale 1 to 10","1984","Full Time","direct migration background","39","0.0328871543608693","0.0221561067096722","0.0436182020120664","2"
"2 on Scale 1 to 10","1984","Part Time","direct migration background","11","","","","2"
"2 on Scale 1 to 10","1984","Not Working","indirect migration background","1","","","","2"
"2 on Scale 1 to 10","1984","Not Working","no migration background","59","0.0199853290975964","0.0148071603607181","0.0251634978344746","2"
"3 on Scale 1 to 10","1984","Part Time","direct migration background","14","","","","3"
"3 on Scale 1 to 10","1984","Full Time","no migration background","89","0.0547790798924838","0.0439399694575684","0.0656181903273991","3"
"3 on Scale 1 to 10","1984","Full Time","direct migration background","55","0.0536979455234982","0.0401340596946877","0.0672618313523087","3"
"3 on Scale 1 to 10","1984","Full Time","indirect migration background","","","","","3"
"3 on Scale 1 to 10","1984","Part Time","no migration background","45","0.0431101764058461","0.0306336103582261","0.0555867424534661","3"
"3 on Scale 1 to 10","1984","Part Time","indirect migration background","","","","","3"
"3 on Scale 1 to 10","1984","Not Working","no migration background","90","0.0335169664155683","0.0268575874958636","0.040176345335273","3"
"3 on Scale 1 to 10","1984","Not Working","direct migration background","32","0.0336971691305147","0.0214943048032817","0.0459000334577477","3"
"3 on Scale 1 to 10","1984","Not Working","indirect migration background","3","","","","3"
"4 on Scale 1 to 10","1984","Part Time","no migration background","50","0.0463813295642975","0.0334622024419857","0.0593004566866092","4"
"4 on Scale 1 to 10","1984","Full Time","no migration background","84","0.0503700443234242","0.0399520772287081","0.0607880114181403","4"
"4 on Scale 1 to 10","1984","Full Time","direct migration background","52","0.0442029499304428","0.0318349672423506","0.0565709326185351","4"
"4 on Scale 1 to 10","1984","Not Working","direct migration background","33","0.0425929351685072","0.0289368710713297","0.0562489992656848","4"
"4 on Scale 1 to 10","1984","Full Time","indirect migration background","3","","","","4"
"4 on Scale 1 to 10","1984","Part Time","indirect migration background","","","","","4"
"4 on Scale 1 to 10","1984","Not Working","no migration background","117","0.0419214861633846","0.0345062814836042","0.0493366908431649","4"
"4 on Scale 1 to 10","1984","Not Working","indirect migration background","1","","","","4"
"4 on Scale 1 to 10","1984","Part Time","direct migration background","21","","","","4"
"5 on Scale 1 to 10","1984","Not Working","no migration background","385","0.134448936355812","0.121826903966545","0.147070968745079","5"
"5 on Scale 1 to 10","1984","Not Working","direct migration background","105","0.164692943016195","0.139610547119191","0.189775338913199","5"
"5 on Scale 1 to 10","1984","Part Time","indirect migration background","1","","","","5"
"5 on Scale 1 to 10","1984","Full Time","no migration background","333","0.196212796907763","0.17729572912473","0.215129864690795","5"
"5 on Scale 1 to 10","1984","Part Time","direct migration background","50","0.161489632631506","0.122993147879728","0.199986117383284","5"
"5 on Scale 1 to 10","1984","Part Time","no migration background","173","0.166480005073244","0.143596989643815","0.189363020502672","5"
"5 on Scale 1 to 10","1984","Not Working","indirect migration background","2","","","","5"
"5 on Scale 1 to 10","1984","Full Time","direct migration background","184","0.193869992070666","0.170082522852506","0.217657461288827","5"
"5 on Scale 1 to 10","1984","Full Time","indirect migration background","7","","","","5"
"6 on Scale 1 to 10","1984","Part Time","no migration background","108","0.105175795185482","0.0863305858639367","0.124021004507026","6"
"6 on Scale 1 to 10","1984","Not Working","no migration background","264","0.0918158475286946","0.0811314499300796","0.102500245127309","6"
"6 on Scale 1 to 10","1984","Full Time","indirect migration background","3","","","","6"
"6 on Scale 1 to 10","1984","Full Time","direct migration background","89","0.082294705609682","0.0657588007200029","0.098830610499361","6"
"6 on Scale 1 to 10","1984","Part Time","indirect migration background","1","","","","6"
"6 on Scale 1 to 10","1984","Full Time","no migration background","153","0.0924729831620409","0.0786736904389918","0.10627227588509","6"
"6 on Scale 1 to 10","1984","Part Time","direct migration background","31","0.0926211507621075","0.062293138644898","0.122949162879317","6"
"6 on Scale 1 to 10","1984","Not Working","direct migration background","72","0.0714215474509249","0.0540061906475956","0.0888369042542543","6"
"6 on Scale 1 to 10","1984","Not Working","indirect migration background","3","","","","6"
"7 on Scale 1 to 10","1984","Full Time","indirect migration background","3","","","","7"
"7 on Scale 1 to 10","1984","Full Time","no migration background","207","0.11618597814223","0.100921677368044","0.131450278916417","7"
"7 on Scale 1 to 10","1984","Full Time","direct migration background","138","0.113697752448663","0.0945967014445403","0.132798803452786","7"
"7 on Scale 1 to 10","1984","Part Time","direct migration background","51","0.126632525877922","0.0918416249984708","0.161423426757372","7"
"7 on Scale 1 to 10","1984","Part Time","indirect migration background","3","","","","7"
"7 on Scale 1 to 10","1984","Not Working","no migration background","329","0.113426188693576","0.101692937281103","0.125159440106048","7"
"7 on Scale 1 to 10","1984","Not Working","direct migration background","112","0.139000761415235","0.115606010731891","0.16239551209858","7"
"7 on Scale 1 to 10","1984","Not Working","indirect migration background","5","","","","7"
"7 on Scale 1 to 10","1984","Part Time","no migration background","147","0.143224342021061","0.121705634660848","0.164743049381273","7"
"8 on Scale 1 to 10","1984","Part Time","direct migration background","62","0.193802194681186","0.152450369419756","0.235154019942616","8"
"8 on Scale 1 to 10","1984","Not Working","indirect migration background","5","","","","8"
