"plh0174","year","hgtyp1hh","migback","n","percent","lower_confidence","upper_confidence","value"
"0 Completely dissatisfied","1984","1-pers.-HH","no migration background","17","","","","0"
"0 Completely dissatisfied","1984","1-pers.-HH","direct migration background","4","","","","0"
"0 Completely dissatisfied","1984","1-pers.-HH","indirect migration background","","","","","0"
"0 Completely dissatisfied","1984","(Married) couple without C. ","no migration background","12","","","","0"
"0 Completely dissatisfied","1984","(Married) couple without C. ","direct migration background","1","","","","0"
"0 Completely dissatisfied","1984","(Married) couple without C. ","indirect migration background","","","","","0"
"0 Completely dissatisfied","1984","Single parent ","no migration background","10","","","","0"
"0 Completely dissatisfied","1984","Single parent ","direct migration background","1","","","","0"
"0 Completely dissatisfied","1984","Single parent ","indirect migration background","","","","","0"
"0 Completely dissatisfied","1984","Couple + C. LE 16 ","no migration background","18","","","","0"
"0 Completely dissatisfied","1984","Couple + C. LE 16 ","direct migration background","9","","","","0"
"0 Completely dissatisfied","1984","Couple + C. LE 16 ","indirect migration background","","","","","0"
"0 Completely dissatisfied","1984","Couple + C. GT 16 ","no migration background","12","","","","0"
"0 Completely dissatisfied","1984","Couple + C. GT 16 ","direct migration background","5","","","","0"
"0 Completely dissatisfied","1984","Couple + C. GT 16 ","indirect migration background","1","","","","0"
"0 Completely dissatisfied","1984","Couple + C. LE and GT 16","no migration background","12","","","","0"
"0 Completely dissatisfied","1984","Couple + C. LE and GT 16","direct migration background","13","","","","0"
"0 Completely dissatisfied","1984","Couple + C. LE and GT 16","indirect migration background","1","","","","0"
"1 on Scale 1 to 10","1984","1-pers.-HH","no migration background","16","","","","1"
"1 on Scale 1 to 10","1984","1-pers.-HH","direct migration background","2","","","","1"
"1 on Scale 1 to 10","1984","1-pers.-HH","indirect migration background","","","","","1"
"1 on Scale 1 to 10","1984","(Married) couple without C. ","no migration background","10","","","","1"
"1 on Scale 1 to 10","1984","Single parent ","no migration background","5","","","","1"
"1 on Scale 1 to 10","1984","Single parent ","direct migration background","","","","","1"
"1 on Scale 1 to 10","1984","Couple + C. LE 16 ","direct migration background","9","","","","1"
"1 on Scale 1 to 10","1984","Couple + C. LE 16 ","indirect migration background","","","","","1"
"1 on Scale 1 to 10","1984","Couple + C. GT 16 ","no migration background","12","","","","1"
"1 on Scale 1 to 10","1984","Couple + C. GT 16 ","indirect migration background","1","","","","1"
"1 on Scale 1 to 10","1984","Couple + C. LE and GT 16","no migration background","5","","","","1"
"1 on Scale 1 to 10","1984","Couple + C. GT 16 ","direct migration background","1","","","","1"
"1 on Scale 1 to 10","1984","(Married) couple without C. ","direct migration background","1","","","","1"
"1 on Scale 1 to 10","1984","(Married) couple without C. ","indirect migration background","","","","","1"
"1 on Scale 1 to 10","1984","Single parent ","indirect migration background","1","","","","1"
"1 on Scale 1 to 10","1984","Couple + C. LE 16 ","no migration background","8","","","","1"
"1 on Scale 1 to 10","1984","Couple + C. LE and GT 16","direct migration background","3","","","","1"
"1 on Scale 1 to 10","1984","Couple + C. LE and GT 16","indirect migration background","1","","","","1"
"10 Completely satisfied","1984","1-pers.-HH","direct migration background","25","","","","10"
"10 Completely satisfied","1984","Couple + C. LE 16 ","no migration background","232","0.192930233226738","0.17070574835681","0.215154718096666","10"
"10 Completely satisfied","1984","1-pers.-HH","no migration background","183","0.20423595967315","0.178734165589111","0.229737753757189","10"
"10 Completely satisfied","1984","1-pers.-HH","indirect migration background","1","","","","10"
"10 Completely satisfied","1984","(Married) couple without C. ","no migration background","336","0.229349166842249","0.208165261042753","0.250533072641746","10"
"10 Completely satisfied","1984","(Married) couple without C. ","direct migration background","74","0.207150773522213","0.162817055172465","0.25148449187196","10"
"10 Completely satisfied","1984","(Married) couple without C. ","indirect migration background","1","","","","10"
"10 Completely satisfied","1984","Single parent ","no migration background","53","0.18164734863278","0.138306633030695","0.224988064234864","10"
"10 Completely satisfied","1984","Single parent ","direct migration background","22","","","","10"
"10 Completely satisfied","1984","Single parent ","indirect migration background","","","","","10"
"10 Completely satisfied","1984","Couple + C. LE 16 ","direct migration background","187","0.237717577579645","0.20861705533756","0.266818099821731","10"
"10 Completely satisfied","1984","Couple + C. LE 16 ","indirect migration background","3","","","","10"
"10 Completely satisfied","1984","Couple + C. GT 16 ","no migration background","120","0.169908237240206","0.142205925656379","0.197610548824032","10"
"10 Completely satisfied","1984","Couple + C. GT 16 ","direct migration background","58","0.286569442561992","0.231714138045935","0.341424747078048","10"
"10 Completely satisfied","1984","Couple + C. GT 16 ","indirect migration background","2","","","","10"
"10 Completely satisfied","1984","Couple + C. LE and GT 16","no migration background","74","0.157347637484354","0.124144323073446","0.190550951895261","10"
"10 Completely satisfied","1984","Couple + C. LE and GT 16","direct migration background","88","0.230478924571366","0.189052380333184","0.271905468809548","10"
"10 Completely satisfied","1984","Couple + C. LE and GT 16","indirect migration background","4","","","","10"
"2 on Scale 1 to 10","1984","Couple + C. LE 16 ","indirect migration background","","","","","2"
"2 on Scale 1 to 10","1984","1-pers.-HH","no migration background","26","","","","2"
"2 on Scale 1 to 10","1984","1-pers.-HH","direct migration background","12","","","","2"
"2 on Scale 1 to 10","1984","1-pers.-HH","indirect migration background","","","","","2"
"2 on Scale 1 to 10","1984","(Married) couple without C. ","no migration background","30","0.0188814328990968","0.0120232849618883","0.0257395808363054","2"
"2 on Scale 1 to 10","1984","(Married) couple without C. ","direct migration background","6","","","","2"
"2 on Scale 1 to 10","1984","(Married) couple without C. ","indirect migration background","","","","","2"
"2 on Scale 1 to 10","1984","Single parent ","no migration background","10","","","","2"
"2 on Scale 1 to 10","1984","Single parent ","direct migration background","2","","","","2"
"2 on Scale 1 to 10","1984","Single parent ","indirect migration background","1","","","","2"
"2 on Scale 1 to 10","1984","Couple + C. LE 16 ","no migration background","22","","","","2"
"2 on Scale 1 to 10","1984","Couple + C. LE 16 ","direct migration background","26","","","","2"
"2 on Scale 1 to 10","1984","Couple + C. GT 16 ","no migration background","16","","","","2"
"2 on Scale 1 to 10","1984","Couple + C. GT 16 ","direct migration background","8","","","","2"
"2 on Scale 1 to 10","1984","Couple + C. GT 16 ","indirect migration background","1","","","","2"
"2 on Scale 1 to 10","1984","Couple + C. LE and GT 16","no migration background","12","","","","2"
"2 on Scale 1 to 10","1984","Couple + C. LE and GT 16","direct migration background","10","","","","2"
"2 on Scale 1 to 10","1984","Couple + C. LE and GT 16","indirect migration background","","","","","2"
"3 on Scale 1 to 10","1984","Couple + C. LE 16 ","indirect migration background","","","","","3"
"3 on Scale 1 to 10","1984","1-pers.-HH","no migration background","55","0.0556932295226514","0.0411864761600637","0.0701999828852392","3"
"3 on Scale 1 to 10","1984","1-pers.-HH","direct migration background","10","","","","3"
"3 on Scale 1 to 10","1984","1-pers.-HH","indirect migration background","1","","","","3"
"3 on Scale 1 to 10","1984","(Married) couple without C. ","no migration background","54","0.0349364724997285","0.0256842492243251","0.0441886957751319","3"
"3 on Scale 1 to 10","1984","(Married) couple without C. ","direct migration background","11","","","","3"
"3 on Scale 1 to 10","1984","(Married) couple without C. ","indirect migration background","","","","","3"
"3 on Scale 1 to 10","1984","Single parent ","no migration background","19","","","","3"
"3 on Scale 1 to 10","1984","Single parent ","direct migration background","4","","","","3"
"3 on Scale 1 to 10","1984","Single parent ","indirect migration background","","","","","3"
"3 on Scale 1 to 10","1984","Couple + C. LE 16 ","no migration background","42","0.0336612667211111","0.0235033197631625","0.0438192136790597","3"
"3 on Scale 1 to 10","1984","Couple + C. LE 16 ","direct migration background","40","0.055935027077938","0.0402257915589404","0.0716442625969357","3"
"3 on Scale 1 to 10","1984","Couple + C. GT 16 ","no migration background","25","","","","3"
"3 on Scale 1 to 10","1984","Couple + C. GT 16 ","direct migration background","6","","","","3"
"3 on Scale 1 to 10","1984","Couple + C. GT 16 ","indirect migration background","1","","","","3"
"3 on Scale 1 to 10","1984","Couple + C. LE and GT 16","no migration background","16","","","","3"
"3 on Scale 1 to 10","1984","Couple + C. LE and GT 16","direct migration background","19","","","","3"
"3 on Scale 1 to 10","1984","Couple + C. LE and GT 16","indirect migration background","1","","","","3"
"4 on Scale 1 to 10","1984","1-pers.-HH","direct migration background","12","","","","4"
"4 on Scale 1 to 10","1984","1-pers.-HH","indirect migration background","1","","","","4"
"4 on Scale 1 to 10","1984","(Married) couple without C. ","no migration background","67","0.0432899505365357","0.0330355012941297","0.0535443997789417","4"
"4 on Scale 1 to 10","1984","Single parent ","no migration background","12","","","","4"
"4 on Scale 1 to 10","1984","Couple + C. LE 16 ","direct migration background","24","","","","4"
"4 on Scale 1 to 10","1984","Couple + C. LE 16 ","indirect migration background","1","","","","4"
"4 on Scale 1 to 10","1984","1-pers.-HH","no migration background","53","0.053987157841973","0.03969143160617","0.068282884077776","4"
"4 on Scale 1 to 10","1984","Couple + C. GT 16 ","direct migration background","20","","","","4"
"4 on Scale 1 to 10","1984","Couple + C. GT 16 ","indirect migration background","","","","","4"
"4 on Scale 1 to 10","1984","Couple + C. LE and GT 16","direct migration background","23","","","","4"
"4 on Scale 1 to 10","1984","Couple + C. LE and GT 16","indirect migration background","1","","","","4"
"4 on Scale 1 to 10","1984","Couple + C. GT 16 ","no migration background","43","0.0597020475004345","0.0422247975015218","0.0771792974993471","4"
"4 on Scale 1 to 10","1984","(Married) couple without C. ","direct migration background","10","","","","4"
"4 on Scale 1 to 10","1984","(Married) couple without C. ","indirect migration background","","","","","4"
"4 on Scale 1 to 10","1984","Single parent ","direct migration background","6","","","","4"
"4 on Scale 1 to 10","1984","Single parent ","indirect migration background","","","","","4"
"4 on Scale 1 to 10","1984","Couple + C. LE 16 ","no migration background","47","0.0373346661813709","0.0266571602300487","0.0480121721326931","4"
"4 on Scale 1 to 10","1984","Couple + C. LE and GT 16","no migration background","19","","","","4"
"5 on Scale 1 to 10","1984","1-pers.-HH","no migration background","166","0.160767885558213","0.137532324071415","0.184003447045011","5"
"5 on Scale 1 to 10","1984","1-pers.-HH","direct migration background","41","0.240622768998543","0.180159082557703","0.301086455439384","5"
"5 on Scale 1 to 10","1984","1-pers.-HH","indirect migration background","2","","","","5"
"5 on Scale 1 to 10","1984","(Married) couple without C. ","no migration background","233","0.149731126891454","0.131752239433809","0.167710014349098","5"
"5 on Scale 1 to 10","1984","(Married) couple without C. ","direct migration background","54","0.182048054742301","0.139834444989718","0.224261664494885","5"
"5 on Scale 1 to 10","1984","Single parent ","indirect migration background","1","","","","5"
"5 on Scale 1 to 10","1984","Couple + C. LE 16 ","no migration background","175","0.143573792782953","0.123824180217539","0.163323405348367","5"
"5 on Scale 1 to 10","1984","Couple + C. LE 16 ","direct migration background","102","0.14804696306844","0.123768579892205","0.172325346244675","5"
"5 on Scale 1 to 10","1984","Couple + C. LE 16 ","indirect migration background","3","","","","5"
"5 on Scale 1 to 10","1984","Couple + C. GT 16 ","no migration background","102","0.142415661319764","0.116636841170914","0.168194481468615","5"
"5 on Scale 1 to 10","1984","Couple + C. GT 16 ","direct migration background","44","0.175679477249321","0.129511971833706","0.221846982664936","5"
"5 on Scale 1 to 10","1984","Couple + C. GT 16 ","indirect migration background","2","","","","5"
