"plh0174","year","e11103","pgisced97","n","percent","lower_confidence","upper_confidence","value"
"0 Completely dissatisfied","1984","Full Time","in school","","","","","0"
"0 Completely dissatisfied","1984","Full Time","inadequately","4","","","","0"
"0 Completely dissatisfied","1984","Full Time","general elemantary","17","","","","0"
"0 Completely dissatisfied","1984","Full Time","middle vocational","36","0.0256221256787076","0.0172553313601296","0.0339889199972856","0"
"0 Completely dissatisfied","1984","Full Time","vocational + Abi","1","","","","0"
"0 Completely dissatisfied","1984","Full Time","higher vocational","4","","","","0"
"0 Completely dissatisfied","1984","Full Time","higher education","8","","","","0"
"0 Completely dissatisfied","1984","Part Time","in school","","","","","0"
"0 Completely dissatisfied","1984","Part Time","inadequately","1","","","","0"
"0 Completely dissatisfied","1984","Part Time","general elemantary","7","","","","0"
"0 Completely dissatisfied","1984","Part Time","middle vocational","10","","","","0"
"0 Completely dissatisfied","1984","Part Time","vocational + Abi","","","","","0"
"0 Completely dissatisfied","1984","Part Time","higher vocational","","","","","0"
"0 Completely dissatisfied","1984","Part Time","higher education","1","","","","0"
"0 Completely dissatisfied","1984","Not Working","in school","2","","","","0"
"0 Completely dissatisfied","1984","Not Working","inadequately","2","","","","0"
"0 Completely dissatisfied","1984","Not Working","general elemantary","14","","","","0"
"0 Completely dissatisfied","1984","Not Working","middle vocational","20","","","","0"
"0 Completely dissatisfied","1984","Not Working","vocational + Abi","1","","","","0"
"0 Completely dissatisfied","1984","Not Working","higher vocational","1","","","","0"
"0 Completely dissatisfied","1984","Not Working","higher education","2","","","","0"
"1 on Scale 1 to 10","1984","Not Working","vocational + Abi","1","","","","1"
"1 on Scale 1 to 10","1984","Not Working","middle vocational","16","","","","1"
"1 on Scale 1 to 10","1984","Not Working","higher education","3","","","","1"
"1 on Scale 1 to 10","1984","Full Time","general elemantary","9","","","","1"
"1 on Scale 1 to 10","1984","Not Working","higher vocational","2","","","","1"
"1 on Scale 1 to 10","1984","Full Time","middle vocational","18","","","","1"
"1 on Scale 1 to 10","1984","Full Time","vocational + Abi","","","","","1"
"1 on Scale 1 to 10","1984","Full Time","in school","","","","","1"
"1 on Scale 1 to 10","1984","Full Time","inadequately","","","","","1"
"1 on Scale 1 to 10","1984","Full Time","higher vocational","2","","","","1"
"1 on Scale 1 to 10","1984","Full Time","higher education","2","","","","1"
"1 on Scale 1 to 10","1984","Part Time","in school","","","","","1"
"1 on Scale 1 to 10","1984","Part Time","inadequately","","","","","1"
"1 on Scale 1 to 10","1984","Part Time","general elemantary","4","","","","1"
"1 on Scale 1 to 10","1984","Part Time","middle vocational","","","","","1"
"1 on Scale 1 to 10","1984","Part Time","vocational + Abi","","","","","1"
"1 on Scale 1 to 10","1984","Part Time","higher vocational","1","","","","1"
"1 on Scale 1 to 10","1984","Part Time","higher education","4","","","","1"
"1 on Scale 1 to 10","1984","Not Working","in school","2","","","","1"
"1 on Scale 1 to 10","1984","Not Working","inadequately","3","","","","1"
"1 on Scale 1 to 10","1984","Not Working","general elemantary","14","","","","1"
"10 Completely satisfied","1984","Not Working","higher education","15","","","","10"
"10 Completely satisfied","1984","Not Working","middle vocational","312","0.215303712450835","0.194419255664305","0.236188169237364","10"
"10 Completely satisfied","1984","Not Working","vocational + Abi","11","","","","10"
"10 Completely satisfied","1984","Not Working","higher vocational","38","0.261212711179916","0.191831066370363","0.33059435598947","10"
"10 Completely satisfied","1984","Full Time","in school","","","","","10"
"10 Completely satisfied","1984","Full Time","inadequately","70","0.201622594067589","0.15846544307174","0.244779745063438","10"
"10 Completely satisfied","1984","Full Time","general elemantary","127","0.189226478199643","0.15873740704154","0.219715549357745","10"
"10 Completely satisfied","1984","Full Time","middle vocational","248","0.182983893159248","0.162509570255247","0.203458216063249","10"
"10 Completely satisfied","1984","Full Time","vocational + Abi","11","","","","10"
"10 Completely satisfied","1984","Full Time","higher vocational","25","","","","10"
"10 Completely satisfied","1984","Full Time","higher education","33","0.165418220534629","0.11216407637704","0.218672364692219","10"
"10 Completely satisfied","1984","Part Time","in school","","","","","10"
"10 Completely satisfied","1984","Part Time","inadequately","17","","","","10"
"10 Completely satisfied","1984","Part Time","general elemantary","90","0.220917222457686","0.18026121901688","0.261573225898492","10"
"10 Completely satisfied","1984","Part Time","middle vocational","124","0.190753882147198","0.160572814294374","0.220934950000022","10"
"10 Completely satisfied","1984","Part Time","vocational + Abi","4","","","","10"
"10 Completely satisfied","1984","Part Time","higher vocational","11","","","","10"
"10 Completely satisfied","1984","Part Time","higher education","9","","","","10"
"10 Completely satisfied","1984","Not Working","in school","5","","","","10"
