"plh0174","year","age_gr","regtyp","n","percent","lower_confidence","upper_confidence","value"
"3 on Scale 1 to 10","1986","35-65 y.","Rural Area","13","","","","3"
"3 on Scale 1 to 10","1986","66 and older","Urban Area","16","","","","3"
"3 on Scale 1 to 10","1986","66 and older","Rural Area","3","","","","3"
"4 on Scale 1 to 10","1986","35-65 y.","Urban Area","149","0.0513212936834515","0.0430260005233745","0.0596165868435286","4"
"4 on Scale 1 to 10","1986","35-65 y.","Rural Area","38","0.0621141813014652","0.0442595904628433","0.0799687721400871","4"
"4 on Scale 1 to 10","1986","16-34 y.","Urban Area","123","0.073532775560012","0.0615414303278564","0.0855241207921677","4"
"4 on Scale 1 to 10","1986","16-34 y.","Rural Area","15","","","","4"
"4 on Scale 1 to 10","1986","66 and older","Urban Area","24","","","","4"
"4 on Scale 1 to 10","1986","66 and older","Rural Area","7","","","","4"
"5 on Scale 1 to 10","1986","16-34 y.","Rural Area","60","0.156894664994223","0.121252579945253","0.192536750043193","5"
"5 on Scale 1 to 10","1986","16-34 y.","Urban Area","360","0.216030322649322","0.197123463590116","0.234937181708528","5"
"5 on Scale 1 to 10","1986","35-65 y.","Urban Area","446","0.169049085111285","0.154958875225563","0.183139294997006","5"
"5 on Scale 1 to 10","1986","35-65 y.","Rural Area","115","0.171977745137074","0.144062807307767","0.199892682966381","5"
"5 on Scale 1 to 10","1986","66 and older","Urban Area","69","0.128359719800324","0.100778917635237","0.155940521965411","5"
"5 on Scale 1 to 10","1986","66 and older","Rural Area","16","","","","5"
"6 on Scale 1 to 10","1986","16-34 y.","Rural Area","46","0.125509292638869","0.0930429299636084","0.15797565531413","6"
"6 on Scale 1 to 10","1986","16-34 y.","Urban Area","198","0.104216862126391","0.0901795862586174","0.118254137994164","6"
"6 on Scale 1 to 10","1986","35-65 y.","Urban Area","296","0.101707073036824","0.0903436824941197","0.113070463579529","6"
"6 on Scale 1 to 10","1986","35-65 y.","Rural Area","66","0.084579005143436","0.0639954088485037","0.105162601438368","6"
"6 on Scale 1 to 10","1986","66 and older","Urban Area","58","0.0969999945911493","0.0725964114066761","0.121403577775622","6"
"6 on Scale 1 to 10","1986","66 and older","Rural Area","17","","","","6"
"7 on Scale 1 to 10","1986","16-34 y.","Rural Area","73","0.189447286620923","0.151045368080157","0.22784920516169","7"
"7 on Scale 1 to 10","1986","16-34 y.","Urban Area","262","0.139419557662619","0.123505901022673","0.155333214302565","7"
"7 on Scale 1 to 10","1986","35-65 y.","Urban Area","411","0.151357387264072","0.137883664918872","0.164831109609272","7"
"7 on Scale 1 to 10","1986","35-65 y.","Rural Area","116","0.16586718630121","0.138351688344752","0.193382684257669","7"
"7 on Scale 1 to 10","1986","66 and older","Urban Area","76","0.130189990610322","0.102442426374532","0.157937554846112","7"
"7 on Scale 1 to 10","1986","66 and older","Rural Area","24","","","","7"
"8 on Scale 1 to 10","1986","16-34 y.","Rural Area","80","0.196179735846862","0.157264054078535","0.235095417615188","8"
"8 on Scale 1 to 10","1986","16-34 y.","Urban Area","352","0.197602432009656","0.179308656660045","0.215896207359268","8"
"8 on Scale 1 to 10","1986","35-65 y.","Urban Area","602","0.226477885980579","0.210742672725759","0.242213099235399","8"
"8 on Scale 1 to 10","1986","35-65 y.","Rural Area","174","0.242642328314906","0.210931080482682","0.274353576147131","8"
"8 on Scale 1 to 10","1986","66 and older","Urban Area","135","0.233965787440372","0.199057854887153","0.268873719993591","8"
"8 on Scale 1 to 10","1986","66 and older","Rural Area","45","0.244215064254435","0.181798804908818","0.306631323600052","8"
"9 on Scale 1 to 10","1986","16-34 y.","Urban Area","156","0.0785554439911655","0.0661949694315945","0.0909159185507365","9"
"9 on Scale 1 to 10","1986","16-34 y.","Rural Area","32","0.0702604319361735","0.0452135216555988","0.0953073422167482","9"
"9 on Scale 1 to 10","1986","35-65 y.","Urban Area","236","0.0838964811303269","0.0734740864964004","0.0943188757642533","9"
"9 on Scale 1 to 10","1986","35-65 y.","Rural Area","64","0.0901733917169673","0.0689849970148211","0.111361786419114","9"
"9 on Scale 1 to 10","1986","66 and older","Urban Area","59","0.107371926832565","0.0818446486483068","0.132899205016823","9"
"9 on Scale 1 to 10","1986","66 and older","Rural Area","24","","","","9"
"0 Completely dissatisfied","1987","16-34 y.","Urban Area","3","","","","0"
"0 Completely dissatisfied","1987","16-34 y.","Rural Area","2","","","","0"
"0 Completely dissatisfied","1987","35-65 y.","Urban Area","12","","","","0"
"0 Completely dissatisfied","1987","35-65 y.","Rural Area","6","","","","0"
"0 Completely dissatisfied","1987","66 and older","Urban Area","3","","","","0"
"0 Completely dissatisfied","1987","66 and older","Rural Area","2","","","","0"
"1 on Scale 1 to 10","1987","35-65 y.","Rural Area","3","","","","1"
"1 on Scale 1 to 10","1987","35-65 y.","Urban Area","15","","","","1"
"1 on Scale 1 to 10","1987","16-34 y.","Urban Area","8","","","","1"
"1 on Scale 1 to 10","1987","16-34 y.","Rural Area","4","","","","1"
"1 on Scale 1 to 10","1987","66 and older","Rural Area","1","","","","1"
"1 on Scale 1 to 10","1987","66 and older","Urban Area","","","","","1"
"10 Completely satisfied","1987","16-34 y.","Rural Area","49","0.117291648506966","0.086371356363156","0.148211940650775","10"
"10 Completely satisfied","1987","16-34 y.","Urban Area","177","0.0829334315842563","0.0700965666441531","0.0957702965243595","10"
"10 Completely satisfied","1987","35-65 y.","Urban Area","363","0.14084087270362","0.127683259845328","0.153998485561912","10"
"10 Completely satisfied","1987","35-65 y.","Rural Area","108","0.151159315231681","0.124642605567585","0.177676024895777","10"
"10 Completely satisfied","1987","66 and older","Urban Area","122","0.212242102583227","0.179632780205112","0.244851424961342","10"
"10 Completely satisfied","1987","66 and older","Rural Area","36","0.197684839126163","0.139825751865524","0.255543926386802","10"
"2 on Scale 1 to 10","1987","16-34 y.","Urban Area","44","0.0208759200477312","0.0142211140187158","0.0275307260767465","2"
"2 on Scale 1 to 10","1987","35-65 y.","Urban Area","50","0.0163575301181453","0.0115596052150986","0.021155455021192","2"
"2 on Scale 1 to 10","1987","66 and older","Urban Area","11","","","","2"
"2 on Scale 1 to 10","1987","35-65 y.","Rural Area","10","","","","2"
"2 on Scale 1 to 10","1987","16-34 y.","Rural Area","12","","","","2"
"2 on Scale 1 to 10","1987","66 and older","Rural Area","2","","","","2"
"3 on Scale 1 to 10","1987","16-34 y.","Urban Area","59","0.0351677590655965","0.0265935913431001","0.043741926788093","3"
"3 on Scale 1 to 10","1987","16-34 y.","Rural Area","18","","","","3"
"3 on Scale 1 to 10","1987","35-65 y.","Urban Area","96","0.0351822491130161","0.0282134108024382","0.0421510874235941","3"
"3 on Scale 1 to 10","1987","35-65 y.","Rural Area","21","","","","3"
"3 on Scale 1 to 10","1987","66 and older","Urban Area","13","","","","3"
"3 on Scale 1 to 10","1987","66 and older","Rural Area","5","","","","3"
"4 on Scale 1 to 10","1987","35-65 y.","Rural Area","32","0.0407185026571883","0.0260880414944857","0.0553489638198909","4"
"4 on Scale 1 to 10","1987","16-34 y.","Urban Area","115","0.0638436896898736","0.0524640923054315","0.0752232870743158","4"
"4 on Scale 1 to 10","1987","16-34 y.","Rural Area","24","","","","4"
"4 on Scale 1 to 10","1987","35-65 y.","Urban Area","136","0.0485026942527574","0.0403769591692228","0.056628429336292","4"
"4 on Scale 1 to 10","1987","66 and older","Urban Area","25","","","","4"
"4 on Scale 1 to 10","1987","66 and older","Rural Area","6","","","","4"
"5 on Scale 1 to 10","1987","16-34 y.","Rural Area","57","0.143645321409566","0.109941898820576","0.177348743998556","5"
"5 on Scale 1 to 10","1987","16-34 y.","Urban Area","334","0.204092041439039","0.185331810433787","0.222852272444291","5"
"5 on Scale 1 to 10","1987","35-65 y.","Urban Area","426","0.162127708865048","0.148186723127788","0.176068694602309","5"
"5 on Scale 1 to 10","1987","35-65 y.","Rural Area","104","0.157891979306194","0.130898863466278","0.184885095146111","5"
"5 on Scale 1 to 10","1987","66 and older","Urban Area","85","0.142910497902349","0.11499953781217","0.170821457992527","5"
"5 on Scale 1 to 10","1987","66 and older","Rural Area","16","","","","5"
"6 on Scale 1 to 10","1987","16-34 y.","Urban Area","204","0.122988237609703","0.10770102796591","0.138275447253496","6"
"6 on Scale 1 to 10","1987","35-65 y.","Rural Area","85","0.133323262282657","0.108159787152277","0.158486737413038","6"
"6 on Scale 1 to 10","1987","66 and older","Urban Area","59","0.0888411393855835","0.0661511792430353","0.111531099528132","6"
"6 on Scale 1 to 10","1987","35-65 y.","Urban Area","336","0.117791635871255","0.105598406091397","0.129984865651114","6"
"6 on Scale 1 to 10","1987","66 and older","Rural Area","19","","","","6"
"6 on Scale 1 to 10","1987","16-34 y.","Rural Area","47","0.130390439201894","0.0980320829015354","0.162748795502253","6"
"7 on Scale 1 to 10","1987","35-65 y.","Urban Area","426","0.150350379729802","0.136831268399732","0.163869491059871","7"
"7 on Scale 1 to 10","1987","16-34 y.","Urban Area","316","0.173045318456156","0.15543713698147","0.190653499930843","7"
"7 on Scale 1 to 10","1987","16-34 y.","Rural Area","73","0.174052794986924","0.137617853995936","0.210487735977912","7"
"7 on Scale 1 to 10","1987","35-65 y.","Rural Area","116","0.149658212676979","0.12325017566665","0.176066249687308","7"
"7 on Scale 1 to 10","1987","66 and older","Urban Area","85","0.137377788895302","0.109924258480497","0.164831319310108","7"
"7 on Scale 1 to 10","1987","66 and older","Rural Area","29","","","","7"
"8 on Scale 1 to 10","1987","35-65 y.","Urban Area","578","0.219405824146806","0.203752280259731","0.235059368033881","8"
"8 on Scale 1 to 10","1987","35-65 y.","Rural Area","160","0.237218454360215","0.205729125344014","0.268707783376417","8"
"8 on Scale 1 to 10","1987","16-34 y.","Urban Area","347","0.194318018352936","0.175900458696954","0.212735578008919","8"
"8 on Scale 1 to 10","1987","16-34 y.","Rural Area","82","0.180119838252438","0.143191702053464","0.217047974451413","8"
"8 on Scale 1 to 10","1987","66 and older","Urban Area","142","0.239009379126244","0.204997803965605","0.273020954286884","8"
"8 on Scale 1 to 10","1987","66 and older","Rural Area","35","0.190020110461734","0.133023464708885","0.247016756214584","8"
"9 on Scale 1 to 10","1987","35-65 y.","Rural Area","56","0.0775649246274438","0.0577638083664052","0.0973660408884824","9"
"9 on Scale 1 to 10","1987","16-34 y.","Urban Area","166","0.0963590451675642","0.0826237524246609","0.110094337910468","9"
"9 on Scale 1 to 10","1987","35-65 y.","Urban Area","247","0.0992236615531448","0.0879154986691847","0.110531824437105","9"
"9 on Scale 1 to 10","1987","16-34 y.","Rural Area","48","0.104177687752884","0.0748214956983377","0.13353387980743","9"
"9 on Scale 1 to 10","1987","66 and older","Urban Area","59","0.0946861110865539","0.0713368923777893","0.118035329795318","9"
"9 on Scale 1 to 10","1987","66 and older","Rural Area","31","0.155929589382387","0.103222867891626","0.208636310873147","9"
"0 Completely dissatisfied","1988","16-34 y.","Rural Area","5","","","","0"
"0 Completely dissatisfied","1988","16-34 y.","Urban Area","6","","","","0"
"0 Completely dissatisfied","1988","35-65 y.","Urban Area","16","","","","0"
"0 Completely dissatisfied","1988","35-65 y.","Rural Area","2","","","","0"
"0 Completely dissatisfied","1988","66 and older","Urban Area","2","","","","0"
"0 Completely dissatisfied","1988","66 and older","Rural Area","3","","","","0"
"1 on Scale 1 to 10","1988","35-65 y.","Urban Area","12","","","","1"
"1 on Scale 1 to 10","1988","16-34 y.","Urban Area","8","","","","1"
"1 on Scale 1 to 10","1988","35-65 y.","Rural Area","6","","","","1"
"1 on Scale 1 to 10","1988","16-34 y.","Rural Area","1","","","","1"
"1 on Scale 1 to 10","1988","66 and older","Urban Area","8","","","","1"
"1 on Scale 1 to 10","1988","66 and older","Rural Area","2","","","","1"
"10 Completely satisfied","1988","16-34 y.","Urban Area","180","0.0864283734098404","0.0731642384663553","0.0996925083533255","10"
"10 Completely satisfied","1988","35-65 y.","Urban Area","289","0.117204200390076","0.104787438535573","0.129620962244579","10"
"10 Completely satisfied","1988","35-65 y.","Rural Area","88","0.136714758588904","0.110222640017876","0.163206877159932","10"
"10 Completely satisfied","1988","16-34 y.","Rural Area","55","0.121459166517478","0.0891632257415692","0.153755107293387","10"
"10 Completely satisfied","1988","66 and older","Urban Area","116","0.200214001267973","0.167979470051627","0.232448532484318","10"
"10 Completely satisfied","1988","66 and older","Rural Area","33","0.176994055168308","0.121237919723962","0.232750190612654","10"
"2 on Scale 1 to 10","1988","16-34 y.","Urban Area","42","0.0268628697354631","0.0192307937592276","0.0344949457116985","2"
"2 on Scale 1 to 10","1988","16-34 y.","Rural Area","7","","","","2"
"2 on Scale 1 to 10","1988","35-65 y.","Urban Area","48","0.0184532533631469","0.0132580972708024","0.0236484094554914","2"
"2 on Scale 1 to 10","1988","35-65 y.","Rural Area","12","","","","2"
"2 on Scale 1 to 10","1988","66 and older","Urban Area","15","","","","2"
"2 on Scale 1 to 10","1988","66 and older","Rural Area","2","","","","2"
"3 on Scale 1 to 10","1988","16-34 y.","Urban Area","64","0.0393246988511661","0.030149817100553","0.0484995806017793","3"
"3 on Scale 1 to 10","1988","16-34 y.","Rural Area","16","","","","3"
"3 on Scale 1 to 10","1988","35-65 y.","Urban Area","102","0.0344497552121822","0.0274095204089034","0.041489990015461","3"
"3 on Scale 1 to 10","1988","35-65 y.","Rural Area","16","","","","3"
"3 on Scale 1 to 10","1988","66 and older","Urban Area","19","","","","3"
"3 on Scale 1 to 10","1988","66 and older","Rural Area","7","","","","3"
"4 on Scale 1 to 10","1988","35-65 y.","Urban Area","132","0.0496927495305926","0.0413042329073457","0.0580812661538395","4"
"4 on Scale 1 to 10","1988","16-34 y.","Urban Area","100","0.0660438665768304","0.0543203218350763","0.0777674113185846","4"
"4 on Scale 1 to 10","1988","16-34 y.","Rural Area","20","","","","4"
"4 on Scale 1 to 10","1988","35-65 y.","Rural Area","33","0.0519054721656143","0.0347988515050682","0.0690120928261604","4"
"4 on Scale 1 to 10","1988","66 and older","Urban Area","29","","","","4"
"4 on Scale 1 to 10","1988","66 and older","Rural Area","4","","","","4"
"5 on Scale 1 to 10","1988","16-34 y.","Urban Area","337","0.219401604513381","0.199866614791725","0.238936594235037","5"
"5 on Scale 1 to 10","1988","16-34 y.","Rural Area","64","0.184925616697848","0.146541727610794","0.223309505784903","5"
"5 on Scale 1 to 10","1988","35-65 y.","Urban Area","428","0.170266227283328","0.155757133934929","0.184775320631728","5"
"5 on Scale 1 to 10","1988","35-65 y.","Rural Area","108","0.173409710445917","0.144214360307867","0.202605060583968","5"
"5 on Scale 1 to 10","1988","66 and older","Urban Area","94","0.161341781387853","0.131710313567531","0.190973249208175","5"
"5 on Scale 1 to 10","1988","66 and older","Rural Area","23","","","","5"
"6 on Scale 1 to 10","1988","16-34 y.","Urban Area","204","0.109808920429852","0.0950504995897682","0.124567341269935","6"
"6 on Scale 1 to 10","1988","16-34 y.","Rural Area","39","0.0953879080986609","0.066345697360404","0.124430118836918","6"
"6 on Scale 1 to 10","1988","35-65 y.","Urban Area","346","0.130238164397784","0.117246166505814","0.143230162289754","6"
"6 on Scale 1 to 10","1988","35-65 y.","Rural Area","75","0.102521491496513","0.0791303552463536","0.125912627746673","6"
"6 on Scale 1 to 10","1988","66 and older","Urban Area","46","0.0728184676783531","0.0518874477141748","0.0937494876425313","6"
"6 on Scale 1 to 10","1988","66 and older","Rural Area","24","","","","6"
"7 on Scale 1 to 10","1988","16-34 y.","Urban Area","283","0.157984466411078","0.140767893510305","0.17520103931185","7"
"7 on Scale 1 to 10","1988","35-65 y.","Urban Area","427","0.162838955575832","0.148586480369168","0.177091430782496","7"
"7 on Scale 1 to 10","1988","16-34 y.","Rural Area","69","0.173500132952728","0.136061229878615","0.210939036026842","7"
"7 on Scale 1 to 10","1988","35-65 y.","Rural Area","115","0.178622672974625","0.149085326363944","0.208160019585305","7"
"7 on Scale 1 to 10","1988","66 and older","Urban Area","94","0.152540971333838","0.123578217910073","0.181503724757603","7"
"7 on Scale 1 to 10","1988","66 and older","Rural Area","27","","","","7"
"8 on Scale 1 to 10","1988","35-65 y.","Urban Area","589","0.225958340277771","0.209814643554053","0.242102037001489","8"
"8 on Scale 1 to 10","1988","16-34 y.","Rural Area","78","0.220732170586832","0.179728002360343","0.261736338813322","8"
"8 on Scale 1 to 10","1988","66 and older","Rural Area","40","0.211191975943753","0.151565903265083","0.270818048622423","8"
"8 on Scale 1 to 10","1988","16-34 y.","Urban Area","354","0.201982538371675","0.183031082858115","0.220933993885234","8"
"8 on Scale 1 to 10","1988","35-65 y.","Rural Area","136","0.212940819891874","0.181371517334059","0.244510122449689","8"
"8 on Scale 1 to 10","1988","66 and older","Urban Area","123","0.206386712119614","0.173785588444273","0.238987835794955","8"
"9 on Scale 1 to 10","1988","16-34 y.","Urban Area","146","0.0828469966150436","0.0698351558157514","0.0958588374143358","9"
"9 on Scale 1 to 10","1988","35-65 y.","Urban Area","189","0.0784595117191376","0.0680797676470043","0.0888392557912709","9"
"9 on Scale 1 to 10","1988","16-34 y.","Rural Area","39","0.0733850155863282","0.047603694321198","0.0991663368514583","9"
"9 on Scale 1 to 10","1988","35-65 y.","Rural Area","55","0.0871261532046814","0.0653785458047073","0.108873760604656","9"
"9 on Scale 1 to 10","1988","66 and older","Urban Area","46","0.0766720847372217","0.0552390406829629","0.0981051287914806","9"
"9 on Scale 1 to 10","1988","66 and older","Rural Area","15","","","","9"
"0 Completely dissatisfied","1989","16-34 y.","Urban Area","13","","","","0"
"0 Completely dissatisfied","1989","16-34 y.","Rural Area","3","","","","0"
"0 Completely dissatisfied","1989","35-65 y.","Urban Area","17","","","","0"
"0 Completely dissatisfied","1989","35-65 y.","Rural Area","2","","","","0"
"0 Completely dissatisfied","1989","66 and older","Urban Area","3","","","","0"
"0 Completely dissatisfied","1989","66 and older","Rural Area","2","","","","0"
"1 on Scale 1 to 10","1989","16-34 y.","Urban Area","12","","","","1"
"1 on Scale 1 to 10","1989","16-34 y.","Rural Area","8","","","","1"
"1 on Scale 1 to 10","1989","35-65 y.","Urban Area","20","","","","1"
"1 on Scale 1 to 10","1989","66 and older","Rural Area","1","","","","1"
"1 on Scale 1 to 10","1989","35-65 y.","Rural Area","4","","","","1"
"1 on Scale 1 to 10","1989","66 and older","Urban Area","5","","","","1"
"10 Completely satisfied","1989","16-34 y.","Urban Area","152","0.0708076776612909","0.0586537662093729","0.0829615891132089","10"
"10 Completely satisfied","1989","16-34 y.","Rural Area","37","0.0707186905170177","0.0453089389667291","0.0961284420673062","10"
"10 Completely satisfied","1989","35-65 y.","Urban Area","288","0.115960641053157","0.103545726264914","0.1283755558414","10"
"10 Completely satisfied","1989","35-65 y.","Rural Area","80","0.128757962738196","0.102869929130095","0.154645996346298","10"
"10 Completely satisfied","1989","66 and older","Urban Area","102","0.177459725863125","0.146786923939529","0.208132527786721","10"
