"plh0174","year","migback","regtyp","n","percent","lower_confidence","upper_confidence","value"
"3 on Scale 1 to 10","1986","no migration background","Urban Area","137","0.0401442385904981","0.0336732895079717","0.0466151876730245","3"
"3 on Scale 1 to 10","1986","no migration background","Rural Area","28","","","","3"
"3 on Scale 1 to 10","1986","direct migration background","Rural Area","2","","","","3"
"3 on Scale 1 to 10","1986","indirect migration background","Urban Area","4","","","","3"
"3 on Scale 1 to 10","1986","indirect migration background","Rural Area","","","","","3"
"4 on Scale 1 to 10","1986","direct migration background","Urban Area","97","0.070100105655281","0.0571709662012529","0.083029245109309","4"
"4 on Scale 1 to 10","1986","direct migration background","Rural Area","5","","","","4"
"4 on Scale 1 to 10","1986","no migration background","Urban Area","195","0.0535689894290289","0.0461464145123975","0.0609915643456604","4"
"4 on Scale 1 to 10","1986","no migration background","Rural Area","54","0.0542240755747903","0.0404075626379829","0.0680405885115978","4"
"4 on Scale 1 to 10","1986","indirect migration background","Urban Area","4","","","","4"
"4 on Scale 1 to 10","1986","indirect migration background","Rural Area","1","","","","4"
"5 on Scale 1 to 10","1986","no migration background","Rural Area","156","0.14918958242107","0.127452868430571","0.17092629641157","5"
"5 on Scale 1 to 10","1986","no migration background","Urban Area","619","0.174446896457512","0.161936890604976","0.186956902310048","5"
"5 on Scale 1 to 10","1986","direct migration background","Urban Area","237","0.170150139867135","0.151121484432093","0.189178795302178","5"
"5 on Scale 1 to 10","1986","direct migration background","Rural Area","32","0.131640265327486","0.0887762004433637","0.174504330211609","5"
"5 on Scale 1 to 10","1986","indirect migration background","Urban Area","19","","","","5"
"5 on Scale 1 to 10","1986","indirect migration background","Rural Area","3","","","","5"
"6 on Scale 1 to 10","1986","no migration background","Rural Area","98","0.0960205584631315","0.078045528084534","0.113995588841729","6"
"6 on Scale 1 to 10","1986","no migration background","Urban Area","381","0.103670981411677","0.0936221464098306","0.113719816413523","6"
"6 on Scale 1 to 10","1986","direct migration background","Urban Area","163","0.0890335621264695","0.0746117362608917","0.103455387992047","6"
"6 on Scale 1 to 10","1986","direct migration background","Rural Area","28","","","","6"
"6 on Scale 1 to 10","1986","indirect migration background","Urban Area","8","","","","6"
"6 on Scale 1 to 10","1986","indirect migration background","Rural Area","3","","","","6"
"7 on Scale 1 to 10","1986","no migration background","Rural Area","176","0.161186332583986","0.138752416115543","0.183620249052429","7"
"7 on Scale 1 to 10","1986","no migration background","Urban Area","523","0.143429122623095","0.131874554825448","0.154983690420741","7"
"7 on Scale 1 to 10","1986","direct migration background","Urban Area","219","0.143844255830173","0.126073134432094","0.161615377228253","7"
"7 on Scale 1 to 10","1986","direct migration background","Rural Area","36","0.170358498355495","0.122696057799827","0.218020938911162","7"
"7 on Scale 1 to 10","1986","indirect migration background","Urban Area","7","","","","7"
"7 on Scale 1 to 10","1986","indirect migration background","Rural Area","1","","","","7"
"8 on Scale 1 to 10","1986","no migration background","Rural Area","240","0.231299713391085","0.205573592200221","0.257025834581949","8"
"8 on Scale 1 to 10","1986","no migration background","Urban Area","765","0.219949913393456","0.206295390676829","0.233604436110082","8"
"8 on Scale 1 to 10","1986","direct migration background","Urban Area","315","0.222901114419441","0.201825198986047","0.243977029852835","8"
"8 on Scale 1 to 10","1986","direct migration background","Rural Area","59","0.24235607139016","0.188029954193306","0.296682188587014","8"
"8 on Scale 1 to 10","1986","indirect migration background","Urban Area","9","","","","8"
"8 on Scale 1 to 10","1986","indirect migration background","Rural Area","","","","","8"
"9 on Scale 1 to 10","1986","no migration background","Urban Area","307","0.0868382783373106","0.0775553962645101","0.096121160410111","9"
"9 on Scale 1 to 10","1986","no migration background","Rural Area","90","0.0887923273664738","0.0714381254507513","0.106146529282196","9"
"9 on Scale 1 to 10","1986","direct migration background","Urban Area","139","0.0891792920853977","0.07474682277814","0.103611761392655","9"
"9 on Scale 1 to 10","1986","direct migration background","Rural Area","28","","","","9"
"9 on Scale 1 to 10","1986","indirect migration background","Urban Area","5","","","","9"
"9 on Scale 1 to 10","1986","indirect migration background","Rural Area","2","","","","9"
"0 Completely dissatisfied","1987","no migration background","Urban Area","12","","","","0"
"0 Completely dissatisfied","1987","no migration background","Rural Area","7","","","","0"
"0 Completely dissatisfied","1987","direct migration background","Urban Area","6","","","","0"
"0 Completely dissatisfied","1987","direct migration background","Rural Area","3","","","","0"
"0 Completely dissatisfied","1987","indirect migration background","Urban Area","","","","","0"
"0 Completely dissatisfied","1987","indirect migration background","Rural Area","","","","","0"
"1 on Scale 1 to 10","1987","direct migration background","Rural Area","3","","","","1"
"1 on Scale 1 to 10","1987","direct migration background","Urban Area","13","","","","1"
"1 on Scale 1 to 10","1987","no migration background","Urban Area","10","","","","1"
"1 on Scale 1 to 10","1987","no migration background","Rural Area","5","","","","1"
"1 on Scale 1 to 10","1987","indirect migration background","Rural Area","","","","","1"
"1 on Scale 1 to 10","1987","indirect migration background","Urban Area","","","","","1"
"10 Completely satisfied","1987","no migration background","Rural Area","153","0.153499351823961","0.131581033110305","0.175417670537618","10"
"10 Completely satisfied","1987","no migration background","Urban Area","479","0.142117173579453","0.13055596304106","0.153678384117846","10"
"10 Completely satisfied","1987","direct migration background","Urban Area","174","0.118241239222527","0.101734974662108","0.134747503782946","10"
"10 Completely satisfied","1987","direct migration background","Rural Area","38","0.15988015401065","0.113894636440485","0.205865671580814","10"
"10 Completely satisfied","1987","indirect migration background","Urban Area","9","","","","10"
"10 Completely satisfied","1987","indirect migration background","Rural Area","2","","","","10"
"2 on Scale 1 to 10","1987","no migration background","Urban Area","67","0.0190115091684654","0.0144897617946643","0.0235332565422665","2"
"2 on Scale 1 to 10","1987","direct migration background","Urban Area","33","0.0108243119786682","0.00553466984720019","0.0161139541101363","2"
"2 on Scale 1 to 10","1987","indirect migration background","Urban Area","5","","","","2"
"2 on Scale 1 to 10","1987","direct migration background","Rural Area","6","","","","2"
"2 on Scale 1 to 10","1987","no migration background","Rural Area","17","","","","2"
"2 on Scale 1 to 10","1987","indirect migration background","Rural Area","1","","","","2"
"3 on Scale 1 to 10","1987","no migration background","Urban Area","110","0.0316616858949581","0.0258641076553732","0.0374592641345431","3"
"3 on Scale 1 to 10","1987","no migration background","Rural Area","36","0.0325297665580591","0.0217427934391802","0.043316739676938","3"
"3 on Scale 1 to 10","1987","direct migration background","Urban Area","58","0.0358342119538886","0.026332229780846","0.0453361941269313","3"
"3 on Scale 1 to 10","1987","direct migration background","Rural Area","8","","","","3"
"3 on Scale 1 to 10","1987","indirect migration background","Urban Area","","","","","3"
"3 on Scale 1 to 10","1987","indirect migration background","Rural Area","","","","","3"
"4 on Scale 1 to 10","1987","direct migration background","Rural Area","10","","","","4"
"4 on Scale 1 to 10","1987","no migration background","Urban Area","180","0.0509499225130718","0.0436690677037587","0.0582307773223848","4"
"4 on Scale 1 to 10","1987","no migration background","Rural Area","51","0.0490260569872238","0.0358968616833853","0.0621552522910622","4"
"4 on Scale 1 to 10","1987","direct migration background","Urban Area","88","0.0553285067226598","0.043641472836859","0.0670155406084606","4"
"4 on Scale 1 to 10","1987","indirect migration background","Urban Area","8","","","","4"
"4 on Scale 1 to 10","1987","indirect migration background","Rural Area","1","","","","4"
"5 on Scale 1 to 10","1987","no migration background","Rural Area","140","0.134703309238071","0.113944044318078","0.155462574158063","5"
"5 on Scale 1 to 10","1987","no migration background","Urban Area","608","0.173232338164714","0.160701726628985","0.185762949700443","5"
"5 on Scale 1 to 10","1987","direct migration background","Urban Area","221","0.141649075842433","0.12382410878558","0.159474042899285","5"
"5 on Scale 1 to 10","1987","direct migration background","Rural Area","35","0.207996938635372","0.157070292080797","0.258923585189946","5"
"5 on Scale 1 to 10","1987","indirect migration background","Urban Area","16","","","","5"
"5 on Scale 1 to 10","1987","indirect migration background","Rural Area","2","","","","5"
"6 on Scale 1 to 10","1987","no migration background","Urban Area","403","0.110838757876484","0.100444293162255","0.121233222590713","6"
"6 on Scale 1 to 10","1987","direct migration background","Rural Area","21","","","","6"
"6 on Scale 1 to 10","1987","indirect migration background","Urban Area","10","","","","6"
"6 on Scale 1 to 10","1987","direct migration background","Urban Area","186","0.133352814422297","0.115974338676399","0.150731290168195","6"
"6 on Scale 1 to 10","1987","indirect migration background","Rural Area","1","","","","6"
"6 on Scale 1 to 10","1987","no migration background","Rural Area","129","0.12749834885191","0.1072179857558","0.14777871194802","6"
"7 on Scale 1 to 10","1987","direct migration background","Urban Area","276","0.166430722646455","0.147390280772906","0.185471164520004","7"
"7 on Scale 1 to 10","1987","no migration background","Urban Area","537","0.153251506057458","0.141324110171605","0.165178901943311","7"
"7 on Scale 1 to 10","1987","no migration background","Rural Area","171","0.160750494018143","0.138416724882729","0.183084263153557","7"
"7 on Scale 1 to 10","1987","direct migration background","Rural Area","44","0.14129828223166","0.0975921087988656","0.185004455664454","7"
"7 on Scale 1 to 10","1987","indirect migration background","Urban Area","14","","","","7"
"7 on Scale 1 to 10","1987","indirect migration background","Rural Area","3","","","","7"
"8 on Scale 1 to 10","1987","direct migration background","Urban Area","300","0.217546229435186","0.196455356865701","0.238637102004672","8"
"8 on Scale 1 to 10","1987","direct migration background","Rural Area","57","0.236750074494214","0.183412701061559","0.290087447926869","8"
"8 on Scale 1 to 10","1987","no migration background","Urban Area","747","0.215682869605559","0.202064669258298","0.229301069952819","8"
"8 on Scale 1 to 10","1987","no migration background","Rural Area","218","0.208155331717015","0.18346914068731","0.23284152274672","8"
"8 on Scale 1 to 10","1987","indirect migration background","Urban Area","20","","","","8"
"8 on Scale 1 to 10","1987","indirect migration background","Rural Area","2","","","","8"
"9 on Scale 1 to 10","1987","direct migration background","Rural Area","19","","","","9"
"9 on Scale 1 to 10","1987","no migration background","Urban Area","351","0.0966131302930736","0.0868312801299828","0.106394980456164","9"
"9 on Scale 1 to 10","1987","direct migration background","Urban Area","115","0.102329592297787","0.0868361292792894","0.117823055316285","9"
"9 on Scale 1 to 10","1987","no migration background","Rural Area","112","0.10515436874448","0.0865022557124301","0.12380648177653","9"
"9 on Scale 1 to 10","1987","indirect migration background","Urban Area","6","","","","9"
"9 on Scale 1 to 10","1987","indirect migration background","Rural Area","4","","","","9"
"0 Completely dissatisfied","1988","no migration background","Rural Area","6","","","","0"
"0 Completely dissatisfied","1988","no migration background","Urban Area","17","","","","0"
"0 Completely dissatisfied","1988","direct migration background","Urban Area","6","","","","0"
"0 Completely dissatisfied","1988","direct migration background","Rural Area","4","","","","0"
"0 Completely dissatisfied","1988","indirect migration background","Urban Area","1","","","","0"
"0 Completely dissatisfied","1988","indirect migration background","Rural Area","","","","","0"
"1 on Scale 1 to 10","1988","direct migration background","Urban Area","4","","","","1"
"1 on Scale 1 to 10","1988","no migration background","Urban Area","24","","","","1"
"1 on Scale 1 to 10","1988","direct migration background","Rural Area","","","","","1"
"1 on Scale 1 to 10","1988","no migration background","Rural Area","9","","","","1"
"1 on Scale 1 to 10","1988","indirect migration background","Urban Area","","","","","1"
"1 on Scale 1 to 10","1988","indirect migration background","Rural Area","","","","","1"
"10 Completely satisfied","1988","no migration background","Urban Area","415","0.129096487862524","0.117748763022317","0.14044421270273","10"
"10 Completely satisfied","1988","direct migration background","Urban Area","163","0.111479209604003","0.09520118844603","0.127757230761975","10"
"10 Completely satisfied","1988","direct migration background","Rural Area","40","0.162678940427463","0.115187452843212","0.210170428011715","10"
"10 Completely satisfied","1988","no migration background","Rural Area","130","0.138954680152587","0.117108045688879","0.160801314616294","10"
"10 Completely satisfied","1988","indirect migration background","Urban Area","7","","","","10"
"10 Completely satisfied","1988","indirect migration background","Rural Area","6","","","","10"
"2 on Scale 1 to 10","1988","no migration background","Urban Area","68","0.021996233929909","0.0170324714686888","0.0269599963911292","2"
"2 on Scale 1 to 10","1988","no migration background","Rural Area","19","","","","2"
"2 on Scale 1 to 10","1988","direct migration background","Urban Area","34","0.0266569070077145","0.018325684660853","0.0349881293545761","2"
"2 on Scale 1 to 10","1988","direct migration background","Rural Area","1","","","","2"
"2 on Scale 1 to 10","1988","indirect migration background","Urban Area","3","","","","2"
"2 on Scale 1 to 10","1988","indirect migration background","Rural Area","1","","","","2"
"3 on Scale 1 to 10","1988","no migration background","Urban Area","108","0.0341421099755011","0.0279964524316301","0.040287767519372","3"
"3 on Scale 1 to 10","1988","no migration background","Rural Area","28","","","","3"
"3 on Scale 1 to 10","1988","direct migration background","Urban Area","77","0.0436167770022058","0.0330531360623758","0.0541804179420357","3"
"3 on Scale 1 to 10","1988","direct migration background","Rural Area","11","","","","3"
"3 on Scale 1 to 10","1988","indirect migration background","Urban Area","","","","","3"
"3 on Scale 1 to 10","1988","indirect migration background","Rural Area","","","","","3"
"4 on Scale 1 to 10","1988","direct migration background","Urban Area","68","0.0520751533765196","0.0405837491082103","0.0635665576448289","4"
"4 on Scale 1 to 10","1988","no migration background","Urban Area","185","0.0560946217773969","0.0483072411172219","0.0638820024375718","4"
"4 on Scale 1 to 10","1988","no migration background","Rural Area","48","0.0497941994416395","0.0360558941402709","0.063532504743008","4"
"4 on Scale 1 to 10","1988","direct migration background","Rural Area","9","","","","4"
"4 on Scale 1 to 10","1988","indirect migration background","Urban Area","8","","","","4"
"4 on Scale 1 to 10","1988","indirect migration background","Rural Area","","","","","4"
"5 on Scale 1 to 10","1988","no migration background","Urban Area","598","0.181257766688754","0.168220442322079","0.194295091055429","5"
"5 on Scale 1 to 10","1988","no migration background","Rural Area","156","0.166569658520788","0.143037186623141","0.190102130418435","5"
"5 on Scale 1 to 10","1988","direct migration background","Urban Area","230","0.177430791276646","0.157671489686885","0.197190092866406","5"
"5 on Scale 1 to 10","1988","direct migration background","Rural Area","38","0.157318207075033","0.11046650230444","0.204169911845626","5"
"5 on Scale 1 to 10","1988","indirect migration background","Urban Area","31","0.438958763929725","0.343582419057847","0.534335108801604","5"
"5 on Scale 1 to 10","1988","indirect migration background","Rural Area","1","","","","5"
"6 on Scale 1 to 10","1988","no migration background","Urban Area","398","0.111700674880801","0.101040259517469","0.122361090244134","6"
"6 on Scale 1 to 10","1988","no migration background","Rural Area","109","0.109187068792295","0.0894894464120714","0.128884691172519","6"
"6 on Scale 1 to 10","1988","direct migration background","Urban Area","191","0.116030437468011","0.099466045775497","0.132594829160525","6"
"6 on Scale 1 to 10","1988","direct migration background","Rural Area","24","","","","6"
"6 on Scale 1 to 10","1988","indirect migration background","Urban Area","7","","","","6"
"6 on Scale 1 to 10","1988","indirect migration background","Rural Area","5","","","","6"
"7 on Scale 1 to 10","1988","no migration background","Urban Area","547","0.158393408419879","0.146037073306164","0.170749743533595","7"
"7 on Scale 1 to 10","1988","direct migration background","Urban Area","241","0.164102030447377","0.144946045657165","0.183258015237589","7"
"7 on Scale 1 to 10","1988","no migration background","Rural Area","168","0.173109433694472","0.14921375698809","0.197005110400854","7"
"7 on Scale 1 to 10","1988","direct migration background","Rural Area","37","0.201779480982255","0.150137363344284","0.253421598620226","7"
"7 on Scale 1 to 10","1988","indirect migration background","Urban Area","16","","","","7"
"7 on Scale 1 to 10","1988","indirect migration background","Rural Area","6","","","","7"
"8 on Scale 1 to 10","1988","direct migration background","Urban Area","327","0.239421315147176","0.217350196154638","0.261492434139714","8"
"8 on Scale 1 to 10","1988","no migration background","Rural Area","206","0.214921074344626","0.188977422439501","0.240864726249751","8"
"8 on Scale 1 to 10","1988","indirect migration background","Rural Area","3","","","","8"
"8 on Scale 1 to 10","1988","no migration background","Urban Area","716","0.21189404120295","0.198064166693594","0.225723915712306","8"
"8 on Scale 1 to 10","1988","direct migration background","Rural Area","45","0.226380758333243","0.172530537909977","0.280230978756508","8"
"8 on Scale 1 to 10","1988","indirect migration background","Urban Area","23","","","","8"
"9 on Scale 1 to 10","1988","no migration background","Urban Area","278","0.0812428634509282","0.0719967432371957","0.0904889836646606","9"
"9 on Scale 1 to 10","1988","direct migration background","Urban Area","95","0.0657409296292147","0.0529228651155627","0.0785589941428668","9"
"9 on Scale 1 to 10","1988","no migration background","Rural Area","84","0.0831050966260084","0.0656706343885695","0.100539558863447","9"
"9 on Scale 1 to 10","1988","direct migration background","Rural Area","23","","","","9"
"9 on Scale 1 to 10","1988","indirect migration background","Urban Area","8","","","","9"
"9 on Scale 1 to 10","1988","indirect migration background","Rural Area","2","","","","9"
"0 Completely dissatisfied","1989","no migration background","Urban Area","24","","","","0"
"0 Completely dissatisfied","1989","no migration background","Rural Area","6","","","","0"
"0 Completely dissatisfied","1989","direct migration background","Urban Area","9","","","","0"
"0 Completely dissatisfied","1989","direct migration background","Rural Area","1","","","","0"
"0 Completely dissatisfied","1989","indirect migration background","Urban Area","","","","","0"
"0 Completely dissatisfied","1989","indirect migration background","Rural Area","","","","","0"
"1 on Scale 1 to 10","1989","no migration background","Urban Area","26","","","","1"
"1 on Scale 1 to 10","1989","no migration background","Rural Area","10","","","","1"
"1 on Scale 1 to 10","1989","direct migration background","Urban Area","9","","","","1"
"1 on Scale 1 to 10","1989","indirect migration background","Rural Area","1","","","","1"
"1 on Scale 1 to 10","1989","direct migration background","Rural Area","2","","","","1"
"1 on Scale 1 to 10","1989","indirect migration background","Urban Area","2","","","","1"
"10 Completely satisfied","1989","no migration background","Urban Area","366","0.115631268843517","0.104794386332307","0.126468151354728","10"
"10 Completely satisfied","1989","no migration background","Rural Area","114","0.126795098436701","0.1057025789061","0.147887617967303","10"
"10 Completely satisfied","1989","direct migration background","Urban Area","169","0.124509982485393","0.107239987064597","0.141779977906189","10"
"10 Completely satisfied","1989","direct migration background","Rural Area","30","0.107634169896657","0.0672286759348034","0.14803966385851","10"
"10 Completely satisfied","1989","indirect migration background","Urban Area","7","","","","10"
"10 Completely satisfied","1989","indirect migration background","Rural Area","5","","","","10"
"2 on Scale 1 to 10","1989","direct migration background","Rural Area","2","","","","2"
"2 on Scale 1 to 10","1989","indirect migration background","Urban Area","4","","","","2"
"2 on Scale 1 to 10","1989","no migration background","Urban Area","51","0.0152257088665969","0.0110761002027281","0.0193753175304657","2"
"2 on Scale 1 to 10","1989","no migration background","Rural Area","14","","","","2"
"2 on Scale 1 to 10","1989","direct migration background","Urban Area","33","0.021987568930452","0.0143170396590464","0.0296580982018576","2"
"2 on Scale 1 to 10","1989","indirect migration background","Rural Area","","","","","2"
"3 on Scale 1 to 10","1989","no migration background","Urban Area","151","0.0435649661804923","0.0366475093352441","0.0504824230257405","3"
"3 on Scale 1 to 10","1989","no migration background","Rural Area","38","0.038866111849103","0.026614403835898","0.051117819862308","3"
"3 on Scale 1 to 10","1989","direct migration background","Urban Area","49","0.0398381605355246","0.0296079070097235","0.0500684140613256","3"
"3 on Scale 1 to 10","1989","direct migration background","Rural Area","8","","","","3"
"3 on Scale 1 to 10","1989","indirect migration background","Urban Area","3","","","","3"
"3 on Scale 1 to 10","1989","indirect migration background","Rural Area","1","","","","3"
"4 on Scale 1 to 10","1989","direct migration background","Rural Area","13","","","","4"
"4 on Scale 1 to 10","1989","no migration background","Urban Area","184","0.0550161534286697","0.0472892170996619","0.0627430897576774","4"
"4 on Scale 1 to 10","1989","no migration background","Rural Area","51","0.053377415129023","0.0391283508661089","0.0676264793919372","4"
"4 on Scale 1 to 10","1989","direct migration background","Urban Area","87","0.0625308330106832","0.0498662719959703","0.075195394025396","4"
"4 on Scale 1 to 10","1989","indirect migration background","Urban Area","12","","","","4"
"4 on Scale 1 to 10","1989","indirect migration background","Rural Area","","","","","4"
"5 on Scale 1 to 10","1989","no migration background","Rural Area","175","0.182101238182391","0.157637356388339","0.206565119976442","5"
