"plh0174","year","hgtyp1hh","n","percent","lower_confidence","upper_confidence","value"
"0 Completely dissatisfied","1984","1-pers.-HH","21","","","","0"
"0 Completely dissatisfied","1984","(Married) couple without C. ","13","","","","0"
"0 Completely dissatisfied","1984","Single parent ","11","","","","0"
"0 Completely dissatisfied","1984","Couple + C. LE 16 ","27","","","","0"
"0 Completely dissatisfied","1984","Couple + C. GT 16 ","18","","","","0"
"0 Completely dissatisfied","1984","Couple + C. LE and GT 16","26","","","","0"
"1 on Scale 1 to 10","1984","1-pers.-HH","18","","","","1"
"1 on Scale 1 to 10","1984","(Married) couple without C. ","11","","","","1"
"1 on Scale 1 to 10","1984","Single parent ","6","","","","1"
"1 on Scale 1 to 10","1984","Couple + C. LE 16 ","17","","","","1"
"1 on Scale 1 to 10","1984","Couple + C. GT 16 ","14","","","","1"
"1 on Scale 1 to 10","1984","Couple + C. LE and GT 16","9","","","","1"
"10 Completely satisfied","1984","(Married) couple without C. ","411","0.227992892625026","0.208818194736612","0.247167590513439","10"
"10 Completely satisfied","1984","1-pers.-HH","209","0.197145418275765","0.174221270424947","0.220069566126583","10"
"10 Completely satisfied","1984","Single parent ","75","0.187821064709085","0.149923088462465","0.225719040955705","10"
"10 Completely satisfied","1984","Couple + C. LE and GT 16","166","0.168559251410275","0.14376859720992","0.193349905610631","10"
"10 Completely satisfied","1984","Couple + C. LE 16 ","422","0.200265235879246","0.182937058594597","0.217593413163896","10"
"10 Completely satisfied","1984","Couple + C. GT 16 ","180","0.178558986441809","0.154629708767117","0.202488264116502","10"
"2 on Scale 1 to 10","1984","1-pers.-HH","38","0.0251023112113098","0.0160883063757757","0.0341163160468438","2"
"2 on Scale 1 to 10","1984","(Married) couple without C. ","36","0.0187819994645398","0.0125774408499567","0.024986558079123","2"
"2 on Scale 1 to 10","1984","Single parent ","13","","","","2"
"2 on Scale 1 to 10","1984","Couple + C. LE 16 ","48","0.0177620858635089","0.0120429232997428","0.023481248427275","2"
"2 on Scale 1 to 10","1984","Couple + C. GT 16 ","25","","","","2"
"2 on Scale 1 to 10","1984","Couple + C. LE and GT 16","22","","","","2"
"3 on Scale 1 to 10","1984","(Married) couple without C. ","65","0.0346715068016979","0.0263100654646243","0.0430329481387715","3"
"3 on Scale 1 to 10","1984","Single parent ","23","","","","3"
"3 on Scale 1 to 10","1984","1-pers.-HH","66","0.0566498070925757","0.0433294121845046","0.0699702020006468","3"
