"plh0174","year","sex","n","percent","lower_confidence","upper_confidence","value"
"8 on Scale 1 to 10","1986","Male","316","0.19527011381536","0.176291956651772","0.214248270978948","8"
"9 on Scale 1 to 10","1986","Male","102","0.0598037679499152","0.0484514483067812","0.0711560875930492","9"
"9 on Scale 1 to 10","1986","Female","469","0.097995574839281","0.0895057426625303","0.106485407016032","9"
"0 Completely dissatisfied","1987","Male","16","","","","0"
"0 Completely dissatisfied","1987","Female","12","","","","0"
"1 on Scale 1 to 10","1987","Female","19","","","","1"
"1 on Scale 1 to 10","1987","Male","12","","","","1"
"10 Completely satisfied","1987","Male","187","0.108036888716922","0.0932411801471735","0.12283259728667","10"
"10 Completely satisfied","1987","Female","668","0.154814390480061","0.144439790476083","0.16518899048404","10"
"2 on Scale 1 to 10","1987","Male","54","0.0252149772903148","0.0177425791828678","0.0326873753977619","2"
"2 on Scale 1 to 10","1987","Female","75","0.015296574970861","0.011776600815462","0.01881654912626","2"
"3 on Scale 1 to 10","1987","Male","74","0.0428216280239763","0.0331721390774438","0.0524711169705089","3"
"3 on Scale 1 to 10","1987","Female","138","0.0278536243256645","0.0231341205451022","0.0325731281062267","3"
"4 on Scale 1 to 10","1987","Male","124","0.0712581296738012","0.0589967028839702","0.0835195564636323","4"
"4 on Scale 1 to 10","1987","Female","214","0.0428785259512542","0.0370682988953576","0.0486887530071507","4"
"5 on Scale 1 to 10","1987","Male","359","0.211793634167958","0.192319744393767","0.231267523942149","5"
"5 on Scale 1 to 10","1987","Female","663","0.145883414922202","0.135759437015835","0.156007392828569","5"
"6 on Scale 1 to 10","1987","Male","194","0.121522067696222","0.105949175019229","0.137094960373215","6"
"6 on Scale 1 to 10","1987","Female","556","0.113855691345877","0.10474567304605","0.122965709645705","6"
"7 on Scale 1 to 10","1987","Male","267","0.146108566863347","0.129273476342931","0.162943657383762","7"
"7 on Scale 1 to 10","1987","Female","778","0.158853365127035","0.148369444692847","0.169337285561224","7"
"8 on Scale 1 to 10","1987","Female","1050","0.226325194003994","0.214323699550924","0.238326688457064","8"
"8 on Scale 1 to 10","1987","Male","294","0.183958025728274","0.165491214653075","0.202424836803474","8"
"9 on Scale 1 to 10","1987","Male","110","0.0739327958676617","0.0614613701491255","0.086404221586198","9"
"9 on Scale 1 to 10","1987","Female","497","0.107687173555878","0.0987965912318739","0.116577755879882","9"
"0 Completely dissatisfied","1988","Male","12","","","","0"
"0 Completely dissatisfied","1988","Female","22","","","","0"
"1 on Scale 1 to 10","1988","Male","16","","","","1"
"1 on Scale 1 to 10","1988","Female","21","","","","1"
"10 Completely satisfied","1988","Female","584","0.139229384457272","0.129087650351833","0.149371118562711","10"
"10 Completely satisfied","1988","Male","177","0.104148469730672","0.0893516556216348","0.11894528383971","10"
"2 on Scale 1 to 10","1988","Male","50","0.0331755984647916","0.0244998503251469","0.0418513466044363","2"
"2 on Scale 1 to 10","1988","Female","76","0.0176055633530172","0.0137528121697751","0.0214583145362593","2"
"3 on Scale 1 to 10","1988","Male","100","0.0554459076582962","0.0443599831471246","0.0665318321694677","3"
"3 on Scale 1 to 10","1988","Female","124","0.0262091873519159","0.0215290061689","0.0308893685349318","3"
"4 on Scale 1 to 10","1988","Male","99","0.0630413040754894","0.0512680485868249","0.0748145595641538","4"
"4 on Scale 1 to 10","1988","Female","219","0.0504045517894644","0.0439953013356153","0.0568138022433135","4"
"5 on Scale 1 to 10","1988","Male","335","0.211404910431023","0.191625728694021","0.231184092168024","5"
"5 on Scale 1 to 10","1988","Female","719","0.166961179977699","0.156035627059274","0.177886732896124","5"
"6 on Scale 1 to 10","1988","Female","550","0.110800667388599","0.101605200089898","0.1199961346873","6"
"6 on Scale 1 to 10","1988","Male","184","0.110539999655599","0.095350387255562","0.125729612055636","6"
"7 on Scale 1 to 10","1988","Male","245","0.148152884723282","0.130943726169373","0.16536204327719","7"
"7 on Scale 1 to 10","1988","Female","770","0.168198368796968","0.15724055728463","0.179156180309306","7"
"8 on Scale 1 to 10","1988","Female","1007","0.222634480396746","0.21044705691661","0.234821903876882","8"
"8 on Scale 1 to 10","1988","Male","313","0.193082836924934","0.173961860615962","0.212203813233905","8"
"9 on Scale 1 to 10","1988","Male","106","0.0611795715990881","0.0495699455097045","0.0727891976884717","9"
"9 on Scale 1 to 10","1988","Female","384","0.0870097830947506","0.0787528235445291","0.0952667426449721","9"
"0 Completely dissatisfied","1989","Male","18","","","","0"
"0 Completely dissatisfied","1989","Female","22","","","","0"
"1 on Scale 1 to 10","1989","Male","19","","","","1"
"1 on Scale 1 to 10","1989","Female","31","0.00660525357427256","0.0042024852270391","0.00900802192150602","1"
"10 Completely satisfied","1989","Female","512","0.123974929174938","0.114199599174628","0.133750259175248","10"
"10 Completely satisfied","1989","Male","179","0.103064261307552","0.0886027407263523","0.117525781888753","10"
"2 on Scale 1 to 10","1989","Male","44","0.0227208638250225","0.0156332347499154","0.0298084929001296","2"
"2 on Scale 1 to 10","1989","Female","60","0.0134146410625303","0.0100022162844446","0.0168270658406159","2"
"3 on Scale 1 to 10","1989","Male","98","0.0570333341869127","0.0460029205409425","0.0680637478328829","3"
"3 on Scale 1 to 10","1989","Female","152","0.035741734255186","0.0302350430790268","0.0412484254313452","3"
"4 on Scale 1 to 10","1989","Male","113","0.0623982338634697","0.0508935522263698","0.0739029155005696","4"
"4 on Scale 1 to 10","1989","Female","234","0.0532646239861358","0.0466036159010454","0.0599256320712262","4"
"5 on Scale 1 to 10","1989","Male","384","0.222496888445743","0.202713882256096","0.242279894635391","5"
"5 on Scale 1 to 10","1989","Female","780","0.173873226150694","0.162631165338531","0.185115286962857","5"
"6 on Scale 1 to 10","1989","Male","199","0.116118861543811","0.10088087569598","0.131356847391642","6"
"6 on Scale 1 to 10","1989","Female","505","0.11208368644537","0.102726108652787","0.121441264237953","6"
"7 on Scale 1 to 10","1989","Male","237","0.142819799682303","0.126177646187231","0.159461953177375","7"
"7 on Scale 1 to 10","1989","Female","742","0.161729707629811","0.150807934179552","0.172651481080069","7"
"8 on Scale 1 to 10","1989","Male","301","0.192191456602785","0.173450122273102","0.210932790932468","8"
"8 on Scale 1 to 10","1989","Female","977","0.231519567188638","0.219007862558874","0.244031271818402","8"
"9 on Scale 1 to 10","1989","Male","106","0.0588632050478064","0.0476681153587366","0.0700582947368762","9"
"9 on Scale 1 to 10","1989","Female","351","0.0814546872240984","0.0733410691956965","0.0895683052525003","9"
"0 Completely dissatisfied","1990","Male","25","","","","0"
"0 Completely dissatisfied","1990","Female","28","","","","0"
"1 on Scale 1 to 10","1990","Female","23","","","","1"
"1 on Scale 1 to 10","1990","Male","24","","","","1"
"10 Completely satisfied","1990","Female","469","0.109014650393202","0.0997328609158833","0.11829643987052","10"
"10 Completely satisfied","1990","Male","211","0.0970171074850279","0.0842357081719492","0.109798506798107","10"
"2 on Scale 1 to 10","1990","Female","56","0.014237266406457","0.0107090639106694","0.0177654689022447","2"
"2 on Scale 1 to 10","1990","Male","63","0.0280114547444732","0.0208859950752564","0.0351369144136901","2"
"3 on Scale 1 to 10","1990","Female","162","0.038066307452384","0.0323673299450417","0.0437652849597264","3"
"3 on Scale 1 to 10","1990","Male","96","0.0445990999477815","0.0356851467187537","0.0535130531768092","3"
"4 on Scale 1 to 10","1990","Male","129","0.060373443878102","0.0500881880836029","0.0706586996726012","4"
"4 on Scale 1 to 10","1990","Female","223","0.0495748023413821","0.0431101754312746","0.0560394292514897","4"
"5 on Scale 1 to 10","1990","Male","445","0.225809934133113","0.207754422473905","0.243865445792322","5"
"5 on Scale 1 to 10","1990","Female","713","0.161206400813593","0.150254923851447","0.172157877775739","5"
"6 on Scale 1 to 10","1990","Male","219","0.109436814058827","0.0959556134707614","0.122918014646893","6"
"6 on Scale 1 to 10","1990","Female","538","0.121927214267467","0.112182489362303","0.131671939172631","6"
"7 on Scale 1 to 10","1990","Male","349","0.165574448132761","0.149523343113745","0.181625553151777","7"
"7 on Scale 1 to 10","1990","Female","781","0.174014713105932","0.162723694065498","0.185305732146366","7"
"8 on Scale 1 to 10","1990","Female","951","0.228050250294397","0.215554458189752","0.240546042399042","8"
"8 on Scale 1 to 10","1990","Male","358","0.183095544943254","0.16639467854897","0.199796411337537","8"
"9 on Scale 1 to 10","1990","Male","141","0.0643052637979074","0.0537126085922492","0.0748979190035657","9"
"9 on Scale 1 to 10","1990","Female","387","0.0906846369230735","0.0821324315252921","0.0992368423208549","9"
"0 Completely dissatisfied","1991","Male","","","","","0"
"0 Completely dissatisfied","1991","Female","","","","","0"
"1 on Scale 1 to 10","1991","Female","","","","","1"
"1 on Scale 1 to 10","1991","Male","","","","","1"
"10 Completely satisfied","1991","Female","","","","","10"
"10 Completely satisfied","1991","Male","","","","","10"
"2 on Scale 1 to 10","1991","Male","","","","","2"
"2 on Scale 1 to 10","1991","Female","","","","","2"
"3 on Scale 1 to 10","1991","Female","","","","","3"
"3 on Scale 1 to 10","1991","Male","","","","","3"
"4 on Scale 1 to 10","1991","Male","","","","","4"
"4 on Scale 1 to 10","1991","Female","","","","","4"
"5 on Scale 1 to 10","1991","Male","","","","","5"
"5 on Scale 1 to 10","1991","Female","","","","","5"
"6 on Scale 1 to 10","1991","Male","","","","","6"
"6 on Scale 1 to 10","1991","Female","","","","","6"
"7 on Scale 1 to 10","1991","Male","","","","","7"
"7 on Scale 1 to 10","1991","Female","","","","","7"
"8 on Scale 1 to 10","1991","Female","","","","","8"
"8 on Scale 1 to 10","1991","Male","","","","","8"
"9 on Scale 1 to 10","1991","Male","","","","","9"
"9 on Scale 1 to 10","1991","Female","","","","","9"
"0 Completely dissatisfied","1992","Male","","","","","0"
"0 Completely dissatisfied","1992","Female","","","","","0"
"1 on Scale 1 to 10","1992","Female","","","","","1"
"1 on Scale 1 to 10","1992","Male","","","","","1"
"10 Completely satisfied","1992","Male","","","","","10"
"10 Completely satisfied","1992","Female","","","","","10"
"2 on Scale 1 to 10","1992","Male","","","","","2"
"2 on Scale 1 to 10","1992","Female","","","","","2"
"3 on Scale 1 to 10","1992","Male","","","","","3"
"3 on Scale 1 to 10","1992","Female","","","","","3"
"4 on Scale 1 to 10","1992","Male","","","","","4"
"4 on Scale 1 to 10","1992","Female","","","","","4"
"5 on Scale 1 to 10","1992","Male","","","","","5"
"5 on Scale 1 to 10","1992","Female","","","","","5"
"6 on Scale 1 to 10","1992","Male","","","","","6"
"6 on Scale 1 to 10","1992","Female","","","","","6"
"7 on Scale 1 to 10","1992","Male","","","","","7"
"7 on Scale 1 to 10","1992","Female","","","","","7"
"8 on Scale 1 to 10","1992","Male","","","","","8"
"8 on Scale 1 to 10","1992","Female","","","","","8"
"9 on Scale 1 to 10","1992","Male","","","","","9"
"9 on Scale 1 to 10","1992","Female","","","","","9"
"0 Completely dissatisfied","1993","Male","46","0.0149498505760186","0.0105239964760932","0.0193757046759439","0"
"0 Completely dissatisfied","1993","Female","37","0.0060818741280479","0.0040694789596981","0.00809426929639769","0"
"1 on Scale 1 to 10","1993","Female","42","0.0100269487580338","0.00744816259809846","0.0126057349179692","1"
"1 on Scale 1 to 10","1993","Male","31","0.00890176526339424","0.00547609216797274","0.0123274383588157","1"
"10 Completely satisfied","1993","Male","275","0.0886998551898409","0.0783307406550456","0.0990689697246362","10"
"10 Completely satisfied","1993","Female","506","0.093559163332339","0.0860215797160604","0.101096746948618","10"
"2 on Scale 1 to 10","1993","Male","68","0.0237713801255239","0.018215505167788","0.0293272550832599","2"
"2 on Scale 1 to 10","1993","Female","116","0.0223254232946679","0.0185014376021089","0.0261494089872269","2"
"3 on Scale 1 to 10","1993","Male","141","0.0472135826650327","0.0394782186877854","0.0549489466422801","3"
"3 on Scale 1 to 10","1993","Female","245","0.0456702596743229","0.0402666345000927","0.0510738848485531","3"
"4 on Scale 1 to 10","1993","Male","177","0.0619357418282087","0.0531447786115959","0.0707267050448215","4"
"4 on Scale 1 to 10","1993","Female","324","0.0557392003883131","0.0498011265432319","0.0616772742333943","4"
"5 on Scale 1 to 10","1993","Male","633","0.229395983115791","0.214061892151244","0.244730074080338","5"
"5 on Scale 1 to 10","1993","Female","1059","0.184991346445732","0.174941114995174","0.19504157789629","5"
"6 on Scale 1 to 10","1993","Male","351","0.125980904624918","0.113878760563017","0.13808304868682","6"
"6 on Scale 1 to 10","1993","Female","741","0.122837393524247","0.11434119605588","0.131333590992615","6"
"7 on Scale 1 to 10","1993","Male","478","0.167578288876953","0.153956627753252","0.181199950000655","7"
"7 on Scale 1 to 10","1993","Female","1069","0.183714763280834","0.173691428261061","0.193738098300606","7"
"8 on Scale 1 to 10","1993","Male","506","0.174322800875524","0.160486125880133","0.188159475870916","8"
"8 on Scale 1 to 10","1993","Female","1180","0.203397246640539","0.192978567028438","0.21381592625264","8"
"9 on Scale 1 to 10","1993","Male","182","0.057249846858794","0.0487768905484896","0.0657228031690985","9"
"9 on Scale 1 to 10","1993","Female","415","0.0716563805329229","0.064980615246295","0.0783321458195508","9"
"0 Completely dissatisfied","1994","Male","39","0.0123979972569217","0.00834474002780292","0.0164512544860405","0"
"0 Completely dissatisfied","1994","Female","31","0.00526900726364337","0.00340116680953909","0.00713684771774765","0"
"1 on Scale 1 to 10","1994","Male","29","","","","1"
"1 on Scale 1 to 10","1994","Female","40","0.00881630640123687","0.00640449709946335","0.0112281157030104","1"
"10 Completely satisfied","1994","Female","465","0.0867317124258016","0.0794704739009519","0.0939929509506513","10"
"10 Completely satisfied","1994","Male","242","0.0817663372530563","0.0717293980388689","0.0918032764672437","10"
"2 on Scale 1 to 10","1994","Male","84","0.0375855960789951","0.0306188626184438","0.0445523295395465","2"
"2 on Scale 1 to 10","1994","Female","124","0.0224455457722991","0.0186238323442641","0.0262672592003341","2"
"3 on Scale 1 to 10","1994","Male","151","0.0486053834928457","0.0407283997554733","0.0564823672302182","3"
"3 on Scale 1 to 10","1994","Female","253","0.045763076356072","0.0403715930065887","0.0511545597055553","3"
"4 on Scale 1 to 10","1994","Male","195","0.0676110719888287","0.0584140996185794","0.0768080443590779","4"
"4 on Scale 1 to 10","1994","Female","309","0.0527675595333263","0.0469994388295689","0.0585356802370837","4"
"5 on Scale 1 to 10","1994","Male","644","0.224377417088605","0.209096401741118","0.239658432436092","5"
"5 on Scale 1 to 10","1994","Female","1126","0.192888547413036","0.182708670425838","0.203068424400235","5"
"6 on Scale 1 to 10","1994","Male","332","0.119707489741777","0.107816675837572","0.131598303645983","6"
"6 on Scale 1 to 10","1994","Female","719","0.119004119541445","0.110650196108569","0.127358042974322","6"
"7 on Scale 1 to 10","1994","Male","403","0.144382060069057","0.131507453245459","0.157256666892655","7"
"7 on Scale 1 to 10","1994","Female","1041","0.178481469432911","0.168602132384405","0.188360806481417","7"
"8 on Scale 1 to 10","1994","Male","548","0.18963301507085","0.175273649187282","0.203992380954418","8"
"8 on Scale 1 to 10","1994","Female","1232","0.216982160020348","0.206347578702462","0.227616741338234","8"
"9 on Scale 1 to 10","1994","Male","196","0.0665252037888902","0.0573970736726984","0.075653333905082","9"
"9 on Scale 1 to 10","1994","Female","431","0.0708504958398796","0.0642308188161816","0.0774701728635776","9"
"0 Completely dissatisfied","1995","Female","37","0.00893497636376209","0.00654614050945939","0.0113238122180648","0"
"0 Completely dissatisfied","1995","Male","38","0.0117734849616968","0.00801857759259502","0.0155283923307985","0"
"1 on Scale 1 to 10","1995","Female","35","0.00690422761143869","0.00480218436470347","0.0090062708581739","1"
"1 on Scale 1 to 10","1995","Male","36","0.012081119473159","0.00827806372002203","0.0158841752262959","1"
"10 Completely satisfied","1995","Female","476","0.0873036404675546","0.0801377879417315","0.0944694929933776","10"
"10 Completely satisfied","1995","Male","253","0.082633138830355","0.0730486907603086","0.0922175869004015","10"
"2 on Scale 1 to 10","1995","Female","119","0.0230185055274579","0.019211616117454","0.0268253949374619","2"
"2 on Scale 1 to 10","1995","Male","89","0.0313539726365699","0.0252873455723281","0.0374205997008118","2"
"3 on Scale 1 to 10","1995","Female","233","0.0437344802661832","0.0385430172637228","0.0489259432686436","3"
"3 on Scale 1 to 10","1995","Male","160","0.0464032107276711","0.0390804496309554","0.0537259718243869","3"
"4 on Scale 1 to 10","1995","Female","374","0.0591434966030821","0.0531551941942372","0.0651317990119271","4"
"4 on Scale 1 to 10","1995","Male","202","0.0695374461889167","0.0606826763270009","0.0783922160508326","4"
"5 on Scale 1 to 10","1995","Male","683","0.211411566640469","0.197197837553601","0.225625295727337","5"
"5 on Scale 1 to 10","1995","Female","1118","0.186108534630591","0.176228580640778","0.195988488620403","5"
"6 on Scale 1 to 10","1995","Female","727","0.117550909275908","0.109374806227829","0.125727012323987","6"
"6 on Scale 1 to 10","1995","Male","388","0.123764883232671","0.11230111214595","0.135228654319391","6"
"7 on Scale 1 to 10","1995","Female","1072","0.17329402763099","0.163685521636324","0.182902533625657","7"
"7 on Scale 1 to 10","1995","Male","492","0.159015859455723","0.146285736942511","0.171745981968935","7"
"8 on Scale 1 to 10","1995","Female","1292","0.215459771741391","0.205022686353045","0.225896857129737","8"
"8 on Scale 1 to 10","1995","Male","584","0.181934612573179","0.168504794361628","0.195364430784729","8"
"9 on Scale 1 to 10","1995","Female","478","0.0785474298816419","0.0717178968074308","0.085376962955853","9"
"9 on Scale 1 to 10","1995","Male","245","0.0700907052795903","0.0612034231080943","0.0789779874510864","9"
"0 Completely dissatisfied","1996","Female","31","0.00573573365257427","0.00380404355071311","0.00766742375443543","0"
"0 Completely dissatisfied","1996","Male","33","0.0116826840814711","0.00792128999777893","0.0154440781651633","0"
"1 on Scale 1 to 10","1996","Female","44","0.0107482543439725","0.00811062096001015","0.0133858877279348","1"
"1 on Scale 1 to 10","1996","Male","38","0.0110496125129123","0.00739037924930441","0.0147088457765202","1"
"10 Completely satisfied","1996","Female","438","0.0770663000689216","0.0702443339615202","0.083888266176323","10"
"10 Completely satisfied","1996","Male","210","0.0631447290502491","0.0546307197008076","0.0716587383996906","10"
"2 on Scale 1 to 10","1996","Female","113","0.0223065912659588","0.0185290431980477","0.0260841393338698","2"
"2 on Scale 1 to 10","1996","Male","76","0.0252872586930717","0.0197916156577583","0.030782901728385","2"
"3 on Scale 1 to 10","1996","Female","253","0.0437067537178141","0.0384772332085732","0.048936274227055","3"
"3 on Scale 1 to 10","1996","Male","136","0.0400461135594864","0.0331827865565095","0.0469094405624634","3"
"4 on Scale 1 to 10","1996","Female","353","0.0614958272428329","0.055350670301851","0.0676409841838148","4"
"4 on Scale 1 to 10","1996","Male","167","0.0606355810296638","0.0522812795556085","0.068989882503719","4"
"5 on Scale 1 to 10","1996","Male","683","0.219192897467553","0.204711367917087","0.233674427018018","5"
"5 on Scale 1 to 10","1996","Female","1013","0.180637079773112","0.170796206121939","0.190477953424286","5"
"6 on Scale 1 to 10","1996","Female","716","0.114359276817593","0.106218674486834","0.122499879148353","6"
"6 on Scale 1 to 10","1996","Male","419","0.132750990867463","0.120873625664336","0.14462835607059","6"
"7 on Scale 1 to 10","1996","Female","1144","0.190330081224103","0.180288554011568","0.200371608436639","7"
"7 on Scale 1 to 10","1996","Male","499","0.161862047801652","0.148968881422081","0.174755214181222","7"
"8 on Scale 1 to 10","1996","Female","1286","0.210388458225127","0.199962649565538","0.220814266884715","8"
"8 on Scale 1 to 10","1996","Male","638","0.198472437180908","0.184510725974971","0.212434148386845","8"
"9 on Scale 1 to 10","1996","Female","480","0.0832256436679903","0.0761599978990006","0.0902912894369799","9"
"9 on Scale 1 to 10","1996","Male","236","0.0758756477555699","0.0666063735084729","0.0851449220026668","9"
"0 Completely dissatisfied","1997","Female","30","0.00672950922867524","0.00461373665685061","0.00884528180049987","0"
"0 Completely dissatisfied","1997","Male","29","","","","0"
"1 on Scale 1 to 10","1997","Female","41","0.00690451264089267","0.00476159471184821","0.00904743056993713","1"
"1 on Scale 1 to 10","1997","Male","34","0.00948538756061435","0.00612804689567145","0.0128427282255573","1"
"10 Completely satisfied","1997","Female","391","0.0729769211445393","0.0662458906014155","0.0797079516876631","10"
"10 Completely satisfied","1997","Male","270","0.0776008792712467","0.0683340707692116","0.0868676877732818","10"
"2 on Scale 1 to 10","1997","Female","121","0.0240691257425693","0.0201028472378278","0.0280354042473109","2"
"2 on Scale 1 to 10","1997","Male","87","0.0272363038596903","0.0215984321440909","0.0328741755752896","2"
"3 on Scale 1 to 10","1997","Female","234","0.0451170779438741","0.0397456585248484","0.0504884973628999","3"
"3 on Scale 1 to 10","1997","Male","146","0.0469864864970831","0.0396570018041075","0.0543159711900587","3"
"4 on Scale 1 to 10","1997","Female","330","0.0549159334508781","0.0490203346020363","0.0608115322997198","4"
"4 on Scale 1 to 10","1997","Male","191","0.0619228814275788","0.0535748845657503","0.0702708782894073","4"
"5 on Scale 1 to 10","1997","Female","1015","0.17835733340822","0.168450599532351","0.188264067284089","5"
"5 on Scale 1 to 10","1997","Male","697","0.212904293334704","0.19872536496127","0.227083221708137","5"
"6 on Scale 1 to 10","1997","Female","767","0.132207397191142","0.123441843198001","0.140972951184284","6"
"6 on Scale 1 to 10","1997","Male","416","0.13221690332469","0.120484512785104","0.143949293864275","6"
"7 on Scale 1 to 10","1997","Female","1156","0.19389732890267","0.183666175109101","0.20412848269624","7"
"7 on Scale 1 to 10","1997","Male","512","0.162080851945532","0.149316336295713","0.174845367595351","7"
"8 on Scale 1 to 10","1997","Female","1264","0.218646921851335","0.207950491510702","0.229343352191968","8"
"8 on Scale 1 to 10","1997","Male","598","0.192078952231534","0.178434321791576","0.205723582671491","8"
"9 on Scale 1 to 10","1997","Female","387","0.0661779384952032","0.0597446622293811","0.0726112147610253","9"
"9 on Scale 1 to 10","1997","Male","222","0.0657979801434382","0.0572105323631535","0.0743854279237229","9"
