"plh0174","year","e11102","sex","n","percent","lower_confidence","upper_confidence","value"
"0 Completely dissatisfied","1984","Not Employed","Male","14","","","","0"
"0 Completely dissatisfied","1984","Not Employed","Female","28","","","","0"
"0 Completely dissatisfied","1984","Employed","Male","63","0.0330653848187145","0.0244114920083208","0.0417192776291083","0"
"0 Completely dissatisfied","1984","Employed","Female","26","","","","0"
"1 on Scale 1 to 10","1984","Not Employed","Male","7","","","","1"
"1 on Scale 1 to 10","1984","Not Employed","Female","34","0.0109083875965704","0.00724775054661335","0.0145690246465275","1"
"1 on Scale 1 to 10","1984","Employed","Male","26","","","","1"
"1 on Scale 1 to 10","1984","Employed","Female","14","","","","1"
"10 Completely satisfied","1984","Not Employed","Male","84","0.161738661877459","0.131875326714917","0.191601997040002","10"
"10 Completely satisfied","1984","Not Employed","Female","688","0.224777616864019","0.210066426542295","0.239488807185744","10"
"10 Completely satisfied","1984","Employed","Male","295","0.171916406661874","0.153655517534838","0.190177295788911","10"
"10 Completely satisfied","1984","Employed","Female","478","0.186349752384062","0.171146688826532","0.201552815941591","10"
"2 on Scale 1 to 10","1984","Not Employed","Male","21","","","","2"
"2 on Scale 1 to 10","1984","Not Employed","Female","55","0.0178470781829838","0.0131812230495617","0.0225129333164058","2"
"2 on Scale 1 to 10","1984","Employed","Male","63","0.0379422065102691","0.028695479423928","0.0471889335966102","2"
"2 on Scale 1 to 10","1984","Employed","Female","57","0.0201383674868099","0.0146538007192789","0.025622934254341","2"
"3 on Scale 1 to 10","1984","Not Employed","Male","39","0.0685163030205535","0.0480270437863702","0.0890055622547368","3"
"3 on Scale 1 to 10","1984","Not Employed","Female","86","0.0269087952958796","0.0212060755120574","0.0326115150797018","3"
"3 on Scale 1 to 10","1984","Employed","Male","96","0.0624360146520326","0.0507263566202424","0.0741456726838228","3"
"3 on Scale 1 to 10","1984","Employed","Female","107","0.0426592875574412","0.0347690898815397","0.0505494852333427","3"
"4 on Scale 1 to 10","1984","Not Employed","Male","42","0.0691991240266851","0.0486155702892942","0.0897826777640759","4"
"4 on Scale 1 to 10","1984","Not Employed","Female","109","0.0362355904815806","0.0296497494338277","0.0428214315293335","4"
"4 on Scale 1 to 10","1984","Employed","Female","121","0.045121630377082","0.0370173540552323","0.0532259066989316","4"
