"plh0174","year","migback","sex","n","percent","lower_confidence","upper_confidence","value"
"10 Completely satisfied","1985","direct migration background","Male","64","0.134694912583764","0.103928437244014","0.165461387923513","10"
"10 Completely satisfied","1985","direct migration background","Female","236","0.189189643584227","0.167758611524186","0.210620675644268","10"
"10 Completely satisfied","1985","indirect migration background","Male","","","","","10"
"10 Completely satisfied","1985","indirect migration background","Female","11","","","","10"
"2 on Scale 1 to 10","1985","no migration background","Male","24","","","","2"
"2 on Scale 1 to 10","1985","direct migration background","Male","17","","","","2"
"2 on Scale 1 to 10","1985","indirect migration background","Female","1","","","","2"
"2 on Scale 1 to 10","1985","direct migration background","Female","24","","","","2"
"2 on Scale 1 to 10","1985","indirect migration background","Male","2","","","","2"
"2 on Scale 1 to 10","1985","no migration background","Female","47","0.0140679006056567","0.0102100560333526","0.0179257451779608","2"
"3 on Scale 1 to 10","1985","no migration background","Male","51","0.0491288922998829","0.0359293524781196","0.0623284321216462","3"
"3 on Scale 1 to 10","1985","direct migration background","Male","39","0.0792007588153956","0.0548638918390351","0.103537625791756","3"
"3 on Scale 1 to 10","1985","no migration background","Female","120","0.0326280722341883","0.026808393303549","0.0384477511648276","3"
"3 on Scale 1 to 10","1985","direct migration background","Female","34","0.026336523320156","0.0175742171489124","0.0350988294913996","3"
"3 on Scale 1 to 10","1985","indirect migration background","Male","1","","","","3"
"3 on Scale 1 to 10","1985","indirect migration background","Female","1","","","","3"
"4 on Scale 1 to 10","1985","direct migration background","Female","61","0.0541970740865185","0.041808451858965","0.066585696314072","4"
"4 on Scale 1 to 10","1985","direct migration background","Male","33","0.0634554995816544","0.0414861922937895","0.0854248068695193","4"
"4 on Scale 1 to 10","1985","no migration background","Male","65","0.0617115535039687","0.0470161707310837","0.0764069362768537","4"
"4 on Scale 1 to 10","1985","no migration background","Female","173","0.0481718503575373","0.0411575797899492","0.0551861209251254","4"
"4 on Scale 1 to 10","1985","indirect migration background","Male","3","","","","4"
"4 on Scale 1 to 10","1985","indirect migration background","Female","2","","","","4"
"5 on Scale 1 to 10","1985","no migration background","Female","555","0.152710212347528","0.140927192636717","0.16449323205834","5"
"5 on Scale 1 to 10","1985","no migration background","Male","245","0.242126239707373","0.215965570895845","0.268286908518902","5"
"5 on Scale 1 to 10","1985","direct migration background","Male","111","0.242609792136876","0.203979185649032","0.281240398624721","5"
"5 on Scale 1 to 10","1985","direct migration background","Female","158","0.126215961818209","0.108044328825919","0.144387594810499","5"
"5 on Scale 1 to 10","1985","indirect migration background","Male","5","","","","5"
"5 on Scale 1 to 10","1985","indirect migration background","Female","5","","","","5"
"6 on Scale 1 to 10","1985","no migration background","Female","360","0.0995583525440351","0.0897505160898639","0.109366188998206","6"
"6 on Scale 1 to 10","1985","no migration background","Male","102","0.0960987654325862","0.0780997448895561","0.114097785975616","6"
"6 on Scale 1 to 10","1985","direct migration background","Male","44","0.122030565802468","0.0925326364342884","0.151528495170647","6"
"6 on Scale 1 to 10","1985","direct migration background","Female","117","0.0975933721052324","0.0813548663648845","0.11383187784558","6"
"6 on Scale 1 to 10","1985","indirect migration background","Male","2","","","","6"
"6 on Scale 1 to 10","1985","indirect migration background","Female","3","","","","6"
"7 on Scale 1 to 10","1985","no migration background","Male","135","0.128807991859061","0.108350243849847","0.149265739868276","7"
"7 on Scale 1 to 10","1985","direct migration background","Male","51","0.113923338692923","0.0852908220685084","0.142555855317337","7"
"7 on Scale 1 to 10","1985","no migration background","Female","576","0.157585160297625","0.145650027903193","0.169520292692058","7"
"7 on Scale 1 to 10","1985","direct migration background","Female","191","0.14471484786772","0.12546413681777","0.16396555891767","7"
"7 on Scale 1 to 10","1985","indirect migration background","Male","2","","","","7"
"7 on Scale 1 to 10","1985","indirect migration background","Female","11","","","","7"
"8 on Scale 1 to 10","1985","no migration background","Female","716","0.199615647436031","0.186522225497075","0.212709069374986","8"
"8 on Scale 1 to 10","1985","indirect migration background","Male","","","","","8"
"8 on Scale 1 to 10","1985","direct migration background","Male","74","0.139726319313493","0.108481720813405","0.170970917813581","8"
"8 on Scale 1 to 10","1985","direct migration background","Female","308","0.237211915118667","0.213936096565177","0.260487733672158","8"
"8 on Scale 1 to 10","1985","no migration background","Male","170","0.165606299750875","0.142904859364051","0.188307740137699","8"
"8 on Scale 1 to 10","1985","indirect migration background","Female","13","","","","8"
"9 on Scale 1 to 10","1985","direct migration background","Male","20","","","","9"
"9 on Scale 1 to 10","1985","direct migration background","Female","143","0.0987261737284891","0.0824039511756457","0.115048396281333","9"
"9 on Scale 1 to 10","1985","indirect migration background","Male","","","","","9"
"9 on Scale 1 to 10","1985","no migration background","Male","70","0.0660065146864043","0.0508431771352599","0.0811698522375487","9"
"9 on Scale 1 to 10","1985","no migration background","Female","329","0.0928725992415217","0.0833647010964135","0.10238049738663","9"
"9 on Scale 1 to 10","1985","indirect migration background","Female","3","","","","9"
"0 Completely dissatisfied","1986","no migration background","Male","11","","","","0"
"0 Completely dissatisfied","1986","no migration background","Female","22","","","","0"
"0 Completely dissatisfied","1986","direct migration background","Male","10","","","","0"
"0 Completely dissatisfied","1986","direct migration background","Female","8","","","","0"
"0 Completely dissatisfied","1986","indirect migration background","Male","1","","","","0"
"0 Completely dissatisfied","1986","indirect migration background","Female","","","","","0"
"1 on Scale 1 to 10","1986","direct migration background","Female","3","","","","1"
"1 on Scale 1 to 10","1986","direct migration background","Male","8","","","","1"
"1 on Scale 1 to 10","1986","no migration background","Male","12","","","","1"
"1 on Scale 1 to 10","1986","no migration background","Female","22","","","","1"
"1 on Scale 1 to 10","1986","indirect migration background","Female","","","","","1"
"1 on Scale 1 to 10","1986","indirect migration background","Male","1","","","","1"
"10 Completely satisfied","1986","no migration background","Female","506","0.15791192874822","0.145683366835479","0.17014049066096","10"
"10 Completely satisfied","1986","no migration background","Male","135","0.117268215728502","0.0986809730143594","0.135855458442644","10"
"10 Completely satisfied","1986","direct migration background","Female","175","0.140208858900713","0.120828993200233","0.159588724601193","10"
"10 Completely satisfied","1986","direct migration background","Male","68","0.128568609658825","0.0993461413406971","0.157791077976952","10"
"10 Completely satisfied","1986","indirect migration background","Male","2","","","","10"
"10 Completely satisfied","1986","indirect migration background","Female","12","","","","10"
"2 on Scale 1 to 10","1986","indirect migration background","Male","1","","","","2"
"2 on Scale 1 to 10","1986","direct migration background","Female","16","","","","2"
"2 on Scale 1 to 10","1986","direct migration background","Male","23","","","","2"
"2 on Scale 1 to 10","1986","no migration background","Male","31","0.0256764328330283","0.0165388910262911","0.0348139746397655","2"
"2 on Scale 1 to 10","1986","no migration background","Female","59","0.0183787455324449","0.013874530983879","0.0228829600810109","2"
"2 on Scale 1 to 10","1986","indirect migration background","Female","","","","","2"
"3 on Scale 1 to 10","1986","no migration background","Male","59","0.054451374943236","0.0413427605537456","0.0675599893327264","3"
"3 on Scale 1 to 10","1986","no migration background","Female","106","0.0311531484924587","0.0253271858065876","0.0369791111783299","3"
"3 on Scale 1 to 10","1986","direct migration background","Female","45","0.0406027195888366","0.0295862267585512","0.051619212419122","3"
"3 on Scale 1 to 10","1986","indirect migration background","Male","2","","","","3"
"3 on Scale 1 to 10","1986","direct migration background","Male","23","","","","3"
"3 on Scale 1 to 10","1986","indirect migration background","Female","2","","","","3"
"4 on Scale 1 to 10","1986","direct migration background","Female","51","0.0390402176690385","0.0282289835043325","0.0498514518337445","4"
"4 on Scale 1 to 10","1986","no migration background","Male","83","0.0743269264195208","0.0591734481069266","0.0894804047321151","4"
"4 on Scale 1 to 10","1986","direct migration background","Male","51","0.119799759606178","0.0914498592023627","0.148149660009992","4"
"4 on Scale 1 to 10","1986","no migration background","Female","166","0.0467716653736185","0.0396909188375765","0.0538524119096606","4"
"4 on Scale 1 to 10","1986","indirect migration background","Male","2","","","","4"
"4 on Scale 1 to 10","1986","indirect migration background","Female","3","","","","4"
"5 on Scale 1 to 10","1986","no migration background","Male","243","0.216027691792129","0.192252966738137","0.23980241684612","5"
"5 on Scale 1 to 10","1986","no migration background","Female","532","0.152568395227588","0.140510436929508","0.164626353525667","5"
"5 on Scale 1 to 10","1986","direct migration background","Male","96","0.190991002744471","0.156673478196192","0.225308527292749","5"
"5 on Scale 1 to 10","1986","direct migration background","Female","173","0.151693922249775","0.13167102437099","0.171716820128561","5"
"5 on Scale 1 to 10","1986","indirect migration background","Male","6","","","","5"
"5 on Scale 1 to 10","1986","indirect migration background","Female","16","","","","5"
"6 on Scale 1 to 10","1986","direct migration background","Male","50","0.0838693143403143","0.0596694414939373","0.108069187186691","6"
"6 on Scale 1 to 10","1986","no migration background","Female","370","0.104380968839083","0.0941277204492959","0.11463421722887","6"
"6 on Scale 1 to 10","1986","indirect migration background","Female","11","","","","6"
"6 on Scale 1 to 10","1986","no migration background","Male","109","0.0945118207563329","0.0776115023574614","0.111412139155204","6"
"6 on Scale 1 to 10","1986","direct migration background","Female","141","0.0954125854337741","0.0790144429595775","0.111810727907971","6"
"6 on Scale 1 to 10","1986","indirect migration background","Male","","","","","6"
"7 on Scale 1 to 10","1986","no migration background","Male","167","0.140913124527372","0.120812724818108","0.161013524236636","7"
"7 on Scale 1 to 10","1986","direct migration background","Male","63","0.123482853215421","0.0947607420415853","0.152204964389256","7"
"7 on Scale 1 to 10","1986","no migration background","Female","532","0.149799832174423","0.137832277600871","0.161767386747974","7"
"7 on Scale 1 to 10","1986","direct migration background","Female","192","0.159344308523094","0.138915458999198","0.179773158046989","7"
"7 on Scale 1 to 10","1986","indirect migration background","Male","1","","","","7"
"7 on Scale 1 to 10","1986","indirect migration background","Female","7","","","","7"
"8 on Scale 1 to 10","1986","direct migration background","Female","290","0.249234215643848","0.225089470798189","0.273378960489507","8"
"8 on Scale 1 to 10","1986","direct migration background","Male","84","0.175755740914938","0.14252687278961","0.208984609040266","8"
"8 on Scale 1 to 10","1986","no migration background","Male","229","0.199367251582865","0.176286283777893","0.222448219387836","8"
"8 on Scale 1 to 10","1986","no migration background","Female","776","0.230421401838837","0.216300024499839","0.244542779177835","8"
"8 on Scale 1 to 10","1986","indirect migration background","Male","3","","","","8"
"8 on Scale 1 to 10","1986","indirect migration background","Female","6","","","","8"
"9 on Scale 1 to 10","1986","direct migration background","Female","139","0.111122627773987","0.0935802390855197","0.128665016462455","9"
"9 on Scale 1 to 10","1986","direct migration background","Male","28","","","","9"
"9 on Scale 1 to 10","1986","no migration background","Male","72","0.0600828113352336","0.0463540818426026","0.0738115408278647","9"
"9 on Scale 1 to 10","1986","no migration background","Female","325","0.0964697820658653","0.0865693043720596","0.106370259759671","9"
"9 on Scale 1 to 10","1986","indirect migration background","Male","2","","","","9"
"9 on Scale 1 to 10","1986","indirect migration background","Female","5","","","","9"
"0 Completely dissatisfied","1987","no migration background","Female","8","","","","0"
"0 Completely dissatisfied","1987","no migration background","Male","11","","","","0"
"0 Completely dissatisfied","1987","direct migration background","Male","5","","","","0"
"0 Completely dissatisfied","1987","direct migration background","Female","4","","","","0"
"0 Completely dissatisfied","1987","indirect migration background","Male","","","","","0"
"0 Completely dissatisfied","1987","indirect migration background","Female","","","","","0"
"1 on Scale 1 to 10","1987","direct migration background","Male","9","","","","1"
"1 on Scale 1 to 10","1987","no migration background","Male","3","","","","1"
"1 on Scale 1 to 10","1987","direct migration background","Female","7","","","","1"
"1 on Scale 1 to 10","1987","no migration background","Female","12","","","","1"
"1 on Scale 1 to 10","1987","indirect migration background","Male","","","","","1"
"1 on Scale 1 to 10","1987","indirect migration background","Female","","","","","1"
"10 Completely satisfied","1987","no migration background","Female","498","0.157051587309192","0.144756212813573","0.169346961804811","10"
"10 Completely satisfied","1987","no migration background","Male","134","0.109819973022164","0.0919727447811106","0.127667201263217","10"
"10 Completely satisfied","1987","direct migration background","Male","51","0.102730647856693","0.0755417398848373","0.129919555828548","10"
"10 Completely satisfied","1987","direct migration background","Female","161","0.135066791581779","0.116004276954392","0.154129306209165","10"
"10 Completely satisfied","1987","indirect migration background","Male","2","","","","10"
"10 Completely satisfied","1987","indirect migration background","Female","9","","","","10"
"2 on Scale 1 to 10","1987","direct migration background","Female","15","","","","2"
"2 on Scale 1 to 10","1987","indirect migration background","Male","3","","","","2"
"2 on Scale 1 to 10","1987","no migration background","Male","27","","","","2"
"2 on Scale 1 to 10","1987","direct migration background","Male","24","","","","2"
"2 on Scale 1 to 10","1987","no migration background","Female","57","0.0162823389349922","0.0120055902833806","0.0205590875866038","2"
"2 on Scale 1 to 10","1987","indirect migration background","Female","3","","","","2"
"3 on Scale 1 to 10","1987","no migration background","Male","49","0.0422383474811601","0.0307575152662485","0.0537191796960717","3"
"3 on Scale 1 to 10","1987","no migration background","Female","97","0.0282270317158771","0.0226302919968727","0.0338237714348815","3"
"3 on Scale 1 to 10","1987","direct migration background","Female","41","0.0265270971449415","0.0175647572641532","0.0354894370257298","3"
"3 on Scale 1 to 10","1987","indirect migration background","Male","","","","","3"
"3 on Scale 1 to 10","1987","direct migration background","Male","25","","","","3"
"3 on Scale 1 to 10","1987","indirect migration background","Female","","","","","3"
"4 on Scale 1 to 10","1987","direct migration background","Female","58","0.0457136060655525","0.0340649259614882","0.0573622861696168","4"
"4 on Scale 1 to 10","1987","no migration background","Male","79","0.0726559198189539","0.0578393680397611","0.0874724715981468","4"
"4 on Scale 1 to 10","1987","no migration background","Female","152","0.0427271120362376","0.0358928795791167","0.0495613444933585","4"
"4 on Scale 1 to 10","1987","direct migration background","Male","40","0.0628334184177799","0.0411022000873359","0.0845646367482239","4"
"4 on Scale 1 to 10","1987","indirect migration background","Male","5","","","","4"
"4 on Scale 1 to 10","1987","indirect migration background","Female","4","","","","4"
"5 on Scale 1 to 10","1987","no migration background","Male","255","0.211836062822663","0.188512257044279","0.235159868601046","5"
"5 on Scale 1 to 10","1987","no migration background","Female","493","0.147484651396568","0.135502229308079","0.159467073485056","5"
"5 on Scale 1 to 10","1987","direct migration background","Male","99","0.206537635840141","0.170284706794025","0.242790564886257","5"
"5 on Scale 1 to 10","1987","direct migration background","Female","157","0.126401563823185","0.107868519700332","0.144934607946038","5"
"5 on Scale 1 to 10","1987","indirect migration background","Male","5","","","","5"
"5 on Scale 1 to 10","1987","indirect migration background","Female","13","","","","5"
"6 on Scale 1 to 10","1987","no migration background","Male","138","0.122788326155019","0.104054696546811","0.141521955763227","6"
"6 on Scale 1 to 10","1987","no migration background","Female","394","0.111925999442484","0.101272061423349","0.122579937461618","6"
"6 on Scale 1 to 10","1987","direct migration background","Male","56","0.120858694216199","0.0916677175388602","0.150049670893538","6"
"6 on Scale 1 to 10","1987","direct migration background","Female","151","0.132077438714557","0.113194507100281","0.150960370328833","6"
"6 on Scale 1 to 10","1987","indirect migration background","Male","","","","","6"
"6 on Scale 1 to 10","1987","indirect migration background","Female","11","","","","6"
"7 on Scale 1 to 10","1987","no migration background","Male","179","0.146064945181598","0.125905591256701","0.166224299106494","7"
"7 on Scale 1 to 10","1987","direct migration background","Male","82","0.144592507054118","0.113097641893361","0.176087372214875","7"
"7 on Scale 1 to 10","1987","no migration background","Female","529","0.158148152757703","0.145817956370282","0.170478349145125","7"
"7 on Scale 1 to 10","1987","direct migration background","Female","238","0.17091968605074","0.14992502067417","0.191914351427309","7"
"7 on Scale 1 to 10","1987","indirect migration background","Male","6","","","","7"
"7 on Scale 1 to 10","1987","indirect migration background","Female","11","","","","7"
"8 on Scale 1 to 10","1987","no migration background","Male","213","0.177800527101723","0.155975926356788","0.199625127846657","8"
"8 on Scale 1 to 10","1987","direct migration background","Male","72","0.21878583597371","0.18176254757535","0.25580912437207","8"
"8 on Scale 1 to 10","1987","direct migration background","Female","285","0.221366664592323","0.198212067971289","0.244521261213356","8"
"8 on Scale 1 to 10","1987","no migration background","Female","752","0.226584820831865","0.21243855387586","0.240731087787869","8"
"8 on Scale 1 to 10","1987","indirect migration background","Male","9","","","","8"
"8 on Scale 1 to 10","1987","indirect migration background","Female","13","","","","8"
"9 on Scale 1 to 10","1987","no migration background","Male","91","0.0796959350730866","0.0642371647801079","0.0951547053660653","9"
"9 on Scale 1 to 10","1987","direct migration background","Female","118","0.127233882895833","0.1086487812136","0.145818984578066","9"
"9 on Scale 1 to 10","1987","direct migration background","Male","16","","","","9"
"9 on Scale 1 to 10","1987","no migration background","Female","372","0.105252967910754","0.0948827613717052","0.115623174449802","9"
"9 on Scale 1 to 10","1987","indirect migration background","Male","3","","","","9"
"9 on Scale 1 to 10","1987","indirect migration background","Female","7","","","","9"
"0 Completely dissatisfied","1988","no migration background","Male","7","","","","0"
"0 Completely dissatisfied","1988","no migration background","Female","16","","","","0"
"0 Completely dissatisfied","1988","direct migration background","Male","4","","","","0"
"0 Completely dissatisfied","1988","direct migration background","Female","6","","","","0"
"0 Completely dissatisfied","1988","indirect migration background","Male","1","","","","0"
"0 Completely dissatisfied","1988","indirect migration background","Female","","","","","0"
"1 on Scale 1 to 10","1988","no migration background","Male","15","","","","1"
"1 on Scale 1 to 10","1988","no migration background","Female","18","","","","1"
"1 on Scale 1 to 10","1988","direct migration background","Male","1","","","","1"
"1 on Scale 1 to 10","1988","indirect migration background","Female","","","","","1"
"1 on Scale 1 to 10","1988","direct migration background","Female","3","","","","1"
"1 on Scale 1 to 10","1988","indirect migration background","Male","","","","","1"
"10 Completely satisfied","1988","no migration background","Male","129","0.105348328253319","0.0874405407185401","0.123256115788099","10"
"10 Completely satisfied","1988","no migration background","Female","416","0.140820142965655","0.128745803868852","0.152894482062459","10"
"10 Completely satisfied","1988","direct migration background","Male","45","0.0967665039448181","0.0700671851900202","0.123465822699616","10"
"10 Completely satisfied","1988","direct migration background","Female","158","0.129347797159253","0.110336888034074","0.148358706284433","10"
"10 Completely satisfied","1988","indirect migration background","Male","3","","","","10"
"10 Completely satisfied","1988","indirect migration background","Female","10","","","","10"
"2 on Scale 1 to 10","1988","direct migration background","Female","20","","","","2"
"2 on Scale 1 to 10","1988","indirect migration background","Male","2","","","","2"
"2 on Scale 1 to 10","1988","no migration background","Male","33","0.0323020449954924","0.0219890207069574","0.0426150692840273","2"
"2 on Scale 1 to 10","1988","no migration background","Female","54","0.0179159027923312","0.0133114012512385","0.0225204043334239","2"
"2 on Scale 1 to 10","1988","direct migration background","Male","15","","","","2"
"2 on Scale 1 to 10","1988","indirect migration background","Female","2","","","","2"
"3 on Scale 1 to 10","1988","no migration background","Male","62","0.05472629477055","0.0414591358502461","0.0679934536908539","3"
"3 on Scale 1 to 10","1988","no migration background","Female","74","0.0245630702663315","0.0191899092290351","0.0299362313036279","3"
"3 on Scale 1 to 10","1988","direct migration background","Male","38","0.0645715914542747","0.0423761564979893","0.0867670264105602","3"
"3 on Scale 1 to 10","1988","direct migration background","Female","50","0.0425312865978675","0.0310994088371171","0.0539631643586179","3"
"3 on Scale 1 to 10","1988","indirect migration background","Male","","","","","3"
"3 on Scale 1 to 10","1988","indirect migration background","Female","","","","","3"
"4 on Scale 1 to 10","1988","direct migration background","Female","53","0.0459935172496455","0.0341269531360298","0.0578600813632611","4"
"4 on Scale 1 to 10","1988","no migration background","Male","71","0.0648882900435429","0.0505196378428197","0.0792569422442661","4"
"4 on Scale 1 to 10","1988","direct migration background","Male","24","","","","4"
"4 on Scale 1 to 10","1988","indirect migration background","Male","4","","","","4"
"4 on Scale 1 to 10","1988","indirect migration background","Female","4","","","","4"
"4 on Scale 1 to 10","1988","no migration background","Female","162","0.0509229298444712","0.0432916678042077","0.0585541918847348","4"
"5 on Scale 1 to 10","1988","no migration background","Female","534","0.16700362726272","0.154056499257481","0.179950755267959","5"
"5 on Scale 1 to 10","1988","no migration background","Male","220","0.207802485549477","0.184135484680032","0.231469486418921","5"
"5 on Scale 1 to 10","1988","direct migration background","Male","107","0.224322407657428","0.186650762285465","0.261994053029391","5"
"5 on Scale 1 to 10","1988","direct migration background","Female","161","0.151781466123632","0.131454888330744","0.17210804391652","5"
"5 on Scale 1 to 10","1988","indirect migration background","Male","8","","","","5"
"5 on Scale 1 to 10","1988","indirect migration background","Female","24","","","","5"
"6 on Scale 1 to 10","1988","no migration background","Female","387","0.11083833556525","0.0999409003094211","0.121735770821079","6"
"6 on Scale 1 to 10","1988","no migration background","Male","120","0.111905710622359","0.0935167669075223","0.130294654337195","6"
"6 on Scale 1 to 10","1988","direct migration background","Female","155","0.114301150263919","0.0962763958331516","0.132325904694686","6"
"6 on Scale 1 to 10","1988","indirect migration background","Male","4","","","","6"
"6 on Scale 1 to 10","1988","direct migration background","Male","60","0.0982317544733631","0.0713528813696382","0.125110627577088","6"
"6 on Scale 1 to 10","1988","indirect migration background","Female","8","","","","6"
