"plh0174","year","hgtyp1hh","sampreg","n","percent","lower_confidence","upper_confidence","value"
"0 Completely dissatisfied","1984","1-pers.-HH","West Germany","21","","","","0"
"0 Completely dissatisfied","1984","1-pers.-HH","East Germany","","","","","0"
"0 Completely dissatisfied","1984","(Married) couple without C. ","West Germany","13","","","","0"
"0 Completely dissatisfied","1984","(Married) couple without C. ","East Germany","","","","","0"
"0 Completely dissatisfied","1984","Single parent ","West Germany","11","","","","0"
"0 Completely dissatisfied","1984","Single parent ","East Germany","","","","","0"
"0 Completely dissatisfied","1984","Couple + C. LE 16 ","West Germany","27","","","","0"
"0 Completely dissatisfied","1984","Couple + C. LE 16 ","East Germany","","","","","0"
"0 Completely dissatisfied","1984","Couple + C. GT 16 ","West Germany","18","","","","0"
"0 Completely dissatisfied","1984","Couple + C. GT 16 ","East Germany","","","","","0"
"0 Completely dissatisfied","1984","Couple + C. LE and GT 16","West Germany","26","","","","0"
"0 Completely dissatisfied","1984","Couple + C. LE and GT 16","East Germany","","","","","0"
"1 on Scale 1 to 10","1984","1-pers.-HH","West Germany","18","","","","1"
"1 on Scale 1 to 10","1984","Couple + C. GT 16 ","West Germany","14","","","","1"
"1 on Scale 1 to 10","1984","(Married) couple without C. ","East Germany","","","","","1"
"1 on Scale 1 to 10","1984","Single parent ","West Germany","6","","","","1"
"1 on Scale 1 to 10","1984","Couple + C. LE 16 ","West Germany","17","","","","1"
"1 on Scale 1 to 10","1984","Couple + C. LE 16 ","East Germany","","","","","1"
"1 on Scale 1 to 10","1984","Couple + C. GT 16 ","East Germany","","","","","1"
"1 on Scale 1 to 10","1984","Single parent ","East Germany","","","","","1"
"1 on Scale 1 to 10","1984","1-pers.-HH","East Germany","","","","","1"
"1 on Scale 1 to 10","1984","(Married) couple without C. ","West Germany","11","","","","1"
"1 on Scale 1 to 10","1984","Couple + C. LE and GT 16","West Germany","9","","","","1"
"1 on Scale 1 to 10","1984","Couple + C. LE and GT 16","East Germany","","","","","1"
"10 Completely satisfied","1984","Couple + C. LE 16 ","West Germany","422","0.200265235879246","0.182937058594597","0.217593413163896","10"
"10 Completely satisfied","1984","Couple + C. LE 16 ","East Germany","","","","","10"
"10 Completely satisfied","1984","Couple + C. GT 16 ","West Germany","180","0.178558986441809","0.154629708767117","0.202488264116502","10"
"10 Completely satisfied","1984","Couple + C. GT 16 ","East Germany","","","","","10"
"10 Completely satisfied","1984","Couple + C. LE and GT 16","West Germany","166","0.168559251410275","0.14376859720992","0.193349905610631","10"
"10 Completely satisfied","1984","Couple + C. LE and GT 16","East Germany","","","","","10"
"10 Completely satisfied","1984","1-pers.-HH","West Germany","209","0.197145418275765","0.174221270424947","0.220069566126583","10"
"10 Completely satisfied","1984","1-pers.-HH","East Germany","","","","","10"
"10 Completely satisfied","1984","(Married) couple without C. ","West Germany","411","0.227992892625026","0.208818194736612","0.247167590513439","10"
"10 Completely satisfied","1984","(Married) couple without C. ","East Germany","","","","","10"
"10 Completely satisfied","1984","Single parent ","West Germany","75","0.187821064709085","0.149923088462465","0.225719040955705","10"
"10 Completely satisfied","1984","Single parent ","East Germany","","","","","10"
"2 on Scale 1 to 10","1984","1-pers.-HH","East Germany","","","","","2"
"2 on Scale 1 to 10","1984","Couple + C. LE 16 ","West Germany","48","0.0177620858635089","0.0120429232997428","0.023481248427275","2"
"2 on Scale 1 to 10","1984","Couple + C. LE 16 ","East Germany","","","","","2"
"2 on Scale 1 to 10","1984","Couple + C. GT 16 ","West Germany","25","","","","2"
"2 on Scale 1 to 10","1984","Couple + C. GT 16 ","East Germany","","","","","2"
"2 on Scale 1 to 10","1984","Couple + C. LE and GT 16","West Germany","22","","","","2"
"2 on Scale 1 to 10","1984","Couple + C. LE and GT 16","East Germany","","","","","2"
"2 on Scale 1 to 10","1984","1-pers.-HH","West Germany","38","0.0251023112113098","0.0160883063757757","0.0341163160468438","2"
"2 on Scale 1 to 10","1984","(Married) couple without C. ","West Germany","36","0.0187819994645398","0.0125774408499567","0.024986558079123","2"
"2 on Scale 1 to 10","1984","(Married) couple without C. ","East Germany","","","","","2"
"2 on Scale 1 to 10","1984","Single parent ","West Germany","13","","","","2"
"2 on Scale 1 to 10","1984","Single parent ","East Germany","","","","","2"
"3 on Scale 1 to 10","1984","Couple + C. LE and GT 16","East Germany","","","","","3"
"3 on Scale 1 to 10","1984","Couple + C. LE 16 ","West Germany","82","0.0371706170159139","0.0289793390328761","0.0453618949989518","3"
"3 on Scale 1 to 10","1984","Single parent ","East Germany","","","","","3"
"3 on Scale 1 to 10","1984","1-pers.-HH","West Germany","66","0.0566498070925757","0.0433294121845046","0.0699702020006468","3"
"3 on Scale 1 to 10","1984","1-pers.-HH","East Germany","","","","","3"
"3 on Scale 1 to 10","1984","(Married) couple without C. ","West Germany","65","0.0346715068016979","0.0263100654646243","0.0430329481387715","3"
"3 on Scale 1 to 10","1984","(Married) couple without C. ","East Germany","","","","","3"
"3 on Scale 1 to 10","1984","Single parent ","West Germany","23","","","","3"
"3 on Scale 1 to 10","1984","Couple + C. LE 16 ","East Germany","","","","","3"
"3 on Scale 1 to 10","1984","Couple + C. GT 16 ","West Germany","32","0.0352120153412956","0.023695743015818","0.0467282876667731","3"
"3 on Scale 1 to 10","1984","Couple + C. GT 16 ","East Germany","","","","","3"
"3 on Scale 1 to 10","1984","Couple + C. LE and GT 16","West Germany","36","0.0344895194467191","0.0224053138460578","0.0465737250473804","3"
"4 on Scale 1 to 10","1984","1-pers.-HH","East Germany","","","","","4"
"4 on Scale 1 to 10","1984","(Married) couple without C. ","East Germany","","","","","4"
"4 on Scale 1 to 10","1984","Single parent ","West Germany","18","","","","4"
"4 on Scale 1 to 10","1984","Couple + C. LE 16 ","West Germany","72","0.0360467475140743","0.0279755469268343","0.0441179481013142","4"
"4 on Scale 1 to 10","1984","Couple + C. LE 16 ","East Germany","","","","","4"
"4 on Scale 1 to 10","1984","1-pers.-HH","West Germany","66","0.0533755367714656","0.0404234006177928","0.0663276729251385","4"
"4 on Scale 1 to 10","1984","(Married) couple without C. ","West Germany","77","0.0413175511562027","0.0322213113460819","0.0504137909663235","4"
"4 on Scale 1 to 10","1984","Couple + C. GT 16 ","East Germany","","","","","4"
"4 on Scale 1 to 10","1984","Single parent ","East Germany","","","","","4"
"4 on Scale 1 to 10","1984","Couple + C. GT 16 ","West Germany","63","0.0599448552354731","0.0451127374736277","0.0747769729973184","4"
"4 on Scale 1 to 10","1984","Couple + C. LE and GT 16","East Germany","","","","","4"
"4 on Scale 1 to 10","1984","Couple + C. LE and GT 16","West Germany","43","0.0470495033917872","0.0330275431879068","0.0610714635956676","4"
"5 on Scale 1 to 10","1984","(Married) couple without C. ","West Germany","287","0.151729254225141","0.135332452960243","0.16812605549004","5"
"5 on Scale 1 to 10","1984","1-pers.-HH","East Germany","","","","","5"
"5 on Scale 1 to 10","1984","Couple + C. LE 16 ","West Germany","280","0.145026883499025","0.12978012228736","0.160273644710691","5"
"5 on Scale 1 to 10","1984","Couple + C. LE 16 ","East Germany","","","","","5"
"5 on Scale 1 to 10","1984","Couple + C. GT 16 ","West Germany","148","0.145840918376238","0.123788327602308","0.167893509150168","5"
"5 on Scale 1 to 10","1984","Couple + C. GT 16 ","East Germany","","","","","5"
"5 on Scale 1 to 10","1984","Couple + C. LE and GT 16","West Germany","147","0.188813613355566","0.162897312284254","0.214729914426878","5"
"5 on Scale 1 to 10","1984","Couple + C. LE and GT 16","East Germany","","","","","5"
"5 on Scale 1 to 10","1984","1-pers.-HH","West Germany","209","0.167881304098041","0.146344799481885","0.189417808714197","5"
"5 on Scale 1 to 10","1984","(Married) couple without C. ","East Germany","","","","","5"
"5 on Scale 1 to 10","1984","Single parent ","West Germany","81","0.185049534609677","0.147368083930496","0.222730985288858","5"
"5 on Scale 1 to 10","1984","Single parent ","East Germany","","","","","5"
"6 on Scale 1 to 10","1984","(Married) couple without C. ","West Germany","151","0.0760457507585992","0.0639308479085339","0.0881606536086646","6"
"6 on Scale 1 to 10","1984","Couple + C. GT 16 ","West Germany","92","0.100991018148533","0.0821643298442342","0.119817706452831","6"
"6 on Scale 1 to 10","1984","1-pers.-HH","East Germany","","","","","6"
"6 on Scale 1 to 10","1984","Couple + C. LE and GT 16","East Germany","","","","","6"
"6 on Scale 1 to 10","1984","1-pers.-HH","West Germany","114","0.0957334876013421","0.0787799015146851","0.112687073687999","6"
"6 on Scale 1 to 10","1984","Couple + C. LE 16 ","East Germany","","","","","6"
"6 on Scale 1 to 10","1984","Couple + C. GT 16 ","East Germany","","","","","6"
"6 on Scale 1 to 10","1984","Couple + C. LE and GT 16","West Germany","83","0.106326477202496","0.0859135072613702","0.126739447143622","6"
"6 on Scale 1 to 10","1984","(Married) couple without C. ","East Germany","","","","","6"
"6 on Scale 1 to 10","1984","Single parent ","West Germany","38","0.100425618925141","0.0712608320374276","0.129590405812855","6"
"6 on Scale 1 to 10","1984","Single parent ","East Germany","","","","","6"
