"hlf0094","year","pgisced97","sampreg","n","percent","lower_confidence","upper_confidence","value"
"Very Inexpensive","1991","middle vocational","East Germany","20","","","","1"
"Very Inexpensive","1991","vocational + Abi","West Germany","17","","","","1"
"Very Inexpensive","1991","vocational + Abi","East Germany","","","","","1"
"Very Inexpensive","1991","higher vocational","West Germany","42","0.134342372931926","0.0943986387581833","0.17428610710567","1"
"Very Inexpensive","1991","higher vocational","East Germany","","","","","1"
"Very Inexpensive","1991","higher education","West Germany","80","0.218855693812272","0.177007471145783","0.260703916478761","1"
"Very Inexpensive","1991","higher education","East Germany","2","","","","1"
"Inexpensive","1992","vocational + Abi","East Germany","3","","","","2"
"Inexpensive","1992","higher vocational","West Germany","100","0.348221284257692","0.292911316595272","0.403531251920111","2"
"Inexpensive","1992","higher vocational","East Germany","21","","","","2"
"Inexpensive","1992","higher education","West Germany","122","0.310544830200288","0.263139986781931","0.357949673618645","2"
"Inexpensive","1992","higher education","East Germany","57","0.230759380976612","0.178428360415197","0.283090401538027","2"
"Inexpensive","1992","in school","West Germany","25","","","","2"
"Inexpensive","1992","in school","East Germany","4","","","","2"
"Inexpensive","1992","general elemantary","East Germany","38","0.254044349919593","0.186801451157048","0.321287248682138","2"
"Inexpensive","1992","inadequately","West Germany","20","","","","2"
"Inexpensive","1992","inadequately","East Germany","","","","","2"
"Inexpensive","1992","general elemantary","West Germany","281","0.338463261785042","0.306349009321664","0.370577514248421","2"
"Inexpensive","1992","middle vocational","West Germany","716","0.361633045182498","0.340638650576835","0.382627439788162","2"
"Inexpensive","1992","middle vocational","East Germany","176","0.250996658862675","0.219170870254539","0.282822447470812","2"
"Inexpensive","1992","vocational + Abi","West Germany","37","0.336643490192532","0.2483333942632","0.424953586121865","2"
"Reasonable","1992","vocational + Abi","East Germany","8","","","","3"
"Reasonable","1992","higher vocational","West Germany","110","0.40438751827649","0.347409619765896","0.461365416787085","3"
"Reasonable","1992","higher vocational","East Germany","49","0.444413917386977","0.349819683778828","0.539008150995127","3"
"Reasonable","1992","higher education","West Germany","143","0.403115864855955","0.35286222634936","0.45336950336255","3"
"Reasonable","1992","higher education","East Germany","100","0.411349181212081","0.350229284409997","0.472469078014166","3"
"Reasonable","1992","in school","West Germany","30","0.448805378368975","0.329710742293185","0.567900014444765","3"
"Reasonable","1992","in school","East Germany","6","","","","3"
"Reasonable","1992","inadequately","West Germany","41","0.40850978287904","0.297996034720796","0.519023531037284","3"
"Reasonable","1992","inadequately","East Germany","4","","","","3"
"Reasonable","1992","general elemantary","West Germany","331","0.400920644170981","0.367659556076672","0.434181732265291","3"
"Reasonable","1992","general elemantary","East Germany","64","0.421728779216797","0.345447571233797","0.498009987199797","3"
"Reasonable","1992","middle vocational","West Germany","795","0.38809363821397","0.36680024623447","0.409387030193471","3"
"Reasonable","1992","middle vocational","East Germany","309","0.442230054781103","0.405775230600164","0.478684878962042","3"
"Reasonable","1992","vocational + Abi","West Germany","43","0.375431190718563","0.284939840191536","0.46592254124559","3"
"Slightly Expensive","1992","vocational + Abi","East Germany","5","","","","4"
"Slightly Expensive","1992","higher vocational","West Germany","26","","","","4"
"Slightly Expensive","1992","higher vocational","East Germany","26","","","","4"
"Slightly Expensive","1992","higher education","West Germany","24","","","","4"
"Slightly Expensive","1992","higher education","East Germany","57","0.23435566805686","0.181741866284277","0.286969469829443","4"
"Slightly Expensive","1992","in school","West Germany","3","","","","4"
"Slightly Expensive","1992","in school","East Germany","2","","","","4"
"Slightly Expensive","1992","inadequately","West Germany","7","","","","4"
"Slightly Expensive","1992","inadequately","East Germany","1","","","","4"
"Slightly Expensive","1992","general elemantary","West Germany","55","0.0450068027796836","0.0309364726976986","0.0590771328616687","4"
"Slightly Expensive","1992","general elemantary","East Germany","41","0.23401955426027","0.16862071076703","0.29941839775351","4"
"Slightly Expensive","1992","middle vocational","West Germany","117","0.0480891054974462","0.0387403112677848","0.0574378997271076","4"
"Slightly Expensive","1992","middle vocational","East Germany","138","0.185866606520565","0.157313603232799","0.214419609808331","4"
"Slightly Expensive","1992","vocational + Abi","West Germany","9","","","","4"
"Too Expensive","1992","in school","West Germany","","","","","5"
"Too Expensive","1992","in school","East Germany","2","","","","5"
"Too Expensive","1992","inadequately","West Germany","1","","","","5"
"Too Expensive","1992","inadequately","East Germany","","","","","5"
"Too Expensive","1992","general elemantary","West Germany","17","","","","5"
"Too Expensive","1992","general elemantary","East Germany","10","","","","5"
"Too Expensive","1992","middle vocational","West Germany","29","","","","5"
"Too Expensive","1992","middle vocational","East Germany","57","0.0765397888681247","0.0570253508003926","0.0960542269358567","5"
"Too Expensive","1992","vocational + Abi","West Germany","1","","","","5"
"Too Expensive","1992","vocational + Abi","East Germany","","","","","5"
"Too Expensive","1992","higher vocational","West Germany","4","","","","5"
"Too Expensive","1992","higher vocational","East Germany","4","","","","5"
"Too Expensive","1992","higher education","West Germany","5","","","","5"
"Too Expensive","1992","higher education","East Germany","27","","","","5"
"Very Inexpensive","1992","in school","West Germany","9","","","","1"
"Very Inexpensive","1992","in school","East Germany","","","","","1"
"Very Inexpensive","1992","inadequately","West Germany","7","","","","1"
"Very Inexpensive","1992","inadequately","East Germany","","","","","1"
"Very Inexpensive","1992","general elemantary","West Germany","150","0.190762547686928","0.164097055161572","0.217428040212285","1"
"Very Inexpensive","1992","general elemantary","East Germany","8","","","","1"
"Very Inexpensive","1992","middle vocational","West Germany","355","0.185841571134074","0.168845051560704","0.202838090707444","1"
"Very Inexpensive","1992","middle vocational","East Germany","33","0.0443668909675315","0.0292529257551519","0.0594808561799112","1"
"Very Inexpensive","1992","vocational + Abi","West Germany","20","","","","1"
"Very Inexpensive","1992","vocational + Abi","East Germany","1","","","","1"
"Very Inexpensive","1992","higher vocational","West Germany","45","0.145760901656254","0.104793737072887","0.186728066239621","1"
"Very Inexpensive","1992","higher vocational","East Germany","6","","","","1"
"Very Inexpensive","1992","higher education","West Germany","72","0.217085115426581","0.174849400817521","0.259320830035642","1"
"Very Inexpensive","1992","higher education","East Germany","8","","","","1"
"Inexpensive","1993","vocational + Abi","East Germany","7","","","","2"
"Inexpensive","1993","higher vocational","West Germany","83","0.302555069379726","0.248653281904058","0.356456856855394","2"
"Inexpensive","1993","higher vocational","East Germany","20","","","","2"
"Inexpensive","1993","higher education","West Germany","125","0.300815797474446","0.255064800522809","0.346566794426083","2"
"Inexpensive","1993","higher education","East Germany","67","0.276422738588398","0.220984755117958","0.331860722058838","2"
"Inexpensive","1993","inadequately","East Germany","4","","","","2"
"Inexpensive","1993","in school","West Germany","19","","","","2"
"Inexpensive","1993","in school","East Germany","3","","","","2"
"Inexpensive","1993","inadequately","West Germany","27","","","","2"
"Inexpensive","1993","general elemantary","West Germany","291","0.381915464910426","0.348099712242131","0.415731217578721","2"
"Inexpensive","1993","general elemantary","East Germany","46","0.299546242162899","0.226726695707576","0.372365788618223","2"
"Inexpensive","1993","middle vocational","West Germany","741","0.370405734967343","0.349336113032306","0.39147535690238","2"
"Inexpensive","1993","middle vocational","East Germany","217","0.311321084645813","0.277092961222733","0.345549208068894","2"
"Inexpensive","1993","vocational + Abi","West Germany","29","","","","2"
"Reasonable","1993","vocational + Abi","East Germany","9","","","","3"
"Reasonable","1993","higher vocational","West Germany","119","0.461923416721541","0.403423799421947","0.520423034021135","3"
"Reasonable","1993","higher vocational","East Germany","51","0.587570377315252","0.486979395054099","0.688161359576405","3"
"Reasonable","1993","higher education","West Germany","146","0.401314609306453","0.352416028590489","0.450213190022417","3"
"Reasonable","1993","higher education","East Germany","117","0.445429669012163","0.383820411779566","0.50703892624476","3"
"Reasonable","1993","in school","West Germany","22","","","","3"
"Reasonable","1993","in school","East Germany","11","","","","3"
"Reasonable","1993","inadequately","West Germany","39","0.468946315875659","0.357482602940239","0.580410028811079","3"
"Reasonable","1993","inadequately","East Germany","","","","","3"
"Reasonable","1993","general elemantary","West Germany","301","0.365218591190836","0.331706615276116","0.398730567105557","3"
"Reasonable","1993","general elemantary","East Germany","76","0.52472276475435","0.445332955835443","0.604112573673257","3"
"Reasonable","1993","middle vocational","West Germany","794","0.38649762278653","0.365252020439705","0.407743225133355","3"
"Reasonable","1993","middle vocational","East Germany","317","0.448235806290697","0.411473693892743","0.484997918688651","3"
"Reasonable","1993","vocational + Abi","West Germany","55","0.434204587105534","0.342817300259442","0.525591873951626","3"
"Slightly Expensive","1993","in school","West Germany","2","","","","4"
"Slightly Expensive","1993","in school","East Germany","3","","","","4"
"Slightly Expensive","1993","inadequately","West Germany","5","","","","4"
"Slightly Expensive","1993","inadequately","East Germany","2","","","","4"
"Slightly Expensive","1993","vocational + Abi","East Germany","3","","","","4"
"Slightly Expensive","1993","higher vocational","West Germany","17","","","","4"
"Slightly Expensive","1993","higher vocational","East Germany","14","","","","4"
"Slightly Expensive","1993","higher education","West Germany","24","","","","4"
"Slightly Expensive","1993","higher education","East Germany","41","0.170660048872467","0.12402522800289","0.217294869742044","4"
"Slightly Expensive","1993","general elemantary","West Germany","47","0.0496650719631415","0.0345442507776712","0.0647858931486118","4"
"Slightly Expensive","1993","general elemantary","East Germany","19","","","","4"
"Slightly Expensive","1993","middle vocational","East Germany","82","0.1168873489465","0.0931374242995241","0.140637273593476","4"
"Slightly Expensive","1993","middle vocational","West Germany","103","0.049439890667215","0.0399815260180093","0.0588982553164207","4"
"Slightly Expensive","1993","vocational + Abi","West Germany","5","","","","4"
"Too Expensive","1993","in school","West Germany","","","","","5"
"Too Expensive","1993","in school","East Germany","1","","","","5"
"Too Expensive","1993","inadequately","West Germany","2","","","","5"
"Too Expensive","1993","inadequately","East Germany","","","","","5"
"Too Expensive","1993","general elemantary","West Germany","12","","","","5"
"Too Expensive","1993","general elemantary","East Germany","3","","","","5"
"Too Expensive","1993","middle vocational","West Germany","33","0.0183911633148034","0.0125289537431017","0.024253372886505","5"
"Too Expensive","1993","middle vocational","East Germany","34","0.0485733985604316","0.032682175674454","0.0644646214464092","5"
"Too Expensive","1993","vocational + Abi","West Germany","3","","","","5"
"Too Expensive","1993","vocational + Abi","East Germany","","","","","5"
"Too Expensive","1993","higher vocational","West Germany","5","","","","5"
"Too Expensive","1993","higher vocational","East Germany","","","","","5"
"Too Expensive","1993","higher education","West Germany","3","","","","5"
"Too Expensive","1993","higher education","East Germany","13","","","","5"
"Very Inexpensive","1993","in school","West Germany","19","","","","1"
"Very Inexpensive","1993","in school","East Germany","","","","","1"
"Very Inexpensive","1993","inadequately","West Germany","4","","","","1"
"Very Inexpensive","1993","inadequately","East Germany","","","","","1"
"Very Inexpensive","1993","general elemantary","West Germany","142","0.181453295682208","0.154629782422212","0.208276808942205","1"
"Very Inexpensive","1993","general elemantary","East Germany","8","","","","1"
"Very Inexpensive","1993","middle vocational","West Germany","347","0.175265588264108","0.158677631475648","0.191853545052568","1"
"Very Inexpensive","1993","middle vocational","East Germany","53","0.0749823615565579","0.055514197708563","0.0944505254045527","1"
"Very Inexpensive","1993","vocational + Abi","West Germany","21","","","","1"
"Very Inexpensive","1993","vocational + Abi","East Germany","1","","","","1"
"Very Inexpensive","1993","higher vocational","West Germany","55","0.159528144062912","0.116562014537462","0.202494273588362","1"
"Very Inexpensive","1993","higher vocational","East Germany","7","","","","1"
"Very Inexpensive","1993","higher education","West Germany","88","0.231843883959345","0.189744377271401","0.273943390647288","1"
"Very Inexpensive","1993","higher education","East Germany","12","","","","1"
"Inexpensive","1994","in school","West Germany","22","","","","2"
"Inexpensive","1994","in school","East Germany","5","","","","2"
"Inexpensive","1994","inadequately","West Germany","31","0.432194313719254","0.316146098893935","0.548242528544572","2"
"Inexpensive","1994","inadequately","East Germany","2","","","","2"
"Inexpensive","1994","general elemantary","West Germany","255","0.352803302224423","0.318068458229434","0.387538146219412","2"
"Inexpensive","1994","general elemantary","East Germany","46","0.337847685024783","0.261127244526816","0.414568125522751","2"
"Inexpensive","1994","middle vocational","West Germany","675","0.333441312818084","0.312912810286877","0.353969815349292","2"
"Inexpensive","1994","middle vocational","East Germany","216","0.325122657395352","0.290618811602122","0.359626503188583","2"
"Inexpensive","1994","vocational + Abi","West Germany","39","0.292150887183533","0.209037090490291","0.375264683876774","2"
"Inexpensive","1994","vocational + Abi","East Germany","9","","","","2"
"Inexpensive","1994","higher vocational","West Germany","77","0.287030621033619","0.233661124695272","0.340400117371966","2"
"Inexpensive","1994","higher vocational","East Germany","32","0.318770309587631","0.227889304768199","0.409651314407062","2"
"Inexpensive","1994","higher education","West Germany","118","0.298334808141436","0.253939718264281","0.342729898018592","2"
"Inexpensive","1994","higher education","East Germany","60","0.214990185370562","0.165528146499091","0.264452224242032","2"
"Reasonable","1994","in school","West Germany","36","0.473907531106349","0.363097612143617","0.58471745006908","3"
"Reasonable","1994","in school","East Germany","11","","","","3"
"Reasonable","1994","inadequately","West Germany","27","","","","3"
"Reasonable","1994","inadequately","East Germany","","","","","3"
"Reasonable","1994","general elemantary","West Germany","288","0.388428093589858","0.352999006180495","0.423857180999222","3"
"Reasonable","1994","general elemantary","East Germany","71","0.499132564365723","0.41802879966548","0.580236329065967","3"
"Reasonable","1994","middle vocational","West Germany","849","0.409596382876418","0.388183214515282","0.431009551237553","3"
"Reasonable","1994","middle vocational","East Germany","317","0.436928592834552","0.400392808720275","0.473464376948828","3"
"Reasonable","1994","vocational + Abi","West Germany","52","0.51099937976292","0.419637702844618","0.602361056681222","3"
"Reasonable","1994","vocational + Abi","East Germany","11","","","","3"
"Reasonable","1994","higher vocational","West Germany","113","0.412407944931646","0.354332169249542","0.47048372061375","3"
"Reasonable","1994","higher vocational","East Germany","53","0.545900819225962","0.448800728352238","0.643000910099686","3"
"Reasonable","1994","higher education","West Germany","169","0.400583787857769","0.353036151085068","0.448131424630469","3"
"Reasonable","1994","higher education","East Germany","125","0.50879213540412","0.448601627969506","0.568982642838734","3"
"Slightly Expensive","1994","in school","West Germany","3","","","","4"
"Slightly Expensive","1994","in school","East Germany","4","","","","4"
"Slightly Expensive","1994","inadequately","West Germany","5","","","","4"
"Slightly Expensive","1994","inadequately","East Germany","1","","","","4"
"Slightly Expensive","1994","general elemantary","West Germany","41","0.0503280956281085","0.0344363015415893","0.0662198897146277","4"
"Slightly Expensive","1994","general elemantary","East Germany","18","","","","4"
"Slightly Expensive","1994","middle vocational","West Germany","118","0.0586936321305352","0.0484585964333329","0.0689286678277376","4"
"Slightly Expensive","1994","middle vocational","East Germany","100","0.122144811723402","0.098024638941096","0.146264984505708","4"
"Slightly Expensive","1994","vocational + Abi","West Germany","11","","","","4"
"Slightly Expensive","1994","vocational + Abi","East Germany","2","","","","4"
"Slightly Expensive","1994","higher vocational","West Germany","17","","","","4"
"Slightly Expensive","1994","higher vocational","East Germany","7","","","","4"
"Slightly Expensive","1994","higher education","West Germany","18","","","","4"
"Slightly Expensive","1994","higher education","East Germany","54","0.180513477277141","0.134206026054657","0.226820928499624","4"
"Too Expensive","1994","in school","West Germany","2","","","","5"
"Too Expensive","1994","in school","East Germany","","","","","5"
"Too Expensive","1994","inadequately","West Germany","1","","","","5"
"Too Expensive","1994","inadequately","East Germany","","","","","5"
"Too Expensive","1994","general elemantary","West Germany","12","","","","5"
"Too Expensive","1994","general elemantary","East Germany","3","","","","5"
"Too Expensive","1994","middle vocational","West Germany","27","","","","5"
"Too Expensive","1994","middle vocational","East Germany","31","0.0424042498450111","0.0275610594056909","0.0572474402843314","5"
"Too Expensive","1994","vocational + Abi","West Germany","1","","","","5"
"Too Expensive","1994","vocational + Abi","East Germany","","","","","5"
"Too Expensive","1994","higher vocational","West Germany","5","","","","5"
"Too Expensive","1994","higher vocational","East Germany","","","","","5"
"Too Expensive","1994","higher education","West Germany","1","","","","5"
"Too Expensive","1994","higher education","East Germany","9","","","","5"
"Very Inexpensive","1994","in school","West Germany","15","","","","1"
"Very Inexpensive","1994","in school","East Germany","1","","","","1"
"Very Inexpensive","1994","inadequately","West Germany","6","","","","1"
"Very Inexpensive","1994","inadequately","East Germany","","","","","1"
"Very Inexpensive","1994","general elemantary","West Germany","131","0.193000829536219","0.164313044526541","0.221688614545897","1"
"Very Inexpensive","1994","general elemantary","East Germany","8","","","","1"
"Very Inexpensive","1994","middle vocational","West Germany","357","0.184293262448451","0.167410242860142","0.201176282036759","1"
"Very Inexpensive","1994","middle vocational","East Germany","44","0.0733996882016827","0.0541898020630409","0.0926095743403246","1"
"Very Inexpensive","1994","vocational + Abi","West Germany","12","","","","1"
"Very Inexpensive","1994","vocational + Abi","East Germany","2","","","","1"
"Very Inexpensive","1994","higher vocational","West Germany","64","0.216302101221752","0.16772872846595","0.264875473977554","1"
"Very Inexpensive","1994","higher vocational","East Germany","9","","","","1"
"Very Inexpensive","1994","higher education","West Germany","102","0.25622248001524","0.213863241063716","0.298581718966762","1"
"Very Inexpensive","1994","higher education","East Germany","17","","","","1"
"Inexpensive","1995","middle vocational","East Germany","238","0.368776740265478","0.332906941013174","0.404646539517781","2"
"Inexpensive","1995","vocational + Abi","West Germany","42","0.302343301649239","0.223994531214937","0.380692072083541","2"
"Inexpensive","1995","higher vocational","West Germany","96","0.331492186508136","0.277218532515709","0.385765840500563","2"
"Inexpensive","1995","higher vocational","East Germany","31","0.340974656579251","0.248526232470178","0.433423080688324","2"
"Inexpensive","1995","higher education","West Germany","143","0.317670244489789","0.274118931280327","0.361221557699252","2"
"Inexpensive","1995","higher education","East Germany","83","0.344269133778199","0.288316560663842","0.400221706892557","2"
"Inexpensive","1995","vocational + Abi","East Germany","7","","","","2"
"Inexpensive","1995","in school","West Germany","23","","","","2"
"Inexpensive","1995","in school","East Germany","6","","","","2"
"Inexpensive","1995","inadequately","West Germany","16","","","","2"
"Inexpensive","1995","inadequately","East Germany","2","","","","2"
"Inexpensive","1995","general elemantary","West Germany","237","0.345598936833957","0.310692017442794","0.38050585622512","2"
"Inexpensive","1995","general elemantary","East Germany","46","0.322336461761834","0.24600059842833","0.398672325095339","2"
"Inexpensive","1995","middle vocational","West Germany","702","0.347538357501157","0.326929964605894","0.368146750396419","2"
"Reasonable","1995","in school","West Germany","41","0.486364510745814","0.380729637412199","0.591999384079428","3"
"Reasonable","1995","in school","East Germany","19","","","","3"
"Reasonable","1995","inadequately","West Germany","43","0.586299407273267","0.469242664890948","0.703356149655587","3"
"Reasonable","1995","inadequately","East Germany","1","","","","3"
"Reasonable","1995","general elemantary","West Germany","286","0.38011858837157","0.344488476441482","0.415748700301658","3"
"Reasonable","1995","general elemantary","East Germany","78","0.52734792077375","0.445805002437697","0.608890839109802","3"
"Reasonable","1995","middle vocational","West Germany","809","0.390386789737744","0.369274273227156","0.411499306248333","3"
"Reasonable","1995","middle vocational","East Germany","323","0.434997487849084","0.398140125473568","0.471854850224601","3"
"Reasonable","1995","vocational + Abi","West Germany","50","0.393849304662261","0.310497219107192","0.47720139021733","3"
"Reasonable","1995","vocational + Abi","East Germany","11","","","","3"
"Reasonable","1995","higher vocational","West Germany","114","0.38655214285813","0.330409605185723","0.442694680530536","3"
"Reasonable","1995","higher vocational","East Germany","47","0.4352557487617","0.338564855711677","0.531946641811722","3"
"Reasonable","1995","higher education","West Germany","170","0.381926580427571","0.336477426108881","0.427375734746261","3"
"Reasonable","1995","higher education","East Germany","130","0.451510650296318","0.392906779052587","0.51011452154005","3"
"Slightly Expensive","1995","in school","West Germany","10","","","","4"
"Slightly Expensive","1995","in school","East Germany","5","","","","4"
"Slightly Expensive","1995","inadequately","West Germany","6","","","","4"
"Slightly Expensive","1995","inadequately","East Germany","","","","","4"
"Slightly Expensive","1995","general elemantary","West Germany","45","0.0577169786002506","0.0405992631343585","0.0748346940661428","4"
"Slightly Expensive","1995","general elemantary","East Germany","11","","","","4"
"Slightly Expensive","1995","middle vocational","West Germany","143","0.0697416036376159","0.0587182681571533","0.0807649391180785","4"
"Slightly Expensive","1995","middle vocational","East Germany","83","0.12660332635385","0.10188130292237","0.15132534978533","4"
"Slightly Expensive","1995","vocational + Abi","West Germany","19","","","","4"
"Slightly Expensive","1995","vocational + Abi","East Germany","3","","","","4"
"Slightly Expensive","1995","higher vocational","West Germany","22","","","","4"
"Slightly Expensive","1995","higher vocational","East Germany","10","","","","4"
"Slightly Expensive","1995","higher education","West Germany","45","0.0819304634134774","0.0562752090450429","0.107585717781912","4"
"Slightly Expensive","1995","higher education","East Germany","38","0.112584654438894","0.0753616629258638","0.149807645951925","4"
"Too Expensive","1995","in school","West Germany","1","","","","5"
"Too Expensive","1995","in school","East Germany","","","","","5"
"Too Expensive","1995","inadequately","West Germany","","","","","5"
"Too Expensive","1995","inadequately","East Germany","","","","","5"
"Too Expensive","1995","general elemantary","West Germany","9","","","","5"
"Too Expensive","1995","general elemantary","East Germany","3","","","","5"
"Too Expensive","1995","middle vocational","West Germany","28","","","","5"
"Too Expensive","1995","middle vocational","East Germany","12","","","","5"
"Too Expensive","1995","vocational + Abi","West Germany","4","","","","5"
"Too Expensive","1995","vocational + Abi","East Germany","","","","","5"
"Too Expensive","1995","higher vocational","West Germany","4","","","","5"
"Too Expensive","1995","higher vocational","East Germany","1","","","","5"
"Too Expensive","1995","higher education","West Germany","3","","","","5"
"Too Expensive","1995","higher education","East Germany","5","","","","5"
"Very Inexpensive","1995","in school","West Germany","11","","","","1"
"Very Inexpensive","1995","in school","East Germany","7","","","","1"
"Very Inexpensive","1995","inadequately","West Germany","3","","","","1"
"Very Inexpensive","1995","inadequately","East Germany","","","","","1"
"Very Inexpensive","1995","general elemantary","West Germany","136","0.202720091309628","0.173210911907051","0.232229270712205","1"
"Very Inexpensive","1995","general elemantary","East Germany","6","","","","1"
"Very Inexpensive","1995","middle vocational","West Germany","369","0.178041939442367","0.16148609838126","0.194597780503475","1"
"Very Inexpensive","1995","middle vocational","East Germany","39","0.0571323998189308","0.0398771091978621","0.0743876904399995","1"
"Very Inexpensive","1995","vocational + Abi","West Germany","17","","","","1"
"Very Inexpensive","1995","vocational + Abi","East Germany","2","","","","1"
"Very Inexpensive","1995","higher vocational","West Germany","53","0.193607481912128","0.148052751308134","0.239162212516122","1"
"Very Inexpensive","1995","higher vocational","East Germany","12","","","","1"
"Very Inexpensive","1995","higher education","West Germany","78","0.205516247399762","0.167717150679306","0.243315344120218","1"
"Very Inexpensive","1995","higher education","East Germany","21","","","","1"
"Inexpensive","1996","in school","West Germany","21","","","","2"
"Inexpensive","1996","in school","East Germany","14","","","","2"
"Inexpensive","1996","inadequately","West Germany","21","","","","2"
"Inexpensive","1996","inadequately","East Germany","1","","","","2"
"Inexpensive","1996","general elemantary","West Germany","252","0.335711780808429","0.300877463250766","0.370546098366092","2"
"Inexpensive","1996","general elemantary","East Germany","43","0.330150952003493","0.251690049918356","0.408611854088629","2"
"Inexpensive","1996","middle vocational","West Germany","715","0.350920120471575","0.330138396177907","0.371701844765242","2"
"Inexpensive","1996","middle vocational","East Germany","222","0.353626422594955","0.318335120372957","0.388917724816954","2"
"Inexpensive","1996","vocational + Abi","West Germany","40","0.272345657101137","0.19807259352779","0.346618720674484","2"
"Inexpensive","1996","vocational + Abi","East Germany","14","","","","2"
"Inexpensive","1996","higher vocational","West Germany","88","0.283064359240687","0.231305549902405","0.334823168578968","2"
"Inexpensive","1996","higher vocational","East Germany","22","","","","2"
"Inexpensive","1996","higher education","West Germany","141","0.317985361702334","0.27510095539729","0.360869768007379","2"
"Inexpensive","1996","higher education","East Germany","80","0.261183121295652","0.211964625597365","0.31040161699394","2"
"Reasonable","1996","in school","West Germany","42","0.44422188449535","0.344827197476703","0.543616571513997","3"
"Reasonable","1996","in school","East Germany","22","","","","3"
"Reasonable","1996","inadequately","West Germany","30","0.473181252073549","0.349892859090038","0.596469645057061","3"
"Reasonable","1996","inadequately","East Germany","3","","","","3"
"Reasonable","1996","general elemantary","West Germany","287","0.410423353688334","0.374137954181483","0.446708753195184","3"
"Reasonable","1996","general elemantary","East Germany","71","0.487215271280175","0.403820939049018","0.570609603511332","3"
"Reasonable","1996","middle vocational","West Germany","799","0.386076311460705","0.364876981050227","0.407275641871183","3"
"Reasonable","1996","middle vocational","East Germany","351","0.468274146461967","0.431440262846269","0.505108030077665","3"
"Reasonable","1996","vocational + Abi","West Germany","62","0.403905877711554","0.322039409650438","0.485772345772669","3"
"Reasonable","1996","vocational + Abi","East Germany","10","","","","3"
"Reasonable","1996","higher vocational","West Germany","130","0.43630605474893","0.379326519651518","0.493285589846343","3"
"Reasonable","1996","higher vocational","East Germany","54","0.546970945043296","0.449890320641569","0.644051569445023","3"
"Reasonable","1996","higher education","West Germany","187","0.406712468856302","0.361477390798076","0.451947546914528","3"
"Reasonable","1996","higher education","East Germany","166","0.561291546797857","0.505692207607043","0.616890885988671","3"
"Slightly Expensive","1996","in school","West Germany","12","","","","4"
"Slightly Expensive","1996","in school","East Germany","3","","","","4"
"Slightly Expensive","1996","inadequately","West Germany","7","","","","4"
"Slightly Expensive","1996","inadequately","East Germany","","","","","4"
"Slightly Expensive","1996","general elemantary","West Germany","47","0.0640763185652753","0.0460122848749806","0.08214035225557","4"
"Slightly Expensive","1996","general elemantary","East Germany","13","","","","4"
"Slightly Expensive","1996","middle vocational","West Germany","132","0.0600805465939896","0.0497329228863091","0.0704281703016701","4"
"Slightly Expensive","1996","middle vocational","East Germany","80","0.114871819750688","0.0913341553204561","0.13840948418092","4"
"Slightly Expensive","1996","vocational + Abi","West Germany","13","","","","4"
"Slightly Expensive","1996","vocational + Abi","East Germany","2","","","","4"
"Slightly Expensive","1996","higher vocational","West Germany","14","","","","4"
"Slightly Expensive","1996","higher vocational","East Germany","14","","","","4"
"Slightly Expensive","1996","higher education","West Germany","37","0.0591651407891614","0.0374386972505373","0.0808915843277854","4"
"Slightly Expensive","1996","higher education","East Germany","32","0.0903318506675557","0.058213789110323","0.122449912224788","4"
"Too Expensive","1996","in school","West Germany","3","","","","5"
"Too Expensive","1996","in school","East Germany","1","","","","5"
"Too Expensive","1996","inadequately","West Germany","2","","","","5"
"Too Expensive","1996","inadequately","East Germany","","","","","5"
"Too Expensive","1996","general elemantary","West Germany","10","","","","5"
"Too Expensive","1996","general elemantary","East Germany","2","","","","5"
"Too Expensive","1996","middle vocational","West Germany","28","","","","5"
"Too Expensive","1996","middle vocational","East Germany","11","","","","5"
"Too Expensive","1996","vocational + Abi","West Germany","4","","","","5"
"Too Expensive","1996","vocational + Abi","East Germany","","","","","5"
"Too Expensive","1996","higher vocational","West Germany","7","","","","5"
"Too Expensive","1996","higher vocational","East Germany","1","","","","5"
"Too Expensive","1996","higher education","West Germany","7","","","","5"
"Too Expensive","1996","higher education","East Germany","4","","","","5"
"Very Inexpensive","1996","in school","West Germany","18","","","","1"
"Very Inexpensive","1996","in school","East Germany","1","","","","1"
"Very Inexpensive","1996","inadequately","West Germany","3","","","","1"
"Very Inexpensive","1996","inadequately","East Germany","","","","","1"
"Very Inexpensive","1996","general elemantary","West Germany","110","0.17846548579593","0.150220863817394","0.206710107774466","1"
"Very Inexpensive","1996","general elemantary","East Germany","9","","","","1"
"Very Inexpensive","1996","middle vocational","West Germany","352","0.186783340023151","0.169812608120934","0.203754071925368","1"
"Very Inexpensive","1996","middle vocational","East Germany","41","0.0515148629512615","0.0351980598883172","0.0678316660142059","1"
"Very Inexpensive","1996","vocational + Abi","West Germany","19","","","","1"
"Very Inexpensive","1996","vocational + Abi","East Germany","1","","","","1"
"Very Inexpensive","1996","higher vocational","West Germany","52","0.205617873545805","0.159182733439797","0.252053013651813","1"
"Very Inexpensive","1996","higher vocational","East Germany","10","","","","1"
"Very Inexpensive","1996","higher education","West Germany","81","0.192156852494615","0.155874916658394","0.228438788330835","1"
"Very Inexpensive","1996","higher education","East Germany","24","","","","1"
"Inexpensive","1997","in school","West Germany","27","","","","2"
"Inexpensive","1997","in school","East Germany","19","","","","2"
