"hlf0094","year","bula_h","n","percent","lower_confidence","upper_confidence"
"Very Inexpensive","2000","Rhineland-Palatinate,Saarland","134","0.165872358603383","0.141069914109045","0.190674803097721"
"Very Inexpensive","2000","Baden-Württemberg","187","0.138761316319322","0.121272769877557","0.156249862761087"
"Very Inexpensive","2000","Bavaria","206","0.122772489227336","0.108081748745533","0.137463229709139"
"Very Inexpensive","2000","Berlin","10","","",""
"Very Inexpensive","2000","Brandenburg","34","0.080467703982466","0.0554736507121499","0.105461757252782"
"Very Inexpensive","2000","Mecklenburg-Western Pomerania","35","0.132869455310293","0.0891918400784691","0.176547070542117"
"Very Inexpensive","2000","Saxony","71","0.102588358191129","0.0802856203234726","0.124891096058785"
"Very Inexpensive","2000","Saxony-Anhalt","34","0.0641421449150771","0.0434005389072538","0.0848837509229004"
"Very Inexpensive","2000","Thuringia","29","","",""
"Inexpensive","2000","Schleswig-Holstein","188","0.470101032134901","0.422537943766847","0.517664120502955"
"Inexpensive","2000","Hamburg","13","","",""
"Inexpensive","2000","Lower Saxony","368","0.310663866919547","0.283705984716603","0.337621749122491"
"Inexpensive","2000","Bremen","28","","",""
"Inexpensive","2000","North Rhine-Westphalia","733","0.328009707213089","0.308901384613477","0.3471180298127"
"Inexpensive","2000","Hesse","251","0.306952909992014","0.274991910871345","0.338913909112683"
"Inexpensive","2000","Rhineland-Palatinate,Saarland","284","0.334186467613618","0.302733476042032","0.365639459185203"
"Inexpensive","2000","Baden-Württemberg","504","0.331492555665382","0.307677710691525","0.35530740063924"
"Inexpensive","2000","Bavaria","637","0.345318126405973","0.324033703432049","0.366602549379897"
"Inexpensive","2000","Berlin","30","0.243854958925487","0.16537341812164","0.322336499729334"
"Inexpensive","2000","Brandenburg","177","0.401040267516666","0.356006819901417","0.446073715131914"
"Inexpensive","2000","Mecklenburg-Western Pomerania","105","0.452240836136438","0.388196045209876","0.516285627062999"
"Inexpensive","2000","Saxony","244","0.35367187623346","0.31852877522513","0.38881497724179"
"Inexpensive","2000","Saxony-Anhalt","152","0.29960824425738","0.260827772430882","0.338388716083879"
"Inexpensive","2000","Thuringia","157","0.28074236974701","0.244234808848338","0.317249930645683"
"Reasonable","2000","Schleswig-Holstein","144","0.306214003532336","0.26228987072485","0.350138136339821"
"Reasonable","2000","Hamburg","21","","",""
"Reasonable","2000","Lower Saxony","438","0.362700317201754","0.334693052471452","0.390707581932056"
"Reasonable","2000","Bremen","25","","",""
"Reasonable","2000","North Rhine-Westphalia","953","0.408065602822893","0.388062401794858","0.428068803850929"
"Reasonable","2000","Hesse","326","0.41289577045461","0.378777978300868","0.447013562608351"
"Reasonable","2000","Rhineland-Palatinate,Saarland","380","0.430204631856791","0.397191386619762","0.46321787709382"
"Reasonable","2000","Baden-Württemberg","655","0.417487553538177","0.39253976146384","0.442435345612515"
"Reasonable","2000","Bavaria","887","0.443869564867298","0.421628629404109","0.466110500330487"
"Reasonable","2000","Berlin","49","0.408467191238644","0.318627721685861","0.498306660791428"
"Reasonable","2000","Brandenburg","206","0.443565736565936","0.397917046373727","0.489214426758144"
"Reasonable","2000","Mecklenburg-Western Pomerania","67","0.30321743550075","0.244070830518469","0.36236404048303"
"Reasonable","2000","Saxony","311","0.446538813683185","0.409997304278589","0.483080323087781"
"Reasonable","2000","Saxony-Anhalt","248","0.467554414474203","0.425314853811851","0.509793975136554"
"Reasonable","2000","Thuringia","306","0.541872628833312","0.501393763915205","0.582351493751419"
"Slightly Expensive","2000","Schleswig-Holstein","21","","",""
"Slightly Expensive","2000","Hamburg","5","","",""
"Slightly Expensive","2000","Lower Saxony","90","0.0945967504122976","0.077548335321839","0.111645165502756"
"Slightly Expensive","2000","Bremen","7","","",""
"Slightly Expensive","2000","North Rhine-Westphalia","202","0.0833747614641193","0.0721232485130202","0.0946262744152185"
"Slightly Expensive","2000","Hesse","89","0.116344228532258","0.0941256086652397","0.138562848399276"
"Slightly Expensive","2000","Rhineland-Palatinate,Saarland","51","0.0530773514087732","0.0381286628647088","0.0680260399528376"
"Slightly Expensive","2000","Baden-Württemberg","131","0.102237805632849","0.0869112642881768","0.117564346977522"
"Slightly Expensive","2000","Bavaria","154","0.0726966898842257","0.0610740372610204","0.0843193425074309"
"Slightly Expensive","2000","Berlin","23","","",""
"Slightly Expensive","2000","Brandenburg","36","0.0696627603971221","0.0462709984784417","0.0930545223158026"
"Slightly Expensive","2000","Mecklenburg-Western Pomerania","25","","",""
"Slightly Expensive","2000","Saxony","77","0.0858395337473751","0.0652489725456091","0.106430094949141"
"Slightly Expensive","2000","Saxony-Anhalt","82","0.128468498613507","0.100141173622482","0.156795823604532"
"Slightly Expensive","2000","Thuringia","80","0.11617529198067","0.0901421519607625","0.142208432000578"
"Too Expensive","2000","Schleswig-Holstein","3","","",""
"Too Expensive","2000","Hamburg","2","","",""
"Too Expensive","2000","Lower Saxony","14","","",""
"Too Expensive","2000","Bremen","2","","",""
"Too Expensive","2000","North Rhine-Westphalia","45","0.0239273969155959","0.0177074524790633","0.0301473413521285"
"Too Expensive","2000","Hesse","17","","",""
"Too Expensive","2000","Rhineland-Palatinate,Saarland","15","","",""
"Too Expensive","2000","Baden-Württemberg","24","","",""
"Too Expensive","2000","Bavaria","33","0.0153431296151679","0.00984092838977119","0.0208453308405645"
"Too Expensive","2000","Berlin","3","","",""
"Too Expensive","2000","Brandenburg","2","","",""
"Too Expensive","2000","Mecklenburg-Western Pomerania","","","",""
"Too Expensive","2000","Saxony","8","","",""
"Too Expensive","2000","Saxony-Anhalt","20","","",""
"Too Expensive","2000","Thuringia","10","","",""
"Very Inexpensive","2001","Schleswig-Holstein","62","0.19901397415","0.159540434526673","0.238487513773327"
"Very Inexpensive","2001","Hamburg","24","","",""
"Very Inexpensive","2001","Lower Saxony","238","0.226336015936895","0.201309581817113","0.251362450056677"
"Very Inexpensive","2001","Bremen","12","","",""
"Very Inexpensive","2001","North Rhine-Westphalia","282","0.134802050850013","0.120233714332162","0.149370387367864"
"Very Inexpensive","2001","Hesse","93","0.140517033438202","0.115341674350147","0.165692392526256"
"Very Inexpensive","2001","Rhineland-Palatinate,Saarland","87","0.11311370086839","0.0913284956548613","0.134898906081918"
"Very Inexpensive","2001","Baden-Württemberg","133","0.101734844672183","0.0853082862529456","0.11816140309142"
"Very Inexpensive","2001","Bavaria","147","0.0976854443908485","0.0834887458629448","0.111882142918752"
"Very Inexpensive","2001","Berlin","11","","",""
"Very Inexpensive","2001","Brandenburg","23","","",""
"Very Inexpensive","2001","Mecklenburg-Western Pomerania","33","0.153652377407903","0.104994753771784","0.202310001044022"
"Very Inexpensive","2001","Saxony","67","0.1073439501229","0.0839917896001687","0.130696110645632"
"Very Inexpensive","2001","Saxony-Anhalt","38","0.0834543158041459","0.0598192575098718","0.10708937409842"
"Very Inexpensive","2001","Thuringia","27","","",""
"Inexpensive","2001","Schleswig-Holstein","125","0.302656886837556","0.257236549622689","0.348077224052424"
"Inexpensive","2001","Hamburg","16","","",""
"Inexpensive","2001","Lower Saxony","382","0.347683989933724","0.319202197597221","0.376165782270227"
"Inexpensive","2001","Bremen","19","","",""
"Inexpensive","2001","North Rhine-Westphalia","680","0.329248458298013","0.309201582984863","0.349295333611163"
"Inexpensive","2001","Hesse","224","0.304691488331033","0.271347965326549","0.338035011335517"
"Inexpensive","2001","Rhineland-Palatinate,Saarland","297","0.361460855816339","0.328416714135702","0.394504997496977"
"Inexpensive","2001","Baden-Württemberg","365","0.279317455587751","0.254937636255084","0.303697274920418"
"Inexpensive","2001","Bavaria","536","0.318152059268885","0.295880296804637","0.340423821733134"
"Inexpensive","2001","Berlin","36","0.264591874777985","0.185336801101438","0.343846948454531"
"Inexpensive","2001","Brandenburg","131","0.344712134299368","0.298252112080382","0.391172156518355"
"Inexpensive","2001","Mecklenburg-Western Pomerania","90","0.374039684073693","0.308750821195534","0.439328546951852"
"Inexpensive","2001","Saxony","253","0.386755364391761","0.350016032307006","0.423494696476516"
"Inexpensive","2001","Saxony-Anhalt","150","0.26353451713375","0.225885801032784","0.301183233234715"
"Inexpensive","2001","Thuringia","126","0.224005722988385","0.188577359562616","0.259434086414153"
"Reasonable","2001","Schleswig-Holstein","185","0.457038626252648","0.40778788898114","0.506289363524155"
"Reasonable","2001","Hamburg","23","","",""
"Reasonable","2001","Lower Saxony","389","0.36473837390934","0.335950274738688","0.393526473079992"
"Reasonable","2001","Bremen","24","","",""
"Reasonable","2001","North Rhine-Westphalia","911","0.426546473250937","0.405448717212045","0.447644229289829"
"Reasonable","2001","Hesse","332","0.458963670570018","0.422864691502572","0.495062649637464"
"Reasonable","2001","Rhineland-Palatinate,Saarland","356","0.462435809961427","0.428142376386467","0.496729243536387"
"Reasonable","2001","Baden-Württemberg","647","0.50989106014816","0.482727014368187","0.537055105928133"
"Reasonable","2001","Bavaria","874","0.507086839668073","0.483180128933973","0.530993550402174"
"Reasonable","2001","Berlin","45","0.425381851525602","0.336553059103437","0.514210643947768"
"Reasonable","2001","Brandenburg","208","0.492814411222571","0.44394239946559","0.541686422979552"
"Reasonable","2001","Mecklenburg-Western Pomerania","69","0.374483193052316","0.309178781483807","0.439787604620824"
"Reasonable","2001","Saxony","291","0.420734047072684","0.38349152918225","0.457976564963117"
"Reasonable","2001","Saxony-Anhalt","255","0.517072210585838","0.474367880208455","0.559776540963221"
"Reasonable","2001","Thuringia","312","0.598878561353609","0.557230039235723","0.640527083471494"
"Slightly Expensive","2001","Schleswig-Holstein","18","","",""
"Slightly Expensive","2001","Hamburg","7","","",""
"Slightly Expensive","2001","Lower Saxony","49","0.0507952196132519","0.03766302440356","0.0639274148229438"
"Slightly Expensive","2001","Bremen","11","","",""
"Slightly Expensive","2001","North Rhine-Westphalia","179","0.0784780769404356","0.0670062922752815","0.0899498616055897"
"Slightly Expensive","2001","Hesse","66","0.0758458826438282","0.0566666707754609","0.0950250945121956"
"Slightly Expensive","2001","Rhineland-Palatinate,Saarland","57","0.0563664448891802","0.0405035631554983","0.0722293266228621"
"Slightly Expensive","2001","Baden-Württemberg","128","0.0886663265535337","0.073219918287694","0.104112734819373"
"Slightly Expensive","2001","Bavaria","110","0.0696394338479321","0.0574678607068255","0.0818110069890388"
"Slightly Expensive","2001","Berlin","23","","",""
"Slightly Expensive","2001","Brandenburg","38","0.0970417794049206","0.0681051282789121","0.125978430530929"
"Slightly Expensive","2001","Mecklenburg-Western Pomerania","17","","",""
"Slightly Expensive","2001","Saxony","59","0.0771149957124377","0.0569898321514488","0.0972401592734266"
"Slightly Expensive","2001","Saxony-Anhalt","71","0.112071493315805","0.0851132370195938","0.139029749612016"
"Slightly Expensive","2001","Thuringia","64","0.123058761395103","0.0951440082683965","0.15097351452181"
"Too Expensive","2001","Schleswig-Holstein","3","","",""
"Too Expensive","2001","Hamburg","","","",""
"Too Expensive","2001","Lower Saxony","16","","",""
"Too Expensive","2001","Bremen","","","",""
"Too Expensive","2001","North Rhine-Westphalia","59","0.0309249406606016","0.0235401681711029","0.0383097131501004"
"Too Expensive","2001","Hesse","17","","",""
"Too Expensive","2001","Rhineland-Palatinate,Saarland","15","","",""
"Too Expensive","2001","Baden-Württemberg","28","","",""
"Too Expensive","2001","Bavaria","13","","",""
"Too Expensive","2001","Berlin","4","","",""
"Too Expensive","2001","Brandenburg","2","","",""
"Too Expensive","2001","Mecklenburg-Western Pomerania","2","","",""
"Too Expensive","2001","Saxony","5","","",""
"Too Expensive","2001","Saxony-Anhalt","12","","",""
"Too Expensive","2001","Thuringia","3","","",""
"Very Inexpensive","2002","Schleswig-Holstein","64","0.186405009249529","0.150343657135009","0.222466361364049"
"Very Inexpensive","2002","Hamburg","29","","",""
"Very Inexpensive","2002","Lower Saxony","244","0.210309221461897","0.187478739839524","0.23313970308427"
"Very Inexpensive","2002","Bremen","23","","",""
"Very Inexpensive","2002","North Rhine-Westphalia","339","0.150375060443697","0.136131069452954","0.16461905143444"
"Very Inexpensive","2002","Hesse","102","0.118495439281041","0.0969326076105114","0.14005827095157"
"Very Inexpensive","2002","Rhineland-Palatinate,Saarland","106","0.128449162174184","0.106164751913995","0.150733572434374"
"Very Inexpensive","2002","Baden-Württemberg","135","0.0908806070973438","0.0763052614358181","0.105455952758869"
"Very Inexpensive","2002","Bavaria","216","0.120057182809301","0.105560178982822","0.13455418663578"
"Very Inexpensive","2002","Berlin","17","","",""
"Very Inexpensive","2002","Brandenburg","26","","",""
"Very Inexpensive","2002","Mecklenburg-Western Pomerania","44","0.152265853420753","0.106330690740276","0.19820101610123"
"Very Inexpensive","2002","Saxony","69","0.0917591748892382","0.0704342740201864","0.11308407575829"
"Very Inexpensive","2002","Saxony-Anhalt","22","","",""
"Very Inexpensive","2002","Thuringia","28","","",""
"Inexpensive","2002","Schleswig-Holstein","123","0.219716688833942","0.181375394844139","0.258057982823745"
"Inexpensive","2002","Hamburg","41","0.288590497575957","0.208839138489164","0.36834185666275"
"Inexpensive","2002","Lower Saxony","389","0.295559518108357","0.269997095543609","0.321121940673105"
"Inexpensive","2002","Bremen","26","","",""
"Inexpensive","2002","North Rhine-Westphalia","765","0.325377542888204","0.30670711197875","0.344047973797658"
"Inexpensive","2002","Hesse","232","0.262740463464466","0.233376385165321","0.29210454176361"
"Inexpensive","2002","Rhineland-Palatinate,Saarland","283","0.351020292779938","0.319231735668237","0.382808849891639"
"Inexpensive","2002","Baden-Württemberg","465","0.304823466555736","0.281481118370647","0.328165814740824"
"Inexpensive","2002","Bavaria","621","0.342646374340043","0.321478387549473","0.363814361130612"
"Inexpensive","2002","Berlin","37","0.306381935779583","0.232362336045864","0.380401535513302"
"Inexpensive","2002","Brandenburg","159","0.400830302944909","0.353850072358507","0.447810533531311"
"Inexpensive","2002","Mecklenburg-Western Pomerania","75","0.35726255544091","0.295995824078937","0.418529286802883"
"Inexpensive","2002","Saxony","237","0.356091778687391","0.320720177478284","0.391463379896497"
"Inexpensive","2002","Saxony-Anhalt","166","0.330094905526307","0.288958884282248","0.371230926770366"
"Inexpensive","2002","Thuringia","115","0.208862639218803","0.174735006227363","0.242990272210243"
"Reasonable","2002","Schleswig-Holstein","231","0.529650430958313","0.483432114249752","0.575868747666875"
"Reasonable","2002","Hamburg","35","0.233601292125546","0.159127708780738","0.308074875470354"
"Reasonable","2002","Lower Saxony","485","0.409064025951171","0.381520264982653","0.436607786919688"
"Reasonable","2002","Bremen","34","0.2838040912366","0.191173883361124","0.376434299112076"
"Reasonable","2002","North Rhine-Westphalia","1066","0.425943444602965","0.406238125752655","0.445648763453275"
"Reasonable","2002","Hesse","447","0.545348763723774","0.512127278241554","0.578570249205994"
"Reasonable","2002","Rhineland-Palatinate,Saarland","401","0.444917259191854","0.411818810916592","0.478015707467116"
"Reasonable","2002","Baden-Württemberg","720","0.496660157875797","0.471306938885886","0.522013376865708"
"Reasonable","2002","Bavaria","914","0.444715667238024","0.422551272349538","0.466880062126509"
"Reasonable","2002","Berlin","69","0.401508679901735","0.322798418607944","0.480218941195527"
"Reasonable","2002","Brandenburg","183","0.416703337971918","0.369440675275545","0.463966000668291"
"Reasonable","2002","Mecklenburg-Western Pomerania","91","0.361263979373278","0.299847177946058","0.422680780800498"
"Reasonable","2002","Saxony","330","0.486721940969961","0.449800505845079","0.523643376094842"
"Reasonable","2002","Saxony-Anhalt","224","0.453729227732959","0.410178181485216","0.497280273980702"
"Reasonable","2002","Thuringia","329","0.626261162511974","0.585643802252428","0.666878522771521"
"Slightly Expensive","2002","Schleswig-Holstein","29","","",""
"Slightly Expensive","2002","Hamburg","18","","",""
"Slightly Expensive","2002","Lower Saxony","90","0.0700604820087676","0.0557609674470864","0.0843599965704488"
"Slightly Expensive","2002","Bremen","6","","",""
"Slightly Expensive","2002","North Rhine-Westphalia","220","0.0845111688244738","0.0734267293547041","0.0955956082942434"
"Slightly Expensive","2002","Hesse","70","0.0654919059946038","0.0489864304410036","0.081997381548204"
"Slightly Expensive","2002","Rhineland-Palatinate,Saarland","67","0.0729563740512927","0.0556354582017009","0.0902772899008846"
"Slightly Expensive","2002","Baden-Württemberg","151","0.0935056730679624","0.0787426833295464","0.108268662806378"
"Slightly Expensive","2002","Bavaria","159","0.0832877373754476","0.0709633878523713","0.0956120868985238"
"Slightly Expensive","2002","Berlin","21","","",""
"Slightly Expensive","2002","Brandenburg","47","0.113105047404265","0.0827425818698391","0.143467512938691"
"Slightly Expensive","2002","Mecklenburg-Western Pomerania","25","","",""
"Slightly Expensive","2002","Saxony","59","0.0472563806614421","0.0315823744689017","0.0629303868539824"
"Slightly Expensive","2002","Saxony-Anhalt","86","0.148994473164537","0.117845229773393","0.180143716555681"
"Slightly Expensive","2002","Thuringia","66","0.0922408574378453","0.0679469808265061","0.116534734049184"
"Too Expensive","2002","Schleswig-Holstein","1","","",""
"Too Expensive","2002","Hamburg","1","","",""
"Too Expensive","2002","Lower Saxony","16","","",""
"Too Expensive","2002","Bremen","2","","",""
"Too Expensive","2002","North Rhine-Westphalia","29","","",""
"Too Expensive","2002","Hesse","12","","",""
"Too Expensive","2002","Rhineland-Palatinate,Saarland","9","","",""
"Too Expensive","2002","Baden-Württemberg","23","","",""
"Too Expensive","2002","Bavaria","21","","",""
"Too Expensive","2002","Berlin","5","","",""
"Too Expensive","2002","Brandenburg","3","","",""
"Too Expensive","2002","Mecklenburg-Western Pomerania","","","",""
"Too Expensive","2002","Saxony","9","","",""
"Too Expensive","2002","Saxony-Anhalt","4","","",""
"Too Expensive","2002","Thuringia","7","","",""
"Very Inexpensive","2003","Schleswig-Holstein","","","",""
"Very Inexpensive","2003","Hamburg","","","",""
"Very Inexpensive","2003","Lower Saxony","","","",""
"Very Inexpensive","2003","Bremen","","","",""
"Very Inexpensive","2003","North Rhine-Westphalia","","","",""
"Very Inexpensive","2003","Hesse","","","",""
"Very Inexpensive","2003","Rhineland-Palatinate,Saarland","","","",""
"Very Inexpensive","2003","Baden-Württemberg","","","",""
"Very Inexpensive","2003","Bavaria","","","",""
"Very Inexpensive","2003","Berlin","","","",""
"Very Inexpensive","2003","Brandenburg","","","",""
"Very Inexpensive","2003","Mecklenburg-Western Pomerania","","","",""
"Very Inexpensive","2003","Saxony","","","",""
"Very Inexpensive","2003","Saxony-Anhalt","","","",""
"Very Inexpensive","2003","Thuringia","","","",""
"Inexpensive","2003","Schleswig-Holstein","","","",""
"Inexpensive","2003","Hamburg","","","",""
"Inexpensive","2003","Lower Saxony","","","",""
"Inexpensive","2003","Bremen","","","",""
"Inexpensive","2003","North Rhine-Westphalia","","","",""
"Inexpensive","2003","Hesse","","","",""
"Inexpensive","2003","Rhineland-Palatinate,Saarland","","","",""
"Inexpensive","2003","Baden-Württemberg","","","",""
"Inexpensive","2003","Bavaria","","","",""
"Inexpensive","2003","Berlin","","","",""
"Inexpensive","2003","Brandenburg","","","",""
"Inexpensive","2003","Mecklenburg-Western Pomerania","","","",""
"Inexpensive","2003","Saxony","","","",""
"Inexpensive","2003","Saxony-Anhalt","","","",""
"Inexpensive","2003","Thuringia","","","",""
"Reasonable","2003","Schleswig-Holstein","","","",""
"Reasonable","2003","Hamburg","","","",""
"Reasonable","2003","Lower Saxony","","","",""
"Reasonable","2003","Bremen","","","",""
"Reasonable","2003","North Rhine-Westphalia","","","",""
"Reasonable","2003","Hesse","","","",""
"Reasonable","2003","Rhineland-Palatinate,Saarland","","","",""
"Reasonable","2003","Baden-Württemberg","","","",""
"Reasonable","2003","Bavaria","","","",""
"Reasonable","2003","Berlin","","","",""
"Reasonable","2003","Brandenburg","","","",""
"Reasonable","2003","Mecklenburg-Western Pomerania","","","",""
"Reasonable","2003","Saxony","","","",""
"Reasonable","2003","Saxony-Anhalt","","","",""
"Reasonable","2003","Thuringia","","","",""
"Slightly Expensive","2003","Schleswig-Holstein","","","",""
"Slightly Expensive","2003","Hamburg","","","",""
"Slightly Expensive","2003","Lower Saxony","","","",""
"Slightly Expensive","2003","Bremen","","","",""
"Slightly Expensive","2003","North Rhine-Westphalia","","","",""
"Slightly Expensive","2003","Hesse","","","",""
"Slightly Expensive","2003","Rhineland-Palatinate,Saarland","","","",""
"Slightly Expensive","2003","Baden-Württemberg","","","",""
"Slightly Expensive","2003","Bavaria","","","",""
"Slightly Expensive","2003","Berlin","","","",""
"Slightly Expensive","2003","Brandenburg","","","",""
"Slightly Expensive","2003","Mecklenburg-Western Pomerania","","","",""
"Slightly Expensive","2003","Saxony","","","",""
"Slightly Expensive","2003","Saxony-Anhalt","","","",""
"Slightly Expensive","2003","Thuringia","","","",""
"Too Expensive","2003","Schleswig-Holstein","","","",""
"Too Expensive","2003","Hamburg","","","",""
"Too Expensive","2003","Lower Saxony","","","",""
"Too Expensive","2003","Bremen","","","",""
"Too Expensive","2003","North Rhine-Westphalia","","","",""
"Too Expensive","2003","Hesse","","","",""
"Too Expensive","2003","Rhineland-Palatinate,Saarland","","","",""
"Too Expensive","2003","Baden-Württemberg","","","",""
"Too Expensive","2003","Bavaria","","","",""
"Too Expensive","2003","Berlin","","","",""
"Too Expensive","2003","Brandenburg","","","",""
"Too Expensive","2003","Mecklenburg-Western Pomerania","","","",""
"Too Expensive","2003","Saxony","","","",""
"Too Expensive","2003","Saxony-Anhalt","","","",""
"Too Expensive","2003","Thuringia","","","",""
"Very Inexpensive","2004","Schleswig-Holstein","","","",""
"Very Inexpensive","2004","Hamburg","","","",""
"Very Inexpensive","2004","Lower Saxony","","","",""
"Very Inexpensive","2004","Bremen","","","",""
"Very Inexpensive","2004","North Rhine-Westphalia","","","",""
"Very Inexpensive","2004","Hesse","","","",""
"Very Inexpensive","2004","Rhineland-Palatinate,Saarland","","","",""
"Very Inexpensive","2004","Baden-Württemberg","","","",""
"Very Inexpensive","2004","Bavaria","","","",""
"Very Inexpensive","2004","Berlin","","","",""
"Very Inexpensive","2004","Brandenburg","","","",""
"Very Inexpensive","2004","Mecklenburg-Western Pomerania","","","",""
"Very Inexpensive","2004","Saxony","","","",""
"Very Inexpensive","2004","Saxony-Anhalt","","","",""
"Very Inexpensive","2004","Thuringia","","","",""
"Inexpensive","2004","Schleswig-Holstein","","","",""
"Inexpensive","2004","Hamburg","","","",""
"Inexpensive","2004","Lower Saxony","","","",""
"Inexpensive","2004","Bremen","","","",""
"Inexpensive","2004","North Rhine-Westphalia","","","",""
"Inexpensive","2004","Hesse","","","",""
"Inexpensive","2004","Rhineland-Palatinate,Saarland","","","",""
"Inexpensive","2004","Baden-Württemberg","","","",""
"Inexpensive","2004","Bavaria","","","",""
"Inexpensive","2004","Berlin","","","",""
"Inexpensive","2004","Brandenburg","","","",""
"Inexpensive","2004","Mecklenburg-Western Pomerania","","","",""
"Inexpensive","2004","Saxony","","","",""
"Inexpensive","2004","Saxony-Anhalt","","","",""
"Inexpensive","2004","Thuringia","","","",""
"Reasonable","2004","Schleswig-Holstein","","","",""
"Reasonable","2004","Hamburg","","","",""
"Reasonable","2004","Lower Saxony","","","",""
"Reasonable","2004","Bremen","","","",""
"Reasonable","2004","North Rhine-Westphalia","","","",""
"Reasonable","2004","Hesse","","","",""
"Reasonable","2004","Rhineland-Palatinate,Saarland","","","",""
"Reasonable","2004","Baden-Württemberg","","","",""
"Reasonable","2004","Bavaria","","","",""
"Reasonable","2004","Berlin","","","",""
"Reasonable","2004","Brandenburg","","","",""
"Reasonable","2004","Mecklenburg-Western Pomerania","","","",""
"Reasonable","2004","Saxony","","","",""
"Reasonable","2004","Saxony-Anhalt","","","",""
"Reasonable","2004","Thuringia","","","",""
"Slightly Expensive","2004","Schleswig-Holstein","","","",""
"Slightly Expensive","2004","Hamburg","","","",""
"Slightly Expensive","2004","Lower Saxony","","","",""
"Slightly Expensive","2004","Bremen","","","",""
"Slightly Expensive","2004","North Rhine-Westphalia","","","",""
"Slightly Expensive","2004","Hesse","","","",""
"Slightly Expensive","2004","Rhineland-Palatinate,Saarland","","","",""
"Slightly Expensive","2004","Baden-Württemberg","","","",""
"Slightly Expensive","2004","Bavaria","","","",""
"Slightly Expensive","2004","Berlin","","","",""
"Slightly Expensive","2004","Brandenburg","","","",""
"Slightly Expensive","2004","Mecklenburg-Western Pomerania","","","",""
"Slightly Expensive","2004","Saxony","","","",""
"Slightly Expensive","2004","Saxony-Anhalt","","","",""
"Slightly Expensive","2004","Thuringia","","","",""
"Too Expensive","2004","Schleswig-Holstein","","","",""
"Too Expensive","2004","Hamburg","","","",""
"Too Expensive","2004","Lower Saxony","","","",""
"Too Expensive","2004","Bremen","","","",""
"Too Expensive","2004","North Rhine-Westphalia","","","",""
"Too Expensive","2004","Hesse","","","",""
"Too Expensive","2004","Rhineland-Palatinate,Saarland","","","",""
"Too Expensive","2004","Baden-Württemberg","","","",""
"Too Expensive","2004","Bavaria","","","",""
"Too Expensive","2004","Berlin","","","",""
"Too Expensive","2004","Brandenburg","","","",""
"Too Expensive","2004","Mecklenburg-Western Pomerania","","","",""
"Too Expensive","2004","Saxony","","","",""
"Too Expensive","2004","Saxony-Anhalt","","","",""
"Too Expensive","2004","Thuringia","","","",""
"Very Inexpensive","2005","Schleswig-Holstein","43","0.110523647641163","0.0800625397816934","0.140984755500633"
"Very Inexpensive","2005","Hamburg","26","","",""
"Very Inexpensive","2005","Lower Saxony","223","0.178556513432689","0.156373423422006","0.200739603443372"
"Very Inexpensive","2005","Bremen","12","","",""
"Very Inexpensive","2005","North Rhine-Westphalia","229","0.0856566347377822","0.0738899696944396","0.0974232997811248"
"Very Inexpensive","2005","Hesse","75","0.095949463814941","0.0746281612174724","0.11727076641241"
"Very Inexpensive","2005","Rhineland-Palatinate,Saarland","39","0.050819374277461","0.0353366480926645","0.0663021004622575"
"Very Inexpensive","2005","Baden-Württemberg","124","0.093260455858905","0.0779123069865305","0.108608604731279"
"Very Inexpensive","2005","Bavaria","195","0.118457905137396","0.10314161489737","0.133774195377422"
"Very Inexpensive","2005","Berlin","19","","",""
"Very Inexpensive","2005","Brandenburg","24","","",""
"Very Inexpensive","2005","Mecklenburg-Western Pomerania","21","","",""
"Very Inexpensive","2005","Saxony","37","0.0547947814026476","0.0378752495069921","0.0717143132983031"
"Very Inexpensive","2005","Saxony-Anhalt","33","0.0755418605348845","0.0518017859845653","0.0992819350852038"
"Very Inexpensive","2005","Thuringia","26","","",""
"Inexpensive","2005","Schleswig-Holstein","108","0.279634020840818","0.236030406761924","0.323237634919711"
"Inexpensive","2005","Hamburg","27","","",""
"Inexpensive","2005","Lower Saxony","297","0.251546325803365","0.226413761688758","0.276678889917973"
"Inexpensive","2005","Bremen","22","","",""
"Inexpensive","2005","North Rhine-Westphalia","644","0.31568566805131","0.296143466931453","0.335227869171167"
"Inexpensive","2005","Hesse","228","0.297811719824282","0.264706705181296","0.330916734467269"
"Inexpensive","2005","Rhineland-Palatinate,Saarland","278","0.356425672698115","0.322662582518579","0.390188762877651"
"Inexpensive","2005","Baden-Württemberg","408","0.270578328182102","0.247130544777855","0.294026111586349"
"Inexpensive","2005","Bavaria","511","0.337108412505372","0.314702837968159","0.359513987042586"
"Inexpensive","2005","Berlin","36","0.246780218308836","0.178013919814041","0.31554651680363"
"Inexpensive","2005","Brandenburg","123","0.292945175621228","0.248511188174054","0.337379163068402"
"Inexpensive","2005","Mecklenburg-Western Pomerania","95","0.354770757521298","0.295224677161397","0.4143168378812"
"Inexpensive","2005","Saxony","218","0.330262227601923","0.295296905098979","0.365227550104867"
"Inexpensive","2005","Saxony-Anhalt","127","0.32087634465099","0.278940258620526","0.362812430681453"
"Inexpensive","2005","Thuringia","115","0.221254703546025","0.184724572765055","0.257784834326996"
"Reasonable","2005","Schleswig-Holstein","226","0.500732617085425","0.452156765324096","0.549308468846754"
"Reasonable","2005","Hamburg","33","0.427796250074346","0.326143008702269","0.529449491446424"
