"hlf0094","year","e11103","sex","n","percent","lower_confidence","upper_confidence","value"
"Slightly Expensive","1994","Full Time","Female","69","0.0913547499111401","0.0688925494499744","0.113816950372306","4"
"Slightly Expensive","1994","Part Time","Female","69","0.0830030032109459","0.0625361422372871","0.103469864184605","4"
"Slightly Expensive","1994","Part Time","Male","20","","","","4"
"Slightly Expensive","1994","Not Working","Male","28","","","","4"
"Slightly Expensive","1994","Not Working","Female","66","0.0471239323404209","0.0351544926966073","0.0590933719842346","4"
"Too Expensive","1994","Full Time","Female","21","","","","5"
"Too Expensive","1994","Full Time","Male","37","0.0185757964009891","0.0119223455249739","0.0252292472770043","5"
"Too Expensive","1994","Part Time","Male","7","","","","5"
"Too Expensive","1994","Part Time","Female","6","","","","5"
"Too Expensive","1994","Not Working","Male","5","","","","5"
"Too Expensive","1994","Not Working","Female","17","","","","5"
"Very Inexpensive","1994","Full Time","Male","211","0.154152997794237","0.136359278048447","0.171946717540028","1"
"Very Inexpensive","1994","Full Time","Female","76","0.137271143459901","0.11044141113456","0.164100875785243","1"
"Very Inexpensive","1994","Part Time","Male","51","0.240593189956968","0.18696019038642","0.294226189527516","1"
"Very Inexpensive","1994","Part Time","Female","98","0.163091651076742","0.135683786827071","0.190499515326413","1"
"Very Inexpensive","1994","Not Working","Male","129","0.215811930185929","0.184450547552039","0.247173312819819","1"
"Very Inexpensive","1994","Not Working","Female","209","0.193942169000971","0.171608808693362","0.216275529308581","1"
"Inexpensive","1995","Full Time","Male","477","0.305252813057583","0.282567181751425","0.327938444363742","2"
"Inexpensive","1995","Full Time","Female","199","0.290860128720844","0.256106174923284","0.325614082518404","2"
"Inexpensive","1995","Part Time","Male","104","0.388081188493351","0.331405458969962","0.44475691801674","2"
"Inexpensive","1995","Not Working","Male","259","0.411695391527406","0.374262516929657","0.449128266125155","2"
"Inexpensive","1995","Part Time","Female","241","0.348307669440246","0.313555468402132","0.383059870478361","2"
"Inexpensive","1995","Not Working","Female","416","0.342404996062467","0.315756436083708","0.369053556041226","2"
"Reasonable","1995","Full Time","Male","686","0.424526621745709","0.400178093386807","0.448875150104611","3"
"Reasonable","1995","Full Time","Female","301","0.435874685562259","0.397928791564483","0.473820579560035","3"
"Reasonable","1995","Part Time","Male","108","0.334917820179845","0.280027507500112","0.389808132859578","3"
"Reasonable","1995","Part Time","Female","299","0.411243188546342","0.375351257608543","0.44713511948414","3"
"Reasonable","1995","Not Working","Male","259","0.355028186348344","0.318631165612279","0.39142520708441","3"
"Reasonable","1995","Not Working","Female","500","0.393008108683956","0.365578687254775","0.420437530113136","3"
"Slightly Expensive","1995","Full Time","Male","166","0.0933642476684446","0.0790319983257627","0.107696497011127","4"
"Slightly Expensive","1995","Full Time","Female","73","0.132340573143566","0.106409689183345","0.158271457103786","4"
"Slightly Expensive","1995","Part Time","Male","21","","","","4"
"Slightly Expensive","1995","Part Time","Female","71","0.0803567383328461","0.0605277599635982","0.100185716702094","4"
"Slightly Expensive","1995","Not Working","Male","33","0.0405948259445404","0.0255841440572282","0.0556055078318526","4"
"Slightly Expensive","1995","Not Working","Female","81","0.0588788319887265","0.0456589733620681","0.0720986906153849","4"
"Too Expensive","1995","Full Time","Female","18","","","","5"
"Too Expensive","1995","Full Time","Male","20","","","","5"
"Too Expensive","1995","Part Time","Male","7","","","","5"
"Too Expensive","1995","Part Time","Female","10","","","","5"
"Too Expensive","1995","Not Working","Male","7","","","","5"
"Too Expensive","1995","Not Working","Female","9","","","","5"
"Very Inexpensive","1995","Full Time","Male","234","0.161194708935577","0.143080740550364","0.17930867732079","1"
"Very Inexpensive","1995","Full Time","Female","65","0.113181185324997","0.0889373827064845","0.13742498794351","1"
"Very Inexpensive","1995","Part Time","Male","44","0.170533664472861","0.126792195339804","0.214275133605918","1"
"Very Inexpensive","1995","Part Time","Female","101","0.14990946531481","0.123870326903991","0.175948603725629","1"
"Very Inexpensive","1995","Not Working","Male","106","0.185173105329992","0.155627990397127","0.214718220262857","1"
"Very Inexpensive","1995","Not Working","Female","212","0.193623067954811","0.171432314760886","0.215813821148737","1"
"Inexpensive","1996","Full Time","Male","496","0.308385894185452","0.285714245350568","0.331057543020335","2"
"Inexpensive","1996","Full Time","Female","186","0.293197384879524","0.258254929988249","0.328139839770798","2"
"Inexpensive","1996","Part Time","Male","98","0.321292348016109","0.268450374670228","0.374134321361991","2"
"Inexpensive","1996","Part Time","Female","248","0.315126855979751","0.282032957691442","0.34822075426806","2"
"Inexpensive","1996","Not Working","Male","238","0.360852365508286","0.324324068733759","0.397380662282813","2"
"Inexpensive","1996","Not Working","Female","436","0.358704893636781","0.3315456734695","0.385864113804061","2"
"Reasonable","1996","Full Time","Male","714","0.421772285065406","0.397528947775106","0.446015622355707","3"
"Reasonable","1996","Full Time","Female","316","0.461973581733707","0.42370567876761","0.500241484699804","3"
"Reasonable","1996","Part Time","Male","132","0.459770679510968","0.403374825791362","0.516166533230575","3"
"Reasonable","1996","Part Time","Female","339","0.450146109663873","0.414705551515394","0.485586667812351","3"
"Reasonable","1996","Not Working","Male","262","0.371895781208395","0.335134509025795","0.408657053390994","3"
"Reasonable","1996","Not Working","Female","481","0.383257529956618","0.355726848716509","0.410788211196728","3"
"Slightly Expensive","1996","Full Time","Male","158","0.0974035473750938","0.0828476786353198","0.111959416114868","4"
"Slightly Expensive","1996","Full Time","Female","66","0.0964296584890419","0.0737722313973634","0.11908708558072","4"
"Slightly Expensive","1996","Part Time","Male","14","","","","4"
"Slightly Expensive","1996","Part Time","Female","60","0.0803313716773705","0.0609690055213565","0.0996937378333845","4"
"Slightly Expensive","1996","Not Working","Male","39","0.0479042723840837","0.0316603283870501","0.0641482163811173","4"
"Slightly Expensive","1996","Not Working","Female","73","0.0456137883814306","0.0337988943211513","0.0574286824417098","4"
"Too Expensive","1996","Full Time","Male","30","0.0205090280123227","0.0135511519217323","0.0274669041029132","5"
"Too Expensive","1996","Full Time","Female","15","","","","5"
"Too Expensive","1996","Part Time","Male","4","","","","5"
"Too Expensive","1996","Part Time","Female","11","","","","5"
"Too Expensive","1996","Not Working","Male","8","","","","5"
"Too Expensive","1996","Not Working","Female","14","","","","5"
"Very Inexpensive","1996","Full Time","Male","196","0.151929245361725","0.134307834946503","0.169550655776948","1"
"Very Inexpensive","1996","Full Time","Female","69","0.12757122268182","0.101963813368553","0.153178631995086","1"
"Very Inexpensive","1996","Part Time","Male","52","0.182764868528907","0.139032063214008","0.226497673843805","1"
"Very Inexpensive","1996","Part Time","Female","99","0.135645647409195","0.111253558505377","0.160037736313012","1"
"Very Inexpensive","1996","Not Working","Male","117","0.209753795810605","0.178786721593683","0.240720870027528","1"
"Very Inexpensive","1996","Not Working","Female","194","0.195447266354545","0.17299233459207","0.21790219811702","1"
"Inexpensive","1997","Full Time","Male","462","0.292575734208441","0.270325507074327","0.314825961342554","2"
"Inexpensive","1997","Full Time","Female","183","0.299357493977191","0.264627623178437","0.334087364775945","2"
"Inexpensive","1997","Part Time","Male","105","0.390423454096651","0.336378146085431","0.44446876210787","2"
"Inexpensive","1997","Part Time","Female","212","0.298014986673666","0.264698301847952","0.33133167149938","2"
"Inexpensive","1997","Not Working","Male","241","0.369630428730645","0.333376421786274","0.405884435675017","2"
"Inexpensive","1997","Not Working","Female","432","0.336747896786158","0.310559362050733","0.362936431521583","2"
"Reasonable","1997","Full Time","Male","741","0.440742377000059","0.416460979337103","0.465023774663015","3"
"Reasonable","1997","Full Time","Female","322","0.448313515870095","0.410600006397925","0.486027025342266","3"
"Reasonable","1997","Part Time","Male","133","0.377850707446397","0.32413722034079","0.431564194552003","3"
"Reasonable","1997","Part Time","Female","339","0.454099376936092","0.417832425068303","0.49036632880388","3"
"Reasonable","1997","Not Working","Female","542","0.41593958572441","0.388626960234519","0.4432522112143","3"
"Reasonable","1997","Not Working","Male","287","0.386229226848181","0.34966131136726","0.422797142329102","3"
"Slightly Expensive","1997","Full Time","Male","149","0.0894647181599654","0.0755058691707886","0.103423567149142","4"
"Slightly Expensive","1997","Full Time","Female","69","0.0923518536244647","0.0703964497387615","0.114307257510168","4"
"Slightly Expensive","1997","Part Time","Male","19","","","","4"
"Slightly Expensive","1997","Part Time","Female","61","0.0765697488061298","0.0572006476192057","0.0959388499930539","4"
"Slightly Expensive","1997","Not Working","Female","70","0.0513065946072255","0.0390810286779529","0.0635321605364981","4"
"Slightly Expensive","1997","Not Working","Male","32","0.0348068065772581","0.0210406168648389","0.0485729962896773","4"
"Too Expensive","1997","Full Time","Male","28","","","","5"
"Too Expensive","1997","Full Time","Female","24","","","","5"
"Too Expensive","1997","Part Time","Male","5","","","","5"
"Too Expensive","1997","Part Time","Female","13","","","","5"
"Too Expensive","1997","Not Working","Male","10","","","","5"
"Too Expensive","1997","Not Working","Female","11","","","","5"
"Very Inexpensive","1997","Full Time","Male","226","0.156427650465891","0.138661503526789","0.174193797404992","1"
"Very Inexpensive","1997","Full Time","Female","70","0.116264483380917","0.0919567453340405","0.140572221427794","1"
"Very Inexpensive","1997","Part Time","Male","51","0.180472801558054","0.13786751525554","0.223078087860568","1"
"Very Inexpensive","1997","Part Time","Female","99","0.151116924675671","0.125027812579861","0.177206036771482","1"
"Very Inexpensive","1997","Not Working","Male","111","0.199515234354163","0.169500182226766","0.22953028648156","1"
"Very Inexpensive","1997","Not Working","Female","196","0.185975351781078","0.164414500287997","0.207536203274158","1"
"Inexpensive","1998","Full Time","Male","515","0.278454780105774","0.257753349916443","0.299156210295104","2"
"Inexpensive","1998","Part Time","Male","129","0.339148026523955","0.290513561619001","0.387782491428909","2"
"Inexpensive","1998","Full Time","Female","180","0.260560623488396","0.228498851436502","0.292622395540289","2"
"Inexpensive","1998","Part Time","Female","263","0.299116947381784","0.267967357414886","0.330266537348681","2"
"Inexpensive","1998","Not Working","Male","290","0.381662342298527","0.34875158575067","0.414573098846383","2"
"Inexpensive","1998","Not Working","Female","509","0.345630556330603","0.321344092307884","0.369917020353321","2"
"Reasonable","1998","Full Time","Male","825","0.454636124926712","0.431639378911655","0.477632870941768","3"
"Reasonable","1998","Full Time","Female","359","0.475837496383652","0.439358393549058","0.512316599218246","3"
"Reasonable","1998","Part Time","Male","157","0.413875091527","0.363277815916494","0.464472367137507","3"
"Reasonable","1998","Part Time","Female","356","0.436463933770452","0.402724011002061","0.470203856538843","3"
"Reasonable","1998","Not Working","Male","333","0.359365285119852","0.326859649913051","0.391870920326653","3"
"Reasonable","1998","Not Working","Female","596","0.385753305177319","0.360894917333403","0.410611693021234","3"
"Slightly Expensive","1998","Full Time","Male","172","0.0847879411861465","0.0719226640362149","0.097653218336078","4"
"Slightly Expensive","1998","Full Time","Female","90","0.127455112458693","0.103096398130462","0.151813826786925","4"
"Slightly Expensive","1998","Part Time","Male","29","","","","4"
"Slightly Expensive","1998","Part Time","Female","72","0.0775303941904449","0.0593366923293905","0.0957240960514993","4"
"Slightly Expensive","1998","Not Working","Female","101","0.0609641469970141","0.0487454454890682","0.07318284850496","4"
"Slightly Expensive","1998","Not Working","Male","50","0.0400203251800052","0.0267415906782928","0.0532990596817175","4"
"Too Expensive","1998","Full Time","Male","24","","","","5"
"Too Expensive","1998","Full Time","Female","15","","","","5"
"Too Expensive","1998","Part Time","Male","7","","","","5"
"Too Expensive","1998","Part Time","Female","8","","","","5"
"Too Expensive","1998","Not Working","Male","8","","","","5"
"Too Expensive","1998","Not Working","Female","18","","","","5"
"Very Inexpensive","1998","Full Time","Male","265","0.166914589766754","0.149692607064325","0.184136572469183","1"
"Very Inexpensive","1998","Full Time","Female","76","0.111725055518025","0.0887143021060254","0.134735808930025","1"
"Very Inexpensive","1998","Part Time","Male","42","0.14410072918579","0.108022782154135","0.180178676217446","1"
"Very Inexpensive","1998","Not Working","Male","156","0.206969084780218","0.179522825568855","0.23441534399158","1"
"Very Inexpensive","1998","Part Time","Female","131","0.178196996726692","0.152162865056061","0.204231128397322","1"
"Very Inexpensive","1998","Not Working","Female","249","0.190747020303975","0.170683009527059","0.210811031080891","1"
"Inexpensive","1999","Full Time","Male","537","0.309172081670501","0.28776257546416","0.330581587876842","2"
"Inexpensive","1999","Full Time","Female","195","0.281024464515974","0.248259623625632","0.313789305406316","2"
"Inexpensive","1999","Part Time","Male","143","0.383594927623186","0.335335149897615","0.431854705348758","2"
"Inexpensive","1999","Part Time","Female","289","0.322730222415774","0.292203065276602","0.353257379554946","2"
"Inexpensive","1999","Not Working","Male","292","0.422417441517583","0.387392342822847","0.45744254021232","2"
"Inexpensive","1999","Not Working","Female","482","0.362851684168074","0.33738155143094","0.388321816905208","2"
"Reasonable","1999","Full Time","Male","770","0.421972387400739","0.39909334281287","0.444851431988607","3"
"Reasonable","1999","Full Time","Female","327","0.452207176821283","0.415928132619508","0.488486221023058","3"
"Reasonable","1999","Part Time","Male","154","0.390737176150652","0.342313194782917","0.439161157518386","3"
"Reasonable","1999","Part Time","Female","376","0.411057305130153","0.37893006639529","0.443184543865016","3"
"Reasonable","1999","Not Working","Male","291","0.322656953224767","0.289507508011901","0.355806398437632","3"
"Reasonable","1999","Not Working","Female","559","0.385057109035594","0.359280467472777","0.410833750598411","3"
"Slightly Expensive","1999","Full Time","Male","165","0.0811374833459525","0.0684884420674565","0.0937865246244486","4"
"Slightly Expensive","1999","Full Time","Female","85","0.107663463431068","0.0850702786961871","0.130256648165948","4"
"Slightly Expensive","1999","Part Time","Male","29","","","","4"
"Slightly Expensive","1999","Part Time","Female","74","0.0826249239532003","0.0646480281881387","0.100601819718262","4"
"Slightly Expensive","1999","Not Working","Male","39","0.0372481231219688","0.0238201397187355","0.0506761065252021","4"
"Slightly Expensive","1999","Not Working","Female","80","0.0512902589145478","0.0396052111343774","0.0629753066947181","4"
"Too Expensive","1999","Full Time","Male","45","0.0292591203270803","0.0214517663999156","0.0370664742542451","5"
"Too Expensive","1999","Part Time","Male","4","","","","5"
"Too Expensive","1999","Full Time","Female","20","","","","5"
"Too Expensive","1999","Part Time","Female","23","","","","5"
"Too Expensive","1999","Not Working","Male","8","","","","5"
"Too Expensive","1999","Not Working","Female","17","","","","5"
"Very Inexpensive","1999","Full Time","Male","273","0.158458927255728","0.141542151599333","0.175375702912122","1"
"Very Inexpensive","1999","Full Time","Female","96","0.122621192851404","0.0987125303969064","0.146529855305902","1"
"Very Inexpensive","1999","Part Time","Male","60","0.154465142031288","0.118597998576446","0.19033228548613","1"
"Very Inexpensive","1999","Not Working","Male","134","0.209197213141879","0.180356004609979","0.238038421673778","1"
"Very Inexpensive","1999","Part Time","Female","139","0.161427876962088","0.137403885018952","0.185451868905223","1"
"Very Inexpensive","1999","Not Working","Female","231","0.18984074772434","0.16906645327474","0.210615042173939","1"
"Inexpensive","2000","Full Time","Female","408","0.290237820999683","0.266386196960056","0.31408944503931","2"
"Inexpensive","2000","Full Time","Male","1065","0.310757649328151","0.295287587617058","0.326227711039244","2"
"Inexpensive","2000","Part Time","Male","217","0.317571108189321","0.282028067512951","0.35311414886569","2"
"Inexpensive","2000","Part Time","Female","573","0.327634374785524","0.305812007623221","0.349456741947827","2"
"Inexpensive","2000","Not Working","Male","607","0.382606716534566","0.359240423093491","0.40597300997564","2"
"Inexpensive","2000","Not Working","Female","1001","0.363617876911466","0.345819276351884","0.381416477471047","2"
"Reasonable","2000","Full Time","Male","1550","0.444929596548477","0.428317867516133","0.461541325580822","3"
"Reasonable","2000","Full Time","Female","627","0.443874591068323","0.417764941817683","0.469984240318962","3"
"Reasonable","2000","Part Time","Male","280","0.426978160040766","0.389212785009417","0.464743535072116","3"
"Reasonable","2000","Part Time","Female","767","0.415630525492689","0.392716475506542","0.438544575478836","3"
"Reasonable","2000","Not Working","Male","649","0.361882318725735","0.3387794105122","0.38498522693927","3"
"Reasonable","2000","Not Working","Female","1143","0.397005720096064","0.378902358089173","0.415109082102955","3"
"Slightly Expensive","2000","Full Time","Male","347","0.0999147809017895","0.08989053203806","0.109939029765519","4"
"Slightly Expensive","2000","Full Time","Female","173","0.119687841647288","0.102629850143887","0.136745833150689","4"
"Slightly Expensive","2000","Part Time","Male","57","0.0782149541939478","0.0577144231797333","0.0987154852081622","4"
"Slightly Expensive","2000","Not Working","Male","121","0.071960871300487","0.0595368000974363","0.0843849425035377","4"
"Slightly Expensive","2000","Part Time","Female","157","0.0922010518462809","0.0787496622174631","0.105652441475099","4"
"Slightly Expensive","2000","Not Working","Female","218","0.0708872086539116","0.061391608584887","0.0803828087229363","4"
"Too Expensive","2000","Full Time","Male","76","0.022207825689526","0.0172820860404999","0.027133565338552","5"
"Too Expensive","2000","Part Time","Male","10","","","","5"
"Too Expensive","2000","Full Time","Female","31","0.025374628980298","0.0171103830473625","0.0336388749132335","5"
"Too Expensive","2000","Part Time","Female","32","0.0182493855648167","0.0120259658483797","0.0244728052812538","5"
"Too Expensive","2000","Not Working","Male","16","","","","5"
"Too Expensive","2000","Not Working","Female","33","0.0100125575368945","0.00632879511816459","0.0136963199556245","5"
"Very Inexpensive","2000","Full Time","Male","400","0.122190147532056","0.111242684811995","0.133137610252118","1"
"Very Inexpensive","2000","Full Time","Female","152","0.120825117304408","0.103697349180922","0.137952885427894","1"
"Very Inexpensive","2000","Part Time","Male","95","0.160228127221079","0.132221847368035","0.188234407074122","1"
"Very Inexpensive","2000","Part Time","Female","248","0.146284662310689","0.129853801531143","0.162715523090235","1"
"Very Inexpensive","2000","Not Working","Male","269","0.176388610635909","0.158064241880385","0.194712979391433","1"
"Very Inexpensive","2000","Not Working","Female","411","0.158476636801664","0.144964626440838","0.171988647162491","1"
"Inexpensive","2001","Full Time","Female","370","0.285946715275603","0.26100660241603","0.310886828135175","2"
"Inexpensive","2001","Full Time","Male","928","0.298061658129212","0.281933996961541","0.314189319296883","2"
"Inexpensive","2001","Part Time","Male","197","0.318134033813879","0.281203799847809","0.355064267779949","2"
"Inexpensive","2001","Part Time","Female","551","0.301882483079822","0.28015550864942","0.323609457510225","2"
"Inexpensive","2001","Not Working","Male","550","0.359924216160274","0.335975272621555","0.383873159698993","2"
"Inexpensive","2001","Not Working","Female","834","0.33994648598098","0.321318446610534","0.358574525351427","2"
"Reasonable","2001","Full Time","Female","618","0.499951501339708","0.472354585443885","0.527548417235531","3"
"Reasonable","2001","Full Time","Male","1460","0.479242554842576","0.461628299712197","0.496856809972955","3"
"Reasonable","2001","Part Time","Male","265","0.425121430185567","0.385922695841493","0.464320164529641","3"
"Reasonable","2001","Part Time","Female","791","0.478656752055275","0.455014437009061","0.502299067101489","3"
"Reasonable","2001","Not Working","Male","681","0.430399179614605","0.405694106217853","0.455104253011358","3"
"Reasonable","2001","Not Working","Female","1106","0.433499259676712","0.41401128456958","0.452987234783844","3"
"Slightly Expensive","2001","Full Time","Male","302","0.0875049248746975","0.0775416901035918","0.0974681596458032","4"
"Slightly Expensive","2001","Full Time","Female","134","0.0986255549420409","0.0821690388694638","0.115082071014618","4"
"Slightly Expensive","2001","Part Time","Male","55","0.0834143941512719","0.0614896516117109","0.105339136690833","4"
"Slightly Expensive","2001","Part Time","Female","129","0.0700524830157653","0.057972758915231","0.0821322071162996","4"
"Slightly Expensive","2001","Not Working","Male","99","0.0574753693704331","0.0458621570113239","0.0690885817295423","4"
"Slightly Expensive","2001","Not Working","Female","178","0.064732923705049","0.0550567706393863","0.0744090767707118","4"
"Too Expensive","2001","Full Time","Male","58","0.0187609024854755","0.0139769909885761","0.0235448139823748","5"
"Too Expensive","2001","Full Time","Female","23","","","","5"
"Too Expensive","2001","Part Time","Male","11","","","","5"
"Too Expensive","2001","Part Time","Female","39","0.0235063883808833","0.0163359833890924","0.0306767933726742","5"
"Too Expensive","2001","Not Working","Male","16","","","","5"
"Too Expensive","2001","Not Working","Female","32","0.00970825406875813","0.00585236579416892","0.0135641423433473","5"
"Very Inexpensive","2001","Full Time","Male","342","0.116429959668039","0.105121024466993","0.127738894869085","1"
"Very Inexpensive","2001","Full Time","Female","116","0.0949592956182317","0.0787787431510819","0.111139848085381","1"
"Very Inexpensive","2001","Part Time","Male","83","0.152082645361574","0.123608934078195","0.180556356644952","1"
"Very Inexpensive","2001","Part Time","Female","205","0.125901893468254","0.110201438074038","0.14160234886247","1"
"Very Inexpensive","2001","Not Working","Male","197","0.143381493443947","0.125894892301953","0.16086809458594","1"
"Very Inexpensive","2001","Not Working","Female","334","0.152113076568501","0.137990155265836","0.166235997871165","1"
"Inexpensive","2002","Full Time","Male","1032","0.284615136252464","0.269780112391272","0.299450160113656","2"
"Inexpensive","2002","Full Time","Female","423","0.302273777679624","0.278570510041399","0.325977045317849","2"
"Inexpensive","2002","Part Time","Male","215","0.300888356807692","0.266912139175993","0.334864574439391","2"
"Inexpensive","2002","Part Time","Female","606","0.293654080679485","0.273758668363637","0.313549492995333","2"
"Inexpensive","2002","Not Working","Male","612","0.380797663959088","0.35769454572601","0.403900782192166","2"
"Inexpensive","2002","Not Working","Female","846","0.32493374205205","0.306955460313403","0.342912023790698","2"
"Reasonable","2002","Full Time","Male","1723","0.491517350532691","0.475081322435581","0.507953378629801","3"
"Reasonable","2002","Full Time","Female","714","0.487496152455951","0.46169734554454","0.513294959367362","3"
"Reasonable","2002","Part Time","Male","293","0.42700730416877","0.39036428363907","0.463650324698469","3"
"Reasonable","2002","Part Time","Female","937","0.471768934577784","0.449961587146847","0.493576282008721","3"
"Reasonable","2002","Not Working","Male","716","0.393959092592456","0.370711193923853","0.41720699126106","3"
"Reasonable","2002","Not Working","Female","1176","0.444580758641223","0.425505810444029","0.463655706838416","3"
"Slightly Expensive","2002","Full Time","Male","364","0.0952370052623777","0.0855862865113125","0.104887724013443","4"
"Slightly Expensive","2002","Full Time","Female","149","0.102898081421623","0.0872164951307468","0.1185796677125","4"
"Slightly Expensive","2002","Part Time","Male","83","0.0987956066398208","0.0766911655997622","0.120900047679879","4"
"Slightly Expensive","2002","Part Time","Female","202","0.100513946288512","0.0873787495283155","0.113649143048708","4"
"Slightly Expensive","2002","Not Working","Male","111","0.0558272801006066","0.0449039230724959","0.0667506371287173","4"
"Slightly Expensive","2002","Not Working","Female","205","0.0721265222747794","0.0621960603148158","0.0820569842347431","4"
"Too Expensive","2002","Full Time","Male","51","0.0126642660324186","0.00898795862342951","0.0163405734414077","5"
"Too Expensive","2002","Full Time","Female","20","","","","5"
"Too Expensive","2002","Part Time","Male","2","","","","5"
"Too Expensive","2002","Part Time","Female","26","","","","5"
"Too Expensive","2002","Not Working","Male","19","","","","5"
"Too Expensive","2002","Not Working","Female","24","","","","5"
"Very Inexpensive","2002","Full Time","Male","384","0.115966241920048","0.105439606163587","0.126492877676509","1"
"Very Inexpensive","2002","Full Time","Female","136","0.0947302555564639","0.0796155803861385","0.109844930726789","1"
"Very Inexpensive","2002","Part Time","Male","107","0.170091376264216","0.142258675057894","0.197924077470539","1"
"Very Inexpensive","2002","Part Time","Female","242","0.120133985979594","0.105931400281744","0.134336571677444","1"
"Very Inexpensive","2002","Not Working","Male","239","0.154303557951801","0.137116466347493","0.171490649556109","1"
"Very Inexpensive","2002","Not Working","Female","356","0.151752768645677","0.137980448408138","0.165525088883215","1"
"Inexpensive","2003","Full Time","Male","","","","","2"
"Inexpensive","2003","Full Time","Female","","","","","2"
"Inexpensive","2003","Part Time","Male","","","","","2"
"Inexpensive","2003","Part Time","Female","","","","","2"
"Inexpensive","2003","Not Working","Male","","","","","2"
"Inexpensive","2003","Not Working","Female","","","","","2"
"Reasonable","2003","Full Time","Male","","","","","3"
"Reasonable","2003","Full Time","Female","","","","","3"
"Reasonable","2003","Part Time","Male","","","","","3"
"Reasonable","2003","Part Time","Female","","","","","3"
"Reasonable","2003","Not Working","Male","","","","","3"
"Reasonable","2003","Not Working","Female","","","","","3"
"Slightly Expensive","2003","Full Time","Male","","","","","4"
"Slightly Expensive","2003","Part Time","Male","","","","","4"
"Slightly Expensive","2003","Full Time","Female","","","","","4"
"Slightly Expensive","2003","Part Time","Female","","","","","4"
"Slightly Expensive","2003","Not Working","Male","","","","","4"
"Slightly Expensive","2003","Not Working","Female","","","","","4"
"Too Expensive","2003","Full Time","Male","","","","","5"
"Too Expensive","2003","Full Time","Female","","","","","5"
"Too Expensive","2003","Part Time","Male","","","","","5"
"Too Expensive","2003","Part Time","Female","","","","","5"
"Too Expensive","2003","Not Working","Male","","","","","5"
"Too Expensive","2003","Not Working","Female","","","","","5"
"Very Inexpensive","2003","Full Time","Male","","","","","1"
"Very Inexpensive","2003","Full Time","Female","","","","","1"
"Very Inexpensive","2003","Part Time","Male","","","","","1"
"Very Inexpensive","2003","Part Time","Female","","","","","1"
"Very Inexpensive","2003","Not Working","Female","","","","","1"
"Very Inexpensive","2003","Not Working","Male","","","","","1"
"Inexpensive","2004","Full Time","Male","","","","","2"
"Inexpensive","2004","Full Time","Female","","","","","2"
"Inexpensive","2004","Part Time","Female","","","","","2"
"Inexpensive","2004","Part Time","Male","","","","","2"
"Inexpensive","2004","Not Working","Male","","","","","2"
"Inexpensive","2004","Not Working","Female","","","","","2"
"Reasonable","2004","Full Time","Male","","","","","3"
"Reasonable","2004","Full Time","Female","","","","","3"
"Reasonable","2004","Part Time","Male","","","","","3"
"Reasonable","2004","Part Time","Female","","","","","3"
"Reasonable","2004","Not Working","Male","","","","","3"
"Reasonable","2004","Not Working","Female","","","","","3"
"Slightly Expensive","2004","Full Time","Male","","","","","4"
"Slightly Expensive","2004","Full Time","Female","","","","","4"
"Slightly Expensive","2004","Part Time","Male","","","","","4"
"Slightly Expensive","2004","Part Time","Female","","","","","4"
"Slightly Expensive","2004","Not Working","Male","","","","","4"
"Slightly Expensive","2004","Not Working","Female","","","","","4"
"Too Expensive","2004","Full Time","Male","","","","","5"
"Too Expensive","2004","Full Time","Female","","","","","5"
"Too Expensive","2004","Part Time","Male","","","","","5"
"Too Expensive","2004","Part Time","Female","","","","","5"
"Too Expensive","2004","Not Working","Male","","","","","5"
"Too Expensive","2004","Not Working","Female","","","","","5"
"Very Inexpensive","2004","Full Time","Male","","","","","1"
"Very Inexpensive","2004","Full Time","Female","","","","","1"
"Very Inexpensive","2004","Part Time","Male","","","","","1"
"Very Inexpensive","2004","Part Time","Female","","","","","1"
"Very Inexpensive","2004","Not Working","Female","","","","","1"
"Very Inexpensive","2004","Not Working","Male","","","","","1"
"Inexpensive","2005","Full Time","Male","815","0.283421297525305","0.267329790680849","0.29951280436976","2"
"Inexpensive","2005","Full Time","Female","345","0.278628096985796","0.253734873642631","0.30352132032896","2"
"Inexpensive","2005","Part Time","Female","516","0.27589865502554","0.255822104886151","0.29597520516493","2"
"Inexpensive","2005","Part Time","Male","216","0.351916906108379","0.315592421333562","0.388241390883196","2"
"Inexpensive","2005","Not Working","Male","559","0.32290727061849","0.300706079121144","0.345108462115836","2"
"Inexpensive","2005","Not Working","Female","786","0.323334871307344","0.304691128057526","0.341978614557162","2"
"Reasonable","2005","Full Time","Male","1594","0.524647701766864","0.506816105950563","0.542479297583164","3"
"Reasonable","2005","Full Time","Female","633","0.492867196022045","0.465107488977098","0.520626903066992","3"
"Reasonable","2005","Part Time","Male","302","0.477180892372005","0.439189842127487","0.515171942616522","3"
"Reasonable","2005","Part Time","Female","992","0.534476643582522","0.512071397282687","0.556881889882358","3"
"Reasonable","2005","Not Working","Male","818","0.476330103949072","0.452616579027967","0.500043628870176","3"
"Reasonable","2005","Not Working","Female","1167","0.480327378924488","0.460413606840195","0.500241151008781","3"
"Slightly Expensive","2005","Full Time","Female","144","0.11397265573221","0.0963280090483196","0.1316173024161","4"
"Slightly Expensive","2005","Full Time","Male","277","0.0867195160552838","0.0766708355868381","0.0967681965237295","4"
"Slightly Expensive","2005","Part Time","Male","61","0.0774269881582868","0.0570982413282892","0.0977557349882843","4"
