"hlf0094","year","hgtyp1hh","n","percent","lower_confidence","upper_confidence","value"
"Very Inexpensive","1993","Couple + C. LE 16 ","115","0.1013097680331","0.0833804275585208","0.11923910850768","1"
"Very Inexpensive","1993","Couple + C. LE and GT 16","78","0.223509201004981","0.185355979667923","0.26166242234204","1"
"Very Inexpensive","1993","Couple + C. GT 16 ","223","0.192920914784789","0.171754116991793","0.214087712577784","1"
"Inexpensive","1994","1-pers.-HH","93","0.333025904266077","0.277921232145868","0.388130576386287","2"
"Inexpensive","1994","(Married) couple without C. ","427","0.338869660302815","0.312661747024385","0.365077573581245","2"
"Inexpensive","1994","Single parent ","62","0.326807549155955","0.257707697274282","0.395907401037628","2"
"Inexpensive","1994","Couple + C. LE 16 ","318","0.296769896709748","0.269858705002032","0.323681088417465","2"
"Inexpensive","1994","Couple + C. GT 16 ","421","0.329505555742411","0.303624097263159","0.355387014221662","2"
"Inexpensive","1994","Couple + C. LE and GT 16","157","0.308616074936463","0.268248467561533","0.348983682311392","2"
"Reasonable","1994","1-pers.-HH","111","0.409404499839477","0.351911323379612","0.466897676299342","3"
"Reasonable","1994","(Married) couple without C. ","496","0.383547985692688","0.356624452833072","0.410471518552304","3"
"Reasonable","1994","Single parent ","83","0.456811356588483","0.383426703647618","0.530196009529348","3"
"Reasonable","1994","Couple + C. LE 16 ","555","0.488217112485505","0.458771292033225","0.517662932937785","3"
"Reasonable","1994","Couple + C. GT 16 ","491","0.384520967527951","0.357733822562474","0.411308112493429","3"
"Reasonable","1994","Couple + C. LE and GT 16","216","0.429307396184876","0.386051092470707","0.472563699899046","3"
"Slightly Expensive","1994","1-pers.-HH","12","","","","4"
"Slightly Expensive","1994","(Married) couple without C. ","71","0.0500517617322536","0.0379782888613423","0.062125234603165","4"
"Slightly Expensive","1994","Couple + C. LE 16 ","112","0.0957200320720885","0.0783888911564734","0.113051172987704","4"
"Slightly Expensive","1994","Single parent ","11","","","","4"
"Slightly Expensive","1994","Couple + C. GT 16 ","111","0.0673256278637618","0.0535276637391271","0.0811235919883965","4"
"Slightly Expensive","1994","Couple + C. LE and GT 16","42","0.0610116983965394","0.0400946333635207","0.0819287634295581","4"
"Too Expensive","1994","(Married) couple without C. ","18","","","","5"
"Too Expensive","1994","1-pers.-HH","6","","","","5"
"Too Expensive","1994","Single parent ","","","","","5"
"Too Expensive","1994","Couple + C. LE 16 ","14","","","","5"
"Too Expensive","1994","Couple + C. GT 16 ","43","0.0242985667782057","0.0158202705991405","0.0327768629572709","5"
"Too Expensive","1994","Couple + C. LE and GT 16","9","","","","5"
"Very Inexpensive","1994","1-pers.-HH","59","0.219438341383768","0.171048433599702","0.267828249167834","1"
"Very Inexpensive","1994","(Married) couple without C. ","241","0.205436078639644","0.18306559700784","0.227806560271448","1"
"Very Inexpensive","1994","Single parent ","21","","","","1"
"Very Inexpensive","1994","Couple + C. LE 16 ","108","0.113080630536735","0.0944249772821153","0.131736283791356","1"
"Very Inexpensive","1994","Couple + C. GT 16 ","201","0.19434928208767","0.172560916527645","0.216137647647696","1"
"Very Inexpensive","1994","Couple + C. LE and GT 16","79","0.178100219371696","0.144664878285465","0.211535560457926","1"
"Inexpensive","1995","1-pers.-HH","105","0.368071946843014","0.31188246203842","0.424261431647607","2"
"Inexpensive","1995","(Married) couple without C. ","473","0.358777682122524","0.332603672328021","0.384951691917027","2"
"Inexpensive","1995","Single parent ","71","0.338537675811162","0.270163006341746","0.406912345280579","2"
"Inexpensive","1995","Couple + C. GT 16 ","420","0.34353683243056","0.317294670808602","0.369778994052519","2"
"Inexpensive","1995","Couple + C. LE 16 ","347","0.310305140529635","0.283660075105258","0.336950205954011","2"
"Inexpensive","1995","Couple + C. LE and GT 16","156","0.331043421069934","0.290635112241943","0.371451729897925","2"
"Reasonable","1995","1-pers.-HH","106","0.380855619810888","0.324279777950531","0.437431461671244","3"
"Reasonable","1995","(Married) couple without C. ","462","0.338911426423191","0.313081321700481","0.364741531145902","3"
"Reasonable","1995","Single parent ","89","0.514691377404376","0.442477339495707","0.586905415313044","3"
"Reasonable","1995","Couple + C. LE 16 ","533","0.46759633980161","0.438858780592141","0.49633389901108","3"
"Reasonable","1995","Couple + C. GT 16 ","486","0.363003697633747","0.336431238330949","0.389576156936544","3"
"Reasonable","1995","Couple + C. LE and GT 16","261","0.480791982883733","0.437889884654306","0.523694081113161","3"
"Slightly Expensive","1995","1-pers.-HH","18","","","","4"
"Slightly Expensive","1995","(Married) couple without C. ","103","0.084140371936552","0.0689918623090936","0.0992888815640103","4"
"Slightly Expensive","1995","Single parent ","7","","","","4"
"Slightly Expensive","1995","Couple + C. LE 16 ","146","0.106675555698512","0.0888955917022737","0.124455519694751","4"
"Slightly Expensive","1995","Couple + C. GT 16 ","91","0.0632748460237221","0.0498215279502054","0.0767281640972387","4"
"Slightly Expensive","1995","Couple + C. LE and GT 16","51","0.0706519961187872","0.0486490602566242","0.0926549319809501","4"
"Too Expensive","1995","(Married) couple without C. ","8","","","","5"
"Too Expensive","1995","1-pers.-HH","3","","","","5"
"Too Expensive","1995","Single parent ","","","","","5"
"Too Expensive","1995","Couple + C. LE 16 ","25","","","","5"
"Too Expensive","1995","Couple + C. GT 16 ","24","","","","5"
"Too Expensive","1995","Couple + C. LE and GT 16","4","","","","5"
"Very Inexpensive","1995","1-pers.-HH","51","0.191078347814408","0.145273247131935","0.23688344849688","1"
"Very Inexpensive","1995","(Married) couple without C. ","244","0.209901630249613","0.187678679461365","0.232124581037861","1"
"Very Inexpensive","1995","Single parent ","17","","","","1"
"Very Inexpensive","1995","Couple + C. LE 16 ","107","0.0938185976370035","0.0770249184598601","0.110612276814147","1"
"Very Inexpensive","1995","Couple + C. GT 16 ","237","0.20554972245864","0.183219164307695","0.227880280609584","1"
"Very Inexpensive","1995","Couple + C. LE and GT 16","49","0.106845299310043","0.0803193898146065","0.133371208805479","1"
"Inexpensive","1996","1-pers.-HH","93","0.327725925881026","0.273421437826028","0.382030413936023","2"
"Inexpensive","1996","(Married) couple without C. ","477","0.351665132674568","0.326013004115201","0.377317261233935","2"
"Inexpensive","1996","Single parent ","67","0.336831310698907","0.269628176991645","0.404034444406168","2"
"Inexpensive","1996","Couple + C. LE 16 ","363","0.311424282204662","0.28495778189267","0.337890782516654","2"
"Inexpensive","1996","Couple + C. GT 16 ","408","0.344796086441437","0.318092339287806","0.371499833595068","2"
"Inexpensive","1996","Couple + C. LE and GT 16","147","0.238467395454631","0.203235282595288","0.273699508313973","2"
"Reasonable","1996","1-pers.-HH","111","0.398585948962674","0.3419418177313","0.455230080194047","3"
"Reasonable","1996","(Married) couple without C. ","524","0.386220362436333","0.360063666430973","0.412377058441694","3"
"Reasonable","1996","Single parent ","95","0.498016140425299","0.426921333954658","0.569110946895941","3"
"Reasonable","1996","Couple + C. LE 16 ","545","0.436962723625123","0.408613889723033","0.465311557527213","3"
"Reasonable","1996","Couple + C. GT 16 ","473","0.357565393501773","0.330637957315598","0.384492829687947","3"
"Reasonable","1996","Couple + C. LE and GT 16","314","0.54781857152529","0.506670008879204","0.588967134171377","3"
"Slightly Expensive","1996","1-pers.-HH","17","","","","4"
"Slightly Expensive","1996","(Married) couple without C. ","94","0.0657482886396785","0.0524335317604285","0.0790630455189285","4"
"Slightly Expensive","1996","Single parent ","12","","","","4"
"Slightly Expensive","1996","Couple + C. LE 16 ","132","0.107510818062875","0.089806793898042","0.125214842227708","4"
"Slightly Expensive","1996","Couple + C. GT 16 ","101","0.0692958830538934","0.0550279081711685","0.0835638579366184","4"
"Slightly Expensive","1996","Couple + C. LE and GT 16","39","0.0704807905690519","0.0493193854597048","0.0916421956783991","4"
"Too Expensive","1996","1-pers.-HH","9","","","","5"
"Too Expensive","1996","(Married) couple without C. ","11","","","","5"
"Too Expensive","1996","Single parent ","","","","","5"
"Too Expensive","1996","Couple + C. LE 16 ","22","","","","5"
"Too Expensive","1996","Couple + C. GT 16 ","27","","","","5"
"Too Expensive","1996","Couple + C. LE and GT 16","13","","","","5"
"Very Inexpensive","1996","1-pers.-HH","57","0.211148328158642","0.163931300842587","0.258365355474698","1"
"Very Inexpensive","1996","(Married) couple without C. ","225","0.185982596752151","0.165079431118465","0.206885762385836","1"
"Very Inexpensive","1996","Single parent ","16","","","","1"
"Very Inexpensive","1996","Couple + C. LE 16 ","114","0.120614390533545","0.102000649360033","0.139228131707057","1"
"Very Inexpensive","1996","Couple + C. GT 16 ","208","0.201687999894965","0.17914409413588","0.224231905654051","1"
"Very Inexpensive","1996","Couple + C. LE and GT 16","49","0.129922698514496","0.102125478220419","0.157719918808573","1"
"Inexpensive","1997","1-pers.-HH","94","0.333245446229115","0.278519816459238","0.387971075998993","2"
"Inexpensive","1997","(Married) couple without C. ","495","0.360816751324335","0.335543221675552","0.386090280973118","2"
"Inexpensive","1997","Single parent ","58","0.304608500144567","0.236613425464794","0.372603574824339","2"
"Inexpensive","1997","Couple + C. LE 16 ","294","0.256556500473332","0.231092633018689","0.282020367927975","2"
"Inexpensive","1997","Couple + C. GT 16 ","404","0.356093843737197","0.329484667970321","0.382703019504072","2"
"Inexpensive","1997","Couple + C. LE and GT 16","174","0.279456959090462","0.244248807559847","0.314665110621077","2"
"Reasonable","1997","1-pers.-HH","113","0.394038892576163","0.337308265872934","0.450769519279391","3"
"Reasonable","1997","(Married) couple without C. ","557","0.379836639113574","0.354294260385902","0.405379017841245","3"
"Reasonable","1997","Single parent ","86","0.431783038389139","0.358604851838517","0.504961224939761","3"
"Reasonable","1997","Couple + C. LE 16 ","569","0.514426138108895","0.485285568725847","0.543566707491942","3"
"Reasonable","1997","Couple + C. LE and GT 16","307","0.454739104034565","0.415669489765763","0.493808718303367","3"
"Reasonable","1997","Couple + C. GT 16 ","539","0.387956156561511","0.360877912906204","0.415034400216818","3"
"Slightly Expensive","1997","1-pers.-HH","19","","","","4"
"Slightly Expensive","1997","(Married) couple without C. ","70","0.0459111657599544","0.0348967002507061","0.0569256312692027","4"
"Slightly Expensive","1997","Single parent ","13","","","","4"
"Slightly Expensive","1997","Couple + C. LE 16 ","140","0.10975484511015","0.0915295097153023","0.127980180504997","4"
"Slightly Expensive","1997","Couple + C. LE and GT 16","57","0.0970939909879844","0.0738627053708286","0.12032527660514","4"
"Slightly Expensive","1997","Couple + C. GT 16 ","75","0.0415734701805809","0.0304810719540096","0.0526658684071522","4"
"Too Expensive","1997","1-pers.-HH","3","","","","5"
"Too Expensive","1997","(Married) couple without C. ","24","","","","5"
"Too Expensive","1997","Single parent ","6","","","","5"
"Too Expensive","1997","Couple + C. LE 16 ","15","","","","5"
"Too Expensive","1997","Couple + C. GT 16 ","7","","","","5"
"Too Expensive","1997","Couple + C. LE and GT 16","25","","","","5"
"Very Inexpensive","1997","1-pers.-HH","56","0.199561053963529","0.153160019670417","0.245962088256641","1"
"Very Inexpensive","1997","(Married) couple without C. ","241","0.187794392958708","0.167240969843974","0.208347816073443","1"
"Very Inexpensive","1997","Single parent ","13","","","","1"
"Very Inexpensive","1997","Couple + C. LE 16 ","112","0.10831133003021","0.0901915701610194","0.126431089899401","1"
"Very Inexpensive","1997","Couple + C. GT 16 ","219","0.208099960473462","0.18554151949936","0.230658401447564","1"
"Very Inexpensive","1997","Couple + C. LE and GT 16","61","0.136072364963616","0.109170682273103","0.162974047654128","1"
"Inexpensive","1998","1-pers.-HH","119","0.334304271811757","0.285640772157972","0.382967771465542","2"
"Inexpensive","1998","Single parent ","75","0.35883222359344","0.291509396151173","0.426155051035706","2"
"Inexpensive","1998","(Married) couple without C. ","598","0.359117322050703","0.336398968537092","0.381835675564314","2"
"Inexpensive","1998","Couple + C. LE 16 ","389","0.275643983760251","0.251520463639142","0.299767503881361","2"
"Inexpensive","1998","Couple + C. GT 16 ","419","0.29925450364837","0.275343759102378","0.323165248194362","2"
"Inexpensive","1998","Couple + C. LE and GT 16","174","0.26299631844086","0.22943360812831","0.296559028753411","2"
"Reasonable","1998","1-pers.-HH","139","0.400632935756582","0.350083739802812","0.451182131710352","3"
"Reasonable","1998","(Married) couple without C. ","652","0.365089086248979","0.342289591070788","0.387888581427171","3"
"Reasonable","1998","Single parent ","67","0.324824498039041","0.259094516345298","0.390554479732783","3"
"Reasonable","1998","Couple + C. LE 16 ","626","0.479600497171019","0.452629398695927","0.50657159564611","3"
"Reasonable","1998","Couple + C. GT 16 ","640","0.431298783084252","0.405439064783899","0.457158501384606","3"
"Reasonable","1998","Couple + C. LE and GT 16","329","0.492896817102774","0.454783781869091","0.531009852336456","3"
"Slightly Expensive","1998","1-pers.-HH","26","","","","4"
"Slightly Expensive","1998","(Married) couple without C. ","132","0.0658449590671492","0.0541003069735117","0.0775896111607866","4"
"Slightly Expensive","1998","Single parent ","24","","","","4"
"Slightly Expensive","1998","Couple + C. LE 16 ","137","0.0948877804353951","0.0790663136457013","0.110709247225089","4"
"Slightly Expensive","1998","Couple + C. LE and GT 16","53","0.0602479141523152","0.0421084264153794","0.078387401889251","4"
"Slightly Expensive","1998","Couple + C. GT 16 ","113","0.0621780692857021","0.0495693376036321","0.0747868009677722","4"
"Too Expensive","1998","1-pers.-HH","4","","","","5"
"Too Expensive","1998","(Married) couple without C. ","23","","","","5"
"Too Expensive","1998","Single parent ","1","","","","5"
"Too Expensive","1998","Couple + C. LE 16 ","23","","","","5"
"Too Expensive","1998","Couple + C. GT 16 ","8","","","","5"
"Too Expensive","1998","Couple + C. LE and GT 16","17","","","","5"
"Very Inexpensive","1998","1-pers.-HH","73","0.188559783663646","0.148209435181219","0.228910132146073","1"
"Very Inexpensive","1998","(Married) couple without C. ","308","0.190981080875925","0.172366900332639","0.209595261419211","1"
"Very Inexpensive","1998","Single parent ","28","","","","1"
"Very Inexpensive","1998","Couple + C. GT 16 ","229","0.199329267060566","0.178469708840291","0.220188825280841","1"
"Very Inexpensive","1998","Couple + C. LE 16 ","143","0.129279221155989","0.111166061978684","0.147392380333294","1"
"Very Inexpensive","1998","Couple + C. LE and GT 16","88","0.162201612516302","0.134099128786391","0.190304096246213","1"
"Inexpensive","1999","1-pers.-HH","132","0.353986505153626","0.30445052897711","0.403522481330143","2"
"Inexpensive","1999","(Married) couple without C. ","631","0.387540121416738","0.364435369202925","0.41064487363055","2"
"Inexpensive","1999","Single parent ","50","0.212296195090528","0.15475222746447","0.269840162716586","2"
"Inexpensive","1999","Couple + C. LE 16 ","401","0.306867370120906","0.282146376919682","0.33158836332213","2"
"Inexpensive","1999","Couple + C. GT 16 ","418","0.321019793207099","0.29647636902588","0.345563217388317","2"
"Inexpensive","1999","Couple + C. LE and GT 16","234","0.343117191242135","0.307745141187672","0.378489241296597","2"
"Reasonable","1999","1-pers.-HH","131","0.375881104168075","0.325708633190536","0.426053575145614","3"
"Reasonable","1999","(Married) couple without C. ","659","0.36187150694724","0.339081974214018","0.384661039680461","3"
"Reasonable","1999","Single parent ","81","0.446687765381816","0.376730247618208","0.516645283145424","3"
"Reasonable","1999","Couple + C. LE 16 ","643","0.473460941624811","0.44669763545806","0.500224247791562","3"
"Reasonable","1999","Couple + C. GT 16 ","568","0.388365138135755","0.362743498084433","0.413986778187077","3"
"Reasonable","1999","Couple + C. LE and GT 16","264","0.360117019262274","0.324351284889912","0.395882753634637","3"
"Slightly Expensive","1999","1-pers.-HH","30","0.0822210096872929","0.0537654562717748","0.110676563102811","4"
"Slightly Expensive","1999","(Married) couple without C. ","98","0.0484823772872972","0.0382963571752117","0.0586683973993827","4"
"Slightly Expensive","1999","Single parent ","18","","","","4"
"Slightly Expensive","1999","Couple + C. LE 16 ","117","0.0777230473050186","0.0633718552896164","0.0920742393204207","4"
"Slightly Expensive","1999","Couple + C. GT 16 ","107","0.0658389846345255","0.0528015206171047","0.0788764486519464","4"
"Slightly Expensive","1999","Couple + C. LE and GT 16","81","0.109658950624164","0.0863782907923972","0.132939610455931","4"
"Too Expensive","1999","1-pers.-HH","4","","","","5"
"Too Expensive","1999","Single parent ","13","","","","5"
"Too Expensive","1999","(Married) couple without C. ","20","","","","5"
"Too Expensive","1999","Couple + C. LE 16 ","28","","","","5"
"Too Expensive","1999","Couple + C. GT 16 ","27","","","","5"
"Too Expensive","1999","Couple + C. LE and GT 16","25","","","","5"
"Very Inexpensive","1999","1-pers.-HH","61","0.173728761414986","0.134482006137991","0.212975516691981","1"
"Very Inexpensive","1999","(Married) couple without C. ","300","0.185800181089759","0.167354583702657","0.204245778476862","1"
"Very Inexpensive","1999","Single parent ","32","0.204375226945517","0.147631807860025","0.26111864603101","1"
"Very Inexpensive","1999","Couple + C. GT 16 ","270","0.207982611086343","0.186646190563227","0.22931903160946","1"
"Very Inexpensive","1999","Couple + C. LE 16 ","148","0.118967315803791","0.101613610070204","0.136321021537379","1"
"Very Inexpensive","1999","Couple + C. LE and GT 16","88","0.159131879588033","0.131877419454087","0.186386339721979","1"
"Inexpensive","2000","(Married) couple without C. ","1345","0.361141786594806","0.345722962579569","0.376560610610043","2"
"Inexpensive","2000","1-pers.-HH","284","0.341131960264677","0.30887900824942","0.373384912279933","2"
"Inexpensive","2000","Single parent ","93","0.263244475322002","0.217940520887451","0.308548429756554","2"
"Inexpensive","2000","Couple + C. LE 16 ","749","0.294453394450734","0.276755584985074","0.312151203916393","2"
"Inexpensive","2000","Couple + C. GT 16 ","830","0.337248945293963","0.318712968511487","0.355784922076439","2"
"Inexpensive","2000","Couple + C. LE and GT 16","356","0.327090731086322","0.300356475684704","0.35382498648794","2"
"Reasonable","2000","1-pers.-HH","322","0.395370354229804","0.362107783241176","0.428632925218432","3"
"Reasonable","2000","(Married) couple without C. ","1456","0.382665861663478","0.367063866245625","0.398267857081331","3"
"Reasonable","2000","Single parent ","174","0.474716958560581","0.423347044193374","0.526086872927788","3"
"Reasonable","2000","Couple + C. LE 16 ","1221","0.46732422429891","0.447951575757534","0.486696872840287","3"
"Reasonable","2000","Couple + C. GT 16 ","1084","0.426943303182508","0.407550130617585","0.446336475747431","3"
"Reasonable","2000","Couple + C. LE and GT 16","483","0.376402953837151","0.34879499779164","0.404010909882662","3"
"Slightly Expensive","2000","1-pers.-HH","68","0.0719333364131","0.0543555681991201","0.0895111046270799","4"
"Slightly Expensive","2000","(Married) couple without C. ","285","0.0732711441644685","0.0649063941021143","0.0816358942268227","4"
"Slightly Expensive","2000","Single parent ","38","0.0897185585922522","0.0603201537255015","0.119116963459003","4"
"Slightly Expensive","2000","Couple + C. GT 16 ","223","0.0859532392436088","0.0749636795086103","0.0969427989786074","4"
"Slightly Expensive","2000","Couple + C. LE 16 ","281","0.118009922857445","0.10548314165373","0.130536704061159","4"
"Slightly Expensive","2000","Couple + C. LE and GT 16","144","0.117358492870822","0.0990182469862827","0.135698738755361","4"
"Too Expensive","2000","1-pers.-HH","13","","","","5"
"Too Expensive","2000","Single parent ","10","","","","5"
"Too Expensive","2000","(Married) couple without C. ","45","0.0121487975506345","0.00863220094085276","0.0156653941604162","5"
"Too Expensive","2000","Couple + C. LE 16 ","58","0.0252915555132478","0.019195154678807","0.0313879563476885","5"
"Too Expensive","2000","Couple + C. GT 16 ","32","0.0118914874595134","0.00764152225455203","0.0161414526644748","5"
"Too Expensive","2000","Couple + C. LE and GT 16","38","0.0266423050915863","0.0174657885749999","0.0358188216081726","5"
"Very Inexpensive","2000","1-pers.-HH","143","0.175590033466586","0.149706081074393","0.201473985858778","1"
"Very Inexpensive","2000","(Married) couple without C. ","597","0.170772410026613","0.158692717927551","0.182852102125674","1"
"Very Inexpensive","2000","Single parent ","48","0.155960537117424","0.118636938027393","0.193284136207454","1"
"Very Inexpensive","2000","Couple + C. LE 16 ","239","0.0949209028796637","0.0835401084987377","0.10630169726059","1"
"Very Inexpensive","2000","Couple + C. GT 16 ","330","0.137963024820407","0.124442010774479","0.151484038866335","1"
"Very Inexpensive","2000","Couple + C. LE and GT 16","162","0.152505517114119","0.132019056356001","0.172991977872237","1"
"Inexpensive","2001","(Married) couple without C. ","1146","0.341284444466758","0.325163513174473","0.357405375759044","2"
"Inexpensive","2001","1-pers.-HH","261","0.350981123931135","0.316868925060664","0.385093322801606","2"
"Inexpensive","2001","Single parent ","98","0.274128232436","0.227126174114639","0.32113029075736","2"
"Inexpensive","2001","Couple + C. LE 16 ","647","0.259146205069738","0.241449544666068","0.276842865473408","2"
"Inexpensive","2001","Couple + C. GT 16 ","723","0.304366228224755","0.285710710969373","0.323021745480137","2"
"Inexpensive","2001","Couple + C. LE and GT 16","337","0.335469072495516","0.306634512964794","0.364303632026237","2"
"Reasonable","2001","(Married) couple without C. ","1451","0.433596759218803","0.416747190120205","0.450446328317401","3"
"Reasonable","2001","1-pers.-HH","318","0.419524788116062","0.384254433721869","0.454795142510256","3"
"Reasonable","2001","Single parent ","183","0.533245043506663","0.480677470741195","0.585812616272132","3"
"Reasonable","2001","Couple + C. LE 16 ","1214","0.536641364419239","0.516501648583236","0.556781080255241","3"
"Reasonable","2001","Couple + C. GT 16 ","1048","0.446999338046517","0.426841915468692","0.467156760624342","3"
"Reasonable","2001","Couple + C. LE and GT 16","471","0.453520028640653","0.423117140673542","0.483922916607764","3"
"Slightly Expensive","2001","1-pers.-HH","57","0.0734421416015277","0.0547977546043491","0.0920865285987063","4"
"Slightly Expensive","2001","(Married) couple without C. ","219","0.0623911687438865","0.0541676947073906","0.0706146427803824","4"
"Slightly Expensive","2001","Single parent ","25","","","","4"
"Slightly Expensive","2001","Couple + C. LE 16 ","229","0.091507611016834","0.0798625467238781","0.10315267530979","4"
"Slightly Expensive","2001","Couple + C. GT 16 ","228","0.084226240806677","0.0729662887554009","0.0954861928579532","4"
"Slightly Expensive","2001","Couple + C. LE and GT 16","102","0.0848619153244204","0.067843104604814","0.101880726044027","4"
"Too Expensive","2001","1-pers.-HH","8","","","","5"
"Too Expensive","2001","(Married) couple without C. ","41","0.0129493080535856","0.00910537398260642","0.0167932421245649","5"
"Too Expensive","2001","Single parent ","7","","","","5"
"Too Expensive","2001","Couple + C. LE 16 ","58","0.0268427105074369","0.0203150533105007","0.0333703677043732","5"
"Too Expensive","2001","Couple + C. GT 16 ","32","0.0130992796353769","0.00848951051394137","0.0177090487568124","5"
"Too Expensive","2001","Couple + C. LE and GT 16","20","","","","5"
"Very Inexpensive","2001","1-pers.-HH","108","0.147585586009998","0.122235085681442","0.172936086338554","1"
"Very Inexpensive","2001","(Married) couple without C. ","466","0.149778319516967","0.137645171807006","0.161911467226928","1"
"Very Inexpensive","2001","Single parent ","33","0.102354095182689","0.0704155462941191","0.134292644071258","1"
"Very Inexpensive","2001","Couple + C. LE 16 ","207","0.0858621089867527","0.0745469863192925","0.0971772316542128","1"
"Very Inexpensive","2001","Couple + C. GT 16 ","306","0.151308913286674","0.136780244892753","0.165837581680594","1"
"Very Inexpensive","2001","Couple + C. LE and GT 16","100","0.111587596469508","0.0923591256758903","0.130816067263125","1"
"Inexpensive","2002","1-pers.-HH","246","0.338872853162165","0.304677265736823","0.373068440587506","2"
"Inexpensive","2002","(Married) couple without C. ","1314","0.334877411709944","0.320067451502642","0.349687371917246","2"
"Inexpensive","2002","Single parent ","92","0.277281303799533","0.231356575310984","0.323206032288082","2"
"Inexpensive","2002","Couple + C. LE 16 ","665","0.246760300974569","0.23002369393104","0.263496908018099","2"
"Inexpensive","2002","Couple + C. GT 16 ","871","0.338607894403584","0.320627314400295","0.356588474406873","2"
"Inexpensive","2002","Couple + C. LE and GT 16","382","0.34307629163265","0.316946178761658","0.369206404503643","2"
"Reasonable","2002","1-pers.-HH","309","0.416701318012195","0.381083515755313","0.452319120269078","3"
"Reasonable","2002","(Married) couple without C. ","1710","0.434224424411213","0.418670523155292","0.449778325667134","3"
"Reasonable","2002","Single parent ","194","0.501942615317431","0.450648400619163","0.553236830015699","3"
"Reasonable","2002","Couple + C. LE 16 ","1345","0.532529580360603","0.513160361384845","0.551898799336361","3"
"Reasonable","2002","Couple + C. GT 16 ","1116","0.411793351479194","0.393093839022621","0.430492863935767","3"
"Reasonable","2002","Couple + C. LE and GT 16","610","0.463167112239395","0.435721250050706","0.490612974428084","3"
"Slightly Expensive","2002","1-pers.-HH","57","0.0668151783424652","0.0487754255042037","0.0848549311807268","4"
"Slightly Expensive","2002","(Married) couple without C. ","234","0.0617952203866127","0.0542393172966978","0.0693511234765275","4"
"Slightly Expensive","2002","Single parent ","26","","","","4"
"Slightly Expensive","2002","Couple + C. LE 16 ","278","0.111549904964494","0.0993286924903409","0.123771117438647","4"
"Slightly Expensive","2002","Couple + C. GT 16 ","321","0.106248722473836","0.094540368334236","0.117957076613436","4"
"Slightly Expensive","2002","Couple + C. LE and GT 16","144","0.0876419078232213","0.0720776993285793","0.103206116317863","4"
"Too Expensive","2002","1-pers.-HH","8","","","","5"
"Too Expensive","2002","(Married) couple without C. ","36","0.0076059276986184","0.00487959851158066","0.0103322568856561","5"
"Too Expensive","2002","Single parent ","10","","","","5"
"Too Expensive","2002","Couple + C. LE 16 ","39","0.0144371487723303","0.00980645510893417","0.0190678424357265","5"
"Too Expensive","2002","Couple + C. GT 16 ","22","","","","5"
"Too Expensive","2002","Couple + C. LE and GT 16","25","","","","5"
"Very Inexpensive","2002","1-pers.-HH","116","0.169455918312307","0.142352822619615","0.196559014004998","1"
"Very Inexpensive","2002","(Married) couple without C. ","607","0.161497015793612","0.14994933759007","0.173044693997155","1"
"Very Inexpensive","2002","Single parent ","43","0.0862169270234178","0.0574217678883318","0.115012086158504","1"
"Very Inexpensive","2002","Couple + C. LE 16 ","222","0.0947230649280037","0.0833551249475383","0.106091004908469","1"
"Very Inexpensive","2002","Couple + C. GT 16 ","331","0.136604630830154","0.123556051741127","0.149653209919181","1"
"Very Inexpensive","2002","Couple + C. LE and GT 16","107","0.079642666382625","0.0647408365905327","0.0945444961747172","1"
"Inexpensive","2003","1-pers.-HH","","","","","2"
"Inexpensive","2003","(Married) couple without C. ","","","","","2"
"Inexpensive","2003","Single parent ","","","","","2"
"Inexpensive","2003","Couple + C. LE 16 ","","","","","2"
"Inexpensive","2003","Couple + C. GT 16 ","","","","","2"
"Inexpensive","2003","Couple + C. LE and GT 16","","","","","2"
"Reasonable","2003","1-pers.-HH","","","","","3"
"Reasonable","2003","(Married) couple without C. ","","","","","3"
"Reasonable","2003","Single parent ","","","","","3"
"Reasonable","2003","Couple + C. LE 16 ","","","","","3"
"Reasonable","2003","Couple + C. GT 16 ","","","","","3"
"Reasonable","2003","Couple + C. LE and GT 16","","","","","3"
"Slightly Expensive","2003","1-pers.-HH","","","","","4"
"Slightly Expensive","2003","Single parent ","","","","","4"
"Slightly Expensive","2003","(Married) couple without C. ","","","","","4"
"Slightly Expensive","2003","Couple + C. LE 16 ","","","","","4"
"Slightly Expensive","2003","Couple + C. GT 16 ","","","","","4"
"Slightly Expensive","2003","Couple + C. LE and GT 16","","","","","4"
"Too Expensive","2003","1-pers.-HH","","","","","5"
"Too Expensive","2003","(Married) couple without C. ","","","","","5"
"Too Expensive","2003","Single parent ","","","","","5"
"Too Expensive","2003","Couple + C. LE 16 ","","","","","5"
"Too Expensive","2003","Couple + C. GT 16 ","","","","","5"
"Too Expensive","2003","Couple + C. LE and GT 16","","","","","5"
"Very Inexpensive","2003","1-pers.-HH","","","","","1"
"Very Inexpensive","2003","(Married) couple without C. ","","","","","1"
"Very Inexpensive","2003","Single parent ","","","","","1"
"Very Inexpensive","2003","Couple + C. LE 16 ","","","","","1"
"Very Inexpensive","2003","Couple + C. LE and GT 16","","","","","1"
"Very Inexpensive","2003","Couple + C. GT 16 ","","","","","1"
"Inexpensive","2004","1-pers.-HH","","","","","2"
"Inexpensive","2004","(Married) couple without C. ","","","","","2"
"Inexpensive","2004","Couple + C. LE 16 ","","","","","2"
"Inexpensive","2004","Single parent ","","","","","2"
