"hlf0094","year","regtyp","sex","n","percent","lower_confidence","upper_confidence"
"Inexpensive","2000","Urban Area","Female","1164","0.326597753204492","0.311229217237178","0.341966289171807"
"Inexpensive","2000","Rural Area","Male","790","0.346076139814599","0.326887264607185","0.365265015022013"
"Inexpensive","2000","Rural Area","Female","818","0.358581960222575","0.339382948330478","0.377780972114672"
"Reasonable","2000","Urban Area","Male","1432","0.414460667599738","0.397897015446757","0.431024319752719"
"Reasonable","2000","Urban Area","Female","1492","0.409931754400675","0.393814334392487","0.426049174408864"
"Reasonable","2000","Rural Area","Male","1047","0.420658582868514","0.400745786006628","0.4405713797304"
"Reasonable","2000","Rural Area","Female","1045","0.415441905264689","0.395713905045458","0.435169905483921"
"Slightly Expensive","2000","Urban Area","Male","309","0.0916412198249979","0.0819403529754172","0.101342086674579"
"Slightly Expensive","2000","Urban Area","Female","330","0.0914797486461734","0.0820322158443217","0.100927281448025"
"Slightly Expensive","2000","Rural Area","Male","216","0.083740971676595","0.07256775479432","0.0949141885588699"
"Slightly Expensive","2000","Rural Area","Female","218","0.0791983647213715","0.0683876297113526","0.0900090997313904"
"Too Expensive","2000","Urban Area","Male","64","0.0181539475622566","0.0136650092090356","0.0226428859154776"
"Too Expensive","2000","Urban Area","Female","62","0.017096680839629","0.0128485300483848","0.0213448316308732"
"Too Expensive","2000","Rural Area","Male","38","0.0147615022618906","0.00989702628631616","0.019625978237465"
"Too Expensive","2000","Rural Area","Female","34","0.012764969360487","0.00827095722330088","0.0172589814976731"
"Very Inexpensive","2001","Urban Area","Male","375","0.125841109995656","0.11415056365144","0.137531656339872"
"Very Inexpensive","2001","Urban Area","Female","398","0.129545100870546","0.118016156476634","0.141074045264458"
"Very Inexpensive","2001","Rural Area","Male","247","0.1343789934765","0.119969240262416","0.148788746690584"
"Very Inexpensive","2001","Rural Area","Female","257","0.137345071371337","0.12296492974263","0.151725213000044"
"Inexpensive","2001","Urban Area","Male","981","0.318924426052097","0.302496985953773","0.335351866150421"
"Inexpensive","2001","Urban Area","Female","1034","0.314230719448463","0.29829325444846","0.330168184448466"
"Inexpensive","2001","Rural Area","Male","694","0.321736072244707","0.301999296997991","0.341472847491423"
"Inexpensive","2001","Rural Area","Female","721","0.322828941106104","0.303295736691533","0.342362145520675"
"Reasonable","2001","Urban Area","Male","1398","0.457509420703414","0.4399494224096","0.475069418997228"
"Reasonable","2001","Urban Area","Female","1489","0.461898169002147","0.444781814763162","0.479014523241132"
"Reasonable","2001","Rural Area","Male","1008","0.457753365675556","0.436703895780144","0.478802835570969"
"Reasonable","2001","Rural Area","Female","1026","0.458819672524421","0.438002100035075","0.479637245013766"
"Slightly Expensive","2001","Urban Area","Male","270","0.0778534759460987","0.0684092293373208","0.0872977225548766"
"Slightly Expensive","2001","Urban Area","Female","263","0.0749146038066044","0.0658764429412851","0.0839527646719237"
"Slightly Expensive","2001","Rural Area","Male","186","0.0769316037750346","0.0656726952256096","0.0881905123244595"
"Slightly Expensive","2001","Rural Area","Female","178","0.0707531863551052","0.060041037189884","0.0814653355203263"
"Too Expensive","2001","Urban Area","Male","68","0.0198715673027343","0.0149524644490818","0.0247906701563867"
"Too Expensive","2001","Urban Area","Female","75","0.0194114068722399","0.0146746855371509","0.0241481282073289"
"Too Expensive","2001","Rural Area","Male","17","","",""
"Too Expensive","2001","Rural Area","Female","19","","",""
"Very Inexpensive","2002","Urban Area","Male","468","0.136875958009577","0.12574962501506","0.148002291004094"
"Very Inexpensive","2002","Urban Area","Female","464","0.128516312464832","0.117840563030081","0.139192061899583"
"Very Inexpensive","2002","Rural Area","Male","262","0.131071908102723","0.11723459657211","0.144909219633336"
"Very Inexpensive","2002","Rural Area","Female","270","0.134837456792923","0.120839355258869","0.148835558326976"
"Inexpensive","2002","Urban Area","Male","1158","0.327634729161003","0.312441521894934","0.342827936427073"
"Inexpensive","2002","Urban Area","Female","1185","0.315409863052887","0.300586642622103","0.330233083483671"
"Inexpensive","2002","Rural Area","Male","701","0.302930319847964","0.284088863997553","0.321771775698375"
"Inexpensive","2002","Rural Area","Female","690","0.30329367842638","0.284454083380453","0.322133273472307"
"Reasonable","2002","Urban Area","Male","1644","0.439260752215184","0.423195278403149","0.455326226027219"
"Reasonable","2002","Urban Area","Female","1732","0.455182998717593","0.439297240250769","0.471068757184417"
"Reasonable","2002","Rural Area","Male","1088","0.473249171452699","0.452777536264711","0.493720806640687"
"Reasonable","2002","Rural Area","Female","1095","0.471858184833035","0.451398636971947","0.492317732694123"
"Slightly Expensive","2002","Urban Area","Male","348","0.085850042765761","0.0767816391742469","0.0949184463572751"
"Slightly Expensive","2002","Urban Area","Female","348","0.0922789464834886","0.0830464929374129","0.101511400029564"
"Slightly Expensive","2002","Rural Area","Male","210","0.0768306919795559","0.0659109333243044","0.0877504506348075"
"Slightly Expensive","2002","Rural Area","Female","208","0.0775861978258774","0.0666221697292408","0.0885502259225141"
"Too Expensive","2002","Urban Area","Male","48","0.0103785178484754","0.0070979117639075","0.0136591239330433"
"Too Expensive","2002","Urban Area","Female","46","0.0086118792811989","0.00566433434295491","0.0115594242194429"
"Too Expensive","2002","Rural Area","Male","24","","",""
"Too Expensive","2002","Rural Area","Female","24","","",""
"Very Inexpensive","2003","Urban Area","Male","","","",""
"Very Inexpensive","2003","Urban Area","Female","","","",""
"Very Inexpensive","2003","Rural Area","Male","","","",""
"Very Inexpensive","2003","Rural Area","Female","","","",""
"Inexpensive","2003","Urban Area","Male","","","",""
"Inexpensive","2003","Urban Area","Female","","","",""
"Inexpensive","2003","Rural Area","Male","","","",""
"Inexpensive","2003","Rural Area","Female","","","",""
"Reasonable","2003","Urban Area","Male","","","",""
"Reasonable","2003","Urban Area","Female","","","",""
"Reasonable","2003","Rural Area","Male","","","",""
"Reasonable","2003","Rural Area","Female","","","",""
"Slightly Expensive","2003","Urban Area","Male","","","",""
"Slightly Expensive","2003","Urban Area","Female","","","",""
"Slightly Expensive","2003","Rural Area","Male","","","",""
"Slightly Expensive","2003","Rural Area","Female","","","",""
"Too Expensive","2003","Urban Area","Male","","","",""
"Too Expensive","2003","Urban Area","Female","","","",""
"Too Expensive","2003","Rural Area","Male","","","",""
"Too Expensive","2003","Rural Area","Female","","","",""
"Very Inexpensive","2004","Urban Area","Male","","","",""
"Very Inexpensive","2004","Urban Area","Female","","","",""
"Very Inexpensive","2004","Rural Area","Male","","","",""
"Very Inexpensive","2004","Rural Area","Female","","","",""
"Inexpensive","2004","Urban Area","Male","","","",""
"Inexpensive","2004","Urban Area","Female","","","",""
"Inexpensive","2004","Rural Area","Male","","","",""
"Inexpensive","2004","Rural Area","Female","","","",""
"Reasonable","2004","Urban Area","Male","","","",""
"Reasonable","2004","Urban Area","Female","","","",""
"Reasonable","2004","Rural Area","Male","","","",""
"Reasonable","2004","Rural Area","Female","","","",""
"Slightly Expensive","2004","Urban Area","Male","","","",""
"Slightly Expensive","2004","Urban Area","Female","","","",""
"Slightly Expensive","2004","Rural Area","Male","","","",""
"Slightly Expensive","2004","Rural Area","Female","","","",""
"Too Expensive","2004","Urban Area","Male","","","",""
"Too Expensive","2004","Urban Area","Female","","","",""
"Too Expensive","2004","Rural Area","Male","","","",""
"Too Expensive","2004","Rural Area","Female","","","",""
"Very Inexpensive","2005","Urban Area","Male","336","0.099270157176265","0.0891108740684043","0.109429440284126"
"Very Inexpensive","2005","Urban Area","Female","358","0.103647030811248","0.0934702969334064","0.11382376468909"
"Very Inexpensive","2005","Rural Area","Male","223","0.110723864066193","0.0971503420378178","0.124297386094569"
"Very Inexpensive","2005","Rural Area","Female","209","0.110980538956986","0.0976159855759959","0.124345092337976"
"Inexpensive","2005","Urban Area","Male","1012","0.308111454358599","0.292424868727274","0.323798039989924"
"Inexpensive","2005","Urban Area","Female","1021","0.298715766027171","0.283434245658511","0.313997286395831"
"Inexpensive","2005","Rural Area","Male","578","0.300702478992742","0.280866523969046","0.320538434016439"
"Inexpensive","2005","Rural Area","Female","626","0.301046082394272","0.281528943044538","0.320563221744006"
"Reasonable","2005","Urban Area","Male","1683","0.513833240097016","0.496852361345744","0.530814118848288"
"Reasonable","2005","Urban Area","Female","1750","0.512161225890264","0.495472162645528","0.528850289134999"
"Reasonable","2005","Rural Area","Male","1031","0.483401526401091","0.461785085775248","0.505017967026934"
"Reasonable","2005","Rural Area","Female","1042","0.480067583969031","0.458810678577292","0.50132448936077"
"Slightly Expensive","2005","Urban Area","Male","259","0.0716559050709314","0.0628932258259927","0.0804185843158702"
"Slightly Expensive","2005","Urban Area","Female","275","0.0753719198181651","0.0665578034004326","0.0841860362358976"
"Slightly Expensive","2005","Rural Area","Male","188","0.0856378890497094","0.0735334211263994","0.0977423569730194"
"Slightly Expensive","2005","Rural Area","Female","209","0.0909111507769219","0.0786794416685003","0.103142859885343"
"Too Expensive","2005","Urban Area","Male","38","0.00712924329718869","0.0042708333801718","0.00998765321420558"
"Too Expensive","2005","Urban Area","Female","42","0.0101040574531515","0.00676492897106219","0.0134431859352409"
"Too Expensive","2005","Rural Area","Male","33","0.0195342414902639","0.0135478087411282","0.0255206742393996"
"Too Expensive","2005","Rural Area","Female","36","0.0169946439027893","0.0114953190117728","0.0224939687938058"
"Very Inexpensive","2006","Urban Area","Male","392","0.105066613609599","0.0950913931891462","0.115041834030051"
"Very Inexpensive","2006","Urban Area","Female","412","0.100502338956891","0.0908765484929425","0.110128129420839"
"Very Inexpensive","2006","Rural Area","Male","245","0.117834249735549","0.104530029972655","0.131138469498443"
"Very Inexpensive","2006","Rural Area","Female","253","0.12612057636782","0.112588236198714","0.139652916536926"
"Inexpensive","2006","Urban Area","Male","1060","0.298001725840911","0.283122779061593","0.312880672620228"
"Inexpensive","2006","Urban Area","Female","1069","0.291456029179037","0.27690752895025","0.306004529407825"
"Inexpensive","2006","Rural Area","Male","679","0.314920461054823","0.295753666796071","0.334087255313576"
"Inexpensive","2006","Rural Area","Female","675","0.291710560247886","0.273182257635825","0.310238862859947"
"Reasonable","2006","Urban Area","Male","1796","0.487302251653691","0.471042096225932","0.503562407081449"
"Reasonable","2006","Urban Area","Female","1877","0.494549424341137","0.478543067378446","0.510555781303829"
"Reasonable","2006","Rural Area","Male","1079","0.466473195074822","0.445887287826336","0.487059102323308"
"Reasonable","2006","Rural Area","Female","1120","0.475990820424638","0.45563339219659","0.496348248652685"
"Slightly Expensive","2006","Urban Area","Male","337","0.0968204304237886","0.0872006460935498","0.106440214754027"
"Slightly Expensive","2006","Urban Area","Female","340","0.099577811593995","0.0899914747982638","0.109164148389726"
"Slightly Expensive","2006","Rural Area","Male","224","0.091709031184248","0.0797994334112598","0.103618628957236"
"Slightly Expensive","2006","Rural Area","Female","233","0.0962782186315796","0.0842545894410853","0.108301847822074"
"Too Expensive","2006","Urban Area","Male","45","0.0128089784720114","0.00915090330874019","0.0164670536352826"
"Too Expensive","2006","Urban Area","Female","50","0.0139143959289399","0.0101643396311427","0.0176644522267372"
"Too Expensive","2006","Rural Area","Male","29","","",""
"Too Expensive","2006","Rural Area","Female","31","0.00989982432807648","0.00586423012988754","0.0139354185262654"
"Very Inexpensive","2007","Urban Area","Male","349","0.0939101621365706","0.0840935395508151","0.103726784722326"
"Very Inexpensive","2007","Urban Area","Female","356","0.095829725857408","0.0860917259044502","0.105567725810366"
"Very Inexpensive","2007","Rural Area","Male","222","0.10661634394492","0.0934664832000821","0.119766204689758"
"Very Inexpensive","2007","Rural Area","Female","221","0.0940729917934412","0.0817646431549288","0.106381340431953"
"Inexpensive","2007","Urban Area","Male","978","0.287869421052612","0.272632481177825","0.303106360927399"
"Inexpensive","2007","Urban Area","Female","1019","0.281501227243419","0.266623119672403","0.296379334814435"
"Inexpensive","2007","Rural Area","Male","663","0.336332219320342","0.31620193712782","0.356462501512864"
"Inexpensive","2007","Rural Area","Female","647","0.317280244289354","0.297657332198053","0.336903156380654"
"Reasonable","2007","Urban Area","Male","1725","0.515872051589259","0.499054171697575","0.532689931480942"
"Reasonable","2007","Urban Area","Female","1774","0.513972932092435","0.497438286708553","0.530507577476316"
"Reasonable","2007","Rural Area","Male","1019","0.458955542272051","0.437723486564403","0.480187597979699"
"Reasonable","2007","Rural Area","Female","1058","0.487017822896631","0.46594395403307","0.508091691760192"
"Slightly Expensive","2007","Urban Area","Male","297","0.0893117079142017","0.0797141831119675","0.098909232716436"
"Slightly Expensive","2007","Urban Area","Female","310","0.095539536851805","0.0858147320642872","0.105264341639323"
"Slightly Expensive","2007","Rural Area","Male","181","0.082719728340223","0.0709830328853175","0.0944564237951284"
"Slightly Expensive","2007","Rural Area","Female","202","0.0853813023939029","0.0735992179003646","0.0971633868874412"
"Too Expensive","2007","Urban Area","Male","43","0.0130366573073573","0.00921937916764147","0.0168539354470732"
"Too Expensive","2007","Urban Area","Female","51","0.0131565779549333","0.00938702256038219","0.0169261333494843"
"Too Expensive","2007","Rural Area","Male","31","0.0153761661224646","0.010133533053064","0.0206187991918652"
"Too Expensive","2007","Rural Area","Female","33","0.0162476386266717","0.0109172517989226","0.0215780254544208"
"Very Inexpensive","2008","Urban Area","Male","352","0.112562275675127","0.101644027086823","0.123480524263431"
"Very Inexpensive","2008","Urban Area","Female","360","0.105768836698273","0.0953514417270543","0.116186231669491"
"Very Inexpensive","2008","Rural Area","Male","246","0.126383137329871","0.111946336851947","0.140819937807795"
"Very Inexpensive","2008","Rural Area","Female","227","0.109365441236569","0.0958815502742483","0.12284933219889"
"Inexpensive","2008","Urban Area","Male","926","0.273791492612218","0.258387679406504","0.289195305817933"
"Inexpensive","2008","Urban Area","Female","962","0.270713387887875","0.255662595888841","0.285764179886908"
"Inexpensive","2008","Rural Area","Male","556","0.27474074029542","0.255346442605082","0.294135037985757"
"Inexpensive","2008","Rural Area","Female","559","0.273253348738942","0.254000292832079","0.292506404645806"
"Reasonable","2008","Urban Area","Male","1647","0.509202739703997","0.49193306992188","0.526472409486114"
"Reasonable","2008","Urban Area","Female","1714","0.524189059633522","0.507272324311565","0.54110579495548"
"Reasonable","2008","Rural Area","Male","998","0.479583780686875","0.457878093521454","0.501289467852296"
"Reasonable","2008","Rural Area","Female","1034","0.49417919158352","0.472578583423493","0.515779799743547"
"Slightly Expensive","2008","Urban Area","Male","258","0.0928601760321546","0.0828339043031821","0.102886447761127"
"Slightly Expensive","2008","Urban Area","Female","267","0.0857434687872777","0.0762595041347514","0.095227433439804"
"Slightly Expensive","2008","Rural Area","Male","205","0.104892880158877","0.0915798659576571","0.118205894360097"
"Slightly Expensive","2008","Rural Area","Female","206","0.107055430512951","0.0936974130414409","0.120413447984462"
"Too Expensive","2008","Urban Area","Male","36","0.0115833159765034","0.00788695745537285","0.0152796744976339"
"Too Expensive","2008","Urban Area","Female","45","0.0135852469930527","0.0096640477039075","0.0175064462821978"
"Too Expensive","2008","Rural Area","Male","30","0.0143994615289575","0.00922351863394483","0.0195754044239702"
"Too Expensive","2008","Rural Area","Female","32","0.0161465879280169","0.0107011729091728","0.0215920029468611"
"Very Inexpensive","2009","Urban Area","Male","322","0.103506620742399","0.0926638293866113","0.114349412098186"
"Very Inexpensive","2009","Urban Area","Female","322","0.108029667070355","0.0971321787136332","0.118927155427077"
"Very Inexpensive","2009","Rural Area","Male","250","0.136767264256081","0.121445825108953","0.15208870340321"
"Very Inexpensive","2009","Rural Area","Female","253","0.143317649316613","0.127685122422715","0.158950176210511"
"Inexpensive","2009","Urban Area","Male","888","0.292783173015737","0.276586237923568","0.308980108107906"
"Inexpensive","2009","Urban Area","Female","899","0.281388489225102","0.265602204248262","0.297174774201941"
"Inexpensive","2009","Rural Area","Male","576","0.313500813660408","0.292814463128523","0.334187164192293"
"Inexpensive","2009","Rural Area","Female","556","0.306287894311933","0.285723118034428","0.326852670589438"
"Reasonable","2009","Urban Area","Male","1555","0.512820140124484","0.495028716847669","0.530611563401298"
"Reasonable","2009","Urban Area","Female","1613","0.516983395396726","0.499440591141215","0.534526199652238"
"Reasonable","2009","Rural Area","Male","898","0.429670187431628","0.407596485311035","0.451743889552221"
"Reasonable","2009","Rural Area","Female","902","0.424494003195591","0.402442909078661","0.446545097312521"
"Slightly Expensive","2009","Urban Area","Male","234","0.0789413356029371","0.06934336592301","0.0885393052828642"
"Slightly Expensive","2009","Urban Area","Female","249","0.0830210083008958","0.0733348093583166","0.092707207243475"
"Slightly Expensive","2009","Rural Area","Male","184","0.103331974177225","0.0897589152323487","0.116905033122102"
"Slightly Expensive","2009","Rural Area","Female","196","0.105045701543967","0.0913665547974671","0.118724848290467"
"Too Expensive","2009","Urban Area","Male","33","0.0119487305144434","0.00808119673127294","0.0158162642976138"
"Too Expensive","2009","Urban Area","Female","34","0.0105774400069213","0.00698606397814997","0.0141688160356926"
"Too Expensive","2009","Rural Area","Male","24","","",""
"Too Expensive","2009","Rural Area","Female","23","","",""
"Very Inexpensive","2010","Urban Area","Male","342","0.100987371054851","0.0911596962718098","0.110815045837893"
"Very Inexpensive","2010","Urban Area","Female","374","0.100674130547595","0.0911620857174436","0.110186175377747"
"Very Inexpensive","2010","Rural Area","Male","238","0.100159961525044","0.0879648343353648","0.112355088714724"
"Very Inexpensive","2010","Rural Area","Female","235","0.0983531597234914","0.0865493812528031","0.11015693819418"
"Inexpensive","2010","Urban Area","Male","1004","0.283640713995595","0.268938454654528","0.298342973336662"
"Inexpensive","2010","Urban Area","Female","1022","0.263214049596715","0.249292691564261","0.27713540762917"
"Inexpensive","2010","Rural Area","Male","661","0.282557006306387","0.264267442721939","0.300846569890835"
"Inexpensive","2010","Rural Area","Female","705","0.29404687974485","0.275987414848253","0.312106344641447"
"Reasonable","2010","Urban Area","Male","1883","0.518905264103988","0.502608788625011","0.535201739582965"
"Reasonable","2010","Urban Area","Female","2043","0.538730223921362","0.522971553540122","0.554488894302603"
"Reasonable","2010","Rural Area","Male","1153","0.488601402797997","0.468295901113885","0.50890690448211"
"Reasonable","2010","Rural Area","Female","1216","0.481793945542683","0.461988228518552","0.501599662566813"
"Slightly Expensive","2010","Urban Area","Male","331","0.0859368946851324","0.0767955041124165","0.0950782852578483"
"Slightly Expensive","2010","Urban Area","Female","355","0.0860903688369593","0.0772231931598918","0.0949575445140269"
"Slightly Expensive","2010","Rural Area","Male","232","0.107671374834254","0.0950801161992889","0.12026263346922"
"Slightly Expensive","2010","Rural Area","Female","239","0.101945204648345","0.089951772612895","0.113938636683795"
"Too Expensive","2010","Urban Area","Male","51","0.0105297561604329","0.00720051793014518","0.0138589943907207"
"Too Expensive","2010","Urban Area","Female","50","0.0112912270973675","0.00795111404518629","0.0146313401495487"
"Too Expensive","2010","Rural Area","Male","44","0.0210102545363172","0.0151843772669435","0.0268361318056909"
"Too Expensive","2010","Rural Area","Female","50","0.0238608103406311","0.0178114824078316","0.0299101382734305"
"Very Inexpensive","2011","Urban Area","Male","431","0.107171381096109","0.0978747870992194","0.116467975092998"
"Very Inexpensive","2011","Urban Area","Female","461","0.102038906773271","0.0932848063001532","0.110793007246388"
"Very Inexpensive","2011","Rural Area","Male","245","0.0819112061720198","0.0718644172028037","0.091957995141236"
"Very Inexpensive","2011","Rural Area","Female","248","0.074318545057304","0.064951556530894","0.083685533583714"
"Inexpensive","2011","Urban Area","Male","1191","0.277958307882088","0.264494392705121","0.291422223059055"
"Inexpensive","2011","Urban Area","Female","1294","0.279407089148122","0.266430409860826","0.292383768435418"
"Inexpensive","2011","Rural Area","Male","839","0.302004110484243","0.285183330283667","0.318824890684818"
"Inexpensive","2011","Rural Area","Female","871","0.296489868554821","0.280179614939305","0.312800122170338"
"Reasonable","2011","Urban Area","Male","2219","0.520115689623984","0.50510092070882","0.535130458539148"
"Reasonable","2011","Urban Area","Female","2400","0.522981605138495","0.50853683489206","0.53742637538493"
"Reasonable","2011","Rural Area","Male","1447","0.507373056944388","0.48905682825583","0.525689285632945"
"Reasonable","2011","Rural Area","Female","1535","0.51307682799822","0.495226671458522","0.530926984537918"
"Slightly Expensive","2011","Urban Area","Male","353","0.0827842413215969","0.0745027225606486","0.0910657600825452"
"Slightly Expensive","2011","Urban Area","Female","382","0.0851426669315927","0.0770712425971972","0.0932140912659882"
"Slightly Expensive","2011","Rural Area","Male","278","0.0900718379349897","0.079583387216804","0.100560288653176"
"Slightly Expensive","2011","Rural Area","Female","305","0.0998067901548892","0.0891022376188621","0.110511342690916"
"Too Expensive","2011","Urban Area","Male","59","0.0119703800762225","0.00870194884355149","0.0152388113088935"
"Too Expensive","2011","Urban Area","Female","56","0.0104297320085193","0.0074916780863321","0.0133677859307066"
"Too Expensive","2011","Rural Area","Male","53","0.01863978846436","0.0136847390603107","0.0235948378684093"
"Too Expensive","2011","Rural Area","Female","53","0.0163079682347659","0.0117847232282854","0.0208312132412464"
"Very Inexpensive","2012","Urban Area","Male","420","0.0971950880055294","0.0882139572192478","0.106176218791811"
"Very Inexpensive","2012","Urban Area","Female","452","0.102532184050821","0.0936622696722915","0.11140209842935"
"Very Inexpensive","2012","Rural Area","Male","215","0.0766516280658741","0.0667905818736409","0.0865126742581074"
"Very Inexpensive","2012","Rural Area","Female","247","0.0835326262757913","0.0735918980663739","0.0934733544852086"
"Inexpensive","2012","Urban Area","Male","1204","0.285176711983768","0.271487820504984","0.298865603462552"
"Inexpensive","2012","Urban Area","Female","1259","0.27825174020726","0.265148107873594","0.291355372540926"
"Inexpensive","2012","Rural Area","Male","870","0.306342721934092","0.289256117529312","0.323429326338872"
"Inexpensive","2012","Rural Area","Female","902","0.282636278124757","0.266458633711922","0.298813922537592"
"Reasonable","2012","Urban Area","Male","2135","0.509603514428382","0.49444691449853","0.524760114358233"
"Reasonable","2012","Urban Area","Female","2341","0.519471817475318","0.504862823529023","0.534080811421614"
"Reasonable","2012","Rural Area","Male","1420","0.512383878777175","0.49385640259023","0.53091135496412"
"Reasonable","2012","Rural Area","Female","1503","0.512519138934211","0.49456082926002","0.530477448608403"
"Slightly Expensive","2012","Urban Area","Male","360","0.0948734274297454","0.085988807417393","0.103758047442098"
"Slightly Expensive","2012","Urban Area","Female","377","0.084032305443064","0.0759200223190727","0.0921445885670554"
"Slightly Expensive","2012","Rural Area","Male","244","0.0876640540274881","0.0771814863241873","0.0981466217307888"
"Slightly Expensive","2012","Rural Area","Female","279","0.10169465310293","0.0908355819317645","0.112553724274095"
"Too Expensive","2012","Urban Area","Male","60","0.0131512581525757","0.00969726992704905","0.0166052463781024"
"Too Expensive","2012","Urban Area","Female","64","0.0157119528235368","0.0120756832621487","0.019348222384925"
"Too Expensive","2012","Rural Area","Male","47","0.0169577171953706","0.0121719749896864","0.0217434594010548"
"Too Expensive","2012","Rural Area","Female","45","0.0196173035623113","0.014634782966856","0.0245998241577666"
"Very Inexpensive","2013","Urban Area","Male","464","0.109226187879858","0.0998954765109792","0.118556899248738"
"Very Inexpensive","2013","Urban Area","Female","502","0.109240719582019","0.100282518577915","0.118198920586122"
"Very Inexpensive","2013","Rural Area","Male","226","0.083178427226288","0.0728834157366118","0.0934734387159642"
"Very Inexpensive","2013","Rural Area","Female","244","0.082862227768241","0.0728923069194163","0.0928321486170657"
"Inexpensive","2013","Urban Area","Male","1265","0.298463152545574","0.284775207555792","0.312151097535355"
"Inexpensive","2013","Urban Area","Female","1335","0.298609592795438","0.285467027678935","0.311752157911941"
"Inexpensive","2013","Rural Area","Male","821","0.302368049137522","0.285245824050859","0.319490274224184"
"Inexpensive","2013","Rural Area","Female","855","0.298283611789457","0.281737664974316","0.314829558604598"
"Reasonable","2013","Urban Area","Male","2110","0.489565578565604","0.474612071473635","0.504519085657573"
"Reasonable","2013","Urban Area","Female","2334","0.483876684981352","0.469525345550804","0.498228024411899"
"Reasonable","2013","Rural Area","Male","1437","0.501728131193939","0.483088106558378","0.520368155829499"
"Reasonable","2013","Rural Area","Female","1557","0.514911742055322","0.496836967184888","0.532986516925756"
"Slightly Expensive","2013","Urban Area","Male","397","0.0916423019172443","0.0830116402500128","0.100272963584476"
"Slightly Expensive","2013","Urban Area","Female","431","0.09412798538833","0.0857422500359769","0.102513720740683"
"Slightly Expensive","2013","Rural Area","Male","229","0.0949991209488052","0.0840680335792636","0.105930208318347"
"Slightly Expensive","2013","Rural Area","Female","234","0.088289150337212","0.0780284182533699","0.0985498824210541"
"Too Expensive","2013","Urban Area","Male","57","0.0111027790917193","0.00796834548978732","0.0142372126936513"
"Too Expensive","2013","Urban Area","Female","56","0.0141450172528618","0.010753792234102","0.0175362422716216"
"Too Expensive","2013","Rural Area","Male","51","0.0177262714934462","0.0128069632717376","0.0226455797151547"
"Too Expensive","2013","Rural Area","Female","47","0.0156532680497685","0.0111640295294176","0.0201425065701194"
"Very Inexpensive","2014","Urban Area","Male","434","0.120363137153967","0.110154981695561","0.130571292612372"
"Very Inexpensive","2014","Urban Area","Female","464","0.115229147652954","0.105609219252216","0.124849076053692"
"Very Inexpensive","2014","Rural Area","Male","244","0.0972003261695209","0.0856527957733611","0.108747856565681"
"Very Inexpensive","2014","Rural Area","Female","265","0.107345420090992","0.0955994563158609","0.119091383866124"
"Inexpensive","2014","Urban Area","Male","1183","0.30438081146477","0.289944932658908","0.318816690270633"
"Inexpensive","2014","Urban Area","Female","1273","0.307500821689352","0.293597837367241","0.321403806011464"
"Inexpensive","2014","Rural Area","Male","726","0.286677746555987","0.269049893011156","0.304305600100817"
"Inexpensive","2014","Rural Area","Female","750","0.280565473855461","0.26351769003776","0.297613257673162"
"Reasonable","2014","Urban Area","Male","1949","0.486963333069755","0.471282427166263","0.502644238973246"
"Reasonable","2014","Urban Area","Female","2110","0.479318913703078","0.464267633329067","0.494370194077088"
"Reasonable","2014","Rural Area","Male","1324","0.495496234618915","0.476006230025955","0.514986239211875"
"Reasonable","2014","Rural Area","Female","1402","0.494798083583345","0.475826583262628","0.513769583904062"
"Slightly Expensive","2014","Urban Area","Male","278","0.0754270443401866","0.0671422267032519","0.0837118619771212"
"Slightly Expensive","2014","Urban Area","Female","320","0.0827173617821307","0.0744183728484392","0.0910163507158222"
"Slightly Expensive","2014","Rural Area","Male","202","0.10898338743915","0.0968360077002601","0.121130767178039"
"Slightly Expensive","2014","Rural Area","Female","222","0.107508665713085","0.095754848886059","0.119262482540112"
"Too Expensive","2014","Urban Area","Male","59","0.0128656739713219","0.00933015466363535","0.0164011932790084"
"Too Expensive","2014","Urban Area","Female","65","0.0152337551724852","0.0115435940915321","0.0189239162534383"
"Too Expensive","2014","Rural Area","Male","32","0.0116423052164284","0.00746076651739041","0.0158238439154664"
"Too Expensive","2014","Rural Area","Female","29","","",""
