"hlf0094","year","e11102","pgisced97","n","percent","lower_confidence","upper_confidence"
"Reasonable","1984","Not Employed","general elemantary","238","0.303335652290222","0.270696104952235","0.33597519962821"
"Reasonable","1984","Not Employed","middle vocational","263","0.329164500548619","0.296250420264205","0.362078580833034"
"Reasonable","1984","Not Employed","vocational + Abi","3","","",""
"Reasonable","1984","Not Employed","higher vocational","26","","",""
"Reasonable","1984","Not Employed","higher education","24","","",""
"Reasonable","1984","Employed","in school","1","","",""
"Reasonable","1984","Employed","inadequately","14","","",""
"Reasonable","1984","Employed","general elemantary","172","0.318205567282645","0.278016877067392","0.358394257497898"
"Reasonable","1984","Employed","middle vocational","479","0.318105197788507","0.294108145478638","0.342102250098376"
"Reasonable","1984","Employed","vocational + Abi","28","","",""
"Reasonable","1984","Employed","higher vocational","79","0.319182376421936","0.260328588990331","0.37803616385354"
"Reasonable","1984","Employed","higher education","107","0.369972072160924","0.31382161550242","0.426122528819428"
"Slightly Expensive","1984","Not Employed","in school","9","","",""
"Slightly Expensive","1984","Not Employed","inadequately","1","","",""
"Slightly Expensive","1984","Not Employed","general elemantary","47","0.0594648425044515","0.0426733902477216","0.0762562947611815"
"Slightly Expensive","1984","Not Employed","middle vocational","52","0.0613596696553769","0.0445500331741465","0.0781693061366073"
"Slightly Expensive","1984","Not Employed","vocational + Abi","","","",""
"Slightly Expensive","1984","Not Employed","higher vocational","5","","",""
"Slightly Expensive","1984","Not Employed","higher education","2","","",""
"Slightly Expensive","1984","Employed","in school","1","","",""
"Slightly Expensive","1984","Employed","inadequately","5","","",""
"Slightly Expensive","1984","Employed","general elemantary","43","0.0789328011327508","0.0556680904539198","0.102197511811582"
"Slightly Expensive","1984","Employed","middle vocational","121","0.0791792660064214","0.0652667042204205","0.0930918277924224"
"Slightly Expensive","1984","Employed","vocational + Abi","4","","",""
"Slightly Expensive","1984","Employed","higher vocational","29","","",""
"Slightly Expensive","1984","Employed","higher education","23","","",""
"Too Expensive","1984","Not Employed","in school","3","","",""
"Too Expensive","1984","Not Employed","inadequately","","","",""
"Too Expensive","1984","Not Employed","general elemantary","13","","",""
"Too Expensive","1984","Not Employed","middle vocational","17","","",""
"Too Expensive","1984","Not Employed","vocational + Abi","","","",""
"Too Expensive","1984","Not Employed","higher vocational","1","","",""
"Too Expensive","1984","Not Employed","higher education","2","","",""
"Too Expensive","1984","Employed","in school","1","","",""
"Too Expensive","1984","Employed","inadequately","1","","",""
"Too Expensive","1984","Employed","general elemantary","24","","",""
"Too Expensive","1984","Employed","middle vocational","45","0.0308366998236425","0.0219293962873612","0.0397440033599238"
"Too Expensive","1984","Employed","vocational + Abi","4","","",""
"Too Expensive","1984","Employed","higher vocational","7","","",""
"Too Expensive","1984","Employed","higher education","9","","",""
"Very Inexpensive","1985","Not Employed","in school","17","","",""
"Very Inexpensive","1985","Not Employed","inadequately","3","","",""
"Very Inexpensive","1985","Not Employed","general elemantary","182","0.273357533109116","0.239810110850251","0.306904955367982"
"Very Inexpensive","1985","Not Employed","middle vocational","196","0.285156392845669","0.252223751290833","0.318089034400505"
"Very Inexpensive","1985","Not Employed","vocational + Abi","9","","",""
"Very Inexpensive","1985","Not Employed","higher vocational","25","","",""
"Very Inexpensive","1985","Not Employed","higher education","17","","",""
"Very Inexpensive","1985","Employed","in school","","","",""
"Very Inexpensive","1985","Employed","inadequately","2","","",""
"Very Inexpensive","1985","Employed","general elemantary","100","0.213027883237009","0.176474930031161","0.249580836442857"
"Very Inexpensive","1985","Employed","middle vocational","283","0.213024758671556","0.191507838841316","0.234541678501795"
"Very Inexpensive","1985","Employed","vocational + Abi","10","","",""
"Very Inexpensive","1985","Employed","higher vocational","48","0.213777301236284","0.160562278552349","0.266992323920219"
"Very Inexpensive","1985","Employed","higher education","55","0.197916220804647","0.151496188879479","0.244336252729816"
"Inexpensive","1985","Not Employed","in school","34","0.347702821169214","0.251936424752694","0.443469217585734"
"Inexpensive","1985","Not Employed","inadequately","11","","",""
"Inexpensive","1985","Not Employed","general elemantary","217","0.322008237088071","0.286837704614268","0.357178769561873"
"Inexpensive","1985","Not Employed","middle vocational","225","0.321652579425675","0.2875804638337","0.355724695017651"
"Inexpensive","1985","Not Employed","vocational + Abi","5","","",""
"Inexpensive","1985","Not Employed","higher vocational","21","","",""
"Inexpensive","1985","Not Employed","higher education","20","","",""
"Inexpensive","1985","Employed","in school","1","","",""
"Inexpensive","1985","Employed","inadequately","7","","",""
"Inexpensive","1985","Employed","general elemantary","157","0.33221452613834","0.290165846337415","0.374263205939266"
"Inexpensive","1985","Employed","middle vocational","439","0.320503217832641","0.295979041770603","0.345027393894679"
"Inexpensive","1985","Employed","vocational + Abi","11","","",""
"Inexpensive","1985","Employed","higher vocational","59","0.259026872033037","0.202160659064687","0.315893085001387"
"Inexpensive","1985","Employed","higher education","78","0.274247623394663","0.222269506323622","0.326225740465704"
"Reasonable","1985","Not Employed","in school","35","0.365641815721119","0.268795859736575","0.462487771705662"
"Reasonable","1985","Not Employed","inadequately","12","","",""
"Reasonable","1985","Not Employed","general elemantary","230","0.335030628726364","0.299502173791009","0.370559083661719"
"Reasonable","1985","Not Employed","middle vocational","230","0.296460023540023","0.263147544619079","0.329772502460968"
"Reasonable","1985","Not Employed","vocational + Abi","7","","",""
"Reasonable","1985","Not Employed","higher vocational","32","0.378329198276303","0.274618486921439","0.482039909631167"
"Reasonable","1985","Not Employed","higher education","23","","",""
"Reasonable","1985","Employed","in school","1","","",""
"Reasonable","1985","Employed","inadequately","19","","",""
"Reasonable","1985","Employed","general elemantary","166","0.339013659051131","0.296753666839183","0.381273651263078"
"Reasonable","1985","Employed","middle vocational","506","0.356246154562835","0.33107984486581","0.38141246425986"
"Reasonable","1985","Employed","vocational + Abi","30","0.544158482313468","0.414863907067136","0.673453057559801"
"Reasonable","1985","Employed","higher vocational","93","0.420601728572577","0.356524341823818","0.484679115321335"
"Reasonable","1985","Employed","higher education","116","0.415670364356508","0.358251002587428","0.473089726125587"
"Slightly Expensive","1985","Not Employed","in school","8","","",""
"Slightly Expensive","1985","Not Employed","inadequately","6","","",""
"Slightly Expensive","1985","Not Employed","general elemantary","40","0.0560230360302622","0.0387130282713249","0.0733330437891995"
"Slightly Expensive","1985","Not Employed","middle vocational","57","0.0779214777194433","0.0583694395966567","0.0974735158422298"
"Slightly Expensive","1985","Not Employed","vocational + Abi","1","","",""
"Slightly Expensive","1985","Not Employed","higher vocational","6","","",""
"Slightly Expensive","1985","Not Employed","higher education","6","","",""
"Slightly Expensive","1985","Employed","in school","","","",""
"Slightly Expensive","1985","Employed","inadequately","5","","",""
"Slightly Expensive","1985","Employed","general elemantary","42","0.0805900806032084","0.0562893148284339","0.104890846377983"
"Slightly Expensive","1985","Employed","middle vocational","125","0.0823220177785533","0.067878010941203","0.0967660246159037"
"Slightly Expensive","1985","Employed","vocational + Abi","5","","",""
"Slightly Expensive","1985","Employed","higher vocational","23","","",""
"Slightly Expensive","1985","Employed","higher education","24","","",""
"Too Expensive","1985","Not Employed","in school","1","","",""
"Too Expensive","1985","Not Employed","inadequately","","","",""
"Too Expensive","1985","Not Employed","general elemantary","9","","",""
"Too Expensive","1985","Not Employed","middle vocational","14","","",""
"Too Expensive","1985","Not Employed","vocational + Abi","1","","",""
"Too Expensive","1985","Not Employed","higher vocational","","","",""
"Too Expensive","1985","Not Employed","higher education","1","","",""
"Too Expensive","1985","Employed","in school","1","","",""
"Too Expensive","1985","Employed","inadequately","2","","",""
"Too Expensive","1985","Employed","general elemantary","17","","",""
"Too Expensive","1985","Employed","middle vocational","38","0.0279038511544152","0.019248768679914","0.0365589336289164"
"Too Expensive","1985","Employed","vocational + Abi","1","","",""
"Too Expensive","1985","Employed","higher vocational","5","","",""
"Too Expensive","1985","Employed","higher education","10","","",""
"Very Inexpensive","1986","Not Employed","in school","20","","",""
"Very Inexpensive","1986","Not Employed","inadequately","4","","",""
"Very Inexpensive","1986","Not Employed","general elemantary","150","0.242036729237295","0.209134727946992","0.274938730527597"
"Very Inexpensive","1986","Not Employed","middle vocational","171","0.221703848259287","0.192608318617663","0.25079937790091"
"Very Inexpensive","1986","Not Employed","vocational + Abi","3","","",""
"Very Inexpensive","1986","Not Employed","higher vocational","17","","",""
"Very Inexpensive","1986","Not Employed","higher education","19","","",""
"Very Inexpensive","1986","Employed","in school","1","","",""
"Very Inexpensive","1986","Employed","inadequately","3","","",""
"Very Inexpensive","1986","Employed","general elemantary","73","0.147426346094677","0.116566225682758","0.178286466506595"
"Very Inexpensive","1986","Employed","middle vocational","223","0.160939612932374","0.141704170962059","0.18017505490269"
"Very Inexpensive","1986","Employed","vocational + Abi","6","","",""
"Very Inexpensive","1986","Employed","higher vocational","37","0.182380173428274","0.130642639571119","0.234117707285428"
"Very Inexpensive","1986","Employed","higher education","46","0.148498297422572","0.107851351160146","0.189145243684998"
"Inexpensive","1986","Not Employed","in school","25","","",""
"Inexpensive","1986","Not Employed","inadequately","9","","",""
"Inexpensive","1986","Not Employed","general elemantary","206","0.327657440797792","0.291602655344085","0.363712226251499"
"Inexpensive","1986","Not Employed","middle vocational","260","0.349302348298611","0.315909183376805","0.382695513220417"
"Inexpensive","1986","Not Employed","vocational + Abi","8","","",""
"Inexpensive","1986","Not Employed","higher vocational","26","","",""
"Inexpensive","1986","Not Employed","higher education","19","","",""
"Inexpensive","1986","Employed","in school","2","","",""
"Inexpensive","1986","Employed","inadequately","8","","",""
"Inexpensive","1986","Employed","general elemantary","166","0.348906874323731","0.307419072065177","0.390394676582286"
"Inexpensive","1986","Employed","middle vocational","409","0.295944610937001","0.272050948943867","0.319838272930134"
"Inexpensive","1986","Employed","vocational + Abi","18","","",""
"Inexpensive","1986","Employed","higher vocational","61","0.269673055756894","0.210213912899963","0.329132198613825"
"Inexpensive","1986","Employed","higher education","80","0.278567019907271","0.227323698553481","0.329810341261062"
"Reasonable","1986","Not Employed","in school","42","0.406325445084232","0.311010888311752","0.501640001856712"
"Reasonable","1986","Not Employed","inadequately","15","","",""
"Reasonable","1986","Not Employed","general elemantary","240","0.34911669960215","0.312498712032327","0.385734687171973"
"Reasonable","1986","Not Employed","middle vocational","283","0.350123781367096","0.316712484167905","0.383535078566287"
"Reasonable","1986","Not Employed","vocational + Abi","10","","",""
"Reasonable","1986","Not Employed","higher vocational","44","0.463918465860846","0.36363656856591","0.564200363155783"
"Reasonable","1986","Not Employed","higher education","29","","",""
"Reasonable","1986","Employed","in school","2","","",""
"Reasonable","1986","Employed","inadequately","20","","",""
"Reasonable","1986","Employed","general elemantary","205","0.396663371603386","0.354080493935178","0.439246249271594"
"Reasonable","1986","Employed","middle vocational","555","0.399664559443866","0.3740245078502","0.425304611037531"
"Reasonable","1986","Employed","vocational + Abi","26","","",""
"Reasonable","1986","Employed","higher vocational","78","0.379271893752128","0.314263828687806","0.44427995881645"
"Reasonable","1986","Employed","higher education","130","0.44465187345842","0.387849413448593","0.501454333468247"
"Slightly Expensive","1986","Not Employed","in school","12","","",""
"Slightly Expensive","1986","Not Employed","inadequately","1","","",""
"Slightly Expensive","1986","Not Employed","general elemantary","40","0.0606142004366059","0.0422840182079169","0.0789443826652949"
"Slightly Expensive","1986","Not Employed","middle vocational","53","0.0610635148242018","0.0442918483642294","0.0778351812841742"
"Slightly Expensive","1986","Not Employed","vocational + Abi","5","","",""
"Slightly Expensive","1986","Not Employed","higher vocational","7","","",""
"Slightly Expensive","1986","Not Employed","higher education","8","","",""
"Slightly Expensive","1986","Employed","in school","","","",""
"Slightly Expensive","1986","Employed","inadequately","5","","",""
"Slightly Expensive","1986","Employed","general elemantary","44","0.071836085348641","0.0493596321582076","0.0943125385390745"
"Slightly Expensive","1986","Employed","middle vocational","167","0.112838100816126","0.0962764581855771","0.129399743446675"
"Slightly Expensive","1986","Employed","vocational + Abi","8","","",""
"Slightly Expensive","1986","Employed","higher vocational","33","0.150814788653065","0.102867463909712","0.198762113396418"
"Slightly Expensive","1986","Employed","higher education","35","0.11890969278288","0.0819104133522775","0.155908972213483"
"Too Expensive","1986","Not Employed","in school","3","","",""
"Too Expensive","1986","Not Employed","inadequately","1","","",""
"Too Expensive","1986","Not Employed","general elemantary","15","","",""
"Too Expensive","1986","Not Employed","middle vocational","16","","",""
"Too Expensive","1986","Not Employed","vocational + Abi","","","",""
"Too Expensive","1986","Not Employed","higher vocational","1","","",""
"Too Expensive","1986","Not Employed","higher education","2","","",""
"Too Expensive","1986","Employed","in school","","","",""
"Too Expensive","1986","Employed","inadequately","1","","",""
"Too Expensive","1986","Employed","general elemantary","19","","",""
"Too Expensive","1986","Employed","middle vocational","48","0.030613115870633","0.0215958178861791","0.0396304138550868"
"Too Expensive","1986","Employed","vocational + Abi","4","","",""
"Too Expensive","1986","Employed","higher vocational","5","","",""
"Too Expensive","1986","Employed","higher education","3","","",""
"Very Inexpensive","1987","Not Employed","in school","12","","",""
"Very Inexpensive","1987","Not Employed","inadequately","3","","",""
"Very Inexpensive","1987","Not Employed","general elemantary","129","0.205792623139339","0.173762822189992","0.237822424088687"
"Very Inexpensive","1987","Not Employed","middle vocational","153","0.20508367926709","0.175953298117378","0.234214060416803"
"Very Inexpensive","1987","Not Employed","vocational + Abi","4","","",""
"Very Inexpensive","1987","Not Employed","higher vocational","11","","",""
"Very Inexpensive","1987","Not Employed","higher education","16","","",""
"Very Inexpensive","1987","Employed","in school","2","","",""
"Very Inexpensive","1987","Employed","inadequately","3","","",""
"Very Inexpensive","1987","Employed","general elemantary","81","0.171998795695551","0.139500439201353","0.204497152189749"
"Very Inexpensive","1987","Employed","middle vocational","229","0.160511636509476","0.141695302817197","0.179327970201754"
"Very Inexpensive","1987","Employed","vocational + Abi","10","","",""
"Very Inexpensive","1987","Employed","higher vocational","37","0.163634305267848","0.114184550172586","0.21308406036311"
"Very Inexpensive","1987","Employed","higher education","56","0.192239580874399","0.147041566590891","0.237437595157907"
"Inexpensive","1987","Not Employed","in school","24","","",""
"Inexpensive","1987","Not Employed","inadequately","11","","",""
"Inexpensive","1987","Not Employed","general elemantary","231","0.396641045204008","0.357883247799512","0.435398842608504"
"Inexpensive","1987","Not Employed","middle vocational","268","0.376469501070422","0.341514150675133","0.41142485146571"
"Inexpensive","1987","Not Employed","vocational + Abi","9","","",""
"Inexpensive","1987","Not Employed","higher vocational","35","0.411118772859393","0.305264948317051","0.516972597401735"
"Inexpensive","1987","Not Employed","higher education","30","0.413637389861724","0.302179584218634","0.525095195504814"
"Inexpensive","1987","Employed","in school","2","","",""
"Inexpensive","1987","Employed","inadequately","10","","",""
"Inexpensive","1987","Employed","general elemantary","177","0.333261248656487","0.292668031839352","0.373854465473621"
"Inexpensive","1987","Employed","middle vocational","491","0.334228919165126","0.310048775306908","0.358409063023344"
"Inexpensive","1987","Employed","vocational + Abi","15","","",""
"Inexpensive","1987","Employed","higher vocational","62","0.289771834359584","0.229132295264675","0.350411373454493"
"Inexpensive","1987","Employed","higher education","77","0.274791854830914","0.223589500618468","0.325994209043359"
"Reasonable","1987","Not Employed","in school","32","0.378153447375591","0.276836428573448","0.479470466177734"
"Reasonable","1987","Not Employed","inadequately","13","","",""
"Reasonable","1987","Not Employed","general elemantary","201","0.319787308003687","0.282836379395881","0.356738236611493"
"Reasonable","1987","Not Employed","middle vocational","251","0.344628672513467","0.310340895270799","0.378916449756135"
"Reasonable","1987","Not Employed","vocational + Abi","11","","",""
"Reasonable","1987","Not Employed","higher vocational","30","0.388865837765936","0.28398957057635","0.493742104955521"
"Reasonable","1987","Not Employed","higher education","18","","",""
"Reasonable","1987","Employed","in school","4","","",""
"Reasonable","1987","Employed","inadequately","21","","",""
"Reasonable","1987","Employed","general elemantary","203","0.398945586119137","0.356776233019051","0.441114939219222"
"Reasonable","1987","Employed","middle vocational","544","0.380023272411917","0.355142308854963","0.404904235968871"
"Reasonable","1987","Employed","vocational + Abi","34","0.550921202221857","0.4271104776507","0.674731926793015"
"Reasonable","1987","Employed","higher vocational","82","0.398437096861374","0.332996196203895","0.463877997518853"
"Reasonable","1987","Employed","higher education","131","0.438962605622794","0.382042416774877","0.495882794470712"
"Slightly Expensive","1987","Not Employed","in school","16","","",""
"Slightly Expensive","1987","Not Employed","inadequately","2","","",""
"Slightly Expensive","1987","Not Employed","general elemantary","33","0.0507023079468441","0.0333207997809079","0.0680838161127802"
"Slightly Expensive","1987","Not Employed","middle vocational","49","0.0529896548316395","0.0368277398809236","0.0691515697823554"
"Slightly Expensive","1987","Not Employed","vocational + Abi","3","","",""
"Slightly Expensive","1987","Not Employed","higher vocational","6","","",""
"Slightly Expensive","1987","Not Employed","higher education","5","","",""
"Slightly Expensive","1987","Employed","in school","2","","",""
"Slightly Expensive","1987","Employed","inadequately","4","","",""
"Slightly Expensive","1987","Employed","general elemantary","41","0.0663297520762404","0.0448991605730555","0.0877603435794254"
"Slightly Expensive","1987","Employed","middle vocational","166","0.103641883581007","0.0880182217225723","0.119265545439442"
"Slightly Expensive","1987","Employed","vocational + Abi","3","","",""
"Slightly Expensive","1987","Employed","higher vocational","23","","",""
"Slightly Expensive","1987","Employed","higher education","23","","",""
"Too Expensive","1987","Not Employed","in school","4","","",""
"Too Expensive","1987","Not Employed","inadequately","1","","",""
"Too Expensive","1987","Not Employed","general elemantary","18","","",""
"Too Expensive","1987","Not Employed","middle vocational","17","","",""
"Too Expensive","1987","Not Employed","vocational + Abi","2","","",""
"Too Expensive","1987","Not Employed","higher vocational","1","","",""
"Too Expensive","1987","Not Employed","higher education","6","","",""
"Too Expensive","1987","Employed","in school","","","",""
"Too Expensive","1987","Employed","inadequately","","","",""
"Too Expensive","1987","Employed","general elemantary","16","","",""
"Too Expensive","1987","Employed","middle vocational","32","0.0215942883324743","0.0141434808451455","0.0290450958198031"
"Too Expensive","1987","Employed","vocational + Abi","","","",""
"Too Expensive","1987","Employed","higher vocational","11","","",""
"Too Expensive","1987","Employed","higher education","5","","",""
"Very Inexpensive","1988","Not Employed","in school","11","","",""
"Very Inexpensive","1988","Not Employed","inadequately","2","","",""
"Very Inexpensive","1988","Not Employed","general elemantary","120","0.235632926608897","0.198979595465448","0.272286257752346"
"Very Inexpensive","1988","Not Employed","middle vocational","147","0.201041123389457","0.171664644834555","0.230417601944359"
"Very Inexpensive","1988","Not Employed","vocational + Abi","5","","",""
"Very Inexpensive","1988","Not Employed","higher vocational","15","","",""
"Very Inexpensive","1988","Not Employed","higher education","20","","",""
"Very Inexpensive","1988","Employed","in school","","","",""
"Very Inexpensive","1988","Employed","inadequately","3","","",""
"Very Inexpensive","1988","Employed","general elemantary","85","0.163643009806347","0.13137687255684","0.195909147055854"
"Very Inexpensive","1988","Employed","middle vocational","222","0.16404664220981","0.144620790109933","0.183472494309687"
"Very Inexpensive","1988","Employed","vocational + Abi","10","","",""
"Very Inexpensive","1988","Employed","higher vocational","31","0.174496334008585","0.122414572550056","0.226578095467114"
"Very Inexpensive","1988","Employed","higher education","46","0.170174468766825","0.126079748941616","0.214269188592035"
"Inexpensive","1988","Not Employed","in school","19","","",""
"Inexpensive","1988","Not Employed","inadequately","10","","",""
"Inexpensive","1988","Not Employed","general elemantary","180","0.366479555386774","0.324864577344662","0.408094533428886"
"Inexpensive","1988","Not Employed","middle vocational","284","0.411382360000816","0.375313323665718","0.447451396335913"
"Inexpensive","1988","Not Employed","vocational + Abi","10","","",""
"Inexpensive","1988","Not Employed","higher vocational","30","0.3553059388539","0.251715604948319","0.458896272759481"
"Inexpensive","1988","Not Employed","higher education","16","","",""
"Inexpensive","1988","Employed","in school","1","","",""
"Inexpensive","1988","Employed","inadequately","11","","",""
"Inexpensive","1988","Employed","general elemantary","183","0.393901325990848","0.351285806170958","0.436516845810739"
"Inexpensive","1988","Employed","middle vocational","459","0.316481593321427","0.292083565780106","0.340879620862747"
"Inexpensive","1988","Employed","vocational + Abi","22","","",""
"Inexpensive","1988","Employed","higher vocational","65","0.308327461439269","0.24495663403424","0.371698288844298"
"Inexpensive","1988","Employed","higher education","86","0.301139538223092","0.247309447116193","0.354969629329991"
"Reasonable","1988","Not Employed","in school","40","0.493431650370962","0.385220081837731","0.601643218904193"
"Reasonable","1988","Not Employed","inadequately","17","","",""
"Reasonable","1988","Not Employed","general elemantary","177","0.330869479618524","0.290231860981211","0.371507098255838"
"Reasonable","1988","Not Employed","middle vocational","238","0.328683784032732","0.294252931349175","0.363114636716288"
"Reasonable","1988","Not Employed","vocational + Abi","9","","",""
"Reasonable","1988","Not Employed","higher vocational","26","","",""
"Reasonable","1988","Not Employed","higher education","21","","",""
"Reasonable","1988","Employed","in school","2","","",""
"Reasonable","1988","Employed","inadequately","10","","",""
"Reasonable","1988","Employed","general elemantary","184","0.342480654178114","0.301092630218699","0.383868678137529"
"Reasonable","1988","Employed","middle vocational","557","0.406855253923759","0.381085771842049","0.432624736005468"
"Reasonable","1988","Employed","vocational + Abi","28","","",""
"Reasonable","1988","Employed","higher vocational","88","0.423320648481555","0.355519830351162","0.491121466611949"
"Reasonable","1988","Employed","higher education","131","0.467882814120187","0.409333989779268","0.526431638461107"
"Slightly Expensive","1988","Not Employed","in school","11","","",""
"Slightly Expensive","1988","Not Employed","inadequately","3","","",""
"Slightly Expensive","1988","Not Employed","general elemantary","31","0.0506287013649855","0.0316938927680216","0.0695635099619494"
"Slightly Expensive","1988","Not Employed","middle vocational","40","0.0513120728513469","0.0351399684382067","0.067484177264487"
"Slightly Expensive","1988","Not Employed","vocational + Abi","3","","",""
"Slightly Expensive","1988","Not Employed","higher vocational","10","","",""
"Slightly Expensive","1988","Not Employed","higher education","4","","",""
"Slightly Expensive","1988","Employed","in school","","","",""
"Slightly Expensive","1988","Employed","inadequately","4","","",""
"Slightly Expensive","1988","Employed","general elemantary","46","0.0845150441300299","0.0602548082462845","0.108775280013775"
"Slightly Expensive","1988","Employed","middle vocational","133","0.0955996115786017","0.0801750149392388","0.111024208217964"
"Slightly Expensive","1988","Employed","vocational + Abi","5","","",""
"Slightly Expensive","1988","Employed","higher vocational","15","","",""
"Slightly Expensive","1988","Employed","higher education","13","","",""
"Too Expensive","1988","Not Employed","in school","1","","",""
"Too Expensive","1988","Not Employed","inadequately","","","",""
"Too Expensive","1988","Not Employed","general elemantary","7","","",""
"Too Expensive","1988","Not Employed","middle vocational","6","","",""
"Too Expensive","1988","Not Employed","vocational + Abi","","","",""
"Too Expensive","1988","Not Employed","higher vocational","1","","",""
"Too Expensive","1988","Not Employed","higher education","1","","",""
"Too Expensive","1988","Employed","in school","","","",""
"Too Expensive","1988","Employed","inadequately","1","","",""
"Too Expensive","1988","Employed","general elemantary","7","","",""
"Too Expensive","1988","Employed","middle vocational","25","","",""
"Too Expensive","1988","Employed","vocational + Abi","","","",""
"Too Expensive","1988","Employed","higher vocational","5","","",""
"Too Expensive","1988","Employed","higher education","3","","",""
"Very Inexpensive","1989","Not Employed","in school","17","","",""
"Very Inexpensive","1989","Not Employed","inadequately","3","","",""
"Very Inexpensive","1989","Not Employed","general elemantary","121","0.259606570221663","0.221330976096662","0.297882164346664"
"Very Inexpensive","1989","Not Employed","middle vocational","164","0.233063456194885","0.201855139836328","0.264271772553442"
"Very Inexpensive","1989","Not Employed","vocational + Abi","9","","",""
"Very Inexpensive","1989","Not Employed","higher vocational","21","","",""
"Very Inexpensive","1989","Not Employed","higher education","18","","",""
"Very Inexpensive","1989","Employed","in school","1","","",""
"Very Inexpensive","1989","Employed","inadequately","3","","",""
"Very Inexpensive","1989","Employed","general elemantary","78","0.197970824035926","0.161195585440871","0.23474606263098"
"Very Inexpensive","1989","Employed","middle vocational","256","0.182636312446903","0.162368512139654","0.202904112754153"
"Very Inexpensive","1989","Employed","vocational + Abi","12","","",""
"Very Inexpensive","1989","Employed","higher vocational","37","0.173493408301528","0.121656891540013","0.225329925063043"
"Very Inexpensive","1989","Employed","higher education","60","0.205248533900563","0.158025853785826","0.252471214015299"
"Inexpensive","1989","Not Employed","in school","25","","",""
"Inexpensive","1989","Not Employed","inadequately","13","","",""
"Inexpensive","1989","Not Employed","general elemantary","215","0.43522836199367","0.391944315321549","0.478512408665791"
"Inexpensive","1989","Not Employed","middle vocational","276","0.40417150591321","0.367947455213626","0.440395556612795"
"Inexpensive","1989","Not Employed","vocational + Abi","11","","",""
"Inexpensive","1989","Not Employed","higher vocational","31","0.385217285659215","0.27857810368897","0.49185646762946"
"Inexpensive","1989","Not Employed","higher education","17","","",""
"Inexpensive","1989","Employed","in school","5","","",""
"Inexpensive","1989","Employed","inadequately","14","","",""
"Inexpensive","1989","Employed","general elemantary","180","0.386350963588612","0.341413262797171","0.431288664380053"
"Inexpensive","1989","Employed","middle vocational","482","0.353073788347892","0.328003144086458","0.378144432609327"
"Inexpensive","1989","Employed","vocational + Abi","23","","",""
"Inexpensive","1989","Employed","higher vocational","71","0.361749929286522","0.295973419744903","0.427526438828142"
"Inexpensive","1989","Employed","higher education","81","0.287272391464447","0.234366545026178","0.340178237902716"
"Reasonable","1989","Not Employed","in school","32","0.384289558657198","0.280267367045047","0.488311750269348"
"Reasonable","1989","Not Employed","inadequately","9","","",""
"Reasonable","1989","Not Employed","general elemantary","134","0.245624450370046","0.208043961732561","0.28320493900753"
"Reasonable","1989","Not Employed","middle vocational","236","0.326062467299041","0.291459466753911","0.360665467844171"
"Reasonable","1989","Not Employed","vocational + Abi","10","","",""
"Reasonable","1989","Not Employed","higher vocational","18","","",""
"Reasonable","1989","Not Employed","higher education","23","","",""
