"hlf0094","year","age_gr","pgisced97","n","percent","lower_confidence","upper_confidence"
"Reasonable","1991","66 and older","general elemantary","96","0.373335974947435","0.312769492560068","0.433902457334803"
"Reasonable","1991","66 and older","middle vocational","106","0.34213101384588","0.289318945971766","0.394943081719993"
"Reasonable","1991","66 and older","vocational + Abi","5","","",""
"Reasonable","1991","66 and older","higher vocational","23","","",""
"Reasonable","1991","66 and older","higher education","16","","",""
"Slightly Expensive","1991","16-34 y.","in school","5","","",""
"Slightly Expensive","1991","16-34 y.","inadequately","4","","",""
"Slightly Expensive","1991","16-34 y.","general elemantary","46","0.138273271800621","0.0991471864220139","0.177399357179227"
"Slightly Expensive","1991","16-34 y.","middle vocational","128","0.110807047237886","0.0902654804194985","0.131348614056274"
"Slightly Expensive","1991","16-34 y.","vocational + Abi","7","","",""
"Slightly Expensive","1991","16-34 y.","higher vocational","7","","",""
"Slightly Expensive","1991","16-34 y.","higher education","30","0.195974902376856","0.12465518041194","0.267294624341771"
"Slightly Expensive","1991","35-65 y.","in school","","","",""
"Slightly Expensive","1991","35-65 y.","inadequately","4","","",""
"Slightly Expensive","1991","35-65 y.","general elemantary","49","0.0851992464295785","0.0608501115414547","0.109548381317702"
"Slightly Expensive","1991","35-65 y.","middle vocational","212","0.0927514653697046","0.0786560511768418","0.106846879562567"
"Slightly Expensive","1991","35-65 y.","vocational + Abi","5","","",""
"Slightly Expensive","1991","35-65 y.","higher vocational","34","0.0922255358415235","0.057189737347116","0.127261334335931"
"Slightly Expensive","1991","35-65 y.","higher education","79","0.112773460164143","0.0845053830093047","0.141041537318982"
"Slightly Expensive","1991","66 and older","in school","","","",""
"Slightly Expensive","1991","66 and older","inadequately","","","",""
"Slightly Expensive","1991","66 and older","general elemantary","13","","",""
"Slightly Expensive","1991","66 and older","middle vocational","19","","",""
"Slightly Expensive","1991","66 and older","vocational + Abi","1","","",""
"Slightly Expensive","1991","66 and older","higher vocational","1","","",""
"Slightly Expensive","1991","66 and older","higher education","2","","",""
"Too Expensive","1991","16-34 y.","in school","2","","",""
"Too Expensive","1991","16-34 y.","inadequately","1","","",""
"Too Expensive","1991","16-34 y.","general elemantary","23","","",""
"Too Expensive","1991","16-34 y.","middle vocational","75","0.0550034572822936","0.0400836925987521","0.0699232219658352"
"Too Expensive","1991","16-34 y.","vocational + Abi","2","","",""
"Too Expensive","1991","16-34 y.","higher vocational","3","","",""
"Too Expensive","1991","16-34 y.","higher education","15","","",""
"Too Expensive","1991","35-65 y.","in school","","","",""
"Too Expensive","1991","35-65 y.","inadequately","","","",""
"Too Expensive","1991","35-65 y.","general elemantary","17","","",""
"Too Expensive","1991","35-65 y.","middle vocational","117","0.0457732327063444","0.0356180929486946","0.0559283724639942"
"Too Expensive","1991","35-65 y.","vocational + Abi","1","","",""
"Too Expensive","1991","35-65 y.","higher vocational","16","","",""
"Too Expensive","1991","35-65 y.","higher education","59","0.0723525162344253","0.0492002313370008","0.0955048011318499"
"Too Expensive","1991","66 and older","in school","","","",""
"Too Expensive","1991","66 and older","inadequately","1","","",""
"Too Expensive","1991","66 and older","general elemantary","6","","",""
"Too Expensive","1991","66 and older","middle vocational","11","","",""
"Too Expensive","1991","66 and older","vocational + Abi","","","",""
"Too Expensive","1991","66 and older","higher vocational","","","",""
"Too Expensive","1991","66 and older","higher education","2","","",""
"Very Inexpensive","1992","16-34 y.","in school","9","","",""
"Very Inexpensive","1992","16-34 y.","inadequately","4","","",""
"Very Inexpensive","1992","16-34 y.","general elemantary","33","0.138678650783805","0.0983409679647044","0.179016333602905"
"Very Inexpensive","1992","16-34 y.","middle vocational","92","0.14496115443794","0.120805336147941","0.169116972727938"
"Very Inexpensive","1992","16-34 y.","vocational + Abi","12","","",""
"Very Inexpensive","1992","16-34 y.","higher vocational","13","","",""
"Very Inexpensive","1992","16-34 y.","higher education","11","","",""
"Very Inexpensive","1992","35-65 y.","in school","","","",""
"Very Inexpensive","1992","35-65 y.","inadequately","2","","",""
"Very Inexpensive","1992","35-65 y.","general elemantary","78","0.175633098622716","0.141663686826349","0.209602510419083"
"Very Inexpensive","1992","35-65 y.","middle vocational","237","0.168110785683518","0.149763907253805","0.186457664113232"
"Very Inexpensive","1992","35-65 y.","vocational + Abi","8","","",""
"Very Inexpensive","1992","35-65 y.","higher vocational","28","","",""
"Very Inexpensive","1992","35-65 y.","higher education","56","0.1534137878663","0.120444501990043","0.186383073742558"
"Very Inexpensive","1992","66 and older","in school","","","",""
"Very Inexpensive","1992","66 and older","inadequately","1","","",""
"Very Inexpensive","1992","66 and older","general elemantary","47","0.205939176224209","0.153791078387593","0.258087274060826"
"Very Inexpensive","1992","66 and older","middle vocational","59","0.189841190843765","0.146394547751464","0.233287833936066"
"Very Inexpensive","1992","66 and older","vocational + Abi","1","","",""
"Very Inexpensive","1992","66 and older","higher vocational","10","","",""
"Very Inexpensive","1992","66 and older","higher education","13","","",""
"Inexpensive","1992","16-34 y.","in school","29","","",""
"Inexpensive","1992","16-34 y.","inadequately","8","","",""
"Inexpensive","1992","16-34 y.","general elemantary","87","0.310216963739047","0.256227058763336","0.364206868714758"
"Inexpensive","1992","16-34 y.","middle vocational","266","0.339862207497856","0.307363076614387","0.372361338381325"
"Inexpensive","1992","16-34 y.","vocational + Abi","23","","",""
"Inexpensive","1992","16-34 y.","higher vocational","17","","",""
"Inexpensive","1992","16-34 y.","higher education","31","0.255662100314035","0.172222602033933","0.339101598594137"
"Inexpensive","1992","35-65 y.","in school","","","",""
"Inexpensive","1992","35-65 y.","inadequately","10","","",""
"Inexpensive","1992","35-65 y.","general elemantary","160","0.348829377208011","0.306281441152629","0.391377313263394"
"Inexpensive","1992","35-65 y.","middle vocational","495","0.328932745180241","0.305882888673127","0.351982601687354"
"Inexpensive","1992","35-65 y.","vocational + Abi","12","","",""
"Inexpensive","1992","35-65 y.","higher vocational","78","0.337287235484148","0.279708671452821","0.394865799515474"
"Inexpensive","1992","35-65 y.","higher education","132","0.297893151992884","0.25605489217565","0.339731411810118"
"Inexpensive","1992","66 and older","in school","","","",""
"Inexpensive","1992","66 and older","inadequately","2","","",""
"Inexpensive","1992","66 and older","general elemantary","72","0.315030263147439","0.255126524069238","0.374934002225641"
"Inexpensive","1992","66 and older","middle vocational","131","0.417333868983581","0.362704318721585","0.471963419245577"
"Inexpensive","1992","66 and older","vocational + Abi","5","","",""
"Inexpensive","1992","66 and older","higher vocational","26","","",""
"Inexpensive","1992","66 and older","higher education","16","","",""
"Reasonable","1992","16-34 y.","in school","36","0.438139508176312","0.33008919318476","0.546189823167864"
"Reasonable","1992","16-34 y.","inadequately","15","","",""
"Reasonable","1992","16-34 y.","general elemantary","113","0.425684391906831","0.367975503390264","0.483393280423398"
"Reasonable","1992","16-34 y.","middle vocational","349","0.410953809606562","0.377196005178366","0.444711614034759"
"Reasonable","1992","16-34 y.","vocational + Abi","24","","",""
"Reasonable","1992","16-34 y.","higher vocational","38","0.566404090958378","0.454988216401891","0.677819965514865"
"Reasonable","1992","16-34 y.","higher education","41","0.411679800701855","0.317547190669647","0.505812410734063"
"Reasonable","1992","35-65 y.","in school","","","",""
"Reasonable","1992","35-65 y.","inadequately","27","","",""
"Reasonable","1992","35-65 y.","general elemantary","191","0.386061124904142","0.342598577751831","0.429523672056453"
"Reasonable","1992","35-65 y.","middle vocational","655","0.408006425324796","0.383894957738871","0.43211789291072"
"Reasonable","1992","35-65 y.","vocational + Abi","19","","",""
"Reasonable","1992","35-65 y.","higher vocational","106","0.414487545429573","0.354491583565536","0.47448350729361"
"Reasonable","1992","35-65 y.","higher education","185","0.414417254089672","0.369350653662097","0.459483854517247"
"Reasonable","1992","66 and older","in school","","","",""
"Reasonable","1992","66 and older","inadequately","3","","",""
"Reasonable","1992","66 and older","general elemantary","91","0.413775303590297","0.350263208484184","0.477287398696411"
"Reasonable","1992","66 and older","middle vocational","100","0.327709352379042","0.275709887428104","0.379708817329981"
"Reasonable","1992","66 and older","vocational + Abi","8","","",""
"Reasonable","1992","66 and older","higher vocational","15","","",""
"Reasonable","1992","66 and older","higher education","17","","",""
"Slightly Expensive","1992","16-34 y.","in school","5","","",""
"Slightly Expensive","1992","16-34 y.","inadequately","1","","",""
"Slightly Expensive","1992","16-34 y.","general elemantary","38","0.0914173435638296","0.0577801265795552","0.125054560548104"
"Slightly Expensive","1992","16-34 y.","middle vocational","81","0.078185326319986","0.0597654187448338","0.0966052338951382"
"Slightly Expensive","1992","16-34 y.","vocational + Abi","8","","",""
"Slightly Expensive","1992","16-34 y.","higher vocational","7","","",""
"Slightly Expensive","1992","16-34 y.","higher education","16","","",""
"Slightly Expensive","1992","35-65 y.","in school","","","",""
"Slightly Expensive","1992","35-65 y.","inadequately","6","","",""
"Slightly Expensive","1992","35-65 y.","general elemantary","41","0.0582244177284078","0.0373193845085271","0.0791294509482886"
"Slightly Expensive","1992","35-65 y.","middle vocational","156","0.0688692423306335","0.0564455800720594","0.0812929045892077"
"Slightly Expensive","1992","35-65 y.","vocational + Abi","6","","",""
"Slightly Expensive","1992","35-65 y.","higher vocational","41","0.126156018872726","0.0857199296344353","0.166592108111016"
"Slightly Expensive","1992","35-65 y.","higher education","61","0.101455623062333","0.0738339758067816","0.129077270317885"
"Slightly Expensive","1992","66 and older","in school","","","",""
"Slightly Expensive","1992","66 and older","inadequately","1","","",""
"Slightly Expensive","1992","66 and older","general elemantary","17","","",""
"Slightly Expensive","1992","66 and older","middle vocational","18","","",""
"Slightly Expensive","1992","66 and older","vocational + Abi","","","",""
"Slightly Expensive","1992","66 and older","higher vocational","4","","",""
"Slightly Expensive","1992","66 and older","higher education","4","","",""
"Too Expensive","1992","16-34 y.","in school","2","","",""
"Too Expensive","1992","16-34 y.","inadequately","1","","",""
"Too Expensive","1992","16-34 y.","general elemantary","11","","",""
"Too Expensive","1992","16-34 y.","middle vocational","28","","",""
"Too Expensive","1992","16-34 y.","vocational + Abi","","","",""
"Too Expensive","1992","16-34 y.","higher vocational","1","","",""
"Too Expensive","1992","16-34 y.","higher education","6","","",""
"Too Expensive","1992","35-65 y.","in school","","","",""
"Too Expensive","1992","35-65 y.","inadequately","","","",""
"Too Expensive","1992","35-65 y.","general elemantary","12","","",""
"Too Expensive","1992","35-65 y.","middle vocational","53","0.0260808014808118","0.0182617589085947","0.0338998440530289"
"Too Expensive","1992","35-65 y.","vocational + Abi","1","","",""
"Too Expensive","1992","35-65 y.","higher vocational","6","","",""
"Too Expensive","1992","35-65 y.","higher education","25","","",""
"Too Expensive","1992","66 and older","in school","","","",""
"Too Expensive","1992","66 and older","inadequately","","","",""
"Too Expensive","1992","66 and older","general elemantary","4","","",""
"Too Expensive","1992","66 and older","middle vocational","5","","",""
"Too Expensive","1992","66 and older","vocational + Abi","","","",""
"Too Expensive","1992","66 and older","higher vocational","1","","",""
"Too Expensive","1992","66 and older","higher education","1","","",""
"Very Inexpensive","1993","16-34 y.","in school","19","","",""
"Very Inexpensive","1993","16-34 y.","inadequately","3","","",""
"Very Inexpensive","1993","16-34 y.","general elemantary","40","0.147512211298937","0.104896931643072","0.190127490954802"
"Very Inexpensive","1993","16-34 y.","middle vocational","96","0.126992733783937","0.103919872081672","0.150065595486202"
"Very Inexpensive","1993","16-34 y.","vocational + Abi","15","","",""
"Very Inexpensive","1993","16-34 y.","higher vocational","17","","",""
"Very Inexpensive","1993","16-34 y.","higher education","15","","",""
"Very Inexpensive","1993","35-65 y.","in school","","","",""
"Very Inexpensive","1993","35-65 y.","inadequately","1","","",""
"Very Inexpensive","1993","35-65 y.","general elemantary","66","0.153291185073122","0.11985580278799","0.186726567358254"
"Very Inexpensive","1993","35-65 y.","middle vocational","237","0.160236269005424","0.142262172521443","0.178210365489405"
"Very Inexpensive","1993","35-65 y.","vocational + Abi","6","","",""
"Very Inexpensive","1993","35-65 y.","higher vocational","35","0.120597716504158","0.0799849147499486","0.161210518258366"
"Very Inexpensive","1993","35-65 y.","higher education","74","0.188017840019651","0.153562432580428","0.222473247458873"
"Very Inexpensive","1993","66 and older","in school","","","",""
"Very Inexpensive","1993","66 and older","inadequately","","","",""
"Very Inexpensive","1993","66 and older","general elemantary","44","0.203448149960867","0.151758447969704","0.255137851952029"
"Very Inexpensive","1993","66 and older","middle vocational","67","0.211835057224041","0.167135517734652","0.256534596713431"
"Very Inexpensive","1993","66 and older","vocational + Abi","1","","",""
"Very Inexpensive","1993","66 and older","higher vocational","10","","",""
"Very Inexpensive","1993","66 and older","higher education","11","","",""
"Inexpensive","1993","16-34 y.","in school","22","","",""
"Inexpensive","1993","16-34 y.","inadequately","10","","",""
"Inexpensive","1993","16-34 y.","general elemantary","81","0.323191387720661","0.266987015592575","0.379395759848748"
"Inexpensive","1993","16-34 y.","middle vocational","276","0.35384856426087","0.320714174752333","0.386982953769407"
"Inexpensive","1993","16-34 y.","vocational + Abi","17","","",""
"Inexpensive","1993","16-34 y.","higher vocational","22","","",""
"Inexpensive","1993","16-34 y.","higher education","23","","",""
"Inexpensive","1993","35-65 y.","in school","","","",""
"Inexpensive","1993","35-65 y.","inadequately","17","","",""
"Inexpensive","1993","35-65 y.","general elemantary","167","0.399849687463972","0.354386585924961","0.445312789002984"
"Inexpensive","1993","35-65 y.","middle vocational","562","0.360837748636182","0.337306247066567","0.384369250205797"
"Inexpensive","1993","35-65 y.","vocational + Abi","13","","",""
"Inexpensive","1993","35-65 y.","higher vocational","66","0.29793629979365","0.240900231072989","0.354972368514311"
"Inexpensive","1993","35-65 y.","higher education","145","0.282916880182791","0.243197835315408","0.322635925050174"
"Inexpensive","1993","66 and older","in school","","","",""
"Inexpensive","1993","66 and older","inadequately","4","","",""
"Inexpensive","1993","66 and older","general elemantary","89","0.369334086758404","0.307364370795541","0.431303802721268"
"Inexpensive","1993","66 and older","middle vocational","120","0.377342303714085","0.324316409223136","0.430368198205034"
"Inexpensive","1993","66 and older","vocational + Abi","6","","",""
"Inexpensive","1993","66 and older","higher vocational","15","","",""
"Inexpensive","1993","66 and older","higher education","24","","",""
"Reasonable","1993","16-34 y.","in school","33","0.360344532592525","0.255139836970668","0.465549228214382"
"Reasonable","1993","16-34 y.","inadequately","16","","",""
"Reasonable","1993","16-34 y.","general elemantary","114","0.415043615593709","0.355830776577407","0.474256454610011"
"Reasonable","1993","16-34 y.","middle vocational","347","0.422803934728004","0.38857177589039","0.457036093565618"
"Reasonable","1993","16-34 y.","vocational + Abi","33","0.350920745538178","0.240681754726918","0.461159736349439"
"Reasonable","1993","16-34 y.","higher vocational","31","0.474804874094595","0.363267438253184","0.586342309936005"
"Reasonable","1993","16-34 y.","higher education","42","0.487797935475976","0.386208801515338","0.589387069436615"
"Reasonable","1993","35-65 y.","in school","","","",""
"Reasonable","1993","35-65 y.","inadequately","22","","",""
"Reasonable","1993","35-65 y.","general elemantary","174","0.358357029166512","0.313854433144845","0.402859625188179"
"Reasonable","1993","35-65 y.","middle vocational","645","0.392472788156667","0.368546477205128","0.416399099108206"
"Reasonable","1993","35-65 y.","vocational + Abi","23","","",""
"Reasonable","1993","35-65 y.","higher vocational","119","0.487827011542789","0.42549073297722","0.550163290108357"
"Reasonable","1993","35-65 y.","higher education","208","0.419834537806833","0.376313460848744","0.463355614764922"
"Reasonable","1993","66 and older","in school","","","",""
"Reasonable","1993","66 and older","inadequately","1","","",""
"Reasonable","1993","66 and older","general elemantary","89","0.391471934323325","0.328801781626602","0.454142087020048"
"Reasonable","1993","66 and older","middle vocational","119","0.366103279255465","0.313403762013188","0.418802796497743"
"Reasonable","1993","66 and older","vocational + Abi","8","","",""
"Reasonable","1993","66 and older","higher vocational","20","","",""
"Reasonable","1993","66 and older","higher education","13","","",""
"Slightly Expensive","1993","16-34 y.","in school","5","","",""
"Slightly Expensive","1993","16-34 y.","inadequately","3","","",""
"Slightly Expensive","1993","16-34 y.","general elemantary","26","","",""
"Slightly Expensive","1993","16-34 y.","middle vocational","61","0.0763023242609285","0.0579057521735845","0.0946988963482724"
"Slightly Expensive","1993","16-34 y.","vocational + Abi","6","","",""
"Slightly Expensive","1993","16-34 y.","higher vocational","6","","",""
"Slightly Expensive","1993","16-34 y.","higher education","11","","",""
"Slightly Expensive","1993","35-65 y.","in school","","","",""
"Slightly Expensive","1993","35-65 y.","inadequately","3","","",""
"Slightly Expensive","1993","35-65 y.","general elemantary","30","0.0591226968578336","0.0372337797940603","0.081011613921607"
"Slightly Expensive","1993","35-65 y.","middle vocational","114","0.0631158010685638","0.0512006348220166","0.075030967315111"
"Slightly Expensive","1993","35-65 y.","vocational + Abi","1","","",""
"Slightly Expensive","1993","35-65 y.","higher vocational","23","","",""
"Slightly Expensive","1993","35-65 y.","higher education","53","0.0862107445287977","0.061459995980292","0.110961493077303"
"Slightly Expensive","1993","66 and older","in school","","","",""
"Slightly Expensive","1993","66 and older","inadequately","1","","",""
"Slightly Expensive","1993","66 and older","general elemantary","10","","",""
"Slightly Expensive","1993","66 and older","middle vocational","10","","",""
"Slightly Expensive","1993","66 and older","vocational + Abi","1","","",""
"Slightly Expensive","1993","66 and older","higher vocational","2","","",""
"Slightly Expensive","1993","66 and older","higher education","1","","",""
"Too Expensive","1993","16-34 y.","in school","1","","",""
"Too Expensive","1993","16-34 y.","inadequately","","","",""
"Too Expensive","1993","16-34 y.","general elemantary","5","","",""
"Too Expensive","1993","16-34 y.","middle vocational","20","","",""
"Too Expensive","1993","16-34 y.","vocational + Abi","1","","",""
"Too Expensive","1993","16-34 y.","higher vocational","1","","",""
"Too Expensive","1993","16-34 y.","higher education","2","","",""
"Too Expensive","1993","35-65 y.","in school","","","",""
"Too Expensive","1993","35-65 y.","inadequately","2","","",""
"Too Expensive","1993","35-65 y.","general elemantary","9","","",""
"Too Expensive","1993","35-65 y.","middle vocational","42","0.0233373931331632","0.0159398662688119","0.0307349199975145"
"Too Expensive","1993","35-65 y.","vocational + Abi","2","","",""
"Too Expensive","1993","35-65 y.","higher vocational","4","","",""
"Too Expensive","1993","35-65 y.","higher education","14","","",""
"Too Expensive","1993","66 and older","in school","","","",""
"Too Expensive","1993","66 and older","inadequately","","","",""
"Too Expensive","1993","66 and older","general elemantary","1","","",""
"Too Expensive","1993","66 and older","middle vocational","5","","",""
"Too Expensive","1993","66 and older","vocational + Abi","","","",""
"Too Expensive","1993","66 and older","higher vocational","","","",""
"Too Expensive","1993","66 and older","higher education","","","",""
"Very Inexpensive","1994","16-34 y.","in school","16","","",""
"Very Inexpensive","1994","16-34 y.","inadequately","1","","",""
"Very Inexpensive","1994","16-34 y.","general elemantary","25","","",""
"Very Inexpensive","1994","16-34 y.","middle vocational","92","0.130371425913967","0.106965671971474","0.153777179856459"
"Very Inexpensive","1994","16-34 y.","vocational + Abi","7","","",""
"Very Inexpensive","1994","16-34 y.","higher vocational","13","","",""
"Very Inexpensive","1994","16-34 y.","higher education","16","","",""
"Very Inexpensive","1994","35-65 y.","in school","","","",""
"Very Inexpensive","1994","35-65 y.","inadequately","4","","",""
"Very Inexpensive","1994","35-65 y.","general elemantary","74","0.192974395098937","0.155142904674365","0.230805885523508"
"Very Inexpensive","1994","35-65 y.","middle vocational","238","0.169937631929313","0.151540396391493","0.188334867467132"
"Very Inexpensive","1994","35-65 y.","vocational + Abi","3","","",""
"Very Inexpensive","1994","35-65 y.","higher vocational","49","0.193762236438989","0.144865782131245","0.242658690746733"
"Very Inexpensive","1994","35-65 y.","higher education","91","0.221043488600956","0.184924167356713","0.257162809845198"
"Very Inexpensive","1994","66 and older","in school","","","",""
"Very Inexpensive","1994","66 and older","inadequately","1","","",""
"Very Inexpensive","1994","66 and older","general elemantary","40","0.196615702270714","0.14479961202639","0.248431792515037"
"Very Inexpensive","1994","66 and older","middle vocational","71","0.217103175755783","0.173151534757552","0.261054816754013"
"Very Inexpensive","1994","66 and older","vocational + Abi","4","","",""
"Very Inexpensive","1994","66 and older","higher vocational","11","","",""
"Very Inexpensive","1994","66 and older","higher education","12","","",""
"Inexpensive","1994","16-34 y.","in school","27","","",""
"Inexpensive","1994","16-34 y.","inadequately","16","","",""
"Inexpensive","1994","16-34 y.","general elemantary","70","0.313183191109091","0.253114242571753","0.373252139646429"
"Inexpensive","1994","16-34 y.","middle vocational","246","0.315352878132786","0.283053339447932","0.34765241681764"
"Inexpensive","1994","16-34 y.","vocational + Abi","30","0.354907803510149","0.248721266396919","0.461094340623378"
"Inexpensive","1994","16-34 y.","higher vocational","24","","",""
"Inexpensive","1994","16-34 y.","higher education","28","","",""
"Inexpensive","1994","35-65 y.","in school","","","",""
"Inexpensive","1994","35-65 y.","inadequately","15","","",""
"Inexpensive","1994","35-65 y.","general elemantary","143","0.328589506597308","0.283561693211953","0.373617319982663"
"Inexpensive","1994","35-65 y.","middle vocational","519","0.338539500258483","0.315359733760361","0.361719266756605"
"Inexpensive","1994","35-65 y.","vocational + Abi","16","","",""
"Inexpensive","1994","35-65 y.","higher vocational","63","0.256150244085174","0.202149315272671","0.310151172897678"
"Inexpensive","1994","35-65 y.","higher education","130","0.247423296259359","0.209862067527939","0.284984524990779"
"Inexpensive","1994","66 and older","in school","","","",""
"Inexpensive","1994","66 and older","inadequately","2","","",""
"Inexpensive","1994","66 and older","general elemantary","88","0.406865007518897","0.342818446601371","0.470911568436424"
"Inexpensive","1994","66 and older","middle vocational","126","0.333696637514326","0.28342747399566","0.383965801032991"
"Inexpensive","1994","66 and older","vocational + Abi","2","","",""
"Inexpensive","1994","66 and older","higher vocational","22","","",""
"Inexpensive","1994","66 and older","higher education","20","","",""
"Reasonable","1994","16-34 y.","in school","47","0.476589890917699","0.37820600775374","0.574973774081658"
"Reasonable","1994","16-34 y.","inadequately","6","","",""
"Reasonable","1994","16-34 y.","general elemantary","100","0.453521511986825","0.389042877553176","0.518000146420475"
"Reasonable","1994","16-34 y.","middle vocational","355","0.441625378939615","0.407106683540466","0.476144074338763"
"Reasonable","1994","16-34 y.","vocational + Abi","31","0.418534996214014","0.309056589270994","0.528013403157034"
"Reasonable","1994","16-34 y.","higher vocational","32","0.402294258133143","0.291317230082941","0.513271286183345"
"Reasonable","1994","16-34 y.","higher education","50","0.388162977645643","0.29625332072547","0.480072634565815"
"Reasonable","1994","35-65 y.","in school","","","",""
"Reasonable","1994","35-65 y.","inadequately","20","","",""
"Reasonable","1994","35-65 y.","general elemantary","168","0.39277234428002","0.345955064963484","0.439589623596557"
"Reasonable","1994","35-65 y.","middle vocational","682","0.401876694769889","0.377861052920578","0.4258923366192"
"Reasonable","1994","35-65 y.","vocational + Abi","23","","",""
"Reasonable","1994","35-65 y.","higher vocational","116","0.44839469352012","0.386869118661761","0.509920268378479"
"Reasonable","1994","35-65 y.","higher education","223","0.445583314075186","0.40231930936209","0.488847318788282"
"Reasonable","1994","66 and older","in school","","","",""
"Reasonable","1994","66 and older","inadequately","1","","",""
"Reasonable","1994","66 and older","general elemantary","91","0.375701948551358","0.31256092977757","0.438842967325146"
"Reasonable","1994","66 and older","middle vocational","129","0.414800892258373","0.362276454835385","0.467325329681361"
"Reasonable","1994","66 and older","vocational + Abi","9","","",""
"Reasonable","1994","66 and older","higher vocational","18","","",""
"Reasonable","1994","66 and older","higher education","21","","",""
"Slightly Expensive","1994","16-34 y.","in school","7","","",""
"Slightly Expensive","1994","16-34 y.","inadequately","2","","",""
"Slightly Expensive","1994","16-34 y.","general elemantary","26","","",""
"Slightly Expensive","1994","16-34 y.","middle vocational","81","0.0946555804314998","0.0743065110444895","0.11500464981851"
"Slightly Expensive","1994","16-34 y.","vocational + Abi","9","","",""
"Slightly Expensive","1994","16-34 y.","higher vocational","6","","",""
"Slightly Expensive","1994","16-34 y.","higher education","13","","",""
"Slightly Expensive","1994","35-65 y.","in school","","","",""
"Slightly Expensive","1994","35-65 y.","inadequately","4","","",""
"Slightly Expensive","1994","35-65 y.","general elemantary","26","","",""
"Slightly Expensive","1994","35-65 y.","middle vocational","128","0.0688500768819747","0.0564474280948698","0.0812527256690796"
"Slightly Expensive","1994","35-65 y.","vocational + Abi","4","","",""
"Slightly Expensive","1994","35-65 y.","higher vocational","18","","",""
"Slightly Expensive","1994","35-65 y.","higher education","54","0.0737059621362898","0.0509618045605741","0.0964501197120054"
"Slightly Expensive","1994","66 and older","in school","","","",""
"Slightly Expensive","1994","66 and older","inadequately","","","",""
"Slightly Expensive","1994","66 and older","general elemantary","7","","",""
"Slightly Expensive","1994","66 and older","middle vocational","9","","",""
"Slightly Expensive","1994","66 and older","vocational + Abi","","","",""
"Slightly Expensive","1994","66 and older","higher vocational","","","",""
"Slightly Expensive","1994","66 and older","higher education","5","","",""
"Too Expensive","1994","16-34 y.","in school","2","","",""
"Too Expensive","1994","16-34 y.","inadequately","1","","",""
"Too Expensive","1994","16-34 y.","general elemantary","8","","",""
"Too Expensive","1994","16-34 y.","middle vocational","21","","",""
"Too Expensive","1994","16-34 y.","vocational + Abi","1","","",""
"Too Expensive","1994","16-34 y.","higher vocational","","","",""
"Too Expensive","1994","16-34 y.","higher education","1","","",""
"Too Expensive","1994","35-65 y.","in school","","","",""
"Too Expensive","1994","35-65 y.","inadequately","","","",""
"Too Expensive","1994","35-65 y.","general elemantary","7","","",""
"Too Expensive","1994","35-65 y.","middle vocational","34","0.0207960961603396","0.0138060522867769","0.0277861400339024"
"Too Expensive","1994","35-65 y.","vocational + Abi","","","",""
"Too Expensive","1994","35-65 y.","higher vocational","5","","",""
"Too Expensive","1994","35-65 y.","higher education","9","","",""
"Too Expensive","1994","66 and older","in school","","","",""
"Too Expensive","1994","66 and older","inadequately","","","",""
"Too Expensive","1994","66 and older","general elemantary","","","",""
"Too Expensive","1994","66 and older","middle vocational","3","","",""
"Too Expensive","1994","66 and older","vocational + Abi","","","",""
"Too Expensive","1994","66 and older","higher vocational","","","",""
"Too Expensive","1994","66 and older","higher education","","","",""
"Very Inexpensive","1995","16-34 y.","in school","18","","",""
"Very Inexpensive","1995","16-34 y.","inadequately","3","","",""
"Very Inexpensive","1995","16-34 y.","general elemantary","34","0.126853238905288","0.0851797891894201","0.168526688621156"
"Very Inexpensive","1995","16-34 y.","middle vocational","92","0.124519548371461","0.101318891152487","0.147720205590435"
"Very Inexpensive","1995","16-34 y.","vocational + Abi","10","","",""
"Very Inexpensive","1995","16-34 y.","higher vocational","13","","",""
"Very Inexpensive","1995","16-34 y.","higher education","15","","",""
"Very Inexpensive","1995","35-65 y.","in school","","","",""
"Very Inexpensive","1995","35-65 y.","inadequately","","","",""
"Very Inexpensive","1995","35-65 y.","general elemantary","60","0.169070156883201","0.131483641374292","0.20665667239211"
"Very Inexpensive","1995","35-65 y.","middle vocational","249","0.157749547846104","0.14003789862169","0.175461197070517"
"Very Inexpensive","1995","35-65 y.","vocational + Abi","6","","",""
"Very Inexpensive","1995","35-65 y.","higher vocational","40","0.144085599454368","0.101724074753589","0.186447124155147"
"Very Inexpensive","1995","35-65 y.","higher education","68","0.1486170805121","0.118943129082195","0.178291031942006"
"Very Inexpensive","1995","66 and older","in school","","","",""
"Very Inexpensive","1995","66 and older","inadequately","","","",""
"Very Inexpensive","1995","66 and older","general elemantary","48","0.245948353576686","0.190293034222099","0.301603672931272"
"Very Inexpensive","1995","66 and older","middle vocational","67","0.217936502257743","0.174118063694693","0.261754940820794"
"Very Inexpensive","1995","66 and older","vocational + Abi","3","","",""
"Very Inexpensive","1995","66 and older","higher vocational","12","","",""
"Very Inexpensive","1995","66 and older","higher education","16","","",""
"Inexpensive","1995","16-34 y.","in school","29","","",""
"Inexpensive","1995","16-34 y.","inadequately","3","","",""
"Inexpensive","1995","16-34 y.","general elemantary","62","0.288730251059515","0.231985151525739","0.345475350593292"
"Inexpensive","1995","16-34 y.","middle vocational","259","0.349731496967657","0.316221682348898","0.383241311586416"
