"hlf0094","year","e11103","n","percent","lower_confidence","upper_confidence"
"Very Inexpensive","1984","Full Time","442","0.242285409385394","0.223095180369686","0.261475638401102"
"Very Inexpensive","1984","Part Time","151","0.22703842516592","0.195435677760734","0.258641172571105"
"Very Inexpensive","1984","Not Working","524","0.293229852180011","0.2724345906622","0.314025113697823"
"Inexpensive","1984","Full Time","590","0.317673522914152","0.296821397730252","0.338525648098052"
"Inexpensive","1984","Part Time","208","0.315591588724567","0.280531211570183","0.350651965878951"
"Inexpensive","1984","Not Working","564","0.313925634963203","0.29272640023425","0.335124869692156"
"Reasonable","1984","Full Time","649","0.323147277112991","0.302200797543997","0.344093756681986"
"Reasonable","1984","Part Time","233","0.339303546450425","0.303585196174731","0.375021896726119"
"Reasonable","1984","Not Working","601","0.317741303528684","0.296473013535358","0.33900959352201"
"Slightly Expensive","1984","Full Time","168","0.0826112654050494","0.0702813516015239","0.0949411792085748"
"Slightly Expensive","1984","Part Time","58","0.0819256548571909","0.0612363884851699","0.102614921229212"
"Slightly Expensive","1984","Not Working","116","0.0581581454943048","0.0474672160193004","0.0688490749693091"
"Too Expensive","1984","Full Time","66","0.0342825251824126","0.0261331343056969","0.0424319160591283"
"Too Expensive","1984","Part Time","25","","",""
"Too Expensive","1984","Not Working","36","0.0169450638337966","0.0110494138050837","0.0228407138625094"
"Very Inexpensive","1985","Full Time","363","0.211565325231495","0.192681970334124","0.230448680128866"
"Very Inexpensive","1985","Part Time","138","0.206010828151524","0.176007274673207","0.236014381629842"
"Very Inexpensive","1985","Not Working","454","0.2747595185954","0.253626571083822","0.295892466106979"
"Inexpensive","1985","Full Time","545","0.309503019181959","0.288128941207554","0.330877097156363"
"Inexpensive","1985","Part Time","212","0.308066353574363","0.2738152366413","0.342317470507427"
"Inexpensive","1985","Not Working","536","0.318279349638987","0.296227240254532","0.340331459023441"
"Reasonable","1985","Full Time","686","0.374745903718993","0.352365352822785","0.397126454615201"
"Reasonable","1985","Part Time","252","0.360159991857796","0.324547381358402","0.39577260235719"
"Reasonable","1985","Not Working","573","0.323609840867524","0.301460939847034","0.345758741888014"
"Slightly Expensive","1985","Full Time","154","0.0769320972125982","0.0646111339334402","0.0892530604917563"
"Slightly Expensive","1985","Part Time","71","0.0915499451140662","0.0701555529828967","0.112944337245236"
"Slightly Expensive","1985","Not Working","125","0.0686654897353834","0.0566935425821195","0.0806374368886473"
"Too Expensive","1985","Full Time","49","0.0272536546549552","0.0197255399008382","0.0347817694090722"
"Too Expensive","1985","Part Time","25","","",""
"Too Expensive","1985","Not Working","26","","",""
"Very Inexpensive","1986","Full Time","273","0.15172086237126","0.135315510219674","0.168126214522847"
"Very Inexpensive","1986","Part Time","117","0.164075471377511","0.136795944932777","0.191354997822246"
"Very Inexpensive","1986","Not Working","384","0.22586767958643","0.206392859444842","0.245342499728018"
"Inexpensive","1986","Full Time","535","0.29539213016539","0.274529612473822","0.316254647856959"
"Inexpensive","1986","Part Time","217","0.316070450740781","0.281822933418791","0.350317968062771"
"Inexpensive","1986","Not Working","559","0.33053729390551","0.308628814363656","0.352445773447363"
"Reasonable","1986","Full Time","751","0.41078613371172","0.388288446215108","0.433283821208332"
"Reasonable","1986","Part Time","277","0.394295769855677","0.358298229732347","0.430293309979007"
"Reasonable","1986","Not Working","663","0.35889900943004","0.336558752464411","0.38123926639567"
"Slightly Expensive","1986","Full Time","222","0.114144407655515","0.0996031390154672","0.128685676295563"
"Slightly Expensive","1986","Part Time","73","0.0956353012253617","0.0739726115654113","0.117297990885312"
"Slightly Expensive","1986","Not Working","127","0.0652474752656697","0.0537455910997384","0.0767493594316011"
"Too Expensive","1986","Full Time","56","0.0279564660961149","0.0204180951037027","0.035494837088527"
"Too Expensive","1986","Part Time","24","","",""
"Too Expensive","1986","Not Working","38","0.0194485418123501","0.0130169640073675","0.0258801196173326"
"Very Inexpensive","1987","Full Time","290","0.157254114937006","0.140872234375538","0.173635995498474"
"Very Inexpensive","1987","Part Time","132","0.191988171240642","0.163298544161146","0.220677798320138"
"Very Inexpensive","1987","Not Working","328","0.195351447772804","0.176296252634449","0.214406642911159"
"Inexpensive","1987","Full Time","606","0.321639437602839","0.300619599419192","0.342659275786486"
"Inexpensive","1987","Part Time","237","0.320356607302175","0.286367778456424","0.354345436147926"
"Inexpensive","1987","Not Working","610","0.384000877136446","0.360625527180393","0.407376227092499"
"Reasonable","1987","Full Time","759","0.40207462519035","0.38001026946385","0.424138980916849"
"Reasonable","1987","Part Time","269","0.375325116872622","0.340054777028998","0.410595456716246"
"Reasonable","1987","Not Working","561","0.335318980177383","0.312628814160138","0.358009146194628"
"Slightly Expensive","1987","Full Time","191","0.0922101955245124","0.0791906283275636","0.105229762721461"
"Slightly Expensive","1987","Part Time","72","0.0940373144329155","0.0727762956048042","0.115298333261027"
"Slightly Expensive","1987","Not Working","114","0.0576636283588802","0.0464600714012545","0.068867185316506"
"Too Expensive","1987","Full Time","51","0.0268216267452931","0.0195513120884765","0.0340919414021097"
"Too Expensive","1987","Part Time","14","","",""
"Too Expensive","1987","Not Working","50","0.0276650665544859","0.0197823525396303","0.0355477805693415"
"Very Inexpensive","1988","Full Time","293","0.171027989475994","0.153526067576236","0.188529911375752"
"Very Inexpensive","1988","Part Time","107","0.149085996347894","0.123195394437897","0.174976598257892"
"Very Inexpensive","1988","Not Working","324","0.213958326558646","0.193375711530185","0.234540941587107"
"Inexpensive","1988","Full Time","578","0.319260106322072","0.297590793413248","0.340929419230896"
"Inexpensive","1988","Part Time","257","0.357017200427542","0.322189473288118","0.391844927566967"
"Inexpensive","1988","Not Working","552","0.377320255825525","0.352992581210397","0.401647930440654"
"Reasonable","1988","Full Time","715","0.404714075378997","0.381899143623016","0.427529007134979"
"Reasonable","1988","Part Time","296","0.404971203846651","0.369288155449919","0.440654252243382"
"Reasonable","1988","Not Working","530","0.338306030894366","0.314559693870094","0.362052367918638"
"Slightly Expensive","1988","Full Time","162","0.088618430707432","0.0754086879283717","0.101828173486492"
"Slightly Expensive","1988","Part Time","56","0.0754694656131315","0.0562683194940036","0.0946706117322595"
"Slightly Expensive","1988","Not Working","103","0.0587914285018567","0.0469851475906781","0.0705977094130353"
"Too Expensive","1988","Full Time","30","0.016379398115505","0.0104794935001612","0.0222793027308488"
"Too Expensive","1988","Part Time","11","","",""
"Too Expensive","1988","Not Working","16","","",""
"Very Inexpensive","1989","Full Time","303","0.178425698647668","0.160466866248939","0.196384531046397"
"Very Inexpensive","1989","Part Time","148","0.208721489606091","0.17905755691074","0.238385422301443"
"Very Inexpensive","1989","Not Working","358","0.248821917354634","0.227001493098163","0.270642341611105"
"Inexpensive","1989","Full Time","616","0.353792481710771","0.331364702377838","0.376220261043704"
"Inexpensive","1989","Part Time","248","0.349577313457624","0.314771649780775","0.384382977134474"
"Inexpensive","1989","Not Working","592","0.395404640028605","0.370727165866487","0.420082114190723"
"Reasonable","1989","Full Time","663","0.380210543727158","0.357440695209074","0.402980392245242"
"Reasonable","1989","Part Time","249","0.335754575541401","0.301283430139381","0.37022572094342"
"Reasonable","1989","Not Working","467","0.299759066036519","0.276635365783526","0.322882766289513"
"Slightly Expensive","1989","Full Time","142","0.0761051707698547","0.0636673492072335","0.0885429923324758"
"Slightly Expensive","1989","Part Time","62","0.0864152735874283","0.0659060070859477","0.106924540088909"
"Slightly Expensive","1989","Not Working","77","0.046837442256335","0.0361732616253589","0.0575016228873111"
"Too Expensive","1989","Full Time","22","","",""
"Too Expensive","1989","Part Time","14","","",""
