"hlf0094","year","e11102","sex","n","percent","lower_confidence","upper_confidence"
"Too Expensive","1999","Employed","Male","49","0.0251710011421283","0.0185954174627889","0.0317465848214678"
"Too Expensive","1999","Employed","Female","43","0.0278619053605965","0.0198575849335917","0.0358662257876013"
"Very Inexpensive","2000","Not Employed","Male","269","0.176388610635909","0.158064241880385","0.194712979391433"
"Very Inexpensive","2000","Not Employed","Female","411","0.158476636801664","0.144964626440838","0.171988647162491"
"Very Inexpensive","2000","Employed","Male","495","0.128359794865013","0.118117477152525","0.138602112577501"
"Very Inexpensive","2000","Employed","Female","400","0.135530912423524","0.123611648957558","0.14745017588949"
"Inexpensive","2000","Not Employed","Male","607","0.382606716534566","0.359240423093491","0.40597300997564"
"Inexpensive","2000","Not Employed","Female","1001","0.363617876911466","0.345819276351884","0.381416477471047"
"Inexpensive","2000","Employed","Male","1282","0.311862772119495","0.297677606743515","0.326047937495475"
"Inexpensive","2000","Employed","Female","981","0.31183860208198","0.295707442197857","0.327969761966104"
"Reasonable","2000","Not Employed","Male","649","0.361882318725735","0.3387794105122","0.38498522693927"
"Reasonable","2000","Not Employed","Female","1143","0.397005720096064","0.378902358089173","0.415109082102955"
"Reasonable","2000","Employed","Male","1830","0.4420179268626","0.426810869863208","0.457224983861991"
"Reasonable","2000","Employed","Female","1394","0.427560417284633","0.410333043414431","0.444787791154835"
"Slightly Expensive","2000","Not Employed","Male","121","0.071960871300487","0.0595368000974363","0.0843849425035377"
"Slightly Expensive","2000","Not Employed","Female","218","0.0708872086539116","0.061391608584887","0.0803828087229363"
"Slightly Expensive","2000","Employed","Male","404","0.0963951334581503","0.0873579740253599","0.105432292890941"
"Slightly Expensive","2000","Employed","Female","330","0.103811081116175","0.0931897940622033","0.114432368170147"
"Too Expensive","2000","Not Employed","Male","16","","",""
"Too Expensive","2000","Not Employed","Female","33","0.0100125575368945","0.00632879511816459","0.0136963199556245"
"Too Expensive","2000","Employed","Male","86","0.0213643726947413","0.0169367491022536","0.0257919962872289"
"Too Expensive","2000","Employed","Female","63","0.0212589870936875","0.0162360159600954","0.0262819582272796"
"Very Inexpensive","2001","Not Employed","Male","197","0.143381493443947","0.125894892301953","0.16086809458594"
"Very Inexpensive","2001","Not Employed","Female","334","0.152113076568501","0.137990155265836","0.166235997871165"
"Very Inexpensive","2001","Employed","Male","425","0.122354368727405","0.111796946605421","0.132911790849389"
"Very Inexpensive","2001","Employed","Female","321","0.113111913402013","0.101732491157446","0.124491335646581"
"Inexpensive","2001","Not Employed","Male","550","0.359924216160274","0.335975272621555","0.383873159698993"
"Inexpensive","2001","Not Employed","Female","834","0.33994648598098","0.321318446610534","0.358574525351427"
"Inexpensive","2001","Employed","Male","1125","0.301397086079057","0.286613722109006","0.316180450049107"
"Inexpensive","2001","Employed","Female","921","0.295295506978329","0.278906087634236","0.311684926322423"
"Reasonable","2001","Not Employed","Male","681","0.430399179614605","0.405694106217853","0.455104253011358"
"Reasonable","2001","Not Employed","Female","1106","0.433499259676712","0.41401128456958","0.452987234783844"
"Reasonable","2001","Employed","Male","1725","0.470249244100793","0.454169157103142","0.486329331098445"
"Reasonable","2001","Employed","Female","1409","0.487458838427712","0.469500548588131","0.505417128267294"
"Slightly Expensive","2001","Not Employed","Male","99","0.0574753693704331","0.0458621570113239","0.0690885817295423"
"Slightly Expensive","2001","Not Employed","Female","178","0.064732923705049","0.0550567706393863","0.0744090767707118"
"Slightly Expensive","2001","Employed","Male","357","0.0868252011230624","0.0777535068345914","0.0958968954115333"
"Slightly Expensive","2001","Employed","Female","263","0.0818630304733394","0.0720131882508477","0.0917128726958311"
"Too Expensive","2001","Not Employed","Male","16","","",""
"Too Expensive","2001","Not Employed","Female","32","0.00970825406875813","0.00585236579416892","0.0135641423433473"
"Too Expensive","2001","Employed","Male","69","0.0191740999696825","0.0147559342172833","0.0235922657220818"
"Too Expensive","2001","Employed","Female","62","0.0222707107186055","0.016969098254485","0.027572323182726"
"Very Inexpensive","2002","Not Employed","Male","239","0.154303557951801","0.137116466347493","0.171490649556109"
"Very Inexpensive","2002","Not Employed","Female","356","0.151752768645677","0.137980448408138","0.165525088883215"
"Very Inexpensive","2002","Employed","Male","491","0.124935531810732","0.114999514075676","0.134871549545789"
"Very Inexpensive","2002","Employed","Female","378","0.110123979789915","0.0996856799904609","0.120562279589369"
"Inexpensive","2002","Not Employed","Male","612","0.380797663959088","0.35769454572601","0.403900782192166"
"Inexpensive","2002","Not Employed","Female","846","0.32493374205205","0.306955460313403","0.342912023790698"
"Inexpensive","2002","Employed","Male","1247","0.287311835935217","0.273713809533535","0.3009098623369"
"Inexpensive","2002","Employed","Female","1029","0.297050559026854","0.281813494837067","0.31228762321664"
"Reasonable","2002","Not Employed","Male","716","0.393959092592456","0.370711193923853","0.41720699126106"
"Reasonable","2002","Not Employed","Female","1176","0.444580758641223","0.425505810444029","0.463655706838416"
"Reasonable","2002","Employed","Male","2016","0.48082713583465","0.465813017812977","0.495841253856323"
"Reasonable","2002","Employed","Female","1651","0.47796603814032","0.461309990149463","0.494622086131178"
"Slightly Expensive","2002","Not Employed","Male","111","0.0558272801006066","0.0449039230724959","0.0667506371287173"
"Slightly Expensive","2002","Not Employed","Female","205","0.0721265222747794","0.0621960603148158","0.0820569842347431"
"Slightly Expensive","2002","Employed","Male","447","0.0958267151586473","0.0869812946420553","0.104672135675239"
"Slightly Expensive","2002","Employed","Female","351","0.101453383412193","0.0913857442995157","0.11152102252487"
"Too Expensive","2002","Not Employed","Male","19","","",""
"Too Expensive","2002","Not Employed","Female","24","","",""
"Too Expensive","2002","Employed","Male","53","0.0110987812607533","0.00795057302710322","0.0142469894944035"
"Too Expensive","2002","Employed","Female","46","0.0134060396307188","0.00957123237090119","0.0172408468905364"
"Very Inexpensive","2003","Not Employed","Male","","","",""
"Very Inexpensive","2003","Not Employed","Female","","","",""
"Very Inexpensive","2003","Employed","Male","","","",""
"Very Inexpensive","2003","Employed","Female","","","",""
"Inexpensive","2003","Not Employed","Male","","","",""
"Inexpensive","2003","Not Employed","Female","","","",""
"Inexpensive","2003","Employed","Male","","","",""
"Inexpensive","2003","Employed","Female","","","",""
"Reasonable","2003","Not Employed","Male","","","",""
"Reasonable","2003","Not Employed","Female","","","",""
"Reasonable","2003","Employed","Male","","","",""
"Reasonable","2003","Employed","Female","","","",""
"Slightly Expensive","2003","Not Employed","Male","","","",""
"Slightly Expensive","2003","Not Employed","Female","","","",""
"Slightly Expensive","2003","Employed","Male","","","",""
"Slightly Expensive","2003","Employed","Female","","","",""
"Too Expensive","2003","Not Employed","Male","","","",""
"Too Expensive","2003","Not Employed","Female","","","",""
"Too Expensive","2003","Employed","Male","","","",""
"Too Expensive","2003","Employed","Female","","","",""
"Very Inexpensive","2004","Not Employed","Male","","","",""
"Very Inexpensive","2004","Not Employed","Female","","","",""
"Very Inexpensive","2004","Employed","Male","","","",""
"Very Inexpensive","2004","Employed","Female","","","",""
"Inexpensive","2004","Not Employed","Male","","","",""
"Inexpensive","2004","Not Employed","Female","","","",""
"Inexpensive","2004","Employed","Male","","","",""
"Inexpensive","2004","Employed","Female","","","",""
"Reasonable","2004","Not Employed","Male","","","",""
"Reasonable","2004","Not Employed","Female","","","",""
"Reasonable","2004","Employed","Male","","","",""
"Reasonable","2004","Employed","Female","","","",""
"Slightly Expensive","2004","Not Employed","Male","","","",""
"Slightly Expensive","2004","Not Employed","Female","","","",""
"Slightly Expensive","2004","Employed","Male","","","",""
"Slightly Expensive","2004","Employed","Female","","","",""
"Too Expensive","2004","Not Employed","Male","","","",""
"Too Expensive","2004","Not Employed","Female","","","",""
"Too Expensive","2004","Employed","Male","","","",""
"Too Expensive","2004","Employed","Female","","","",""
"Very Inexpensive","2005","Not Employed","Male","209","0.135838429569827","0.119570881586626","0.152105977553028"
"Very Inexpensive","2005","Not Employed","Female","263","0.121852588002288","0.108814286056003","0.134890889948573"
"Very Inexpensive","2005","Employed","Male","350","0.0869367813800502","0.0778302397153882","0.0960433230447122"
"Very Inexpensive","2005","Employed","Female","304","0.0917410775784279","0.0816606357196056","0.10182151943725"
"Inexpensive","2005","Not Employed","Male","559","0.32290727061849","0.300706079121144","0.345108462115836"
"Inexpensive","2005","Not Employed","Female","786","0.323334871307344","0.304691128057526","0.341978614557162"
"Inexpensive","2005","Employed","Male","1031","0.296221689306417","0.281463684669097","0.310979693943737"
"Inexpensive","2005","Employed","Female","861","0.276942135763717","0.261315198821038","0.292569072706395"
"Reasonable","2005","Not Employed","Male","818","0.476330103949072","0.452616579027967","0.500043628870176"
"Reasonable","2005","Not Employed","Female","1167","0.480327378924488","0.460413606840195","0.500241151008781"
"Reasonable","2005","Employed","Male","1896","0.515777151239282","0.499624085340237","0.531930217138328"
"Reasonable","2005","Employed","Female","1625","0.518569121939723","0.501120420501142","0.536017823378304"
"Slightly Expensive","2005","Not Employed","Male","109","0.061366316055154","0.049970999616108","0.0727616324941999"
"Slightly Expensive","2005","Not Employed","Female","171","0.0611030697752385","0.0515562127838254","0.0706499267666515"
"Slightly Expensive","2005","Employed","Male","338","0.084982937606255","0.0759696808670633","0.0939961943454466"
"Slightly Expensive","2005","Employed","Female","313","0.100621955637649","0.0901166103398516","0.111127300935447"
"Too Expensive","2005","Not Employed","Male","9","","",""
"Too Expensive","2005","Not Employed","Female","31","0.013382091990641","0.0088021872475453","0.0179619967337367"
"Too Expensive","2005","Employed","Male","62","0.0160814404679953","0.0120156656084414","0.0201472153275492"
"Too Expensive","2005","Employed","Female","47","0.0121257090804833","0.00830365147879905","0.0159477666821676"
"Very Inexpensive","2006","Not Employed","Male","242","0.130997219711094","0.116203003168203","0.145791436253985"
"Very Inexpensive","2006","Not Employed","Female","312","0.121105633024737","0.108797358866692","0.133413907182783"
"Very Inexpensive","2006","Employed","Male","395","0.0985471763031125","0.0891784930294696","0.107915859576755"
"Very Inexpensive","2006","Employed","Female","353","0.0997562279862999","0.0896249575760412","0.109887498396559"
"Inexpensive","2006","Not Employed","Male","668","0.341735658738002","0.320938899555225","0.362532417920779"
"Inexpensive","2006","Not Employed","Female","833","0.312573199014601","0.295085376071277","0.330061021957925"
"Inexpensive","2006","Employed","Male","1071","0.284342654297713","0.270163232029111","0.298522076566315"
"Inexpensive","2006","Employed","Female","911","0.271154024351889","0.256124690140685","0.286183358563094"
"Reasonable","2006","Not Employed","Male","909","0.441732264767367","0.419957615197565","0.46350691433717"
"Reasonable","2006","Not Employed","Female","1305","0.472598729508787","0.453763821237775","0.4914336377798"
"Reasonable","2006","Employed","Male","1966","0.499687805408678","0.483971339943468","0.515404270873888"
"Reasonable","2006","Employed","Female","1692","0.501907431961305","0.485003774679019","0.518811089243592"
"Slightly Expensive","2006","Not Employed","Male","153","0.0736852316602301","0.0622295781410324","0.0851408851794277"
"Slightly Expensive","2006","Not Employed","Female","216","0.0805655926977507","0.0702976880268296","0.0908334973686717"
"Slightly Expensive","2006","Employed","Male","408","0.106261577052564","0.0965748222654454","0.115948331839683"
"Slightly Expensive","2006","Employed","Female","357","0.11554912882188","0.104741410194725","0.126356847449034"
"Too Expensive","2006","Not Employed","Male","26","","",""
"Too Expensive","2006","Not Employed","Female","33","0.0131568457541239","0.00885805202451652","0.0174556394837312"
"Too Expensive","2006","Employed","Male","48","0.0111607869379321","0.00785864899258008","0.0144629248832842"
"Too Expensive","2006","Employed","Female","48","0.0116331868786258","0.00800806790461401","0.0152583058526376"
"Very Inexpensive","2007","Not Employed","Male","220","0.109465790923397","0.0954378731960571","0.123493708650737"
"Very Inexpensive","2007","Not Employed","Female","285","0.108288713417228","0.096156178513892","0.120421248320564"
"Very Inexpensive","2007","Employed","Male","351","0.0927581229845226","0.0832884937220695","0.102227752246976"
"Very Inexpensive","2007","Employed","Female","292","0.0823808782526821","0.0727809425178126","0.0919808139875516"
"Inexpensive","2007","Not Employed","Male","592","0.320753618303583","0.299782183443815","0.341725053163352"
"Inexpensive","2007","Not Employed","Female","780","0.307604970899773","0.289586353407538","0.325623588392007"
"Inexpensive","2007","Employed","Male","1049","0.297767129788768","0.282840065236973","0.312694194340563"
"Inexpensive","2007","Employed","Female","886","0.282760065797459","0.267035988956533","0.298484142638385"
"Reasonable","2007","Not Employed","Male","916","0.472344878999963","0.449914666852611","0.494775091147315"
"Reasonable","2007","Not Employed","Female","1227","0.502228877696051","0.482707363097414","0.521750392294687"
"Reasonable","2007","Employed","Male","1828","0.506899406838411","0.490579258176058","0.523219555500764"
"Reasonable","2007","Employed","Female","1605","0.505306509639334","0.487849516800564","0.522763502478104"
"Slightly Expensive","2007","Not Employed","Male","152","0.08084162695859","0.0685942977074388","0.0930889562097411"
"Slightly Expensive","2007","Not Employed","Female","191","0.0692716306501644","0.0593579025840332","0.0791853587162957"
"Slightly Expensive","2007","Employed","Male","326","0.0901254405240435","0.0807776296349703","0.0994732514131168"
"Slightly Expensive","2007","Employed","Female","321","0.113553473291969","0.102475753588789","0.124631192995149"
"Too Expensive","2007","Not Employed","Male","23","","",""
"Too Expensive","2007","Not Employed","Female","37","0.0126058073367846","0.00824990195479378","0.0169617127187753"
"Too Expensive","2007","Employed","Male","51","0.012449899864255","0.00883032174355102","0.0160694779849591"
"Too Expensive","2007","Employed","Female","47","0.0159990730185557","0.0116181153835314","0.02038003065358"
"Very Inexpensive","2008","Not Employed","Male","232","0.12863610890133","0.113122096024251","0.144150121778408"
"Very Inexpensive","2008","Not Employed","Female","275","0.114182227220797","0.101423911905113","0.12694054253648"
"Very Inexpensive","2008","Employed","Male","366","0.112154021582544","0.101647167207789","0.122660875957299"
"Very Inexpensive","2008","Employed","Female","312","0.100739306435054","0.0900029031014182","0.11147570976869"
"Inexpensive","2008","Not Employed","Male","576","0.316573854723937","0.295019936165162","0.338127773282712"
"Inexpensive","2008","Not Employed","Female","719","0.296933951251966","0.278604482691018","0.315263419812915"
"Inexpensive","2008","Employed","Male","906","0.252888019565383","0.238415189941639","0.267360849189127"
"Inexpensive","2008","Employed","Female","802","0.248835539193797","0.233413554977348","0.264257523410247"
"Reasonable","2008","Not Employed","Male","837","0.46930407846905","0.446178481103253","0.492429675834847"
"Reasonable","2008","Not Employed","Female","1186","0.495167352245484","0.475110092466796","0.515224612024173"
"Reasonable","2008","Employed","Male","1808","0.512808116841189","0.496165410929778","0.529450822752601"
"Reasonable","2008","Employed","Female","1562","0.528941851209693","0.511136204157304","0.546747498262082"
"Slightly Expensive","2008","Not Employed","Male","130","0.0768135613446295","0.0644738051439965","0.0891533175452626"
"Slightly Expensive","2008","Not Employed","Female","178","0.0799795315875229","0.0690974981902709","0.090861564984775"
"Slightly Expensive","2008","Employed","Male","333","0.107551266540051","0.0972356337291988","0.117866899350904"
"Slightly Expensive","2008","Employed","Female","295","0.106202338813275","0.095212199897602","0.117192477728948"
"Too Expensive","2008","Not Employed","Male","14","","",""
"Too Expensive","2008","Not Employed","Female","29","","",""
"Too Expensive","2008","Employed","Male","52","0.0145985754708323","0.0106050330306629","0.0185921179110018"
"Too Expensive","2008","Employed","Female","48","0.0152809643481804","0.0109052588720378","0.0196566698243231"
"Very Inexpensive","2009","Not Employed","Male","219","0.147990032870041","0.131070573468523","0.164909492271559"
"Very Inexpensive","2009","Not Employed","Female","260","0.122696349962478","0.108961668049076","0.136431031875879"
"Very Inexpensive","2009","Employed","Male","353","0.0992152566227617","0.0889719261444178","0.109458587101105"
"Very Inexpensive","2009","Employed","Female","315","0.120026759394364","0.10810559140484","0.131947927383887"
"Inexpensive","2009","Not Employed","Male","554","0.31642365045685","0.294263337254366","0.338583963659334"
"Inexpensive","2009","Not Employed","Female","676","0.315426959125769","0.295973935385533","0.334879982866006"
"Inexpensive","2009","Employed","Male","910","0.29217551967281","0.27659341399215","0.307757625353469"
"Inexpensive","2009","Employed","Female","779","0.269224702322983","0.25295444518307","0.285494959462896"
"Reasonable","2009","Not Employed","Male","784","0.451235740187341","0.427525138966969","0.474946341407714"
"Reasonable","2009","Not Employed","Female","1061","0.463026336010538","0.442152265028682","0.483900406992395"
"Reasonable","2009","Employed","Male","1669","0.498352609674896","0.481220569246285","0.515484650103508"
"Reasonable","2009","Employed","Female","1454","0.499050442391019","0.480709812124894","0.517391072657144"
"Slightly Expensive","2009","Not Employed","Male","120","0.0729519277728684","0.0605606119663562","0.0853432435793806"
"Slightly Expensive","2009","Not Employed","Female","176","0.084843376856382","0.0731783833206917","0.0965083703920724"
"Slightly Expensive","2009","Employed","Male","298","0.0953987357673222","0.0853330968166854","0.105464374717959"
"Slightly Expensive","2009","Employed","Female","269","0.0968933884377008","0.0860425919663873","0.107744184909014"
"Too Expensive","2009","Not Employed","Male","15","","",""
"Too Expensive","2009","Not Employed","Female","19","","",""
"Too Expensive","2009","Employed","Male","42","0.0148578782622105","0.010712451129349","0.019003305395072"
"Too Expensive","2009","Employed","Female","38","0.0148047074539335","0.0103746831000619","0.019234731807805"
"Very Inexpensive","2010","Not Employed","Male","209","0.124688421891617","0.109089310726586","0.140287533056647"
"Very Inexpensive","2010","Not Employed","Female","276","0.115985459043384","0.103641647162432","0.128329270924335"
"Very Inexpensive","2010","Employed","Male","371","0.0887495444135319","0.0801653462364964","0.0973337425905674"
"Very Inexpensive","2010","Employed","Female","333","0.0862338217897114","0.0771938107963084","0.0952738327831144"
"Inexpensive","2010","Not Employed","Male","535","0.30836734219189","0.286561272939218","0.330173411444562"
"Inexpensive","2010","Not Employed","Female","769","0.308167091374659","0.290367437586537","0.325966745162782"
"Inexpensive","2010","Employed","Male","1130","0.270755171912156","0.257342266888541","0.284168076935771"
"Inexpensive","2010","Employed","Female","958","0.245929078804463","0.232060765629481","0.259797391979444"
"Reasonable","2010","Not Employed","Male","826","0.47539824513809","0.451817956928798","0.498978533347381"
"Reasonable","2010","Not Employed","Female","1296","0.491526853283457","0.472254912478757","0.510798794088157"
"Reasonable","2010","Employed","Male","2210","0.524315300703325","0.509240428231219","0.539390173175432"
"Reasonable","2010","Employed","Female","1963","0.540498818535077","0.524449622098723","0.556548014971432"
"Slightly Expensive","2010","Not Employed","Male","135","0.0785705085588415","0.0658657537334081","0.0912752633842749"
"Slightly Expensive","2010","Not Employed","Female","199","0.0676109826943066","0.0579321046862643","0.0772898607023489"
"Slightly Expensive","2010","Employed","Male","428","0.101250588706462","0.0921448354484327","0.110356341964491"
"Slightly Expensive","2010","Employed","Female","395","0.112225368748142","0.102060319481557","0.122390418014726"
"Too Expensive","2010","Not Employed","Male","18","","",""
"Too Expensive","2010","Not Employed","Female","45","0.0167096136041931","0.0117683056898069","0.0216509215185792"
"Too Expensive","2010","Employed","Male","77","0.0149293942645248","0.011268791835294","0.0185899966937555"
"Too Expensive","2010","Employed","Female","55","0.0151129121226075","0.0111839313596394","0.0190418928855756"
"Very Inexpensive","2011","Not Employed","Male","255","0.123438933302253","0.109482705421468","0.137395161183038"
"Very Inexpensive","2011","Not Employed","Female","307","0.104833542113342","0.0941340345261716","0.115533049700512"
"Very Inexpensive","2011","Employed","Male","421","0.0855418915854261","0.0777747512409112","0.0933090319299411"
"Very Inexpensive","2011","Employed","Female","402","0.081522700245673","0.0734883827190196","0.0895570177723264"
"Inexpensive","2011","Not Employed","Male","602","0.28671484367127","0.267527822027826","0.305901865314715"
"Inexpensive","2011","Not Employed","Female","948","0.298934247018635","0.282944964618355","0.314923529418916"
"Inexpensive","2011","Employed","Male","1428","0.286718322455454","0.274159524380198","0.299277120530709"
"Inexpensive","2011","Employed","Female","1217","0.274753817676906","0.261647216227729","0.287860419126084"
"Reasonable","2011","Not Employed","Male","1077","0.500654583054298","0.479440683135598","0.521868482972998"
"Reasonable","2011","Not Employed","Female","1587","0.502039979305833","0.484576605494923","0.519503353116743"
"Reasonable","2011","Employed","Male","2589","0.522705717305361","0.508834596264861","0.53657683834586"
"Reasonable","2011","Employed","Female","2348","0.53350971830001","0.518862067843086","0.548157368756934"
"Slightly Expensive","2011","Not Employed","Male","166","0.0747711266123287","0.0636116857695101","0.0859305674551473"
"Slightly Expensive","2011","Not Employed","Female","262","0.0812092020253952","0.0716686676495622","0.0907497364012281"
"Slightly Expensive","2011","Employed","Male","465","0.0906444287345042","0.0826713281265793","0.0986175293424292"
"Slightly Expensive","2011","Employed","Female","425","0.0979941680897312","0.0892648506287783","0.106723485550684"
"Too Expensive","2011","Not Employed","Male","34","0.0144205133598497","0.009362417311102","0.0194786094085973"
"Too Expensive","2011","Not Employed","Female","45","0.0129830295367949","0.00902925324232514","0.0169368058312647"
"Too Expensive","2011","Employed","Male","78","0.0143896399192553","0.0110823869631424","0.0176968928753681"
"Too Expensive","2011","Employed","Female","64","0.0122195956876791","0.00899382031922552","0.0154453710561326"
"Very Inexpensive","2012","Not Employed","Male","245","0.106445071452309","0.0935841039957517","0.119306038908866"
"Very Inexpensive","2012","Not Employed","Female","322","0.109467893334335","0.0982370811803086","0.120698705488362"
"Very Inexpensive","2012","Employed","Male","390","0.0814124046815628","0.0736485633436066","0.089176246019519"
"Very Inexpensive","2012","Employed","Female","377","0.0849158367350838","0.0767712941109421","0.0930603793592256"
"Inexpensive","2012","Not Employed","Male","680","0.30186557966746","0.282721849860242","0.321009309474677"
"Inexpensive","2012","Not Employed","Female","911","0.297760472906707","0.281312243652973","0.31420870216044"
"Inexpensive","2012","Employed","Male","1394","0.288005146493654","0.2751490351984","0.300861257788907"
"Inexpensive","2012","Employed","Female","1250","0.265666288985346","0.252761325154681","0.278571252816012"
"Reasonable","2012","Not Employed","Male","1075","0.489339482989939","0.468493542060953","0.510185423918926"
"Reasonable","2012","Not Employed","Female","1473","0.50091501398532","0.482929938318171","0.518900089652469"
"Reasonable","2012","Employed","Male","2480","0.521479795009892","0.507297714217337","0.535661875802447"
"Reasonable","2012","Employed","Female","2371","0.529664704206074","0.51508172903436","0.544247679377787"
"Slightly Expensive","2012","Not Employed","Male","178","0.0864673675439995","0.0747470768227414","0.0981876582652575"
"Slightly Expensive","2012","Not Employed","Female","219","0.0732819876235155","0.0639081934221986","0.0826557818248324"
"Slightly Expensive","2012","Employed","Male","426","0.095304379869613","0.0869679760133943","0.103640783725832"
"Slightly Expensive","2012","Employed","Female","437","0.103802759478931","0.0948913154288563","0.112714203529006"
"Too Expensive","2012","Not Employed","Male","31","0.0158824983462926","0.0106689534214404","0.0210960432711448"
"Too Expensive","2012","Not Employed","Female","44","0.0185746321501221","0.0137180387779982","0.023431225522246"
"Too Expensive","2012","Employed","Male","76","0.0137982739452783","0.0104864569333888","0.0171100909571677"
"Too Expensive","2012","Employed","Female","65","0.0159504105945651","0.0122899455837713","0.0196108756053589"
"Very Inexpensive","2013","Not Employed","Male","261","0.103970765187112","0.0922205098964275","0.115721020477797"
"Very Inexpensive","2013","Not Employed","Female","326","0.0992110395897508","0.0889600674890735","0.109462011690428"
"Very Inexpensive","2013","Employed","Male","429","0.0972051940141069","0.0885160574882082","0.105894330540006"
"Very Inexpensive","2013","Employed","Female","420","0.100375766389966","0.0914231603254713","0.109328372454461"
"Inexpensive","2013","Not Employed","Male","780","0.30720464661169","0.289444482862415","0.324964810360964"
"Inexpensive","2013","Not Employed","Female","985","0.319338387189995","0.303351470316357","0.335325304063633"
"Inexpensive","2013","Employed","Male","1306","0.295555647492581","0.282171819809884","0.308939475175279"
"Inexpensive","2013","Employed","Female","1205","0.281392045014689","0.267995081238377","0.294789008791001"
"Reasonable","2013","Not Employed","Male","1276","0.489275809134892","0.470031572928265","0.508520045341519"
"Reasonable","2013","Not Employed","Female","1620","0.482843008176832","0.465707866580694","0.499978149772971"
"Reasonable","2013","Employed","Male","2271","0.496803207362194","0.482137652900438","0.51146876182395"
"Reasonable","2013","Employed","Female","2271","0.504835728952153","0.489940260808407","0.519731197095899"
"Slightly Expensive","2013","Not Employed","Male","220","0.0826640086614672","0.0720628571867737","0.0932651601361606"
"Slightly Expensive","2013","Not Employed","Female","284","0.0858221305740879","0.0762173262500071","0.0954269348981687"
"Slightly Expensive","2013","Employed","Male","406","0.0989088437038776","0.0901521676130357","0.107665519794719"
"Slightly Expensive","2013","Employed","Female","381","0.0971586539892578","0.0883349500155308","0.105982357962985"
"Too Expensive","2013","Not Employed","Male","55","0.0168847704048385","0.0119247851644164","0.0218447556452606"
"Too Expensive","2013","Not Employed","Female","52","0.0127854344693338","0.00893298415472978","0.0166378847839378"
"Too Expensive","2013","Employed","Male","53","0.01152710742724","0.00839613017963682","0.0146580846748432"
"Too Expensive","2013","Employed","Female","51","0.0162378056539338","0.0124723876143502","0.0200032236935173"
"Very Inexpensive","2014","Not Employed","Male","249","0.118137864407518","0.104127985423525","0.132147743391512"
"Very Inexpensive","2014","Not Employed","Female","303","0.120170388901584","0.107710124967736","0.132630652835431"
"Very Inexpensive","2014","Employed","Male","429","0.108768130632544","0.0995601772581555","0.117976084006933"
"Very Inexpensive","2014","Employed","Female","426","0.106591730339046","0.0973509190765427","0.11583254160155"
"Inexpensive","2014","Not Employed","Male","633","0.307214847207248","0.287190430964084","0.327239263450413"
"Inexpensive","2014","Not Employed","Female","789","0.299035960409165","0.28149154914715","0.31658037167118"
"Inexpensive","2014","Employed","Male","1276","0.293121491272897","0.279659380958464","0.30658360158733"
"Inexpensive","2014","Employed","Female","1234","0.297753081109542","0.284060150313385","0.3114460119057"
"Reasonable","2014","Not Employed","Male","985","0.474392381758408","0.452718377375869","0.496066386140946"
"Reasonable","2014","Not Employed","Female","1289","0.47933592443896","0.4601921302135","0.498479718664419"
"Reasonable","2014","Employed","Male","2288","0.49831402678539","0.483526877388153","0.513101176182628"
"Reasonable","2014","Employed","Female","2223","0.488700302207196","0.473731659169137","0.503668945245254"
"Slightly Expensive","2014","Not Employed","Male","146","0.0880913807391067","0.0757892072575895","0.100393554220624"
"Slightly Expensive","2014","Not Employed","Female","195","0.086265528659039","0.0755068764138982","0.0970241809041797"
"Slightly Expensive","2014","Employed","Male","334","0.0872340117258391","0.0788887574797076","0.0955792659719705"
"Slightly Expensive","2014","Employed","Female","347","0.0949973039813104","0.0862171135252777","0.103777494437343"
"Too Expensive","2014","Not Employed","Male","26","","",""
"Too Expensive","2014","Not Employed","Female","40","0.0151921975912528","0.0105049784159395","0.0198794167665662"
"Too Expensive","2014","Employed","Male","65","0.0125623395833293","0.00926846519545062","0.015856213971208"
"Too Expensive","2014","Employed","Female","54","0.0119575823629051","0.00870271837517713","0.0152124463506331"
