"hlf0094","year","age_gr","sex","n","percent","lower_confidence","upper_confidence","value"
"Inexpensive","1984","16-34 y.","Male","210","0.311852504535094","0.277337301796733","0.346367707273455","2"
"Inexpensive","1984","16-34 y.","Female","183","0.306005494473013","0.269731542423565","0.342279446522462","2"
"Inexpensive","1984","35-65 y.","Male","394","0.318593959194575","0.292918123585701","0.34426979480345","2"
"Inexpensive","1984","35-65 y.","Female","405","0.321356594640851","0.295941453380697","0.346771735901004","2"
"Inexpensive","1984","66 and older","Male","74","0.30536874459745","0.248048015894321","0.362689473300578","2"
"Inexpensive","1984","66 and older","Female","96","0.316376598849145","0.264522930206989","0.368230267491301","2"
"Reasonable","1984","16-34 y.","Female","220","0.333582171894293","0.296469094636298","0.370695249152288","3"
"Reasonable","1984","16-34 y.","Male","239","0.337348327069918","0.3021212204736","0.372575433666235","3"
"Reasonable","1984","35-65 y.","Male","415","0.317925249659904","0.292263791825542","0.343586707494265","3"
"Reasonable","1984","35-65 y.","Female","417","0.311941531567918","0.28672836602809","0.337154697107746","3"
"Reasonable","1984","66 and older","Male","87","0.341922366846463","0.282885327315913","0.400959406377014","3"
"Reasonable","1984","66 and older","Female","105","0.323118198829465","0.270974002321222","0.375262395337708","3"
"Slightly Expensive","1984","16-34 y.","Female","57","0.0882548605728666","0.0659264252237755","0.110583295921958","4"
"Slightly Expensive","1984","35-65 y.","Male","107","0.0807134560722947","0.0657027454822745","0.0957241666623149","4"
"Slightly Expensive","1984","66 and older","Male","8","","","","4"
"Slightly Expensive","1984","16-34 y.","Male","59","0.082790420842947","0.0622589822838131","0.103321859402081","4"
"Slightly Expensive","1984","35-65 y.","Female","100","0.0704701455848448","0.0565413886811426","0.0843989024885471","4"
"Slightly Expensive","1984","66 and older","Female","11","","","","4"
"Too Expensive","1984","16-34 y.","Male","27","","","","5"
"Too Expensive","1984","16-34 y.","Female","22","","","","5"
"Too Expensive","1984","35-65 y.","Male","40","0.0308686212008433","0.0213373073209614","0.0403999350807253","5"
"Too Expensive","1984","35-65 y.","Female","34","0.023987522460769","0.0156603322481171","0.0323147126734208","5"
"Too Expensive","1984","66 and older","Male","1","","","","5"
"Too Expensive","1984","66 and older","Female","3","","","","5"
"Very Inexpensive","1984","16-34 y.","Male","157","0.22712622422376","0.195909813215913","0.258342635231607","1"
"Very Inexpensive","1984","16-34 y.","Female","138","0.238660121829377","0.205107113520415","0.272213130138339","1"
"Very Inexpensive","1984","35-65 y.","Male","309","0.251898713872383","0.227976795506438","0.275820632238328","1"
"Very Inexpensive","1984","35-65 y.","Female","341","0.272244205745617","0.248019960112256","0.296468451378978","1"
"Very Inexpensive","1984","66 and older","Male","78","0.31390797780052","0.256149649903822","0.371666305697217","1"
"Very Inexpensive","1984","66 and older","Female","94","0.31609566949539","0.264254379332499","0.367936959658281","1"
"Inexpensive","1985","16-34 y.","Female","184","0.314763865344412","0.277572061463774","0.351955669225049","2"
"Inexpensive","1985","16-34 y.","Male","201","0.293909421553492","0.260186433835247","0.327632409271737","2"
"Inexpensive","1985","35-65 y.","Male","360","0.304260528589339","0.278108625821719","0.330412431356959","2"
"Inexpensive","1985","35-65 y.","Female","388","0.313649508235512","0.287907876174245","0.33939114029678","2"
"Inexpensive","1985","66 and older","Male","73","0.348833282434031","0.284677587259189","0.412988977608874","2"
"Inexpensive","1985","66 and older","Female","87","0.345387612023714","0.287590397940659","0.40318482610677","2"
"Reasonable","1985","16-34 y.","Female","229","0.385661569942923","0.346681581679831","0.424641558206016","3"
"Reasonable","1985","16-34 y.","Male","270","0.380845938925145","0.344898901035714","0.416792976814575","3"
"Reasonable","1985","35-65 y.","Male","444","0.366648721570009","0.33925793038976","0.394039512750258","3"
"Reasonable","1985","35-65 y.","Female","438","0.343457449491991","0.317111812253395","0.369803086730588","3"
"Reasonable","1985","66 and older","Male","54","0.251130679257665","0.192754849631369","0.30950650888396","3"
"Reasonable","1985","66 and older","Female","76","0.282222028097503","0.22751389003214","0.336930166162866","3"
"Slightly Expensive","1985","16-34 y.","Female","60","0.0912579551341635","0.0681963061586687","0.114319604109658","4"
"Slightly Expensive","1985","16-34 y.","Male","66","0.0861799661319107","0.0654058488539753","0.106954083409846","4"
"Slightly Expensive","1985","35-65 y.","Male","99","0.0759820631992506","0.0609210945110503","0.0910430318874509","4"
"Slightly Expensive","1985","66 and older","Male","9","","","","4"
"Slightly Expensive","1985","35-65 y.","Female","100","0.073478310012559","0.0590023233864484","0.0879542966386695","4"
"Slightly Expensive","1985","66 and older","Female","16","","","","4"
"Too Expensive","1985","16-34 y.","Male","21","","","","5"
"Too Expensive","1985","16-34 y.","Female","15","","","","5"
"Too Expensive","1985","35-65 y.","Male","30","0.0263272759642356","0.0172267471592478","0.0354278047692233","5"
"Too Expensive","1985","35-65 y.","Female","29","","","","5"
"Too Expensive","1985","66 and older","Male","2","","","","5"
"Too Expensive","1985","66 and older","Female","3","","","","5"
"Very Inexpensive","1985","16-34 y.","Male","143","0.208747800375956","0.178662281837814","0.238833318914099","1"
"Very Inexpensive","1985","16-34 y.","Female","111","0.18825935207637","0.156953782732283","0.219564921420456","1"
"Very Inexpensive","1985","35-65 y.","Male","256","0.226781410677165","0.202979488371953","0.250583332982378","1"
"Very Inexpensive","1985","35-65 y.","Female","293","0.245309027106925","0.221437393448607","0.269180660765242","1"
"Very Inexpensive","1985","66 and older","Male","74","0.351191220073491","0.286935714564006","0.415446725582976","1"
"Very Inexpensive","1985","66 and older","Female","78","0.298668447911612","0.243037331123838","0.354299564699385","1"
"Inexpensive","1986","16-34 y.","Male","208","0.291294771673472","0.2585804326337","0.324009110713245","2"
"Inexpensive","1986","16-34 y.","Female","158","0.259877568028699","0.225272342053479","0.294482794003919","2"
"Inexpensive","1986","35-65 y.","Male","356","0.299197648911195","0.273213725196801","0.325181572625589","2"
"Inexpensive","1986","66 and older","Male","88","0.400323522393763","0.336585406131291","0.464061638656235","2"
"Inexpensive","1986","35-65 y.","Female","405","0.329168037687474","0.303272881736253","0.355063193638695","2"
"Inexpensive","1986","66 and older","Female","96","0.36289105421539","0.3058533876225","0.41992872080828","2"
"Reasonable","1986","16-34 y.","Female","255","0.415541389449596","0.376655724178011","0.454427054721182","3"
"Reasonable","1986","16-34 y.","Male","301","0.409737834853611","0.374328766973514","0.445146902733707","3"
"Reasonable","1986","35-65 y.","Male","479","0.402193363860941","0.374368971725057","0.430017755996826","3"
"Reasonable","1986","35-65 y.","Female","489","0.382685328713212","0.355901230183765","0.40946942724266","3"
"Reasonable","1986","66 and older","Male","78","0.318788960393588","0.258167326438282","0.379410594348895","3"
"Reasonable","1986","66 and older","Female","89","0.308716657544784","0.253917378444243","0.363515936645325","3"
"Slightly Expensive","1986","16-34 y.","Male","82","0.102702198113801","0.0808448656422091","0.124559530585393","4"
"Slightly Expensive","1986","16-34 y.","Female","81","0.12499983249317","0.0989044124043567","0.151095252581982","4"
"Slightly Expensive","1986","35-65 y.","Male","121","0.0974268638771686","0.0805997965537434","0.114253931200594","4"
"Slightly Expensive","1986","35-65 y.","Female","108","0.0775540924038702","0.0628148336758034","0.092293351131937","4"
"Slightly Expensive","1986","66 and older","Male","11","","","","4"
"Slightly Expensive","1986","66 and older","Female","19","","","","4"
"Too Expensive","1986","16-34 y.","Male","27","","","","5"
"Too Expensive","1986","16-34 y.","Female","21","","","","5"
"Too Expensive","1986","35-65 y.","Male","33","0.0253835620303038","0.0164582991171129","0.0343088249434947","5"
"Too Expensive","1986","35-65 y.","Female","32","0.0230774713929367","0.0148032525864824","0.0313516901993911","5"
"Too Expensive","1986","66 and older","Male","1","","","","5"
"Too Expensive","1986","66 and older","Female","4","","","","5"
"Very Inexpensive","1986","16-34 y.","Male","123","0.161760456855218","0.135247434278234","0.188273479432202","1"
"Very Inexpensive","1986","16-34 y.","Female","102","0.170627585366918","0.140944781347561","0.200310389386276","1"
"Very Inexpensive","1986","35-65 y.","Male","204","0.175798561320391","0.154198637889537","0.197398484751245","1"
"Very Inexpensive","1986","35-65 y.","Female","231","0.187515069802507","0.166005656060318","0.209024483544696","1"
"Very Inexpensive","1986","66 and older","Male","49","0.229362752152372","0.174671029077435","0.28405447522731","1"
"Very Inexpensive","1986","66 and older","Female","65","0.246017848657112","0.194928471481459","0.297107225832765","1"
"Inexpensive","1987","16-34 y.","Male","241","0.31423043382844","0.280829441885044","0.347631425771836","2"
"Inexpensive","1987","35-65 y.","Male","383","0.328474507082764","0.301700002745997","0.355249011419532","2"
"Inexpensive","1987","16-34 y.","Female","204","0.344811407255022","0.307215732684777","0.382407081825268","2"
"Inexpensive","1987","35-65 y.","Female","419","0.349459884683327","0.322824757778348","0.376095011588307","2"
"Inexpensive","1987","66 and older","Male","96","0.423952477109982","0.359523443582471","0.488381510637493","2"
"Inexpensive","1987","66 and older","Female","110","0.398238680354119","0.341799197731253","0.454678162976985","2"
