"hlf0094","year","e11103","migback","n","percent","lower_confidence","upper_confidence","value"
"Very Inexpensive","1991","Not Working","indirect migration background","2","","","","1"
"Inexpensive","1992","Full Time","no migration background","604","0.308813347730468","0.288813952476121","0.328812742984816","2"
"Inexpensive","1992","Full Time","indirect migration background","9","","","","2"
"Inexpensive","1992","Part Time","no migration background","268","0.299955371162533","0.269713755905135","0.330196986419931","2"
"Inexpensive","1992","Part Time","direct migration background","24","","","","2"
"Inexpensive","1992","Part Time","indirect migration background","3","","","","2"
"Inexpensive","1992","Not Working","direct migration background","49","0.375030876313823","0.300015396246374","0.450046356381272","2"
"Inexpensive","1992","Not Working","indirect migration background","8","","","","2"
"Inexpensive","1992","Full Time","direct migration background","67","0.26614405162806","0.210348013655278","0.321940089600842","2"
"Inexpensive","1992","Not Working","no migration background","589","0.384946943005094","0.360992273357445","0.408901612652744","2"
"Reasonable","1992","Full Time","no migration background","855","0.417164048905937","0.395818970041579","0.438509127770296","3"
"Reasonable","1992","Full Time","direct migration background","109","0.448428951721523","0.385639437541092","0.511218465901953","3"
"Reasonable","1992","Part Time","direct migration background","31","0.40135069515038","0.292570698600305","0.510130691700455","3"
"Reasonable","1992","Full Time","indirect migration background","12","","","","3"
"Reasonable","1992","Part Time","no migration background","382","0.438845499928503","0.406095534331349","0.471595465525657","3"
"Reasonable","1992","Part Time","indirect migration background","6","","","","3"
"Reasonable","1992","Not Working","indirect migration background","15","","","","3"
"Reasonable","1992","Not Working","no migration background","584","0.364259735111308","0.340568980151269","0.387950490071348","3"
"Reasonable","1992","Not Working","direct migration background","58","0.300039124608993","0.229030037835924","0.371048211382062","3"
"Slightly Expensive","1992","Full Time","no migration background","240","0.0877112506592917","0.0754660763461354","0.0999564249724481","4"
"Slightly Expensive","1992","Full Time","direct migration background","37","0.129067595725886","0.0867383622109642","0.171396829240808","4"
"Slightly Expensive","1992","Full Time","indirect migration background","4","","","","4"
"Slightly Expensive","1992","Part Time","no migration background","89","0.079402350538009","0.0615594518819189","0.0972452491940991","4"
"Slightly Expensive","1992","Part Time","direct migration background","13","","","","4"
"Slightly Expensive","1992","Part Time","indirect migration background","","","","","4"
"Slightly Expensive","1992","Not Working","no migration background","114","0.0515226529594823","0.0406397176459527","0.062405588273012","4"
"Slightly Expensive","1992","Not Working","indirect migration background","3","","","","4"
"Slightly Expensive","1992","Not Working","direct migration background","16","","","","4"
"Too Expensive","1992","Full Time","no migration background","82","0.0311044283876762","0.0235895707395162","0.0386192860358363","5"
"Too Expensive","1992","Full Time","direct migration background","4","","","","5"
"Too Expensive","1992","Full Time","indirect migration background","","","","","5"
"Too Expensive","1992","Part Time","no migration background","34","0.0261810280463929","0.0156433175731932","0.0367187385195926","5"
"Too Expensive","1992","Part Time","direct migration background","2","","","","5"
"Too Expensive","1992","Not Working","no migration background","34","0.0199316272566813","0.0130509209116848","0.0268123336016779","5"
"Too Expensive","1992","Not Working","direct migration background","3","","","","5"
"Too Expensive","1992","Not Working","indirect migration background","","","","","5"
"Too Expensive","1992","Part Time","indirect migration background","","","","","5"
"Very Inexpensive","1992","Full Time","no migration background","269","0.155206924316626","0.139532128958494","0.170881719674758","1"
"Very Inexpensive","1992","Full Time","direct migration background","24","","","","1"
"Very Inexpensive","1992","Full Time","indirect migration background","3","","","","1"
"Very Inexpensive","1992","Part Time","no migration background","109","0.155615750324562","0.131693025987467","0.179538474661656","1"
"Very Inexpensive","1992","Part Time","direct migration background","8","","","","1"
"Very Inexpensive","1992","Not Working","indirect migration background","11","","","","1"
"Very Inexpensive","1992","Part Time","indirect migration background","2","","","","1"
"Very Inexpensive","1992","Not Working","no migration background","264","0.179339041667434","0.160452485845642","0.198225597489225","1"
"Very Inexpensive","1992","Not Working","direct migration background","34","0.236686377603675","0.170825693464399","0.302547061742952","1"
"Inexpensive","1993","Full Time","no migration background","643","0.323449315471325","0.303003928127658","0.343894702814993","2"
"Inexpensive","1993","Full Time","indirect migration background","5","","","","2"
"Inexpensive","1993","Part Time","no migration background","294","0.336846487807827","0.305386279706074","0.368306695909579","2"
"Inexpensive","1993","Part Time","direct migration background","28","","","","2"
"Inexpensive","1993","Part Time","indirect migration background","3","","","","2"
"Inexpensive","1993","Not Working","direct migration background","55","0.334336042306609","0.262999415415299","0.405672669197919","2"
"Inexpensive","1993","Not Working","indirect migration background","14","","","","2"
"Inexpensive","1993","Full Time","direct migration background","68","0.300899905788317","0.241103569224188","0.360696242352445","2"
"Inexpensive","1993","Not Working","no migration background","589","0.389121342881718","0.36505057269756","0.413192113065876","2"
"Reasonable","1993","Full Time","direct migration background","100","0.450236067226557","0.385372305021913","0.5150998294312","3"
"Reasonable","1993","Full Time","no migration background","843","0.404622107868724","0.383170333918261","0.426073881819188","3"
"Reasonable","1993","Full Time","indirect migration background","17","","","","3"
"Reasonable","1993","Part Time","no migration background","360","0.429420199163475","0.396471522737367","0.462368875589583","3"
"Reasonable","1993","Part Time","direct migration background","39","0.574735391363168","0.468376785477447","0.681093997248889","3"
"Reasonable","1993","Not Working","indirect migration background","20","","","","3"
"Reasonable","1993","Part Time","indirect migration background","10","","","","3"
"Reasonable","1993","Not Working","no migration background","615","0.369508531652554","0.345678653225394","0.393338410079714","3"
"Reasonable","1993","Not Working","direct migration background","79","0.45005741086528","0.374828272813916","0.525286548916645","3"
"Slightly Expensive","1993","Full Time","no migration background","179","0.0830351918859302","0.0709751313795857","0.0950952523922746","4"
"Slightly Expensive","1993","Full Time","indirect migration background","3","","","","4"
"Slightly Expensive","1993","Part Time","no migration background","70","0.0644173391865019","0.0480762494292108","0.0807584289437931","4"
"Slightly Expensive","1993","Part Time","direct migration background","4","","","","4"
"Slightly Expensive","1993","Part Time","indirect migration background","4","","","","4"
"Slightly Expensive","1993","Not Working","indirect migration background","1","","","","4"
"Slightly Expensive","1993","Full Time","direct migration background","26","","","","4"
"Slightly Expensive","1993","Not Working","no migration background","73","0.0371427186701077","0.0278061394102982","0.0464792979299173","4"
"Slightly Expensive","1993","Not Working","direct migration background","10","","","","4"
"Too Expensive","1993","Full Time","no migration background","51","0.0265871460466816","0.0195559945633455","0.0336182975300178","5"
"Too Expensive","1993","Full Time","direct migration background","7","","","","5"
"Too Expensive","1993","Full Time","indirect migration background","1","","","","5"
"Too Expensive","1993","Part Time","no migration background","20","","","","5"
"Too Expensive","1993","Part Time","direct migration background","2","","","","5"
"Too Expensive","1993","Not Working","no migration background","27","","","","5"
"Too Expensive","1993","Not Working","direct migration background","1","","","","5"
"Too Expensive","1993","Not Working","indirect migration background","","","","","5"
"Too Expensive","1993","Part Time","indirect migration background","","","","","5"
"Very Inexpensive","1993","Full Time","no migration background","295","0.162306238727339","0.146190422624426","0.178422054830251","1"
"Very Inexpensive","1993","Full Time","direct migration background","25","","","","1"
"Very Inexpensive","1993","Full Time","indirect migration background","4","","","","1"
"Very Inexpensive","1993","Part Time","no migration background","123","0.151123139678089","0.127282035044146","0.174964244312033","1"
"Very Inexpensive","1993","Part Time","direct migration background","10","","","","1"
"Very Inexpensive","1993","Not Working","direct migration background","23","","","","1"
"Very Inexpensive","1993","Not Working","indirect migration background","5","","","","1"
"Very Inexpensive","1993","Part Time","indirect migration background","6","","","","1"
"Very Inexpensive","1993","Not Working","no migration background","272","0.187585071058611","0.168311682891338","0.206858459225883","1"
"Inexpensive","1994","Full Time","no migration background","595","0.302317017211405","0.282010886577556","0.322623147845254","2"
"Inexpensive","1994","Full Time","direct migration background","62","0.306000670917191","0.243967943668202","0.368033398166179","2"
"Inexpensive","1994","Full Time","indirect migration background","14","","","","2"
"Inexpensive","1994","Part Time","no migration background","239","0.292149038412689","0.261613791408296","0.322684285417082","2"
"Inexpensive","1994","Part Time","direct migration background","21","","","","2"
"Inexpensive","1994","Part Time","indirect migration background","5","","","","2"
"Inexpensive","1994","Not Working","direct migration background","59","0.290922117670695","0.223045654084189","0.358798581257201","2"
"Inexpensive","1994","Not Working","indirect migration background","15","","","","2"
"Inexpensive","1994","Not Working","no migration background","595","0.36381279568522","0.340606490244504","0.387019101125936","2"
"Reasonable","1994","Full Time","no migration background","869","0.436207438506507","0.414280751460569","0.458134125552446","3"
"Reasonable","1994","Full Time","direct migration background","94","0.481834127059504","0.414573123616712","0.549095130502297","3"
"Reasonable","1994","Full Time","indirect migration background","16","","","","3"
"Reasonable","1994","Part Time","no migration background","389","0.4402116332334","0.406878895462766","0.473544371004033","3"
"Reasonable","1994","Part Time","direct migration background","34","0.396441698492147","0.287184010447641","0.505699386536654","3"
"Reasonable","1994","Not Working","indirect migration background","17","","","","3"
"Reasonable","1994","Not Working","direct migration background","64","0.404435054799589","0.331089663992395","0.477780445606782","3"
"Reasonable","1994","Part Time","indirect migration background","3","","","","3"
"Reasonable","1994","Not Working","no migration background","661","0.388280264410896","0.364771843457378","0.411788685364414","3"
"Slightly Expensive","1994","Full Time","no migration background","192","0.0843528566680731","0.0720648685285645","0.0966408448075816","4"
"Slightly Expensive","1994","Full Time","direct migration background","25","","","","4"
"Slightly Expensive","1994","Full Time","indirect migration background","2","","","","4"
"Slightly Expensive","1994","Part Time","no migration background","81","0.0781312701021007","0.06011041985637","0.0961521203478315","4"
"Slightly Expensive","1994","Part Time","direct migration background","7","","","","4"
"Slightly Expensive","1994","Part Time","indirect migration background","1","","","","4"
"Slightly Expensive","1994","Not Working","indirect migration background","3","","","","4"
"Slightly Expensive","1994","Not Working","direct migration background","4","","","","4"
"Slightly Expensive","1994","Not Working","no migration background","87","0.0451781209505969","0.0351596875085933","0.0551965543926004","4"
"Too Expensive","1994","Full Time","no migration background","48","0.0222121075037878","0.0156960632572793","0.0287281517502963","5"
"Too Expensive","1994","Full Time","direct migration background","8","","","","5"
"Too Expensive","1994","Full Time","indirect migration background","2","","","","5"
"Too Expensive","1994","Part Time","no migration background","12","","","","5"
"Too Expensive","1994","Part Time","direct migration background","1","","","","5"
"Too Expensive","1994","Not Working","no migration background","19","","","","5"
"Too Expensive","1994","Not Working","direct migration background","2","","","","5"
"Too Expensive","1994","Not Working","indirect migration background","1","","","","5"
"Too Expensive","1994","Part Time","indirect migration background","","","","","5"
"Very Inexpensive","1994","Full Time","no migration background","261","0.154910580110227","0.138912838199346","0.170908322021108","1"
"Very Inexpensive","1994","Full Time","direct migration background","23","","","","1"
"Very Inexpensive","1994","Full Time","indirect migration background","3","","","","1"
"Very Inexpensive","1994","Part Time","no migration background","131","0.178931813592145","0.153194590440808","0.204669036743482","1"
"Very Inexpensive","1994","Part Time","direct migration background","14","","","","1"
"Very Inexpensive","1994","Not Working","direct migration background","43","0.289270814833731","0.221508497150435","0.357033132517027","1"
"Very Inexpensive","1994","Not Working","no migration background","289","0.192223883698044","0.173216439147664","0.211231328248424","1"
"Very Inexpensive","1994","Not Working","indirect migration background","6","","","","1"
"Very Inexpensive","1994","Part Time","indirect migration background","4","","","","1"
"Inexpensive","1995","Full Time","no migration background","601","0.307811287480553","0.287505381889011","0.328117193072094","2"
"Inexpensive","1995","Full Time","direct migration background","67","0.242721051043678","0.185809357611373","0.299632744475983","2"
"Inexpensive","1995","Full Time","indirect migration background","8","","","","2"
"Inexpensive","1995","Part Time","no migration background","297","0.344286974123479","0.312930227271155","0.375643720975804","2"
"Inexpensive","1995","Part Time","direct migration background","40","0.475874555863378","0.37847628022677","0.573272831499985","2"
"Inexpensive","1995","Part Time","indirect migration background","8","","","","2"
"Inexpensive","1995","Not Working","direct migration background","57","0.320387718991151","0.254555578539828","0.386219859442473","2"
"Inexpensive","1995","Not Working","indirect migration background","12","","","","2"
"Inexpensive","1995","Not Working","no migration background","606","0.372921202776917","0.349566685888209","0.396275719665626","2"
"Reasonable","1995","Full Time","no migration background","880","0.429496942569894","0.407721005044533","0.451272880095255","3"
"Reasonable","1995","Full Time","direct migration background","91","0.400459491640755","0.335415317182345","0.465503666099166","3"
"Reasonable","1995","Part Time","no migration background","355","0.398990615126821","0.366673263354091","0.431307966899551","3"
"Reasonable","1995","Not Working","indirect migration background","17","","","","3"
"Reasonable","1995","Full Time","indirect migration background","16","","","","3"
"Reasonable","1995","Part Time","direct migration background","43","0.314945728968889","0.224358337317505","0.405533120620272","3"
"Reasonable","1995","Part Time","indirect migration background","9","","","","3"
"Reasonable","1995","Not Working","no migration background","669","0.383908443270278","0.360420891424616","0.40739599511594","3"
"Reasonable","1995","Not Working","direct migration background","73","0.357941154204734","0.290307528383236","0.425574780026232","3"
"Slightly Expensive","1995","Full Time","no migration background","209","0.10179154365899","0.0884896872487245","0.115093400069255","4"
"Slightly Expensive","1995","Full Time","direct migration background","26","","","","4"
"Slightly Expensive","1995","Full Time","indirect migration background","4","","","","4"
"Slightly Expensive","1995","Part Time","no migration background","79","0.0765015812436456","0.0589600669179627","0.0940430955693285","4"
"Slightly Expensive","1995","Part Time","direct migration background","12","","","","4"
"Slightly Expensive","1995","Not Working","indirect migration background","5","","","","4"
"Slightly Expensive","1995","Part Time","indirect migration background","1","","","","4"
"Slightly Expensive","1995","Not Working","no migration background","93","0.0523401115101844","0.0415842583998401","0.0630959646205287","4"
"Slightly Expensive","1995","Not Working","direct migration background","16","","","","4"
"Too Expensive","1995","Full Time","no migration background","32","0.0183181366700714","0.0124189265315354","0.0242173468086074","5"
"Too Expensive","1995","Full Time","direct migration background","5","","","","5"
"Too Expensive","1995","Full Time","indirect migration background","1","","","","5"
"Too Expensive","1995","Part Time","no migration background","17","","","","5"
"Too Expensive","1995","Part Time","direct migration background","","","","","5"
"Too Expensive","1995","Not Working","no migration background","12","","","","5"
"Too Expensive","1995","Not Working","direct migration background","3","","","","5"
"Too Expensive","1995","Not Working","indirect migration background","1","","","","5"
"Too Expensive","1995","Part Time","indirect migration background","","","","","5"
"Very Inexpensive","1995","Full Time","no migration background","263","0.142582089620492","0.127200663683199","0.157963515557785","1"
"Very Inexpensive","1995","Full Time","direct migration background","29","","","","1"
"Very Inexpensive","1995","Full Time","indirect migration background","7","","","","1"
"Very Inexpensive","1995","Part Time","no migration background","134","0.164315331850755","0.139859971879142","0.188770691822367","1"
"Very Inexpensive","1995","Part Time","direct migration background","6","","","","1"
"Very Inexpensive","1995","Not Working","direct migration background","44","0.269914687580173","0.20728654940197","0.332542825758376","1"
"Very Inexpensive","1995","Not Working","indirect migration background","7","","","","1"
"Very Inexpensive","1995","Part Time","indirect migration background","5","","","","1"
"Very Inexpensive","1995","Not Working","no migration background","267","0.180706499049584","0.162123836843582","0.199289161255587","1"
"Inexpensive","1996","Full Time","no migration background","609","0.305699239555902","0.285628478687545","0.325770000424259","2"
"Inexpensive","1996","Part Time","no migration background","304","0.322425579976895","0.292173400445069","0.352677759508721","2"
"Inexpensive","1996","Part Time","direct migration background","33","0.232116196123428","0.154275027832775","0.30995736441408","2"
"Inexpensive","1996","Full Time","indirect migration background","15","","","","2"
"Inexpensive","1996","Full Time","direct migration background","58","0.290406613540236","0.224636199330787","0.356177027749685","2"
"Inexpensive","1996","Part Time","indirect migration background","9","","","","2"
"Inexpensive","1996","Not Working","no migration background","591","0.364992904059501","0.341571100675548","0.388414707443454","2"
"Inexpensive","1996","Not Working","direct migration background","67","0.310074007957515","0.245321888216616","0.374826127698413","2"
"Inexpensive","1996","Not Working","indirect migration background","16","","","","2"
"Reasonable","1996","Full Time","no migration background","934","0.430882533281778","0.409308902639573","0.452456163923984","3"
"Reasonable","1996","Full Time","indirect migration background","17","","","","3"
"Reasonable","1996","Part Time","no migration background","411","0.460226455001806","0.427967149707888","0.492485760295724","3"
"Reasonable","1996","Full Time","direct migration background","79","0.424893799889319","0.353273395651688","0.496514204126949","3"
"Reasonable","1996","Part Time","direct migration background","48","0.408271465995358","0.317647171332009","0.498895760658707","3"
"Reasonable","1996","Part Time","indirect migration background","12","","","","3"
"Reasonable","1996","Not Working","no migration background","651","0.383884100894565","0.360223808795383","0.407544392993747","3"
"Reasonable","1996","Not Working","direct migration background","80","0.356876845148576","0.289807152849497","0.423946537447656","3"
"Reasonable","1996","Not Working","indirect migration background","12","","","","3"
"Slightly Expensive","1996","Part Time","direct migration background","17","","","","4"
"Slightly Expensive","1996","Full Time","indirect migration background","3","","","","4"
"Slightly Expensive","1996","Full Time","no migration background","198","0.093241071004094","0.0805735280958208","0.105908613912367","4"
"Slightly Expensive","1996","Full Time","direct migration background","23","","","","4"
"Slightly Expensive","1996","Part Time","no migration background","54","0.0536169283470929","0.0390372524477482","0.0681966042464375","4"
"Slightly Expensive","1996","Part Time","indirect migration background","3","","","","4"
"Slightly Expensive","1996","Not Working","no migration background","102","0.049323229825647","0.0387883150662855","0.0598581445850085","4"
"Slightly Expensive","1996","Not Working","direct migration background","5","","","","4"
"Slightly Expensive","1996","Not Working","indirect migration background","5","","","","4"
"Too Expensive","1996","Full Time","no migration background","32","0.0185474183929302","0.0126695584674269","0.0244252783184335","5"
"Too Expensive","1996","Full Time","direct migration background","12","","","","5"
"Too Expensive","1996","Full Time","indirect migration background","1","","","","5"
"Too Expensive","1996","Part Time","no migration background","10","","","","5"
"Too Expensive","1996","Part Time","direct migration background","4","","","","5"
"Too Expensive","1996","Part Time","indirect migration background","1","","","","5"
"Too Expensive","1996","Not Working","no migration background","19","","","","5"
"Too Expensive","1996","Not Working","direct migration background","","","","","5"
"Too Expensive","1996","Not Working","indirect migration background","3","","","","5"
"Very Inexpensive","1996","Full Time","no migration background","251","0.151629737765295","0.136004459966816","0.167255015563775","1"
"Very Inexpensive","1996","Full Time","direct migration background","11","","","","1"
"Very Inexpensive","1996","Full Time","indirect migration background","3","","","","1"
"Very Inexpensive","1996","Part Time","no migration background","138","0.147467154781289","0.124518003244618","0.17041630631796","1"
"Very Inexpensive","1996","Part Time","direct migration background","11","","","","1"
"Very Inexpensive","1996","Part Time","indirect migration background","2","","","","1"
"Very Inexpensive","1996","Not Working","no migration background","260","0.186349181021708","0.167405184370143","0.205293177673273","1"
"Very Inexpensive","1996","Not Working","direct migration background","44","0.322150453550286","0.256729618422025","0.387571288678547","1"
"Very Inexpensive","1996","Not Working","indirect migration background","7","","","","1"
"Inexpensive","1997","Full Time","no migration background","587","0.301243329567521","0.281235770430569","0.321250888704472","2"
"Inexpensive","1997","Full Time","indirect migration background","15","","","","2"
"Inexpensive","1997","Part Time","no migration background","277","0.318304642989563","0.28795591758039","0.348653368398735","2"
"Inexpensive","1997","Part Time","direct migration background","32","0.407723602089851","0.313279126218856","0.502168077960846","2"
"Inexpensive","1997","Full Time","direct migration background","43","0.214717034092574","0.15836892515002","0.271065143035127","2"
"Inexpensive","1997","Not Working","direct migration background","52","0.310205263240187","0.246096468453417","0.374314058026957","2"
"Inexpensive","1997","Part Time","indirect migration background","8","","","","2"
"Inexpensive","1997","Not Working","no migration background","605","0.351637580281483","0.328805262055639","0.374469898507327","2"
"Inexpensive","1997","Not Working","indirect migration background","16","","","","2"
"Reasonable","1997","Full Time","no migration background","932","0.440180036541507","0.418532336171328","0.461827736911686","3"
"Reasonable","1997","Part Time","no migration background","417","0.439086719392389","0.406753658985098","0.471419779799681","3"
"Reasonable","1997","Full Time","direct migration background","102","0.44183245848609","0.373685872255848","0.509979044716331","3"
"Reasonable","1997","Full Time","indirect migration background","29","","","","3"
"Reasonable","1997","Not Working","direct migration background","96","0.397521262636602","0.32969714741907","0.465345377854133","3"
"Reasonable","1997","Not Working","indirect migration background","25","","","","3"
"Reasonable","1997","Part Time","direct migration background","45","0.344844785280208","0.253493354474629","0.436196216085787","3"
"Reasonable","1997","Part Time","indirect migration background","10","","","","3"
"Reasonable","1997","Not Working","no migration background","708","0.406280707566275","0.38279535248248","0.42976606265007","3"
"Slightly Expensive","1997","Full Time","no migration background","190","0.0875083427242941","0.0751854806652559","0.0998312047833322","4"
"Slightly Expensive","1997","Part Time","direct migration background","6","","","","4"
"Slightly Expensive","1997","Full Time","indirect migration background","3","","","","4"
"Slightly Expensive","1997","Part Time","no migration background","69","0.0671477797926923","0.05084183172102","0.0834537278643646","4"
"Slightly Expensive","1997","Full Time","direct migration background","25","","","","4"
"Slightly Expensive","1997","Part Time","indirect migration background","5","","","","4"
"Slightly Expensive","1997","Not Working","no migration background","90","0.0446003150790308","0.0347294558032944","0.0544711743547671","4"
"Slightly Expensive","1997","Not Working","direct migration background","10","","","","4"
"Slightly Expensive","1997","Not Working","indirect migration background","2","","","","4"
"Too Expensive","1997","Full Time","no migration background","43","0.0268209338033126","0.0197755325451367","0.0338663350614886","5"
"Too Expensive","1997","Full Time","direct migration background","9","","","","5"
"Too Expensive","1997","Full Time","indirect migration background","","","","","5"
"Too Expensive","1997","Part Time","no migration background","12","","","","5"
"Too Expensive","1997","Part Time","direct migration background","5","","","","5"
"Too Expensive","1997","Part Time","indirect migration background","1","","","","5"
"Too Expensive","1997","Not Working","no migration background","15","","","","5"
"Too Expensive","1997","Not Working","direct migration background","3","","","","5"
"Too Expensive","1997","Not Working","indirect migration background","3","","","","5"
"Very Inexpensive","1997","Full Time","no migration background","268","0.144247357363366","0.128925886361793","0.159568828364938","1"
"Very Inexpensive","1997","Full Time","direct migration background","25","","","","1"
"Very Inexpensive","1997","Full Time","indirect migration background","3","","","","1"
"Very Inexpensive","1997","Part Time","no migration background","130","0.160426659484084","0.136516008982644","0.184337309985524","1"
"Very Inexpensive","1997","Not Working","direct migration background","39","0.233955811147432","0.175284347447534","0.292627274847329","1"
"Very Inexpensive","1997","Not Working","indirect migration background","6","","","","1"
"Very Inexpensive","1997","Part Time","direct migration background","16","","","","1"
"Very Inexpensive","1997","Part Time","indirect migration background","4","","","","1"
"Very Inexpensive","1997","Not Working","no migration background","262","0.187366619867435","0.168707683224793","0.206025556510078","1"
"Inexpensive","1998","Full Time","no migration background","631","0.279219445818633","0.260715664666508","0.297723226970759","2"
"Inexpensive","1998","Part Time","no migration background","344","0.316495318664549","0.288268604277693","0.344722033051405","2"
"Inexpensive","1998","Full Time","indirect migration background","12","","","","2"
"Inexpensive","1998","Full Time","direct migration background","52","0.235756716394599","0.177650979551943","0.293862453237256","2"
"Inexpensive","1998","Part Time","direct migration background","40","0.289296746852483","0.208168256492691","0.370425237212275","2"
"Inexpensive","1998","Part Time","indirect migration background","8","","","","2"
"Inexpensive","1998","Not Working","no migration background","721","0.367878470297074","0.346921664257856","0.388835276336292","2"
"Inexpensive","1998","Not Working","direct migration background","64","0.299500062811915","0.238974441003163","0.360025684620668","2"
"Inexpensive","1998","Not Working","indirect migration background","14","","","","2"
"Reasonable","1998","Part Time","no migration background","446","0.428218678130227","0.39818878945336","0.458248566807094","3"
"Reasonable","1998","Full Time","indirect migration background","30","0.565914266800249","0.438359359402757","0.693469174197742","3"
"Reasonable","1998","Full Time","no migration background","1053","0.458423119380352","0.437871339656223","0.478974899104481","3"
"Reasonable","1998","Full Time","direct migration background","101","0.457188025974408","0.388994476844858","0.525381575103958","3"
"Reasonable","1998","Part Time","direct migration background","52","0.414924763589302","0.326769549598019","0.503079977580585","3"
"Reasonable","1998","Not Working","direct migration background","99","0.436715593805676","0.371176570557885","0.502254617053468","3"
"Reasonable","1998","Not Working","indirect migration background","23","","","","3"
"Reasonable","1998","Part Time","indirect migration background","15","","","","3"
"Reasonable","1998","Not Working","no migration background","807","0.371866352473203","0.350862832324543","0.392869872621863","3"
"Slightly Expensive","1998","Full Time","no migration background","230","0.0928287965306033","0.080859403985571","0.104798189075636","4"
"Slightly Expensive","1998","Full Time","indirect migration background","8","","","","4"
"Slightly Expensive","1998","Part Time","no migration background","86","0.0746378182713176","0.0586885310848159","0.0905871054578193","4"
"Slightly Expensive","1998","Part Time","direct migration background","11","","","","4"
"Slightly Expensive","1998","Full Time","direct migration background","24","","","","4"
"Slightly Expensive","1998","Not Working","indirect migration background","5","","","","4"
"Slightly Expensive","1998","Part Time","indirect migration background","4","","","","4"
"Slightly Expensive","1998","Not Working","no migration background","129","0.0512803195258564","0.0416947718207672","0.0608658672309455","4"
"Slightly Expensive","1998","Not Working","direct migration background","17","","","","4"
"Too Expensive","1998","Full Time","no migration background","37","0.0184534385035174","0.0129023234824414","0.0240045535245934","5"
"Too Expensive","1998","Part Time","no migration background","12","","","","5"
"Too Expensive","1998","Part Time","direct migration background","3","","","","5"
"Too Expensive","1998","Full Time","indirect migration background","1","","","","5"
"Too Expensive","1998","Full Time","direct migration background","1","","","","5"
"Too Expensive","1998","Part Time","indirect migration background","","","","","5"
"Too Expensive","1998","Not Working","no migration background","24","","","","5"
"Too Expensive","1998","Not Working","direct migration background","1","","","","5"
"Too Expensive","1998","Not Working","indirect migration background","1","","","","5"
"Very Inexpensive","1998","Full Time","no migration background","307","0.151075199766894","0.136303947289425","0.165846452244363","1"
"Very Inexpensive","1998","Full Time","direct migration background","27","","","","1"
"Very Inexpensive","1998","Full Time","indirect migration background","7","","","","1"
"Very Inexpensive","1998","Part Time","no migration background","155","0.164391270438175","0.141898300807499","0.18688424006885","1"
"Very Inexpensive","1998","Part Time","direct migration background","14","","","","1"
"Very Inexpensive","1998","Part Time","indirect migration background","4","","","","1"
"Very Inexpensive","1998","Not Working","no migration background","353","0.192523210700774","0.175388404833003","0.209658016568546","1"
"Very Inexpensive","1998","Not Working","direct migration background","39","0.201219892360067","0.148243079488227","0.254196705231908","1"
"Very Inexpensive","1998","Not Working","indirect migration background","13","","","","1"
"Inexpensive","1999","Full Time","indirect migration background","15","","","","2"
"Inexpensive","1999","Part Time","no migration background","383","0.346961502664226","0.319195640898641","0.37472736442981","2"
"Inexpensive","1999","Full Time","no migration background","667","0.307663469940619","0.288555095048526","0.326771844832711","2"
"Inexpensive","1999","Full Time","direct migration background","50","0.257130465296365","0.197735522898973","0.316525407693757","2"
"Inexpensive","1999","Not Working","direct migration background","58","0.293862340513186","0.23268720461143","0.355037476414942","2"
"Inexpensive","1999","Part Time","direct migration background","37","0.283188377446852","0.204829814556708","0.361546940336997","2"
"Inexpensive","1999","Part Time","indirect migration background","12","","","","2"
"Inexpensive","1999","Not Working","no migration background","704","0.396833995334604","0.37467744901462","0.418990541654588","2"
"Inexpensive","1999","Not Working","indirect migration background","12","","","","2"
"Reasonable","1999","Part Time","no migration background","449","0.394462798137689","0.365954285448056","0.422971310827322","3"
"Reasonable","1999","Full Time","indirect migration background","35","0.566523397962189","0.445114683704466","0.687932112219912","3"
"Reasonable","1999","Full Time","no migration background","962","0.430023557318279","0.409526017451683","0.450521097184876","3"
"Reasonable","1999","Full Time","direct migration background","100","0.392555471816509","0.326193351532503","0.458917592100515","3"
"Reasonable","1999","Part Time","direct migration background","64","0.50064434389114","0.413685076103424","0.587603611678855","3"
"Reasonable","1999","Not Working","direct migration background","97","0.349517880371216","0.285483874734408","0.413551886008025","3"
"Reasonable","1999","Not Working","indirect migration background","23","","","","3"
"Reasonable","1999","Not Working","no migration background","730","0.363399806371109","0.341617446376237","0.38518216636598","3"
"Reasonable","1999","Part Time","indirect migration background","17","","","","3"
"Slightly Expensive","1999","Full Time","no migration background","221","0.0849845472590355","0.0734390841067783","0.0965300104112926","4"
"Slightly Expensive","1999","Full Time","indirect migration background","6","","","","4"
"Slightly Expensive","1999","Part Time","no migration background","96","0.0833383482328546","0.0672160074814235","0.0994606889842858","4"
"Slightly Expensive","1999","Part Time","direct migration background","5","","","","4"
"Slightly Expensive","1999","Full Time","direct migration background","23","","","","4"
"Slightly Expensive","1999","Not Working","direct migration background","11","","","","4"
"Slightly Expensive","1999","Not Working","indirect migration background","2","","","","4"
"Slightly Expensive","1999","Part Time","indirect migration background","2","","","","4"
"Slightly Expensive","1999","Not Working","no migration background","106","0.0473673059503844","0.0377471683095759","0.056987443591193","4"
"Too Expensive","1999","Full Time","no migration background","52","0.0236483375942784","0.0173571793971337","0.0299394957914232","5"
"Too Expensive","1999","Full Time","indirect migration background","3","","","","5"
"Too Expensive","1999","Part Time","no migration background","23","","","","5"
