"hlf0094","year","age_gr","hgtyp1hh","n","percent","lower_confidence","upper_confidence","value"
"Inexpensive","1984","16-34 y.","Couple + C. LE and GT 16","100","0.325485175198124","0.273157180911083","0.377813169485166","2"
"Inexpensive","1984","35-65 y.","Couple + C. LE 16 ","182","0.31340070535139","0.276033647972173","0.350767762730607","2"
"Inexpensive","1984","16-34 y.","Couple + C. GT 16 ","124","0.327588371309413","0.281536902203242","0.373639840415584","2"
"Inexpensive","1984","16-34 y.","Couple + C. LE 16 ","91","0.271609160851283","0.223836391393412","0.319381930309154","2"
"Inexpensive","1984","16-34 y.","(Married) couple without C. ","21","","","","2"
"Inexpensive","1984","35-65 y.","Single parent ","27","","","","2"
"Inexpensive","1984","16-34 y.","1-pers.-HH","6","","","","2"
"Inexpensive","1984","66 and older","1-pers.-HH","38","0.307465956891506","0.225584180168057","0.389347733614954","2"
"Inexpensive","1984","16-34 y.","Single parent ","31","0.445842892057083","0.332592527468734","0.559093256645433","2"
"Inexpensive","1984","35-65 y.","(Married) couple without C. ","204","0.334805380374365","0.29756826012933","0.3720425006194","2"
"Inexpensive","1984","35-65 y.","Couple + C. GT 16 ","186","0.347446428833994","0.30807946287252","0.386813394795468","2"
"Inexpensive","1984","35-65 y.","Couple + C. LE and GT 16","128","0.289990358078666","0.247688362189984","0.332292353967349","2"
"Inexpensive","1984","66 and older","(Married) couple without C. ","85","0.328894440243677","0.272435729440089","0.385353151047266","2"
"Inexpensive","1984","66 and older","Couple + C. GT 16 ","10","","","","2"
"Inexpensive","1984","66 and older","Couple + C. LE and GT 16","","","","","2"
"Inexpensive","1984","35-65 y.","1-pers.-HH","30","0.333923546206106","0.239087846897696","0.428759245514517","2"
"Inexpensive","1984","66 and older","Single parent ","5","","","","2"
"Inexpensive","1984","66 and older","Couple + C. LE 16 ","","","","","2"
"Reasonable","1984","16-34 y.","Couple + C. GT 16 ","138","0.3376688123814","0.291265955337147","0.384071669425654","3"
"Reasonable","1984","66 and older","(Married) couple without C. ","99","0.364198364745567","0.306370509033939","0.422026220457194","3"
"Reasonable","1984","66 and older","Single parent ","7","","","","3"
"Reasonable","1984","66 and older","Couple + C. LE and GT 16","","","","","3"
"Reasonable","1984","66 and older","Couple + C. GT 16 ","11","","","","3"
"Reasonable","1984","16-34 y.","1-pers.-HH","5","","","","3"
"Reasonable","1984","16-34 y.","(Married) couple without C. ","35","0.382195375943779","0.280669897128753","0.483720854758805","3"
"Reasonable","1984","16-34 y.","Single parent ","22","","","","3"
"Reasonable","1984","16-34 y.","Couple + C. LE 16 ","139","0.41401301246292","0.361110419872688","0.466915605053153","3"
"Reasonable","1984","16-34 y.","Couple + C. LE and GT 16","86","0.269951709269412","0.220373416488281","0.319530002050542","3"
"Reasonable","1984","35-65 y.","1-pers.-HH","28","","","","3"
"Reasonable","1984","35-65 y.","(Married) couple without C. ","183","0.292890713201701","0.256981856299087","0.328799570104315","3"
"Reasonable","1984","35-65 y.","Single parent ","31","0.386692811372294","0.279977883694823","0.493407739049766","3"
"Reasonable","1984","35-65 y.","Couple + C. LE 16 ","220","0.359924868023346","0.321260702451766","0.398589033594926","3"
"Reasonable","1984","35-65 y.","Couple + C. GT 16 ","180","0.307330022443681","0.269184320655666","0.345475724231695","3"
"Reasonable","1984","35-65 y.","Couple + C. LE and GT 16","120","0.263679003400621","0.222601094916118","0.304756911885123","3"
"Reasonable","1984","66 and older","1-pers.-HH","32","0.259937830427712","0.182109623871345","0.337766036984078","3"
"Reasonable","1984","66 and older","Couple + C. LE 16 ","1","","","","3"
"Slightly Expensive","1984","16-34 y.","1-pers.-HH","","","","","4"
"Slightly Expensive","1984","16-34 y.","Couple + C. LE and GT 16","40","0.133898545155023","0.0958669058098654","0.17193018450018","4"
"Slightly Expensive","1984","16-34 y.","(Married) couple without C. ","10","","","","4"
"Slightly Expensive","1984","16-34 y.","Single parent ","5","","","","4"
"Slightly Expensive","1984","16-34 y.","Couple + C. LE 16 ","32","0.0923501770801599","0.0612542145606195","0.1234461395997","4"
"Slightly Expensive","1984","16-34 y.","Couple + C. GT 16 ","22","","","","4"
"Slightly Expensive","1984","35-65 y.","1-pers.-HH","9","","","","4"
"Slightly Expensive","1984","35-65 y.","(Married) couple without C. ","36","0.0561216930131472","0.037961147354305","0.0742822386719893","4"
"Slightly Expensive","1984","35-65 y.","Couple + C. LE 16 ","68","0.11166821253307","0.0862970935904816","0.137039331475658","4"
"Slightly Expensive","1984","35-65 y.","Couple + C. GT 16 ","32","0.0467318511942575","0.0292819100309334","0.0641817923575816","4"
"Slightly Expensive","1984","66 and older","Single parent ","1","","","","4"
"Slightly Expensive","1984","66 and older","Couple + C. LE 16 ","","","","","4"
"Slightly Expensive","1984","66 and older","Couple + C. GT 16 ","2","","","","4"
"Slightly Expensive","1984","66 and older","Couple + C. LE and GT 16","","","","","4"
"Slightly Expensive","1984","35-65 y.","Single parent ","3","","","","4"
"Slightly Expensive","1984","35-65 y.","Couple + C. LE and GT 16","50","0.112293702101788","0.0828597006603346","0.14172770354324","4"
"Slightly Expensive","1984","66 and older","1-pers.-HH","7","","","","4"
"Slightly Expensive","1984","66 and older","(Married) couple without C. ","4","","","","4"
"Too Expensive","1984","16-34 y.","(Married) couple without C. ","5","","","","5"
"Too Expensive","1984","35-65 y.","Single parent ","1","","","","5"
"Too Expensive","1984","35-65 y.","Couple + C. LE 16 ","16","","","","5"
"Too Expensive","1984","16-34 y.","1-pers.-HH","","","","","5"
"Too Expensive","1984","16-34 y.","Single parent ","2","","","","5"
"Too Expensive","1984","16-34 y.","Couple + C. LE 16 ","16","","","","5"
"Too Expensive","1984","16-34 y.","Couple + C. GT 16 ","8","","","","5"
"Too Expensive","1984","16-34 y.","Couple + C. LE and GT 16","10","","","","5"
"Too Expensive","1984","35-65 y.","1-pers.-HH","1","","","","5"
"Too Expensive","1984","35-65 y.","(Married) couple without C. ","13","","","","5"
"Too Expensive","1984","35-65 y.","Couple + C. GT 16 ","10","","","","5"
"Too Expensive","1984","35-65 y.","Couple + C. LE and GT 16","22","","","","5"
"Too Expensive","1984","66 and older","1-pers.-HH","1","","","","5"
"Too Expensive","1984","66 and older","(Married) couple without C. ","","","","","5"
"Too Expensive","1984","66 and older","Single parent ","","","","","5"
"Too Expensive","1984","66 and older","Couple + C. LE 16 ","","","","","5"
"Too Expensive","1984","66 and older","Couple + C. GT 16 ","","","","","5"
"Too Expensive","1984","66 and older","Couple + C. LE and GT 16","","","","","5"
"Very Inexpensive","1984","16-34 y.","1-pers.-HH","7","","","","1"
"Very Inexpensive","1984","16-34 y.","(Married) couple without C. ","17","","","","1"
"Very Inexpensive","1984","16-34 y.","Single parent ","14","","","","1"
"Very Inexpensive","1984","16-34 y.","Couple + C. LE 16 ","55","0.177846536722175","0.136776496729123","0.218916576715227","1"
"Very Inexpensive","1984","16-34 y.","Couple + C. GT 16 ","107","0.27268327527345","0.228986168664825","0.316380381882074","1"
"Very Inexpensive","1984","16-34 y.","Couple + C. LE and GT 16","72","0.237159606327813","0.189657820856778","0.284661391798848","1"
"Very Inexpensive","1984","35-65 y.","1-pers.-HH","27","","","","1"
