"hlf0094","year","hgtyp1hh","migback","n","percent","lower_confidence","upper_confidence","value"
"Reasonable","1984","Couple + C. LE 16 ","direct migration background","42","0.308590962811996","0.219386084261007","0.397795841362985","3"
"Reasonable","1984","Couple + C. LE 16 ","indirect migration background","3","","","","3"
"Reasonable","1984","Couple + C. GT 16 ","no migration background","287","0.314199285700071","0.284072539062282","0.344326032337861","3"
"Reasonable","1984","Couple + C. LE and GT 16","no migration background","194","0.266701563388529","0.234010910911731","0.299392215865328","3"
"Slightly Expensive","1984","1-pers.-HH","no migration background","16","","","","4"
"Slightly Expensive","1984","(Married) couple without C. ","indirect migration background","","","","","4"
"Slightly Expensive","1984","1-pers.-HH","direct migration background","","","","","4"
"Slightly Expensive","1984","1-pers.-HH","indirect migration background","","","","","4"
"Slightly Expensive","1984","(Married) couple without C. ","no migration background","45","0.0480242572789668","0.0342227696611757","0.0618257448967579","4"
"Slightly Expensive","1984","(Married) couple without C. ","direct migration background","5","","","","4"
"Slightly Expensive","1984","Single parent ","no migration background","9","","","","4"
"Slightly Expensive","1984","Single parent ","direct migration background","","","","","4"
"Slightly Expensive","1984","Couple + C. LE 16 ","no migration background","83","0.0981954287698795","0.0778027963635711","0.118588061176188","4"
"Slightly Expensive","1984","Couple + C. LE 16 ","direct migration background","17","","","","4"
"Slightly Expensive","1984","Couple + C. GT 16 ","indirect migration background","","","","","4"
"Slightly Expensive","1984","Couple + C. LE and GT 16","no migration background","86","0.124137856496929","0.0997630920528948","0.148512620940963","4"
"Slightly Expensive","1984","Couple + C. LE and GT 16","direct migration background","4","","","","4"
"Slightly Expensive","1984","Couple + C. LE and GT 16","indirect migration background","","","","","4"
"Slightly Expensive","1984","Single parent ","indirect migration background","","","","","4"
"Slightly Expensive","1984","Couple + C. LE 16 ","indirect migration background","","","","","4"
"Slightly Expensive","1984","Couple + C. GT 16 ","no migration background","45","0.0452567023982006","0.0317659729089931","0.0587474318874081","4"
"Slightly Expensive","1984","Couple + C. GT 16 ","direct migration background","11","","","","4"
"Too Expensive","1984","1-pers.-HH","direct migration background","1","","","","5"
"Too Expensive","1984","Single parent ","indirect migration background","","","","","5"
"Too Expensive","1984","Couple + C. LE 16 ","no migration background","28","","","","5"
"Too Expensive","1984","1-pers.-HH","no migration background","1","","","","5"
"Too Expensive","1984","1-pers.-HH","indirect migration background","","","","","5"
"Too Expensive","1984","(Married) couple without C. ","no migration background","17","","","","5"
"Too Expensive","1984","(Married) couple without C. ","direct migration background","1","","","","5"
"Too Expensive","1984","(Married) couple without C. ","indirect migration background","","","","","5"
"Too Expensive","1984","Single parent ","no migration background","3","","","","5"
"Too Expensive","1984","Single parent ","direct migration background","","","","","5"
"Too Expensive","1984","Couple + C. LE 16 ","direct migration background","4","","","","5"
"Too Expensive","1984","Couple + C. LE 16 ","indirect migration background","","","","","5"
"Too Expensive","1984","Couple + C. GT 16 ","no migration background","18","","","","5"
"Too Expensive","1984","Couple + C. GT 16 ","direct migration background","","","","","5"
"Too Expensive","1984","Couple + C. GT 16 ","indirect migration background","","","","","5"
"Too Expensive","1984","Couple + C. LE and GT 16","no migration background","31","0.0437608547272939","0.0286392951233865","0.0588824143312012","5"
"Too Expensive","1984","Couple + C. LE and GT 16","direct migration background","1","","","","5"
"Too Expensive","1984","Couple + C. LE and GT 16","indirect migration background","","","","","5"
"Very Inexpensive","1984","1-pers.-HH","no migration background","74","0.330348458757545","0.268892017113397","0.391804900401694","1"
"Very Inexpensive","1984","1-pers.-HH","direct migration background","4","","","","1"
"Very Inexpensive","1984","1-pers.-HH","indirect migration background","","","","","1"
"Very Inexpensive","1984","(Married) couple without C. ","no migration background","261","0.285449278059935","0.256297594830943","0.314600961288928","1"
"Very Inexpensive","1984","(Married) couple without C. ","direct migration background","15","","","","1"
"Very Inexpensive","1984","(Married) couple without C. ","indirect migration background","","","","","1"
"Very Inexpensive","1984","Single parent ","no migration background","34","0.207319129435678","0.145085781389009","0.269552477482347","1"
"Very Inexpensive","1984","Single parent ","direct migration background","3","","","","1"
"Very Inexpensive","1984","Single parent ","indirect migration background","","","","","1"
"Very Inexpensive","1984","Couple + C. LE 16 ","no migration background","154","0.192219024793733","0.165215750108763","0.219222299478704","1"
"Very Inexpensive","1984","Couple + C. LE 16 ","direct migration background","9","","","","1"
"Very Inexpensive","1984","Couple + C. LE 16 ","indirect migration background","","","","","1"
"Very Inexpensive","1984","Couple + C. GT 16 ","no migration background","259","0.285770417548875","0.25644945497385","0.3150913801239","1"
"Very Inexpensive","1984","Couple + C. GT 16 ","direct migration background","8","","","","1"
"Very Inexpensive","1984","Couple + C. GT 16 ","indirect migration background","5","","","","1"
"Very Inexpensive","1984","Couple + C. LE and GT 16","no migration background","186","0.265932558257915","0.23327195776711","0.29859315874872","1"
"Very Inexpensive","1984","Couple + C. LE and GT 16","direct migration background","7","","","","1"
"Very Inexpensive","1984","Couple + C. LE and GT 16","indirect migration background","1","","","","1"
"Inexpensive","1985","1-pers.-HH","no migration background","61","0.330021443402143","0.263682130717931","0.396360756086355","2"
"Inexpensive","1985","1-pers.-HH","indirect migration background","","","","","2"
"Inexpensive","1985","(Married) couple without C. ","no migration background","277","0.348178983158048","0.315125890478511","0.381232075837585","2"
"Inexpensive","1985","(Married) couple without C. ","direct migration background","12","","","","2"
"Inexpensive","1985","Single parent ","indirect migration background","","","","","2"
"Inexpensive","1985","Couple + C. GT 16 ","no migration background","311","0.319385106075784","0.290371593604736","0.348398618546832","2"
"Inexpensive","1985","Couple + C. GT 16 ","direct migration background","19","","","","2"
"Inexpensive","1985","1-pers.-HH","direct migration background","3","","","","2"
"Inexpensive","1985","Couple + C. LE and GT 16","direct migration background","20","","","","2"
"Inexpensive","1985","(Married) couple without C. ","indirect migration background","","","","","2"
"Inexpensive","1985","Couple + C. LE 16 ","no migration background","209","0.27057817579166","0.239158388553383","0.301997963029937","2"
"Inexpensive","1985","Single parent ","no migration background","68","0.394788928446608","0.321093482160031","0.468484374733186","2"
"Inexpensive","1985","Single parent ","direct migration background","6","","","","2"
"Inexpensive","1985","Couple + C. LE 16 ","direct migration background","25","","","","2"
"Inexpensive","1985","Couple + C. LE 16 ","indirect migration background","1","","","","2"
"Inexpensive","1985","Couple + C. GT 16 ","indirect migration background","2","","","","2"
"Inexpensive","1985","Couple + C. LE and GT 16","no migration background","180","0.296212980828059","0.259679156575078","0.33274680508104","2"
"Inexpensive","1985","Couple + C. LE and GT 16","indirect migration background","1","","","","2"
"Reasonable","1985","1-pers.-HH","no migration background","61","0.315982341542163","0.250392814420102","0.381571868664224","3"
"Reasonable","1985","1-pers.-HH","direct migration background","2","","","","3"
"Reasonable","1985","Couple + C. GT 16 ","direct migration background","27","","","","3"
"Reasonable","1985","1-pers.-HH","indirect migration background","","","","","3"
"Reasonable","1985","(Married) couple without C. ","no migration background","204","0.253554329102178","0.223370018433978","0.283738639770378","3"
"Reasonable","1985","Couple + C. LE and GT 16","indirect migration background","3","","","","3"
"Reasonable","1985","Couple + C. LE and GT 16","direct migration background","19","","","","3"
"Reasonable","1985","(Married) couple without C. ","direct migration background","22","","","","3"
"Reasonable","1985","(Married) couple without C. ","indirect migration background","1","","","","3"
"Reasonable","1985","Single parent ","no migration background","55","0.344208607013627","0.27257802864587","0.415839185381384","3"
"Reasonable","1985","Single parent ","direct migration background","2","","","","3"
"Reasonable","1985","Single parent ","indirect migration background","1","","","","3"
"Reasonable","1985","Couple + C. LE 16 ","direct migration background","42","0.405407182873338","0.307194398578605","0.50361996716807","3"
"Reasonable","1985","Couple + C. LE 16 ","indirect migration background","4","","","","3"
"Reasonable","1985","Couple + C. GT 16 ","no migration background","379","0.37970303661962","0.349502537699157","0.409903535540084","3"
"Reasonable","1985","Couple + C. GT 16 ","indirect migration background","1","","","","3"
"Reasonable","1985","Couple + C. LE and GT 16","no migration background","256","0.430469223632457","0.390850350570248","0.470088096694666","3"
"Reasonable","1985","Couple + C. LE 16 ","no migration background","295","0.383685524913584","0.349293608822325","0.418077441004843","3"
"Slightly Expensive","1985","(Married) couple without C. ","direct migration background","4","","","","4"
"Slightly Expensive","1985","(Married) couple without C. ","indirect migration background","","","","","4"
"Slightly Expensive","1985","1-pers.-HH","indirect migration background","","","","","4"
"Slightly Expensive","1985","(Married) couple without C. ","no migration background","65","0.0755172320891116","0.0571848421080519","0.0938496220701713","4"
"Slightly Expensive","1985","1-pers.-HH","no migration background","11","","","","4"
"Slightly Expensive","1985","1-pers.-HH","direct migration background","1","","","","4"
"Slightly Expensive","1985","Single parent ","direct migration background","","","","","4"
"Slightly Expensive","1985","Couple + C. LE 16 ","no migration background","92","0.112541335352083","0.0901903033712795","0.134892367332886","4"
"Slightly Expensive","1985","Couple + C. GT 16 ","indirect migration background","","","","","4"
"Slightly Expensive","1985","Couple + C. LE and GT 16","no migration background","47","0.0729736916653001","0.052162274529501","0.0937851088010992","4"
"Slightly Expensive","1985","Couple + C. LE and GT 16","direct migration background","16","","","","4"
"Slightly Expensive","1985","Couple + C. LE and GT 16","indirect migration background","2","","","","4"
"Slightly Expensive","1985","Single parent ","no migration background","9","","","","4"
"Slightly Expensive","1985","Single parent ","indirect migration background","","","","","4"
"Slightly Expensive","1985","Couple + C. LE 16 ","direct migration background","16","","","","4"
"Slightly Expensive","1985","Couple + C. LE 16 ","indirect migration background","1","","","","4"
"Slightly Expensive","1985","Couple + C. GT 16 ","no migration background","56","0.0576867777416718","0.0431780932049914","0.0721954622783521","4"
"Slightly Expensive","1985","Couple + C. GT 16 ","direct migration background","10","","","","4"
"Too Expensive","1985","Single parent ","indirect migration background","","","","","5"
"Too Expensive","1985","Couple + C. LE 16 ","no migration background","36","0.0472872115449844","0.0322758414960702","0.0622985815938985","5"
"Too Expensive","1985","1-pers.-HH","direct migration background","","","","","5"
"Too Expensive","1985","1-pers.-HH","no migration background","6","","","","5"
"Too Expensive","1985","1-pers.-HH","indirect migration background","","","","","5"
"Too Expensive","1985","(Married) couple without C. ","no migration background","20","","","","5"
"Too Expensive","1985","(Married) couple without C. ","direct migration background","","","","","5"
"Too Expensive","1985","(Married) couple without C. ","indirect migration background","","","","","5"
"Too Expensive","1985","Single parent ","no migration background","2","","","","5"
"Too Expensive","1985","Single parent ","direct migration background","","","","","5"
"Too Expensive","1985","Couple + C. LE 16 ","direct migration background","7","","","","5"
"Too Expensive","1985","Couple + C. LE 16 ","indirect migration background","1","","","","5"
"Too Expensive","1985","Couple + C. GT 16 ","no migration background","17","","","","5"
"Too Expensive","1985","Couple + C. GT 16 ","direct migration background","1","","","","5"
"Too Expensive","1985","Couple + C. GT 16 ","indirect migration background","","","","","5"
"Too Expensive","1985","Couple + C. LE and GT 16","no migration background","6","","","","5"
"Too Expensive","1985","Couple + C. LE and GT 16","direct migration background","1","","","","5"
"Too Expensive","1985","Couple + C. LE and GT 16","indirect migration background","","","","","5"
"Very Inexpensive","1985","1-pers.-HH","no migration background","54","0.267880752290507","0.205402178990647","0.330359325590368","1"
"Very Inexpensive","1985","1-pers.-HH","direct migration background","5","","","","1"
"Very Inexpensive","1985","1-pers.-HH","indirect migration background","","","","","1"
"Very Inexpensive","1985","(Married) couple without C. ","no migration background","232","0.30067925688178","0.268863915717133","0.332494598046426","1"
"Very Inexpensive","1985","(Married) couple without C. ","direct migration background","14","","","","1"
"Very Inexpensive","1985","(Married) couple without C. ","indirect migration background","2","","","","1"
"Very Inexpensive","1985","Single parent ","no migration background","35","0.206026012502235","0.145048612264856","0.267003412739614","1"
"Very Inexpensive","1985","Single parent ","direct migration background","4","","","","1"
"Very Inexpensive","1985","Single parent ","indirect migration background","2","","","","1"
"Very Inexpensive","1985","Couple + C. LE 16 ","no migration background","136","0.185907752397689","0.158393796252731","0.213421708542647","1"
"Very Inexpensive","1985","Couple + C. LE 16 ","direct migration background","6","","","","1"
"Very Inexpensive","1985","Couple + C. LE 16 ","indirect migration background","","","","","1"
"Very Inexpensive","1985","Couple + C. GT 16 ","no migration background","229","0.224677365642991","0.198704901949219","0.250649829336763","1"
"Very Inexpensive","1985","Couple + C. GT 16 ","direct migration background","13","","","","1"
"Very Inexpensive","1985","Couple + C. GT 16 ","indirect migration background","6","","","","1"
"Very Inexpensive","1985","Couple + C. LE and GT 16","no migration background","111","0.189007951580673","0.157680807713071","0.220335095448275","1"
"Very Inexpensive","1985","Couple + C. LE and GT 16","direct migration background","5","","","","1"
"Very Inexpensive","1985","Couple + C. LE and GT 16","indirect migration background","1","","","","1"
"Inexpensive","1986","(Married) couple without C. ","no migration background","292","0.363603369185736","0.330798678087178","0.396408060284295","2"
"Inexpensive","1986","(Married) couple without C. ","direct migration background","17","","","","2"
"Inexpensive","1986","Single parent ","direct migration background","2","","","","2"
"Inexpensive","1986","Couple + C. GT 16 ","no migration background","339","0.32184624285618","0.294047732120226","0.349644753592134","2"
"Inexpensive","1986","Couple + C. LE and GT 16","direct migration background","13","","","","2"
"Inexpensive","1986","Couple + C. LE 16 ","indirect migration background","1","","","","2"
"Inexpensive","1986","1-pers.-HH","no migration background","71","0.343845096582218","0.27913865378965","0.408551539374787","2"
"Inexpensive","1986","Couple + C. LE and GT 16","no migration background","197","0.331331634388045","0.293479383616897","0.369183885159193","2"
"Inexpensive","1986","1-pers.-HH","indirect migration background","","","","","2"
"Inexpensive","1986","Single parent ","indirect migration background","","","","","2"
"Inexpensive","1986","1-pers.-HH","direct migration background","9","","","","2"
"Inexpensive","1986","(Married) couple without C. ","indirect migration background","1","","","","2"
"Inexpensive","1986","Single parent ","no migration background","49","0.258606807520448","0.193916974429121","0.323296640611775","2"
"Inexpensive","1986","Couple + C. LE 16 ","no migration background","190","0.258410458942766","0.226187767309103","0.29063315057643","2"
"Inexpensive","1986","Couple + C. LE 16 ","direct migration background","23","","","","2"
"Inexpensive","1986","Couple + C. GT 16 ","direct migration background","22","","","","2"
"Inexpensive","1986","Couple + C. GT 16 ","indirect migration background","2","","","","2"
"Inexpensive","1986","Couple + C. LE and GT 16","indirect migration background","2","","","","2"
"Reasonable","1986","1-pers.-HH","no migration background","67","0.313574205147065","0.250372342028275","0.376776068265856","3"
"Reasonable","1986","1-pers.-HH","direct migration background","2","","","","3"
"Reasonable","1986","1-pers.-HH","indirect migration background","","","","","3"
"Reasonable","1986","(Married) couple without C. ","no migration background","288","0.352471374425843","0.319891494492064","0.385051254359621","3"
"Reasonable","1986","Couple + C. GT 16 ","direct migration background","34","0.44170705892652","0.339112323800407","0.544301794052633","3"
"Reasonable","1986","Couple + C. LE and GT 16","direct migration background","32","0.419210316438028","0.301059665876386","0.53736096699967","3"
"Reasonable","1986","Couple + C. LE and GT 16","indirect migration background","6","","","","3"
"Reasonable","1986","(Married) couple without C. ","direct migration background","16","","","","3"
"Reasonable","1986","(Married) couple without C. ","indirect migration background","1","","","","3"
"Reasonable","1986","Single parent ","no migration background","78","0.459444590749717","0.38581906021033","0.533070121289104","3"
"Reasonable","1986","Single parent ","direct migration background","4","","","","3"
"Reasonable","1986","Single parent ","indirect migration background","2","","","","3"
"Reasonable","1986","Couple + C. LE 16 ","direct migration background","28","","","","3"
"Reasonable","1986","Couple + C. LE 16 ","indirect migration background","2","","","","3"
"Reasonable","1986","Couple + C. GT 16 ","no migration background","408","0.376365473256698","0.34753822518659","0.405192721326807","3"
"Reasonable","1986","Couple + C. GT 16 ","indirect migration background","6","","","","3"
"Reasonable","1986","Couple + C. LE and GT 16","no migration background","238","0.410993838731853","0.371426900675737","0.450560776787969","3"
"Reasonable","1986","Couple + C. LE 16 ","no migration background","321","0.453596163614248","0.41695101141693","0.490241315811566","3"
"Slightly Expensive","1986","1-pers.-HH","no migration background","19","","","","4"
"Slightly Expensive","1986","Couple + C. LE and GT 16","no migration background","59","0.0962456447819446","0.0725280517215976","0.119963237842292","4"
"Slightly Expensive","1986","Couple + C. LE and GT 16","indirect migration background","2","","","","4"
"Slightly Expensive","1986","Couple + C. LE 16 ","direct migration background","21","","","","4"
"Slightly Expensive","1986","1-pers.-HH","direct migration background","1","","","","4"
"Slightly Expensive","1986","1-pers.-HH","indirect migration background","","","","","4"
"Slightly Expensive","1986","(Married) couple without C. ","no migration background","64","0.0684586954710897","0.0512370979600625","0.0856802929821168","4"
"Slightly Expensive","1986","(Married) couple without C. ","direct migration background","6","","","","4"
"Slightly Expensive","1986","(Married) couple without C. ","indirect migration background","3","","","","4"
"Slightly Expensive","1986","Single parent ","no migration background","13","","","","4"
"Slightly Expensive","1986","Single parent ","direct migration background","4","","","","4"
"Slightly Expensive","1986","Single parent ","indirect migration background","","","","","4"
"Slightly Expensive","1986","Couple + C. LE 16 ","no migration background","78","0.106574638490504","0.0838612961996969","0.129287980781311","4"
"Slightly Expensive","1986","Couple + C. LE 16 ","indirect migration background","3","","","","4"
"Slightly Expensive","1986","Couple + C. GT 16 ","no migration background","97","0.089250668341409","0.0722862727568297","0.106215063925988","4"
"Slightly Expensive","1986","Couple + C. GT 16 ","direct migration background","9","","","","4"
"Slightly Expensive","1986","Couple + C. GT 16 ","indirect migration background","","","","","4"
"Slightly Expensive","1986","Couple + C. LE and GT 16","direct migration background","14","","","","4"
"Too Expensive","1986","Couple + C. LE 16 ","no migration background","27","","","","5"
"Too Expensive","1986","1-pers.-HH","no migration background","5","","","","5"
"Too Expensive","1986","1-pers.-HH","direct migration background","","","","","5"
"Too Expensive","1986","1-pers.-HH","indirect migration background","","","","","5"
"Too Expensive","1986","(Married) couple without C. ","no migration background","16","","","","5"
"Too Expensive","1986","(Married) couple without C. ","direct migration background","2","","","","5"
"Too Expensive","1986","(Married) couple without C. ","indirect migration background","","","","","5"
"Too Expensive","1986","Single parent ","no migration background","2","","","","5"
"Too Expensive","1986","Single parent ","direct migration background","","","","","5"
"Too Expensive","1986","Single parent ","indirect migration background","","","","","5"
"Too Expensive","1986","Couple + C. LE 16 ","direct migration background","1","","","","5"
"Too Expensive","1986","Couple + C. LE 16 ","indirect migration background","","","","","5"
"Too Expensive","1986","Couple + C. GT 16 ","no migration background","31","0.0255787929428247","0.0161848783201115","0.0349727075655378","5"
"Too Expensive","1986","Couple + C. GT 16 ","direct migration background","9","","","","5"
"Too Expensive","1986","Couple + C. GT 16 ","indirect migration background","","","","","5"
"Too Expensive","1986","Couple + C. LE and GT 16","no migration background","16","","","","5"
"Too Expensive","1986","Couple + C. LE and GT 16","direct migration background","2","","","","5"
"Too Expensive","1986","Couple + C. LE and GT 16","indirect migration background","1","","","","5"
"Very Inexpensive","1986","1-pers.-HH","no migration background","45","0.235846804896804","0.178014815315583","0.293678794478025","1"
"Very Inexpensive","1986","1-pers.-HH","direct migration background","1","","","","1"
"Very Inexpensive","1986","1-pers.-HH","indirect migration background","","","","","1"
"Very Inexpensive","1986","(Married) couple without C. ","no migration background","166","0.198698076182679","0.171486544302146","0.225909608063211","1"
"Very Inexpensive","1986","(Married) couple without C. ","direct migration background","11","","","","1"
"Very Inexpensive","1986","(Married) couple without C. ","indirect migration background","1","","","","1"
"Very Inexpensive","1986","Single parent ","no migration background","34","0.205652173672705","0.145939878446186","0.265364468899223","1"
"Very Inexpensive","1986","Single parent ","direct migration background","3","","","","1"
"Very Inexpensive","1986","Single parent ","indirect migration background","","","","","1"
"Very Inexpensive","1986","Couple + C. LE 16 ","no migration background","93","0.141748262897641","0.116074401536821","0.16742212425846","1"
"Very Inexpensive","1986","Couple + C. LE 16 ","direct migration background","12","","","","1"
"Very Inexpensive","1986","Couple + C. LE 16 ","indirect migration background","","","","","1"
"Very Inexpensive","1986","Couple + C. GT 16 ","no migration background","210","0.186958822602888","0.163760185308229","0.210157459897546","1"
"Very Inexpensive","1986","Couple + C. GT 16 ","direct migration background","16","","","","1"
"Very Inexpensive","1986","Couple + C. GT 16 ","indirect migration background","4","","","","1"
"Very Inexpensive","1986","Couple + C. LE and GT 16","no migration background","84","0.135882762967508","0.108326305418004","0.163439220517012","1"
"Very Inexpensive","1986","Couple + C. LE and GT 16","direct migration background","6","","","","1"
"Very Inexpensive","1986","Couple + C. LE and GT 16","indirect migration background","1","","","","1"
"Inexpensive","1987","(Married) couple without C. ","no migration background","334","0.395348816757009","0.36265284991209","0.428044783601928","2"
"Inexpensive","1987","1-pers.-HH","indirect migration background","","","","","2"
"Inexpensive","1987","(Married) couple without C. ","direct migration background","27","","","","2"
"Inexpensive","1987","Single parent ","direct migration background","3","","","","2"
"Inexpensive","1987","Single parent ","indirect migration background","1","","","","2"
"Inexpensive","1987","Couple + C. LE 16 ","indirect migration background","1","","","","2"
"Inexpensive","1987","Couple + C. GT 16 ","no migration background","429","0.374910548598232","0.346659897843261","0.403161199353202","2"
"Inexpensive","1987","1-pers.-HH","direct migration background","4","","","","2"
"Inexpensive","1987","Couple + C. LE and GT 16","no migration background","155","0.303795109082426","0.263403389423134","0.344186828741717","2"
"Inexpensive","1987","1-pers.-HH","no migration background","80","0.377941813454857","0.312672636416667","0.443210990493047","2"
"Inexpensive","1987","(Married) couple without C. ","indirect migration background","2","","","","2"
"Inexpensive","1987","Single parent ","no migration background","54","0.273198011652972","0.209331365837516","0.337064657468427","2"
"Inexpensive","1987","Couple + C. LE 16 ","direct migration background","17","","","","2"
"Inexpensive","1987","Couple + C. GT 16 ","direct migration background","36","0.387241955843561","0.29079894362679","0.483684968060331","2"
"Inexpensive","1987","Couple + C. GT 16 ","indirect migration background","7","","","","2"
"Inexpensive","1987","Couple + C. LE and GT 16","direct migration background","13","","","","2"
"Inexpensive","1987","Couple + C. LE 16 ","no migration background","204","0.303869865399247","0.269676273618106","0.338063457180389","2"
"Inexpensive","1987","Couple + C. LE and GT 16","indirect migration background","2","","","","2"
"Reasonable","1987","1-pers.-HH","direct migration background","5","","","","3"
"Reasonable","1987","1-pers.-HH","no migration background","62","0.310654566888066","0.248361819850204","0.372947313925927","3"
"Reasonable","1987","Couple + C. LE and GT 16","direct migration background","27","","","","3"
"Reasonable","1987","Couple + C. LE and GT 16","indirect migration background","8","","","","3"
"Reasonable","1987","1-pers.-HH","indirect migration background","","","","","3"
"Reasonable","1987","(Married) couple without C. ","no migration background","287","0.335091778547784","0.303526164153552","0.366657392942016","3"
"Reasonable","1987","(Married) couple without C. ","direct migration background","12","","","","3"
"Reasonable","1987","(Married) couple without C. ","indirect migration background","3","","","","3"
"Reasonable","1987","Single parent ","no migration background","85","0.471488415858987","0.399941641837425","0.543035189880549","3"
"Reasonable","1987","Single parent ","direct migration background","4","","","","3"
"Reasonable","1987","Couple + C. LE 16 ","direct migration background","30","0.278452363841047","0.180229847467322","0.376674880214772","3"
"Reasonable","1987","Couple + C. LE 16 ","indirect migration background","2","","","","3"
"Reasonable","1987","Couple + C. GT 16 ","no migration background","361","0.334558712175091","0.307023743622168","0.362093680728014","3"
"Reasonable","1987","Couple + C. GT 16 ","direct migration background","30","0.258857609652562","0.172138192885394","0.345577026419731","3"
"Reasonable","1987","Couple + C. GT 16 ","indirect migration background","2","","","","3"
"Reasonable","1987","Couple + C. LE and GT 16","no migration background","215","0.44235445162375","0.398733238378862","0.485975664868638","3"
"Reasonable","1987","Single parent ","indirect migration background","1","","","","3"
"Reasonable","1987","Couple + C. LE 16 ","no migration background","299","0.428863303311319","0.392068611928706","0.465657994693931","3"
"Slightly Expensive","1987","1-pers.-HH","direct migration background","1","","","","4"
"Slightly Expensive","1987","1-pers.-HH","indirect migration background","","","","","4"
"Slightly Expensive","1987","(Married) couple without C. ","no migration background","53","0.0557866114595689","0.0404386189854241","0.0711346039337137","4"
"Slightly Expensive","1987","1-pers.-HH","no migration background","16","","","","4"
"Slightly Expensive","1987","(Married) couple without C. ","direct migration background","8","","","","4"
"Slightly Expensive","1987","(Married) couple without C. ","indirect migration background","1","","","","4"
"Slightly Expensive","1987","Single parent ","no migration background","11","","","","4"
"Slightly Expensive","1987","Single parent ","direct migration background","1","","","","4"
"Slightly Expensive","1987","Single parent ","indirect migration background","","","","","4"
"Slightly Expensive","1987","Couple + C. LE 16 ","no migration background","79","0.109931254158026","0.0866756270175027","0.13318688129855","4"
"Slightly Expensive","1987","Couple + C. LE 16 ","direct migration background","18","","","","4"
"Slightly Expensive","1987","Couple + C. LE 16 ","indirect migration background","3","","","","4"
"Slightly Expensive","1987","Couple + C. GT 16 ","no migration background","86","0.0750451831607143","0.0596701800843486","0.0904201862370799","4"
"Slightly Expensive","1987","Couple + C. GT 16 ","direct migration background","15","","","","4"
"Slightly Expensive","1987","Couple + C. LE and GT 16","no migration background","40","0.0792393528786794","0.055515935240128","0.102962770517231","4"
"Slightly Expensive","1987","Couple + C. LE and GT 16","indirect migration background","","","","","4"
"Slightly Expensive","1987","Couple + C. GT 16 ","indirect migration background","1","","","","4"
"Slightly Expensive","1987","Couple + C. LE and GT 16","direct migration background","17","","","","4"
"Too Expensive","1987","1-pers.-HH","no migration background","6","","","","5"
"Too Expensive","1987","1-pers.-HH","direct migration background","","","","","5"
"Too Expensive","1987","Couple + C. LE 16 ","no migration background","27","","","","5"
