"hlf0094","year","regtyp","n","percent","lower_confidence","upper_confidence"
"Slightly Expensive","1987","Rural Area","100","0.0732078770233639","0.058715745271977","0.0877000087747508"
"Too Expensive","1987","Urban Area","81","0.026840838516022","0.0210985224613791","0.0325831545706649"
"Too Expensive","1987","Rural Area","34","0.0234193140888743","0.0150052977445271","0.0318333304332215"
"Very Inexpensive","1988","Urban Area","530","0.187971265019481","0.173742072898265","0.202200457140698"
"Very Inexpensive","1988","Rural Area","194","0.176885628726917","0.15467719499114","0.199094062462693"
"Inexpensive","1988","Urban Area","1002","0.352234192554765","0.334837224009023","0.369631161100508"
"Inexpensive","1988","Rural Area","385","0.342319529851134","0.314703269072294","0.369935790629973"
"Reasonable","1988","Urban Area","1077","0.367243465225257","0.349686713403648","0.384800217046866"
"Reasonable","1988","Rural Area","464","0.402854275460208","0.374307588285668","0.431400962634747"
"Slightly Expensive","1988","Urban Area","245","0.0774883156230193","0.0677506947777393","0.0872259364682993"
"Slightly Expensive","1988","Rural Area","76","0.066628630754562","0.0521142254782171","0.081143036030907"
"Too Expensive","1988","Urban Area","42","0.0150627615774768","0.0106266200618509","0.0194989030931026"
"Too Expensive","1988","Rural Area","15","","",""
"Very Inexpensive","1989","Urban Area","564","0.206345591451229","0.19154791280097","0.221143270101488"
"Very Inexpensive","1989","Rural Area","245","0.227843716417901","0.203079281265075","0.252608151570728"
"Inexpensive","1989","Urban Area","1071","0.375388110440371","0.357681898512373","0.39309432236837"
"Inexpensive","1989","Rural Area","385","0.357600783420905","0.329302569464597","0.385898997377213"
"Reasonable","1989","Urban Area","1001","0.339578211293544","0.322261680769044","0.356894741818045"
"Reasonable","1989","Rural Area","378","0.33946556675449","0.311507773488985","0.367423360019995"
"Slightly Expensive","1989","Urban Area","207","0.0682491382006669","0.0590281224154176","0.0774701539859162"
"Slightly Expensive","1989","Rural Area","74","0.05966822315218","0.045682999929361","0.073653446374999"
"Too Expensive","1989","Urban Area","30","0.0104389486141882","0.00672248440645834","0.014155412821918"
"Too Expensive","1989","Rural Area","20","","",""
"Very Inexpensive","1990","Urban Area","543","0.201669978051335","0.18690508588645","0.216434870216219"
"Very Inexpensive","1990","Rural Area","242","0.225116681713234","0.200149710881398","0.250083652545071"
"Inexpensive","1990","Urban Area","1076","0.383446069959931","0.365554184725407","0.401337955194455"
"Inexpensive","1990","Rural Area","366","0.343289462190996","0.314906279824263","0.371672644557729"
"Reasonable","1990","Urban Area","1013","0.348421806352545","0.330888882049238","0.365954730655853"
"Reasonable","1990","Rural Area","373","0.347691288905817","0.319222607450512","0.376159970361121"
"Slightly Expensive","1990","Urban Area","175","0.0578113514111622","0.0492233141956294","0.0663993886266949"
"Slightly Expensive","1990","Rural Area","82","0.0734332324305443","0.0578402732654352","0.0890261915956534"
"Too Expensive","1990","Urban Area","30","0.00865079422502681","0.00524310684865343","0.0120584816014002"
"Too Expensive","1990","Rural Area","12","","",""
"Very Inexpensive","1991","Urban Area","514","0.179223021163759","0.165487056717016","0.192958985610502"
"Very Inexpensive","1991","Rural Area","202","0.119561554891232","0.106155465583347","0.132967644199117"
"Inexpensive","1991","Urban Area","1013","0.346341873799408","0.329301563020278","0.363382184578538"
"Inexpensive","1991","Rural Area","610","0.309867807143042","0.290759984364354","0.32897562992173"
"Reasonable","1991","Urban Area","1159","0.389121441765414","0.371660418149714","0.406582465381115"
"Reasonable","1991","Rural Area","743","0.356743750430451","0.336950048502102","0.376537452358801"
"Slightly Expensive","1991","Urban Area","226","0.0639894680300181","0.0552246219215229","0.0727543141385133"
"Slightly Expensive","1991","Rural Area","428","0.136946643476321","0.122741312693954","0.151151974258689"
"Too Expensive","1991","Urban Area","83","0.0213241952414008","0.0161504453703777","0.0264979451124238"
"Too Expensive","1991","Rural Area","267","0.0768802440589527","0.0658726290581204","0.087887859059785"
"Very Inexpensive","1992","Urban Area","486","0.180676732849446","0.16679269332161","0.194560772377281"
"Very Inexpensive","1992","Rural Area","236","0.14199754869598","0.127121842469524","0.156873254922436"
"Inexpensive","1992","Urban Area","995","0.34326646203152","0.32613291158398","0.360400012479059"
"Inexpensive","1992","Rural Area","626","0.321525658400296","0.301620417524602","0.34143089927599"
"Reasonable","1992","Urban Area","1183","0.392892012518716","0.375267924372245","0.410516100665187"
"Reasonable","1992","Rural Area","866","0.409449853714963","0.388493213569407","0.430406493860518"
"Slightly Expensive","1992","Urban Area","224","0.060857837781272","0.0522308136797385","0.0694848618828054"
"Slightly Expensive","1992","Rural Area","292","0.0970980148732255","0.0844792053573644","0.109716824389087"
"Too Expensive","1992","Urban Area","62","0.0223069548190468","0.0169777981284527","0.0276361115096409"
"Too Expensive","1992","Rural Area","95","0.0299289243155357","0.022667191980161","0.0371906566509105"
"Very Inexpensive","1993","Urban Area","484","0.17364983213358","0.159900754160143","0.187398910107017"
"Very Inexpensive","1993","Rural Area","279","0.157956140654882","0.142387582211379","0.173524699098384"
"Inexpensive","1993","Urban Area","1004","0.350355505132864","0.333039540685905","0.367671469579824"
"Inexpensive","1993","Rural Area","695","0.342025608928582","0.321774603245048","0.362276614612117"
"Reasonable","1993","Urban Area","1198","0.394767416281523","0.377026088031105","0.412508744531942"
"Reasonable","1993","Rural Area","885","0.416386827766589","0.395343044434901","0.437430611098278"
"Slightly Expensive","1993","Urban Area","179","0.0614800795976589","0.0527615491353864","0.0701986100599313"
"Slightly Expensive","1993","Rural Area","191","0.0617563084433692","0.0514806117185782","0.0720320051681602"
"Too Expensive","1993","Urban Area","51","0.0197471668543737","0.0146973482016262","0.0247969855071211"
"Too Expensive","1993","Rural Area","58","0.0218751142065775","0.0156307948465949","0.0281194335665601"
"Very Inexpensive","1994","Urban Area","536","0.199771981411261","0.18525745143247","0.214286511390052"
"Very Inexpensive","1994","Rural Area","238","0.137513738716695","0.122805250211835","0.152222227221556"
"Inexpensive","1994","Urban Area","954","0.320978808259825","0.304031190672504","0.337926425847146"
"Inexpensive","1994","Rural Area","651","0.325820241937075","0.30580338925301","0.34583709462114"
"Reasonable","1994","Urban Area","1191","0.400290266638125","0.382503914952953","0.418076618323297"
"Reasonable","1994","Rural Area","956","0.4505359930341","0.429286269791037","0.471785716277162"
"Slightly Expensive","1994","Urban Area","192","0.0627269049995289","0.0539247539598058","0.0715290560392519"
"Slightly Expensive","1994","Rural Area","210","0.0703902421789769","0.0594651408381865","0.0813153435197673"
"Too Expensive","1994","Urban Area","42","0.01623203869126","0.0116446907325747","0.0208193866499453"
"Too Expensive","1994","Rural Area","51","0.0157397841331535","0.010423927507064","0.021055640759243"
"Very Inexpensive","1995","Urban Area","521","0.179713262400412","0.165987814932169","0.193438709868655"
"Very Inexpensive","1995","Rural Area","241","0.14661113829636","0.131557734039718","0.161664542553002"
"Inexpensive","1995","Urban Area","1001","0.337165774835522","0.320266121063712","0.354065428607332"
"Inexpensive","1995","Rural Area","695","0.345460812895495","0.325223866632948","0.365697759158043"
"Reasonable","1995","Urban Area","1195","0.385665038810348","0.368264553784306","0.40306552383639"
"Reasonable","1995","Rural Area","958","0.425563643560736","0.404521936241108","0.446605350880364"
"Slightly Expensive","1995","Urban Area","252","0.082615533599533","0.0727740595850169","0.0924570076140492"
"Slightly Expensive","1995","Rural Area","193","0.0687321378648546","0.0579651309756589","0.0794991447540504"
"Too Expensive","1995","Urban Area","37","0.0148403903541846","0.0105179444756684","0.0191628362327009"
"Too Expensive","1995","Rural Area","34","0.013632267382554","0.00869733469891707","0.018567200066191"
"Very Inexpensive","1996","Urban Area","474","0.180139279561967","0.166350591959482","0.193927967164451"
"Very Inexpensive","1996","Rural Area","253","0.150961777582863","0.135936677285931","0.165986877879796"
"Inexpensive","1996","Urban Area","998","0.334680586638284","0.317749725789329","0.35161144748724"
"Inexpensive","1996","Rural Area","704","0.321953494197183","0.302344894944048","0.341562093450318"
"Reasonable","1996","Urban Area","1223","0.392509180459575","0.37498880330926","0.410029557609889"
"Reasonable","1996","Rural Area","1021","0.451572955332377","0.430687514238747","0.472458396426007"
"Slightly Expensive","1996","Urban Area","229","0.0707470567130804","0.061547437689957","0.0799466757362039"
"Slightly Expensive","1996","Rural Area","181","0.0674490914219975","0.0569235466013399","0.0779746362426551"
"Too Expensive","1996","Urban Area","60","0.0219238966270937","0.0166698505328652","0.0271779427213223"
"Too Expensive","1996","Rural Area","22","","",""
"Very Inexpensive","1997","Urban Area","499","0.177330486835966","0.16379755848051","0.190863415191423"
"Very Inexpensive","1997","Rural Area","254","0.150719332172287","0.135711038368667","0.165727625975908"
"Inexpensive","1997","Urban Area","959","0.320314009548604","0.303781853198997","0.336846165898211"
"Inexpensive","1997","Rural Area","676","0.329332124497269","0.30961734049386","0.349046908500679"
"Reasonable","1997","Urban Area","1331","0.417611725261656","0.400138220162828","0.435085230360485"
"Reasonable","1997","Rural Area","1033","0.436773400334359","0.415967290218469","0.45757951045025"
"Slightly Expensive","1997","Urban Area","207","0.0641063238706476","0.0554276959186344","0.0727849518226608"
"Slightly Expensive","1997","Rural Area","193","0.0708180411393383","0.0600572658470422","0.0815788164316345"
"Too Expensive","1997","Urban Area","64","0.0206374544831258","0.0156002777640103","0.0256746312022413"
"Too Expensive","1997","Rural Area","27","","",""
"Very Inexpensive","1998","Urban Area","577","0.179230186806873","0.166481600981262","0.191978772632484"
"Very Inexpensive","1998","Rural Area","342","0.168297452441197","0.15377061201055","0.182824292871843"
"Inexpensive","1998","Urban Area","1057","0.3099943945904","0.294621736232323","0.325367052948478"
"Inexpensive","1998","Rural Area","829","0.332878026096711","0.314580449837152","0.351175602356269"
"Reasonable","1998","Urban Area","1516","0.422777924307094","0.406357916363814","0.439197932250374"
"Reasonable","1998","Rural Area","1110","0.407739654979816","0.388658872422912","0.426820437536719"
"Slightly Expensive","1998","Urban Area","269","0.0683048364175697","0.0599197335662909","0.0766899392688485"
"Slightly Expensive","1998","Rural Area","245","0.080894959336127","0.0703075017468751","0.091482416925379"
"Too Expensive","1998","Urban Area","58","0.019692657878063","0.0150743908380858","0.0243109249180402"
"Too Expensive","1998","Rural Area","22","","",""
"Very Inexpensive","1999","Urban Area","579","0.173095825286441","0.160460471436184","0.185731179136699"
"Very Inexpensive","1999","Rural Area","354","0.167915409361177","0.153242509022151","0.182588309700202"
"Inexpensive","1999","Urban Area","1060","0.32318308911817","0.307563254393925","0.338802923842416"
"Inexpensive","1999","Rural Area","878","0.381724143902103","0.36265404653765","0.400794241266557"
"Reasonable","1999","Urban Area","1431","0.403882947047763","0.387495547189397","0.420270346906128"
"Reasonable","1999","Rural Area","1046","0.38348661712272","0.36439980879556","0.402573425449879"
"Slightly Expensive","1999","Urban Area","282","0.0730011961187135","0.0643131704664752","0.0816892217709517"
"Slightly Expensive","1999","Rural Area","190","0.060043880331973","0.0507183161157799","0.069369444548166"
"Too Expensive","1999","Urban Area","92","0.0268369424289119","0.0214396513056275","0.0322342335521963"
"Too Expensive","1999","Rural Area","25","","",""
"Very Inexpensive","2000","Urban Area","1023","0.151832123898914","0.143410444032972","0.160253803764855"
"Very Inexpensive","2000","Rural Area","552","0.134387759310538","0.124696562280997","0.14407895634008"
"Inexpensive","2000","Urban Area","2263","0.326828734747425","0.315820976420258","0.337836493074592"
"Inexpensive","2000","Rural Area","1608","0.352329760248038","0.338756395891711","0.365903124604365"
"Reasonable","2000","Urban Area","2924","0.412162432709935","0.400610920112497","0.423713945307373"
"Reasonable","2000","Rural Area","2092","0.418049947801507","0.404034957076634","0.432064938526379"
"Slightly Expensive","2000","Urban Area","639","0.091559279924505","0.0847910443591806","0.0983275154898294"
"Slightly Expensive","2000","Rural Area","434","0.081469410215649","0.0736965658781359","0.0892422545531621"
"Too Expensive","2000","Urban Area","126","0.0176174287192209","0.0145300666015067","0.020704790836935"
"Too Expensive","2000","Rural Area","72","0.013763122424268","0.0104526880908953","0.0170735567576408"
"Very Inexpensive","2001","Urban Area","773","0.12772336821701","0.119514385618397","0.135932350815624"
"Very Inexpensive","2001","Rural Area","504","0.13586366916773","0.1256848696807","0.14604246865476"
"Inexpensive","2001","Urban Area","2015","0.316539223673979","0.305099972424059","0.327978474923899"
"Inexpensive","2001","Rural Area","1415","0.322283109743298","0.308399682620525","0.336166536866072"
"Reasonable","2001","Urban Area","2887","0.459739652322705","0.447482641684195","0.471996662961214"
"Reasonable","2001","Rural Area","2034","0.458287107510407","0.443485558646174","0.47308865637464"
"Slightly Expensive","2001","Urban Area","533","0.0763600283559405","0.0698285508607634","0.0828915058511177"
"Slightly Expensive","2001","Rural Area","364","0.0738389856851288","0.0660704374521204","0.0816075339181372"
"Too Expensive","2001","Urban Area","143","0.0196377274303653","0.0162252802059051","0.0230501746548255"
"Too Expensive","2001","Rural Area","36","0.00972712789343554","0.00681155763428865","0.0126426981525824"
"Very Inexpensive","2002","Urban Area","932","0.132657580870523","0.124950431627024","0.140364730114022"
"Very Inexpensive","2002","Rural Area","532","0.132963927368395","0.123121992636899","0.142805862099891"
"Inexpensive","2002","Urban Area","2343","0.321465915490322","0.310854196546723","0.332077634433921"
"Inexpensive","2002","Rural Area","1391","0.303112891230589","0.289790616078294","0.316435166382884"
"Reasonable","2002","Urban Area","3376","0.44729530826049","0.435997968612664","0.458592647908316"
"Reasonable","2002","Rural Area","2183","0.472550263086557","0.458078897177135","0.487021628995979"
"Slightly Expensive","2002","Urban Area","696","0.0890941444835772","0.0826213209578116","0.0955669680093428"
"Slightly Expensive","2002","Rural Area","418","0.0772102997695942","0.0694730971764216","0.0849475023627667"
"Too Expensive","2002","Urban Area","94","0.00948705089508824","0.00728448894329483","0.0116896128468817"
"Too Expensive","2002","Rural Area","48","0.014162618544865","0.0107375489525097","0.0175876881372204"
"Very Inexpensive","2003","Urban Area","","","",""
"Very Inexpensive","2003","Rural Area","","","",""
"Inexpensive","2003","Urban Area","","","",""
"Inexpensive","2003","Rural Area","","","",""
"Reasonable","2003","Urban Area","","","",""
"Reasonable","2003","Rural Area","","","",""
"Slightly Expensive","2003","Urban Area","","","",""
"Slightly Expensive","2003","Rural Area","","","",""
"Too Expensive","2003","Urban Area","","","",""
"Too Expensive","2003","Rural Area","","","",""
"Very Inexpensive","2004","Urban Area","","","",""
"Very Inexpensive","2004","Rural Area","","","",""
"Inexpensive","2004","Urban Area","","","",""
"Inexpensive","2004","Rural Area","","","",""
"Reasonable","2004","Urban Area","","","",""
"Reasonable","2004","Rural Area","","","",""
"Slightly Expensive","2004","Urban Area","","","",""
"Slightly Expensive","2004","Rural Area","","","",""
"Too Expensive","2004","Urban Area","","","",""
"Too Expensive","2004","Rural Area","","","",""
"Very Inexpensive","2005","Urban Area","694","0.101470188579878","0.0942796573976614","0.108660719762095"
"Very Inexpensive","2005","Rural Area","432","0.110854173602471","0.101330985281002","0.12037736192394"
"Inexpensive","2005","Urban Area","2033","0.303388720482418","0.292441081655578","0.314336359309257"
"Inexpensive","2005","Rural Area","1204","0.300876920675676","0.286964871358337","0.314788969993015"
"Reasonable","2005","Urban Area","3433","0.51299280373332","0.50109001238577","0.52489559508087"
"Reasonable","2005","Rural Area","2073","0.481708939755954","0.466552434892646","0.496865444619262"
"Slightly Expensive","2005","Urban Area","534","0.0735237563780515","0.0673085367149255","0.0797389760411775"
"Slightly Expensive","2005","Rural Area","397","0.0883150355684868","0.0797078816090865","0.0969221895278872"
"Too Expensive","2005","Urban Area","80","0.00862453082633287","0.00642255615816143","0.0108265054945043"
"Too Expensive","2005","Rural Area","69","0.0182449303974127","0.014185243566733","0.0223046172280923"
"Very Inexpensive","2006","Urban Area","804","0.102807976350395","0.095877950208923","0.109738002491867"
"Very Inexpensive","2006","Rural Area","498","0.121982772123181","0.112492343844406","0.131473200401955"
"Inexpensive","2006","Urban Area","2129","0.294762579318652","0.284359004043794","0.30516615459351"
"Inexpensive","2006","Rural Area","1354","0.303300499956826","0.289970063902245","0.316630936011406"
"Reasonable","2006","Urban Area","3673","0.490888524501237","0.479481387735154","0.502295661267319"
"Reasonable","2006","Rural Area","2199","0.471238163147289","0.456762604875772","0.485713721418805"
"Slightly Expensive","2006","Urban Area","677","0.0981849240887699","0.0913950782238852","0.104974769953655"
"Slightly Expensive","2006","Rural Area","457","0.0939965799691004","0.0855339375987366","0.102459222339464"
"Too Expensive","2006","Urban Area","95","0.0133559957409463","0.0107366239744957","0.0159753675073968"
"Too Expensive","2006","Rural Area","60","0.0094819848036048","0.00667159953543009","0.0122923700717795"
"Very Inexpensive","2007","Urban Area","705","0.0948602604980145","0.0879473555347264","0.101773165461303"
"Very Inexpensive","2007","Rural Area","443","0.100311166434038","0.0913079172303455","0.10931441563773"
"Inexpensive","2007","Urban Area","1997","0.284717449363528","0.274070958861063","0.295363939865993"
"Inexpensive","2007","Rural Area","1310","0.326755346802327","0.312698876680853","0.340811816923802"
"Reasonable","2007","Urban Area","3499","0.514932072206167","0.503141446171825","0.526722698240509"
"Reasonable","2007","Rural Area","2077","0.473061632778112","0.458098682257924","0.488024583298301"
"Slightly Expensive","2007","Urban Area","607","0.0923942052570815","0.0855624608386714","0.0992259496754915"
"Slightly Expensive","2007","Rural Area","383","0.0840576240370149","0.0757418803076099","0.09237336776642"
"Too Expensive","2007","Urban Area","94","0.0130960126752091","0.0104139581125021","0.0157780672379161"
"Too Expensive","2007","Rural Area","64","0.0158142299485073","0.0120753542125579","0.0195531056844568"
"Very Inexpensive","2008","Urban Area","712","0.109194718528863","0.101651498235959","0.116737938821768"
"Very Inexpensive","2008","Rural Area","473","0.117811831540164","0.1079353493026","0.127688313777727"
"Inexpensive","2008","Urban Area","1888","0.272265653696652","0.261499825415377","0.283031481977926"
"Inexpensive","2008","Rural Area","1115","0.273991585545582","0.26032793775635","0.287655233334813"
"Reasonable","2008","Urban Area","3361","0.51663156756965","0.504545244616895","0.528717890522404"
"Reasonable","2008","Rural Area","2032","0.486935053693261","0.471622454659825","0.502247652726696"
"Slightly Expensive","2008","Urban Area","525","0.089332372452553","0.0824339630328032","0.0962307818723027"
"Slightly Expensive","2008","Rural Area","411","0.105982092251324","0.0965519863012788","0.115412198201369"
"Too Expensive","2008","Urban Area","81","0.0125756877522824","0.00988054133529067","0.0152708341692742"
"Too Expensive","2008","Rural Area","62","0.0152794369696696","0.0115216046454527","0.0190372692938865"
"Very Inexpensive","2009","Urban Area","644","0.105726328153645","0.0980408190427012","0.113411837264589"
"Very Inexpensive","2009","Rural Area","503","0.140054754972614","0.129109489867922","0.151000020077306"
"Inexpensive","2009","Urban Area","1787","0.287191175449285","0.275882338983604","0.298500011914966"
"Inexpensive","2009","Rural Area","1132","0.309880811908132","0.295295982617833","0.32446564119843"
"Reasonable","2009","Urban Area","3168","0.514863278291252","0.502371511209316","0.527355045373187"
"Reasonable","2009","Rural Area","1800","0.427072377155471","0.411471731297011","0.442673023013932"
"Slightly Expensive","2009","Urban Area","483","0.0809434552069631","0.0741262270345067","0.0877606833794196"
"Slightly Expensive","2009","Rural Area","380","0.104192055341427","0.094556722670134","0.11382738801272"
"Too Expensive","2009","Urban Area","67","0.0112757628988554","0.00863665952276107","0.0139148662749497"
"Too Expensive","2009","Rural Area","47","0.0188000006223564","0.0145164918785771","0.0230835093661357"
"Very Inexpensive","2010","Urban Area","716","0.100832782522363","0.0939976746126829","0.107667890432043"
"Very Inexpensive","2010","Rural Area","473","0.0992599206379462","0.0907771235342157","0.107742717741677"
"Inexpensive","2010","Urban Area","2026","0.273559871959163","0.263440574176554","0.283679169741772"
"Inexpensive","2010","Rural Area","1366","0.288280575916132","0.27543024020383","0.301130911628434"
"Reasonable","2010","Urban Area","3926","0.528689156588584","0.517357897115597","0.540020416061571"
"Reasonable","2010","Rural Area","2369","0.485210333638286","0.471031767777729","0.499388899498844"
"Slightly Expensive","2010","Urban Area","686","0.0860126363065264","0.079647972147544","0.0923773004655089"
"Slightly Expensive","2010","Rural Area","471","0.104818938396914","0.0961287799469894","0.113509096846839"
"Too Expensive","2010","Urban Area","101","0.0109055526233636","0.00854796964160566","0.0132631356051216"
"Too Expensive","2010","Rural Area","94","0.0224302314107218","0.018229323782086","0.0266311390393577"
"Very Inexpensive","2011","Urban Area","892","0.10460946525625","0.098231731811529","0.110987198700972"
"Very Inexpensive","2011","Rural Area","493","0.0781334923445662","0.0712701801132516","0.0849968045758809"
"Inexpensive","2011","Urban Area","2485","0.278681478703893","0.269338352429053","0.288024604978734"
"Inexpensive","2011","Rural Area","1710","0.299260510095662","0.287549775940213","0.31097124425111"
"Reasonable","2011","Urban Area","4619","0.521546234404238","0.511136467160476","0.531956001647999"
"Reasonable","2011","Rural Area","2982","0.510210957181622","0.497427140239916","0.522994774123327"
"Slightly Expensive","2011","Urban Area","735","0.0839614684341594","0.0781822180943537","0.0897407187739651"
"Slightly Expensive","2011","Rural Area","583","0.0949154445513098","0.0874200561897334","0.102410832912886"
"Too Expensive","2011","Urban Area","115","0.011201353201459","0.00900822610343353","0.0133944802994845"
"Too Expensive","2011","Rural Area","106","0.0174795958268406","0.0141282626782083","0.0208309289754728"
"Very Inexpensive","2012","Urban Area","872","0.0998425630233018","0.0935329088886139","0.10615221715799"
"Very Inexpensive","2012","Rural Area","462","0.0800791963087306","0.0730772302229599","0.0870811623945013"
"Inexpensive","2012","Urban Area","2463","0.281741568673342","0.272273655055124","0.29120948229156"
"Inexpensive","2012","Rural Area","1772","0.294534049489616","0.282774499227976","0.306293599751255"
"Reasonable","2012","Urban Area","4476","0.514498701916645","0.503979669443457","0.525017734389834"
"Reasonable","2012","Rural Area","2923","0.512451254673032","0.499556287770412","0.525346221575651"
"Slightly Expensive","2012","Urban Area","737","0.0894956715526173","0.0834876638692053","0.0955036792360293"
"Slightly Expensive","2012","Rural Area","523","0.0946529870793706","0.0871010279946229","0.102204946164118"
"Too Expensive","2012","Urban Area","124","0.0144214948340935","0.0119122721362613","0.0169307175319257"
"Too Expensive","2012","Rural Area","92","0.0182825124492513","0.0148263342030452","0.0217386906954575"
"Very Inexpensive","2013","Urban Area","966","0.109233463360172","0.102771386621656","0.115695540098687"
"Very Inexpensive","2013","Rural Area","470","0.0830231807609921","0.0758608984881158","0.0901854630338684"
"Inexpensive","2013","Urban Area","2600","0.298536469707129","0.28905635576524","0.308016583649018"
"Inexpensive","2013","Rural Area","1676","0.300362686873697","0.288463095656787","0.312262278090606"
"Reasonable","2013","Urban Area","4444","0.486717362106169","0.476362864813967","0.497071859398372"
"Reasonable","2013","Rural Area","2994","0.508200972731072","0.495223678565283","0.521178266896861"
"Slightly Expensive","2013","Urban Area","828","0.0928867907568473","0.0868733915338723","0.0989001899798223"
"Slightly Expensive","2013","Rural Area","463","0.0917046838674677","0.0842129581844342","0.0991964095505011"
"Too Expensive","2013","Urban Area","113","0.0126259140696827","0.0103128663668795","0.0149389617724858"
"Too Expensive","2013","Rural Area","98","0.0167084757667715","0.0133812510399225","0.0200357004936205"
"Very Inexpensive","2014","Urban Area","898","0.11776893365946","0.110764454344522","0.124773412974398"
"Very Inexpensive","2014","Rural Area","509","0.102107690481244","0.0938747519603504","0.110340629002137"
"Inexpensive","2014","Urban Area","2456","0.305957351780233","0.295943691857078","0.315971011703387"
"Inexpensive","2014","Rural Area","1476","0.283721130368275","0.271463671902237","0.295978588834313"
"Reasonable","2014","Urban Area","4059","0.483100610048877","0.472241577993664","0.49395964210409"
"Reasonable","2014","Rural Area","2726","0.495158526412104","0.481564028774091","0.508753024050117"
"Slightly Expensive","2014","Urban Area","598","0.0791108397550823","0.0732455294952615","0.0849761500149031"
"Slightly Expensive","2014","Rural Area","424","0.108270038028663","0.0998214459042672","0.116718630153059"
"Too Expensive","2014","Urban Area","124","0.0140622647563481","0.0115035510709018","0.0166209784417943"
"Too Expensive","2014","Rural Area","61","0.0107426147097142","0.00793961424156328","0.0135456151778651"
