"hlf0094","year","hgtyp1hh","sex","n","percent","lower_confidence","upper_confidence"
"Too Expensive","2007","Couple + C. LE and GT 16","Female","4","","",""
"Very Inexpensive","2008","1-pers.-HH","Male","53","0.14764571108583","0.111202394610038","0.184089027561621"
"Very Inexpensive","2008","1-pers.-HH","Female","58","0.109525140822631","0.0823946943226501","0.136655587322612"
"Very Inexpensive","2008","(Married) couple without C. ","Male","247","0.126694327052008","0.112031879165281","0.141356774938735"
"Very Inexpensive","2008","(Married) couple without C. ","Female","245","0.120555254112691","0.106231225291229","0.134879282934152"
"Very Inexpensive","2008","Single parent ","Male","20","","",""
"Very Inexpensive","2008","Single parent ","Female","15","","",""
"Very Inexpensive","2008","Couple + C. LE 16 ","Male","71","0.0767010046288507","0.0588004719991476","0.0946015372585538"
"Very Inexpensive","2008","Couple + C. LE 16 ","Female","73","0.0704971240352523","0.0537824941452089","0.0872117539252957"
"Very Inexpensive","2008","Couple + C. GT 16 ","Male","146","0.123510587207863","0.105555865983393","0.141465308432332"
"Very Inexpensive","2008","Couple + C. GT 16 ","Female","139","0.139207531010779","0.119139462702368","0.159275599319189"
"Very Inexpensive","2008","Couple + C. LE and GT 16","Male","53","0.121799640905974","0.0932748669803053","0.150324414831642"
"Very Inexpensive","2008","Couple + C. LE and GT 16","Female","43","0.0929201256544845","0.0668938633471151","0.118946387961854"
"Inexpensive","2008","1-pers.-HH","Male","108","0.317347392352567","0.269532328179419","0.365162456525714"
"Inexpensive","2008","1-pers.-HH","Female","158","0.304817727579815","0.264827059930449","0.344808395229181"
"Inexpensive","2008","(Married) couple without C. ","Male","615","0.294392149708924","0.274301704044612","0.314482595373235"
"Inexpensive","2008","(Married) couple without C. ","Female","607","0.289506435961535","0.269554868497367","0.309458003425703"
"Inexpensive","2008","Single parent ","Male","44","0.274034720458213","0.203589999737804","0.344479441178622"
"Inexpensive","2008","Single parent ","Female","70","0.317727985555953","0.257945131582426","0.377510839529481"
"Inexpensive","2008","Couple + C. LE 16 ","Male","221","0.261394406643018","0.23183820048788","0.290950612798155"
"Inexpensive","2008","Couple + C. LE 16 ","Female","235","0.26087398751268","0.232201833074268","0.289546141951093"
"Inexpensive","2008","Couple + C. GT 16 ","Male","360","0.261955616423421","0.237961302703141","0.285949930143702"
"Inexpensive","2008","Couple + C. GT 16 ","Female","319","0.252319154841202","0.227139010589165","0.277499299093238"
"Inexpensive","2008","Couple + C. LE and GT 16","Male","99","0.151084440394488","0.119849224003083","0.182319656785893"
"Inexpensive","2008","Couple + C. LE and GT 16","Female","95","0.153903665507923","0.121554094094048","0.186253236921798"
"Reasonable","2008","1-pers.-HH","Male","163","0.41586953629943","0.365236860253146","0.466502212345714"
"Reasonable","2008","1-pers.-HH","Female","245","0.48751208775522","0.444088699546895","0.530935475963544"
"Reasonable","2008","(Married) couple without C. ","Male","950","0.485740864238913","0.46370966770192","0.507772060775906"
"Reasonable","2008","(Married) couple without C. ","Female","966","0.496425286981244","0.474430146496524","0.518420427465963"
"Reasonable","2008","Single parent ","Male","76","0.514708308835379","0.435773284360571","0.593643333310186"
"Reasonable","2008","Single parent ","Female","121","0.510122063087005","0.445934465042662","0.574309661131348"
"Reasonable","2008","Couple + C. LE 16 ","Male","450","0.526078273400357","0.492491155519829","0.559665391280885"
"Reasonable","2008","Couple + C. LE 16 ","Female","479","0.534034263815044","0.50146205215936","0.566606475470728"
"Reasonable","2008","Couple + C. GT 16 ","Male","649","0.518008137732318","0.490740885219605","0.545275390245031"
"Reasonable","2008","Couple + C. GT 16 ","Female","561","0.517480525038162","0.488511798494361","0.546449251581963"
"Reasonable","2008","Couple + C. LE and GT 16","Male","295","0.58314201881959","0.540140516312803","0.626143521326378"
"Reasonable","2008","Couple + C. LE and GT 16","Female","288","0.633511242532291","0.590315431337127","0.676707053727455"
"Slightly Expensive","2008","1-pers.-HH","Male","31","0.09248340815287","0.0627217859770749","0.122245030328665"
"Slightly Expensive","2008","1-pers.-HH","Female","40","0.0768903400986893","0.0537456303588589","0.10003504983852"
"Slightly Expensive","2008","(Married) couple without C. ","Male","148","0.0849511372888793","0.0726611481849195","0.0972411263928391"
"Slightly Expensive","2008","(Married) couple without C. ","Female","151","0.086506562544316","0.0741401116053047","0.0988730134833274"
"Slightly Expensive","2008","Single parent ","Male","13","","",""
"Slightly Expensive","2008","Single parent ","Female","23","","",""
"Slightly Expensive","2008","Couple + C. LE 16 ","Male","94","0.11627718603459","0.0947146650124639","0.137839707056716"
"Slightly Expensive","2008","Couple + C. LE 16 ","Female","100","0.114205896445432","0.0934378162769431","0.134973976613921"
"Slightly Expensive","2008","Couple + C. GT 16 ","Male","116","0.0864592048889224","0.0711228260651366","0.101795583712708"
"Slightly Expensive","2008","Couple + C. GT 16 ","Female","99","0.0714286584025947","0.0564983471913589","0.0863589696138305"
"Slightly Expensive","2008","Couple + C. LE and GT 16","Male","54","0.140191399639161","0.109910834227166","0.170471965051155"
"Slightly Expensive","2008","Couple + C. LE and GT 16","Female","47","0.113004187019168","0.0846222393338792","0.141386134704458"
"Too Expensive","2008","1-pers.-HH","Male","9","","",""
"Too Expensive","2008","1-pers.-HH","Female","8","","",""
"Too Expensive","2008","(Married) couple without C. ","Male","17","","",""
"Too Expensive","2008","(Married) couple without C. ","Female","16","","",""
"Too Expensive","2008","Single parent ","Male","1","","",""
"Too Expensive","2008","Single parent ","Female","4","","",""
"Too Expensive","2008","Couple + C. LE 16 ","Male","13","","",""
"Too Expensive","2008","Couple + C. LE 16 ","Female","14","","",""
"Too Expensive","2008","Couple + C. GT 16 ","Male","19","","",""
"Too Expensive","2008","Couple + C. GT 16 ","Female","25","","",""
"Too Expensive","2008","Couple + C. LE and GT 16","Male","4","","",""
"Too Expensive","2008","Couple + C. LE and GT 16","Female","5","","",""
"Very Inexpensive","2009","1-pers.-HH","Male","49","0.142192892351164","0.105393232365449","0.178992552336879"
"Very Inexpensive","2009","1-pers.-HH","Female","66","0.135496135076551","0.105406506977518","0.165585763175584"
"Very Inexpensive","2009","(Married) couple without C. ","Male","244","0.130786328939531","0.115508710957332","0.14606394692173"
"Very Inexpensive","2009","(Married) couple without C. ","Female","240","0.131430964859829","0.116178380591624","0.146683549128034"
"Very Inexpensive","2009","Single parent ","Male","5","","",""
"Very Inexpensive","2009","Single parent ","Female","9","","",""
"Very Inexpensive","2009","Couple + C. LE 16 ","Male","56","0.0736946199186169","0.0552403140992995","0.0921489257379344"
"Very Inexpensive","2009","Couple + C. LE 16 ","Female","61","0.0822845412477386","0.0634530553666006","0.101116027128876"
"Very Inexpensive","2009","Couple + C. GT 16 ","Male","159","0.139637997031391","0.120552556013381","0.158723438049402"
"Very Inexpensive","2009","Couple + C. GT 16 ","Female","144","0.172378000993976","0.1497465116445","0.195009490343453"
"Very Inexpensive","2009","Couple + C. LE and GT 16","Male","53","0.072637175593516","0.0492228632651079","0.0960514879219241"
"Very Inexpensive","2009","Couple + C. LE and GT 16","Female","38","0.0677626742667652","0.0444628394649564","0.091062509068574"
"Inexpensive","2009","1-pers.-HH","Male","122","0.334264836053841","0.284559142711173","0.38397052939651"
"Inexpensive","2009","1-pers.-HH","Female","160","0.336325234015626","0.294788984865188","0.377861483166063"
"Inexpensive","2009","(Married) couple without C. ","Male","575","0.306977432847516","0.286077826277944","0.327877039417087"
"Inexpensive","2009","(Married) couple without C. ","Female","577","0.294938295817874","0.27435231516897","0.315524276466778"
"Inexpensive","2009","Single parent ","Male","46","0.327237769613784","0.250602382100139","0.403873157127429"
"Inexpensive","2009","Single parent ","Female","54","0.311470400223035","0.24942481254594","0.373515987900131"
"Inexpensive","2009","Couple + C. LE 16 ","Male","217","0.254804755175089","0.224026674747637","0.285582835602541"
"Inexpensive","2009","Couple + C. LE 16 ","Female","229","0.255598442885936","0.225706497678447","0.285490388093425"
"Inexpensive","2009","Couple + C. GT 16 ","Male","357","0.285221464257308","0.260359431325209","0.310083497189407"
"Inexpensive","2009","Couple + C. GT 16 ","Female","291","0.259814980680625","0.233539029762206","0.286090931599044"
"Inexpensive","2009","Couple + C. LE and GT 16","Male","117","0.305029931188041","0.263493290429156","0.346566571946926"
"Inexpensive","2009","Couple + C. LE and GT 16","Female","124","0.323236192769344","0.279877829138245","0.366594556400442"
"Reasonable","2009","1-pers.-HH","Male","151","0.444560700840572","0.392201395269439","0.496920006411705"
"Reasonable","2009","1-pers.-HH","Female","223","0.422952592730677","0.379519426565908","0.466385758895446"
"Reasonable","2009","(Married) couple without C. ","Male","894","0.473804264135568","0.451179485331047","0.49642904294009"
"Reasonable","2009","(Married) couple without C. ","Female","909","0.485710487730472","0.463148103632838","0.508272871828105"
"Reasonable","2009","Single parent ","Male","72","0.482166255104178","0.400553051593327","0.563779458615028"
"Reasonable","2009","Single parent ","Female","122","0.511569613816411","0.444597360425165","0.578541867207656"
"Reasonable","2009","Couple + C. LE 16 ","Male","411","0.527644399472686","0.492382319234701","0.562906479710671"
"Reasonable","2009","Couple + C. LE 16 ","Female","437","0.519710075092538","0.485472441054677","0.553947709130398"
"Reasonable","2009","Couple + C. GT 16 ","Male","623","0.471739414493544","0.444251931757043","0.499226897230045"
"Reasonable","2009","Couple + C. GT 16 ","Female","516","0.464841572514079","0.43495680597278","0.494726339055379"
"Reasonable","2009","Couple + C. LE and GT 16","Male","254","0.542031949286655","0.497084285313504","0.586979613259806"
"Reasonable","2009","Couple + C. LE and GT 16","Female","242","0.53924738194947","0.493038840770222","0.585455923128719"
"Slightly Expensive","2009","1-pers.-HH","Male","20","","",""
"Slightly Expensive","2009","1-pers.-HH","Female","44","0.100865405540644","0.0743893447279878","0.1273414663533"
"Slightly Expensive","2009","(Married) couple without C. ","Male","146","0.0789850955690103","0.0667638041406416","0.091206386997379"
"Slightly Expensive","2009","(Married) couple without C. ","Female","148","0.0766524390514121","0.064642577355258","0.0886623007475661"
"Slightly Expensive","2009","Single parent ","Male","16","","",""
"Slightly Expensive","2009","Single parent ","Female","22","","",""
"Slightly Expensive","2009","Couple + C. LE 16 ","Male","76","0.114160013363022","0.0916985848083847","0.136621441917659"
"Slightly Expensive","2009","Couple + C. LE 16 ","Female","81","0.118213589415521","0.0960884079108452","0.140338770920197"
"Slightly Expensive","2009","Couple + C. GT 16 ","Male","108","0.0899223056407693","0.0741704132753484","0.10567419800619"
"Slightly Expensive","2009","Couple + C. GT 16 ","Female","101","0.0897212843718958","0.072597839608012","0.10684472913578"
"Slightly Expensive","2009","Couple + C. LE and GT 16","Male","44","0.0776877321655159","0.053539112792199","0.101836351538833"
"Slightly Expensive","2009","Couple + C. LE and GT 16","Female","40","0.0674460515716668","0.0441967678614156","0.090695335281918"
"Too Expensive","2009","1-pers.-HH","Male","4","","",""
"Too Expensive","2009","1-pers.-HH","Female","4","","",""
"Too Expensive","2009","(Married) couple without C. ","Male","12","","",""
"Too Expensive","2009","(Married) couple without C. ","Female","11","","",""
"Too Expensive","2009","Single parent ","Male","5","","",""
"Too Expensive","2009","Single parent ","Female","7","","",""
"Too Expensive","2009","Couple + C. LE 16 ","Male","10","","",""
"Too Expensive","2009","Couple + C. LE 16 ","Female","10","","",""
"Too Expensive","2009","Couple + C. GT 16 ","Male","20","","",""
"Too Expensive","2009","Couple + C. GT 16 ","Female","18","","",""
"Too Expensive","2009","Couple + C. LE and GT 16","Male","4","","",""
"Too Expensive","2009","Couple + C. LE and GT 16","Female","3","","",""
"Very Inexpensive","2010","1-pers.-HH","Male","38","0.116488885975281","0.0825875257129538","0.150390246237608"
"Very Inexpensive","2010","1-pers.-HH","Female","47","0.0933855980284425","0.0677268255627194","0.119044370494166"
"Very Inexpensive","2010","(Married) couple without C. ","Male","217","0.11385438651259","0.0990693925001541","0.128639380525025"
"Very Inexpensive","2010","(Married) couple without C. ","Female","221","0.119681206237948","0.104715335825638","0.134647076650258"
"Very Inexpensive","2010","Single parent ","Male","20","","",""
"Very Inexpensive","2010","Single parent ","Female","34","0.0669424917024287","0.0422333899092449","0.0916515934956125"
"Very Inexpensive","2010","Couple + C. LE 16 ","Male","124","0.0596859921189446","0.0485386581392662","0.0708333260986231"
"Very Inexpensive","2010","Couple + C. LE 16 ","Female","136","0.0523186388745636","0.0422345052869108","0.0624027724622165"
"Very Inexpensive","2010","Couple + C. GT 16 ","Male","112","0.0873097919289033","0.0711553389271598","0.103464244930647"
"Very Inexpensive","2010","Couple + C. GT 16 ","Female","100","0.10299483454596","0.0840706812290158","0.121918987862904"
"Very Inexpensive","2010","Couple + C. LE and GT 16","Male","64","0.146260749442882","0.118400796730425","0.174120702155338"
"Very Inexpensive","2010","Couple + C. LE and GT 16","Female","62","0.145833123464162","0.117257301274663","0.17440894565366"
"Inexpensive","2010","1-pers.-HH","Male","119","0.360390122170674","0.309654511702156","0.411125732639193"
"Inexpensive","2010","1-pers.-HH","Female","142","0.296535581153541","0.256259789068706","0.336811373238377"
"Inexpensive","2010","(Married) couple without C. ","Male","544","0.300387577960378","0.279049098763895","0.321726057156861"
"Inexpensive","2010","(Married) couple without C. ","Female","539","0.294435012536858","0.273419874268968","0.315450150804748"
"Inexpensive","2010","Single parent ","Male","50","0.19645373490848","0.14039993939514","0.252507530421821"
"Inexpensive","2010","Single parent ","Female","115","0.287258936086694","0.242523211074458","0.331994661098931"
"Inexpensive","2010","Couple + C. LE 16 ","Male","437","0.226008079025825","0.206327922548526","0.245688235503124"
"Inexpensive","2010","Couple + C. LE 16 ","Female","470","0.233873910895053","0.214703994569037","0.253043827221068"
"Inexpensive","2010","Couple + C. GT 16 ","Male","325","0.288844008810871","0.262907399305688","0.314780618316055"
"Inexpensive","2010","Couple + C. GT 16 ","Female","263","0.258558497099897","0.23129829210675","0.285818702093043"
"Inexpensive","2010","Couple + C. LE and GT 16","Male","160","0.216391888435208","0.183926260781261","0.248857516089155"
"Inexpensive","2010","Couple + C. LE and GT 16","Female","163","0.259020132653029","0.223549474415692","0.294490790890366"
"Reasonable","2010","1-pers.-HH","Male","149","0.404419624593931","0.352556918916751","0.45628233027111"
"Reasonable","2010","1-pers.-HH","Female","251","0.502119849418819","0.458028771374566","0.546210927463071"
"Reasonable","2010","(Married) couple without C. ","Male","875","0.501957817254276","0.478684387009193","0.52523124749936"
"Reasonable","2010","(Married) couple without C. ","Female","905","0.500694070823585","0.477640478937634","0.523747662709535"
"Reasonable","2010","Single parent ","Male","97","0.541897242924149","0.47160468296709","0.612189802881208"
"Reasonable","2010","Single parent ","Female","200","0.492777187199444","0.443348792952873","0.542205581446016"
"Reasonable","2010","Couple + C. LE 16 ","Male","950","0.568910325940224","0.545607742603107","0.592212909277342"
"Reasonable","2010","Couple + C. LE 16 ","Female","1022","0.548241290965599","0.525703137076532","0.570779444854667"
"Reasonable","2010","Couple + C. GT 16 ","Male","618","0.546074832712248","0.51758320264872","0.574566462775776"
"Reasonable","2010","Couple + C. GT 16 ","Female","515","0.552705170729737","0.521748448777413","0.58366189268206"
"Reasonable","2010","Couple + C. LE and GT 16","Male","298","0.48016911175882","0.440779472450753","0.519558751066886"
"Reasonable","2010","Couple + C. LE and GT 16","Female","287","0.472568737079741","0.43214702437927","0.512990449780212"
"Slightly Expensive","2010","1-pers.-HH","Male","31","0.102208044384013","0.0701970427212486","0.134219046046777"
"Slightly Expensive","2010","1-pers.-HH","Female","45","0.0917036189595453","0.0662533928051752","0.117153845113916"
"Slightly Expensive","2010","(Married) couple without C. ","Male","120","0.0669034414619105","0.0552734004529103","0.0785334824709106"
"Slightly Expensive","2010","(Married) couple without C. ","Female","126","0.0700265824578507","0.0582603954121881","0.0817927695035133"
"Slightly Expensive","2010","Single parent ","Male","21","","",""
"Slightly Expensive","2010","Single parent ","Female","34","0.0892968038392438","0.0611027059324242","0.117490901746063"
"Slightly Expensive","2010","Couple + C. LE 16 ","Male","185","0.132240480236978","0.116300776184676","0.148180184289281"
"Slightly Expensive","2010","Couple + C. LE 16 ","Female","204","0.154086293196428","0.137736049232605","0.170436537160251"
"Slightly Expensive","2010","Couple + C. GT 16 ","Male","105","0.0696238481499094","0.0550589523663871","0.0841887439334317"
"Slightly Expensive","2010","Couple + C. GT 16 ","Female","101","0.0780229657569903","0.0613242703663637","0.094721661147617"
"Slightly Expensive","2010","Couple + C. LE and GT 16","Male","85","0.147016126162532","0.119096683062405","0.174935569262659"
"Slightly Expensive","2010","Couple + C. LE and GT 16","Female","66","0.112962906927454","0.0873335267443441","0.138592287110564"
"Too Expensive","2010","1-pers.-HH","Male","7","","",""
"Too Expensive","2010","1-pers.-HH","Female","9","","",""
"Too Expensive","2010","(Married) couple without C. ","Male","17","","",""
"Too Expensive","2010","(Married) couple without C. ","Female","16","","",""
"Too Expensive","2010","Single parent ","Male","5","","",""
"Too Expensive","2010","Single parent ","Female","10","","",""
"Too Expensive","2010","Couple + C. LE 16 ","Male","39","0.0131551226780279","0.00779382096617057","0.0185164243898852"
"Too Expensive","2010","Couple + C. LE 16 ","Female","41","0.0114798660683566","0.00665549868444065","0.0163042334522726"
"Too Expensive","2010","Couple + C. GT 16 ","Male","13","","",""
"Too Expensive","2010","Couple + C. GT 16 ","Female","12","","",""
"Too Expensive","2010","Couple + C. LE and GT 16","Male","11","","",""
"Too Expensive","2010","Couple + C. LE and GT 16","Female","8","","",""
"Very Inexpensive","2011","1-pers.-HH","Male","70","0.155605458108194","0.12110298034341","0.190107935872977"
"Very Inexpensive","2011","1-pers.-HH","Female","58","0.079280201202503","0.0580818584903755","0.10047854391463"
"Very Inexpensive","2011","(Married) couple without C. ","Male","243","0.105755300480074","0.0932524427826337","0.118258158177515"
"Very Inexpensive","2011","(Married) couple without C. ","Female","246","0.105536756887718","0.0930318391796127","0.118041674595824"
"Very Inexpensive","2011","Single parent ","Male","27","","",""
"Very Inexpensive","2011","Single parent ","Female","54","0.0957288719682998","0.0698881750275362","0.121569568909063"
"Very Inexpensive","2011","Couple + C. LE 16 ","Male","142","0.0672481040949443","0.0561291160277802","0.0783670921621083"
"Very Inexpensive","2011","Couple + C. LE 16 ","Female","152","0.0647774622660833","0.0542478757124633","0.0753070488197034"
"Very Inexpensive","2011","Couple + C. GT 16 ","Male","123","0.0838645136753573","0.068726840349555","0.0990021870011596"
"Very Inexpensive","2011","Couple + C. GT 16 ","Female","128","0.110942285657898","0.0927670557181588","0.129117515597637"
"Very Inexpensive","2011","Couple + C. LE and GT 16","Male","61","0.0910442844035116","0.0705245223208541","0.111564046486169"
"Very Inexpensive","2011","Couple + C. LE and GT 16","Female","59","0.0642319458269602","0.0465916532013039","0.0818722384526165"
"Inexpensive","2011","1-pers.-HH","Male","135","0.33141099239845","0.286605811683242","0.376216173113658"
"Inexpensive","2011","1-pers.-HH","Female","193","0.319606682322567","0.28301825509859","0.356195109546543"
"Inexpensive","2011","(Married) couple without C. ","Male","702","0.302304588947494","0.283632825687609","0.320976352207379"
"Inexpensive","2011","(Married) couple without C. ","Female","687","0.302816477993386","0.284115641819542","0.321517314167229"
"Inexpensive","2011","Single parent ","Male","51","0.177518120737373","0.12996196225694","0.225074279217805"
"Inexpensive","2011","Single parent ","Female","129","0.240656159622197","0.203111242687013","0.278201076557382"
"Inexpensive","2011","Couple + C. LE 16 ","Male","564","0.260171597713573","0.240693900359206","0.27964929506794"
"Inexpensive","2011","Couple + C. LE 16 ","Female","606","0.254020876262594","0.23539829347685","0.272643459048338"
"Inexpensive","2011","Couple + C. GT 16 ","Male","341","0.290561345868653","0.265766209423182","0.315356482314124"
"Inexpensive","2011","Couple + C. GT 16 ","Female","292","0.263524391735901","0.238029335412324","0.289019448059477"
"Inexpensive","2011","Couple + C. LE and GT 16","Male","204","0.23367766415625","0.203492818563379","0.263862509749122"
"Inexpensive","2011","Couple + C. LE and GT 16","Female","218","0.300932911156609","0.267930899763372","0.333934922549847"
"Reasonable","2011","1-pers.-HH","Male","181","0.400944240814086","0.354295408587444","0.447593073040729"
"Reasonable","2011","1-pers.-HH","Female","308","0.493966421248798","0.454738600869488","0.533194241628108"
"Reasonable","2011","(Married) couple without C. ","Male","1190","0.508937309356314","0.488612305183215","0.529262313529412"
"Reasonable","2011","(Married) couple without C. ","Female","1189","0.501801715614548","0.481451692754478","0.522151738474617"
"Reasonable","2011","Single parent ","Male","146","0.659417931735174","0.600436743677966","0.718399119792382"
"Reasonable","2011","Single parent ","Female","257","0.522361850552121","0.478491748058291","0.566231953045952"
"Reasonable","2011","Couple + C. LE 16 ","Male","1021","0.547564328977194","0.525467082252316","0.569661575702072"
"Reasonable","2011","Couple + C. LE 16 ","Female","1113","0.562274456678039","0.541050957234839","0.583497956121239"
"Reasonable","2011","Couple + C. GT 16 ","Male","670","0.52513464725622","0.497863039752601","0.552406254759839"
"Reasonable","2011","Couple + C. GT 16 ","Female","589","0.530033418871627","0.501149807234649","0.558917030508604"
"Reasonable","2011","Couple + C. LE and GT 16","Male","389","0.56453514098927","0.529168267999759","0.599902013978781"
"Reasonable","2011","Couple + C. LE and GT 16","Female","382","0.548802282425511","0.512997788480169","0.584606776370852"
"Slightly Expensive","2011","1-pers.-HH","Male","29","","",""
"Slightly Expensive","2011","1-pers.-HH","Female","57","0.097753069361237","0.0744515787394764","0.121054559982998"
"Slightly Expensive","2011","(Married) couple without C. ","Male","164","0.0695803354576015","0.0592357586486114","0.0799249122665916"
"Slightly Expensive","2011","(Married) couple without C. ","Female","173","0.0781057551821682","0.0671843181418734","0.0890271922224629"
"Slightly Expensive","2011","Single parent ","Male","19","","",""
"Slightly Expensive","2011","Single parent ","Female","47","0.120685044417307","0.0920740879312379","0.149296000903377"
"Slightly Expensive","2011","Couple + C. LE 16 ","Male","196","0.111430249370268","0.0974604720019864","0.12540002673855"
"Slightly Expensive","2011","Couple + C. LE 16 ","Female","201","0.106914297339156","0.0936950620346694","0.120133532643642"
"Slightly Expensive","2011","Couple + C. GT 16 ","Male","134","0.0903325195540876","0.074677502101634","0.105987537006541"
"Slightly Expensive","2011","Couple + C. GT 16 ","Female","127","0.0902161975713886","0.073636456585615","0.106795938557162"
"Slightly Expensive","2011","Couple + C. LE and GT 16","Male","76","0.0829095932444907","0.0632405569048155","0.102578629584166"
"Slightly Expensive","2011","Couple + C. LE and GT 16","Female","62","0.0589993965762901","0.0420456817290327","0.0759531114235476"
"Too Expensive","2011","1-pers.-HH","Male","9","","",""
"Too Expensive","2011","1-pers.-HH","Female","8","","",""
"Too Expensive","2011","(Married) couple without C. ","Male","25","","",""
"Too Expensive","2011","(Married) couple without C. ","Female","24","","",""
"Too Expensive","2011","Single parent ","Male","5","","",""
"Too Expensive","2011","Single parent ","Female","11","","",""
"Too Expensive","2011","Couple + C. LE 16 ","Male","26","","",""
"Too Expensive","2011","Couple + C. LE 16 ","Female","27","","",""
"Too Expensive","2011","Couple + C. GT 16 ","Male","20","","",""
"Too Expensive","2011","Couple + C. GT 16 ","Female","11","","",""
"Too Expensive","2011","Couple + C. LE and GT 16","Male","25","","",""
"Too Expensive","2011","Couple + C. LE and GT 16","Female","21","","",""
"Very Inexpensive","2012","1-pers.-HH","Male","58","0.107290387214661","0.0789779497404524","0.135602824688869"
"Very Inexpensive","2012","1-pers.-HH","Female","74","0.102810159728596","0.0788068724140089","0.126813447043184"
"Very Inexpensive","2012","(Married) couple without C. ","Male","259","0.094375956531827","0.0825180150223261","0.106233898041328"
"Very Inexpensive","2012","(Married) couple without C. ","Female","252","0.0955085498901214","0.0836024165301199","0.107414683250123"
"Very Inexpensive","2012","Single parent ","Male","14","","",""
"Very Inexpensive","2012","Single parent ","Female","40","0.065012813792462","0.0433153204512067","0.0867103071337173"
"Very Inexpensive","2012","Couple + C. LE 16 ","Male","130","0.0648324290165915","0.0534888612639034","0.0761759967692795"
"Very Inexpensive","2012","Couple + C. LE 16 ","Female","149","0.0715845452289926","0.0601598537320008","0.0830092367259844"
"Very Inexpensive","2012","Couple + C. GT 16 ","Male","101","0.0982386418806551","0.0818627762747468","0.114614507486563"
"Very Inexpensive","2012","Couple + C. GT 16 ","Female","107","0.117761279804547","0.0990094144527647","0.136513145156328"
"Very Inexpensive","2012","Couple + C. LE and GT 16","Male","66","0.0855614874168088","0.0653396395549905","0.105783335278627"
"Very Inexpensive","2012","Couple + C. LE and GT 16","Female","64","0.0936374787772674","0.0728296661626369","0.114445291391898"
"Inexpensive","2012","1-pers.-HH","Male","152","0.340852015258921","0.297489332266463","0.384214698251379"
"Inexpensive","2012","1-pers.-HH","Female","159","0.255636468287925","0.221160658057086","0.290112278518763"
"Inexpensive","2012","(Married) couple without C. ","Male","701","0.296764781802108","0.278235391267736","0.31529417233648"
"Inexpensive","2012","(Married) couple without C. ","Female","701","0.300718296688817","0.282142245758166","0.319294347619468"
"Inexpensive","2012","Single parent ","Male","83","0.316250851052222","0.256797216304118","0.375704485800325"
"Inexpensive","2012","Single parent ","Female","140","0.240011989215618","0.202425904220125","0.27759807421111"
"Inexpensive","2012","Couple + C. LE 16 ","Male","512","0.259659910325024","0.239461048952331","0.279858771697716"
"Inexpensive","2012","Couple + C. LE 16 ","Female","554","0.259839410817869","0.240404651994736","0.279274169641002"
"Inexpensive","2012","Couple + C. GT 16 ","Male","347","0.278582333139931","0.253916973487205","0.303247692792657"
"Inexpensive","2012","Couple + C. GT 16 ","Female","311","0.286661479747348","0.260353792651538","0.312969166843157"
"Inexpensive","2012","Couple + C. LE and GT 16","Male","238","0.3117315430682","0.278244736819654","0.345218349316747"
"Inexpensive","2012","Couple + C. LE and GT 16","Female","248","0.297605563111734","0.264949663138201","0.330261463085267"
"Reasonable","2012","1-pers.-HH","Male","216","0.465675885331435","0.420042150956787","0.511309619706084"
"Reasonable","2012","1-pers.-HH","Female","312","0.531452234888671","0.49201380765746","0.570890662119882"
"Reasonable","2012","(Married) couple without C. ","Male","1165","0.513825956011403","0.493553397970845","0.534098514051961"
"Reasonable","2012","(Married) couple without C. ","Female","1181","0.516323184183138","0.496079673428073","0.536566694938202"
"Reasonable","2012","Single parent ","Male","96","0.406624755054417","0.343822421781827","0.469427088327006"
"Reasonable","2012","Single parent ","Female","246","0.50144995289742","0.457447647490645","0.545452258304194"
"Reasonable","2012","Couple + C. LE 16 ","Male","976","0.54861436806599","0.525689003124775","0.571539733007206"
"Reasonable","2012","Couple + C. LE 16 ","Female","1055","0.550928412686822","0.528885496966141","0.572971328407502"
"Reasonable","2012","Couple + C. GT 16 ","Male","666","0.51400069993506","0.486501696386135","0.541499703483984"
"Reasonable","2012","Couple + C. GT 16 ","Female","571","0.470680849792709","0.441642480236041","0.499719219349377"
"Reasonable","2012","Couple + C. LE and GT 16","Male","370","0.510034223164668","0.473894322561807","0.546174123767528"
"Reasonable","2012","Couple + C. LE and GT 16","Female","387","0.533515910925695","0.497883705088038","0.569148116763351"
"Slightly Expensive","2012","1-pers.-HH","Male","26","","",""
"Slightly Expensive","2012","1-pers.-HH","Female","60","0.0908792661968809","0.0681621227561288","0.113596409637633"
"Slightly Expensive","2012","(Married) couple without C. ","Male","178","0.0793023770647781","0.0683424853774749","0.0902622687520813"
"Slightly Expensive","2012","(Married) couple without C. ","Female","176","0.069972618327957","0.0596388358790544","0.0803064007768595"
"Slightly Expensive","2012","Single parent ","Male","33","0.156589592543476","0.110125754081291","0.20305343100566"
"Slightly Expensive","2012","Single parent ","Female","57","0.12142829820714","0.0926837284605311","0.150172867953749"
"Slightly Expensive","2012","Couple + C. LE 16 ","Male","162","0.114598992545903","0.0999242932971651","0.129273691794641"
"Slightly Expensive","2012","Couple + C. LE 16 ","Female","170","0.109741718436894","0.0958898756056025","0.123593561268185"
"Slightly Expensive","2012","Couple + C. GT 16 ","Male","141","0.102296576094703","0.0856235561472307","0.118969596042176"
"Slightly Expensive","2012","Couple + C. GT 16 ","Female","133","0.116177271526708","0.0975352360787206","0.134819306974696"
