"hlf0094","year","e11102","migback","n","percent","lower_confidence","upper_confidence","value"
"Reasonable","1989","Not Employed","no migration background","416","0.298783415593145","0.274438821410318","0.323128009775971","3"
"Reasonable","1989","Not Employed","indirect migration background","8","","","","3"
"Reasonable","1989","Employed","no migration background","820","0.368917584944746","0.348800749099023","0.38903442079047","3"
"Reasonable","1989","Employed","indirect migration background","14","","","","3"
"Reasonable","1989","Employed","direct migration background","78","0.32274976873354","0.262328237959609","0.383171299507472","3"
"Slightly Expensive","1989","Not Employed","direct migration background","12","","","","4"
"Slightly Expensive","1989","Not Employed","no migration background","63","0.0444221596731657","0.0334641652403555","0.0553801541059759","4"
"Slightly Expensive","1989","Not Employed","indirect migration background","2","","","","4"
"Slightly Expensive","1989","Employed","no migration background","175","0.0785079711114171","0.0672941242087144","0.0897218180141199","4"
"Slightly Expensive","1989","Employed","direct migration background","25","","","","4"
"Slightly Expensive","1989","Employed","indirect migration background","4","","","","4"
"Too Expensive","1989","Not Employed","no migration background","14","","","","5"
"Too Expensive","1989","Not Employed","direct migration background","","","","","5"
"Too Expensive","1989","Not Employed","indirect migration background","","","","","5"
"Too Expensive","1989","Employed","no migration background","33","0.0136537163898253","0.00881542412293881","0.0184920086567119","5"
"Too Expensive","1989","Employed","direct migration background","3","","","","5"
"Too Expensive","1989","Employed","indirect migration background","","","","","5"
"Very Inexpensive","1989","Not Employed","no migration background","327","0.24765375668168","0.224695994933526","0.270611518429834","1"
"Very Inexpensive","1989","Not Employed","direct migration background","26","","","","1"
"Very Inexpensive","1989","Not Employed","indirect migration background","5","","","","1"
"Very Inexpensive","1989","Employed","no migration background","414","0.186756491720087","0.170508484242328","0.203004499197847","1"
"Very Inexpensive","1989","Employed","direct migration background","34","0.191910247563234","0.141016661224176","0.242803833902292","1"
"Very Inexpensive","1989","Employed","indirect migration background","3","","","","1"
"Inexpensive","1990","Not Employed","no migration background","518","0.396059010527258","0.369645118046013","0.422472903008503","2"
"Inexpensive","1990","Not Employed","direct migration background","55","0.388509741914532","0.305044016730234","0.47197546709883","2"
"Inexpensive","1990","Not Employed","indirect migration background","9","","","","2"
"Inexpensive","1990","Employed","no migration background","763","0.361571999912241","0.341272734770004","0.381871265054478","2"
"Inexpensive","1990","Employed","direct migration background","86","0.274127614309672","0.219906561286663","0.328348667332682","2"
"Inexpensive","1990","Employed","indirect migration background","11","","","","2"
"Reasonable","1990","Not Employed","no migration background","432","0.328572124649275","0.303205058266446","0.353939191032103","3"
"Reasonable","1990","Not Employed","direct migration background","38","0.235311613452082","0.162671523838255","0.307951703065909","3"
"Reasonable","1990","Not Employed","indirect migration background","7","","","","3"
"Reasonable","1990","Employed","no migration background","787","0.362645361838427","0.342333085490313","0.382957638186542","3"
"Reasonable","1990","Employed","direct migration background","106","0.40014091849519","0.340589444083356","0.459692392907025","3"
"Reasonable","1990","Employed","indirect migration background","16","","","","3"
"Slightly Expensive","1990","Not Employed","direct migration background","6","","","","4"
"Slightly Expensive","1990","Not Employed","no migration background","63","0.0436305601706657","0.032598326726332","0.0546627936149994","4"
"Slightly Expensive","1990","Not Employed","indirect migration background","1","","","","4"
"Slightly Expensive","1990","Employed","no migration background","158","0.0732263578718596","0.0622199016307355","0.0842328141129837","4"
"Slightly Expensive","1990","Employed","direct migration background","29","","","","4"
"Slightly Expensive","1990","Employed","indirect migration background","","","","","4"
"Too Expensive","1990","Not Employed","no migration background","7","","","","5"
"Too Expensive","1990","Not Employed","direct migration background","2","","","","5"
"Too Expensive","1990","Not Employed","indirect migration background","","","","","5"
"Too Expensive","1990","Employed","no migration background","30","0.0119583619660231","0.00736584860508726","0.016550875326959","5"
"Too Expensive","1990","Employed","direct migration background","3","","","","5"
"Too Expensive","1990","Employed","indirect migration background","","","","","5"
"Very Inexpensive","1990","Not Employed","no migration background","297","0.226092322936088","0.203500946670784","0.248683699201393","1"
"Very Inexpensive","1990","Not Employed","direct migration background","30","0.349533424285716","0.267880960888292","0.43118588768314","1"
"Very Inexpensive","1990","Not Employed","indirect migration background","5","","","","1"
"Very Inexpensive","1990","Employed","no migration background","414","0.190597918411449","0.174003264760606","0.207192572062291","1"
"Very Inexpensive","1990","Employed","direct migration background","36","0.198499860706792","0.150016432434409","0.246983288979176","1"
"Very Inexpensive","1990","Employed","indirect migration background","3","","","","1"
"Inexpensive","1991","Not Employed","no migration background","499","0.381972072498038","0.355600917515262","0.408343227480814","2"
"Inexpensive","1991","Not Employed","direct migration background","55","0.406254989846916","0.324608027523802","0.487901952170029","2"
"Inexpensive","1991","Not Employed","indirect migration background","9","","","","2"
"Inexpensive","1991","Employed","no migration background","710","0.333842441457139","0.313715904501998","0.353968978412279","2"
"Inexpensive","1991","Employed","direct migration background","84","0.375814977253644","0.318362272224523","0.433267682282765","2"
"Inexpensive","1991","Employed","indirect migration background","10","","","","2"
"Reasonable","1991","Not Employed","no migration background","487","0.368636796904418","0.342452056619663","0.394821537189173","3"
"Reasonable","1991","Not Employed","direct migration background","41","0.283872612279267","0.208918135021632","0.358827089536903","3"
"Reasonable","1991","Not Employed","indirect migration background","13","","","","3"
"Reasonable","1991","Employed","direct migration background","114","0.355846140094476","0.299053415532703","0.412638864656248","3"
"Reasonable","1991","Employed","no migration background","854","0.409209177039759","0.388224641857279","0.430193712222239","3"
"Reasonable","1991","Employed","indirect migration background","15","","","","3"
"Slightly Expensive","1991","Not Employed","no migration background","42","0.0348662970823169","0.0249098142487076","0.0448227799159262","4"
"Slightly Expensive","1991","Not Employed","direct migration background","7","","","","4"
"Slightly Expensive","1991","Not Employed","indirect migration background","1","","","","4"
"Slightly Expensive","1991","Employed","direct migration background","28","","","","4"
"Slightly Expensive","1991","Employed","no migration background","152","0.0740292531016952","0.0628552157596682","0.0852032904437222","4"
"Slightly Expensive","1991","Employed","indirect migration background","3","","","","4"
"Too Expensive","1991","Not Employed","no migration background","14","","","","5"
"Too Expensive","1991","Not Employed","direct migration background","4","","","","5"
"Too Expensive","1991","Not Employed","indirect migration background","1","","","","5"
"Too Expensive","1991","Employed","no migration background","36","0.0176420830076129","0.0120235930817313","0.0232605729334944","5"
"Too Expensive","1991","Employed","direct migration background","13","","","","5"
"Too Expensive","1991","Employed","indirect migration background","1","","","","5"
"Very Inexpensive","1991","Not Employed","no migration background","262","0.199084074306411","0.177410975042626","0.220757173570197","1"
"Very Inexpensive","1991","Not Employed","direct migration background","32","0.269043746884271","0.195321623575932","0.342765870192609","1"
"Very Inexpensive","1991","Not Employed","indirect migration background","2","","","","1"
"Very Inexpensive","1991","Employed","no migration background","357","0.165277045393795","0.14942492910079","0.181129161686799","1"
"Very Inexpensive","1991","Employed","direct migration background","34","0.121094925001835","0.0823958374902856","0.159794012513384","1"
"Very Inexpensive","1991","Employed","indirect migration background","5","","","","1"
"Inexpensive","1992","Not Employed","no migration background","589","0.384946943005094","0.360992273357445","0.408901612652744","2"
"Inexpensive","1992","Not Employed","direct migration background","49","0.375030876313823","0.300015396246374","0.450046356381272","2"
"Inexpensive","1992","Not Employed","indirect migration background","8","","","","2"
"Inexpensive","1992","Employed","no migration background","872","0.306086815275327","0.289405089062885","0.32276854148777","2"
"Inexpensive","1992","Employed","indirect migration background","12","","","","2"
"Inexpensive","1992","Employed","direct migration background","91","0.279602230316426","0.23035188895977","0.328852571673082","2"
"Reasonable","1992","Not Employed","no migration background","584","0.364259735111308","0.340568980151269","0.387950490071348","3"
"Reasonable","1992","Not Employed","direct migration background","58","0.300039124608993","0.229030037835924","0.371048211382062","3"
"Reasonable","1992","Not Employed","indirect migration background","15","","","","3"
"Reasonable","1992","Employed","no migration background","1237","0.423837715226253","0.405950681697764","0.441724748754742","3"
"Reasonable","1992","Employed","direct migration background","140","0.436196137127027","0.381776244488745","0.490616029765308","3"
"Reasonable","1992","Employed","indirect migration background","18","","","","3"
"Slightly Expensive","1992","Not Employed","no migration background","114","0.0515226529594823","0.0406397176459527","0.062405588273012","4"
"Slightly Expensive","1992","Not Employed","direct migration background","16","","","","4"
"Slightly Expensive","1992","Not Employed","indirect migration background","3","","","","4"
"Slightly Expensive","1992","Employed","no migration background","329","0.085153726864387","0.0750509211845549","0.0952565325442192","4"
"Slightly Expensive","1992","Employed","direct migration background","50","0.123591025287729","0.0874750268850069","0.159707023690451","4"
"Slightly Expensive","1992","Employed","indirect migration background","4","","","","4"
"Too Expensive","1992","Not Employed","no migration background","34","0.0199316272566813","0.0130509209116848","0.0268123336016779","5"
"Too Expensive","1992","Not Employed","direct migration background","3","","","","5"
"Too Expensive","1992","Not Employed","indirect migration background","","","","","5"
"Too Expensive","1992","Employed","no migration background","116","0.0295889794906049","0.0234554711324197","0.03572248784879","5"
"Too Expensive","1992","Employed","direct migration background","6","","","","5"
"Too Expensive","1992","Employed","indirect migration background","","","","","5"
"Very Inexpensive","1992","Not Employed","no migration background","264","0.179339041667434","0.160452485845642","0.198225597489225","1"
"Very Inexpensive","1992","Not Employed","direct migration background","34","0.236686377603675","0.170825693464399","0.302547061742952","1"
"Very Inexpensive","1992","Not Employed","indirect migration background","11","","","","1"
"Very Inexpensive","1992","Employed","no migration background","378","0.155332763143428","0.142221622792062","0.168443903494793","1"
"Very Inexpensive","1992","Employed","indirect migration background","5","","","","1"
"Very Inexpensive","1992","Employed","direct migration background","32","0.140731846984896","0.102571413350151","0.178892280619641","1"
"Inexpensive","1993","Not Employed","no migration background","589","0.389121342881718","0.36505057269756","0.413192113065876","2"
"Inexpensive","1993","Not Employed","direct migration background","55","0.334336042306609","0.262999415415299","0.405672669197919","2"
"Inexpensive","1993","Not Employed","indirect migration background","14","","","","2"
"Inexpensive","1993","Employed","no migration background","937","0.327531336073566","0.310385244043182","0.34467742810395","2"
"Inexpensive","1993","Employed","indirect migration background","8","","","","2"
"Inexpensive","1993","Employed","direct migration background","96","0.2948330280573","0.24399333741636","0.34567271869824","2"
"Reasonable","1993","Not Employed","no migration background","615","0.369508531652554","0.345678653225394","0.393338410079714","3"
"Reasonable","1993","Not Employed","direct migration background","79","0.45005741086528","0.374828272813916","0.525286548916645","3"
"Reasonable","1993","Not Employed","indirect migration background","20","","","","3"
"Reasonable","1993","Employed","no migration background","1203","0.412177905242893","0.394194662641284","0.430161147844502","3"
"Reasonable","1993","Employed","direct migration background","139","0.487342510021367","0.431611148553707","0.543073871489028","3"
"Reasonable","1993","Employed","indirect migration background","27","","","","3"
"Slightly Expensive","1993","Not Employed","no migration background","73","0.0371427186701077","0.0278061394102982","0.0464792979299173","4"
"Slightly Expensive","1993","Not Employed","direct migration background","10","","","","4"
"Slightly Expensive","1993","Employed","no migration background","249","0.0773624680917089","0.0676017130636703","0.0871232231197474","4"
"Slightly Expensive","1993","Not Employed","indirect migration background","1","","","","4"
"Slightly Expensive","1993","Employed","direct migration background","30","0.0797745477833469","0.049564727105466","0.109984368461228","4"
"Slightly Expensive","1993","Employed","indirect migration background","7","","","","4"
"Too Expensive","1993","Not Employed","no migration background","27","","","","5"
"Too Expensive","1993","Not Employed","direct migration background","1","","","","5"
"Too Expensive","1993","Not Employed","indirect migration background","","","","","5"
"Too Expensive","1993","Employed","no migration background","71","0.0240294605003857","0.0184345510711462","0.0296243699296252","5"
"Too Expensive","1993","Employed","direct migration background","9","","","","5"
"Too Expensive","1993","Employed","indirect migration background","1","","","","5"
"Very Inexpensive","1993","Not Employed","no migration background","272","0.187585071058611","0.168311682891338","0.206858459225883","1"
"Very Inexpensive","1993","Not Employed","direct migration background","23","","","","1"
"Very Inexpensive","1993","Not Employed","indirect migration background","5","","","","1"
"Very Inexpensive","1993","Employed","no migration background","418","0.158898830091446","0.145542499359858","0.172255160823034","1"
"Very Inexpensive","1993","Employed","indirect migration background","10","","","","1"
"Very Inexpensive","1993","Employed","direct migration background","35","0.112390233262153","0.0771738968642189","0.147606569660088","1"
"Inexpensive","1994","Not Employed","no migration background","595","0.36381279568522","0.340606490244504","0.387019101125936","2"
"Inexpensive","1994","Not Employed","direct migration background","59","0.290922117670695","0.223045654084189","0.358798581257201","2"
"Inexpensive","1994","Not Employed","indirect migration background","15","","","","2"
"Inexpensive","1994","Employed","no migration background","834","0.299179241246255","0.282270009572653","0.316088472919858","2"
"Inexpensive","1994","Employed","direct migration background","83","0.283861188157234","0.231879451653797","0.335842924660672","2"
"Inexpensive","1994","Employed","indirect migration background","19","","","","2"
"Reasonable","1994","Not Employed","no migration background","661","0.388280264410896","0.364771843457378","0.411788685364414","3"
"Reasonable","1994","Not Employed","direct migration background","64","0.404435054799589","0.331089663992395","0.477780445606782","3"
"Reasonable","1994","Not Employed","indirect migration background","17","","","","3"
"Reasonable","1994","Employed","no migration background","1258","0.43744310846831","0.41912423842636","0.45576197851026","3"
"Reasonable","1994","Employed","direct migration background","128","0.45535701160014","0.397941248373839","0.512772774826441","3"
"Reasonable","1994","Employed","indirect migration background","19","","","","3"
"Slightly Expensive","1994","Not Employed","no migration background","87","0.0451781209505969","0.0351596875085933","0.0551965543926004","4"
"Slightly Expensive","1994","Not Employed","direct migration background","4","","","","4"
"Slightly Expensive","1994","Employed","no migration background","273","0.0824329131691476","0.0722768848066386","0.0925889415316565","4"
"Slightly Expensive","1994","Not Employed","indirect migration background","3","","","","4"
"Slightly Expensive","1994","Employed","direct migration background","32","0.0781467828168942","0.0472021303758265","0.109091435257962","4"
"Slightly Expensive","1994","Employed","indirect migration background","3","","","","4"
"Too Expensive","1994","Not Employed","direct migration background","2","","","","5"
"Too Expensive","1994","Not Employed","no migration background","19","","","","5"
"Too Expensive","1994","Not Employed","indirect migration background","1","","","","5"
"Too Expensive","1994","Employed","no migration background","60","0.0186213515149301","0.0136293056228464","0.0236133974070139","5"
"Too Expensive","1994","Employed","direct migration background","9","","","","5"
"Too Expensive","1994","Employed","indirect migration background","2","","","","5"
"Very Inexpensive","1994","Not Employed","no migration background","289","0.192223883698044","0.173216439147664","0.211231328248424","1"
"Very Inexpensive","1994","Not Employed","direct migration background","43","0.289270814833731","0.221508497150435","0.357033132517027","1"
"Very Inexpensive","1994","Not Employed","indirect migration background","6","","","","1"
"Very Inexpensive","1994","Employed","no migration background","392","0.162323385601357","0.148706323775128","0.175940447427586","1"
"Very Inexpensive","1994","Employed","direct migration background","37","0.142712089380383","0.10238536921662","0.183038809544146","1"
"Very Inexpensive","1994","Employed","indirect migration background","7","","","","1"
"Inexpensive","1995","Not Employed","no migration background","606","0.372921202776917","0.349566685888209","0.396275719665626","2"
"Inexpensive","1995","Not Employed","direct migration background","57","0.320387718991151","0.254555578539828","0.386219859442473","2"
"Inexpensive","1995","Not Employed","indirect migration background","12","","","","2"
"Inexpensive","1995","Employed","direct migration background","107","0.318510869513436","0.267384571755021","0.369637167271852","2"
"Inexpensive","1995","Employed","no migration background","898","0.319270875160507","0.302206080689089","0.336335669631926","2"
"Inexpensive","1995","Employed","indirect migration background","16","","","","2"
