"hlf0094","year","e11103","hgtyp1hh","n","percent","lower_confidence","upper_confidence","value"
"Inexpensive","1984","Full Time","Couple + C. LE and GT 16","112","0.323173295830418","0.274035582146133","0.372311009514704","2"
"Inexpensive","1984","Part Time","Couple + C. LE 16 ","46","0.266112593285222","0.200637443896692","0.331587742673752","2"
"Inexpensive","1984","Full Time","Couple + C. GT 16 ","159","0.348317800021949","0.305426946970524","0.391208653073374","2"
"Inexpensive","1984","Full Time","Couple + C. LE 16 ","141","0.294010432218017","0.253834577153184","0.33418628728285","2"
"Inexpensive","1984","Full Time","(Married) couple without C. ","103","0.30549167903211","0.256674412556457","0.354308945507764","2"
"Inexpensive","1984","Part Time","Single parent ","9","","","","2"
"Inexpensive","1984","Full Time","1-pers.-HH","21","","","","2"
"Inexpensive","1984","Not Working","1-pers.-HH","50","0.335191617645938","0.258620236414454","0.411762998877422","2"
"Inexpensive","1984","Full Time","Single parent ","25","","","","2"
"Inexpensive","1984","Part Time","(Married) couple without C. ","38","0.366728009254347","0.274551422611675","0.458904595897019","2"
"Inexpensive","1984","Part Time","Couple + C. GT 16 ","54","0.379901745526402","0.302741749612798","0.457061741440007","2"
"Inexpensive","1984","Part Time","Couple + C. LE and GT 16","43","0.302472289477434","0.226656080586641","0.378288498368227","2"
"Inexpensive","1984","Not Working","(Married) couple without C. ","169","0.327925499639079","0.287729877874981","0.368121121403177","2"
"Inexpensive","1984","Not Working","Couple + C. GT 16 ","107","0.308596810815443","0.261466932990318","0.355726688640568","2"
"Inexpensive","1984","Not Working","Couple + C. LE and GT 16","73","0.281793418975344","0.227215377040645","0.336371460910043","2"
"Inexpensive","1984","Part Time","1-pers.-HH","3","","","","2"
"Inexpensive","1984","Not Working","Single parent ","29","","","","2"
"Inexpensive","1984","Not Working","Couple + C. LE 16 ","86","0.326330985427573","0.269229073297123","0.383432897558023","2"
"Reasonable","1984","Full Time","Couple + C. GT 16 ","159","0.324698308451643","0.282543428968028","0.366853187935258","3"
"Reasonable","1984","Not Working","(Married) couple without C. ","169","0.320106376014928","0.280162510203046","0.360050241826809","3"
"Reasonable","1984","Not Working","Single parent ","26","","","","3"
"Reasonable","1984","Not Working","Couple + C. LE and GT 16","72","0.27012948774542","0.216260756875815","0.323998218615026","3"
"Reasonable","1984","Not Working","Couple + C. GT 16 ","124","0.327938696887095","0.280038677841616","0.375838715932573","3"
"Reasonable","1984","Full Time","1-pers.-HH","20","","","","3"
"Reasonable","1984","Full Time","(Married) couple without C. ","112","0.315260237053468","0.266018608140673","0.364501865966262","3"
"Reasonable","1984","Full Time","Single parent ","25","","","","3"
"Reasonable","1984","Full Time","Couple + C. LE 16 ","198","0.386145838970315","0.343212674687897","0.429079003252733","3"
"Reasonable","1984","Full Time","Couple + C. LE and GT 16","90","0.245198819547607","0.199999287151505","0.290398351943709","3"
"Reasonable","1984","Part Time","1-pers.-HH","7","","","","3"
"Reasonable","1984","Part Time","(Married) couple without C. ","36","0.345891685831228","0.254911181969239","0.436872189693217","3"
"Reasonable","1984","Part Time","Single parent ","9","","","","3"
"Reasonable","1984","Part Time","Couple + C. LE 16 ","69","0.376628354001512","0.304839157080785","0.44841755092224","3"
"Reasonable","1984","Part Time","Couple + C. GT 16 ","46","0.288383338549322","0.216366436793985","0.360400240304658","3"
"Reasonable","1984","Part Time","Couple + C. LE and GT 16","44","0.313471613742353","0.236900159727563","0.390043067757143","3"
"Reasonable","1984","Not Working","1-pers.-HH","38","0.256999633394228","0.186118210183291","0.327881056605166","3"
"Reasonable","1984","Not Working","Couple + C. LE 16 ","93","0.36479087054583","0.306166451082515","0.423415290009145","3"
"Slightly Expensive","1984","Full Time","1-pers.-HH","7","","","","4"
"Slightly Expensive","1984","Full Time","Couple + C. LE and GT 16","46","0.134798838365702","0.0989182058101583","0.170679470921246","4"
"Slightly Expensive","1984","Full Time","(Married) couple without C. ","25","","","","4"
"Slightly Expensive","1984","Full Time","Single parent ","3","","","","4"
"Slightly Expensive","1984","Full Time","Couple + C. LE 16 ","51","0.0976700199698316","0.0714913276788322","0.123848712260831","4"
"Slightly Expensive","1984","Full Time","Couple + C. GT 16 ","27","","","","4"
"Slightly Expensive","1984","Part Time","1-pers.-HH","3","","","","4"
"Slightly Expensive","1984","Part Time","(Married) couple without C. ","2","","","","4"
"Slightly Expensive","1984","Part Time","Couple + C. LE 16 ","26","","","","4"
"Slightly Expensive","1984","Part Time","Couple + C. GT 16 ","9","","","","4"
"Slightly Expensive","1984","Not Working","Single parent ","3","","","","4"
"Slightly Expensive","1984","Not Working","Couple + C. LE 16 ","23","","","","4"
"Slightly Expensive","1984","Not Working","Couple + C. GT 16 ","20","","","","4"
"Slightly Expensive","1984","Not Working","Couple + C. LE and GT 16","32","0.121890281872034","0.0821997636071691","0.161580800136898","4"
"Slightly Expensive","1984","Part Time","Single parent ","3","","","","4"
"Slightly Expensive","1984","Part Time","Couple + C. LE and GT 16","12","","","","4"
"Slightly Expensive","1984","Not Working","1-pers.-HH","6","","","","4"
"Slightly Expensive","1984","Not Working","(Married) couple without C. ","23","","","","4"
"Too Expensive","1984","Full Time","(Married) couple without C. ","10","","","","5"
"Too Expensive","1984","Part Time","Single parent ","1","","","","5"
"Too Expensive","1984","Part Time","Couple + C. LE 16 ","4","","","","5"
"Too Expensive","1984","Full Time","1-pers.-HH","1","","","","5"
"Too Expensive","1984","Full Time","Single parent ","2","","","","5"
"Too Expensive","1984","Full Time","Couple + C. LE 16 ","20","","","","5"
"Too Expensive","1984","Full Time","Couple + C. GT 16 ","7","","","","5"
"Too Expensive","1984","Full Time","Couple + C. LE and GT 16","17","","","","5"
"Too Expensive","1984","Part Time","1-pers.-HH","","","","","5"
"Too Expensive","1984","Part Time","(Married) couple without C. ","5","","","","5"
"Too Expensive","1984","Part Time","Couple + C. GT 16 ","3","","","","5"
