"hlf0094","year","e11103","hgtyp1hh","n","percent","lower_confidence","upper_confidence","value"
"Too Expensive","1984","Part Time","Couple + C. LE and GT 16","6","","","","5"
"Too Expensive","1984","Not Working","1-pers.-HH","1","","","","5"
"Too Expensive","1984","Not Working","(Married) couple without C. ","3","","","","5"
"Too Expensive","1984","Not Working","Single parent ","","","","","5"
"Too Expensive","1984","Not Working","Couple + C. LE 16 ","8","","","","5"
"Too Expensive","1984","Not Working","Couple + C. GT 16 ","8","","","","5"
"Too Expensive","1984","Not Working","Couple + C. LE and GT 16","9","","","","5"
"Very Inexpensive","1984","Full Time","1-pers.-HH","22","","","","1"
"Very Inexpensive","1984","Full Time","(Married) couple without C. ","92","0.28073280831888","0.233108711923127","0.328356904714633","1"
"Very Inexpensive","1984","Full Time","Single parent ","10","","","","1"
"Very Inexpensive","1984","Full Time","Couple + C. LE 16 ","84","0.183136544768364","0.149029282703143","0.217243806833584","1"
"Very Inexpensive","1984","Full Time","Couple + C. GT 16 ","122","0.270562293533228","0.23056904696152","0.310555540104936","1"
"Very Inexpensive","1984","Full Time","Couple + C. LE and GT 16","83","0.2473619906863","0.202028618462575","0.292695362910025","1"
"Very Inexpensive","1984","Part Time","1-pers.-HH","5","","","","1"
"Very Inexpensive","1984","Part Time","(Married) couple without C. ","24","","","","1"
"Very Inexpensive","1984","Part Time","Single parent ","8","","","","1"
"Very Inexpensive","1984","Part Time","Couple + C. LE 16 ","30","0.185286321567691","0.127722018588967","0.242850624546416","1"
"Very Inexpensive","1984","Part Time","Couple + C. GT 16 ","40","0.257733945269809","0.18820079469683","0.327267095842787","1"
"Very Inexpensive","1984","Part Time","Couple + C. LE and GT 16","36","0.254469556280546","0.182576136518694","0.326362976042397","1"
"Very Inexpensive","1984","Not Working","1-pers.-HH","51","0.358242718092128","0.280466691641451","0.436018744542806","1"
"Very Inexpensive","1984","Not Working","(Married) couple without C. ","160","0.302755165842607","0.263416386378935","0.342093945306278","1"
"Very Inexpensive","1984","Not Working","Single parent ","19","","","","1"
"Very Inexpensive","1984","Not Working","Couple + C. LE 16 ","49","0.197205492289994","0.148748114587537","0.245662869992452","1"
"Very Inexpensive","1984","Not Working","Couple + C. GT 16 ","110","0.299715552473124","0.25297145399057","0.346459650955679","1"
"Very Inexpensive","1984","Not Working","Couple + C. LE and GT 16","75","0.291309496395064","0.236186417735344","0.346432575054784","1"
"Inexpensive","1985","Full Time","1-pers.-HH","17","","","","2"
"Inexpensive","1985","Full Time","Single parent ","34","0.36970637490749","0.265855784057714","0.473556965757266","2"
"Inexpensive","1985","Full Time","Couple + C. LE 16 ","115","0.265693053681707","0.224327394045901","0.307058713317514","2"
"Inexpensive","1985","Full Time","Couple + C. GT 16 ","146","0.310682868351129","0.269196794908103","0.352168941794156","2"
"Inexpensive","1985","Part Time","Single parent ","14","","","","2"
"Inexpensive","1985","Not Working","1-pers.-HH","41","0.340399929354912","0.257663286312886","0.423136572396939","2"
"Inexpensive","1985","Not Working","(Married) couple without C. ","156","0.331406418845985","0.288668173095406","0.374144664596563","2"
"Inexpensive","1985","Full Time","(Married) couple without C. ","104","0.362088761152087","0.307058454842052","0.417119067462123","2"
"Inexpensive","1985","Not Working","Couple + C. GT 16 ","126","0.323726661614788","0.277700664598199","0.369752658631378","2"
"Inexpensive","1985","Full Time","Couple + C. LE and GT 16","95","0.295242501812144","0.245877351907789","0.344607651716499","2"
"Inexpensive","1985","Part Time","Couple + C. LE 16 ","51","0.265749497408871","0.202773429447165","0.328725565370577","2"
"Inexpensive","1985","Part Time","1-pers.-HH","6","","","","2"
"Inexpensive","1985","Part Time","(Married) couple without C. ","29","","","","2"
"Inexpensive","1985","Part Time","Couple + C. GT 16 ","60","0.308272838645524","0.24362483762526","0.372920839665789","2"
"Inexpensive","1985","Part Time","Couple + C. LE and GT 16","40","0.338103040435057","0.252384475561408","0.423821605308705","2"
"Inexpensive","1985","Not Working","Single parent ","26","","","","2"
"Inexpensive","1985","Not Working","Couple + C. LE 16 ","69","0.289289019608904","0.232395124817229","0.346182914400579","2"
"Inexpensive","1985","Not Working","Couple + C. LE and GT 16","66","0.285501180987923","0.226222248837226","0.344780113138619","2"
"Reasonable","1985","Full Time","1-pers.-HH","19","","","","3"
"Reasonable","1985","Full Time","(Married) couple without C. ","78","0.259353729665736","0.209169651631162","0.309537807700309","3"
"Reasonable","1985","Not Working","(Married) couple without C. ","120","0.256862802975215","0.217194808743801","0.296530797206629","3"
"Reasonable","1985","Full Time","Single parent ","28","","","","3"
"Reasonable","1985","Full Time","Couple + C. LE 16 ","180","0.405650571310113","0.359666437889156","0.45163470473107","3"
"Reasonable","1985","Not Working","Couple + C. LE and GT 16","96","0.44135103053345","0.376179603156123","0.506522457910777","3"
"Reasonable","1985","Not Working","Couple + C. GT 16 ","139","0.349121539882363","0.302230365513539","0.396012714251188","3"
"Reasonable","1985","Full Time","Couple + C. GT 16 ","193","0.406163917222746","0.36213701759315","0.450190816852341","3"
"Reasonable","1985","Full Time","Couple + C. LE and GT 16","139","0.426123761121239","0.372607203947894","0.479640318294584","3"
"Reasonable","1985","Part Time","1-pers.-HH","5","","","","3"
"Reasonable","1985","Part Time","(Married) couple without C. ","29","","","","3"
"Reasonable","1985","Part Time","Single parent ","11","","","","3"
"Reasonable","1985","Part Time","Couple + C. GT 16 ","75","0.377630102470283","0.309760133921979","0.445500071018586","3"
"Reasonable","1985","Part Time","Couple + C. LE and GT 16","43","0.381217831626715","0.293212160633968","0.469223502619461","3"
"Reasonable","1985","Not Working","1-pers.-HH","39","0.309562136506417","0.228838812635905","0.39028546037693","3"
"Reasonable","1985","Not Working","Single parent ","19","","","","3"
"Reasonable","1985","Not Working","Couple + C. LE 16 ","88","0.340767075107929","0.281296596172488","0.40023755404337","3"
"Reasonable","1985","Part Time","Couple + C. LE 16 ","73","0.402272951294468","0.332364600082714","0.472181302506221","3"
"Slightly Expensive","1985","Full Time","Couple + C. GT 16 ","25","","","","4"
"Slightly Expensive","1985","Full Time","Couple + C. LE and GT 16","28","","","","4"
"Slightly Expensive","1985","Full Time","Single parent ","2","","","","4"
"Slightly Expensive","1985","Full Time","Couple + C. LE 16 ","53","0.105995402778072","0.0771667447455588","0.134824060810586","4"
"Slightly Expensive","1985","Full Time","1-pers.-HH","4","","","","4"
"Slightly Expensive","1985","Full Time","(Married) couple without C. ","33","0.1044294193224","0.0694126865634958","0.139446152081303","4"
"Slightly Expensive","1985","Part Time","(Married) couple without C. ","12","","","","4"
"Slightly Expensive","1985","Part Time","Couple + C. LE 16 ","24","","","","4"
"Slightly Expensive","1985","Not Working","Single parent ","2","","","","4"
"Slightly Expensive","1985","Not Working","Couple + C. LE 16 ","32","0.133991816401492","0.0912499666713172","0.176733666131667","4"
"Slightly Expensive","1985","Not Working","Couple + C. GT 16 ","28","","","","4"
"Slightly Expensive","1985","Not Working","Couple + C. LE and GT 16","23","","","","4"
"Slightly Expensive","1985","Part Time","1-pers.-HH","1","","","","4"
"Slightly Expensive","1985","Part Time","Single parent ","5","","","","4"
"Slightly Expensive","1985","Part Time","Couple + C. GT 16 ","13","","","","4"
"Slightly Expensive","1985","Part Time","Couple + C. LE and GT 16","14","","","","4"
"Slightly Expensive","1985","Not Working","1-pers.-HH","7","","","","4"
"Slightly Expensive","1985","Not Working","(Married) couple without C. ","24","","","","4"
"Too Expensive","1985","Part Time","Single parent ","","","","","5"
"Too Expensive","1985","Part Time","Couple + C. LE 16 ","13","","","","5"
"Too Expensive","1985","Full Time","(Married) couple without C. ","11","","","","5"
"Too Expensive","1985","Full Time","1-pers.-HH","3","","","","5"
"Too Expensive","1985","Full Time","Single parent ","1","","","","5"
"Too Expensive","1985","Full Time","Couple + C. LE 16 ","22","","","","5"
"Too Expensive","1985","Full Time","Couple + C. GT 16 ","8","","","","5"
"Too Expensive","1985","Full Time","Couple + C. LE and GT 16","3","","","","5"
"Too Expensive","1985","Part Time","1-pers.-HH","2","","","","5"
"Too Expensive","1985","Part Time","(Married) couple without C. ","4","","","","5"
"Too Expensive","1985","Part Time","Couple + C. GT 16 ","3","","","","5"
"Too Expensive","1985","Part Time","Couple + C. LE and GT 16","1","","","","5"
"Too Expensive","1985","Not Working","1-pers.-HH","1","","","","5"
"Too Expensive","1985","Not Working","(Married) couple without C. ","5","","","","5"
"Too Expensive","1985","Not Working","Single parent ","1","","","","5"
"Too Expensive","1985","Not Working","Couple + C. LE 16 ","9","","","","5"
"Too Expensive","1985","Not Working","Couple + C. GT 16 ","7","","","","5"
"Too Expensive","1985","Not Working","Couple + C. LE and GT 16","3","","","","5"
"Very Inexpensive","1985","Full Time","1-pers.-HH","16","","","","1"
"Very Inexpensive","1985","Full Time","(Married) couple without C. ","67","0.24062097605462","0.191675751964712","0.289566200144528","1"
"Very Inexpensive","1985","Full Time","Single parent ","18","","","","1"
"Very Inexpensive","1985","Full Time","Couple + C. LE 16 ","68","0.174903650612919","0.139327184565774","0.210480116660064","1"
"Very Inexpensive","1985","Full Time","Couple + C. GT 16 ","106","0.213056741940484","0.176349353043286","0.249764130837683","1"
"Very Inexpensive","1985","Full Time","Couple + C. LE and GT 16","63","0.198819807817545","0.155627531205846","0.242012084429245","1"
"Very Inexpensive","1985","Part Time","1-pers.-HH","5","","","","1"
"Very Inexpensive","1985","Part Time","(Married) couple without C. ","20","","","","1"
"Very Inexpensive","1985","Part Time","Single parent ","4","","","","1"
"Very Inexpensive","1985","Part Time","Couple + C. LE 16 ","28","","","","1"
"Very Inexpensive","1985","Part Time","Couple + C. GT 16 ","45","0.225836346893442","0.167298955627791","0.284373738159094","1"
"Very Inexpensive","1985","Part Time","Couple + C. LE and GT 16","19","","","","1"
"Very Inexpensive","1985","Not Working","1-pers.-HH","38","0.284763435733587","0.205962788482955","0.363564082984219","1"
"Very Inexpensive","1985","Not Working","(Married) couple without C. ","161","0.352186508694914","0.308818799259075","0.395554218130753","1"
"Very Inexpensive","1985","Not Working","Single parent ","19","","","","1"
"Very Inexpensive","1985","Not Working","Couple + C. LE 16 ","46","0.200025086536254","0.149833191240239","0.250216981832268","1"
"Very Inexpensive","1985","Not Working","Couple + C. GT 16 ","97","0.237596240666622","0.195729887313015","0.27946259402023","1"
"Very Inexpensive","1985","Not Working","Couple + C. LE and GT 16","35","0.162937228509687","0.114465909781638","0.211408547237735","1"
"Inexpensive","1986","Full Time","Couple + C. LE 16 ","113","0.25703302384538","0.215339261798295","0.298726785892465","2"
"Inexpensive","1986","Full Time","Couple + C. GT 16 ","169","0.33233536781008","0.29223229756786","0.3724384380523","2"
"Inexpensive","1986","Part Time","(Married) couple without C. ","29","","","","2"
"Inexpensive","1986","Not Working","1-pers.-HH","53","0.388944522324074","0.307310356743073","0.470578687905074","2"
"Inexpensive","1986","Not Working","Couple + C. GT 16 ","122","0.284773279830824","0.242166281419677","0.327380278241972","2"
"Inexpensive","1986","Part Time","Couple + C. LE and GT 16","47","0.368032126691872","0.285446815545537","0.450617437838208","2"
"Inexpensive","1986","Full Time","1-pers.-HH","18","","","","2"
"Inexpensive","1986","Not Working","Couple + C. LE 16 ","62","0.290192440441331","0.229945749003305","0.350439131879358","2"
"Inexpensive","1986","Full Time","Single parent ","15","","","","2"
"Inexpensive","1986","Part Time","Single parent ","11","","","","2"
"Inexpensive","1986","Full Time","(Married) couple without C. ","98","0.320614649196135","0.268660885572283","0.372568412819987","2"
"Inexpensive","1986","Full Time","Couple + C. LE and GT 16","94","0.3223498488239","0.269897531906434","0.374802165741366","2"
"Inexpensive","1986","Part Time","1-pers.-HH","9","","","","2"
"Inexpensive","1986","Part Time","Couple + C. LE 16 ","39","0.225913887542213","0.161116991529704","0.290710783554722","2"
"Inexpensive","1986","Part Time","Couple + C. GT 16 ","72","0.328612546770171","0.267374327631034","0.389850765909308","2"
"Inexpensive","1986","Not Working","(Married) couple without C. ","183","0.387625506515876","0.344354367178355","0.430896645853397","2"
"Inexpensive","1986","Not Working","Single parent ","25","","","","2"
"Inexpensive","1986","Not Working","Couple + C. LE and GT 16","71","0.303346354790123","0.244819960982524","0.361872748597723","2"
"Reasonable","1986","Full Time","1-pers.-HH","25","","","","3"
"Reasonable","1986","Full Time","(Married) couple without C. ","118","0.390311555717353","0.336008167157211","0.444614944277495","3"
"Reasonable","1986","Full Time","Single parent ","41","0.546504200676457","0.436725539008257","0.656282862344656","3"
"Reasonable","1986","Full Time","Couple + C. LE 16 ","183","0.435647136145646","0.388339127895958","0.482955144395334","3"
"Reasonable","1986","Not Working","(Married) couple without C. ","154","0.313224971115466","0.272032386046037","0.354417556184895","3"
"Reasonable","1986","Not Working","Couple + C. GT 16 ","165","0.391560923810661","0.345480371340104","0.437641476281219","3"
"Reasonable","1986","Not Working","Couple + C. LE and GT 16","99","0.42085172931386","0.357997666098474","0.483705792529246","3"
"Reasonable","1986","Full Time","Couple + C. GT 16 ","201","0.378392856909998","0.337103357348115","0.419682356471881","3"
"Reasonable","1986","Full Time","Couple + C. LE and GT 16","128","0.42370727101501","0.368250739968695","0.479163802061324","3"
"Reasonable","1986","Part Time","1-pers.-HH","6","","","","3"
"Reasonable","1986","Part Time","(Married) couple without C. ","33","0.382644786826442","0.280514647339599","0.484774926313285","3"
"Reasonable","1986","Part Time","Single parent ","17","","","","3"
"Reasonable","1986","Part Time","Couple + C. GT 16 ","82","0.360497347175165","0.297898536330875","0.423096158019455","3"
"Reasonable","1986","Part Time","Couple + C. LE and GT 16","49","0.372970758260819","0.290158670761661","0.455782845759976","3"
"Reasonable","1986","Not Working","1-pers.-HH","38","0.266014660517096","0.192022742341356","0.340006578692836","3"
"Reasonable","1986","Not Working","Single parent ","26","","","","3"
"Reasonable","1986","Not Working","Couple + C. LE 16 ","99","0.446916058850851","0.3809184275376","0.512913690164102","3"
"Reasonable","1986","Part Time","Couple + C. LE 16 ","69","0.458287387502279","0.381083081053774","0.535491693950785","3"
"Slightly Expensive","1986","Full Time","1-pers.-HH","12","","","","4"
"Slightly Expensive","1986","Not Working","Couple + C. LE 16 ","20","","","","4"
"Slightly Expensive","1986","Not Working","Couple + C. LE and GT 16","26","","","","4"
"Slightly Expensive","1986","Part Time","Couple + C. GT 16 ","25","","","","4"
"Slightly Expensive","1986","Full Time","(Married) couple without C. ","35","0.106926001632183","0.0725264620132371","0.14132554125113","4"
"Slightly Expensive","1986","Full Time","Single parent ","10","","","","4"
"Slightly Expensive","1986","Full Time","Couple + C. LE 16 ","62","0.139157173676578","0.106134928491345","0.17217941886181","4"
"Slightly Expensive","1986","Full Time","Couple + C. GT 16 ","53","0.0997456050073694","0.0742338893507363","0.125257320664002","4"
"Slightly Expensive","1986","Full Time","Couple + C. LE and GT 16","37","0.112417648222474","0.076967361808642","0.147867934636306","4"
"Slightly Expensive","1986","Part Time","1-pers.-HH","","","","","4"
"Slightly Expensive","1986","Part Time","(Married) couple without C. ","9","","","","4"
"Slightly Expensive","1986","Part Time","Single parent ","2","","","","4"
"Slightly Expensive","1986","Part Time","Couple + C. LE 16 ","20","","","","4"
"Slightly Expensive","1986","Part Time","Couple + C. LE and GT 16","12","","","","4"
"Slightly Expensive","1986","Not Working","1-pers.-HH","8","","","","4"
"Slightly Expensive","1986","Not Working","(Married) couple without C. ","29","","","","4"
"Slightly Expensive","1986","Not Working","Single parent ","5","","","","4"
"Slightly Expensive","1986","Not Working","Couple + C. GT 16 ","28","","","","4"
"Too Expensive","1986","Part Time","Couple + C. LE 16 ","10","","","","5"
"Too Expensive","1986","Full Time","1-pers.-HH","2","","","","5"
"Too Expensive","1986","Full Time","(Married) couple without C. ","9","","","","5"
"Too Expensive","1986","Full Time","Single parent ","1","","","","5"
"Too Expensive","1986","Full Time","Couple + C. LE 16 ","13","","","","5"
"Too Expensive","1986","Full Time","Couple + C. GT 16 ","19","","","","5"
"Too Expensive","1986","Full Time","Couple + C. LE and GT 16","10","","","","5"
"Too Expensive","1986","Part Time","1-pers.-HH","","","","","5"
"Too Expensive","1986","Part Time","(Married) couple without C. ","2","","","","5"
"Too Expensive","1986","Part Time","Single parent ","","","","","5"
"Too Expensive","1986","Part Time","Couple + C. GT 16 ","7","","","","5"
"Too Expensive","1986","Part Time","Couple + C. LE and GT 16","2","","","","5"
"Too Expensive","1986","Not Working","1-pers.-HH","3","","","","5"
"Too Expensive","1986","Not Working","(Married) couple without C. ","7","","","","5"
"Too Expensive","1986","Not Working","Single parent ","1","","","","5"
"Too Expensive","1986","Not Working","Couple + C. LE 16 ","5","","","","5"
"Too Expensive","1986","Not Working","Couple + C. GT 16 ","14","","","","5"
"Too Expensive","1986","Not Working","Couple + C. LE and GT 16","7","","","","5"
"Very Inexpensive","1986","Full Time","1-pers.-HH","9","","","","1"
"Very Inexpensive","1986","Full Time","(Married) couple without C. ","50","0.157349398659003","0.116815016717839","0.197883780600167","1"
"Very Inexpensive","1986","Full Time","Single parent ","12","","","","1"
"Very Inexpensive","1986","Full Time","Couple + C. LE 16 ","51","0.133769225029695","0.101291412128355","0.166247037931035","1"
"Very Inexpensive","1986","Full Time","Couple + C. GT 16 ","88","0.160964822900519","0.129677692741179","0.19225195305986","1"
"Very Inexpensive","1986","Full Time","Couple + C. LE and GT 16","36","0.112012532741942","0.0766181047456673","0.147406960738216","1"
"Very Inexpensive","1986","Part Time","1-pers.-HH","2","","","","1"
"Very Inexpensive","1986","Part Time","(Married) couple without C. ","14","","","","1"
"Very Inexpensive","1986","Part Time","Single parent ","6","","","","1"
"Very Inexpensive","1986","Part Time","Couple + C. LE 16 ","22","","","","1"
"Very Inexpensive","1986","Part Time","Couple + C. GT 16 ","40","0.165305754119702","0.116877192877285","0.213734315362119","1"
"Very Inexpensive","1986","Part Time","Couple + C. LE and GT 16","21","","","","1"
"Very Inexpensive","1986","Not Working","1-pers.-HH","35","0.264907877062578","0.191014395699076","0.338801358426079","1"
"Very Inexpensive","1986","Not Working","(Married) couple without C. ","114","0.231907803161114","0.194423627201504","0.269391979120723","1"
"Very Inexpensive","1986","Not Working","Single parent ","19","","","","1"
"Very Inexpensive","1986","Not Working","Couple + C. LE 16 ","32","0.157213950189602","0.108894269753927","0.205533630625277","1"
"Very Inexpensive","1986","Not Working","Couple + C. GT 16 ","102","0.233867632232176","0.193905705358841","0.273829559105512","1"
"Very Inexpensive","1986","Not Working","Couple + C. LE and GT 16","34","0.145009349406228","0.100181015008998","0.189837683803458","1"
"Inexpensive","1987","Full Time","Couple + C. LE 16 ","111","0.281541513875408","0.23821836843868","0.324864659312136","2"
"Inexpensive","1987","Full Time","Single parent ","28","","","","2"
"Inexpensive","1987","Full Time","Couple + C. GT 16 ","222","0.371986571111663","0.332651296142254","0.411321846081071","2"
"Inexpensive","1987","Part Time","(Married) couple without C. ","33","0.335223501976125","0.241760417143639","0.428686586808612","2"
"Inexpensive","1987","Part Time","Single parent ","9","","","","2"
"Inexpensive","1987","Part Time","Couple + C. LE and GT 16","40","0.31931416341273","0.236245379219602","0.402382947605858","2"
"Inexpensive","1987","Not Working","1-pers.-HH","56","0.41662292393509","0.334069694282432","0.499176153587748","2"
"Inexpensive","1987","Full Time","(Married) couple without C. ","114","0.338824920110036","0.288735391857699","0.388914448362373","2"
"Inexpensive","1987","Not Working","Couple + C. LE 16 ","71","0.375179069619389","0.307396638566037","0.442961500672741","2"
"Inexpensive","1987","Full Time","1-pers.-HH","24","","","","2"
"Inexpensive","1987","Full Time","Couple + C. LE and GT 16","82","0.298258136055471","0.244088283638898","0.352427988472043","2"
"Inexpensive","1987","Part Time","1-pers.-HH","4","","","","2"
"Inexpensive","1987","Part Time","Couple + C. GT 16 ","94","0.383811146311354","0.321098112378732","0.446524180243976","2"
"Inexpensive","1987","Not Working","(Married) couple without C. ","216","0.452106811492665","0.407812730294153","0.496400892691177","2"
"Inexpensive","1987","Not Working","Single parent ","21","","","","2"
"Inexpensive","1987","Not Working","Couple + C. GT 16 ","156","0.377007912705756","0.331147712859777","0.422868112551735","2"
"Inexpensive","1987","Part Time","Couple + C. LE 16 ","40","0.256300945678161","0.190863889305894","0.321738002050427","2"
"Inexpensive","1987","Not Working","Couple + C. LE and GT 16","48","0.26272433012019","0.197886786119224","0.327561874121157","2"
"Reasonable","1987","Full Time","(Married) couple without C. ","124","0.368257488251659","0.317213232530534","0.419301743972783","3"
"Reasonable","1987","Full Time","1-pers.-HH","22","","","","3"
"Reasonable","1987","Not Working","Couple + C. GT 16 ","125","0.297686721780216","0.254418941423092","0.340954502137341","3"
"Reasonable","1987","Not Working","Couple + C. LE and GT 16","87","0.507293624042034","0.433641504228941","0.580945743855127","3"
"Reasonable","1987","Full Time","Single parent ","41","0.501474055087235","0.394549718337659","0.608398391836811","3"
"Reasonable","1987","Full Time","Couple + C. LE 16 ","189","0.449295499822458","0.401380303986559","0.497210695658356","3"
"Reasonable","1987","Full Time","Couple + C. GT 16 ","194","0.351082426955633","0.312237580618307","0.389927273292959","3"
"Reasonable","1987","Full Time","Couple + C. LE and GT 16","120","0.435906049430844","0.377191601893039","0.494620496968649","3"
"Reasonable","1987","Part Time","1-pers.-HH","6","","","","3"
"Reasonable","1987","Part Time","(Married) couple without C. ","39","0.395709439187638","0.298893655911566","0.492525222463709","3"
"Reasonable","1987","Part Time","Couple + C. GT 16 ","74","0.336077827260871","0.27516333649858","0.396992318023161","3"
"Reasonable","1987","Part Time","Couple + C. LE and GT 16","43","0.363770573190122","0.278051776835165","0.449489369545078","3"
"Reasonable","1987","Not Working","1-pers.-HH","39","0.301860112853746","0.224989224816125","0.378731000891368","3"
"Reasonable","1987","Not Working","(Married) couple without C. ","139","0.289339375171182","0.248983003041062","0.329695747301301","3"
"Reasonable","1987","Not Working","Single parent ","32","0.430276864715816","0.320399884467313","0.540153844964319","3"
"Reasonable","1987","Not Working","Couple + C. LE 16 ","69","0.361277143624257","0.294026487266037","0.428527799982477","3"
"Reasonable","1987","Part Time","Single parent ","17","","","","3"
