"hlf0094","year","e11103","regtyp","n","percent","lower_confidence","upper_confidence"
"Slightly Expensive","1985","Part Time","Rural Area","20","","",""
"Slightly Expensive","1985","Not Working","Urban Area","88","0.0703263510949164","0.0557371540414726","0.0849155481483603"
"Slightly Expensive","1985","Not Working","Rural Area","37","0.0651185854271033","0.04419152615115","0.0860456447030565"
"Too Expensive","1985","Full Time","Urban Area","31","0.0246925751228864","0.0161033639600965","0.0332817862856764"
"Too Expensive","1985","Full Time","Rural Area","18","","",""
"Too Expensive","1985","Part Time","Urban Area","15","","",""
"Too Expensive","1985","Part Time","Rural Area","10","","",""
"Too Expensive","1985","Not Working","Urban Area","18","","",""
"Too Expensive","1985","Not Working","Rural Area","8","","",""
"Very Inexpensive","1986","Full Time","Urban Area","184","0.145532219515488","0.126160806030177","0.164903633000799"
"Very Inexpensive","1986","Full Time","Rural Area","89","0.164794328613312","0.134176359043796","0.195412298182829"
"Very Inexpensive","1986","Part Time","Urban Area","86","0.171568135975657","0.138289053408175","0.20484721854314"
"Very Inexpensive","1986","Part Time","Rural Area","31","0.148133586847588","0.10065023390486","0.195616939790316"
"Very Inexpensive","1986","Not Working","Urban Area","266","0.221795081849251","0.198726971974695","0.244863191723807"
"Very Inexpensive","1986","Not Working","Rural Area","118","0.235299626182328","0.199014828224537","0.271584424140119"
"Inexpensive","1986","Full Time","Urban Area","365","0.291262671380089","0.266304144009996","0.316221198750182"
"Inexpensive","1986","Full Time","Rural Area","170","0.304115583963863","0.266149445072118","0.342081722855609"
"Inexpensive","1986","Part Time","Urban Area","160","0.334906696359571","0.293245874364009","0.376567518355132"
"Inexpensive","1986","Part Time","Rural Area","57","0.275993219376879","0.216241640709918","0.335744798043839"
"Inexpensive","1986","Not Working","Urban Area","405","0.341101324228587","0.314778038981941","0.367424609475233"
"Inexpensive","1986","Not Working","Rural Area","154","0.306071491910116","0.266649619831244","0.345493363988989"
"Reasonable","1986","Full Time","Urban Area","530","0.420774288536924","0.39365474332776","0.447893833746088"
"Reasonable","1986","Full Time","Rural Area","221","0.389686224091649","0.349438377212092","0.429934070971205"
"Reasonable","1986","Part Time","Urban Area","190","0.39147088319947","0.348386979571484","0.434554786827455"
"Reasonable","1986","Part Time","Rural Area","87","0.40030618394715","0.334813951301358","0.465798416592942"
"Reasonable","1986","Not Working","Urban Area","460","0.356419655404602","0.329826413824744","0.383012896984461"
"Reasonable","1986","Not Working","Rural Area","203","0.364641077827018","0.323468240007518","0.405813915646517"
"Slightly Expensive","1986","Full Time","Urban Area","158","0.116952901685419","0.0992993812839216","0.134606422086917"
"Slightly Expensive","1986","Full Time","Rural Area","64","0.108211482982586","0.0825739547624856","0.133849011202686"
"Slightly Expensive","1986","Part Time","Urban Area","47","0.0863950646867199","0.0615952567777498","0.11119487259569"
"Slightly Expensive","1986","Part Time","Rural Area","26","","",""
"Slightly Expensive","1986","Not Working","Urban Area","91","0.0635371303248164","0.0499930927785509","0.0770811678710819"
"Slightly Expensive","1986","Not Working","Rural Area","36","0.0692085544548623","0.047497819770254","0.0909192891394707"
"Too Expensive","1986","Full Time","Urban Area","36","0.02547791888208","0.0168220293260308","0.0341338084381292"
"Too Expensive","1986","Full Time","Rural Area","20","","",""
"Too Expensive","1986","Part Time","Urban Area","10","","",""
"Too Expensive","1986","Part Time","Rural Area","14","","",""
"Too Expensive","1986","Not Working","Urban Area","24","","",""
"Too Expensive","1986","Not Working","Rural Area","14","","",""
"Very Inexpensive","1987","Full Time","Urban Area","200","0.157576596774393","0.13812683819709","0.177026355351696"
"Very Inexpensive","1987","Full Time","Rural Area","90","0.156525556237296","0.12613137064928","0.186919741825311"
"Very Inexpensive","1987","Part Time","Urban Area","87","0.181308161813684","0.147538089029427","0.215078234597941"
"Very Inexpensive","1987","Part Time","Rural Area","45","0.214189526485134","0.160463823888298","0.26791522908197"
"Very Inexpensive","1987","Not Working","Urban Area","213","0.178818619275766","0.157092105070738","0.200545133480795"
"Very Inexpensive","1987","Not Working","Rural Area","115","0.235176690065027","0.196752664800739","0.273600715329316"
"Inexpensive","1987","Full Time","Urban Area","442","0.334299479232246","0.309116306560061","0.35948265190443"
"Inexpensive","1987","Full Time","Rural Area","164","0.293037567982748","0.254964161329437","0.33111097463606"
"Inexpensive","1987","Part Time","Urban Area","172","0.34249911637327","0.300904129943203","0.384094102803338"
"Inexpensive","1987","Part Time","Rural Area","65","0.274327274345696","0.215898204009012","0.332756344682379"
"Inexpensive","1987","Not Working","Urban Area","441","0.385972220611046","0.358370498926752","0.413573942295341"
"Inexpensive","1987","Not Working","Rural Area","169","0.379252189909018","0.335293290439232","0.423211089378804"
"Reasonable","1987","Full Time","Urban Area","520","0.377964142907094","0.352079858957559","0.403848426856629"
"Reasonable","1987","Full Time","Rural Area","239","0.45654560490193","0.414879245598052","0.498211964205807"
"Reasonable","1987","Part Time","Urban Area","188","0.378555196058518","0.336041489042849","0.421068903074188"
"Reasonable","1987","Part Time","Rural Area","81","0.368610503373039","0.305433850745528","0.43178715600055"
"Reasonable","1987","Not Working","Urban Area","422","0.347542220870934","0.320543441423909","0.374541000317959"
"Reasonable","1987","Not Working","Rural Area","139","0.305874924533546","0.264128818781696","0.347621030285396"
"Slightly Expensive","1987","Full Time","Urban Area","149","0.101938633458219","0.0857866613646017","0.118090605551837"
"Slightly Expensive","1987","Full Time","Rural Area","42","0.0702314752696986","0.0488560268414201","0.0916069236979771"
"Slightly Expensive","1987","Part Time","Urban Area","44","0.0798043016113255","0.0560514181000426","0.103557185122608"
"Slightly Expensive","1987","Part Time","Rural Area","28","","",""
"Slightly Expensive","1987","Not Working","Urban Area","84","0.0588760765730449","0.0455298966376649","0.0722222565084249"
"Slightly Expensive","1987","Not Working","Rural Area","30","0.0547430123309253","0.0341336545594871","0.0753523701023634"
"Too Expensive","1987","Full Time","Urban Area","37","0.0282211476280476","0.0193807010901119","0.0370615941659833"
"Too Expensive","1987","Full Time","Rural Area","14","","",""
"Too Expensive","1987","Part Time","Urban Area","9","","",""
"Too Expensive","1987","Part Time","Rural Area","5","","",""
"Too Expensive","1987","Not Working","Urban Area","35","0.0287908626692089","0.0193099999703383","0.0382717253680795"
"Too Expensive","1987","Not Working","Rural Area","15","","",""
"Very Inexpensive","1988","Full Time","Urban Area","220","0.177995471346092","0.157121993398603","0.198868949293581"
"Very Inexpensive","1988","Full Time","Rural Area","73","0.15378981564159","0.121783101424884","0.185796529858296"
"Very Inexpensive","1988","Part Time","Urban Area","72","0.145874633924766","0.114779230825455","0.176970037024076"
"Very Inexpensive","1988","Part Time","Rural Area","35","0.155142126802061","0.108555550294534","0.201728703309588"
"Very Inexpensive","1988","Not Working","Urban Area","238","0.214617706850605","0.190476199147963","0.238759214553248"
"Very Inexpensive","1988","Not Working","Rural Area","86","0.212308557675199","0.172916403226419","0.251700712123979"
"Inexpensive","1988","Full Time","Urban Area","428","0.326675807067301","0.301082651776969","0.352268962357634"
"Inexpensive","1988","Full Time","Rural Area","150","0.300912998868692","0.26021957164799","0.341606426089393"
"Inexpensive","1988","Part Time","Urban Area","171","0.349386552314888","0.307385506731672","0.391387597898104"
"Inexpensive","1988","Part Time","Rural Area","86","0.371407416893691","0.309232672162748","0.433582161624634"
"Inexpensive","1988","Not Working","Urban Area","403","0.379888244150539","0.351348244004524","0.408428244296554"
"Inexpensive","1988","Not Working","Rural Area","149","0.37089515140047","0.324364941182788","0.417425361618153"
"Reasonable","1988","Full Time","Urban Area","493","0.386435041775351","0.359863193704449","0.413006889846253"
"Reasonable","1988","Full Time","Rural Area","222","0.449938040745426","0.40579925900825","0.494076822482603"
"Reasonable","1988","Part Time","Urban Area","206","0.412551356215139","0.369183350262946","0.455919362167332"
"Reasonable","1988","Part Time","Rural Area","90","0.390676214506487","0.327893997199556","0.453458431813418"
"Reasonable","1988","Not Working","Urban Area","378","0.329780659457162","0.302135943585873","0.357425375328452"
"Reasonable","1988","Not Working","Rural Area","152","0.359636502381662","0.313409781550164","0.405863223213159"
"Slightly Expensive","1988","Full Time","Urban Area","126","0.0908842403191587","0.0751984241931366","0.106570056445181"
"Slightly Expensive","1988","Full Time","Rural Area","36","0.0830126149061406","0.0585337143632729","0.107491515449008"
"Slightly Expensive","1988","Part Time","Urban Area","38","0.0764235360835188","0.0530192453562852","0.0998278268107524"
"Slightly Expensive","1988","Part Time","Rural Area","18","","",""
"Slightly Expensive","1988","Not Working","Urban Area","81","0.0639831342757938","0.0495929732422978","0.0783732953092898"
"Slightly Expensive","1988","Not Working","Rural Area","22","","",""
"Too Expensive","1988","Full Time","Urban Area","23","","",""
"Too Expensive","1988","Full Time","Rural Area","7","","",""
"Too Expensive","1988","Part Time","Urban Area","8","","",""
"Too Expensive","1988","Part Time","Rural Area","3","","",""
"Too Expensive","1988","Not Working","Urban Area","11","","",""
"Too Expensive","1988","Not Working","Rural Area","5","","",""
"Very Inexpensive","1989","Full Time","Urban Area","218","0.179079677975827","0.157925698952597","0.200233656999058"
"Very Inexpensive","1989","Full Time","Rural Area","85","0.176803143077693","0.142815405791955","0.21079088036343"
"Very Inexpensive","1989","Part Time","Urban Area","100","0.203457893036753","0.168450652753042","0.238465133320465"
"Very Inexpensive","1989","Part Time","Rural Area","48","0.220453697358761","0.164781554125984","0.276125840591538"
"Very Inexpensive","1989","Not Working","Urban Area","246","0.235008430477515","0.209985948773846","0.260030912181185"
"Very Inexpensive","1989","Not Working","Rural Area","112","0.283909177034068","0.239996051543035","0.327822302525101"
"Inexpensive","1989","Full Time","Urban Area","446","0.354698449929466","0.328302979107906","0.381093920751026"
"Inexpensive","1989","Full Time","Rural Area","170","0.351544729043109","0.309008820071978","0.394080638014239"
"Inexpensive","1989","Part Time","Urban Area","172","0.347936405356135","0.306516304892272","0.389356505819999"
"Inexpensive","1989","Part Time","Rural Area","76","0.353234788816175","0.289045383871072","0.417424193761278"
"Inexpensive","1989","Not Working","Urban Area","453","0.407054175699925","0.378061122702162","0.436047228697689"
"Inexpensive","1989","Not Working","Rural Area","139","0.365813973538633","0.318904661994365","0.412723285082901"
"Reasonable","1989","Full Time","Urban Area","478","0.374778239637681","0.348071391341259","0.401485087934103"
"Reasonable","1989","Full Time","Rural Area","185","0.393688363099508","0.350162273577274","0.437214452621743"
"Reasonable","1989","Part Time","Urban Area","178","0.334338240743122","0.293314423803464","0.375362057682781"
"Reasonable","1989","Part Time","Rural Area","71","0.338911491897326","0.275344561405263","0.402478422389389"
"Reasonable","1989","Not Working","Urban Area","345","0.306095280071617","0.278897179707658","0.333293380435575"
"Reasonable","1989","Not Working","Rural Area","122","0.283664622308325","0.239762919322398","0.327566325294252"
"Slightly Expensive","1989","Full Time","Urban Area","106","0.0811257078938419","0.0660622140649663","0.0961892017227176"
"Slightly Expensive","1989","Full Time","Rural Area","36","0.0636489659266174","0.0418999088220506","0.0853980230311842"
"Slightly Expensive","1989","Part Time","Urban Area","50","0.100117948749862","0.0740164766885869","0.126219420811137"
"Slightly Expensive","1989","Part Time","Rural Area","12","","",""
"Slightly Expensive","1989","Not Working","Urban Area","51","0.0427376124815501","0.0308010036859273","0.0546742212771728"
"Slightly Expensive","1989","Not Working","Rural Area","26","","",""
"Too Expensive","1989","Full Time","Urban Area","14","","",""
"Too Expensive","1989","Full Time","Rural Area","8","","",""
"Too Expensive","1989","Part Time","Urban Area","8","","",""
"Too Expensive","1989","Part Time","Rural Area","6","","",""
"Too Expensive","1989","Not Working","Urban Area","8","","",""
"Too Expensive","1989","Not Working","Rural Area","6","","",""
"Very Inexpensive","1990","Full Time","Urban Area","218","0.185148777863073","0.163642158885239","0.206655396840907"
"Very Inexpensive","1990","Full Time","Rural Area","93","0.196122049165045","0.160109992878546","0.232134105451545"
"Very Inexpensive","1990","Part Time","Urban Area","98","0.189313916888845","0.155512035803862","0.223115797973827"
"Very Inexpensive","1990","Part Time","Rural Area","44","0.212718564514515","0.156835246632648","0.268601882396382"
"Very Inexpensive","1990","Not Working","Urban Area","227","0.224663921288053","0.19963315594707","0.249694686629037"
"Very Inexpensive","1990","Not Working","Rural Area","105","0.26031415807496","0.217419065228142","0.303209250921779"
"Inexpensive","1990","Full Time","Urban Area","461","0.370159961958287","0.343424825274136","0.396895098642438"
"Inexpensive","1990","Full Time","Rural Area","148","0.318153072595178","0.27591042253138","0.360395722658976"
"Inexpensive","1990","Part Time","Urban Area","183","0.367978902110591","0.326368636516507","0.409589167704675"
"Inexpensive","1990","Part Time","Rural Area","68","0.335991914347682","0.271491043556116","0.400492785139247"
"Inexpensive","1990","Not Working","Urban Area","432","0.404314903511601","0.374882162627262","0.433747644395939"
"Inexpensive","1990","Not Working","Rural Area","150","0.372266273733589","0.325011069785713","0.419521477681465"
"Reasonable","1990","Full Time","Urban Area","466","0.365246836675077","0.338586340723671","0.391907332626483"
"Reasonable","1990","Full Time","Rural Area","185","0.398702233125298","0.354294482012985","0.44310998423761"
"Reasonable","1990","Part Time","Urban Area","187","0.346879115551216","0.305810590817588","0.387947640284844"
"Reasonable","1990","Part Time","Rural Area","71","0.335997572803968","0.271496433713923","0.400498711894014"
"Reasonable","1990","Not Working","Urban Area","360","0.331077332350421","0.302853554520736","0.359301110180106"
"Reasonable","1990","Not Working","Rural Area","117","0.300691563870412","0.255865555273672","0.345517572467153"
"Slightly Expensive","1990","Full Time","Urban Area","90","0.0682184144546231","0.0542585748671427","0.0821782540421034"
"Slightly Expensive","1990","Full Time","Rural Area","34","0.0730344579226865","0.0494359061689436","0.0966330096764293"
"Slightly Expensive","1990","Part Time","Urban Area","43","0.086624380678418","0.0623544788877713","0.110894282469065"
"Slightly Expensive","1990","Part Time","Rural Area","20","","",""
"Slightly Expensive","1990","Not Working","Urban Area","42","0.0342869414969955","0.0233737722655864","0.0452001107284045"
"Slightly Expensive","1990","Not Working","Rural Area","28","","",""
"Too Expensive","1990","Full Time","Urban Area","18","","",""
"Too Expensive","1990","Full Time","Rural Area","7","","",""
"Too Expensive","1990","Part Time","Urban Area","5","","",""
"Too Expensive","1990","Part Time","Rural Area","3","","",""
"Too Expensive","1990","Not Working","Urban Area","7","","",""
"Too Expensive","1990","Not Working","Rural Area","2","","",""
"Very Inexpensive","1991","Full Time","Urban Area","187","0.159259371110751","0.138538729561484","0.179980012660018"
"Very Inexpensive","1991","Full Time","Rural Area","69","0.135363721167455","0.104500236349","0.16622720598591"
"Very Inexpensive","1991","Part Time","Urban Area","106","0.202092468134879","0.167808259470731","0.236376676799028"
"Very Inexpensive","1991","Part Time","Rural Area","34","0.152434525612743","0.104829332188927","0.200039719036559"
"Very Inexpensive","1991","Not Working","Urban Area","212","0.199650564461698","0.175575070651981","0.223726058271415"
"Very Inexpensive","1991","Not Working","Rural Area","84","0.21145345677441","0.171927970342395","0.250978943206424"
"Inexpensive","1991","Full Time","Urban Area","403","0.341665924084596","0.314809778473959","0.368522069695233"
"Inexpensive","1991","Full Time","Rural Area","156","0.352399479497698","0.309302352912181","0.395496606083216"
"Inexpensive","1991","Part Time","Urban Area","176","0.322623144906432","0.282710940026132","0.362535349786731"
"Inexpensive","1991","Part Time","Rural Area","69","0.30105071143161","0.240297576056741","0.361803846806479"
"Inexpensive","1991","Not Working","Urban Area","401","0.37894764175977","0.349729417175198","0.408165866344341"
"Inexpensive","1991","Not Working","Rural Area","162","0.390189505299023","0.342973265059032","0.437405745539014"
"Reasonable","1991","Full Time","Urban Area","488","0.405489265501117","0.377686422126335","0.4332921088759"
"Reasonable","1991","Full Time","Rural Area","200","0.41496794826544","0.370517699225926","0.459418197304953"
"Reasonable","1991","Part Time","Urban Area","198","0.383312484020752","0.341802569049036","0.424822398992468"
"Reasonable","1991","Part Time","Rural Area","97","0.440399796164091","0.37465089178681","0.506148700541371"
"Reasonable","1991","Not Working","Urban Area","397","0.375078717149527","0.345919626249366","0.404237808049687"
"Reasonable","1991","Not Working","Rural Area","144","0.334213244825352","0.288553280612949","0.379873209037754"
"Slightly Expensive","1991","Full Time","Urban Area","93","0.0756759012397477","0.0606993912376871","0.0906524112418083"
"Slightly Expensive","1991","Full Time","Rural Area","39","0.081801137062624","0.0570767725789116","0.106525501546336"
"Slightly Expensive","1991","Part Time","Urban Area","38","0.0729041129808918","0.0507077853951202","0.0951004405666635"
"Slightly Expensive","1991","Part Time","Rural Area","13","","",""
"Slightly Expensive","1991","Not Working","Urban Area","36","0.0303090874535869","0.0199837749640181","0.0406343999431558"
"Slightly Expensive","1991","Not Working","Rural Area","14","","",""
"Too Expensive","1991","Full Time","Urban Area","27","","",""
"Too Expensive","1991","Full Time","Rural Area","8","","",""
"Too Expensive","1991","Part Time","Urban Area","9","","",""
"Too Expensive","1991","Part Time","Rural Area","6","","",""
"Too Expensive","1991","Not Working","Urban Area","13","","",""
"Too Expensive","1991","Not Working","Rural Area","6","","",""
"Very Inexpensive","1992","Full Time","Urban Area","189","0.169439715826287","0.149209995931566","0.189669435721007"
"Very Inexpensive","1992","Full Time","Rural Area","106","0.127139762583654","0.106419916745882","0.147859608421425"
"Very Inexpensive","1992","Part Time","Urban Area","83","0.173577810444208","0.141692067880948","0.205463553007468"
"Very Inexpensive","1992","Part Time","Rural Area","36","0.130639862905849","0.0987496686885636","0.162530057123135"
"Very Inexpensive","1992","Not Working","Urban Area","214","0.195579115903132","0.171999527126292","0.219158704679972"
"Very Inexpensive","1992","Not Working","Rural Area","94","0.164302938154505","0.136714407159054","0.191891469149955"
"Inexpensive","1992","Full Time","Urban Area","405","0.308077699717535","0.283180214818344","0.332975184616726"
"Inexpensive","1992","Full Time","Rural Area","275","0.303172017516244","0.274584212268422","0.331759822764065"
"Inexpensive","1992","Part Time","Urban Area","181","0.32269283905093","0.28333457406244","0.36205110403942"
"Inexpensive","1992","Part Time","Rural Area","114","0.267532917277388","0.225643712709438","0.309422121845339"
"Inexpensive","1992","Not Working","Urban Area","409","0.389200203807305","0.360215471734513","0.418184935880097"
"Inexpensive","1992","Not Working","Rural Area","237","0.369661653162429","0.333722276647171","0.405601029677687"
"Reasonable","1992","Full Time","Urban Area","559","0.415375496837312","0.388801576667943","0.441949417006681"
"Reasonable","1992","Full Time","Rural Area","414","0.424519650818631","0.393777261709719","0.455262039927543"
"Reasonable","1992","Part Time","Urban Area","223","0.412553206709359","0.371108153641583","0.453998259777136"
"Reasonable","1992","Part Time","Rural Area","196","0.472043656186841","0.424803694795201","0.519283617578481"
"Reasonable","1992","Not Working","Urban Area","401","0.360659666652071","0.3321134761955","0.389205857108643"
"Reasonable","1992","Not Working","Rural Area","256","0.360520982010817","0.324772311417386","0.396269652604248"
"Slightly Expensive","1992","Full Time","Urban Area","134","0.0782349097398329","0.0637536246582242","0.0927161948214415"
"Slightly Expensive","1992","Full Time","Rural Area","147","0.113003221009636","0.0933116711477845","0.132694770871488"
"Slightly Expensive","1992","Part Time","Urban Area","40","0.0678827246209971","0.0467057771701121","0.0890596720718822"
"Slightly Expensive","1992","Part Time","Rural Area","62","0.100932113299279","0.072426501200947","0.12943772539761"
"Slightly Expensive","1992","Not Working","Urban Area","50","0.0395619026968803","0.0279739532056966","0.0511498521880641"
"Slightly Expensive","1992","Not Working","Rural Area","83","0.0775075080747258","0.0575991803704923","0.0974158357789594"
"Too Expensive","1992","Full Time","Urban Area","34","0.0288721778790333","0.0198424502022483","0.0379019055558183"
"Too Expensive","1992","Full Time","Rural Area","51","0.0321653480718352","0.0211912666489926","0.0431394294946778"
"Too Expensive","1992","Part Time","Urban Area","15","","",""
"Too Expensive","1992","Part Time","Rural Area","21","","",""
"Too Expensive","1992","Not Working","Urban Area","13","","",""
"Too Expensive","1992","Not Working","Rural Area","23","","",""
"Very Inexpensive","1993","Full Time","Urban Area","205","0.174036136102172","0.153290106044312","0.194782166160032"
"Very Inexpensive","1993","Full Time","Rural Area","119","0.134602399495503","0.113277608363592","0.155927190627415"
"Very Inexpensive","1993","Part Time","Urban Area","92","0.153522913292691","0.123980614826173","0.18306521175921"
"Very Inexpensive","1993","Part Time","Rural Area","47","0.138391067636461","0.104593532288818","0.172188602984104"
"Very Inexpensive","1993","Not Working","Urban Area","187","0.18265557673749","0.159406301488356","0.205904851986623"
"Very Inexpensive","1993","Not Working","Rural Area","113","0.191567562729722","0.162882104314013","0.220253021145431"
"Inexpensive","1993","Full Time","Urban Area","396","0.31143463691283","0.286095559103589","0.336773714722071"
"Inexpensive","1993","Full Time","Rural Area","320","0.336590668609309","0.307065501412259","0.366115835806359"
"Inexpensive","1993","Part Time","Urban Area","193","0.334795815084318","0.296121950397766","0.373469679770871"
"Inexpensive","1993","Part Time","Rural Area","132","0.322838198096978","0.277075187447698","0.368601208746258"
"Inexpensive","1993","Not Working","Urban Area","415","0.398299574507695","0.368842780372437","0.427756368642953"
"Inexpensive","1993","Not Working","Rural Area","243","0.356475750166039","0.321563616096899","0.391387884235179"
"Reasonable","1993","Full Time","Urban Area","551","0.402950068267762","0.376111106839138","0.429789029696387"
"Reasonable","1993","Full Time","Rural Area","409","0.418704111554073","0.387879133209243","0.449529089898903"
"Reasonable","1993","Part Time","Urban Area","239","0.435512343172211","0.394879469708909","0.476145216635514"
"Reasonable","1993","Part Time","Rural Area","170","0.449854058100776","0.401162835120461","0.498545281081091"
"Reasonable","1993","Not Working","Urban Area","408","0.367168658116164","0.338164037430376","0.396173278801952"
"Reasonable","1993","Not Working","Rural Area","306","0.398773245144039","0.363082049415191","0.434464440872887"
"Slightly Expensive","1993","Full Time","Urban Area","102","0.0850336713738311","0.0697709216060792","0.100296421141583"
"Slightly Expensive","1993","Full Time","Rural Area","106","0.0821261879933494","0.0649714984114524","0.0992808775752465"
"Slightly Expensive","1993","Part Time","Urban Area","35","0.0587835719831471","0.0395073103520684","0.0780598336142258"
"Slightly Expensive","1993","Part Time","Rural Area","43","0.0722949301340159","0.046947450026865","0.0976424102411668"
"Slightly Expensive","1993","Not Working","Urban Area","42","0.0381286858319816","0.0266054406114248","0.0496519310525383"
"Slightly Expensive","1993","Not Working","Rural Area","42","0.035395360290538","0.0219266260299207","0.0488640945511552"
"Too Expensive","1993","Full Time","Urban Area","29","","",""
"Too Expensive","1993","Full Time","Rural Area","30","0.0279766323477649","0.0176730887657208","0.038280175929809"
"Too Expensive","1993","Part Time","Urban Area","13","","",""
"Too Expensive","1993","Part Time","Rural Area","9","","",""
"Too Expensive","1993","Not Working","Urban Area","9","","",""
"Too Expensive","1993","Not Working","Rural Area","19","","",""
"Very Inexpensive","1994","Full Time","Urban Area","192","0.166110498986738","0.145470024998468","0.186750972975009"
"Very Inexpensive","1994","Full Time","Rural Area","95","0.121791092781217","0.101156727387282","0.142425458175152"
"Very Inexpensive","1994","Part Time","Urban Area","110","0.221581052709944","0.186681356141173","0.256480749278716"
"Very Inexpensive","1994","Part Time","Rural Area","39","0.114868512275568","0.083542079136572","0.146194945414565"
"Very Inexpensive","1994","Not Working","Urban Area","234","0.222383317658618","0.198050883909382","0.246715751407854"
"Very Inexpensive","1994","Not Working","Rural Area","104","0.163648066012954","0.137046717350704","0.190249414675203"
"Inexpensive","1994","Full Time","Urban Area","383","0.29475511239797","0.269469846886185","0.320040377909756"
"Inexpensive","1994","Full Time","Rural Area","288","0.318216908270622","0.288828966304583","0.34760485023666"
"Inexpensive","1994","Part Time","Urban Area","164","0.308546296923439","0.269732121545628","0.347360472301251"
"Inexpensive","1994","Part Time","Rural Area","101","0.25903730166554","0.215995951989821","0.302078651341258"
"Inexpensive","1994","Not Working","Urban Area","407","0.351288474742509","0.323355999647685","0.379220949837334"
"Inexpensive","1994","Not Working","Rural Area","262","0.363296909079593","0.328714677502343","0.397879140656843"
"Reasonable","1994","Full Time","Urban Area","546","0.434241566307256","0.406753253366951","0.461729879247561"
"Reasonable","1994","Full Time","Rural Area","433","0.449720294551296","0.418333466683304","0.481107122419288"
"Reasonable","1994","Part Time","Urban Area","224","0.383370179014157","0.342512841055586","0.424227516972727"
"Reasonable","1994","Part Time","Rural Area","202","0.52589267683252","0.476836528272468","0.574948825392573"
"Reasonable","1994","Not Working","Urban Area","421","0.375293873266051","0.34696200052098","0.403625746011123"
"Reasonable","1994","Not Working","Rural Area","321","0.41784473171422","0.382381315792434","0.453308147636006"
"Slightly Expensive","1994","Full Time","Urban Area","103","0.0832176953663992","0.06789949220986","0.0985358985229385"
"Slightly Expensive","1994","Full Time","Rural Area","116","0.0865471388281666","0.0688071287547094","0.104287148901624"
"Slightly Expensive","1994","Part Time","Urban Area","40","0.0690002774790574","0.0477017864384946","0.0902987685196202"
"Slightly Expensive","1994","Part Time","Rural Area","49","0.0876740584464755","0.0598886284418754","0.115459488451075"
"Slightly Expensive","1994","Not Working","Urban Area","49","0.0405281149214767","0.0289897042757762","0.0520665255671772"
"Slightly Expensive","1994","Not Working","Rural Area","45","0.0461975155271408","0.0311039369903869","0.0612910940638946"
"Too Expensive","1994","Full Time","Urban Area","25","","",""
"Too Expensive","1994","Full Time","Rural Area","33","0.0237245655686993","0.0141223876355583","0.0333267435018404"
"Too Expensive","1994","Part Time","Urban Area","6","","",""
"Too Expensive","1994","Part Time","Rural Area","7","","",""
"Too Expensive","1994","Not Working","Urban Area","11","","",""
"Too Expensive","1994","Not Working","Rural Area","11","","",""
"Very Inexpensive","1995","Full Time","Urban Area","195","0.156476164904047","0.136407984243069","0.176544345565024"
"Very Inexpensive","1995","Full Time","Rural Area","104","0.135893220524406","0.114438757216697","0.157347683832114"
"Very Inexpensive","1995","Part Time","Urban Area","95","0.166620870820537","0.137122103811234","0.19611963782984"
"Very Inexpensive","1995","Part Time","Rural Area","50","0.135454287040298","0.101621157311848","0.169287416768748"
