"hlf0094","year","e11102","hgtyp1hh","n","percent","lower_confidence","upper_confidence","value"
"Too Expensive","2007","Not Employed","Couple + C. LE 16 ","6","","","","5"
"Too Expensive","2007","Not Employed","Couple + C. GT 16 ","9","","","","5"
"Too Expensive","2007","Not Employed","Couple + C. LE and GT 16","4","","","","5"
"Too Expensive","2007","Employed","(Married) couple without C. ","18","","","","5"
"Too Expensive","2007","Employed","1-pers.-HH","3","","","","5"
"Too Expensive","2007","Employed","Single parent ","5","","","","5"
"Too Expensive","2007","Employed","Couple + C. LE 16 ","31","0.0217991965248751","0.0148309292412873","0.028767463808463","5"
"Too Expensive","2007","Employed","Couple + C. GT 16 ","32","0.0126230323459047","0.00742938740649371","0.0178166772853156","5"
"Too Expensive","2007","Employed","Couple + C. LE and GT 16","5","","","","5"
"Very Inexpensive","2007","Not Employed","1-pers.-HH","69","0.126236176694324","0.0978541002780467","0.154618253110601","1"
"Very Inexpensive","2007","Not Employed","(Married) couple without C. ","259","0.111132900523389","0.0980852355348297","0.124180565511949","1"
"Very Inexpensive","2007","Not Employed","Single parent ","15","","","","1"
"Very Inexpensive","2007","Not Employed","Couple + C. LE 16 ","24","","","","1"
"Very Inexpensive","2007","Not Employed","Couple + C. GT 16 ","93","0.104621629012878","0.0829613299992577","0.126281928026498","1"
"Very Inexpensive","2007","Not Employed","Couple + C. LE and GT 16","24","","","","1"
"Very Inexpensive","2007","Employed","1-pers.-HH","39","0.0998718144053638","0.0682335833130351","0.131510045497693","1"
"Very Inexpensive","2007","Employed","(Married) couple without C. ","204","0.101815265218414","0.0880127919105035","0.115617738526324","1"
"Very Inexpensive","2007","Employed","Couple + C. LE 16 ","113","0.0590569634304634","0.0478081225786792","0.0703058042822476","1"
"Very Inexpensive","2007","Employed","Single parent ","23","","","","1"
"Very Inexpensive","2007","Employed","Couple + C. GT 16 ","208","0.117897878522707","0.102895457789641","0.132900299255774","1"
"Very Inexpensive","2007","Employed","Couple + C. LE and GT 16","42","0.0538341220332428","0.0370791325254992","0.0705891115409864","1"
"Inexpensive","2008","Not Employed","(Married) couple without C. ","716","0.310387619185409","0.290957571202181","0.329817667168636","2"
"Inexpensive","2008","Not Employed","1-pers.-HH","171","0.325700432611545","0.286100671919619","0.365300193303471","2"
"Inexpensive","2008","Not Employed","Couple + C. GT 16 ","207","0.30706146120674","0.272442349684654","0.341680572728827","2"
"Inexpensive","2008","Not Employed","Couple + C. LE and GT 16","64","0.192573415734533","0.146953252840939","0.238193578628127","2"
"Inexpensive","2008","Employed","1-pers.-HH","95","0.286331611478167","0.237924567099442","0.334738655856893","2"
"Inexpensive","2008","Not Employed","Couple + C. LE 16 ","57","0.242346109069889","0.187088058983558","0.297604159156219","2"
"Inexpensive","2008","Not Employed","Single parent ","40","0.329315950671088","0.248528893746249","0.410103007595927","2"
"Inexpensive","2008","Employed","(Married) couple without C. ","506","0.269338455430491","0.248753118773859","0.289923792087122","2"
"Inexpensive","2008","Employed","Single parent ","74","0.285471775910968","0.230254775324788","0.340688776497148","2"
"Inexpensive","2008","Employed","Couple + C. LE 16 ","399","0.264066102190295","0.241897161817237","0.286235042563353","2"
"Inexpensive","2008","Employed","Couple + C. GT 16 ","472","0.238919082075367","0.218945964738032","0.258892199412702","2"
"Inexpensive","2008","Employed","Couple + C. LE and GT 16","130","0.137616899531312","0.112023411717626","0.163210387344997","2"
"Reasonable","2008","Not Employed","(Married) couple without C. ","1027","0.489025386438743","0.468031902473916","0.51001887040357","3"
"Reasonable","2008","Not Employed","1-pers.-HH","244","0.445793143269057","0.403792146939415","0.487794139598698","3"
"Reasonable","2008","Not Employed","Single parent ","63","0.483416389698205","0.39751357152859","0.56931920786782","3"
"Reasonable","2008","Not Employed","Couple + C. LE 16 ","128","0.54827043322634","0.484093527671242","0.612447338781437","3"
"Reasonable","2008","Not Employed","Couple + C. LE and GT 16","165","0.552640720258202","0.495115696214984","0.61016574430142","3"
"Reasonable","2008","Not Employed","Couple + C. GT 16 ","328","0.485490483600087","0.447980837177854","0.523000130022321","3"
"Reasonable","2008","Employed","1-pers.-HH","164","0.474499676866605","0.421027219644232","0.527972134088977","3"
"Reasonable","2008","Employed","(Married) couple without C. ","889","0.493463656356693","0.470263892853032","0.516663419860353","3"
"Reasonable","2008","Employed","Single parent ","134","0.526499263287682","0.465455578263338","0.587542948312025","3"
"Reasonable","2008","Employed","Couple + C. LE 16 ","801","0.527217966955421","0.502110969009072","0.552324964901769","3"
"Reasonable","2008","Employed","Couple + C. GT 16 ","882","0.530053161044556","0.506676143717011","0.553430178372102","3"
"Reasonable","2008","Employed","Couple + C. LE and GT 16","418","0.625247882872866","0.589286065296249","0.661209700449484","3"
"Slightly Expensive","2008","Not Employed","(Married) couple without C. ","150","0.071872513114908","0.0610256443416249","0.082719381888191","4"
"Slightly Expensive","2008","Not Employed","1-pers.-HH","39","0.0706593769291996","0.0490058165335137","0.0923129373248855","4"
"Slightly Expensive","2008","Not Employed","Single parent ","11","","","","4"
"Slightly Expensive","2008","Not Employed","Couple + C. LE 16 ","21","","","","4"
"Slightly Expensive","2008","Not Employed","Couple + C. GT 16 ","53","0.0714381586535074","0.0521083993590812","0.0907679179479336","4"
"Slightly Expensive","2008","Not Employed","Couple + C. LE and GT 16","28","","","","4"
"Slightly Expensive","2008","Employed","1-pers.-HH","32","0.103119964962274","0.0705539780385798","0.135685951885969","4"
"Slightly Expensive","2008","Employed","(Married) couple without C. ","149","0.10275060852778","0.0886609829060808","0.116840234149478","4"
"Slightly Expensive","2008","Employed","Single parent ","25","","","","4"
"Slightly Expensive","2008","Employed","Couple + C. LE 16 ","173","0.117562676705798","0.101365255676029","0.133760097735567","4"
"Slightly Expensive","2008","Employed","Couple + C. GT 16 ","162","0.0829975845143947","0.0700757854200358","0.0959193836087536","4"
"Slightly Expensive","2008","Employed","Couple + C. LE and GT 16","73","0.127650450098466","0.102859114916107","0.152441785280826","4"
"Too Expensive","2008","Not Employed","(Married) couple without C. ","18","","","","5"
"Too Expensive","2008","Not Employed","Single parent ","1","","","","5"
"Too Expensive","2008","Not Employed","Couple + C. LE 16 ","4","","","","5"
"Too Expensive","2008","Not Employed","Couple + C. GT 16 ","6","","","","5"
"Too Expensive","2008","Not Employed","1-pers.-HH","9","","","","5"
"Too Expensive","2008","Not Employed","Couple + C. LE and GT 16","2","","","","5"
"Too Expensive","2008","Employed","1-pers.-HH","8","","","","5"
"Too Expensive","2008","Employed","(Married) couple without C. ","15","","","","5"
"Too Expensive","2008","Employed","Single parent ","4","","","","5"
"Too Expensive","2008","Employed","Couple + C. LE 16 ","23","","","","5"
"Too Expensive","2008","Employed","Couple + C. GT 16 ","38","0.0180078298126072","0.0117792401695247","0.0242364194556897","5"
"Too Expensive","2008","Employed","Couple + C. LE and GT 16","7","","","","5"
"Very Inexpensive","2008","Employed","1-pers.-HH","36","0.109884942734464","0.0763947339960864","0.143375151472842","1"
"Very Inexpensive","2008","Employed","(Married) couple without C. ","225","0.128267027398915","0.112750307604328","0.143783747193503","1"
"Very Inexpensive","2008","Not Employed","1-pers.-HH","75","0.136018989739159","0.107051635910834","0.164986343567485","1"
"Very Inexpensive","2008","Not Employed","(Married) couple without C. ","267","0.119920965646216","0.106277410539381","0.13356452075305","1"
"Very Inexpensive","2008","Not Employed","Single parent ","15","","","","1"
"Very Inexpensive","2008","Not Employed","Couple + C. LE 16 ","21","","","","1"
"Very Inexpensive","2008","Not Employed","Couple + C. GT 16 ","88","0.131581206729487","0.10621138340138","0.156951030057595","1"
"Very Inexpensive","2008","Not Employed","Couple + C. LE and GT 16","28","","","","1"
"Very Inexpensive","2008","Employed","Couple + C. LE 16 ","123","0.0719099854947955","0.0589184987458562","0.0849014722437347","1"
"Very Inexpensive","2008","Employed","Single parent ","20","","","","1"
"Very Inexpensive","2008","Employed","Couple + C. GT 16 ","197","0.130022342553074","0.114269168887509","0.14577551621864","1"
"Very Inexpensive","2008","Employed","Couple + C. LE and GT 16","68","0.104467637747312","0.0817441494591341","0.12719112603549","1"
"Inexpensive","2009","Not Employed","1-pers.-HH","168","0.331785543601197","0.291237502848504","0.372333584353889","2"
"Inexpensive","2009","Not Employed","(Married) couple without C. ","689","0.320404587700373","0.30024904483371","0.340560130567036","2"
"Inexpensive","2009","Not Employed","Single parent ","30","0.323606551795326","0.234959448012426","0.412253655578225","2"
"Inexpensive","2009","Not Employed","Couple + C. LE 16 ","57","0.283489590564967","0.21974001654687","0.347239164583064","2"
"Inexpensive","2009","Not Employed","Couple + C. LE and GT 16","83","0.367637984620814","0.311561342929916","0.423714626311713","2"
"Inexpensive","2009","Not Employed","Couple + C. GT 16 ","174","0.257641675437858","0.223355193043342","0.291928157832374","2"
"Inexpensive","2009","Employed","1-pers.-HH","114","0.340758461124508","0.289229425228821","0.392287497020195","2"
"Inexpensive","2009","Employed","(Married) couple without C. ","463","0.277793512046498","0.256482753334068","0.299104270758927","2"
"Inexpensive","2009","Employed","Single parent ","70","0.314595990638017","0.257149812278114","0.37204216899792","2"
"Inexpensive","2009","Employed","Couple + C. LE 16 ","389","0.251526512390956","0.228765819595362","0.27428720518655","2"
"Inexpensive","2009","Employed","Couple + C. GT 16 ","474","0.280426807571639","0.259148187393213","0.301705427750065","2"
"Inexpensive","2009","Employed","Couple + C. LE and GT 16","158","0.29154811480938","0.256199571028572","0.326896658590188","2"
"Reasonable","2009","Not Employed","(Married) couple without C. ","924","0.444275516453327","0.422813235616732","0.465737797289923","3"
"Reasonable","2009","Not Employed","1-pers.-HH","240","0.455586457127321","0.412698725748931","0.49847418850571","3"
"Reasonable","2009","Not Employed","Single parent ","64","0.543270993446379","0.448887997649281","0.637653989243477","3"
"Reasonable","2009","Not Employed","Couple + C. LE 16 ","101","0.49224879564226","0.421533186147368","0.562964405137152","3"
"Reasonable","2009","Not Employed","Couple + C. GT 16 ","322","0.485960649258088","0.446776825234451","0.525144473281726","3"
"Reasonable","2009","Not Employed","Couple + C. LE and GT 16","149","0.483495420288647","0.425375877159441","0.541614963417854","3"
"Reasonable","2009","Employed","1-pers.-HH","134","0.398377006426186","0.345151995950264","0.451602016902107","3"
"Reasonable","2009","Employed","(Married) couple without C. ","879","0.522112120778936","0.498346341172284","0.545877900385589","3"
"Reasonable","2009","Employed","Single parent ","130","0.480385014782642","0.418576716079312","0.542193313485972","3"
"Reasonable","2009","Employed","Couple + C. LE 16 ","747","0.527784455742717","0.501596366091796","0.553972545393637","3"
"Reasonable","2009","Employed","Couple + C. GT 16 ","817","0.462245293088496","0.438628301776309","0.485862284400683","3"
"Reasonable","2009","Employed","Couple + C. LE and GT 16","347","0.563675304833675","0.525102552432615","0.602248057234734","3"
"Slightly Expensive","2009","Not Employed","(Married) couple without C. ","147","0.073299207519045","0.0620417757202572","0.0845566393178328","4"
"Slightly Expensive","2009","Not Employed","1-pers.-HH","36","0.0687429515599471","0.0469542131372789","0.0905316899826152","4"
"Slightly Expensive","2009","Not Employed","Couple + C. LE 16 ","19","","","","4"
"Slightly Expensive","2009","Not Employed","Single parent ","7","","","","4"
"Slightly Expensive","2009","Not Employed","Couple + C. LE and GT 16","25","","","","4"
"Slightly Expensive","2009","Not Employed","Couple + C. GT 16 ","51","0.0974149527407267","0.0741680573314942","0.120661848149959","4"
"Slightly Expensive","2009","Employed","1-pers.-HH","28","","","","4"
"Slightly Expensive","2009","Employed","(Married) couple without C. ","147","0.0832481398801361","0.0701043581358302","0.096391921624442","4"
"Slightly Expensive","2009","Employed","Couple + C. LE 16 ","138","0.111521125264999","0.0950088276999113","0.128033422830087","4"
"Slightly Expensive","2009","Employed","Single parent ","31","0.167982768506917","0.121732979270076","0.214232557743758","4"
"Slightly Expensive","2009","Employed","Couple + C. LE and GT 16","59","0.0753143052532178","0.0547886497770709","0.0958399607293646","4"
"Slightly Expensive","2009","Employed","Couple + C. GT 16 ","158","0.0869745198444519","0.0736259825367503","0.100323057152153","4"
"Too Expensive","2009","Not Employed","1-pers.-HH","5","","","","5"
"Too Expensive","2009","Not Employed","(Married) couple without C. ","19","","","","5"
"Too Expensive","2009","Not Employed","Single parent ","2","","","","5"
"Too Expensive","2009","Not Employed","Couple + C. LE 16 ","2","","","","5"
"Too Expensive","2009","Not Employed","Couple + C. GT 16 ","4","","","","5"
"Too Expensive","2009","Not Employed","Couple + C. LE and GT 16","1","","","","5"
"Too Expensive","2009","Employed","1-pers.-HH","3","","","","5"
"Too Expensive","2009","Employed","(Married) couple without C. ","4","","","","5"
"Too Expensive","2009","Employed","Single parent ","10","","","","5"
"Too Expensive","2009","Employed","Couple + C. LE 16 ","18","","","","5"
"Too Expensive","2009","Employed","Couple + C. GT 16 ","34","0.0172976794910209","0.0111217671300088","0.023473591852033","5"
"Too Expensive","2009","Employed","Couple + C. LE and GT 16","6","","","","5"
"Very Inexpensive","2009","Not Employed","1-pers.-HH","69","0.136732373874468","0.107146008561885","0.166318739187051","1"
"Very Inexpensive","2009","Not Employed","(Married) couple without C. ","280","0.145200478446128","0.129983231913737","0.160417724978519","1"
"Very Inexpensive","2009","Not Employed","Single parent ","4","","","","1"
"Very Inexpensive","2009","Not Employed","Couple + C. LE 16 ","13","","","","1"
"Very Inexpensive","2009","Not Employed","Couple + C. GT 16 ","74","0.155995653144082","0.127548640065394","0.18444266622277","1"
"Very Inexpensive","2009","Not Employed","Couple + C. LE and GT 16","26","","","","1"
"Very Inexpensive","2009","Employed","1-pers.-HH","46","0.140872459071273","0.103050129110915","0.178694789031632","1"
"Very Inexpensive","2009","Employed","(Married) couple without C. ","204","0.114239232975496","0.0991045604221099","0.129373905528882","1"
"Very Inexpensive","2009","Employed","Single parent ","10","","","","1"
"Very Inexpensive","2009","Employed","Couple + C. LE 16 ","104","0.0791918426739239","0.0650263988839752","0.0933572864638726","1"
"Very Inexpensive","2009","Employed","Couple + C. LE and GT 16","65","0.0664984126264932","0.0471197234027998","0.0858771018501865","1"
"Very Inexpensive","2009","Employed","Couple + C. GT 16 ","229","0.153055700004392","0.136000830937973","0.170110569070812","1"
"Inexpensive","2010","Not Employed","(Married) couple without C. ","638","0.327016821726371","0.306114488961495","0.347919154491246","2"
"Inexpensive","2010","Not Employed","1-pers.-HH","162","0.300352496038321","0.261027552586785","0.339677439489856","2"
"Inexpensive","2010","Not Employed","Single parent ","41","0.278946893907479","0.206199732124748","0.35169405569021","2"
"Inexpensive","2010","Not Employed","Couple + C. LE 16 ","162","0.291588356207278","0.255491666273035","0.32768504614152","2"
"Inexpensive","2010","Not Employed","Couple + C. LE and GT 16","109","0.263605781724182","0.22021143558831","0.307000127860054","2"
"Inexpensive","2010","Not Employed","Couple + C. GT 16 ","156","0.29041549780101","0.253503123601185","0.327327872000835","2"
"Inexpensive","2010","Employed","1-pers.-HH","99","0.358357968471051","0.305487947184457","0.411227989757645","2"
"Inexpensive","2010","Employed","(Married) couple without C. ","445","0.262236330434445","0.240980885424778","0.283491775444112","2"
"Inexpensive","2010","Employed","Single parent ","124","0.232992838582239","0.193493233963607","0.272492443200871","2"
"Inexpensive","2010","Employed","Couple + C. LE 16 ","745","0.221822332976711","0.206952644370371","0.236692021583051","2"
"Inexpensive","2010","Employed","Couple + C. LE and GT 16","214","0.224877804100277","0.19609051341768","0.253665094782875","2"
"Inexpensive","2010","Employed","Couple + C. GT 16 ","432","0.270888405773316","0.248995679633352","0.29278113191328","2"
"Reasonable","2010","Not Employed","1-pers.-HH","257","0.490522926230169","0.447637985164912","0.533407867295427","3"
"Reasonable","2010","Not Employed","(Married) couple without C. ","922","0.471954364840835","0.449711366042848","0.494197363638822","3"
"Reasonable","2010","Not Employed","Single parent ","74","0.544275512819042","0.463490231174326","0.625060794463758","3"
"Reasonable","2010","Not Employed","Couple + C. LE 16 ","318","0.509118843652309","0.469414574067669","0.548823113236948","3"
"Reasonable","2010","Not Employed","Couple + C. GT 16 ","316","0.522376942905302","0.481761175196116","0.562992710614489","3"
"Reasonable","2010","Not Employed","Couple + C. LE and GT 16","182","0.447843784788282","0.398866494210392","0.496821075366171","3"
"Reasonable","2010","Employed","1-pers.-HH","143","0.415812915240234","0.361471679198678","0.470154151281791","3"
"Reasonable","2010","Employed","(Married) couple without C. ","858","0.536227977809093","0.512129359255489","0.560326596362698","3"
"Reasonable","2010","Employed","Single parent ","223","0.502835141936896","0.45611708460909","0.549553199264702","3"
"Reasonable","2010","Employed","Couple + C. LE 16 ","1654","0.565029198496273","0.54728626780502","0.582772129187526","3"
"Reasonable","2010","Employed","Couple + C. LE and GT 16","403","0.488043639709648","0.453577851838153","0.522509427581142","3"
"Reasonable","2010","Employed","Couple + C. GT 16 ","817","0.557804547531622","0.533338951818917","0.582270143244326","3"
"Slightly Expensive","2010","Not Employed","(Married) couple without C. ","108","0.0592022974201961","0.0486869164760291","0.069717678364363","4"
"Slightly Expensive","2010","Not Employed","1-pers.-HH","39","0.0794935865731257","0.0562880136722266","0.102699159474025","4"
"Slightly Expensive","2010","Not Employed","Single parent ","10","","","","4"
"Slightly Expensive","2010","Not Employed","Couple + C. LE 16 ","64","0.112296244111181","0.0872203695373522","0.137372118685009","4"
"Slightly Expensive","2010","Not Employed","Couple + C. GT 16 ","44","0.0583678898324089","0.0393050477132492","0.0774307319515685","4"
"Slightly Expensive","2010","Not Employed","Couple + C. LE and GT 16","50","0.118205908820132","0.0864076248507956","0.150004192789469","4"
"Slightly Expensive","2010","Employed","1-pers.-HH","37","0.120347222698439","0.0844733531129574","0.15622109228392","4"
"Slightly Expensive","2010","Employed","(Married) couple without C. ","138","0.0794693589845917","0.0663991022188177","0.0925396157503657","4"
"Slightly Expensive","2010","Employed","Single parent ","45","0.123319078603939","0.0925964998569269","0.154041657350951","4"
"Slightly Expensive","2010","Employed","Couple + C. LE 16 ","325","0.147335925408956","0.134650554552124","0.160021296265788","4"
"Slightly Expensive","2010","Employed","Couple + C. LE and GT 16","101","0.136740089753429","0.113050304312273","0.160429875194585","4"
"Slightly Expensive","2010","Employed","Couple + C. GT 16 ","162","0.0782167509513396","0.0649894289693079","0.0914440729333712","4"
"Too Expensive","2010","Not Employed","1-pers.-HH","9","","","","5"
"Too Expensive","2010","Not Employed","(Married) couple without C. ","19","","","","5"
"Too Expensive","2010","Not Employed","Single parent ","6","","","","5"
"Too Expensive","2010","Not Employed","Couple + C. LE 16 ","15","","","","5"
"Too Expensive","2010","Not Employed","Couple + C. GT 16 ","3","","","","5"
"Too Expensive","2010","Not Employed","Couple + C. LE and GT 16","5","","","","5"
"Too Expensive","2010","Employed","1-pers.-HH","7","","","","5"
"Too Expensive","2010","Employed","(Married) couple without C. ","14","","","","5"
"Too Expensive","2010","Employed","Single parent ","9","","","","5"
"Too Expensive","2010","Employed","Couple + C. LE 16 ","65","0.0113683195064026","0.00757407551353264","0.0151625634992725","5"
"Too Expensive","2010","Employed","Couple + C. GT 16 ","22","","","","5"
"Too Expensive","2010","Employed","Couple + C. LE and GT 16","14","","","","5"
"Very Inexpensive","2010","Not Employed","1-pers.-HH","55","0.113310253082395","0.0861187454562008","0.140501760708588","1"
"Very Inexpensive","2010","Not Employed","(Married) couple without C. ","248","0.127863152539682","0.112984190760076","0.142742114319287","1"
"Very Inexpensive","2010","Not Employed","Single parent ","15","","","","1"
"Very Inexpensive","2010","Not Employed","Couple + C. LE 16 ","50","0.067553506727907","0.04762038339589","0.087486630059924","1"
"Very Inexpensive","2010","Not Employed","Couple + C. GT 16 ","62","0.124090846917423","0.0972831545270497","0.150898539307796","1"
"Very Inexpensive","2010","Not Employed","Couple + C. LE and GT 16","50","0.16354179491545","0.127113654590511","0.199969935240389","1"
"Very Inexpensive","2010","Employed","1-pers.-HH","30","0.0890697633801214","0.0576637900207208","0.120475736739522","1"
"Very Inexpensive","2010","Employed","(Married) couple without C. ","190","0.103579514631367","0.0888544244915921","0.118304604771142","1"
"Very Inexpensive","2010","Employed","Single parent ","39","0.0942304260944639","0.066932717441476","0.121528134747452","1"
"Very Inexpensive","2010","Employed","Couple + C. LE 16 ","210","0.0544442236116569","0.0463237877832852","0.0625646594400286","1"
"Very Inexpensive","2010","Employed","Couple + C. GT 16 ","150","0.0840547270184156","0.0703861448629894","0.0977233091738418","1"
"Very Inexpensive","2010","Employed","Couple + C. LE and GT 16","76","0.139204031640027","0.115335899720641","0.163072163559414","1"
"Inexpensive","2011","Not Employed","1-pers.-HH","204","0.339179582636776","0.302586484385267","0.375772680888285","2"
"Inexpensive","2011","Not Employed","(Married) couple without C. ","776","0.301636533596251","0.283745217742655","0.319527849449847","2"
"Inexpensive","2011","Not Employed","Single parent ","45","0.177365634140997","0.124819806825463","0.229911461456531","2"
"Inexpensive","2011","Not Employed","Couple + C. LE 16 ","184","0.27158666111649","0.236855365918811","0.306317956314169","2"
"Inexpensive","2011","Not Employed","Couple + C. LE and GT 16","141","0.268223264151223","0.228465090845348","0.307981437457098","2"
"Inexpensive","2011","Not Employed","Couple + C. GT 16 ","167","0.25351266797964","0.220399374306753","0.286625961652528","2"
"Inexpensive","2011","Employed","Couple + C. LE 16 ","986","0.25535782907523","0.240739071490948","0.269976586659512","2"
"Inexpensive","2011","Employed","1-pers.-HH","124","0.30419458547136","0.259388167981264","0.349001002961455","2"
"Inexpensive","2011","Employed","(Married) couple without C. ","613","0.30358189861961","0.283985969182014","0.323177828057207","2"
"Inexpensive","2011","Employed","Single parent ","135","0.230084633862179","0.194683801160914","0.265485466563444","2"
"Inexpensive","2011","Employed","Couple + C. LE and GT 16","281","0.262971604791738","0.235954143152076","0.2899890664314","2"
"Inexpensive","2011","Employed","Couple + C. GT 16 ","466","0.287137369560043","0.26607224578012","0.308202493339965","2"
"Reasonable","2011","Not Employed","1-pers.-HH","304","0.456707419387131","0.418205841781277","0.495208996992984","3"
"Reasonable","2011","Not Employed","(Married) couple without C. ","1274","0.50040852787341","0.480917739071458","0.519899316675362","3"
"Reasonable","2011","Not Employed","Single parent ","114","0.609343916428721","0.542227523525067","0.676460309332375","3"
"Reasonable","2011","Not Employed","Couple + C. LE 16 ","333","0.558794640852278","0.520022094667848","0.597567187036707","3"
"Reasonable","2011","Not Employed","Couple + C. LE and GT 16","239","0.549392597586055","0.504741774994875","0.594043420177235","3"
"Reasonable","2011","Not Employed","Couple + C. GT 16 ","331","0.51187965513476","0.473831052124307","0.549928258145213","3"
"Reasonable","2011","Employed","Couple + C. LE 16 ","1801","0.554280617981729","0.537617446337412","0.570943789626047","3"
"Reasonable","2011","Employed","1-pers.-HH","185","0.456042375536685","0.407535230613565","0.504549520459805","3"
"Reasonable","2011","Employed","(Married) couple without C. ","1105","0.510998690723802","0.48969485474141","0.532302526706195","3"
"Reasonable","2011","Employed","Single parent ","289","0.570333273554994","0.528696373078345","0.611970174031643","3"
"Reasonable","2011","Employed","Couple + C. LE and GT 16","532","0.560086946882506","0.529624894886649","0.590548998878363","3"
"Reasonable","2011","Employed","Couple + C. GT 16 ","928","0.532662524612636","0.509432075403276","0.555892973821996","3"
"Slightly Expensive","2011","Not Employed","1-pers.-HH","47","0.0812268443653371","0.0601115789855465","0.102342109745128","4"
"Slightly Expensive","2011","Not Employed","(Married) couple without C. ","159","0.0651312673115956","0.0555122736639314","0.0747502609592597","4"
"Slightly Expensive","2011","Not Employed","Single parent ","17","","","","4"
"Slightly Expensive","2011","Not Employed","Couple + C. LE 16 ","62","0.09385075633051","0.0710789977507701","0.11662251491025","4"
"Slightly Expensive","2011","Not Employed","Couple + C. GT 16 ","74","0.0928397201221509","0.0707494894326961","0.114929950811606","4"
"Slightly Expensive","2011","Not Employed","Couple + C. LE and GT 16","48","0.0982363013422359","0.0715264619237032","0.124946140760769","4"
"Slightly Expensive","2011","Employed","1-pers.-HH","39","0.114301082808233","0.083313420925049","0.145288744691417","4"
"Slightly Expensive","2011","Employed","(Married) couple without C. ","178","0.0834183845596217","0.071633933318966","0.0952028358002773","4"
"Slightly Expensive","2011","Employed","Single parent ","49","0.0968336022172295","0.0719596322364421","0.121707572198017","4"
"Slightly Expensive","2011","Employed","Couple + C. LE 16 ","335","0.11112753005564","0.100591121060239","0.121663939051041","4"
"Slightly Expensive","2011","Employed","Couple + C. LE and GT 16","90","0.0630943314591185","0.0481735657870765","0.0780150971311604","4"
"Slightly Expensive","2011","Employed","Couple + C. GT 16 ","187","0.0893953269286338","0.0761110298847614","0.102679623972506","4"
"Too Expensive","2011","Not Employed","1-pers.-HH","9","","","","5"
"Too Expensive","2011","Not Employed","(Married) couple without C. ","29","","","","5"
"Too Expensive","2011","Not Employed","Single parent ","5","","","","5"
"Too Expensive","2011","Not Employed","Couple + C. LE 16 ","11","","","","5"
"Too Expensive","2011","Not Employed","Couple + C. GT 16 ","8","","","","5"
"Too Expensive","2011","Not Employed","Couple + C. LE and GT 16","12","","","","5"
"Too Expensive","2011","Employed","1-pers.-HH","8","","","","5"
"Too Expensive","2011","Employed","(Married) couple without C. ","20","","","","5"
"Too Expensive","2011","Employed","Single parent ","11","","","","5"
"Too Expensive","2011","Employed","Couple + C. LE 16 ","42","0.0120695475744847","0.00840879190577519","0.0157303032431943","5"
"Too Expensive","2011","Employed","Couple + C. GT 16 ","23","","","","5"
"Too Expensive","2011","Employed","Couple + C. LE and GT 16","34","0.0301985190092297","0.0196962715030713","0.0407007665153881","5"
"Very Inexpensive","2011","Not Employed","1-pers.-HH","79","0.113324192748342","0.0888230494072022","0.137825336089481","1"
"Very Inexpensive","2011","Not Employed","(Married) couple without C. ","290","0.11842233225178","0.10582708633809","0.131017578165469","1"
"Very Inexpensive","2011","Not Employed","Single parent ","22","","","","1"
"Very Inexpensive","2011","Not Employed","Couple + C. LE 16 ","40","0.0569718786095045","0.0388722189632117","0.0750715382557973","1"
"Very Inexpensive","2011","Not Employed","Couple + C. LE and GT 16","37","0.0646945577629627","0.0426196190545238","0.0867694964714016","1"
"Very Inexpensive","2011","Employed","1-pers.-HH","49","0.10566582414723","0.075726791399937","0.135604856894522","1"
"Very Inexpensive","2011","Employed","(Married) couple without C. ","199","0.0914225063674039","0.0791396194305876","0.10370539330422","1"
"Very Inexpensive","2011","Employed","Single parent ","59","0.0888665814490196","0.0649329609079625","0.112800201990077","1"
"Very Inexpensive","2011","Not Employed","Couple + C. GT 16 ","83","0.132104750029958","0.106330609070329","0.157878890989586","1"
"Very Inexpensive","2011","Employed","Couple + C. LE 16 ","254","0.0671644753129159","0.0587730755074973","0.0755558751183344","1"
"Very Inexpensive","2011","Employed","Couple + C. GT 16 ","168","0.0834414876012544","0.0705652984184268","0.096317676784082","1"
"Very Inexpensive","2011","Employed","Couple + C. LE and GT 16","83","0.0836485978574082","0.0666580116820161","0.1006391840328","1"
"Inexpensive","2012","Not Employed","1-pers.-HH","170","0.258870860242525","0.224988855021516","0.292752865463534","2"
"Inexpensive","2012","Not Employed","(Married) couple without C. ","815","0.324905166746951","0.306745271470549","0.343065062023353","2"
"Inexpensive","2012","Not Employed","Single parent ","65","0.320478476344796","0.255803819140292","0.3851531335493","2"
"Inexpensive","2012","Not Employed","Couple + C. LE 16 ","172","0.31046992162122","0.271517467786488","0.349422375455952","2"
"Inexpensive","2012","Not Employed","Couple + C. LE and GT 16","155","0.305928211422929","0.263541265617229","0.348315157228629","2"
"Inexpensive","2012","Not Employed","Couple + C. GT 16 ","169","0.26718983623159","0.233093975404647","0.301285697058533","2"
"Inexpensive","2012","Employed","Couple + C. LE 16 ","894","0.252934204745416","0.237929281349832","0.267939128141","2"
"Inexpensive","2012","Employed","(Married) couple without C. ","587","0.269665434444057","0.250778941281529","0.288551927606584","2"
"Inexpensive","2012","Employed","1-pers.-HH","141","0.337679976435377","0.293084293963945","0.382275658906809","2"
"Inexpensive","2012","Employed","Single parent ","158","0.248050294162402","0.211316558153148","0.284784030171655","2"
