"hlf0094","year","pgisced97","sex","n","percent","lower_confidence","upper_confidence","value"
"Slightly Expensive","2000","general elemantary","Male","27","","","","4"
"Slightly Expensive","2000","general elemantary","Female","89","0.0867293309349375","0.0695834158277001","0.103875246042175","4"
"Slightly Expensive","2000","middle vocational","Male","278","0.0826623704604722","0.0729734423134791","0.0923512986074652","4"
"Slightly Expensive","2000","middle vocational","Female","280","0.0803488005467464","0.071003189971784","0.0896944111217088","4"
"Slightly Expensive","2000","vocational + Abi","Male","24","","","","4"
"Slightly Expensive","2000","vocational + Abi","Female","22","","","","4"
"Slightly Expensive","2000","higher vocational","Male","67","0.11397470576156","0.0893740674279144","0.138575344095206","4"
"Slightly Expensive","2000","higher vocational","Female","43","0.103974799866915","0.073681962999675","0.134267636734154","4"
"Slightly Expensive","2000","higher education","Male","108","0.0908008680314263","0.0745441836414798","0.107057552421373","4"
"Slightly Expensive","2000","higher education","Female","92","0.106108298718211","0.0850673507800707","0.127149246656352","4"
"Too Expensive","2000","in school","Male","3","","","","5"
"Too Expensive","2000","in school","Female","4","","","","5"
"Too Expensive","2000","inadequately","Male","1","","","","5"
"Too Expensive","2000","inadequately","Female","","","","","5"
"Too Expensive","2000","general elemantary","Male","11","","","","5"
"Too Expensive","2000","general elemantary","Female","8","","","","5"
"Too Expensive","2000","middle vocational","Male","47","0.0147859626918609","0.0105393045471235","0.0190326208365982","5"
"Too Expensive","2000","middle vocational","Female","52","0.0143087088021939","0.0102257303027876","0.0183916873016002","5"
"Too Expensive","2000","vocational + Abi","Male","3","","","","5"
"Too Expensive","2000","vocational + Abi","Female","7","","","","5"
"Too Expensive","2000","higher vocational","Male","14","","","","5"
"Too Expensive","2000","higher vocational","Female","3","","","","5"
"Too Expensive","2000","higher education","Male","23","","","","5"
"Too Expensive","2000","higher education","Female","22","","","","5"
"Very Inexpensive","2000","in school","Male","17","","","","1"
"Very Inexpensive","2000","in school","Female","19","","","","1"
"Very Inexpensive","2000","inadequately","Male","","","","","1"
"Very Inexpensive","2000","inadequately","Female","8","","","","1"
"Very Inexpensive","2000","general elemantary","Male","67","0.184891015997303","0.148862497341865","0.220919534652742","1"
"Very Inexpensive","2000","general elemantary","Female","164","0.176866013875645","0.153620702025859","0.200111325725431","1"
"Very Inexpensive","2000","middle vocational","Male","388","0.137377734556018","0.12526545990097","0.149490009211066","1"
"Very Inexpensive","2000","middle vocational","Female","424","0.14083960471957","0.128880299941257","0.152798909497882","1"
"Very Inexpensive","2000","vocational + Abi","Male","35","0.183712321078613","0.13057204944182","0.236852592715407","1"
"Very Inexpensive","2000","vocational + Abi","Female","32","0.138835669305371","0.0974381574012504","0.180233181209492","1"
"Very Inexpensive","2000","higher vocational","Male","79","0.116362454328423","0.0915389784473556","0.141185930209491","1"
"Very Inexpensive","2000","higher vocational","Female","59","0.147911452906571","0.112677687933629","0.183145217879513","1"
"Very Inexpensive","2000","higher education","Male","177","0.158236763808549","0.137587425422686","0.178886102194411","1"
"Very Inexpensive","2000","higher education","Female","105","0.136655089088251","0.11318832297292","0.160121855203582","1"
"Inexpensive","2001","in school","Male","48","0.295750982904619","0.222716377937468","0.36878558787177","2"
"Inexpensive","2001","in school","Female","49","0.293122132648192","0.223242472099207","0.363001793197178","2"
"Inexpensive","2001","inadequately","Male","10","","","","2"
"Inexpensive","2001","inadequately","Female","9","","","","2"
"Inexpensive","2001","general elemantary","Male","112","0.2993850298144","0.253276292139682","0.345493767489118","2"
"Inexpensive","2001","general elemantary","Female","313","0.340596300504302","0.309531041095567","0.371661559913037","2"
"Inexpensive","2001","middle vocational","Male","907","0.325733839926163","0.308406094749872","0.343061585102454","2"
"Inexpensive","2001","middle vocational","Female","939","0.316459214400078","0.299692924713977","0.33322550408618","2"
"Inexpensive","2001","vocational + Abi","Male","52","0.277309319335828","0.213486549442107","0.341132089229549","2"
"Inexpensive","2001","vocational + Abi","Female","73","0.267384931977913","0.215636008547394","0.319133855408431","2"
"Inexpensive","2001","higher vocational","Male","197","0.327985109533949","0.290070467904436","0.365899751163462","2"
"Inexpensive","2001","higher vocational","Female","120","0.354598028851331","0.303216233322036","0.405979824380626","2"
"Inexpensive","2001","higher education","Male","347","0.322479980800183","0.294641450184903","0.350318511415462","2"
"Inexpensive","2001","higher education","Female","244","0.299404149607189","0.267283430317886","0.331524868896492","2"
"Reasonable","2001","higher education","Female","356","0.474256409853171","0.439236407414094","0.509276412292248","3"
"Reasonable","2001","inadequately","Female","20","","","","3"
"Reasonable","2001","inadequately","Male","15","","","","3"
"Reasonable","2001","in school","Male","64","0.48180727870241","0.401845067713941","0.561769489690879","3"
"Reasonable","2001","in school","Female","74","0.421669828031922","0.345859482266678","0.497480173797166","3"
"Reasonable","2001","general elemantary","Male","181","0.458187923795345","0.408025946692059","0.508349900898632","3"
"Reasonable","2001","general elemantary","Female","405","0.438218985624403","0.405694648409765","0.470743322839041","3"
"Reasonable","2001","middle vocational","Male","1322","0.466594645198654","0.448149015242676","0.485040275154631","3"
"Reasonable","2001","middle vocational","Female","1382","0.469365652044805","0.451374904562388","0.487356399527221","3"
"Reasonable","2001","vocational + Abi","Male","88","0.46430847951472","0.393207123668191","0.535409835361249","3"
"Reasonable","2001","vocational + Abi","Female","136","0.484084476116159","0.425653275928147","0.542515676304172","3"
"Reasonable","2001","higher vocational","Male","259","0.46303517652525","0.422766222012573","0.503304131037926","3"
"Reasonable","2001","higher vocational","Female","136","0.406593284162731","0.353836015494554","0.459350552830908","3"
"Reasonable","2001","higher education","Male","471","0.426892297117577","0.397433762146929","0.456350832088224","3"
"Slightly Expensive","2001","in school","Male","19","","","","4"
"Slightly Expensive","2001","in school","Female","13","","","","4"
"Slightly Expensive","2001","inadequately","Male","","","","","4"
"Slightly Expensive","2001","inadequately","Female","2","","","","4"
"Slightly Expensive","2001","general elemantary","Male","37","0.0820638979427936","0.0544319957958326","0.109695800089755","4"
"Slightly Expensive","2001","general elemantary","Female","54","0.0585769376841856","0.0431835190654713","0.0739703563028998","4"
"Slightly Expensive","2001","middle vocational","Male","229","0.0747789681134509","0.0650535694425729","0.0845043667843288","4"
"Slightly Expensive","2001","middle vocational","Female","231","0.0718773700163454","0.0625664060454408","0.0811883339872499","4"
"Slightly Expensive","2001","vocational + Abi","Male","18","","","","4"
"Slightly Expensive","2001","vocational + Abi","Female","30","0.0988112511641806","0.0639208461547022","0.133701656173659","4"
"Slightly Expensive","2001","higher vocational","Male","49","0.0681513051980757","0.0477996267125064","0.0885029836836451","4"
"Slightly Expensive","2001","higher vocational","Female","32","0.0907540898866244","0.0599009225008563","0.121607257272392","4"
"Slightly Expensive","2001","higher education","Male","102","0.0862219480779875","0.069504763429841","0.102939132726134","4"
"Slightly Expensive","2001","higher education","Female","77","0.0820252907559542","0.0627805607967323","0.101270020715176","4"
"Too Expensive","2001","in school","Male","","","","","5"
"Too Expensive","2001","in school","Female","6","","","","5"
"Too Expensive","2001","inadequately","Male","2","","","","5"
"Too Expensive","2001","inadequately","Female","1","","","","5"
"Too Expensive","2001","general elemantary","Male","4","","","","5"
"Too Expensive","2001","general elemantary","Female","16","","","","5"
"Too Expensive","2001","middle vocational","Male","46","0.0148063028252429","0.0103407106597898","0.0192718949906959","5"
"Too Expensive","2001","middle vocational","Female","45","0.0142248839211485","0.00995605090104138","0.0184937169412557","5"
"Too Expensive","2001","vocational + Abi","Male","4","","","","5"
"Too Expensive","2001","vocational + Abi","Female","5","","","","5"
"Too Expensive","2001","higher vocational","Male","11","","","","5"
"Too Expensive","2001","higher vocational","Female","5","","","","5"
"Too Expensive","2001","higher education","Male","17","","","","5"
"Too Expensive","2001","higher education","Female","16","","","","5"
"Very Inexpensive","2001","in school","Male","19","","","","1"
"Very Inexpensive","2001","in school","Female","21","","","","1"
"Very Inexpensive","2001","inadequately","Male","2","","","","1"
"Very Inexpensive","2001","inadequately","Female","3","","","","1"
"Very Inexpensive","2001","general elemantary","Male","45","0.15471027991753","0.118302779289938","0.191117780545121","1"
"Very Inexpensive","2001","general elemantary","Female","106","0.144968162275155","0.121889704078803","0.168046620471507","1"
"Very Inexpensive","2001","middle vocational","Male","306","0.11808624393649","0.106154397814447","0.130018090058532","1"
"Very Inexpensive","2001","middle vocational","Female","359","0.128072879617623","0.116026277777555","0.140119481457691","1"
"Very Inexpensive","2001","vocational + Abi","Male","27","","","","1"
"Very Inexpensive","2001","vocational + Abi","Female","37","0.133587598991396","0.0938098380807192","0.173365359902073","1"
"Very Inexpensive","2001","higher vocational","Male","73","0.127745517898719","0.100787690759253","0.154703345038185","1"
"Very Inexpensive","2001","higher vocational","Female","40","0.137242733945375","0.100284180258661","0.174201287632088","1"
"Very Inexpensive","2001","higher education","Male","146","0.145349966088461","0.124358852090338","0.166341080086585","1"
"Very Inexpensive","2001","higher education","Female","88","0.123229940113257","0.100177147234753","0.14628273299176","1"
"Inexpensive","2002","in school","Male","55","0.320358989416261","0.251027311171925","0.389690667660597","2"
"Inexpensive","2002","in school","Female","59","0.266360303050352","0.2044737609975","0.328246845103204","2"
"Inexpensive","2002","inadequately","Male","6","","","","2"
"Inexpensive","2002","inadequately","Female","11","","","","2"
"Inexpensive","2002","general elemantary","Male","121","0.311116327711295","0.264812507145752","0.357420148276838","2"
"Inexpensive","2002","general elemantary","Female","275","0.331893505441921","0.300403427692894","0.363383583190947","2"
"Inexpensive","2002","middle vocational","Male","880","0.309193589719282","0.292311714777744","0.326075464660819","2"
"Inexpensive","2002","middle vocational","Female","984","0.321534799233047","0.305132797799875","0.337936800666219","2"
"Inexpensive","2002","vocational + Abi","Male","59","0.310428227978655","0.247093559594676","0.373762896362634","2"
"Inexpensive","2002","vocational + Abi","Female","97","0.241578980882684","0.196411767614765","0.286746194150603","2"
"Inexpensive","2002","higher vocational","Male","220","0.33357962843334","0.297079619667568","0.370079637199112","2"
"Inexpensive","2002","higher vocational","Female","121","0.274303356699304","0.229085975300783","0.319520738097825","2"
"Inexpensive","2002","higher education","Male","507","0.338973061815458","0.315872471420962","0.362073652209955","2"
"Inexpensive","2002","higher education","Female","316","0.285564805697243","0.258993043146541","0.312136568247944","2"
"Reasonable","2002","in school","Male","74","0.436031498087356","0.362349766627743","0.509713229546969","3"
"Reasonable","2002","in school","Female","96","0.527931371225347","0.4580419634375","0.597820779013194","3"
"Reasonable","2002","inadequately","Male","9","","","","3"
"Reasonable","2002","inadequately","Female","14","","","","3"
"Reasonable","2002","general elemantary","Male","181","0.472142541102785","0.422210723343804","0.522074358861765","3"
"Reasonable","2002","general elemantary","Female","390","0.438332639033757","0.405151368772578","0.471513909294936","3"
"Reasonable","2002","middle vocational","Male","1340","0.455782962698666","0.437590463310652","0.473975462086679","3"
"Reasonable","2002","middle vocational","Female","1478","0.462753982377335","0.445244199918959","0.480263764835711","3"
"Reasonable","2002","vocational + Abi","Male","98","0.418218593269447","0.350695434961994","0.485741751576901","3"
"Reasonable","2002","vocational + Abi","Female","151","0.482480399075194","0.429752340335467","0.535208457814921","3"
"Reasonable","2002","higher vocational","Male","291","0.471325351951336","0.432682095337444","0.509968608565229","3"
"Reasonable","2002","higher vocational","Female","159","0.450165587858644","0.399744246494747","0.500586929222541","3"
"Reasonable","2002","higher education","Male","726","0.437298874320191","0.413090870511649","0.461506878128734","3"
"Reasonable","2002","higher education","Female","528","0.475864771390798","0.44648488889699","0.505244653884607","3"
"Slightly Expensive","2002","in school","Male","22","","","","4"
"Slightly Expensive","2002","in school","Female","22","","","","4"
"Slightly Expensive","2002","inadequately","Male","4","","","","4"
"Slightly Expensive","2002","inadequately","Female","2","","","","4"
"Slightly Expensive","2002","general elemantary","Male","35","0.0803318262253501","0.0531460412449253","0.107517611205775","4"
"Slightly Expensive","2002","general elemantary","Female","65","0.0683411969960852","0.0514670726299617","0.0852153213622086","4"
"Slightly Expensive","2002","middle vocational","Male","281","0.0894185014244819","0.0789953184146365","0.0998416844343273","4"
"Slightly Expensive","2002","middle vocational","Female","267","0.0826937416697005","0.0730218245731294","0.0923656587662716","4"
"Slightly Expensive","2002","vocational + Abi","Male","17","","","","4"
"Slightly Expensive","2002","vocational + Abi","Female","45","0.126714077301503","0.0916122919676602","0.161815862635346","4"
"Slightly Expensive","2002","higher vocational","Male","57","0.0750303013363087","0.054636359587525","0.0954242430850924","4"
"Slightly Expensive","2002","higher vocational","Female","39","0.101979139763584","0.0713093234770632","0.132648956050105","4"
"Slightly Expensive","2002","higher education","Male","139","0.0694416110566436","0.0570361584008785","0.0818470637124088","4"
"Slightly Expensive","2002","higher education","Female","112","0.0999505986214329","0.082305971901933","0.117595225340933","4"
"Too Expensive","2002","in school","Male","3","","","","5"
"Too Expensive","2002","in school","Female","2","","","","5"
"Too Expensive","2002","inadequately","Male","1","","","","5"
"Too Expensive","2002","inadequately","Female","1","","","","5"
"Too Expensive","2002","general elemantary","Male","3","","","","5"
"Too Expensive","2002","general elemantary","Female","9","","","","5"
"Too Expensive","2002","middle vocational","Male","34","0.011070881411438","0.00724879113877334","0.0148929716841027","5"
"Too Expensive","2002","middle vocational","Female","33","0.00898027082445311","0.00566739671475633","0.0122931449341499","5"
"Too Expensive","2002","vocational + Abi","Male","3","","","","5"
"Too Expensive","2002","vocational + Abi","Female","5","","","","5"
"Too Expensive","2002","higher vocational","Male","10","","","","5"
"Too Expensive","2002","higher vocational","Female","5","","","","5"
"Too Expensive","2002","higher education","Male","18","","","","5"
"Too Expensive","2002","higher education","Female","15","","","","5"
"Very Inexpensive","2002","in school","Male","20","","","","1"
"Very Inexpensive","2002","in school","Female","17","","","","1"
"Very Inexpensive","2002","inadequately","Male","1","","","","1"
"Very Inexpensive","2002","inadequately","Female","5","","","","1"
"Very Inexpensive","2002","general elemantary","Male","44","0.130563892805946","0.0968652150968426","0.164262570515049","1"
"Very Inexpensive","2002","general elemantary","Female","120","0.149441906317865","0.125600070150671","0.17328374248506","1"
"Very Inexpensive","2002","middle vocational","Male","344","0.134534064746133","0.122069750782405","0.146998378709861","1"
"Very Inexpensive","2002","middle vocational","Female","353","0.124037205895465","0.112461755907398","0.135612655883532","1"
"Very Inexpensive","2002","vocational + Abi","Male","28","","","","1"
"Very Inexpensive","2002","vocational + Abi","Female","47","0.139551955822695","0.102986681739915","0.176117229905475","1"
"Very Inexpensive","2002","higher vocational","Male","63","0.107674418098744","0.0836785196738599","0.131670316523629","1"
"Very Inexpensive","2002","higher vocational","Female","50","0.159842568305864","0.122702828988285","0.196982307623443","1"
"Very Inexpensive","2002","higher education","Male","223","0.143205925731259","0.126111692349298","0.160300159113219","1"
"Very Inexpensive","2002","higher education","Female","139","0.128779929992556","0.109075012092095","0.148484847893017","1"
"Inexpensive","2003","in school","Male","","","","","2"
"Inexpensive","2003","in school","Female","","","","","2"
"Inexpensive","2003","inadequately","Male","","","","","2"
"Inexpensive","2003","inadequately","Female","","","","","2"
"Inexpensive","2003","general elemantary","Male","","","","","2"
"Inexpensive","2003","general elemantary","Female","","","","","2"
"Inexpensive","2003","middle vocational","Male","","","","","2"
"Inexpensive","2003","middle vocational","Female","","","","","2"
"Inexpensive","2003","vocational + Abi","Male","","","","","2"
"Inexpensive","2003","vocational + Abi","Female","","","","","2"
"Inexpensive","2003","higher vocational","Male","","","","","2"
"Inexpensive","2003","higher vocational","Female","","","","","2"
"Inexpensive","2003","higher education","Male","","","","","2"
"Inexpensive","2003","higher education","Female","","","","","2"
"Reasonable","2003","in school","Male","","","","","3"
"Reasonable","2003","in school","Female","","","","","3"
"Reasonable","2003","inadequately","Male","","","","","3"
"Reasonable","2003","inadequately","Female","","","","","3"
"Reasonable","2003","general elemantary","Male","","","","","3"
"Reasonable","2003","general elemantary","Female","","","","","3"
"Reasonable","2003","middle vocational","Male","","","","","3"
"Reasonable","2003","middle vocational","Female","","","","","3"
"Reasonable","2003","vocational + Abi","Male","","","","","3"
"Reasonable","2003","vocational + Abi","Female","","","","","3"
"Reasonable","2003","higher vocational","Male","","","","","3"
"Reasonable","2003","higher vocational","Female","","","","","3"
"Reasonable","2003","higher education","Male","","","","","3"
"Reasonable","2003","higher education","Female","","","","","3"
"Slightly Expensive","2003","middle vocational","Female","","","","","4"
"Slightly Expensive","2003","vocational + Abi","Male","","","","","4"
"Slightly Expensive","2003","vocational + Abi","Female","","","","","4"
"Slightly Expensive","2003","higher vocational","Male","","","","","4"
"Slightly Expensive","2003","higher vocational","Female","","","","","4"
"Slightly Expensive","2003","higher education","Male","","","","","4"
"Slightly Expensive","2003","higher education","Female","","","","","4"
"Slightly Expensive","2003","general elemantary","Male","","","","","4"
"Slightly Expensive","2003","in school","Male","","","","","4"
"Slightly Expensive","2003","in school","Female","","","","","4"
"Slightly Expensive","2003","inadequately","Male","","","","","4"
"Slightly Expensive","2003","inadequately","Female","","","","","4"
"Slightly Expensive","2003","general elemantary","Female","","","","","4"
"Slightly Expensive","2003","middle vocational","Male","","","","","4"
"Too Expensive","2003","in school","Male","","","","","5"
"Too Expensive","2003","in school","Female","","","","","5"
"Too Expensive","2003","inadequately","Male","","","","","5"
"Too Expensive","2003","inadequately","Female","","","","","5"
"Too Expensive","2003","general elemantary","Male","","","","","5"
"Too Expensive","2003","general elemantary","Female","","","","","5"
"Too Expensive","2003","middle vocational","Male","","","","","5"
"Too Expensive","2003","middle vocational","Female","","","","","5"
"Too Expensive","2003","vocational + Abi","Male","","","","","5"
"Too Expensive","2003","vocational + Abi","Female","","","","","5"
"Too Expensive","2003","higher vocational","Male","","","","","5"
"Too Expensive","2003","higher vocational","Female","","","","","5"
"Too Expensive","2003","higher education","Male","","","","","5"
"Too Expensive","2003","higher education","Female","","","","","5"
"Very Inexpensive","2003","in school","Male","","","","","1"
"Very Inexpensive","2003","in school","Female","","","","","1"
"Very Inexpensive","2003","inadequately","Male","","","","","1"
"Very Inexpensive","2003","inadequately","Female","","","","","1"
"Very Inexpensive","2003","general elemantary","Male","","","","","1"
"Very Inexpensive","2003","general elemantary","Female","","","","","1"
"Very Inexpensive","2003","middle vocational","Male","","","","","1"
"Very Inexpensive","2003","middle vocational","Female","","","","","1"
"Very Inexpensive","2003","vocational + Abi","Male","","","","","1"
"Very Inexpensive","2003","vocational + Abi","Female","","","","","1"
"Very Inexpensive","2003","higher vocational","Male","","","","","1"
"Very Inexpensive","2003","higher vocational","Female","","","","","1"
"Very Inexpensive","2003","higher education","Male","","","","","1"
"Very Inexpensive","2003","higher education","Female","","","","","1"
"Inexpensive","2004","in school","Male","","","","","2"
"Inexpensive","2004","in school","Female","","","","","2"
"Inexpensive","2004","inadequately","Male","","","","","2"
"Inexpensive","2004","inadequately","Female","","","","","2"
"Inexpensive","2004","general elemantary","Male","","","","","2"
"Inexpensive","2004","general elemantary","Female","","","","","2"
"Inexpensive","2004","middle vocational","Male","","","","","2"
"Inexpensive","2004","middle vocational","Female","","","","","2"
"Inexpensive","2004","vocational + Abi","Male","","","","","2"
"Inexpensive","2004","vocational + Abi","Female","","","","","2"
"Inexpensive","2004","higher vocational","Male","","","","","2"
"Inexpensive","2004","higher vocational","Female","","","","","2"
"Inexpensive","2004","higher education","Male","","","","","2"
"Inexpensive","2004","higher education","Female","","","","","2"
"Reasonable","2004","in school","Male","","","","","3"
"Reasonable","2004","in school","Female","","","","","3"
"Reasonable","2004","inadequately","Male","","","","","3"
"Reasonable","2004","inadequately","Female","","","","","3"
"Reasonable","2004","general elemantary","Male","","","","","3"
"Reasonable","2004","general elemantary","Female","","","","","3"
"Reasonable","2004","middle vocational","Male","","","","","3"
"Reasonable","2004","middle vocational","Female","","","","","3"
"Reasonable","2004","vocational + Abi","Male","","","","","3"
"Reasonable","2004","vocational + Abi","Female","","","","","3"
"Reasonable","2004","higher vocational","Male","","","","","3"
"Reasonable","2004","higher vocational","Female","","","","","3"
"Reasonable","2004","higher education","Male","","","","","3"
"Reasonable","2004","higher education","Female","","","","","3"
"Slightly Expensive","2004","in school","Male","","","","","4"
"Slightly Expensive","2004","in school","Female","","","","","4"
"Slightly Expensive","2004","inadequately","Male","","","","","4"
"Slightly Expensive","2004","inadequately","Female","","","","","4"
"Slightly Expensive","2004","general elemantary","Male","","","","","4"
"Slightly Expensive","2004","general elemantary","Female","","","","","4"
"Slightly Expensive","2004","middle vocational","Male","","","","","4"
"Slightly Expensive","2004","middle vocational","Female","","","","","4"
"Slightly Expensive","2004","vocational + Abi","Male","","","","","4"
"Slightly Expensive","2004","vocational + Abi","Female","","","","","4"
"Slightly Expensive","2004","higher vocational","Male","","","","","4"
"Slightly Expensive","2004","higher vocational","Female","","","","","4"
"Slightly Expensive","2004","higher education","Male","","","","","4"
"Slightly Expensive","2004","higher education","Female","","","","","4"
"Too Expensive","2004","in school","Male","","","","","5"
"Too Expensive","2004","in school","Female","","","","","5"
"Too Expensive","2004","inadequately","Male","","","","","5"
"Too Expensive","2004","inadequately","Female","","","","","5"
"Too Expensive","2004","general elemantary","Male","","","","","5"
"Too Expensive","2004","general elemantary","Female","","","","","5"
"Too Expensive","2004","middle vocational","Male","","","","","5"
"Too Expensive","2004","middle vocational","Female","","","","","5"
"Too Expensive","2004","vocational + Abi","Male","","","","","5"
"Too Expensive","2004","vocational + Abi","Female","","","","","5"
"Too Expensive","2004","higher vocational","Male","","","","","5"
"Too Expensive","2004","higher vocational","Female","","","","","5"
"Too Expensive","2004","higher education","Male","","","","","5"
"Too Expensive","2004","higher education","Female","","","","","5"
"Very Inexpensive","2004","in school","Male","","","","","1"
"Very Inexpensive","2004","in school","Female","","","","","1"
"Very Inexpensive","2004","inadequately","Male","","","","","1"
"Very Inexpensive","2004","inadequately","Female","","","","","1"
"Very Inexpensive","2004","general elemantary","Male","","","","","1"
"Very Inexpensive","2004","general elemantary","Female","","","","","1"
"Very Inexpensive","2004","middle vocational","Male","","","","","1"
"Very Inexpensive","2004","middle vocational","Female","","","","","1"
"Very Inexpensive","2004","vocational + Abi","Male","","","","","1"
"Very Inexpensive","2004","vocational + Abi","Female","","","","","1"
"Very Inexpensive","2004","higher vocational","Male","","","","","1"
"Very Inexpensive","2004","higher vocational","Female","","","","","1"
"Very Inexpensive","2004","higher education","Male","","","","","1"
"Very Inexpensive","2004","higher education","Female","","","","","1"
"Inexpensive","2005","general elemantary","Female","238","0.351057647553029","0.315799942531198","0.38631535257486","2"
"Inexpensive","2005","middle vocational","Female","832","0.296193421464601","0.279290922915095","0.313095920014108","2"
"Inexpensive","2005","middle vocational","Male","796","0.313218377714042","0.2952061856541","0.331230569773985","2"
"Inexpensive","2005","vocational + Abi","Male","50","0.31230806181544","0.248713266854816","0.375902856776064","2"
"Inexpensive","2005","vocational + Abi","Female","94","0.227536106404177","0.183103755373305","0.271968457435049","2"
"Inexpensive","2005","in school","Male","50","0.258324754342157","0.196085956559716","0.320563552124598","2"
"Inexpensive","2005","in school","Female","56","0.255461665980723","0.196335277898912","0.314588054062534","2"
"Inexpensive","2005","inadequately","Male","6","","","","2"
"Inexpensive","2005","inadequately","Female","9","","","","2"
"Inexpensive","2005","general elemantary","Male","92","0.309502854574094","0.259549642966627","0.35945606618156","2"
"Inexpensive","2005","higher vocational","Male","170","0.299968328245723","0.262283159071392","0.337653497420055","2"
"Inexpensive","2005","higher vocational","Female","105","0.279113446375035","0.233283639857332","0.324943252892737","2"
"Inexpensive","2005","higher education","Male","405","0.297325854838746","0.273766832192637","0.320884877484855","2"
"Inexpensive","2005","higher education","Female","296","0.305510661409344","0.27772875085933","0.333292571959358","2"
"Reasonable","2005","general elemantary","Female","337","0.469102151213757","0.432238278613731","0.505966023813783","3"
"Reasonable","2005","middle vocational","Male","1266","0.505282340668967","0.485865463415113","0.524699217922821","3"
"Reasonable","2005","middle vocational","Female","1407","0.503350722483681","0.484841132680971","0.52186031228639","3"
"Reasonable","2005","vocational + Abi","Male","97","0.438331156632602","0.370242565997246","0.506419747267957","3"
"Reasonable","2005","vocational + Abi","Female","175","0.587446539207059","0.535271914949927","0.639621163464191","3"
"Reasonable","2005","higher vocational","Male","286","0.503365953620097","0.462247754391893","0.544484152848301","3"
"Reasonable","2005","higher vocational","Female","177","0.496255003063724","0.445171343294715","0.547338662832733","3"
"Reasonable","2005","higher education","Male","734","0.492397367447721","0.466629187857947","0.518165547037495","3"
"Reasonable","2005","higher education","Female","546","0.494005859225074","0.46385116521796","0.524160553232187","3"
"Reasonable","2005","in school","Male","105","0.551862514900469","0.481150636391947","0.622574393408991","3"
"Reasonable","2005","in school","Female","106","0.493471827207335","0.425690833358574","0.561252821056095","3"
"Reasonable","2005","inadequately","Male","8","","","","3"
"Reasonable","2005","inadequately","Female","15","","","","3"
"Reasonable","2005","general elemantary","Male","173","0.512906645727034","0.458896492758676","0.566916798695392","3"
"Slightly Expensive","2005","general elemantary","Female","55","0.0703499875103035","0.0514590499085418","0.0892409251120652","4"
"Slightly Expensive","2005","middle vocational","Male","213","0.0741244907837057","0.0639505131572653","0.0842984684101462","4"
"Slightly Expensive","2005","middle vocational","Female","242","0.0827452582025833","0.0725463640946502","0.0929441523105163","4"
"Slightly Expensive","2005","vocational + Abi","Male","27","","","","4"
"Slightly Expensive","2005","vocational + Abi","Female","34","0.100703541017849","0.0688095512480687","0.13259753078763","4"
"Slightly Expensive","2005","higher vocational","Female","32","0.088752150117456","0.0596964140725319","0.11780788616238","4"
"Slightly Expensive","2005","higher education","Male","104","0.0631221307860898","0.0505879411802571","0.0756563203919224","4"
"Slightly Expensive","2005","higher education","Female","97","0.0764810074985302","0.0604516598630039","0.0925103551340565","4"
"Slightly Expensive","2005","higher vocational","Male","48","0.0933927697774729","0.0694629107540727","0.117322628800873","4"
"Slightly Expensive","2005","in school","Male","20","","","","4"
"Slightly Expensive","2005","in school","Female","18","","","","4"
"Slightly Expensive","2005","inadequately","Male","4","","","","4"
"Slightly Expensive","2005","inadequately","Female","2","","","","4"
"Slightly Expensive","2005","general elemantary","Male","28","","","","4"
"Too Expensive","2005","in school","Male","","","","","5"
"Too Expensive","2005","in school","Female","8","","","","5"
"Too Expensive","2005","inadequately","Male","","","","","5"
"Too Expensive","2005","inadequately","Female","","","","","5"
"Too Expensive","2005","general elemantary","Male","4","","","","5"
"Too Expensive","2005","general elemantary","Female","4","","","","5"
"Too Expensive","2005","middle vocational","Male","36","0.0113162301289596","0.00720839309103075","0.0154240671668884","5"
"Too Expensive","2005","middle vocational","Female","40","0.012967589638512","0.00877934657164908","0.0171558327053748","5"
"Too Expensive","2005","vocational + Abi","Male","1","","","","5"
"Too Expensive","2005","vocational + Abi","Female","2","","","","5"
"Too Expensive","2005","higher vocational","Male","6","","","","5"
"Too Expensive","2005","higher vocational","Female","8","","","","5"
"Too Expensive","2005","higher education","Male","22","","","","5"
"Too Expensive","2005","higher education","Female","16","","","","5"
"Very Inexpensive","2005","in school","Male","15","","","","1"
"Very Inexpensive","2005","in school","Female","21","","","","1"
"Very Inexpensive","2005","inadequately","Male","1","","","","1"
"Very Inexpensive","2005","inadequately","Female","2","","","","1"
"Very Inexpensive","2005","general elemantary","Male","32","0.0809914161228622","0.0515112842246077","0.110471548021117","1"
"Very Inexpensive","2005","general elemantary","Female","70","0.108282464923787","0.0853286708253163","0.131236259022257","1"
"Very Inexpensive","2005","middle vocational","Male","236","0.096058560704325","0.0846147199928126","0.107502401415837","1"
"Very Inexpensive","2005","middle vocational","Female","282","0.104743008210623","0.0934066666084928","0.116079349812753","1"
"Very Inexpensive","2005","vocational + Abi","Male","29","","","","1"
"Very Inexpensive","2005","vocational + Abi","Female","37","0.0816520084881067","0.0526303575502323","0.110673659425981","1"
"Very Inexpensive","2005","higher vocational","Male","58","0.09777307641737","0.0733476893432998","0.12219846349144","1"
"Very Inexpensive","2005","higher vocational","Female","46","0.11833393389315","0.0853326454657691","0.15133522232053","1"
