"hlf0094","year","migback","regtyp","n","percent","lower_confidence","upper_confidence","value"
"Inexpensive","1996","no migration background","Urban Area","847","0.338768853335393","0.320300938887273","0.357236767783512","2"
"Inexpensive","1996","direct migration background","Urban Area","119","0.295803943341406","0.249610404842265","0.341997481840547","2"
"Inexpensive","1996","direct migration background","Rural Area","39","0.270491351300351","0.1900003973683","0.350982305232403","2"
"Inexpensive","1996","indirect migration background","Urban Area","32","0.33839439665377","0.238392086139493","0.438396707168048","2"
"Inexpensive","1996","indirect migration background","Rural Area","8","","","","2"
"Reasonable","1996","no migration background","Urban Area","1036","0.396010291655904","0.376926816169571","0.415093767142236","3"
"Reasonable","1996","no migration background","Rural Area","960","0.452343784288267","0.43075068843004","0.473936880146495","3"
"Reasonable","1996","direct migration background","Urban Area","156","0.374655401984317","0.325665320942982","0.423645483025651","3"
"Reasonable","1996","direct migration background","Rural Area","51","0.436603363369827","0.346735208794148","0.526471517945505","3"
"Reasonable","1996","indirect migration background","Urban Area","31","0.29852392506102","0.201808695136268","0.395239154985773","3"
"Reasonable","1996","indirect migration background","Rural Area","10","","","","3"
"Slightly Expensive","1996","no migration background","Urban Area","182","0.0659901778052671","0.0563028312446598","0.0756775243658744","4"
"Slightly Expensive","1996","no migration background","Rural Area","172","0.0698477698880942","0.0587896860896048","0.0809058536865837","4"
"Slightly Expensive","1996","direct migration background","Urban Area","37","0.103099830617543","0.0723223202650352","0.13387734097005","4"
"Slightly Expensive","1996","indirect migration background","Urban Area","10","","","","4"
"Slightly Expensive","1996","direct migration background","Rural Area","8","","","","4"
"Slightly Expensive","1996","indirect migration background","Rural Area","1","","","","4"
"Too Expensive","1996","no migration background","Rural Area","16","","","","5"
"Too Expensive","1996","no migration background","Urban Area","45","0.0218489423536016","0.0161445729788591","0.0275533117283442","5"
"Too Expensive","1996","direct migration background","Urban Area","11","","","","5"
"Too Expensive","1996","direct migration background","Rural Area","5","","","","5"
"Too Expensive","1996","indirect migration background","Urban Area","4","","","","5"
"Too Expensive","1996","indirect migration background","Rural Area","1","","","","5"
"Very Inexpensive","1996","no migration background","Urban Area","413","0.177381734849835","0.162476353598825","0.192287116100844","1"
"Very Inexpensive","1996","no migration background","Rural Area","236","0.14475204113757","0.129487457597508","0.160016624677632","1"
"Very Inexpensive","1996","direct migration background","Urban Area","52","0.203683102992577","0.162921343329618","0.244444862655537","1"
"Very Inexpensive","1996","direct migration background","Rural Area","14","","","","1"
"Very Inexpensive","1996","indirect migration background","Rural Area","3","","","","1"
"Very Inexpensive","1996","indirect migration background","Urban Area","9","","","","1"
"Inexpensive","1997","no migration background","Urban Area","833","0.32414614209981","0.306032689729726","0.342259594469893","2"
"Inexpensive","1997","no migration background","Rural Area","636","0.328810702992761","0.308424868621708","0.349196537363814","2"
"Inexpensive","1997","direct migration background","Urban Area","92","0.273799567216189","0.229657802875038","0.317941331557341","2"
"Inexpensive","1997","direct migration background","Rural Area","35","0.342382342281557","0.25603250794268","0.428732176620434","2"
"Inexpensive","1997","indirect migration background","Rural Area","5","","","","2"
"Inexpensive","1997","indirect migration background","Urban Area","34","0.370357492137618","0.277099284143223","0.463615700132012","2"
"Reasonable","1997","no migration background","Urban Area","1105","0.419441819179256","0.400344907257684","0.438538731100828","3"
"Reasonable","1997","no migration background","Rural Area","952","0.436079304766188","0.414560172144043","0.457598437388333","3"
"Reasonable","1997","direct migration background","Urban Area","179","0.397770200741634","0.349319250349498","0.446221151133769","3"
"Reasonable","1997","direct migration background","Rural Area","64","0.432427975770001","0.342273669020843","0.52258228251916","3"
"Reasonable","1997","indirect migration background","Urban Area","47","0.43016176207719","0.334547831014648","0.525775693139732","3"
"Reasonable","1997","indirect migration background","Rural Area","17","","","","3"
"Slightly Expensive","1997","no migration background","Urban Area","163","0.0614249039577806","0.0521328619903092","0.0707169459252521","4"
"Slightly Expensive","1997","no migration background","Rural Area","186","0.0724140465632705","0.0611674401326033","0.0836606529939376","4"
"Slightly Expensive","1997","direct migration background","Urban Area","37","0.0940528444025386","0.065156529760817","0.12294915904426","4"
"Slightly Expensive","1997","direct migration background","Rural Area","4","","","","4"
"Slightly Expensive","1997","indirect migration background","Urban Area","7","","","","4"
"Slightly Expensive","1997","indirect migration background","Rural Area","3","","","","4"
"Too Expensive","1997","no migration background","Urban Area","46","0.0209369887605167","0.015396260668722","0.0264777168523114","5"
"Too Expensive","1997","no migration background","Rural Area","24","","","","5"
"Too Expensive","1997","direct migration background","Urban Area","14","","","","5"
"Too Expensive","1997","direct migration background","Rural Area","3","","","","5"
"Too Expensive","1997","indirect migration background","Urban Area","4","","","","5"
"Too Expensive","1997","indirect migration background","Rural Area","","","","","5"
"Very Inexpensive","1997","no migration background","Urban Area","418","0.174050146002638","0.159377162047805","0.18872312995747","1"
"Very Inexpensive","1997","no migration background","Rural Area","242","0.151062964516288","0.135523009793392","0.166602919239185","1"
"Very Inexpensive","1997","direct migration background","Urban Area","70","0.219458701601906","0.178487433739315","0.260429969464497","1"
"Very Inexpensive","1997","direct migration background","Rural Area","10","","","","1"
"Very Inexpensive","1997","indirect migration background","Rural Area","2","","","","1"
"Very Inexpensive","1997","indirect migration background","Urban Area","11","","","","1"
"Inexpensive","1998","no migration background","Rural Area","792","0.338035477549149","0.319102365714192","0.356968589384106","2"
"Inexpensive","1998","no migration background","Urban Area","904","0.316774730118285","0.299949797136688","0.333599663099882","2"
"Inexpensive","1998","direct migration background","Urban Area","125","0.273225745554982","0.230959396969328","0.315492094140636","2"
"Inexpensive","1998","direct migration background","Rural Area","31","0.27898852060556","0.198065638125015","0.359911403086106","2"
"Inexpensive","1998","indirect migration background","Rural Area","6","","","","2"
"Inexpensive","1998","indirect migration background","Urban Area","28","","","","2"
"Reasonable","1998","no migration background","Urban Area","1266","0.417622063739275","0.399786358273918","0.435457769204632","3"
"Reasonable","1998","no migration background","Rural Area","1040","0.410526048815913","0.390836934954293","0.430215162677533","3"
"Reasonable","1998","direct migration background","Urban Area","195","0.4580101935829","0.410753069893893","0.505267317271906","3"
"Reasonable","1998","direct migration background","Rural Area","57","0.376942408084335","0.289502703064897","0.464382113103772","3"
"Reasonable","1998","indirect migration background","Urban Area","55","0.466101025416937","0.374124194487258","0.558077856346615","3"
"Reasonable","1998","indirect migration background","Rural Area","13","","","","3"
"Slightly Expensive","1998","no migration background","Urban Area","216","0.0661966439034241","0.0572049436914248","0.0751883441154233","4"
"Slightly Expensive","1998","no migration background","Rural Area","229","0.0793635841521163","0.0685448060632733","0.0901823622409593","4"
"Slightly Expensive","1998","direct migration background","Urban Area","42","0.0829606297303717","0.0567990379892729","0.10912222147147","4"
"Slightly Expensive","1998","direct migration background","Rural Area","10","","","","4"
"Slightly Expensive","1998","indirect migration background","Rural Area","6","","","","4"
"Slightly Expensive","1998","indirect migration background","Urban Area","11","","","","4"
"Too Expensive","1998","no migration background","Urban Area","52","0.0212413527179557","0.0160267045843037","0.0264560008516077","5"
"Too Expensive","1998","no migration background","Rural Area","21","","","","5"
"Too Expensive","1998","direct migration background","Urban Area","4","","","","5"
"Too Expensive","1998","direct migration background","Rural Area","1","","","","5"
"Too Expensive","1998","indirect migration background","Urban Area","2","","","","5"
"Too Expensive","1998","indirect migration background","Rural Area","","","","","5"
"Very Inexpensive","1998","no migration background","Urban Area","499","0.17816520952106","0.164326364992779","0.192004054049342","1"
"Very Inexpensive","1998","no migration background","Rural Area","316","0.161398916140619","0.146674044478261","0.176123787802977","1"
"Very Inexpensive","1998","direct migration background","Urban Area","61","0.177224506136661","0.141005484495669","0.213443527777653","1"
"Very Inexpensive","1998","direct migration background","Rural Area","19","","","","1"
"Very Inexpensive","1998","indirect migration background","Urban Area","17","","","","1"
"Very Inexpensive","1998","indirect migration background","Rural Area","7","","","","1"
"Inexpensive","1999","no migration background","Urban Area","912","0.330929225724107","0.313749956162377","0.348108495285838","2"
"Inexpensive","1999","direct migration background","Urban Area","114","0.27047486118639","0.228969391097963","0.311980331274818","2"
"Inexpensive","1999","no migration background","Rural Area","842","0.387379694457216","0.367729619227262","0.40702976968717","2"
"Inexpensive","1999","direct migration background","Rural Area","31","0.306488773299734","0.219538641090641","0.393438905508827","2"
"Inexpensive","1999","indirect migration background","Urban Area","34","0.281141024316717","0.201368720071303","0.360913328562131","2"
"Inexpensive","1999","indirect migration background","Rural Area","5","","","","2"
"Reasonable","1999","no migration background","Urban Area","1162","0.402332528287264","0.384429624163101","0.420235432411427","3"
"Reasonable","1999","no migration background","Rural Area","979","0.383614932115958","0.364000582869834","0.403229281362083","3"
"Reasonable","1999","direct migration background","Urban Area","205","0.403908781991372","0.358060848808172","0.449756715174572","3"
"Reasonable","1999","direct migration background","Rural Area","56","0.37508875168865","0.283780000189762","0.466397503187538","3"
"Reasonable","1999","indirect migration background","Urban Area","64","0.451408680693459","0.363105246394804","0.539712114992114","3"
"Reasonable","1999","indirect migration background","Rural Area","11","","","","3"
"Slightly Expensive","1999","no migration background","Urban Area","239","0.0736784241768405","0.0641405375250024","0.0832163108286786","4"
"Slightly Expensive","1999","no migration background","Rural Area","184","0.061686706653895","0.0519822812873551","0.0713911320204348","4"
"Slightly Expensive","1999","direct migration background","Urban Area","35","0.0745227614905635","0.0499842003479144","0.0990613226332126","4"
"Slightly Expensive","1999","direct migration background","Rural Area","4","","","","4"
"Slightly Expensive","1999","indirect migration background","Rural Area","2","","","","4"
"Slightly Expensive","1999","indirect migration background","Urban Area","8","","","","4"
"Too Expensive","1999","no migration background","Urban Area","75","0.0231992037268999","0.0177032806614944","0.0286951267923055","5"
"Too Expensive","1999","no migration background","Rural Area","23","","","","5"
"Too Expensive","1999","direct migration background","Urban Area","14","","","","5"
"Too Expensive","1999","direct migration background","Rural Area","1","","","","5"
"Too Expensive","1999","indirect migration background","Urban Area","3","","","","5"
"Too Expensive","1999","indirect migration background","Rural Area","1","","","","5"
"Very Inexpensive","1999","no migration background","Urban Area","494","0.169860618084888","0.156151075608639","0.183570160561138","1"
"Very Inexpensive","1999","no migration background","Rural Area","333","0.160438172842416","0.145634131366232","0.1752422143186","1"
"Very Inexpensive","1999","direct migration background","Urban Area","72","0.202912929825517","0.165335290321628","0.240490569329406","1"
"Very Inexpensive","1999","indirect migration background","Urban Area","13","","","","1"
"Very Inexpensive","1999","direct migration background","Rural Area","16","","","","1"
"Very Inexpensive","1999","indirect migration background","Rural Area","5","","","","1"
"Inexpensive","2000","no migration background","Rural Area","1539","0.351932157113549","0.338032657774962","0.365831656452136","2"
"Inexpensive","2000","no migration background","Urban Area","2002","0.330669760806232","0.318820030095651","0.342519491516813","2"
"Inexpensive","2000","direct migration background","Urban Area","198","0.285707937535826","0.25261840399835","0.318797471073301","2"
"Inexpensive","2000","direct migration background","Rural Area","55","0.372744023593853","0.302495023751534","0.442993023436172","2"
"Inexpensive","2000","indirect migration background","Urban Area","63","0.345455683954193","0.280202950873776","0.410708417034609","2"
"Inexpensive","2000","indirect migration background","Rural Area","14","","","","2"
"Reasonable","2000","no migration background","Urban Area","2494","0.408695155088997","0.396312993118958","0.421077317059037","3"
"Reasonable","2000","no migration background","Rural Area","1991","0.420466343050687","0.406099399158323","0.434833286943051","3"
"Reasonable","2000","direct migration background","Urban Area","334","0.438490080010526","0.402144618920128","0.474835541100923","3"
"Reasonable","2000","direct migration background","Rural Area","82","0.356075166886949","0.286508559011048","0.425641774762849","3"
"Reasonable","2000","indirect migration background","Urban Area","96","0.434471181751019","0.366450518042371","0.502491845459667","3"
"Reasonable","2000","indirect migration background","Rural Area","19","","","","3"
"Slightly Expensive","2000","no migration background","Urban Area","544","0.0892104356657516","0.0820307096690181","0.0963901616624851","4"
"Slightly Expensive","2000","no migration background","Rural Area","412","0.0809259801115147","0.0729885726668016","0.0888633875562277","4"
"Slightly Expensive","2000","direct migration background","Urban Area","73","0.105053208649101","0.0825939793907297","0.127512437907472","4"
"Slightly Expensive","2000","indirect migration background","Urban Area","22","","","","4"
"Slightly Expensive","2000","direct migration background","Rural Area","20","","","","4"
"Slightly Expensive","2000","indirect migration background","Rural Area","2","","","","4"
"Too Expensive","2000","no migration background","Urban Area","106","0.01732351078931","0.0140371574515261","0.0206098641270939","5"
"Too Expensive","2000","direct migration background","Urban Area","18","","","","5"
"Too Expensive","2000","no migration background","Rural Area","62","0.0128982613203831","0.00961423983689317","0.016182282803873","5"
"Too Expensive","2000","direct migration background","Rural Area","6","","","","5"
"Too Expensive","2000","indirect migration background","Urban Area","2","","","","5"
"Too Expensive","2000","indirect migration background","Rural Area","4","","","","5"
"Very Inexpensive","2000","no migration background","Urban Area","909","0.154101137649709","0.145007175125386","0.163195100174032","1"
"Very Inexpensive","2000","no migration background","Rural Area","531","0.133777258403866","0.123869728730851","0.143684788076882","1"
"Very Inexpensive","2000","direct migration background","Urban Area","93","0.146540114305046","0.120636438297782","0.172443790312311","1"
"Very Inexpensive","2000","direct migration background","Rural Area","19","","","","1"
"Very Inexpensive","2000","indirect migration background","Urban Area","21","","","","1"
"Very Inexpensive","2000","indirect migration background","Rural Area","2","","","","1"
"Inexpensive","2001","no migration background","Rural Area","1373","0.328455320490588","0.31413876760858","0.342771873372596","2"
"Inexpensive","2001","no migration background","Urban Area","1791","0.324835790589744","0.312482693336105","0.337188887843384","2"
"Inexpensive","2001","direct migration background","Urban Area","175","0.259010949397775","0.224990242602565","0.293031656192986","2"
"Inexpensive","2001","direct migration background","Rural Area","35","0.219271904707465","0.158995102766236","0.279548706648693","2"
"Inexpensive","2001","indirect migration background","Urban Area","49","0.234595284045127","0.174812705637259","0.294377862452994","2"
"Inexpensive","2001","indirect migration background","Rural Area","7","","","","2"
"Reasonable","2001","no migration background","Urban Area","2507","0.457352427603261","0.444211571973369","0.470493283233154","3"
"Reasonable","2001","no migration background","Rural Area","1898","0.451151934948561","0.435983166014351","0.466320703882771","3"
"Reasonable","2001","direct migration background","Urban Area","291","0.481345167655738","0.442543901535499","0.520146433775976","3"
"Reasonable","2001","direct migration background","Rural Area","111","0.568697618252728","0.496546936933054","0.640848299572403","3"
"Reasonable","2001","indirect migration background","Urban Area","89","0.467226558085837","0.396837609057852","0.537615507113821","3"
"Reasonable","2001","indirect migration background","Rural Area","25","","","","3"
"Slightly Expensive","2001","no migration background","Rural Area","347","0.0746571384727374","0.0666449738441631","0.0826693031013117","4"
"Slightly Expensive","2001","no migration background","Urban Area","424","0.072664679782916","0.0658173806623907","0.0795119789034413","4"
"Slightly Expensive","2001","direct migration background","Urban Area","82","0.104200711749591","0.0804750095948357","0.127926413904347","4"
"Slightly Expensive","2001","direct migration background","Rural Area","13","","","","4"
"Slightly Expensive","2001","indirect migration background","Rural Area","4","","","","4"
"Slightly Expensive","2001","indirect migration background","Urban Area","27","","","","4"
"Too Expensive","2001","no migration background","Urban Area","121","0.0195864765897575","0.0159311850361325","0.0232417681433824","5"
"Too Expensive","2001","no migration background","Rural Area","34","0.00974613093947856","0.00675143833726491","0.0127408235416922","5"
"Too Expensive","2001","direct migration background","Urban Area","19","","","","5"
"Too Expensive","2001","direct migration background","Rural Area","2","","","","5"
"Too Expensive","2001","indirect migration background","Urban Area","3","","","","5"
"Too Expensive","2001","indirect migration background","Rural Area","","","","","5"
"Very Inexpensive","2001","no migration background","Urban Area","678","0.125560625434321","0.116820235563027","0.134301015305615","1"
"Very Inexpensive","2001","no migration background","Rural Area","482","0.135989475148635","0.125540468149206","0.146438482148064","1"
"Very Inexpensive","2001","direct migration background","Urban Area","70","0.132542855709228","0.106211055534813","0.158874655883643","1"
"Very Inexpensive","2001","direct migration background","Rural Area","20","","","","1"
"Very Inexpensive","2001","indirect migration background","Urban Area","25","","","","1"
"Very Inexpensive","2001","indirect migration background","Rural Area","2","","","","1"
"Inexpensive","2002","no migration background","Urban Area","2101","0.328108858593373","0.316741663649162","0.339476053537584","2"
"Inexpensive","2002","no migration background","Rural Area","1337","0.309094725900542","0.295358786231608","0.322830665569477","2"
"Inexpensive","2002","direct migration background","Urban Area","187","0.284623045312155","0.250327337404414","0.318918753219896","2"
"Inexpensive","2002","direct migration background","Rural Area","46","0.212530447993346","0.152931819228207","0.272129076758484","2"
"Inexpensive","2002","indirect migration background","Urban Area","55","0.231130508678763","0.175677315977139","0.286583701380387","2"
"Inexpensive","2002","indirect migration background","Rural Area","8","","","","2"
"Reasonable","2002","no migration background","Urban Area","2929","0.442619450475941","0.430594424463029","0.454644476488852","3"
"Reasonable","2002","no migration background","Rural Area","2077","0.470951746292588","0.456114982871718","0.485788509713458","3"
"Reasonable","2002","direct migration background","Urban Area","326","0.461364237224876","0.423475788483369","0.499252685966382","3"
"Reasonable","2002","direct migration background","Rural Area","86","0.488943914989945","0.416120237191252","0.561767592788639","3"
"Reasonable","2002","indirect migration background","Urban Area","121","0.550713632244395","0.485280736872089","0.616146527616701","3"
"Reasonable","2002","indirect migration background","Rural Area","20","","","","3"
"Slightly Expensive","2002","no migration background","Rural Area","386","0.0731137161001124","0.065375943184893","0.0808514890153317","4"
"Slightly Expensive","2002","no migration background","Urban Area","598","0.0857602223801132","0.078981187347187","0.0925392574130393","4"
"Slightly Expensive","2002","direct migration background","Urban Area","72","0.115305473826935","0.0910304927041244","0.139580454949746","4"
"Slightly Expensive","2002","direct migration background","Rural Area","25","","","","4"
"Slightly Expensive","2002","indirect migration background","Urban Area","26","","","","4"
"Slightly Expensive","2002","indirect migration background","Rural Area","7","","","","4"
"Too Expensive","2002","no migration background","Rural Area","45","0.0144693637864321","0.0109198970886829","0.0180188304841813","5"
"Too Expensive","2002","no migration background","Urban Area","82","0.00957303498172428","0.00721564776950681","0.0119304221939418","5"
"Too Expensive","2002","direct migration background","Urban Area","10","","","","5"
"Too Expensive","2002","direct migration background","Rural Area","2","","","","5"
"Too Expensive","2002","indirect migration background","Urban Area","2","","","","5"
"Too Expensive","2002","indirect migration background","Rural Area","1","","","","5"
"Very Inexpensive","2002","no migration background","Urban Area","844","0.133938433568849","0.12569284115792","0.142184025979777","1"
"Very Inexpensive","2002","no migration background","Rural Area","503","0.132370447920325","0.122297281465997","0.142443614374653","1"
"Very Inexpensive","2002","direct migration background","Urban Area","70","0.12815122652761","0.102746224588218","0.153556228467002","1"
"Very Inexpensive","2002","direct migration background","Rural Area","22","","","","1"
"Very Inexpensive","2002","indirect migration background","Urban Area","18","","","","1"
"Very Inexpensive","2002","indirect migration background","Rural Area","7","","","","1"
"Inexpensive","2003","no migration background","Urban Area","","","","","2"
"Inexpensive","2003","direct migration background","Urban Area","","","","","2"
"Inexpensive","2003","no migration background","Rural Area","","","","","2"
"Inexpensive","2003","direct migration background","Rural Area","","","","","2"
"Inexpensive","2003","indirect migration background","Urban Area","","","","","2"
"Inexpensive","2003","indirect migration background","Rural Area","","","","","2"
"Reasonable","2003","no migration background","Urban Area","","","","","3"
"Reasonable","2003","no migration background","Rural Area","","","","","3"
"Reasonable","2003","direct migration background","Urban Area","","","","","3"
"Reasonable","2003","direct migration background","Rural Area","","","","","3"
"Reasonable","2003","indirect migration background","Urban Area","","","","","3"
"Reasonable","2003","indirect migration background","Rural Area","","","","","3"
"Slightly Expensive","2003","no migration background","Urban Area","","","","","4"
"Slightly Expensive","2003","no migration background","Rural Area","","","","","4"
"Slightly Expensive","2003","direct migration background","Urban Area","","","","","4"
"Slightly Expensive","2003","direct migration background","Rural Area","","","","","4"
"Slightly Expensive","2003","indirect migration background","Rural Area","","","","","4"
"Slightly Expensive","2003","indirect migration background","Urban Area","","","","","4"
"Too Expensive","2003","no migration background","Rural Area","","","","","5"
"Too Expensive","2003","no migration background","Urban Area","","","","","5"
"Too Expensive","2003","direct migration background","Urban Area","","","","","5"
"Too Expensive","2003","direct migration background","Rural Area","","","","","5"
"Too Expensive","2003","indirect migration background","Urban Area","","","","","5"
"Too Expensive","2003","indirect migration background","Rural Area","","","","","5"
"Very Inexpensive","2003","no migration background","Urban Area","","","","","1"
"Very Inexpensive","2003","no migration background","Rural Area","","","","","1"
"Very Inexpensive","2003","direct migration background","Urban Area","","","","","1"
"Very Inexpensive","2003","direct migration background","Rural Area","","","","","1"
"Very Inexpensive","2003","indirect migration background","Rural Area","","","","","1"
"Very Inexpensive","2003","indirect migration background","Urban Area","","","","","1"
"Inexpensive","2004","no migration background","Urban Area","","","","","2"
"Inexpensive","2004","no migration background","Rural Area","","","","","2"
"Inexpensive","2004","direct migration background","Urban Area","","","","","2"
"Inexpensive","2004","direct migration background","Rural Area","","","","","2"
"Inexpensive","2004","indirect migration background","Urban Area","","","","","2"
"Inexpensive","2004","indirect migration background","Rural Area","","","","","2"
"Reasonable","2004","no migration background","Urban Area","","","","","3"
"Reasonable","2004","no migration background","Rural Area","","","","","3"
"Reasonable","2004","direct migration background","Urban Area","","","","","3"
"Reasonable","2004","direct migration background","Rural Area","","","","","3"
"Reasonable","2004","indirect migration background","Urban Area","","","","","3"
"Reasonable","2004","indirect migration background","Rural Area","","","","","3"
"Slightly Expensive","2004","no migration background","Urban Area","","","","","4"
"Slightly Expensive","2004","no migration background","Rural Area","","","","","4"
"Slightly Expensive","2004","direct migration background","Urban Area","","","","","4"
"Slightly Expensive","2004","direct migration background","Rural Area","","","","","4"
"Slightly Expensive","2004","indirect migration background","Urban Area","","","","","4"
"Slightly Expensive","2004","indirect migration background","Rural Area","","","","","4"
"Too Expensive","2004","no migration background","Urban Area","","","","","5"
"Too Expensive","2004","no migration background","Rural Area","","","","","5"
"Too Expensive","2004","direct migration background","Urban Area","","","","","5"
"Too Expensive","2004","direct migration background","Rural Area","","","","","5"
"Too Expensive","2004","indirect migration background","Urban Area","","","","","5"
"Too Expensive","2004","indirect migration background","Rural Area","","","","","5"
"Very Inexpensive","2004","no migration background","Urban Area","","","","","1"
"Very Inexpensive","2004","no migration background","Rural Area","","","","","1"
"Very Inexpensive","2004","direct migration background","Urban Area","","","","","1"
"Very Inexpensive","2004","direct migration background","Rural Area","","","","","1"
"Very Inexpensive","2004","indirect migration background","Urban Area","","","","","1"
"Very Inexpensive","2004","indirect migration background","Rural Area","","","","","1"
"Inexpensive","2005","no migration background","Urban Area","1780","0.306389250995224","0.294638231460657","0.318140270529791","2"
"Inexpensive","2005","no migration background","Rural Area","1158","0.310683472747507","0.296222439173994","0.325144506321021","2"
"Inexpensive","2005","direct migration background","Urban Area","178","0.269520070344514","0.234480607922064","0.304559532766964","2"
"Inexpensive","2005","direct migration background","Rural Area","36","0.184969012161296","0.130048569903198","0.239889454419395","2"
"Inexpensive","2005","indirect migration background","Urban Area","75","0.32038197321335","0.262071439250511","0.378692507176188","2"
"Inexpensive","2005","indirect migration background","Rural Area","10","","","","2"
"Reasonable","2005","no migration background","Rural Area","1925","0.472053116207088","0.456453228826374","0.487653003587801","3"
"Reasonable","2005","no migration background","Urban Area","3010","0.513370007093306","0.500629240469452","0.526110773717159","3"
"Reasonable","2005","direct migration background","Urban Area","307","0.522102589050579","0.482656586614488","0.561548591486669","3"
"Reasonable","2005","direct migration background","Rural Area","113","0.619860362090114","0.551198435077847","0.68852228910238","3"
"Reasonable","2005","indirect migration background","Urban Area","116","0.477349494848474","0.414932269581751","0.539766720115196","3"
"Reasonable","2005","indirect migration background","Rural Area","35","0.556979900046738","0.417894505178914","0.696065294914562","3"
"Slightly Expensive","2005","no migration background","Rural Area","384","0.0910570461563779","0.0820671224547652","0.10004696985799","4"
"Slightly Expensive","2005","no migration background","Urban Area","439","0.0698496339659773","0.0633522351300601","0.0763470328018946","4"
"Slightly Expensive","2005","direct migration background","Urban Area","65","0.0999687311868243","0.0762812640974466","0.123656198276202","4"
"Slightly Expensive","2005","direct migration background","Rural Area","12","","","","4"
"Slightly Expensive","2005","indirect migration background","Urban Area","30","0.0951850597910692","0.0585121970921491","0.131857922489989","4"
"Slightly Expensive","2005","indirect migration background","Rural Area","1","","","","4"
"Too Expensive","2005","no migration background","Rural Area","62","0.0181266027624151","0.0139577470058737","0.0222954585189566","5"
"Too Expensive","2005","no migration background","Urban Area","67","0.00918480200582374","0.00675309017632802","0.0116165138353195","5"
"Too Expensive","2005","direct migration background","Urban Area","9","","","","5"
"Too Expensive","2005","direct migration background","Rural Area","7","","","","5"
"Too Expensive","2005","indirect migration background","Urban Area","4","","","","5"
"Too Expensive","2005","indirect migration background","Rural Area","","","","","5"
"Very Inexpensive","2005","no migration background","Urban Area","616","0.101206305939669","0.0935182829501508","0.108894328929188","1"
"Very Inexpensive","2005","no migration background","Rural Area","405","0.108079762126612","0.0983776539536149","0.117781870299609","1"
"Very Inexpensive","2005","direct migration background","Urban Area","57","0.104468078756037","0.0803140224545095","0.128622135057564","1"
"Very Inexpensive","2005","direct migration background","Rural Area","24","","","","1"
"Very Inexpensive","2005","indirect migration background","Rural Area","3","","","","1"
"Very Inexpensive","2005","indirect migration background","Urban Area","21","","","","1"
"Inexpensive","2006","no migration background","Rural Area","1296","0.304743988082829","0.291032195094589","0.31845578107107","2"
"Inexpensive","2006","no migration background","Urban Area","1894","0.301507182830428","0.290328476501299","0.312685889159558","2"
"Inexpensive","2006","direct migration background","Urban Area","171","0.26203719361491","0.228047964778923","0.296026422450898","2"
"Inexpensive","2006","direct migration background","Rural Area","51","0.347837338628443","0.278641741422696","0.41703293583419","2"
"Inexpensive","2006","indirect migration background","Urban Area","64","0.224853435194084","0.174204593922862","0.275502276465306","2"
"Inexpensive","2006","indirect migration background","Rural Area","7","","","","2"
"Reasonable","2006","no migration background","Rural Area","2066","0.471648411476579","0.456777931213732","0.486518891739426","3"
"Reasonable","2006","no migration background","Urban Area","3224","0.489436953756315","0.477260107833504","0.501613799679126","3"
"Reasonable","2006","direct migration background","Urban Area","324","0.495326271347406","0.456681242587951","0.533971300106861","3"
"Reasonable","2006","direct migration background","Rural Area","94","0.451133871935305","0.378840525246877","0.523427218623733","3"
"Reasonable","2006","indirect migration background","Urban Area","125","0.512989161619531","0.452350271278216","0.573628051960845","3"
"Reasonable","2006","indirect migration background","Rural Area","39","0.510637477036496","0.380865070231394","0.640409883841597","3"
"Slightly Expensive","2006","no migration background","Urban Area","566","0.0922998647580499","0.0852491446330946","0.0993505848830053","4"
"Slightly Expensive","2006","no migration background","Rural Area","426","0.0931108784848216","0.0844545922956909","0.101767164673952","4"
"Slightly Expensive","2006","direct migration background","Urban Area","77","0.137973719498716","0.111317347297093","0.164630091700338","4"
"Slightly Expensive","2006","direct migration background","Rural Area","24","","","","4"
"Slightly Expensive","2006","indirect migration background","Urban Area","34","0.128765640620628","0.0881311021779514","0.169400179063304","4"
"Slightly Expensive","2006","indirect migration background","Rural Area","7","","","","4"
"Too Expensive","2006","no migration background","Rural Area","60","0.0101476495832946","0.00716211409181452","0.0131331850747748","5"
"Too Expensive","2006","no migration background","Urban Area","89","0.0152180106111719","0.0122359893648777","0.0182000318574661","5"
"Too Expensive","2006","direct migration background","Urban Area","1","","","","5"
"Too Expensive","2006","direct migration background","Rural Area","","","","","5"
"Too Expensive","2006","indirect migration background","Urban Area","5","","","","5"
"Too Expensive","2006","indirect migration background","Rural Area","","","","","5"
"Very Inexpensive","2006","no migration background","Urban Area","701","0.101537988044034","0.0941805624288208","0.108895413659248","1"
"Very Inexpensive","2006","no migration background","Rural Area","481","0.120349072372476","0.11065668296721","0.130041461777742","1"
"Very Inexpensive","2006","direct migration background","Urban Area","70","0.104344145090484","0.0807150422891723","0.127973247891795","1"
"Very Inexpensive","2006","direct migration background","Rural Area","13","","","","1"
"Very Inexpensive","2006","indirect migration background","Urban Area","33","0.128497595702649","0.0878991288804333","0.169096062524865","1"
"Very Inexpensive","2006","indirect migration background","Rural Area","4","","","","1"
"Inexpensive","2007","no migration background","Urban Area","1766","0.284855816304765","0.273512651701212","0.296198980908318","2"
"Inexpensive","2007","no migration background","Rural Area","1249","0.327645683743789","0.313183413385925","0.342107954101654","2"
