"hlf0094","year","age_gr","migback","n","percent","lower_confidence","upper_confidence"
"Very Inexpensive","1992","35-65 y.","no migration background","362","0.161123618644914","0.146929139248619","0.17531809804121"
"Very Inexpensive","1992","35-65 y.","direct migration background","46","0.171309336271947","0.129568354331635","0.213050318212259"
"Very Inexpensive","1992","35-65 y.","indirect migration background","3","","",""
"Very Inexpensive","1992","66 and older","no migration background","121","0.199255140611846","0.167939598859928","0.230570682363763"
"Very Inexpensive","1992","66 and older","direct migration background","10","","",""
"Very Inexpensive","1992","66 and older","indirect migration background","","","",""
"Inexpensive","1992","16-34 y.","no migration background","422","0.334652007661523","0.309148121725359","0.360155893597687"
"Inexpensive","1992","16-34 y.","direct migration background","38","0.219665588863674","0.144964233559992","0.294366944167356"
"Inexpensive","1992","16-34 y.","indirect migration background","15","","",""
"Inexpensive","1992","35-65 y.","no migration background","804","0.327085212192829","0.308971754010679","0.345198670374979"
"Inexpensive","1992","35-65 y.","direct migration background","84","0.318098887453051","0.26650268991041","0.369695084995693"
"Inexpensive","1992","35-65 y.","indirect migration background","5","","",""
"Inexpensive","1992","66 and older","no migration background","235","0.372327571251802","0.334427746035677","0.410227396467927"
"Inexpensive","1992","66 and older","direct migration background","18","","",""
"Inexpensive","1992","66 and older","indirect migration background","","","",""
"Reasonable","1992","16-34 y.","no migration background","553","0.410846583805203","0.384255303085469","0.437437864524937"
"Reasonable","1992","16-34 y.","direct migration background","47","0.485747231682278","0.395569236986264","0.575925226378291"
"Reasonable","1992","16-34 y.","indirect migration background","27","","",""
"Reasonable","1992","35-65 y.","no migration background","1051","0.408840319256162","0.389859273151265","0.427821365361059"
"Reasonable","1992","35-65 y.","direct migration background","134","0.377267145481031","0.32356998696301","0.430964303999051"
"Reasonable","1992","35-65 y.","indirect migration background","6","","",""
"Reasonable","1992","66 and older","no migration background","217","0.35930003977832","0.321684780171738","0.396915299384901"
"Reasonable","1992","66 and older","direct migration background","17","","",""
"Reasonable","1992","66 and older","indirect migration background","","","",""
"Slightly Expensive","1992","16-34 y.","no migration background","133","0.077802524612684","0.0633250096017252","0.0922800396236428"
"Slightly Expensive","1992","16-34 y.","direct migration background","20","","",""
"Slightly Expensive","1992","16-34 y.","indirect migration background","6","","",""
"Slightly Expensive","1992","35-65 y.","no migration background","268","0.0759366198757796","0.0657091692272627","0.0861640705242966"
"Slightly Expensive","1992","35-65 y.","direct migration background","44","0.112201555426324","0.0772366344611931","0.147166476391455"
"Slightly Expensive","1992","35-65 y.","indirect migration background","1","","",""
"Slightly Expensive","1992","66 and older","no migration background","42","0.0511162068848028","0.0338501206185514","0.0683822931510541"
"Slightly Expensive","1992","66 and older","direct migration background","2","","",""
"Slightly Expensive","1992","66 and older","indirect migration background","","","",""
"Too Expensive","1992","16-34 y.","no migration background","48","0.0286370168093869","0.0196225534777053","0.0376514801410685"
"Too Expensive","1992","16-34 y.","direct migration background","3","","",""
"Too Expensive","1992","16-34 y.","indirect migration background","","","",""
"Too Expensive","1992","35-65 y.","no migration background","92","0.0270142300303151","0.0207547188004646","0.0332737412601655"
"Too Expensive","1992","35-65 y.","direct migration background","5","","",""
"Too Expensive","1992","35-65 y.","indirect migration background","","","",""
"Too Expensive","1992","66 and older","no migration background","10","","",""
"Too Expensive","1992","66 and older","direct migration background","1","","",""
"Too Expensive","1992","66 and older","indirect migration background","","","",""
"Very Inexpensive","1993","16-34 y.","no migration background","184","0.158613799034831","0.138458623271871","0.178768974797791"
"Very Inexpensive","1993","16-34 y.","direct migration background","11","","",""
"Very Inexpensive","1993","16-34 y.","indirect migration background","14","","",""
"Very Inexpensive","1993","35-65 y.","no migration background","383","0.162299796483804","0.14805806568258","0.176541527285028"
"Very Inexpensive","1993","35-65 y.","direct migration background","37","0.149633495882235","0.10960072462224","0.189666267142231"
"Very Inexpensive","1993","35-65 y.","indirect migration background","1","","",""
"Very Inexpensive","1993","66 and older","no migration background","123","0.2106212154141","0.178447642586709","0.24279478824149"
"Very Inexpensive","1993","66 and older","direct migration background","10","","",""
"Very Inexpensive","1993","66 and older","indirect migration background","","","",""
"Inexpensive","1993","16-34 y.","no migration background","409","0.336124567920022","0.310062321869693","0.362186813970351"
"Inexpensive","1993","16-34 y.","direct migration background","35","0.248274690941912","0.169994663132852","0.326554718750973"
"Inexpensive","1993","16-34 y.","indirect migration background","21","","",""
"Inexpensive","1993","35-65 y.","no migration background","875","0.347070920494053","0.32868431348148","0.365457527506627"
"Inexpensive","1993","35-65 y.","direct migration background","100","0.356830544523584","0.303066505412841","0.410594583634327"
"Inexpensive","1993","35-65 y.","indirect migration background","1","","",""
"Inexpensive","1993","66 and older","no migration background","242","0.387642235117106","0.349198668906889","0.426085801327323"
"Inexpensive","1993","66 and older","direct migration background","16","","",""
"Inexpensive","1993","66 and older","indirect migration background","","","",""
"Reasonable","1993","16-34 y.","no migration background","541","0.41222200493528","0.385064450372135","0.439379559498425"
"Reasonable","1993","16-34 y.","direct migration background","58","0.614677681531381","0.526493443885126","0.702861919177636"
"Reasonable","1993","16-34 y.","indirect migration background","33","0.331474367663049","0.226329825187654","0.436618910138445"
"Reasonable","1993","35-65 y.","no migration background","1054","0.399703571598658","0.380783996941408","0.418623146255908"
"Reasonable","1993","35-65 y.","direct migration background","133","0.405646995173171","0.350541547574763","0.460752442771578"
"Reasonable","1993","35-65 y.","indirect migration background","13","","",""
"Reasonable","1993","66 and older","no migration background","223","0.359285478640638","0.321427482308431","0.397143474972846"
"Reasonable","1993","66 and older","direct migration background","27","","",""
"Reasonable","1993","66 and older","indirect migration background","1","","",""
"Slightly Expensive","1993","16-34 y.","no migration background","101","0.07466705732589","0.0601649223357828","0.0891691923159972"
"Slightly Expensive","1993","16-34 y.","direct migration background","11","","",""
"Slightly Expensive","1993","16-34 y.","indirect migration background","8","","",""
"Slightly Expensive","1993","35-65 y.","no migration background","198","0.0665997650948774","0.056969687733994","0.0762298424557607"
"Slightly Expensive","1993","35-65 y.","direct migration background","27","","",""
"Slightly Expensive","1993","35-65 y.","indirect migration background","","","",""
"Slightly Expensive","1993","66 and older","no migration background","23","","",""
"Slightly Expensive","1993","66 and older","direct migration background","2","","",""
"Slightly Expensive","1993","66 and older","indirect migration background","","","",""
"Too Expensive","1993","16-34 y.","no migration background","27","","",""
"Too Expensive","1993","16-34 y.","direct migration background","2","","",""
"Too Expensive","1993","16-34 y.","indirect migration background","1","","",""
"Too Expensive","1993","35-65 y.","no migration background","65","0.0243259463286074","0.0183755386100672","0.0302763540471476"
"Too Expensive","1993","35-65 y.","direct migration background","8","","",""
"Too Expensive","1993","35-65 y.","indirect migration background","","","",""
"Too Expensive","1993","66 and older","no migration background","6","","",""
"Too Expensive","1993","66 and older","direct migration background","","","",""
"Too Expensive","1993","66 and older","indirect migration background","","","",""
"Very Inexpensive","1994","16-34 y.","no migration background","147","0.133150016292613","0.114383752767732","0.151916279817494"
"Very Inexpensive","1994","16-34 y.","direct migration background","15","","",""
"Very Inexpensive","1994","16-34 y.","indirect migration background","11","","",""
"Very Inexpensive","1994","35-65 y.","no migration background","415","0.182866923406956","0.167948037441035","0.197785809372877"
"Very Inexpensive","1994","35-65 y.","direct migration background","46","0.201404141236317","0.155793351566623","0.247014930906012"
"Very Inexpensive","1994","35-65 y.","indirect migration background","1","","",""
"Very Inexpensive","1994","66 and older","no migration background","119","0.200085532106027","0.168845790321892","0.231325273890162"
"Very Inexpensive","1994","66 and older","direct migration background","19","","",""
"Very Inexpensive","1994","66 and older","indirect migration background","1","","",""
"Inexpensive","1994","16-34 y.","no migration background","393","0.315964814634644","0.290284886253795","0.341644743015493"
"Inexpensive","1994","16-34 y.","direct migration background","30","0.403158059337321","0.307962794801947","0.498353323872694"
"Inexpensive","1994","16-34 y.","indirect migration background","28","","",""
"Inexpensive","1994","35-65 y.","no migration background","795","0.316259364772754","0.298312449494208","0.334206280051299"
"Inexpensive","1994","35-65 y.","direct migration background","93","0.264868951207703","0.214684662242203","0.315053240173203"
"Inexpensive","1994","35-65 y.","indirect migration background","6","","",""
"Inexpensive","1994","66 and older","no migration background","241","0.367749361030708","0.330096462133647","0.40540225992777"
"Inexpensive","1994","66 and older","direct migration background","19","","",""
"Inexpensive","1994","66 and older","indirect migration background","","","",""
"Reasonable","1994","16-34 y.","no migration background","560","0.442250211207105","0.414816222362173","0.469684200052038"
"Reasonable","1994","16-34 y.","direct migration background","43","0.439013809689487","0.342705628486791","0.535321990892182"
"Reasonable","1994","16-34 y.","indirect migration background","32","0.419519504391084","0.31070057726522","0.528338431516948"
"Reasonable","1994","35-65 y.","no migration background","1113","0.412412773672671","0.393414040337107","0.431411507008235"
"Reasonable","1994","35-65 y.","direct migration background","125","0.439057592964431","0.38261723632921","0.495497949599653"
"Reasonable","1994","35-65 y.","indirect migration background","4","","",""
"Reasonable","1994","66 and older","no migration background","246","0.401184703441329","0.362911356519636","0.439458050363022"
"Reasonable","1994","66 and older","direct migration background","24","","",""
"Reasonable","1994","66 and older","indirect migration background","","","",""
"Slightly Expensive","1994","16-34 y.","no migration background","131","0.092417486065924","0.0764198666289224","0.108415105502926"
"Slightly Expensive","1994","16-34 y.","direct migration background","10","","",""
"Slightly Expensive","1994","16-34 y.","indirect migration background","5","","",""
"Slightly Expensive","1994","35-65 y.","no migration background","208","0.0700978584745055","0.0602442927209","0.079951424228111"
"Slightly Expensive","1994","35-65 y.","direct migration background","26","","",""
"Slightly Expensive","1994","35-65 y.","indirect migration background","1","","",""
"Slightly Expensive","1994","66 and older","no migration background","21","","",""
"Slightly Expensive","1994","66 and older","direct migration background","","","",""
"Slightly Expensive","1994","66 and older","indirect migration background","","","",""
"Too Expensive","1994","16-34 y.","no migration background","28","","",""
"Too Expensive","1994","16-34 y.","direct migration background","4","","",""
"Too Expensive","1994","16-34 y.","indirect migration background","3","","",""
"Too Expensive","1994","35-65 y.","no migration background","48","0.0183630796731138","0.0131813992892398","0.0235447600569878"
"Too Expensive","1994","35-65 y.","direct migration background","7","","",""
"Too Expensive","1994","35-65 y.","indirect migration background","","","",""
"Too Expensive","1994","66 and older","no migration background","3","","",""
"Too Expensive","1994","66 and older","direct migration background","","","",""
"Too Expensive","1994","66 and older","indirect migration background","","","",""
"Very Inexpensive","1995","16-34 y.","no migration background","163","0.135836250642119","0.116993161812118","0.154679339472121"
"Very Inexpensive","1995","16-34 y.","direct migration background","13","","",""
"Very Inexpensive","1995","16-34 y.","indirect migration background","15","","",""
"Very Inexpensive","1995","35-65 y.","no migration background","376","0.151746031459868","0.137989783127838","0.165502279791899"
"Very Inexpensive","1995","35-65 y.","direct migration background","46","0.170223998370673","0.129978573526598","0.210469423214748"
"Very Inexpensive","1995","35-65 y.","indirect migration background","3","","",""
"Very Inexpensive","1995","66 and older","no migration background","125","0.225677916814303","0.193061310913844","0.258294522714762"
"Very Inexpensive","1995","66 and older","direct migration background","20","","",""
"Very Inexpensive","1995","66 and older","indirect migration background","1","","",""
"Inexpensive","1995","16-34 y.","no migration background","398","0.325676162347312","0.299902657977488","0.351449666717135"
"Inexpensive","1995","16-34 y.","direct migration background","23","","",""
"Inexpensive","1995","16-34 y.","indirect migration background","21","","",""
"Inexpensive","1995","35-65 y.","no migration background","851","0.328252011032458","0.310247336655194","0.346256685409722"
"Inexpensive","1995","35-65 y.","direct migration background","117","0.353248376766671","0.302064339536788","0.404432413996554"
"Inexpensive","1995","35-65 y.","indirect migration background","5","","",""
"Inexpensive","1995","66 and older","no migration background","255","0.401031101352987","0.362790512161914","0.439271690544059"
"Inexpensive","1995","66 and older","direct migration background","24","","",""
"Inexpensive","1995","66 and older","indirect migration background","2","","",""
"Reasonable","1995","16-34 y.","no migration background","569","0.433252442920086","0.405999615311273","0.460505270528899"
"Reasonable","1995","16-34 y.","direct migration background","54","0.419516887491493","0.325573832929605","0.513459942053382"
"Reasonable","1995","16-34 y.","indirect migration background","39","0.319030834864026","0.22108893628231","0.416972733445741"
"Reasonable","1995","35-65 y.","no migration background","1105","0.415192746932411","0.396299367766629","0.434086126098193"
"Reasonable","1995","35-65 y.","direct migration background","128","0.359555672036396","0.30816912315593","0.410942220916862"
"Reasonable","1995","35-65 y.","indirect migration background","3","","",""
"Reasonable","1995","66 and older","no migration background","230","0.340870006477667","0.303886052236062","0.377853960719271"
"Reasonable","1995","66 and older","direct migration background","25","","",""
"Reasonable","1995","66 and older","indirect migration background","","","",""
"Slightly Expensive","1995","16-34 y.","no migration background","122","0.091833140610677","0.0759502781934379","0.107716003027916"
"Slightly Expensive","1995","16-34 y.","direct migration background","14","","",""
"Slightly Expensive","1995","16-34 y.","indirect migration background","10","","",""
"Slightly Expensive","1995","35-65 y.","no migration background","241","0.0869504352564168","0.0761470107063713","0.0977538598064623"
"Slightly Expensive","1995","35-65 y.","direct migration background","38","0.0974481030252839","0.0656904445584689","0.129205761492099"
"Slightly Expensive","1995","35-65 y.","indirect migration background","","","",""
"Slightly Expensive","1995","66 and older","no migration background","18","","",""
"Slightly Expensive","1995","66 and older","direct migration background","2","","",""
"Slightly Expensive","1995","66 and older","indirect migration background","","","",""
"Too Expensive","1995","16-34 y.","no migration background","18","","",""
"Too Expensive","1995","16-34 y.","direct migration background","2","","",""
"Too Expensive","1995","16-34 y.","indirect migration background","2","","",""
"Too Expensive","1995","35-65 y.","no migration background","40","0.017858775318846","0.0127807928966895","0.0229367577410025"
"Too Expensive","1995","35-65 y.","direct migration background","6","","",""
"Too Expensive","1995","35-65 y.","indirect migration background","","","",""
"Too Expensive","1995","66 and older","no migration background","3","","",""
"Too Expensive","1995","66 and older","direct migration background","","","",""
"Too Expensive","1995","66 and older","indirect migration background","","","",""
"Very Inexpensive","1996","16-34 y.","no migration background","163","0.145575216670633","0.126109464546224","0.165040968795043"
"Very Inexpensive","1996","16-34 y.","direct migration background","5","","",""
"Very Inexpensive","1996","16-34 y.","indirect migration background","10","","",""
"Very Inexpensive","1996","35-65 y.","no migration background","372","0.164000261465182","0.149979000412025","0.17802152251834"
"Very Inexpensive","1996","35-65 y.","direct migration background","33","0.169764593953421","0.128566517980179","0.210962669926663"
"Very Inexpensive","1996","35-65 y.","indirect migration background","1","","",""
"Very Inexpensive","1996","66 and older","no migration background","114","0.193063398695129","0.162094520266167","0.224032277124091"
"Very Inexpensive","1996","66 and older","direct migration background","28","","",""
"Very Inexpensive","1996","66 and older","indirect migration background","1","","",""
"Inexpensive","1996","16-34 y.","no migration background","379","0.293468559896854","0.268335979275624","0.318601140518083"
"Inexpensive","1996","16-34 y.","direct migration background","26","","",""
"Inexpensive","1996","16-34 y.","indirect migration background","32","0.352922586146578","0.255272636339749","0.450572535953407"
"Inexpensive","1996","35-65 y.","no migration background","875","0.32482976959352","0.307096194887607","0.342563344299433"
"Inexpensive","1996","35-65 y.","direct migration background","105","0.310380914947636","0.259611180713914","0.361150649181357"
"Inexpensive","1996","35-65 y.","indirect migration background","7","","",""
"Inexpensive","1996","66 and older","no migration background","250","0.408390834984506","0.369824245380879","0.446957424588133"
"Inexpensive","1996","66 and older","direct migration background","27","","",""
"Inexpensive","1996","66 and older","indirect migration background","1","","",""
"Reasonable","1996","16-34 y.","no migration background","583","0.464922298415008","0.437393379141712","0.492451217688305"
"Reasonable","1996","16-34 y.","direct migration background","49","0.653076686066212","0.555812487950898","0.750340884181527"
"Reasonable","1996","16-34 y.","indirect migration background","37","0.392111280975738","0.292347962268292","0.491874599683184"
"Reasonable","1996","35-65 y.","no migration background","1181","0.41534268916092","0.396682514185835","0.434002864136005"
"Reasonable","1996","35-65 y.","direct migration background","133","0.372355375594709","0.31930499911461","0.425405752074808"
"Reasonable","1996","35-65 y.","indirect migration background","2","","",""
"Reasonable","1996","66 and older","no migration background","232","0.363816878443024","0.326069370150701","0.401564386735347"
"Reasonable","1996","66 and older","direct migration background","25","","",""
"Reasonable","1996","66 and older","indirect migration background","2","","",""
"Slightly Expensive","1996","16-34 y.","no migration background","114","0.0734255545372634","0.059029140627986","0.0878219684465409"
"Slightly Expensive","1996","16-34 y.","direct migration background","7","","",""
"Slightly Expensive","1996","16-34 y.","indirect migration background","8","","",""
"Slightly Expensive","1996","35-65 y.","no migration background","214","0.0771964192840198","0.0670895895848426","0.0873032489831971"
"Slightly Expensive","1996","35-65 y.","direct migration background","37","0.12036175201755","0.0846551064764953","0.156068397558605"
"Slightly Expensive","1996","35-65 y.","indirect migration background","3","","",""
"Slightly Expensive","1996","66 and older","no migration background","26","","",""
"Slightly Expensive","1996","66 and older","direct migration background","1","","",""
"Slightly Expensive","1996","66 and older","indirect migration background","","","",""
"Too Expensive","1996","16-34 y.","no migration background","22","","",""
"Too Expensive","1996","16-34 y.","direct migration background","5","","",""
"Too Expensive","1996","16-34 y.","indirect migration background","5","","",""
"Too Expensive","1996","35-65 y.","no migration background","37","0.0186308604963581","0.0135105724931087","0.0237511484996075"
"Too Expensive","1996","35-65 y.","direct migration background","11","","",""
"Too Expensive","1996","35-65 y.","indirect migration background","","","",""
"Too Expensive","1996","66 and older","no migration background","2","","",""
"Too Expensive","1996","66 and older","direct migration background","","","",""
"Too Expensive","1996","66 and older","indirect migration background","","","",""
"Very Inexpensive","1997","16-34 y.","no migration background","161","0.139459078379782","0.120262289209761","0.158655867549803"
"Very Inexpensive","1997","16-34 y.","direct migration background","15","","",""
"Very Inexpensive","1997","16-34 y.","indirect migration background","11","","",""
"Very Inexpensive","1997","35-65 y.","no migration background","384","0.163116329906181","0.149256814837522","0.176975844974841"
"Very Inexpensive","1997","35-65 y.","direct migration background","43","0.179394565916406","0.13748704299292","0.221302088839893"
"Very Inexpensive","1997","35-65 y.","indirect migration background","2","","",""
"Very Inexpensive","1997","66 and older","no migration background","115","0.203388054682841","0.17180588775708","0.234970221608602"
"Very Inexpensive","1997","66 and older","direct migration background","22","","",""
"Very Inexpensive","1997","66 and older","indirect migration background","","","",""
"Inexpensive","1997","16-34 y.","no migration background","367","0.293926752687313","0.268682421289581","0.319171084085045"
"Inexpensive","1997","16-34 y.","direct migration background","19","","",""
"Inexpensive","1997","16-34 y.","indirect migration background","30","0.332623208434092","0.244973913747103","0.42027250312108"
"Inexpensive","1997","35-65 y.","no migration background","866","0.321929802947397","0.304403727070189","0.339455878824605"
"Inexpensive","1997","35-65 y.","direct migration background","75","0.268770724366396","0.220349259769146","0.317192188963645"
"Inexpensive","1997","35-65 y.","indirect migration background","7","","",""
"Inexpensive","1997","66 and older","no migration background","236","0.374739697968401","0.336760037716674","0.412719358220128"
"Inexpensive","1997","66 and older","direct migration background","33","0.404409451833175","0.301282302772141","0.50753660089421"
"Inexpensive","1997","66 and older","indirect migration background","2","","",""
"Reasonable","1997","16-34 y.","no migration background","595","0.468710596199196","0.441057905295628","0.496363287102765"
"Reasonable","1997","16-34 y.","direct migration background","54","0.599493079390674","0.502970794699318","0.69601536408203"
"Reasonable","1997","16-34 y.","indirect migration background","57","0.457655950489858","0.364974334368123","0.550337566611592"
"Reasonable","1997","35-65 y.","no migration background","1205","0.419139437867941","0.400630479601038","0.437648396134845"
"Reasonable","1997","35-65 y.","direct migration background","161","0.433649408203993","0.379520132795898","0.487778683612088"
"Reasonable","1997","35-65 y.","indirect migration background","4","","",""
"Reasonable","1997","66 and older","no migration background","257","0.395460889155063","0.357097252695755","0.433824525614372"
"Reasonable","1997","66 and older","direct migration background","28","","",""
"Reasonable","1997","66 and older","indirect migration background","3","","",""
"Slightly Expensive","1997","16-34 y.","no migration background","108","0.0828459494052568","0.0675711252246689","0.0981207735858448"
"Slightly Expensive","1997","16-34 y.","direct migration background","9","","",""
"Slightly Expensive","1997","16-34 y.","indirect migration background","9","","",""
"Slightly Expensive","1997","35-65 y.","no migration background","228","0.0730518682774868","0.0632905123679842","0.0828132241869894"
"Slightly Expensive","1997","35-65 y.","direct migration background","28","","",""
"Slightly Expensive","1997","35-65 y.","indirect migration background","1","","",""
"Slightly Expensive","1997","66 and older","no migration background","13","","",""
"Slightly Expensive","1997","66 and older","direct migration background","4","","",""
"Slightly Expensive","1997","66 and older","indirect migration background","","","",""
"Too Expensive","1997","16-34 y.","no migration background","20","","",""
"Too Expensive","1997","16-34 y.","direct migration background","2","","",""
"Too Expensive","1997","16-34 y.","indirect migration background","4","","",""
"Too Expensive","1997","35-65 y.","no migration background","47","0.0227625610009934","0.0171678536116028","0.028357268390384"
"Too Expensive","1997","35-65 y.","direct migration background","15","","",""
"Too Expensive","1997","35-65 y.","indirect migration background","","","",""
"Too Expensive","1997","66 and older","no migration background","3","","",""
"Too Expensive","1997","66 and older","direct migration background","","","",""
"Too Expensive","1997","66 and older","indirect migration background","","","",""
"Very Inexpensive","1998","16-34 y.","no migration background","175","0.13720698811589","0.118954453097681","0.155459523134098"
"Very Inexpensive","1998","16-34 y.","direct migration background","12","","",""
"Very Inexpensive","1998","16-34 y.","indirect migration background","17","","",""
"Very Inexpensive","1998","35-65 y.","no migration background","506","0.176076662764599","0.162902523821076","0.189250801708122"
"Very Inexpensive","1998","35-65 y.","direct migration background","45","0.181669919674375","0.14050389686549","0.22283594248326"
"Very Inexpensive","1998","35-65 y.","indirect migration background","5","","",""
"Very Inexpensive","1998","66 and older","no migration background","134","0.195227122337735","0.167028106906866","0.223426137768603"
"Very Inexpensive","1998","66 and older","direct migration background","23","","",""
"Very Inexpensive","1998","66 and older","indirect migration background","2","","",""
"Inexpensive","1998","16-34 y.","no migration background","387","0.277741514204076","0.253981401776343","0.301501626631808"
"Inexpensive","1998","16-34 y.","direct migration background","22","","",""
"Inexpensive","1998","16-34 y.","indirect migration background","31","0.232124556127828","0.157815254239882","0.306433858015775"
"Inexpensive","1998","35-65 y.","no migration background","985","0.308360330296499","0.292386938776032","0.324333721816965"
"Inexpensive","1998","35-65 y.","direct migration background","104","0.277031497797712","0.22925025914476","0.324812736450664"
"Inexpensive","1998","35-65 y.","indirect migration background","3","","",""
"Inexpensive","1998","66 and older","no migration background","324","0.427877751772225","0.392678658681868","0.463076844862581"
"Inexpensive","1998","66 and older","direct migration background","30","0.332940086859063","0.235032002530481","0.430848171187646"
"Inexpensive","1998","66 and older","indirect migration background","","","",""
"Reasonable","1998","16-34 y.","no migration background","642","0.478885779317088","0.452384661181766","0.505386897452411"
"Reasonable","1998","16-34 y.","direct migration background","69","0.616142049533509","0.528764410690465","0.703519688376554"
"Reasonable","1998","16-34 y.","indirect migration background","60","0.465699638382521","0.377901980063109","0.553497296701933"
"Reasonable","1998","35-65 y.","no migration background","1389","0.415833693833836","0.398786377180618","0.432881010487054"
"Reasonable","1998","35-65 y.","direct migration background","152","0.443754488249608","0.390710303404654","0.496798673094562"
"Reasonable","1998","35-65 y.","indirect migration background","7","","",""
"Reasonable","1998","66 and older","no migration background","275","0.342955749200435","0.309184777517437","0.376726720883433"
"Reasonable","1998","66 and older","direct migration background","31","0.317898286364741","0.221154796139093","0.414641776590389"
"Reasonable","1998","66 and older","indirect migration background","1","","",""
"Slightly Expensive","1998","16-34 y.","no migration background","136","0.0805120359577176","0.0660780860342891","0.0949459858811461"
"Slightly Expensive","1998","16-34 y.","direct migration background","14","","",""
"Slightly Expensive","1998","16-34 y.","indirect migration background","14","","",""
"Slightly Expensive","1998","35-65 y.","no migration background","287","0.081131661800143","0.0716877968567288","0.0905755267435571"
"Slightly Expensive","1998","35-65 y.","direct migration background","33","0.0894593280226351","0.0589877018878304","0.11993095415744"
"Slightly Expensive","1998","35-65 y.","indirect migration background","1","","",""
"Slightly Expensive","1998","66 and older","no migration background","22","","",""
"Slightly Expensive","1998","66 and older","direct migration background","5","","",""
"Slightly Expensive","1998","66 and older","indirect migration background","2","","",""
"Too Expensive","1998","16-34 y.","no migration background","25","","",""
"Too Expensive","1998","16-34 y.","direct migration background","2","","",""
"Too Expensive","1998","16-34 y.","indirect migration background","2","","",""
"Too Expensive","1998","35-65 y.","no migration background","44","0.0185976513049235","0.013924815348105","0.023270487261742"
"Too Expensive","1998","35-65 y.","direct migration background","3","","",""
"Too Expensive","1998","35-65 y.","indirect migration background","","","",""
"Too Expensive","1998","66 and older","no migration background","4","","",""
"Too Expensive","1998","66 and older","direct migration background","","","",""
"Too Expensive","1998","66 and older","indirect migration background","","","",""
"Very Inexpensive","1999","16-34 y.","no migration background","184","0.140958968600633","0.122115287152757","0.159802650048508"
"Very Inexpensive","1999","16-34 y.","direct migration background","18","","",""
"Very Inexpensive","1999","16-34 y.","indirect migration background","15","","",""
"Very Inexpensive","1999","35-65 y.","no migration background","514","0.166857910646835","0.153890872685541","0.179824948608129"
"Very Inexpensive","1999","35-65 y.","direct migration background","45","0.186758030715088","0.145149471740606","0.22836658968957"
"Very Inexpensive","1999","35-65 y.","indirect migration background","2","","",""
"Very Inexpensive","1999","66 and older","no migration background","129","0.189552759815384","0.161631977600484","0.217473542030284"
"Very Inexpensive","1999","66 and older","direct migration background","25","","",""
"Very Inexpensive","1999","66 and older","indirect migration background","1","","",""
"Inexpensive","1999","16-34 y.","no migration background","414","0.325573371522491","0.300198477547249","0.350948265497733"
"Inexpensive","1999","16-34 y.","direct migration background","18","","",""
"Inexpensive","1999","16-34 y.","indirect migration background","30","0.214416360847689","0.141589204745719","0.287243516949658"
"Inexpensive","1999","35-65 y.","no migration background","1029","0.34072852763024","0.32424522492551","0.35721183033497"
"Inexpensive","1999","35-65 y.","direct migration background","98","0.300325362333681","0.25138386961571","0.349266855051652"
"Inexpensive","1999","35-65 y.","indirect migration background","8","","",""
"Inexpensive","1999","66 and older","no migration background","311","0.414746217975389","0.379649744293346","0.449842691657432"
"Inexpensive","1999","66 and older","direct migration background","29","","",""
"Inexpensive","1999","66 and older","indirect migration background","1","","",""
"Reasonable","1999","16-34 y.","no migration background","543","0.409652915829589","0.383022731064202","0.436283100594976"
"Reasonable","1999","16-34 y.","direct migration background","66","0.56538108515308","0.474781935824275","0.655980234481885"
"Reasonable","1999","16-34 y.","indirect migration background","66","0.471703047805871","0.383121845739727","0.560284249872014"
"Reasonable","1999","35-65 y.","no migration background","1313","0.402851331514962","0.385793591926362","0.419909071103562"
"Reasonable","1999","35-65 y.","direct migration background","156","0.38331494999873","0.331405941978082","0.435223958019378"
"Reasonable","1999","35-65 y.","indirect migration background","6","","",""
"Reasonable","1999","66 and older","no migration background","285","0.357951906496786","0.323801469014185","0.392102343979387"
"Reasonable","1999","66 and older","direct migration background","39","0.34069659305019","0.245889893103858","0.435503292996523"
"Reasonable","1999","66 and older","indirect migration background","3","","",""
"Slightly Expensive","1999","16-34 y.","no migration background","139","0.104667891675576","0.088090688474506","0.121245094876645"
"Slightly Expensive","1999","16-34 y.","direct migration background","8","","",""
"Slightly Expensive","1999","16-34 y.","indirect migration background","7","","",""
"Slightly Expensive","1999","35-65 y.","no migration background","256","0.0692063844194857","0.0603794962906855","0.0780332725482858"
"Slightly Expensive","1999","35-65 y.","direct migration background","28","","",""
"Slightly Expensive","1999","35-65 y.","indirect migration background","3","","",""
"Slightly Expensive","1999","66 and older","no migration background","28","","",""
"Slightly Expensive","1999","66 and older","direct migration background","3","","",""
"Slightly Expensive","1999","66 and older","indirect migration background","","","",""
"Too Expensive","1999","16-34 y.","no migration background","30","0.0191468523717122","0.0117258403928593","0.0265678643505651"
"Too Expensive","1999","16-34 y.","direct migration background","5","","",""
"Too Expensive","1999","16-34 y.","indirect migration background","4","","",""
"Too Expensive","1999","35-65 y.","no migration background","64","0.0203558457884771","0.0154446573744857","0.0252670342024685"
"Too Expensive","1999","35-65 y.","direct migration background","10","","",""
"Too Expensive","1999","35-65 y.","indirect migration background","","","",""
"Too Expensive","1999","66 and older","no migration background","4","","",""
"Too Expensive","1999","66 and older","direct migration background","","","",""
"Too Expensive","1999","66 and older","indirect migration background","","","",""
"Very Inexpensive","2000","16-34 y.","no migration background","255","0.123416642111954","0.109709749718183","0.137123534505725"
