"hlf0094","year","hgtyp1hh","regtyp","n","percent","lower_confidence","upper_confidence"
"Very Inexpensive","1985","1-pers.-HH","Urban Area","47","0.283876064816363","0.213572389357049","0.354179740275677"
"Very Inexpensive","1985","1-pers.-HH","Rural Area","12","","",""
"Very Inexpensive","1985","(Married) couple without C. ","Urban Area","191","0.323430093177294","0.286608820294543","0.360251366060044"
"Very Inexpensive","1985","(Married) couple without C. ","Rural Area","57","0.253724968134389","0.197852071183122","0.309597865085657"
"Very Inexpensive","1985","Single parent ","Urban Area","28","","",""
"Very Inexpensive","1985","Single parent ","Rural Area","13","","",""
"Very Inexpensive","1985","Couple + C. LE 16 ","Urban Area","109","0.189724309137879","0.159252556924082","0.220196061351676"
"Very Inexpensive","1985","Couple + C. LE 16 ","Rural Area","33","0.152361321619742","0.106414348292489","0.198308294946996"
"Very Inexpensive","1985","Couple + C. GT 16 ","Urban Area","144","0.175173381955393","0.148446212154474","0.201900551756312"
"Very Inexpensive","1985","Couple + C. GT 16 ","Rural Area","104","0.34961443398071","0.295107149008056","0.404121718953363"
"Very Inexpensive","1985","Couple + C. LE and GT 16","Urban Area","73","0.184724495886843","0.148087159012151","0.221361832761535"
"Very Inexpensive","1985","Couple + C. LE and GT 16","Rural Area","44","0.176662517265596","0.128107393120595","0.225217641410598"
"Inexpensive","1985","1-pers.-HH","Urban Area","54","0.353452605947574","0.278913303481502","0.427991908413645"
"Inexpensive","1985","1-pers.-HH","Rural Area","10","","",""
"Inexpensive","1985","(Married) couple without C. ","Urban Area","205","0.328464852172306","0.291496416600797","0.365433287743816"
"Inexpensive","1985","(Married) couple without C. ","Rural Area","84","0.364935682681736","0.303121639499513","0.426749725863959"
"Inexpensive","1985","Single parent ","Urban Area","47","0.409815883673329","0.320319137009607","0.499312630337051"
"Inexpensive","1985","Single parent ","Rural Area","27","","",""
"Inexpensive","1985","Couple + C. LE 16 ","Urban Area","173","0.275746592674324","0.241015385063924","0.310477800284723"
"Inexpensive","1985","Couple + C. LE 16 ","Rural Area","62","0.264133956732497","0.20776686085693","0.320501052608065"
"Inexpensive","1985","Couple + C. GT 16 ","Urban Area","253","0.335629769359912","0.302427107619765","0.368832431100058"
"Inexpensive","1985","Couple + C. GT 16 ","Rural Area","79","0.263719919923743","0.213350445548313","0.314089394299174"
"Inexpensive","1985","Couple + C. LE and GT 16","Urban Area","136","0.309236786141219","0.265603328189624","0.352870244092813"
"Inexpensive","1985","Couple + C. LE and GT 16","Rural Area","65","0.283555931609587","0.226172775372205","0.340939087846969"
"Reasonable","1985","1-pers.-HH","Urban Area","43","0.274004964654042","0.204460016313199","0.343549912994885"
"Reasonable","1985","1-pers.-HH","Rural Area","20","","",""
"Reasonable","1985","(Married) couple without C. ","Urban Area","157","0.250474169822128","0.216368465609488","0.284579874034768"
"Reasonable","1985","(Married) couple without C. ","Rural Area","70","0.293138499215661","0.234689951480458","0.351587046950864"
"Reasonable","1985","Single parent ","Urban Area","30","0.270941415043692","0.190061998823833","0.351820831263551"
"Reasonable","1985","Single parent ","Rural Area","28","","",""
"Reasonable","1985","Couple + C. LE 16 ","Urban Area","253","0.392546103071249","0.354595251130886","0.430496955011612"
"Reasonable","1985","Couple + C. LE 16 ","Rural Area","88","0.369855635624251","0.308132169177612","0.431579102070889"
"Reasonable","1985","Couple + C. GT 16 ","Urban Area","315","0.403759235263039","0.369259985657492","0.438258484868586"
"Reasonable","1985","Couple + C. GT 16 ","Rural Area","92","0.317427949232763","0.264220644715804","0.370635253749723"
"Reasonable","1985","Couple + C. LE and GT 16","Urban Area","177","0.418305391751349","0.371735663217689","0.464875120285008"
"Reasonable","1985","Couple + C. LE and GT 16","Rural Area","101","0.431493806524953","0.36843746040193","0.494550152647976"
"Slightly Expensive","1985","1-pers.-HH","Urban Area","10","","",""
"Slightly Expensive","1985","1-pers.-HH","Rural Area","2","","",""
"Slightly Expensive","1985","(Married) couple without C. ","Urban Area","53","0.0766684397562352","0.055725415339126","0.0976114641733444"
"Slightly Expensive","1985","(Married) couple without C. ","Rural Area","16","","",""
"Slightly Expensive","1985","Single parent ","Urban Area","9","","",""
"Slightly Expensive","1985","Single parent ","Rural Area","","","",""
"Slightly Expensive","1985","Couple + C. LE 16 ","Urban Area","75","0.105076159718188","0.0812439304604606","0.128908388975915"
"Slightly Expensive","1985","Couple + C. LE 16 ","Rural Area","34","0.142453010672622","0.0977662432762414","0.187139778069002"
"Slightly Expensive","1985","Couple + C. GT 16 ","Urban Area","54","0.0684047427241758","0.0506549076136567","0.086154577834695"
"Slightly Expensive","1985","Couple + C. GT 16 ","Rural Area","12","","",""
"Slightly Expensive","1985","Couple + C. LE and GT 16","Urban Area","38","0.0676648682824475","0.0439523815447908","0.0913773550201042"
"Slightly Expensive","1985","Couple + C. LE and GT 16","Rural Area","27","","",""
"Too Expensive","1985","1-pers.-HH","Urban Area","4","","",""
"Too Expensive","1985","1-pers.-HH","Rural Area","2","","",""
"Too Expensive","1985","(Married) couple without C. ","Urban Area","14","","",""
"Too Expensive","1985","(Married) couple without C. ","Rural Area","6","","",""
"Too Expensive","1985","Single parent ","Urban Area","2","","",""
"Too Expensive","1985","Single parent ","Rural Area","","","",""
"Too Expensive","1985","Couple + C. LE 16 ","Urban Area","26","","",""
"Too Expensive","1985","Couple + C. LE 16 ","Rural Area","18","","",""
"Too Expensive","1985","Couple + C. GT 16 ","Urban Area","11","","",""
"Too Expensive","1985","Couple + C. GT 16 ","Rural Area","7","","",""
"Too Expensive","1985","Couple + C. LE and GT 16","Urban Area","7","","",""
"Too Expensive","1985","Couple + C. LE and GT 16","Rural Area","","","",""
"Very Inexpensive","1986","1-pers.-HH","Urban Area","33","0.207625221693842","0.14610820985129","0.269142233536395"
"Very Inexpensive","1986","1-pers.-HH","Rural Area","13","","",""
"Very Inexpensive","1986","(Married) couple without C. ","Urban Area","129","0.197180377418211","0.166872192203509","0.227488562632913"
"Very Inexpensive","1986","(Married) couple without C. ","Rural Area","49","0.212793307099172","0.158954556270497","0.266632057927846"
"Very Inexpensive","1986","Single parent ","Urban Area","18","","",""
"Very Inexpensive","1986","Single parent ","Rural Area","19","","",""
"Very Inexpensive","1986","Couple + C. LE 16 ","Urban Area","77","0.151432979416194","0.122081899285737","0.18078405954665"
"Very Inexpensive","1986","Couple + C. LE 16 ","Rural Area","28","","",""
"Very Inexpensive","1986","Couple + C. GT 16 ","Urban Area","175","0.196796524065429","0.170162750079194","0.223430298051663"
"Very Inexpensive","1986","Couple + C. GT 16 ","Rural Area","55","0.166881521048286","0.126712467179633","0.207050574916939"
"Very Inexpensive","1986","Couple + C. LE and GT 16","Urban Area","64","0.160523492385837","0.12614517559632","0.194901809175355"
"Very Inexpensive","1986","Couple + C. LE and GT 16","Rural Area","27","","",""
"Inexpensive","1986","1-pers.-HH","Urban Area","64","0.384263203248061","0.310489461885169","0.458036944610954"
"Inexpensive","1986","1-pers.-HH","Rural Area","16","","",""
"Inexpensive","1986","(Married) couple without C. ","Urban Area","240","0.375360324103926","0.338474621347601","0.412246026860251"
"Inexpensive","1986","(Married) couple without C. ","Rural Area","70","0.331519859647816","0.269594201144656","0.393445518150975"
"Inexpensive","1986","Single parent ","Urban Area","38","0.302757110821193","0.221889153833399","0.383625067808987"
"Inexpensive","1986","Single parent ","Rural Area","13","","",""
"Inexpensive","1986","Couple + C. LE 16 ","Urban Area","150","0.251565443190609","0.216037244628458","0.28709364175276"
"Inexpensive","1986","Couple + C. LE 16 ","Rural Area","64","0.280250433676962","0.221825394131517","0.338675473222407"
"Inexpensive","1986","Couple + C. GT 16 ","Urban Area","257","0.308557292393692","0.277614662947175","0.339499921840209"
"Inexpensive","1986","Couple + C. GT 16 ","Rural Area","106","0.328874767632677","0.278263040849862","0.379486494415492"
"Inexpensive","1986","Couple + C. LE and GT 16","Urban Area","141","0.325168121608761","0.281298608747745","0.369037634469777"
"Inexpensive","1986","Couple + C. LE and GT 16","Rural Area","71","0.326044453798322","0.266111153375675","0.385977754220969"
"Reasonable","1986","1-pers.-HH","Urban Area","55","0.328915569173278","0.257659698232325","0.40017144011423"
"Reasonable","1986","1-pers.-HH","Rural Area","14","","",""
"Reasonable","1986","(Married) couple without C. ","Urban Area","224","0.335346005901937","0.299382379721422","0.371309632082451"
"Reasonable","1986","(Married) couple without C. ","Rural Area","81","0.367296307694082","0.30388304927092","0.430709566117243"
"Reasonable","1986","Single parent ","Urban Area","54","0.455514437804871","0.367858466600641","0.5431704090091"
"Reasonable","1986","Single parent ","Rural Area","30","0.449438194855668","0.330328059534416","0.568548330176921"
"Reasonable","1986","Couple + C. LE 16 ","Urban Area","262","0.462196876243121","0.421374719751668","0.503019032734574"
"Reasonable","1986","Couple + C. LE 16 ","Rural Area","89","0.398883657310651","0.335183933151131","0.462583381470171"
"Reasonable","1986","Couple + C. GT 16 ","Urban Area","332","0.392798109666373","0.360081939328844","0.425514280003903"
"Reasonable","1986","Couple + C. GT 16 ","Rural Area","116","0.347096630392268","0.295812411177872","0.398380849606664"
"Reasonable","1986","Couple + C. LE and GT 16","Urban Area","159","0.358177642995076","0.313275435397866","0.403079850592287"
"Reasonable","1986","Couple + C. LE and GT 16","Rural Area","117","0.501325499658116","0.437398747826971","0.565252251489261"
