"hlf0094","year","e11103","pgisced97","n","percent","lower_confidence","upper_confidence","value"
"Too Expensive","2012","Not Working","vocational + Abi","3","","","","5"
"Too Expensive","2012","Not Working","higher vocational","6","","","","5"
"Too Expensive","2012","Not Working","higher education","13","","","","5"
"Too Expensive","2012","Full Time","higher vocational","7","","","","5"
"Too Expensive","2012","Full Time","higher education","17","","","","5"
"Too Expensive","2012","Part Time","in school","","","","","5"
"Too Expensive","2012","Part Time","inadequately","2","","","","5"
"Too Expensive","2012","Part Time","general elemantary","5","","","","5"
"Too Expensive","2012","Part Time","middle vocational","31","0.0135274547762289","0.00825779242083031","0.0187971171316276","5"
"Too Expensive","2012","Part Time","vocational + Abi","2","","","","5"
"Very Inexpensive","2012","Not Working","in school","45","0.137183148531833","0.105289513372964","0.169076783690703","1"
"Very Inexpensive","2012","Not Working","inadequately","2","","","","1"
"Very Inexpensive","2012","Not Working","general elemantary","55","0.0780377930323475","0.0574172327437267","0.0986583533209682","1"
"Very Inexpensive","2012","Not Working","middle vocational","262","0.103625936224007","0.0917640885952829","0.115487783852732","1"
"Very Inexpensive","2012","Not Working","vocational + Abi","30","0.174290297881576","0.122735780763771","0.225844814999381","1"
"Very Inexpensive","2012","Not Working","higher vocational","32","0.0790806146254595","0.0482330948491052","0.109928134401814","1"
"Very Inexpensive","2012","Not Working","higher education","135","0.136632439690776","0.114722717605525","0.158542161776027","1"
"Very Inexpensive","2012","Part Time","in school","5","","","","1"
"Very Inexpensive","2012","Part Time","inadequately","1","","","","1"
"Very Inexpensive","2012","Part Time","general elemantary","17","","","","1"
"Very Inexpensive","2012","Part Time","middle vocational","150","0.0868378927130791","0.0739921026104554","0.0996836828157029","1"
"Very Inexpensive","2012","Part Time","vocational + Abi","35","0.0805703985409846","0.0528000132761375","0.108340783805832","1"
"Very Inexpensive","2012","Part Time","higher vocational","14","","","","1"
"Very Inexpensive","2012","Part Time","higher education","93","0.115741728995961","0.0946765197078097","0.136806938284112","1"
"Very Inexpensive","2012","Full Time","in school","","","","","1"
"Very Inexpensive","2012","Full Time","inadequately","1","","","","1"
"Very Inexpensive","2012","Full Time","middle vocational","179","0.0740035227700258","0.0636145393056216","0.08439250623443","1"
"Very Inexpensive","2012","Full Time","vocational + Abi","28","","","","1"
"Very Inexpensive","2012","Full Time","higher vocational","51","0.0834705175348679","0.06144878153721","0.105492253532526","1"
"Very Inexpensive","2012","Full Time","higher education","168","0.100765064702283","0.0867337443512285","0.114796385053337","1"
"Very Inexpensive","2012","Full Time","general elemantary","17","","","","1"
"Inexpensive","2013","Full Time","in school","1","","","","2"
"Inexpensive","2013","Full Time","inadequately","5","","","","2"
"Inexpensive","2013","Full Time","general elemantary","72","0.344613667539901","0.282378047471578","0.406849287608223","2"
"Inexpensive","2013","Full Time","middle vocational","638","0.299885823350249","0.280885153566219","0.318886493134278","2"
"Inexpensive","2013","Full Time","vocational + Abi","92","0.20243007129381","0.162136263621445","0.242723878966175","2"
"Inexpensive","2013","Not Working","higher vocational","99","0.333483633047941","0.279683945390455","0.387283320705428","2"
"Inexpensive","2013","Not Working","higher education","360","0.334440848144604","0.307441574981262","0.361440121307945","2"
"Inexpensive","2013","Full Time","higher vocational","164","0.278346578431453","0.240545125537602","0.316148031325304","2"
"Inexpensive","2013","Full Time","higher education","470","0.298376100970005","0.276555461670764","0.320196740269245","2"
"Inexpensive","2013","Part Time","in school","13","","","","2"
"Inexpensive","2013","Part Time","inadequately","1","","","","2"
"Inexpensive","2013","Part Time","general elemantary","64","0.257258969129726","0.200269076073085","0.314248862186366","2"
"Inexpensive","2013","Part Time","middle vocational","540","0.286223183481254","0.26538871138279","0.307057655579718","2"
"Inexpensive","2013","Part Time","vocational + Abi","103","0.278555477672256","0.232118504997881","0.32499245034663","2"
"Inexpensive","2013","Part Time","higher vocational","66","0.344108579098881","0.285100409564039","0.403116748633724","2"
"Inexpensive","2013","Part Time","higher education","251","0.296727549059495","0.266249761996005","0.327205336122985","2"
"Inexpensive","2013","Not Working","in school","136","0.233050162662458","0.195346572094054","0.270753753230863","2"
"Inexpensive","2013","Not Working","inadequately","21","","","","2"
"Inexpensive","2013","Not Working","general elemantary","248","0.332217737874066","0.299476629711776","0.364958846036357","2"
"Inexpensive","2013","Not Working","middle vocational","794","0.318763969989859","0.30106840640651","0.336459533573207","2"
"Inexpensive","2013","Not Working","vocational + Abi","80","0.194505663476893","0.150932827110595","0.238078499843191","2"
"Reasonable","2013","Not Working","in school","246","0.56223149047666","0.517987492083064","0.606475488870255","3"
"Reasonable","2013","Not Working","inadequately","24","","","","3"
"Reasonable","2013","Not Working","general elemantary","381","0.483295706427617","0.44855872868994","0.518032684165295","3"
"Reasonable","2013","Not Working","middle vocational","1353","0.488580804281551","0.469598991165582","0.50756261739752","3"
"Reasonable","2013","Not Working","vocational + Abi","148","0.490647115524108","0.435615473693923","0.545678757354293","3"
"Reasonable","2013","Not Working","higher vocational","132","0.458563221151702","0.401702734890583","0.515423707412822","3"
"Reasonable","2013","Not Working","higher education","585","0.464419254177581","0.435878419419002","0.492960088936161","3"
"Reasonable","2013","Full Time","in school","","","","","3"
"Reasonable","2013","Full Time","inadequately","12","","","","3"
"Reasonable","2013","Full Time","vocational + Abi","216","0.588985250341175","0.539645457385161","0.638325043297188","3"
"Reasonable","2013","Full Time","higher vocational","275","0.528852457717805","0.48675101875712","0.57095389667849","3"
"Reasonable","2013","Full Time","higher education","884","0.479556845744229","0.455731458732826","0.503382232755633","3"
"Reasonable","2013","Part Time","in school","31","0.691556395445581","0.573707973604231","0.809404817286932","3"
"Reasonable","2013","Part Time","inadequately","9","","","","3"
"Reasonable","2013","Part Time","general elemantary","116","0.545775019050602","0.480861342698241","0.610688695402962","3"
"Reasonable","2013","Part Time","middle vocational","936","0.520056113206219","0.49702742429695","0.543084802115488","3"
"Reasonable","2013","Part Time","vocational + Abi","184","0.552268277076966","0.500758394524412","0.60377815962952","3"
"Reasonable","2013","Part Time","higher vocational","138","0.460995397778924","0.39908081523891","0.522909980318939","3"
"Reasonable","2013","Part Time","higher education","426","0.462344248920105","0.429080011564226","0.495608486275984","3"
"Reasonable","2013","Full Time","general elemantary","95","0.429088300850216","0.364272350973519","0.493904250726913","3"
"Reasonable","2013","Full Time","middle vocational","1153","0.485020503492776","0.464296124543777","0.505744882441774","3"
"Slightly Expensive","2013","Part Time","in school","7","","","","4"
"Slightly Expensive","2013","Part Time","inadequately","1","","","","4"
"Slightly Expensive","2013","Part Time","general elemantary","25","","","","4"
"Slightly Expensive","2013","Part Time","middle vocational","154","0.0938581019078955","0.0804155145509461","0.107300689264845","4"
"Slightly Expensive","2013","Part Time","vocational + Abi","26","","","","4"
"Slightly Expensive","2013","Part Time","higher vocational","17","","","","4"
"Slightly Expensive","2013","Part Time","higher education","60","0.0715102774212183","0.0543187099894543","0.0887018448529824","4"
"Slightly Expensive","2013","Not Working","in school","43","0.089691624379885","0.0642089655554786","0.115174283204291","4"
"Slightly Expensive","2013","Not Working","inadequately","8","","","","4"
"Slightly Expensive","2013","Not Working","general elemantary","89","0.101507609127945","0.0805147772463999","0.12250044100949","4"
"Slightly Expensive","2013","Not Working","middle vocational","205","0.0778136662498627","0.0676413873100892","0.0879859451896363","4"
"Slightly Expensive","2013","Not Working","vocational + Abi","48","0.141735274365173","0.103340858371069","0.180129690359277","4"
"Slightly Expensive","2013","Not Working","higher vocational","25","","","","4"
"Slightly Expensive","2013","Not Working","higher education","83","0.0741339532990242","0.0591411879473036","0.0891267186507448","4"
"Slightly Expensive","2013","Full Time","in school","","","","","4"
"Slightly Expensive","2013","Full Time","inadequately","3","","","","4"
"Slightly Expensive","2013","Full Time","general elemantary","34","0.103079497251553","0.063260785656761","0.142898208846344","4"
"Slightly Expensive","2013","Full Time","middle vocational","220","0.106017233975432","0.0932511024494534","0.11878336550141","4"
"Slightly Expensive","2013","Full Time","vocational + Abi","35","0.105510522049507","0.0747033443520586","0.136317699746956","4"
"Slightly Expensive","2013","Full Time","higher vocational","46","0.114000627380632","0.0871952738769224","0.140805980884342","4"
"Slightly Expensive","2013","Full Time","higher education","143","0.0929364373010433","0.0790897738417961","0.10678310076029","4"
"Too Expensive","2013","Full Time","in school","","","","","5"
"Too Expensive","2013","Full Time","inadequately","","","","","5"
"Too Expensive","2013","Full Time","general elemantary","1","","","","5"
"Too Expensive","2013","Full Time","middle vocational","36","0.0162758001642252","0.011028760360837","0.0215228399676134","5"
"Too Expensive","2013","Full Time","vocational + Abi","5","","","","5"
"Too Expensive","2013","Full Time","higher vocational","9","","","","5"
"Too Expensive","2013","Full Time","higher education","15","","","","5"
"Too Expensive","2013","Part Time","in school","","","","","5"
"Too Expensive","2013","Part Time","inadequately","","","","","5"
"Too Expensive","2013","Part Time","general elemantary","2","","","","5"
"Too Expensive","2013","Part Time","middle vocational","22","","","","5"
"Too Expensive","2013","Part Time","vocational + Abi","6","","","","5"
"Too Expensive","2013","Part Time","higher vocational","2","","","","5"
"Too Expensive","2013","Part Time","higher education","2","","","","5"
"Too Expensive","2013","Not Working","in school","8","","","","5"
"Too Expensive","2013","Not Working","inadequately","4","","","","5"
"Too Expensive","2013","Not Working","general elemantary","14","","","","5"
"Too Expensive","2013","Not Working","middle vocational","54","0.0156671823019737","0.0109514688060854","0.0203828957978621","5"
"Too Expensive","2013","Not Working","vocational + Abi","6","","","","5"
"Too Expensive","2013","Not Working","higher vocational","8","","","","5"
"Too Expensive","2013","Not Working","higher education","11","","","","5"
"Very Inexpensive","2013","Not Working","in school","50","0.10512892246574","0.0777752357827902","0.13248260914869","1"
"Very Inexpensive","2013","Not Working","inadequately","6","","","","1"
