"hlf0071_h","year","e11103","sex","n","percent","lower_confidence","upper_confidence"
"5","1997","Full Time","Male","13","","",""
"5","1997","Full Time","Female","9","","",""
"5","1997","Part Time","Male","2","","",""
"5","1997","Part Time","Female","3","","",""
"5","1997","Not Working","Male","12","","",""
"5","1997","Not Working","Female","19","","",""
"1","1998","Full Time","Male","112","0.0267928231071368","0.0217346452310593","0.0318510009832143"
"1","1998","Full Time","Female","47","0.0263569956225767","0.0193310160189372","0.0333829752262162"
"1","1998","Part Time","Male","40","0.052383807452451","0.0384841440955722","0.0662834708093297"
"1","1998","Part Time","Female","57","0.0279265523764755","0.0203982443249985","0.0354548604279526"
"1","1998","Not Working","Male","35","0.0131368294470732","0.00798172998072247","0.0182919289134239"
"1","1998","Not Working","Female","88","0.0207057245412625","0.0159368090437575","0.0254746400387674"
"2","1998","Full Time","Male","742","0.190585385801721","0.178282343242198","0.202888428361245"
"2","1998","Full Time","Female","339","0.159965308641084","0.143887732552839","0.176042884729328"
"2","1998","Part Time","Male","177","0.181819504349304","0.157757360954373","0.205881647744235"
"2","1998","Part Time","Female","357","0.196639265075819","0.17847868981031","0.214799840341329"
"2","1998","Not Working","Male","211","0.0963094306866238","0.0829524720638712","0.109666389309376"
"2","1998","Not Working","Female","468","0.113909100548311","0.103269234693741","0.124548966402882"
"3","1998","Full Time","Male","2754","0.693043037409657","0.678595259582304","0.707490815237011"
"3","1998","Full Time","Female","1452","0.716764620231999","0.697003066415376","0.736526174048621"
"3","1998","Part Time","Male","708","0.705195178902349","0.676749816399587","0.733640541405111"
"3","1998","Part Time","Female","1261","0.673753606373557","0.652331479320968","0.695175733426146"
"3","1998","Not Working","Male","1384","0.739418344991331","0.719544571880504","0.759292118102157"
"3","1998","Not Working","Female","2510","0.738788270392088","0.724076188409104","0.753500352375073"
"4","1998","Full Time","Male","285","0.0832174929487821","0.0745653700292743","0.0918696158682899"
"4","1998","Full Time","Female","150","0.0917353212299292","0.0790753253511513","0.104395317108707"
"4","1998","Part Time","Male","59","0.0587713325100894","0.0440983007848179","0.073444364235361"
"4","1998","Part Time","Female","154","0.0932755483370719","0.0799875137862348","0.106563582887909"
"4","1998","Not Working","Male","221","0.131826405509761","0.116509614408266","0.147143196611256"
"4","1998","Not Working","Female","324","0.114042243927174","0.103396961517425","0.124687526336923"
"5","1998","Full Time","Male","22","","",""
"5","1998","Full Time","Female","9","","",""
"5","1998","Part Time","Male","3","","",""
"5","1998","Part Time","Female","11","","",""
"5","1998","Not Working","Male","23","","",""
"5","1998","Not Working","Female","35","0.0125546605911635","0.00882579419171815","0.0162835269906089"
"1","1999","Full Time","Male","91","0.0175815602771351","0.0134414351685785","0.0217216853856916"
"1","1999","Full Time","Female","37","0.018431034419627","0.0124642073842847","0.0243978614549693"
"1","1999","Part Time","Male","36","0.0392805697043771","0.0272222251843493","0.0513389142244049"
"1","1999","Part Time","Female","44","0.014401568099466","0.00910002716358874","0.0197031090353432"
"1","1999","Not Working","Male","26","","",""
"1","1999","Not Working","Female","65","0.0126931771648715","0.00881085228495439","0.0165755020447886"
"2","1999","Full Time","Male","724","0.190359590645813","0.177992430792418","0.202726750499208"
"2","1999","Full Time","Female","356","0.185226798439883","0.167993101057369","0.202460495822397"
"2","1999","Part Time","Male","173","0.180731924134638","0.156846609632362","0.204617238636915"
"2","1999","Part Time","Female","365","0.186069716408034","0.168752476339013","0.203386956477054"
"2","1999","Not Working","Male","174","0.0918335566339839","0.0782603729108236","0.105406740357144"
"2","1999","Not Working","Female","430","0.111856468286451","0.100925647721195","0.122787288851707"
"3","1999","Full Time","Male","2783","0.717812786049716","0.703634923352036","0.731990648747396"
"3","1999","Full Time","Female","1419","0.7136886279395","0.693635511674737","0.733741744204263"
"3","1999","Part Time","Male","727","0.715952177215418","0.687959898654605","0.74394445577623"
"3","1999","Part Time","Female","1384","0.711876392794484","0.691723428135658","0.732029357453309"
"3","1999","Not Working","Male","1351","0.762254782877211","0.742246755479501","0.78226281027492"
"3","1999","Not Working","Female","2393","0.761322860785917","0.746539591686585","0.776106129885248"
"4","1999","Full Time","Male","264","0.0702004250560764","0.0621521826610026","0.0782486674511502"
"4","1999","Full Time","Female","137","0.0783401197661979","0.0664198621453348","0.0902603773870609"
"4","1999","Part Time","Male","54","0.0543376140892275","0.0402668120845287","0.0684084160939262"
"4","1999","Part Time","Female","139","0.0831546316454233","0.0708678399419986","0.0954414233488481"
"4","1999","Not Working","Male","174","0.124158237279382","0.108659408019192","0.139657066539572"
"4","1999","Not Working","Female","288","0.108384849208604","0.0976039833139368","0.119165715103271"
"5","1999","Full Time","Male","9","","",""
"5","1999","Full Time","Female","3","","",""
"5","1999","Part Time","Male","7","","",""
"5","1999","Part Time","Female","8","","",""
"5","1999","Not Working","Male","14","","",""
"5","1999","Not Working","Female","18","","",""
"1","2000","Full Time","Male","140","0.0215476970652687","0.0180843011953494","0.025011092935188"
"1","2000","Full Time","Female","54","0.0168146478821822","0.0124277986430129","0.0212014971213514"
"1","2000","Part Time","Male","49","0.0320546613219418","0.0233444034806928","0.0407649191631909"
"1","2000","Part Time","Female","88","0.0233250324555285","0.0183282523632507","0.0283218125478063"
"1","2000","Not Working","Male","35","0.0103407540605815","0.00687608796106758","0.0138054201600954"
"1","2000","Not Working","Female","98","0.0146667442239628","0.0115527430276359","0.0177807454202897"
"2","2000","Full Time","Male","1141","0.178026130667281","0.168901763432599","0.187150497901963"
"2","2000","Full Time","Female","504","0.157258386568564","0.144837710127669","0.169679063009458"
"2","2000","Part Time","Male","280","0.180438385512962","0.161422556246148","0.199454214779776"
"2","2000","Part Time","Female","573","0.166107678865165","0.153786452911213","0.178428904819118"
"2","2000","Not Working","Male","281","0.0832558479410762","0.0737940452545453","0.0927176506276071"
"2","2000","Not Working","Female","652","0.102678345820575","0.0948156069713355","0.110541084669814"
"3","2000","Full Time","Male","4955","0.72142793902107","0.710734998981135","0.732120879061005"
"3","2000","Full Time","Female","2471","0.741554980096355","0.726618547513142","0.756491412679567"
"3","2000","Part Time","Male","1125","0.704352750923147","0.681787403354656","0.726918098491639"
"3","2000","Part Time","Female","2576","0.726584382407366","0.711828718039951","0.74134004677478"
"3","2000","Not Working","Male","2541","0.769290093229119","0.754861611609062","0.783718574849176"
"3","2000","Not Working","Female","4363","0.769869768943202","0.758966522828238","0.780773015058166"
"4","2000","Full Time","Male","490","0.0744431199781384","0.0681820909951276","0.0807041489611491"
"4","2000","Full Time","Female","260","0.0808820394177792","0.071579472685333","0.0901846061502254"
"4","2000","Part Time","Male","102","0.0699332894384154","0.0573220135416375","0.0825445653351933"
"4","2000","Part Time","Female","261","0.0800549874714136","0.071070791606591","0.0890391833362362"
"4","2000","Not Working","Male","378","0.122737948160491","0.111499753771392","0.133976142549589"
"4","2000","Not Working","Female","553","0.100844790178472","0.093044614011242","0.108644966345703"
"5","2000","Full Time","Male","26","","",""
"5","2000","Full Time","Female","11","","",""
"5","2000","Part Time","Male","15","","",""
"5","2000","Part Time","Female","7","","",""
"5","2000","Not Working","Male","40","0.0143753566087323","0.0102986681004628","0.0184520451170017"
"5","2000","Not Working","Female","59","0.0119403508337883","0.0091267630404631","0.0147539386271135"
"1","2001","Full Time","Male","134","0.0226747521131232","0.0189270351699725","0.026422469056274"
"1","2001","Full Time","Female","51","0.0185344384377779","0.0136960228120991","0.0233728540634567"
"1","2001","Part Time","Male","38","0.0367560890864127","0.0270375803620898","0.0464745978107355"
"1","2001","Part Time","Female","68","0.0208494714900703","0.0160333463571843","0.0256655966229563"
"1","2001","Not Working","Male","38","0.0115680282639859","0.00776500696333088","0.0153710495646409"
"1","2001","Not Working","Female","95","0.0150062521075634","0.0116557373538495","0.0183567668612772"
"2","2001","Full Time","Male","1004","0.168422093624715","0.159000443967307","0.177843743282123"
"2","2001","Full Time","Female","445","0.162314970303347","0.149086927585929","0.175543013020765"
"2","2001","Part Time","Male","256","0.17738623796952","0.157656342151454","0.197116133787585"
"2","2001","Part Time","Female","568","0.167094628626982","0.154519727419927","0.179669529834037"
"2","2001","Not Working","Male","238","0.0783859132249424","0.0688267636235966","0.0879450628262882"
"2","2001","Not Working","Female","544","0.0919037237377295","0.083942291920045","0.0998651555554139"
"3","2001","Full Time","Male","4483","0.731002730401403","0.719838998855313","0.742166461947494"
"3","2001","Full Time","Female","2243","0.729435556200666","0.713498623104539","0.745372489296794"
"3","2001","Part Time","Male","1021","0.701288306539378","0.677648644922793","0.724927968155963"
"3","2001","Part Time","Female","2500","0.73530639790601","0.720435698324386","0.750177097487634"
"3","2001","Not Working","Male","2401","0.780475296913726","0.765753969390523","0.79519662443693"
"3","2001","Not Working","Female","3874","0.770926262595221","0.759345084249338","0.782507440941103"
"4","2001","Full Time","Male","412","0.072528822039053","0.0659992987952302","0.0790583452828758"
"4","2001","Full Time","Female","237","0.0856136391799212","0.0755764462506785","0.0956508321091638"
"4","2001","Part Time","Male","113","0.0775471424633486","0.0637330666607667","0.0913612182659305"
"4","2001","Part Time","Female","230","0.0716357344184005","0.0629431368878927","0.0803283319489083"
"4","2001","Not Working","Male","323","0.116246201485317","0.104846834716359","0.127645568254274"
"4","2001","Not Working","Female","494","0.110533295633465","0.101892174646512","0.119174416620419"
"5","2001","Full Time","Male","28","","",""
"5","2001","Full Time","Female","9","","",""
"5","2001","Part Time","Male","12","","",""
"5","2001","Part Time","Female","15","","",""
"5","2001","Not Working","Male","37","0.0133245601120285","0.00924663454709763","0.0174024856769593"
"5","2001","Not Working","Female","51","0.0116304659260213","0.00867574199131726","0.0145851898607253"
"1","2002","Full Time","Male","144","0.0273805303975689","0.0233933468994361","0.0313677138957017"
"1","2002","Full Time","Female","67","0.0258064617792578","0.02026146909836","0.0313514544601555"
"1","2002","Part Time","Male","40","0.036189354876772","0.0268677179328997","0.0455109918206443"
"1","2002","Part Time","Female","79","0.0280021082830077","0.0226898153919585","0.0333144011740569"
"1","2002","Not Working","Male","40","0.0128810333121597","0.00896000856245423","0.0168020580618651"
"1","2002","Not Working","Female","91","0.0146658217567094","0.0113701790240832","0.0179614644893356"
"2","2002","Full Time","Male","1078","0.172434335604644","0.163204649713256","0.181664021496032"
"2","2002","Full Time","Female","499","0.175475090558994","0.162172882060313","0.188777299057676"
"2","2002","Part Time","Male","253","0.169256151072812","0.150540208598558","0.187972093547065"
"2","2002","Part Time","Female","654","0.174353412648676","0.162136363919862","0.18657046137749"
"2","2002","Not Working","Male","283","0.0969594040938091","0.0866700505569795","0.107248757630639"
"2","2002","Not Working","Female","543","0.100443472826825","0.092202656395235","0.108684289258414"
"3","2002","Full Time","Male","4635","0.71188618328528","0.700820935585117","0.722951430985444"
"3","2002","Full Time","Female","2300","0.707850961980586","0.691947661435845","0.723754262525327"
"3","2002","Part Time","Male","1099","0.70578229621375","0.683037833335953","0.728526759091547"
"3","2002","Part Time","Female","2633","0.704838205712223","0.690151351827753","0.719525059596692"
"3","2002","Not Working","Male","2378","0.738396194782832","0.723113278399112","0.753679111166551"
"3","2002","Not Working","Female","3779","0.737097808187515","0.72502926597395","0.749166350401079"
"4","2002","Full Time","Male","533","0.0808822905151586","0.0742205746806913","0.0875440063496258"
"4","2002","Full Time","Female","254","0.084917387600083","0.0751687800571283","0.0946659951430377"
"4","2002","Part Time","Male","133","0.0794278224756445","0.0659313226030931","0.0929243223481959"
"4","2002","Part Time","Female","309","0.0841016420105134","0.0751648867913143","0.0930383972297124"
"4","2002","Not Working","Male","415","0.134581739388661","0.122714612680269","0.146448866097054"
"4","2002","Not Working","Female","605","0.129176976814779","0.119981957200128","0.13837199642943"
"5","2002","Full Time","Male","45","0.0074166601973484","0.00532032127922069","0.0095129991154761"
"5","2002","Full Time","Female","21","","",""
"5","2002","Part Time","Male","17","","",""
"5","2002","Part Time","Female","30","0.0087046313455803","0.00571353284691999","0.0116957298442406"
"5","2002","Not Working","Male","61","0.0171816284225383","0.0126629828515896","0.0217002739934871"
"5","2002","Not Working","Female","93","0.0186159204141722","0.0149103342893297","0.0223215065390148"
"1","2003","Full Time","Male","109","0.0219142900585847","0.0181992916995857","0.0256292884175838"
"1","2003","Full Time","Female","42","0.0164095097118913","0.0118203396535142","0.0209986797702683"
"1","2003","Part Time","Male","30","0.0188041079695401","0.0120222139251474","0.0255860020139329"
"1","2003","Part Time","Female","69","0.0190203638771964","0.0145545721871415","0.0234861555672514"
"1","2003","Not Working","Male","45","0.0137873932700279","0.00974469747856097","0.0178300890614948"
"1","2003","Not Working","Female","81","0.0150628887156933","0.0116891015652068","0.0184366758661798"
"2","2003","Full Time","Male","996","0.179398900697962","0.169662859510609","0.189134941885315"
"2","2003","Full Time","Female","456","0.172736878761044","0.159081820600061","0.186391936922028"
"2","2003","Part Time","Male","261","0.1842963660971","0.164937881547638","0.203654850646562"
"2","2003","Part Time","Female","612","0.180925018788807","0.168339526783884","0.19351051079373"
"2","2003","Not Working","Male","284","0.102961640199988","0.0924253447705046","0.113497935629471"
"2","2003","Not Working","Female","541","0.10654232957181","0.0979964379586639","0.115088221184955"
"3","2003","Full Time","Male","4307","0.709753461571905","0.698236345318289","0.72127057782552"
"3","2003","Full Time","Female","2150","0.709857115660769","0.693463655851699","0.72625057546984"
"3","2003","Part Time","Male","1093","0.685206103693504","0.662017716972947","0.708394490414062"
"3","2003","Part Time","Female","2587","0.702186586852904","0.687236027333954","0.717137146371855"
"3","2003","Not Working","Male","2392","0.737926344649088","0.722680099576614","0.753172589721562"
"3","2003","Not Working","Female","3722","0.741874009703037","0.729752959745707","0.753995059660368"
"4","2003","Full Time","Male","512","0.0821908677057253","0.075221483022957","0.0891602523884937"
"4","2003","Full Time","Female","279","0.0963208415121998","0.0856635595683587","0.106978123456041"
"4","2003","Part Time","Male","140","0.097254223412676","0.0824602872800788","0.112048159545273"
"4","2003","Part Time","Female","299","0.0885983870126387","0.0793081486120512","0.0978886254132263"
"4","2003","Not Working","Male","424","0.130946454886769","0.119251061183527","0.142641848590011"
"4","2003","Not Working","Female","582","0.117956849309725","0.109022441062365","0.126891257557085"
"5","2003","Full Time","Male","42","0.00674247996582298","0.00466590683754484","0.00881905309410111"
"5","2003","Full Time","Female","17","","",""
"5","2003","Part Time","Male","17","","",""
"5","2003","Part Time","Female","27","","",""
"5","2003","Not Working","Male","51","0.0143781669941273","0.0102510039603084","0.0185053300279461"
"5","2003","Not Working","Female","81","0.0185639226997348","0.014825183424618","0.0223026619748516"
"1","2004","Full Time","Male","91","0.0176817059608589","0.0142415846832889","0.0211218272384288"
"1","2004","Full Time","Female","36","0.0166100227155503","0.0118879350392168","0.0213321103918838"
"1","2004","Part Time","Male","32","0.0324134352605162","0.023448343896198","0.0413785266248343"
"1","2004","Part Time","Female","60","0.0189299544399697","0.0144273556542757","0.0234325532256637"
"1","2004","Not Working","Male","39","0.0118981943217448","0.00817329988128889","0.0156230887622007"
"1","2004","Not Working","Female","72","0.0130659351270914","0.00989447473427086","0.016237395519912"
"2","2004","Full Time","Male","902","0.17146004764455","0.161621664020961","0.181298431268138"
"2","2004","Full Time","Female","443","0.170142257003204","0.156258916844407","0.184025597162002"
"2","2004","Part Time","Male","253","0.167612150506297","0.148703397464654","0.18652090354794"
"2","2004","Part Time","Female","560","0.162369571900882","0.150184811237218","0.174554332564547"
"2","2004","Not Working","Male","281","0.091963171266945","0.0820358678511755","0.101890474682715"
"2","2004","Not Working","Female","475","0.0910682363738231","0.0830330847386205","0.0991033880090257"
"3","2004","Full Time","Male","4092","0.714953048254083","0.703169325474656","0.72673677103351"
"3","2004","Full Time","Female","2055","0.7184837198609","0.701866962893074","0.735100476828725"
"3","2004","Part Time","Male","1057","0.702600579803813","0.679460141255583","0.725741018352043"
"3","2004","Part Time","Female","2551","0.714269487664898","0.699343337151709","0.729195638178087"
"3","2004","Not Working","Male","2480","0.75570838195617","0.740947782437952","0.770468981474387"
"3","2004","Not Working","Female","3730","0.761848304160283","0.749952164192136","0.77374444412843"
"4","2004","Full Time","Male","511","0.0889284319778629","0.0814985465040058","0.0963583174517201"
"4","2004","Full Time","Female","266","0.0907405234355742","0.0801277082201252","0.101353338651023"
"4","2004","Part Time","Male","143","0.085592588397107","0.071430241648723","0.099754935145491"
"4","2004","Part Time","Female","326","0.0966411280418531","0.0868788851284973","0.106403370955209"
"4","2004","Not Working","Male","402","0.126843598553396","0.115410791004661","0.138276406102131"
"4","2004","Not Working","Female","576","0.1192358751375","0.110185256746519","0.128286493528481"
"5","2004","Full Time","Male","42","0.0069767661626458","0.00480410328636843","0.00914942903892316"
"5","2004","Full Time","Female","14","","",""
"5","2004","Part Time","Male","14","","",""
"5","2004","Part Time","Female","22","","",""
"5","2004","Not Working","Male","53","0.0135866539017445","0.00960962890499192","0.0175636788984971"
"5","2004","Not Working","Female","72","0.0147816492013025","0.0114113173436078","0.0181519810589973"
"1","2005","Full Time","Male","85","0.0200024914425084","0.0162536137753315","0.0237513691096853"
"1","2005","Full Time","Female","35","0.0129031539850779","0.00863437403387033","0.0171719339362856"
"1","2005","Part Time","Male","19","","",""
"1","2005","Part Time","Female","51","0.0215575889652961","0.0167014708500373","0.0264137070805549"
"1","2005","Not Working","Male","26","","",""
"1","2005","Not Working","Female","52","0.0108927347500275","0.00793466996918704","0.0138507995308679"
"2","2005","Full Time","Male","866","0.17727079250151","0.167045075080784","0.187496509922237"
"2","2005","Full Time","Female","392","0.166962347846877","0.152855904361556","0.181068791332199"
"2","2005","Part Time","Male","217","0.169658178748759","0.149912629695983","0.189403727801534"
"2","2005","Part Time","Female","554","0.163237577341112","0.150880019039407","0.175595135642817"
"2","2005","Not Working","Male","295","0.101809755636482","0.0913143387021351","0.112305172570829"
"2","2005","Not Working","Female","489","0.108543203008705","0.0996784020772428","0.117408003940167"
"3","2005","Full Time","Male","3928","0.720520482086372","0.708504897791275","0.732536066381468"
"3","2005","Full Time","Female","1982","0.716609116123878","0.699563604225401","0.733654628022354"
"3","2005","Part Time","Male","993","0.707465620655412","0.683532767043605","0.731398474267219"
"3","2005","Part Time","Female","2511","0.728173139526883","0.713297178720428","0.743049100333338"
"3","2005","Not Working","Male","2434","0.758594693768572","0.743742208248783","0.773447179288362"
"3","2005","Not Working","Female","3563","0.74367710690888","0.731234727936024","0.756119485881736"
"4","2005","Full Time","Male","428","0.0722086624052382","0.0652781308831105","0.0791391939273659"
"4","2005","Full Time","Female","257","0.0943365265698658","0.0832804939072891","0.105392559232443"
"4","2005","Part Time","Male","140","0.0930960377358491","0.0778098353128432","0.108382240158855"
"4","2005","Part Time","Female","292","0.0808000001393011","0.0716876121697914","0.0899123881088109"
"4","2005","Not Working","Male","384","0.117892528507224","0.106700089848415","0.129084967166034"
"4","2005","Not Working","Female","541","0.119454315861045","0.11021171093188","0.12869692079021"
"5","2005","Full Time","Male","51","0.0099975715643714","0.00733370708360218","0.0126614360451406"
"5","2005","Full Time","Female","19","","",""
"5","2005","Part Time","Male","19","","",""
"5","2005","Part Time","Female","28","","",""
"5","2005","Not Working","Male","50","0.0123972889264295","0.00855689893198937","0.0162376789208696"
"5","2005","Not Working","Female","85","0.0174326394713427","0.0137028848425528","0.0211623941001326"
"1","2006","Full Time","Male","98","0.0237286699684284","0.0197451586602619","0.0277121812765948"
"1","2006","Full Time","Female","41","0.0197725250422185","0.0146387909786842","0.0249062591057528"
"1","2006","Part Time","Male","22","","",""
"1","2006","Part Time","Female","64","0.0195491339996466","0.0150291970278234","0.0240690709714697"
"1","2006","Not Working","Male","41","0.0162883658658393","0.0121728119902339","0.0204039197414447"
"1","2006","Not Working","Female","68","0.0176210667115378","0.0140624378238018","0.0211796955992738"
"2","2006","Full Time","Male","862","0.168808290425487","0.15900455514867","0.178612025702305"
"2","2006","Full Time","Female","407","0.170865459217519","0.156985809437496","0.184745108997543"
"2","2006","Part Time","Male","238","0.185171348261919","0.164975081787144","0.205367614736695"
"2","2006","Part Time","Female","547","0.161892653638182","0.14986671192801","0.173918595348353"
"2","2006","Not Working","Male","304","0.0984943334832602","0.088806080231116","0.108182586735404"
"2","2006","Not Working","Female","544","0.109192412192613","0.100756826028982","0.117627998356244"
"3","2006","Full Time","Male","4070","0.709012345618578","0.697124360053105","0.720900331184051"
"3","2006","Full Time","Female","2066","0.707121978114814","0.690340530400064","0.723903425829564"
"3","2006","Part Time","Male","1010","0.705808031534701","0.682115593353228","0.729500469716173"
"3","2006","Part Time","Female","2608","0.714958647931477","0.700220256168556","0.729697039694398"
"3","2006","Not Working","Male","2723","0.745471128456641","0.731308639974677","0.759633616938604"
"3","2006","Not Working","Female","3854","0.726493740632534","0.714437090589546","0.738550390675522"
"4","2006","Full Time","Male","518","0.0853525304997562","0.0780398069131646","0.0926652540863478"
"4","2006","Full Time","Female","283","0.0874006919048366","0.0769862412182917","0.0978151425913815"
"4","2006","Part Time","Male","135","0.0876574255755977","0.0729538019048344","0.102361049246361"
"4","2006","Part Time","Female","348","0.0939326521595318","0.0844081072880839","0.10345719703098"
"4","2006","Not Working","Male","499","0.122353483963005","0.111699215980413","0.133007751945598"
"4","2006","Not Working","Female","686","0.129083722106126","0.120014897018505","0.138152547193746"
"5","2006","Full Time","Male","60","0.0130981634877501","0.0101224831827151","0.0160738437927852"
"5","2006","Full Time","Female","28","","",""
"5","2006","Part Time","Male","16","","",""
"5","2006","Part Time","Female","37","0.00966691227116292","0.00647250538631981","0.012861319156006"
"5","2006","Not Working","Male","67","0.0173926882312548","0.0131422962715673","0.0216430801909423"
"5","2006","Not Working","Female","99","0.0176090583571899","0.0140516204958305","0.0211664962185493"
"1","2007","Full Time","Male","75","0.017014898435095","0.0135125972402986","0.0205171996298913"
"1","2007","Full Time","Female","22","","",""
"1","2007","Part Time","Male","21","","",""
"1","2007","Part Time","Female","54","0.0198510678094651","0.015178891908345","0.0245232437105853"
"1","2007","Not Working","Male","26","","",""
"1","2007","Not Working","Female","51","0.0135275359183003","0.0102894385491103","0.0167656332874903"
"2","2007","Full Time","Male","848","0.174919112054171","0.164631081635708","0.185207142472633"
"2","2007","Full Time","Female","421","0.160593700054142","0.146572326170433","0.174615073937851"
"2","2007","Part Time","Male","185","0.138527328949284","0.119726950767199","0.157327707131368"
"2","2007","Part Time","Female","530","0.162844244047278","0.150477067714824","0.175211420379732"
"2","2007","Not Working","Male","327","0.105769227028076","0.0955039911490185","0.116034462907133"
"2","2007","Not Working","Female","483","0.102881369835902","0.0943654536338842","0.111397286037919"
"3","2007","Full Time","Male","3792","0.71383648454485","0.701596754316892","0.726076214772808"
"3","2007","Full Time","Female","1909","0.728350275176276","0.711363341749736","0.745337208602816"
"3","2007","Part Time","Male","956","0.757152634384109","0.733816091455024","0.780489177313193"
"3","2007","Part Time","Female","2462","0.708393789742829","0.693170203565199","0.723617375920459"
"3","2007","Not Working","Male","2559","0.734941532895769","0.720209533279318","0.749673532512219"
"3","2007","Not Working","Female","3630","0.738052498186134","0.72572744420256","0.750377552169709"
"4","2007","Full Time","Male","477","0.0863085625433822","0.0787036878370901","0.0939134372496744"
"4","2007","Full Time","Female","258","0.0884778673746067","0.0776325781630294","0.099323156586184"
"4","2007","Part Time","Male","123","0.075571274445297","0.0611868267222662","0.0899557221683279"
"4","2007","Part Time","Female","346","0.101083659621439","0.0909869159959437","0.111180403246935"
"4","2007","Not Working","Male","473","0.129894034724358","0.118672683936447","0.14111538551227"
"4","2007","Not Working","Female","632","0.127282327752526","0.117939915829964","0.136624739675087"
"5","2007","Full Time","Male","46","0.00792094242250208","0.00552030311340262","0.0103215817316015"
"5","2007","Full Time","Female","24","","",""
"5","2007","Part Time","Male","12","","",""
"5","2007","Part Time","Female","32","0.00782723877898868","0.00487549161734401","0.0107789859406334"
"5","2007","Not Working","Male","63","0.0169293962015011","0.0126233612377262","0.021235431165276"
"5","2007","Not Working","Female","93","0.0182562683071379","0.0145035743680547","0.0220089622462211"
"1","2008","Full Time","Male","59","0.017463046319811","0.0138147322112594","0.0211113604283625"
"1","2008","Full Time","Female","29","","",""
"1","2008","Part Time","Male","28","","",""
"1","2008","Part Time","Female","42","0.0161076501187858","0.0117519986790143","0.0204633015585572"
"1","2008","Not Working","Male","19","","",""
"1","2008","Not Working","Female","41","0.00945484584390454","0.00663949603004277","0.0122701956577663"
"2","2008","Full Time","Male","767","0.164812596234638","0.154479155780185","0.175146036689092"
"2","2008","Full Time","Female","376","0.177408057823568","0.162516557596612","0.192299558050524"
"2","2008","Part Time","Male","171","0.164121574346604","0.143234913295268","0.18500823539794"
"2","2008","Part Time","Female","501","0.170227657268385","0.157224231846771","0.183231082689999"
"2","2008","Not Working","Male","268","0.0983850923701798","0.0880690618575321","0.108701122882827"
"2","2008","Not Working","Female","425","0.0964936171458112","0.0879038200460273","0.105083414245595"
"3","2008","Full Time","Male","3619","0.721975332474995","0.709496883205521","0.734453781744469"
"3","2008","Full Time","Female","1835","0.689044799321654","0.671000825092598","0.707088773550711"
"3","2008","Part Time","Male","878","0.701926404253806","0.676132198073942","0.72772061043367"
"3","2008","Part Time","Female","2323","0.704371646253116","0.688583279444507","0.720160013061725"
"3","2008","Not Working","Male","2358","0.72215052147881","0.706635367686575","0.737665675271045"
"3","2008","Not Working","Female","3348","0.736269942556344","0.723450582374765","0.749089302737923"
"4","2008","Full Time","Male","457","0.0852858200478941","0.0775065491778789","0.0930650909179093"
"4","2008","Full Time","Female","263","0.102371905555332","0.0905551522678369","0.114188658842828"
"4","2008","Part Time","Male","117","0.0885509201772642","0.072530372138965","0.104571468215563"
"4","2008","Part Time","Female","307","0.0960238316749658","0.0858301459736761","0.106217517376255"
"4","2008","Not Working","Male","479","0.149271036233284","0.136928033915217","0.16161403855135"
"4","2008","Not Working","Female","614","0.133142525561854","0.123259265024911","0.143025786098798"
"5","2008","Full Time","Male","50","0.0104632049226618","0.00762916403012789","0.0132972458151957"
"5","2008","Full Time","Female","25","","",""
"5","2008","Part Time","Male","14","","",""
"5","2008","Part Time","Female","36","0.0132692146847469","0.00931021760090456","0.0172282117685892"
"5","2008","Not Working","Male","78","0.0237054069661361","0.0184361233234557","0.0289746906088165"
"5","2008","Not Working","Female","111","0.0246390688920862","0.0201292113518949","0.0291489264322774"
"1","2009","Full Time","Male","70","0.0169383288715978","0.0132036202174071","0.0206730375257885"
"1","2009","Full Time","Female","33","0.014734756327044","0.00993621673856569","0.0195332959155224"
"1","2009","Part Time","Male","19","","",""
"1","2009","Part Time","Female","54","0.0227571359098067","0.0174664024620214","0.028047869357592"
"1","2009","Not Working","Male","31","0.0107001688290204","0.00701970944333123","0.0143806282147096"
"1","2009","Not Working","Female","48","0.0139928913471288","0.010395713824617","0.0175900688696407"
"2","2009","Full Time","Male","738","0.180559307910643","0.169426626783201","0.191691989038084"
"2","2009","Full Time","Female","360","0.176006536708263","0.160839969165273","0.191173104251252"
"2","2009","Part Time","Male","175","0.177124158241244","0.15527648756378","0.198971828918708"
"2","2009","Part Time","Female","502","0.179903550967154","0.166276302959123","0.193530798975185"
"2","2009","Not Working","Male","267","0.107531718652517","0.0964499919435152","0.118613445361519"
"2","2009","Not Working","Female","374","0.0907142611527733","0.0819188511176414","0.0995096711879051"
"3","2009","Full Time","Male","3276","0.698677973197022","0.685398372034817","0.711957574359226"
"3","2009","Full Time","Female","1717","0.671074215460316","0.652363290485","0.689785140435631"
"3","2009","Part Time","Male","819","0.665642342134801","0.638644740040571","0.692639944229032"
"3","2009","Part Time","Female","2139","0.677566172324239","0.660983596812081","0.694148747836398"
"3","2009","Not Working","Male","2149","0.703221345748138","0.686879349738041","0.719563341758235"
"3","2009","Not Working","Female","2976","0.732229637082932","0.718669220791499","0.745790053374365"
"4","2009","Full Time","Male","458","0.0928849172700567","0.0844838423220215","0.101285992218092"
"4","2009","Full Time","Female","289","0.124924622590525","0.111756987680834","0.138092257500216"
