"hlf0071_h","year","education","sampreg","n","percent","lower_confidence","upper_confidence"
"4","1992","no degree/no degree yet","West Germany","17","","",""
"4","1992","no degree/no degree yet","East Germany","2","","",""
"5","1992","lower secondary degree","West Germany","23","","",""
"5","1992","lower secondary degree","East Germany","10","","",""
"5","1992","secondary school degree","West Germany","6","","",""
"5","1992","secondary school degree","East Germany","6","","",""
"5","1992","college entrance qualification","West Germany","10","","",""
"5","1992","college entrance qualification","East Germany","","","",""
"5","1992","Other degree","West Germany","1","","",""
"5","1992","Other degree","East Germany","","","",""
"5","1992","no degree/no degree yet","West Germany","","","",""
"5","1992","no degree/no degree yet","East Germany","","","",""
"1","1993","lower secondary degree","West Germany","137","0.0186811835663152","0.0146009486826959","0.0227614184499346"
"1","1993","lower secondary degree","East Germany","10","","",""
"1","1993","secondary school degree","West Germany","57","0.0256990635006681","0.0183022636998763","0.03309586330146"
"1","1993","secondary school degree","East Germany","75","0.048746520327438","0.0387203247634022","0.0587727158914738"
"1","1993","college entrance qualification","West Germany","42","0.0270874323798383","0.0181166856125692","0.0360581791471074"
"1","1993","college entrance qualification","East Germany","25","","",""
"1","1993","Other degree","West Germany","102","0.0964486063860507","0.0774040154425618","0.11549319732954"
"1","1993","Other degree","East Germany","","","",""
"1","1993","no degree/no degree yet","West Germany","79","0.0737542568282233","0.0550610082699927","0.092447505386454"
"1","1993","no degree/no degree yet","East Germany","1","","",""
"2","1993","lower secondary degree","West Germany","631","0.126916378424679","0.116884906467391","0.136947850381967"
"2","1993","lower secondary degree","East Germany","165","0.0967902548488393","0.0812801224199842","0.112300387277694"
"2","1993","secondary school degree","West Germany","353","0.177801113553029","0.159928241924189","0.195673985181868"
"2","1993","secondary school degree","East Germany","461","0.257266242639672","0.236913440263668","0.277619045015676"
"2","1993","college entrance qualification","West Germany","274","0.21842197461343","0.195590071905588","0.241253877321271"
"2","1993","college entrance qualification","East Germany","150","0.282688579456088","0.242487975632775","0.322889183279401"
"2","1993","Other degree","West Germany","218","0.241761947191391","0.214140654433101","0.269383239949682"
"2","1993","Other degree","East Germany","4","","",""
"2","1993","no degree/no degree yet","West Germany","168","0.202225936627619","0.173499185847217","0.230952687408022"
"2","1993","no degree/no degree yet","East Germany","24","","",""
"3","1993","lower secondary degree","West Germany","3171","0.776218812500732","0.763659039898864","0.7887785851026"
"3","1993","lower secondary degree","East Germany","1075","0.786630603588327","0.765139591648433","0.808121615528221"
"3","1993","secondary school degree","West Germany","1207","0.700216086553061","0.678799075543091","0.721633097563031"
"3","1993","secondary school degree","East Germany","1140","0.6390982469405","0.616737076020821","0.661459417860179"
"3","1993","college entrance qualification","West Germany","809","0.642943879453489","0.61646725931297","0.669420499594008"
"3","1993","college entrance qualification","East Germany","280","0.598550954174565","0.554789640500503","0.642312267848627"
"3","1993","Other degree","West Germany","564","0.623239102903186","0.591977769476901","0.654500436329471"
"3","1993","Other degree","East Germany","34","0.795308426326139","0.674712777736296","0.915904074915982"
"3","1993","no degree/no degree yet","West Germany","489","0.699383501003878","0.666589665021226","0.73217733698653"
"3","1993","no degree/no degree yet","East Germany","41","0.616831436145505","0.502943622392205","0.730719249898805"
"4","1993","lower secondary degree","West Germany","271","0.073027420632619","0.0651867297578672","0.0808681115073707"
"4","1993","lower secondary degree","East Germany","132","0.0995204270104722","0.0838168557366056","0.115223998284339"
"4","1993","secondary school degree","West Germany","133","0.0906722555232017","0.0772496728906493","0.104094838155754"
"4","1993","secondary school degree","East Germany","90","0.0510123714937611","0.0407680248737992","0.061256718113723"
"4","1993","college entrance qualification","West Germany","125","0.104846556287808","0.0879174668617818","0.121775645713835"
"4","1993","college entrance qualification","East Germany","26","","",""
"4","1993","Other degree","West Germany","38","0.0378225627915998","0.0255156166197432","0.0501295089634563"
"4","1993","Other degree","East Germany","4","","",""
"4","1993","no degree/no degree yet","West Germany","15","","",""
"4","1993","no degree/no degree yet","East Germany","4","","",""
"5","1993","lower secondary degree","West Germany","20","","",""
"5","1993","lower secondary degree","East Germany","14","","",""
"5","1993","secondary school degree","West Germany","8","","",""
"5","1993","secondary school degree","East Germany","6","","",""
"5","1993","college entrance qualification","West Germany","8","","",""
"5","1993","college entrance qualification","East Germany","1","","",""
"5","1993","Other degree","West Germany","1","","",""
"5","1993","Other degree","East Germany","1","","",""
"5","1993","no degree/no degree yet","West Germany","","","",""
"5","1993","no degree/no degree yet","East Germany","","","",""
"1","1994","lower secondary degree","West Germany","115","0.0161916568610536","0.0123122502615425","0.0200710634605647"
"1","1994","lower secondary degree","East Germany","16","","",""
"1","1994","secondary school degree","West Germany","57","0.0222500901940498","0.0153017777792309","0.0291984026088687"
"1","1994","secondary school degree","East Germany","83","0.0477667049956958","0.0377457804913609","0.0577876295000306"
"1","1994","college entrance qualification","West Germany","30","0.0212123709757944","0.0133644964734672","0.0290602454781216"
"1","1994","college entrance qualification","East Germany","36","0.0660047019555881","0.0440205441347877","0.0879888597763885"
"1","1994","Other degree","West Germany","87","0.102604744899755","0.0818861598680822","0.123323329931427"
"1","1994","Other degree","East Germany","","","",""
"1","1994","no degree/no degree yet","West Germany","64","0.0696258648700926","0.0510351556360681","0.0882165741041172"
"1","1994","no degree/no degree yet","East Germany","3","","",""
"2","1994","lower secondary degree","West Germany","562","0.118789670787588","0.108844928506883","0.128734413068293"
"2","1994","lower secondary degree","East Germany","151","0.0932701927529354","0.077797405623434","0.108742979882437"
"2","1994","secondary school degree","West Germany","316","0.164791130474834","0.147314245720062","0.182268015229605"
"2","1994","secondary school degree","East Germany","451","0.268726630130321","0.247897616743221","0.289555643517421"
"2","1994","college entrance qualification","West Germany","281","0.207614756931266","0.185524004638016","0.229705509224517"
"2","1994","college entrance qualification","East Germany","132","0.244103330065039","0.206069670127545","0.282136990002532"
"2","1994","Other degree","West Germany","168","0.208318846926563","0.180590503790823","0.236047190062302"
"2","1994","Other degree","East Germany","4","","",""
"2","1994","no degree/no degree yet","West Germany","156","0.197088887537099","0.16803216366933","0.226145611404869"
"2","1994","no degree/no degree yet","East Germany","22","","",""
"3","1994","lower secondary degree","West Germany","3089","0.778597039224395","0.765835222892309","0.791358855556482"
"3","1994","lower secondary degree","East Germany","1042","0.783996085554423","0.762101036370402","0.805891134738444"
"3","1994","secondary school degree","West Germany","1203","0.702606521016413","0.681072686765125","0.724140355267701"
"3","1994","secondary school degree","East Germany","1100","0.624390947478338","0.601636316792921","0.647145578163755"
"3","1994","college entrance qualification","West Germany","858","0.655946404037597","0.630072591022488","0.681820217052706"
"3","1994","college entrance qualification","East Germany","292","0.613770643378641","0.570660869240517","0.656880417516765"
"3","1994","Other degree","West Germany","535","0.636849339728572","0.604013641501791","0.669685037955353"
"3","1994","Other degree","East Germany","27","","",""
"3","1994","no degree/no degree yet","West Germany","476","0.68092211344872","0.646875108377425","0.714969118520015"
"3","1994","no degree/no degree yet","East Germany","58","0.688438112793133","0.590555967107435","0.786320258478831"
"4","1994","lower secondary degree","West Germany","281","0.0809132949541015","0.0725311997497979","0.0892953901584052"
"4","1994","lower secondary degree","East Germany","125","0.0983028714923111","0.0824622720376724","0.11414347094695"
"4","1994","secondary school degree","West Germany","144","0.10316030346055","0.0888313895265652","0.117489217394535"
"4","1994","secondary school degree","East Germany","96","0.0542310283930123","0.0435898452495382","0.0648722115364864"
"4","1994","college entrance qualification","West Germany","116","0.10594813788392","0.0891855438605158","0.122710731907325"
"4","1994","college entrance qualification","East Germany","29","","",""
"4","1994","Other degree","West Germany","31","0.0481751783749355","0.0335542596177739","0.062796097132097"
"4","1994","Other degree","East Germany","2","","",""
"4","1994","no degree/no degree yet","West Germany","23","","",""
"4","1994","no degree/no degree yet","East Germany","3","","",""
"5","1994","lower secondary degree","West Germany","19","","",""
"5","1994","lower secondary degree","East Germany","23","","",""
"5","1994","secondary school degree","West Germany","11","","",""
"5","1994","secondary school degree","East Germany","10","","",""
"5","1994","college entrance qualification","West Germany","10","","",""
"5","1994","college entrance qualification","East Germany","1","","",""
"5","1994","Other degree","West Germany","3","","",""
"5","1994","Other degree","East Germany","1","","",""
"5","1994","no degree/no degree yet","West Germany","1","","",""
"5","1994","no degree/no degree yet","East Germany","","","",""
"1","1995","lower secondary degree","West Germany","104","0.0153881501600772","0.0116004872252642","0.0191758130948901"
"1","1995","lower secondary degree","East Germany","19","","",""
"1","1995","secondary school degree","West Germany","60","0.0240098514328991","0.0170511877135487","0.0309685151522494"
"1","1995","secondary school degree","East Germany","74","0.0410397762504637","0.0315983423703221","0.0504812101306053"
"1","1995","college entrance qualification","West Germany","36","0.0266207075286679","0.0181491998477473","0.0350922152095885"
"1","1995","college entrance qualification","East Germany","21","","",""
"1","1995","Other degree","West Germany","107","0.0935145653139604","0.0764708084731841","0.110558322154737"
"1","1995","Other degree","East Germany","1","","",""
"1","1995","no degree/no degree yet","West Germany","37","0.0363985415593495","0.0228868219093057","0.0499102612093932"
"1","1995","no degree/no degree yet","East Germany","5","","",""
"2","1995","lower secondary degree","West Germany","546","0.114681384736757","0.104876514522871","0.124486254950643"
"2","1995","lower secondary degree","East Germany","120","0.0786313581220893","0.0640723988860795","0.0931903173580991"
"2","1995","secondary school degree","West Germany","332","0.159519633556276","0.142874807760707","0.176164459351846"
"2","1995","secondary school degree","East Germany","416","0.270902847519692","0.249751664990277","0.292054030049106"
"2","1995","college entrance qualification","West Germany","287","0.193105243286424","0.172331472268583","0.213879014304265"
"2","1995","college entrance qualification","East Germany","136","0.244770947240639","0.207345811015741","0.282196083465538"
"2","1995","Other degree","West Germany","263","0.243620975912862","0.218492140475466","0.268749811350258"
"2","1995","Other degree","East Germany","2","","",""
"2","1995","no degree/no degree yet","West Germany","183","0.244021489762468","0.21303383760215","0.275009141922786"
"2","1995","no degree/no degree yet","East Germany","24","","",""
"3","1995","lower secondary degree","West Germany","3085","0.768777423543731","0.755803808247358","0.781751038840104"
"3","1995","lower secondary degree","East Germany","1031","0.797113961184099","0.775361819804015","0.818866102564183"
"3","1995","secondary school degree","West Germany","1292","0.699780256171474","0.678944519326947","0.720615993016"
"3","1995","secondary school degree","East Germany","1093","0.624100239191928","0.60104878296343","0.647151695420426"
"3","1995","college entrance qualification","West Germany","912","0.662833235184707","0.637954151665368","0.687712318704046"
"3","1995","college entrance qualification","East Germany","307","0.619028804122656","0.576757503481286","0.661300104764027"
"3","1995","Other degree","West Germany","712","0.631781258370308","0.603546661018285","0.660015855722331"
"3","1995","Other degree","East Germany","29","","",""
"3","1995","no degree/no degree yet","West Germany","490","0.652264131891622","0.617903874896759","0.686624388886484"
"3","1995","no degree/no degree yet","East Germany","66","0.703115489446814","0.614012042150682","0.792218936742945"
"4","1995","lower secondary degree","West Germany","297","0.094250270695175","0.0852596226508729","0.103240918739477"
"4","1995","lower secondary degree","East Germany","131","0.106407725510446","0.0897286486202753","0.123086802400617"
"4","1995","secondary school degree","West Germany","166","0.107675957301038","0.0935853709978248","0.121766543604252"
"4","1995","secondary school degree","East Germany","106","0.0601908832985411","0.0488715629212992","0.071510203675783"
"4","1995","college entrance qualification","West Germany","138","0.103147516519116","0.0871408920536133","0.119154140984618"
"4","1995","college entrance qualification","East Germany","42","0.101846145600034","0.075519727199659","0.128172564000408"
"4","1995","Other degree","West Germany","37","0.0297513933513912","0.01980557659267","0.0396972101101124"
"4","1995","Other degree","East Germany","","","",""
"4","1995","no degree/no degree yet","West Germany","26","","",""
"4","1995","no degree/no degree yet","East Germany","6","","",""
"5","1995","lower secondary degree","West Germany","25","","",""
"5","1995","lower secondary degree","East Germany","12","","",""
"5","1995","secondary school degree","West Germany","9","","",""
"5","1995","secondary school degree","East Germany","7","","",""
"5","1995","college entrance qualification","West Germany","14","","",""
"5","1995","college entrance qualification","East Germany","1","","",""
"5","1995","Other degree","West Germany","2","","",""
"5","1995","Other degree","East Germany","1","","",""
"5","1995","no degree/no degree yet","West Germany","2","","",""
"5","1995","no degree/no degree yet","East Germany","","","",""
"1","1996","lower secondary degree","West Germany","91","0.012960484123021","0.00944131497650794","0.0164796532695341"
"1","1996","lower secondary degree","East Germany","18","","",""
"1","1996","secondary school degree","West Germany","55","0.0163215160437537","0.0105816467485241","0.0220613853389833"
"1","1996","secondary school degree","East Germany","65","0.0427007539914238","0.0330642852389199","0.0523372227439277"
"1","1996","college entrance qualification","West Germany","35","0.0213739829044657","0.01374888934066","0.0289990764682715"
"1","1996","college entrance qualification","East Germany","26","","",""
"1","1996","Other degree","West Germany","69","0.0623305251618448","0.0477424785178455","0.076918571805844"
"1","1996","Other degree","East Germany","1","","",""
"1","1996","no degree/no degree yet","West Germany","45","0.0378418446911865","0.0238260580943653","0.0518576312880077"
"1","1996","no degree/no degree yet","East Germany","4","","",""
"2","1996","lower secondary degree","West Germany","562","0.118028143102725","0.107989329043503","0.128066957161947"
"2","1996","lower secondary degree","East Germany","150","0.109466481747802","0.092281298025871","0.126651665469733"
"2","1996","secondary school degree","West Germany","343","0.159064947886468","0.142497193782273","0.175632701990663"
"2","1996","secondary school degree","East Germany","379","0.230417033813383","0.210346390112937","0.250487677513829"
"2","1996","college entrance qualification","West Germany","255","0.19152389933306","0.1707776711533","0.212270127512821"
"2","1996","college entrance qualification","East Germany","145","0.259391340943578","0.22171935207928","0.297063329807876"
"2","1996","Other degree","West Germany","221","0.209758485546161","0.185190952373254","0.234326018719067"
"2","1996","Other degree","East Germany","5","","",""
"2","1996","no degree/no degree yet","West Germany","174","0.257808140371543","0.225677861080402","0.289938419662683"
"2","1996","no degree/no degree yet","East Germany","22","","",""
"3","1996","lower secondary degree","West Germany","2959","0.759105028140006","0.745799654927372","0.77241040135264"
"3","1996","lower secondary degree","East Germany","972","0.775619178848125","0.752657396263764","0.798580961432485"
"3","1996","secondary school degree","West Germany","1274","0.692653819319014","0.67175281303796","0.713554825600068"
"3","1996","secondary school degree","East Germany","1144","0.663308873773652","0.640784640003246","0.685833107544058"
"3","1996","college entrance qualification","West Germany","943","0.658281324494356","0.633275902172606","0.683286746816105"
"3","1996","college entrance qualification","East Germany","320","0.622096111584202","0.580422048683935","0.663770174484469"
"3","1996","Other degree","West Germany","729","0.685732088725151","0.657719766261028","0.713744411189273"
"3","1996","Other degree","East Germany","27","","",""
"3","1996","no degree/no degree yet","West Germany","463","0.640916076553698","0.605678449255621","0.676153703851776"
"3","1996","no degree/no degree yet","East Germany","74","0.742333883468823","0.658680841264447","0.825986925673198"
"4","1996","lower secondary degree","West Germany","330","0.102554611465134","0.0931152227395478","0.111994000190721"
"4","1996","lower secondary degree","East Germany","114","0.0983475154895807","0.0819571079354934","0.114737923043668"
"4","1996","secondary school degree","West Germany","192","0.125461849215887","0.110456697497812","0.140467000933963"
"4","1996","secondary school degree","East Germany","98","0.0607051453620319","0.0493238941188237","0.07208639660524"
"4","1996","college entrance qualification","West Germany","138","0.117369670347731","0.100400467727776","0.134338872967687"
"4","1996","college entrance qualification","East Germany","29","","",""
"4","1996","Other degree","West Germany","34","0.0405267597145914","0.0286277933930576","0.0524257260361252"
"4","1996","Other degree","East Germany","3","","",""
"4","1996","no degree/no degree yet","West Germany","28","","",""
"4","1996","no degree/no degree yet","East Germany","5","","",""
"5","1996","lower secondary degree","West Germany","26","","",""
"5","1996","lower secondary degree","East Germany","14","","",""
"5","1996","secondary school degree","West Germany","8","","",""
"5","1996","secondary school degree","East Germany","5","","",""
"5","1996","college entrance qualification","West Germany","11","","",""
"5","1996","college entrance qualification","East Germany","","","",""
"5","1996","Other degree","West Germany","2","","",""
"5","1996","Other degree","East Germany","","","",""
"5","1996","no degree/no degree yet","West Germany","2","","",""
"5","1996","no degree/no degree yet","East Germany","","","",""
"1","1997","lower secondary degree","West Germany","77","0.012084583435797","0.0086553937314913","0.0155137731401027"
"1","1997","lower secondary degree","East Germany","8","","",""
"1","1997","secondary school degree","West Germany","44","0.0159113047974897","0.0102519057669847","0.0215707038279947"
"1","1997","secondary school degree","East Germany","53","0.0361454358388196","0.0271637598281826","0.0451271118494567"
"1","1997","college entrance qualification","West Germany","28","","",""
"1","1997","college entrance qualification","East Germany","15","","",""
"1","1997","Other degree","West Germany","44","0.0440390200749592","0.0312124588538105","0.0568655812961079"
"1","1997","Other degree","East Germany","1","","",""
"1","1997","no degree/no degree yet","West Germany","47","0.0474136312824276","0.0315678791698533","0.063259383395002"
"1","1997","no degree/no degree yet","East Germany","6","","",""
"2","1997","lower secondary degree","West Germany","527","0.122294895528607","0.112012500969152","0.132577290088062"
"2","1997","lower secondary degree","East Germany","123","0.0960714544987873","0.0796361087080014","0.112506800289573"
"2","1997","secondary school degree","West Germany","337","0.152127391542642","0.135884276922248","0.168370506163036"
"2","1997","secondary school degree","East Germany","348","0.226454512713394","0.206314566042371","0.246594459384417"
"2","1997","college entrance qualification","West Germany","295","0.218503689711269","0.196811192135833","0.240196187286706"
"2","1997","college entrance qualification","East Germany","141","0.255212258628238","0.218234167535231","0.292190349721246"
"2","1997","Other degree","West Germany","234","0.247504390069979","0.220526078208302","0.274482701931656"
"2","1997","Other degree","East Germany","7","","",""
"2","1997","no degree/no degree yet","West Germany","145","0.228507161530211","0.1972013530055","0.259812970054921"
"2","1997","no degree/no degree yet","East Germany","25","","",""
"3","1997","lower secondary degree","West Germany","2960","0.753579892242972","0.740055476583249","0.767104307902695"
"3","1997","lower secondary degree","East Germany","975","0.781113900806538","0.758052754749625","0.804175046863451"
"3","1997","secondary school degree","West Germany","1306","0.705933045353279","0.685326501146229","0.72653958956033"
"3","1997","secondary school degree","East Germany","1155","0.669661500649136","0.647029019899211","0.692293981399061"
"3","1997","college entrance qualification","West Germany","958","0.658784974284836","0.633896250929411","0.683673697640261"
"3","1997","college entrance qualification","East Germany","340","0.628678290959613","0.587698771181516","0.66965781073771"
"3","1997","Other degree","West Germany","680","0.675780634326644","0.646519330127675","0.705041938525614"
"3","1997","Other degree","East Germany","25","","",""
"3","1997","no degree/no degree yet","West Germany","468","0.655945822193581","0.620525176778439","0.691366467608722"
"3","1997","no degree/no degree yet","East Germany","86","0.774019374839177","0.698876790209274","0.84916195946908"
"4","1997","lower secondary degree","West Germany","316","0.106345349002632","0.0966701501909289","0.116020547814335"
"4","1997","lower secondary degree","East Germany","118","0.105443760897267","0.0883148842993989","0.122572637495134"
"4","1997","secondary school degree","West Germany","180","0.118480160686295","0.103863803088","0.133096518284589"
"4","1997","secondary school degree","East Germany","98","0.0655117121775779","0.0536055634214507","0.0774178609337051"
"4","1997","college entrance qualification","West Germany","103","0.0904026600308139","0.0753493536937179","0.10545596636791"
"4","1997","college entrance qualification","East Germany","37","0.0971373064346302","0.0720195210749652","0.122255091794295"
"4","1997","Other degree","West Germany","25","","",""
"4","1997","Other degree","East Germany","","","",""
"4","1997","no degree/no degree yet","West Germany","31","0.0681333849937811","0.0493460176599648","0.0869207523275975"
"4","1997","no degree/no degree yet","East Germany","2","","",""
"5","1997","lower secondary degree","West Germany","20","","",""
"5","1997","lower secondary degree","East Germany","11","","",""
"5","1997","secondary school degree","West Germany","11","","",""
"5","1997","secondary school degree","East Germany","5","","",""
"5","1997","college entrance qualification","West Germany","10","","",""
"5","1997","college entrance qualification","East Germany","1","","",""
"5","1997","Other degree","West Germany","","","",""
"5","1997","Other degree","East Germany","","","",""
"5","1997","no degree/no degree yet","West Germany","","","",""
"5","1997","no degree/no degree yet","East Germany","","","",""
"1","1998","lower secondary degree","West Germany","87","0.0176287383483984","0.013665788687331","0.0215916880094657"
"1","1998","lower secondary degree","East Germany","18","","",""
"1","1998","secondary school degree","West Germany","53","0.0215251809791355","0.0152883402131085","0.0277620217451624"
"1","1998","secondary school degree","East Germany","42","0.0233744715268462","0.0163077045363195","0.0304412385173728"
"1","1998","college entrance qualification","West Germany","40","0.0293961768775462","0.0212409525440173","0.0375514012110751"
"1","1998","college entrance qualification","East Germany","15","","",""
"1","1998","Other degree","West Germany","59","0.0811335073665775","0.063556920019129","0.0987100947140259"
"1","1998","Other degree","East Germany","1","","",""
"1","1998","no degree/no degree yet","West Germany","39","0.0519394464051288","0.0350355900694759","0.0688433027407816"
"1","1998","no degree/no degree yet","East Germany","2","","",""
"2","1998","lower secondary degree","West Germany","537","0.119706938974945","0.109931339095399","0.129482538854492"
"2","1998","lower secondary degree","East Germany","114","0.0840486533840446","0.0688900077635026","0.0992072990045866"
"2","1998","secondary school degree","West Germany","350","0.151706834809165","0.136290114937716","0.167123554680615"
"2","1998","secondary school degree","East Germany","358","0.223758748427379","0.204265949335524","0.243251547519235"
"2","1998","college entrance qualification","West Germany","330","0.18970405392863","0.170774968716338","0.208633139140921"
"2","1998","college entrance qualification","East Germany","113","0.205698346838195","0.171700116640113","0.239696577036277"
"2","1998","Other degree","West Germany","193","0.199184914295612","0.173474885185356","0.224894943405869"
"2","1998","Other degree","East Germany","4","","",""
"2","1998","no degree/no degree yet","West Germany","133","0.170055476872489","0.141437499250584","0.198673454494394"
"2","1998","no degree/no degree yet","East Germany","25","","",""
"3","1998","lower secondary degree","West Germany","3177","0.741633284970092","0.728451233485097","0.754815336455087"
"3","1998","lower secondary degree","East Germany","992","0.766538471283017","0.743426687911422","0.789650254654612"
"3","1998","secondary school degree","West Germany","1458","0.710221130853316","0.690725083324765","0.729717178381866"
"3","1998","secondary school degree","East Germany","1220","0.665706083559045","0.643641723561069","0.687770443557021"
"3","1998","college entrance qualification","West Germany","1118","0.669371991172767","0.646659065684508","0.692084916661026"
"3","1998","college entrance qualification","East Germany","361","0.624777170837269","0.584052706634843","0.665501635039694"
"3","1998","Other degree","West Germany","633","0.684446084881757","0.654529319731067","0.714362850032448"
"3","1998","Other degree","East Germany","33","0.7900727921768","0.660586376137407","0.919559208216193"
"3","1998","no degree/no degree yet","West Germany","458","0.703174519179578","0.668372755891995","0.73797628246716"
"3","1998","no degree/no degree yet","East Germany","84","0.681914848479457","0.598586218848089","0.765243478110825"
"4","1998","lower secondary degree","West Germany","396","0.111352936936677","0.101879979013252","0.120825894860102"
"4","1998","lower secondary degree","East Germany","154","0.126032618589163","0.107900526777698","0.144164710400629"
"4","1998","secondary school degree","West Germany","202","0.107056476477456","0.0937692330316991","0.120343719923213"
"4","1998","secondary school degree","East Germany","130","0.0836455334941242","0.0706964520178827","0.0965946149703658"
"4","1998","college entrance qualification","West Germany","142","0.093742678637931","0.0796704160344356","0.107814941241426"
"4","1998","college entrance qualification","East Germany","53","0.133648810135804","0.105028277447202","0.162269342824406"
"4","1998","Other degree","West Germany","37","0.0324465955420334","0.0210406770369428","0.0438525140471239"
"4","1998","Other degree","East Germany","","","",""
"4","1998","no degree/no degree yet","West Germany","28","","",""
"4","1998","no degree/no degree yet","East Germany","9","","",""
"5","1998","lower secondary degree","West Germany","39","0.00967810076988756","0.00672992497260696","0.0126262765671682"
"5","1998","lower secondary degree","East Germany","9","","",""
"5","1998","secondary school degree","West Germany","17","","",""
"5","1998","secondary school degree","East Germany","6","","",""
"5","1998","college entrance qualification","West Germany","18","","",""
"5","1998","college entrance qualification","East Germany","1","","",""
"5","1998","Other degree","West Germany","5","","",""
"5","1998","Other degree","East Germany","","","",""
"5","1998","no degree/no degree yet","West Germany","4","","",""
"5","1998","no degree/no degree yet","East Germany","","","",""
"1","1999","lower secondary degree","West Germany","76","0.0117045629662044","0.0084657109043924","0.0149434150280164"
"1","1999","lower secondary degree","East Germany","3","","",""
"1","1999","secondary school degree","West Germany","37","0.00994279405662571","0.00570535686396882","0.0141802312492826"
"1","1999","secondary school degree","East Germany","38","0.0192705306764392","0.0128295719441337","0.0257114894087448"
"1","1999","college entrance qualification","West Germany","46","0.0313928974770661","0.0230145000811239","0.0397712948730082"
"1","1999","college entrance qualification","East Germany","12","","",""
"1","1999","Other degree","West Germany","40","0.0374110520038745","0.0249226555583535","0.0498994484493955"
"1","1999","Other degree","East Germany","","","",""
"1","1999","no degree/no degree yet","West Germany","26","","",""
"1","1999","no degree/no degree yet","East Germany","2","","",""
"2","1999","lower secondary degree","West Germany","518","0.116514622397978","0.106852778548864","0.126176466247092"
"2","1999","lower secondary degree","East Germany","130","0.0886734765029291","0.072952223956714","0.104394729049144"
"2","1999","secondary school degree","West Germany","395","0.177785709779709","0.16145670023597","0.194114719323448"
"2","1999","secondary school degree","East Germany","324","0.199087249502244","0.180378558857526","0.217795940146961"
"2","1999","college entrance qualification","West Germany","327","0.178980976819222","0.160562594779282","0.197399358859162"
"2","1999","college entrance qualification","East Germany","119","0.206608935579572","0.173045965198012","0.240171905961132"
"2","1999","Other degree","West Germany","170","0.212523477332394","0.18560140137832","0.239445553286467"
"2","1999","Other degree","East Germany","7","","",""
"2","1999","no degree/no degree yet","West Germany","126","0.199633193217014","0.169114474600693","0.230151911833336"
"2","1999","no degree/no degree yet","East Germany","15","","",""
"3","1999","lower secondary degree","West Germany","3278","0.761335646367228","0.748498988187901","0.774172304546554"
"3","1999","lower secondary degree","East Germany","1005","0.808684576154455","0.786931642090575","0.830437510218335"
"3","1999","secondary school degree","West Germany","1474","0.71101044632355","0.691650775417216","0.730370117229883"
"3","1999","secondary school degree","East Germany","1274","0.722929118545573","0.701960376901865","0.743897860189282"
"3","1999","college entrance qualification","West Germany","1122","0.683242290038304","0.660889980801697","0.70559459927491"
"3","1999","college entrance qualification","East Germany","372","0.641388982901138","0.601631878265179","0.681146087537098"
"3","1999","Other degree","West Germany","638","0.711649897740824","0.681838692699254","0.741461102782394"
"3","1999","Other degree","East Germany","31","0.727026564616454","0.590665150861831","0.863387978371077"
"3","1999","no degree/no degree yet","West Germany","477","0.730970329395346","0.697112793453746","0.764827865336946"
"3","1999","no degree/no degree yet","East Germany","96","0.754502356378078","0.676517706916686","0.83248700583947"
"4","1999","lower secondary degree","West Germany","346","0.104005062573798","0.0948122134365432","0.113197911711054"
"4","1999","lower secondary degree","East Germany","107","0.0912097146747063","0.0752874199746486","0.107132009374764"
"4","1999","secondary school degree","West Germany","189","0.0933460510096832","0.0809213009439361","0.10577080107543"
"4","1999","secondary school degree","East Germany","110","0.0559770353975562","0.0452067975738117","0.0667472732213007"
"4","1999","college entrance qualification","West Germany","161","0.0994153891599284","0.085038646493964","0.113792131825893"
"4","1999","college entrance qualification","East Germany","54","0.128036512736321","0.100337884880574","0.155735140592068"
"4","1999","Other degree","West Germany","38","0.0379469977593391","0.0253729677780766","0.0505210277406016"
"4","1999","Other degree","East Germany","3","","",""
"4","1999","no degree/no degree yet","West Germany","27","","",""
"4","1999","no degree/no degree yet","East Germany","4","","",""
"5","1999","lower secondary degree","West Germany","18","","",""
"5","1999","lower secondary degree","East Germany","11","","",""
"5","1999","secondary school degree","West Germany","11","","",""
"5","1999","secondary school degree","East Germany","4","","",""
"5","1999","college entrance qualification","West Germany","8","","",""
"5","1999","college entrance qualification","East Germany","2","","",""
"5","1999","Other degree","West Germany","1","","",""
"5","1999","Other degree","East Germany","","","",""
"5","1999","no degree/no degree yet","West Germany","3","","",""
"5","1999","no degree/no degree yet","East Germany","","","",""
"1","2000","lower secondary degree","West Germany","124","0.0123788293875745","0.00995999327652605","0.0147976654986229"
"1","2000","lower secondary degree","East Germany","14","","",""
"1","2000","secondary school degree","West Germany","82","0.0190922440323685","0.0149952570853395","0.0231892309793974"
"1","2000","secondary school degree","East Germany","46","0.0219055100039434","0.0163637490980466","0.0274472709098403"
"1","2000","college entrance qualification","West Germany","78","0.0218557067275711","0.0171432374968633","0.0265681759582788"
"1","2000","college entrance qualification","East Germany","20","","",""
"1","2000","Other degree","West Germany","77","0.0508405315499631","0.0395415469597726","0.0621395161401535"
"1","2000","Other degree","East Germany","","","",""
"1","2000","no degree/no degree yet","West Germany","20","","",""
"1","2000","no degree/no degree yet","East Germany","3","","",""
"2","2000","lower secondary degree","West Germany","840","0.0976935527770673","0.0911985185857747","0.10418858696836"
