"hlf0071_h","year","e11102","hgtyp1hh","n","percent","lower_confidence","upper_confidence"
"A little too big","1985","Employed","Couple + C. LE and GT 16","36","0.0511649446635393","0.0372053201325826","0.0651245691944961"
"Much too big","1985","Not Employed","1-pers.-HH","13","","",""
"Much too big","1985","Not Employed","(Married) couple without C. ","8","","",""
"Much too big","1985","Not Employed","Single parent ","5","","",""
"Much too big","1985","Not Employed","Couple + C. LE 16 ","2","","",""
"Much too big","1985","Not Employed","Couple + C. GT 16 ","3","","",""
"Much too big","1985","Not Employed","Couple + C. LE and GT 16","2","","",""
"Much too big","1985","Employed","1-pers.-HH","12","","",""
"Much too big","1985","Employed","(Married) couple without C. ","6","","",""
"Much too big","1985","Employed","Single parent ","4","","",""
"Much too big","1985","Employed","Couple + C. LE 16 ","12","","",""
"Much too big","1985","Employed","Couple + C. GT 16 ","7","","",""
"Much too big","1985","Employed","Couple + C. LE and GT 16","1","","",""
"Much too small","1986","Not Employed","1-pers.-HH","6","","",""
"Much too small","1986","Not Employed","(Married) couple without C. ","3","","",""
"Much too small","1986","Not Employed","Single parent ","2","","",""
"Much too small","1986","Not Employed","Couple + C. LE 16 ","2","","",""
"Much too small","1986","Not Employed","Couple + C. GT 16 ","4","","",""
"Much too small","1986","Not Employed","Couple + C. LE and GT 16","","","",""
"Much too small","1986","Employed","1-pers.-HH","7","","",""
"Much too small","1986","Employed","(Married) couple without C. ","5","","",""
"Much too small","1986","Employed","Single parent ","3","","",""
"Much too small","1986","Employed","Couple + C. LE 16 ","10","","",""
"Much too small","1986","Employed","Couple + C. GT 16 ","8","","",""
"Much too small","1986","Employed","Couple + C. LE and GT 16","","","",""
"A little too small","1986","Not Employed","1-pers.-HH","17","","",""
"A little too small","1986","Not Employed","(Married) couple without C. ","1","","",""
"A little too small","1986","Not Employed","Single parent ","2","","",""
"A little too small","1986","Not Employed","Couple + C. LE 16 ","16","","",""
"A little too small","1986","Not Employed","Couple + C. GT 16 ","9","","",""
"A little too small","1986","Not Employed","Couple + C. LE and GT 16","1","","",""
"A little too small","1986","Employed","1-pers.-HH","35","0.227447341786965","0.160587692258626","0.294306991315303"
"A little too small","1986","Employed","(Married) couple without C. ","29","","",""
"A little too small","1986","Employed","Single parent ","4","","",""
"A little too small","1986","Employed","Couple + C. LE 16 ","50","0.168148295083373","0.121317208069924","0.214979382096822"
"A little too small","1986","Employed","Couple + C. GT 16 ","4","","",""
"A little too small","1986","Employed","Couple + C. LE and GT 16","5","","",""
"Just right","1986","Not Employed","1-pers.-HH","30","0.653537708361388","0.526622249762605","0.78045316696017"
"Just right","1986","Not Employed","(Married) couple without C. ","37","0.730875947570978","0.607945013753018","0.853806881388937"
"Just right","1986","Not Employed","Single parent ","25","","",""
"Just right","1986","Not Employed","Couple + C. LE 16 ","66","0.695299149861355","0.602251191927543","0.788347107795166"
"Just right","1986","Not Employed","Couple + C. GT 16 ","23","","",""
"Just right","1986","Not Employed","Couple + C. LE and GT 16","36","0.829269831371525","0.715473957949101","0.94306570479395"
"Just right","1986","Employed","1-pers.-HH","99","0.667762083143705","0.59263524820837","0.742888918079039"
"Just right","1986","Employed","(Married) couple without C. ","237","0.782333080666175","0.735243031305231","0.829423130027118"
"Just right","1986","Employed","Single parent ","27","","",""
"Just right","1986","Employed","Couple + C. LE 16 ","177","0.754286290434983","0.700378956929047","0.808193623940919"
"Just right","1986","Employed","Couple + C. GT 16 ","73","0.852836885259043","0.779235572422539","0.926438198095546"
"Just right","1986","Employed","Couple + C. LE and GT 16","49","0.906668041687472","0.830478840414005","0.98285724296094"
"A little too big","1986","Not Employed","1-pers.-HH","1","","",""
"A little too big","1986","Not Employed","(Married) couple without C. ","7","","",""
"A little too big","1986","Not Employed","Single parent ","1","","",""
"A little too big","1986","Not Employed","Couple + C. LE 16 ","10","","",""
"A little too big","1986","Not Employed","Couple + C. GT 16 ","","","",""
"A little too big","1986","Not Employed","Couple + C. LE and GT 16","5","","",""
"A little too big","1986","Employed","1-pers.-HH","9","","",""
"A little too big","1986","Employed","(Married) couple without C. ","24","","",""
"A little too big","1986","Employed","Single parent ","1","","",""
"A little too big","1986","Employed","Couple + C. LE 16 ","8","","",""
"A little too big","1986","Employed","Couple + C. GT 16 ","4","","",""
"A little too big","1986","Employed","Couple + C. LE and GT 16","2","","",""
"Much too big","1986","Not Employed","1-pers.-HH","","","",""
"Much too big","1986","Not Employed","(Married) couple without C. ","2","","",""
"Much too big","1986","Not Employed","Single parent ","","","",""
"Much too big","1986","Not Employed","Couple + C. LE 16 ","","","",""
"Much too big","1986","Not Employed","Couple + C. GT 16 ","","","",""
"Much too big","1986","Not Employed","Couple + C. LE and GT 16","","","",""
"Much too big","1986","Employed","1-pers.-HH","1","","",""
"Much too big","1986","Employed","(Married) couple without C. ","","","",""
"Much too big","1986","Employed","Single parent ","","","",""
"Much too big","1986","Employed","Couple + C. LE 16 ","","","",""
"Much too big","1986","Employed","Couple + C. GT 16 ","","","",""
"Much too big","1986","Employed","Couple + C. LE and GT 16","","","",""
"Much too small","1987","Not Employed","1-pers.-HH","2","","",""
"Much too small","1987","Not Employed","(Married) couple without C. ","","","",""
"Much too small","1987","Not Employed","Single parent ","2","","",""
"Much too small","1987","Not Employed","Couple + C. LE 16 ","4","","",""
"Much too small","1987","Not Employed","Couple + C. GT 16 ","4","","",""
"Much too small","1987","Not Employed","Couple + C. LE and GT 16","","","",""
"Much too small","1987","Employed","1-pers.-HH","5","","",""
"Much too small","1987","Employed","(Married) couple without C. ","6","","",""
"Much too small","1987","Employed","Single parent ","","","",""
"Much too small","1987","Employed","Couple + C. LE 16 ","9","","",""
"Much too small","1987","Employed","Couple + C. GT 16 ","6","","",""
"Much too small","1987","Employed","Couple + C. LE and GT 16","","","",""
"A little too small","1987","Not Employed","1-pers.-HH","5","","",""
"A little too small","1987","Not Employed","(Married) couple without C. ","4","","",""
"A little too small","1987","Not Employed","Single parent ","1","","",""
"A little too small","1987","Not Employed","Couple + C. LE 16 ","17","","",""
"A little too small","1987","Not Employed","Couple + C. GT 16 ","6","","",""
"A little too small","1987","Not Employed","Couple + C. LE and GT 16","1","","",""
"A little too small","1987","Employed","1-pers.-HH","23","","",""
"A little too small","1987","Employed","(Married) couple without C. ","25","","",""
"A little too small","1987","Employed","Single parent ","8","","",""
"A little too small","1987","Employed","Couple + C. LE 16 ","41","0.127450637608594","0.0846316751739664","0.170269600043221"
"A little too small","1987","Employed","Couple + C. GT 16 ","12","","",""
"A little too small","1987","Employed","Couple + C. LE and GT 16","10","","",""
"Just right","1987","Not Employed","1-pers.-HH","29","","",""
"Just right","1987","Not Employed","(Married) couple without C. ","33","0.88924772029982","0.790755142324669","0.98774029827497"
"Just right","1987","Not Employed","Single parent ","14","","",""
"Just right","1987","Not Employed","Couple + C. LE 16 ","60","0.703744354620604","0.60667561119778","0.800813098043428"
"Just right","1987","Not Employed","Couple + C. GT 16 ","15","","",""
"Just right","1987","Not Employed","Couple + C. LE and GT 16","24","","",""
"Just right","1987","Employed","1-pers.-HH","106","0.763422823117264","0.692773227063433","0.834072419171094"
"Just right","1987","Employed","(Married) couple without C. ","190","0.779562740266938","0.727969798775782","0.831155681758093"
"Just right","1987","Employed","Single parent ","32","0.876480353904021","0.774513925453816","0.978446782354226"
"Just right","1987","Employed","Couple + C. LE 16 ","177","0.791841448221695","0.739711610289086","0.843971286154304"
"Just right","1987","Employed","Couple + C. GT 16 ","41","0.69399960292341","0.581970200681485","0.806029005165334"
"Just right","1987","Employed","Couple + C. LE and GT 16","33","0.875122716636425","0.776315182030073","0.973930251242778"
"A little too big","1987","Not Employed","1-pers.-HH","8","","",""
"A little too big","1987","Not Employed","(Married) couple without C. ","2","","",""
"A little too big","1987","Not Employed","Single parent ","","","",""
"A little too big","1987","Not Employed","Couple + C. LE 16 ","4","","",""
"A little too big","1987","Not Employed","Couple + C. GT 16 ","","","",""
"A little too big","1987","Not Employed","Couple + C. LE and GT 16","","","",""
"A little too big","1987","Employed","1-pers.-HH","4","","",""
"A little too big","1987","Employed","(Married) couple without C. ","27","","",""
"A little too big","1987","Employed","Single parent ","","","",""
"A little too big","1987","Employed","Couple + C. LE 16 ","6","","",""
"A little too big","1987","Employed","Couple + C. GT 16 ","6","","",""
"A little too big","1987","Employed","Couple + C. LE and GT 16","","","",""
"Much too big","1987","Not Employed","1-pers.-HH","","","",""
"Much too big","1987","Not Employed","(Married) couple without C. ","","","",""
"Much too big","1987","Not Employed","Single parent ","3","","",""
"Much too big","1987","Not Employed","Couple + C. LE 16 ","","","",""
"Much too big","1987","Not Employed","Couple + C. GT 16 ","","","",""
"Much too big","1987","Not Employed","Couple + C. LE and GT 16","","","",""
"Much too big","1987","Employed","1-pers.-HH","1","","",""
"Much too big","1987","Employed","(Married) couple without C. ","","","",""
"Much too big","1987","Employed","Single parent ","","","",""
"Much too big","1987","Employed","Couple + C. LE 16 ","","","",""
"Much too big","1987","Employed","Couple + C. GT 16 ","","","",""
"Much too big","1987","Employed","Couple + C. LE and GT 16","","","",""
"Much too small","1988","Not Employed","1-pers.-HH","2","","",""
"Much too small","1988","Not Employed","(Married) couple without C. ","3","","",""
"Much too small","1988","Not Employed","Single parent ","1","","",""
"Much too small","1988","Not Employed","Couple + C. LE 16 ","3","","",""
"Much too small","1988","Not Employed","Couple + C. GT 16 ","","","",""
"Much too small","1988","Not Employed","Couple + C. LE and GT 16","","","",""
"Much too small","1988","Employed","1-pers.-HH","6","","",""
"Much too small","1988","Employed","(Married) couple without C. ","9","","",""
"Much too small","1988","Employed","Single parent ","","","",""
"Much too small","1988","Employed","Couple + C. LE 16 ","5","","",""
"Much too small","1988","Employed","Couple + C. GT 16 ","2","","",""
"Much too small","1988","Employed","Couple + C. LE and GT 16","","","",""
"A little too small","1988","Not Employed","1-pers.-HH","10","","",""
"A little too small","1988","Not Employed","(Married) couple without C. ","8","","",""
"A little too small","1988","Not Employed","Single parent ","8","","",""
"A little too small","1988","Not Employed","Couple + C. LE 16 ","6","","",""
"A little too small","1988","Not Employed","Couple + C. GT 16 ","6","","",""
"A little too small","1988","Not Employed","Couple + C. LE and GT 16","6","","",""
"A little too small","1988","Employed","1-pers.-HH","20","","",""
"A little too small","1988","Employed","(Married) couple without C. ","39","0.162860877012551","0.117892686424629","0.207829067600474"
"A little too small","1988","Employed","Single parent ","10","","",""
"A little too small","1988","Employed","Couple + C. LE 16 ","31","0.160261784365025","0.111895925961391","0.20862764276866"
"A little too small","1988","Employed","Couple + C. GT 16 ","10","","",""
"A little too small","1988","Employed","Couple + C. LE and GT 16","5","","",""
"Just right","1988","Not Employed","1-pers.-HH","30","0.657844292915026","0.516040674449788","0.799647911380265"
"Just right","1988","Not Employed","(Married) couple without C. ","38","0.777363555946987","0.665362949868507","0.889364162025467"
"Just right","1988","Not Employed","Single parent ","8","","",""
"Just right","1988","Not Employed","Couple + C. LE 16 ","57","0.887767888754477","0.812185785660415","0.96334999184854"
"Just right","1988","Not Employed","Couple + C. GT 16 ","14","","",""
"Just right","1988","Not Employed","Couple + C. LE and GT 16","14","","",""
"Just right","1988","Employed","1-pers.-HH","80","0.670789240782808","0.585639130586284","0.755939350979332"
"Just right","1988","Employed","(Married) couple without C. ","192","0.765437975343312","0.713834130324716","0.817041820361908"
"Just right","1988","Employed","Single parent ","26","","",""
"Just right","1988","Employed","Couple + C. LE 16 ","174","0.785137810100225","0.73098700733915","0.8392886128613"
"Just right","1988","Employed","Couple + C. GT 16 ","42","0.718924502739952","0.602226398802338","0.835622606677566"
"Just right","1988","Employed","Couple + C. LE and GT 16","27","","",""
"A little too big","1988","Not Employed","1-pers.-HH","1","","",""
"A little too big","1988","Not Employed","(Married) couple without C. ","4","","",""
"A little too big","1988","Not Employed","Single parent ","","","",""
"A little too big","1988","Not Employed","Couple + C. LE 16 ","1","","",""
"A little too big","1988","Not Employed","Couple + C. GT 16 ","1","","",""
"A little too big","1988","Not Employed","Couple + C. LE and GT 16","1","","",""
"A little too big","1988","Employed","1-pers.-HH","11","","",""
"A little too big","1988","Employed","(Married) couple without C. ","19","","",""
"A little too big","1988","Employed","Single parent ","","","",""
"A little too big","1988","Employed","Couple + C. LE 16 ","11","","",""
"A little too big","1988","Employed","Couple + C. GT 16 ","1","","",""
"A little too big","1988","Employed","Couple + C. LE and GT 16","5","","",""
"Much too big","1988","Not Employed","1-pers.-HH","","","",""
"Much too big","1988","Not Employed","(Married) couple without C. ","","","",""
"Much too big","1988","Not Employed","Single parent ","","","",""
"Much too big","1988","Not Employed","Couple + C. LE 16 ","","","",""
"Much too big","1988","Not Employed","Couple + C. GT 16 ","1","","",""
"Much too big","1988","Not Employed","Couple + C. LE and GT 16","","","",""
"Much too big","1988","Employed","1-pers.-HH","","","",""
"Much too big","1988","Employed","(Married) couple without C. ","","","",""
"Much too big","1988","Employed","Single parent ","","","",""
"Much too big","1988","Employed","Couple + C. LE 16 ","","","",""
"Much too big","1988","Employed","Couple + C. GT 16 ","2","","",""
"Much too big","1988","Employed","Couple + C. LE and GT 16","","","",""
"Much too small","1989","Not Employed","1-pers.-HH","2","","",""
"Much too small","1989","Not Employed","(Married) couple without C. ","1","","",""
"Much too small","1989","Not Employed","Single parent ","1","","",""
"Much too small","1989","Not Employed","Couple + C. LE 16 ","4","","",""
"Much too small","1989","Not Employed","Couple + C. GT 16 ","","","",""
"Much too small","1989","Not Employed","Couple + C. LE and GT 16","","","",""
"Much too small","1989","Employed","1-pers.-HH","6","","",""
"Much too small","1989","Employed","(Married) couple without C. ","12","","",""
"Much too small","1989","Employed","Single parent ","2","","",""
"Much too small","1989","Employed","Couple + C. LE 16 ","10","","",""
"Much too small","1989","Employed","Couple + C. GT 16 ","","","",""
"Much too small","1989","Employed","Couple + C. LE and GT 16","","","",""
"A little too small","1989","Not Employed","1-pers.-HH","7","","",""
"A little too small","1989","Not Employed","(Married) couple without C. ","4","","",""
"A little too small","1989","Not Employed","Single parent ","1","","",""
"A little too small","1989","Not Employed","Couple + C. LE 16 ","11","","",""
"A little too small","1989","Not Employed","Couple + C. GT 16 ","4","","",""
"A little too small","1989","Not Employed","Couple + C. LE and GT 16","5","","",""
"A little too small","1989","Employed","1-pers.-HH","23","","",""
"A little too small","1989","Employed","(Married) couple without C. ","34","0.119835185328248","0.0801292247622855","0.159541145894211"
"A little too small","1989","Employed","Single parent ","4","","",""
"A little too small","1989","Employed","Couple + C. LE 16 ","38","0.147253267253","0.0997762194250243","0.194730315080976"
"A little too small","1989","Employed","Couple + C. GT 16 ","8","","",""
"A little too small","1989","Employed","Couple + C. LE and GT 16","11","","",""
"Just right","1989","Not Employed","1-pers.-HH","27","","",""
"Just right","1989","Not Employed","(Married) couple without C. ","30","0.84009345982566","0.723559311121647","0.956627608529673"
"Just right","1989","Not Employed","Single parent ","9","","",""
"Just right","1989","Not Employed","Couple + C. LE 16 ","52","0.754294298198089","0.652715849631987","0.85587274676419"
"Just right","1989","Not Employed","Couple + C. GT 16 ","24","","",""
"Just right","1989","Not Employed","Couple + C. LE and GT 16","9","","",""
"Just right","1989","Employed","1-pers.-HH","75","0.685428270163527","0.600189629152528","0.770666911174526"
"Just right","1989","Employed","(Married) couple without C. ","190","0.738899311430637","0.685198831282001","0.792599791579272"
"Just right","1989","Employed","Single parent ","16","","",""
"Just right","1989","Employed","Couple + C. LE 16 ","154","0.766522938935642","0.709843454481488","0.823202423389796"
"Just right","1989","Employed","Couple + C. GT 16 ","51","0.871895901797551","0.790649293017422","0.95314251057768"
"Just right","1989","Employed","Couple + C. LE and GT 16","27","","",""
"A little too big","1989","Not Employed","1-pers.-HH","2","","",""
"A little too big","1989","Not Employed","(Married) couple without C. ","3","","",""
"A little too big","1989","Not Employed","Single parent ","1","","",""
"A little too big","1989","Not Employed","Couple + C. LE 16 ","2","","",""
"A little too big","1989","Not Employed","Couple + C. GT 16 ","1","","",""
"A little too big","1989","Not Employed","Couple + C. LE and GT 16","","","",""
"A little too big","1989","Employed","1-pers.-HH","10","","",""
"A little too big","1989","Employed","(Married) couple without C. ","18","","",""
"A little too big","1989","Employed","Single parent ","2","","",""
"A little too big","1989","Employed","Couple + C. LE 16 ","12","","",""
"A little too big","1989","Employed","Couple + C. GT 16 ","6","","",""
"A little too big","1989","Employed","Couple + C. LE and GT 16","","","",""
"Much too big","1989","Not Employed","1-pers.-HH","","","",""
"Much too big","1989","Not Employed","(Married) couple without C. ","","","",""
"Much too big","1989","Not Employed","Single parent ","1","","",""
"Much too big","1989","Not Employed","Couple + C. LE 16 ","","","",""
"Much too big","1989","Not Employed","Couple + C. GT 16 ","","","",""
"Much too big","1989","Not Employed","Couple + C. LE and GT 16","","","",""
"Much too big","1989","Employed","1-pers.-HH","","","",""
"Much too big","1989","Employed","(Married) couple without C. ","3","","",""
"Much too big","1989","Employed","Single parent ","1","","",""
"Much too big","1989","Employed","Couple + C. LE 16 ","","","",""
"Much too big","1989","Employed","Couple + C. GT 16 ","","","",""
"Much too big","1989","Employed","Couple + C. LE and GT 16","","","",""
"Much too small","1990","Not Employed","1-pers.-HH","2","","",""
"Much too small","1990","Not Employed","(Married) couple without C. ","1","","",""
"Much too small","1990","Not Employed","Single parent ","","","",""
"Much too small","1990","Not Employed","Couple + C. LE 16 ","5","","",""
"Much too small","1990","Not Employed","Couple + C. GT 16 ","3","","",""
"Much too small","1990","Not Employed","Couple + C. LE and GT 16","","","",""
"Much too small","1990","Employed","1-pers.-HH","8","","",""
"Much too small","1990","Employed","(Married) couple without C. ","9","","",""
"Much too small","1990","Employed","Single parent ","","","",""
"Much too small","1990","Employed","Couple + C. LE 16 ","15","","",""
"Much too small","1990","Employed","Couple + C. GT 16 ","4","","",""
"Much too small","1990","Employed","Couple + C. LE and GT 16","3","","",""
"A little too small","1990","Not Employed","1-pers.-HH","8","","",""
"A little too small","1990","Not Employed","(Married) couple without C. ","7","","",""
"A little too small","1990","Not Employed","Single parent ","","","",""
