"hlf0071_h","year","bula_h","pgisced97","n","percent","lower_confidence","upper_confidence"
"A little too small","1992","Berlin","higher education","32","0.235823049536385","0.166487344247263","0.305158754825506"
"A little too small","1992","Brandenburg","in school","7","","",""
"A little too small","1992","Brandenburg","inadequately","","","",""
"A little too small","1992","Brandenburg","general elemantary","10","","",""
"A little too small","1992","Brandenburg","middle vocational","89","0.200343860541548","0.158765941516449","0.241921779566647"
"A little too small","1992","Brandenburg","vocational + Abi","5","","",""
"A little too small","1992","Brandenburg","higher vocational","9","","",""
"A little too small","1992","Brandenburg","higher education","53","0.316752777238018","0.245115390144933","0.388390164331103"
"A little too small","1992","Mecklenburg-Western Pomerania","in school","3","","",""
"A little too small","1992","Mecklenburg-Western Pomerania","inadequately","","","",""
"A little too small","1992","Mecklenburg-Western Pomerania","general elemantary","12","","",""
"A little too small","1992","Mecklenburg-Western Pomerania","middle vocational","55","0.220552830734139","0.166734487058828","0.27437117440945"
"A little too small","1992","Mecklenburg-Western Pomerania","vocational + Abi","1","","",""
"A little too small","1992","Mecklenburg-Western Pomerania","higher vocational","3","","",""
"A little too small","1992","Mecklenburg-Western Pomerania","higher education","26","","",""
"A little too small","1992","Saxony","in school","3","","",""
"A little too small","1992","Saxony","inadequately","1","","",""
"A little too small","1992","Saxony","general elemantary","20","","",""
"A little too small","1992","Saxony","middle vocational","157","0.219107771783217","0.187259561687997","0.250955981878437"
"A little too small","1992","Saxony","vocational + Abi","9","","",""
"A little too small","1992","Saxony","higher vocational","8","","",""
"A little too small","1992","Saxony","higher education","72","0.261785378328688","0.207400865223844","0.316169891433533"
"A little too small","1992","Saxony-Anhalt","in school","4","","",""
"A little too small","1992","Saxony-Anhalt","inadequately","","","",""
"A little too small","1992","Saxony-Anhalt","general elemantary","18","","",""
"A little too small","1992","Saxony-Anhalt","middle vocational","82","0.16656372437498","0.130888436128447","0.202239012621514"
"A little too small","1992","Saxony-Anhalt","vocational + Abi","2","","",""
"A little too small","1992","Saxony-Anhalt","higher vocational","14","","",""
"A little too small","1992","Saxony-Anhalt","higher education","54","0.246178635806861","0.181986113501876","0.310371158111846"
"A little too small","1992","Thuringia","in school","","","",""
"A little too small","1992","Thuringia","inadequately","1","","",""
"A little too small","1992","Thuringia","general elemantary","3","","",""
"A little too small","1992","Thuringia","middle vocational","57","0.128311600933078","0.0969196402830533","0.159703561583102"
"A little too small","1992","Thuringia","vocational + Abi","2","","",""
"A little too small","1992","Thuringia","higher vocational","3","","",""
"A little too small","1992","Thuringia","higher education","25","","",""
"Just right","1992","Schleswig-Holstein","in school","5","","",""
"Just right","1992","Schleswig-Holstein","inadequately","5","","",""
"Just right","1992","Schleswig-Holstein","general elemantary","35","0.688476891869486","0.564955826502457","0.811997957236516"
"Just right","1992","Schleswig-Holstein","middle vocational","105","0.666300752370282","0.591584489535381","0.741017015205183"
"Just right","1992","Schleswig-Holstein","vocational + Abi","7","","",""
"Just right","1992","Schleswig-Holstein","higher vocational","15","","",""
"Just right","1992","Schleswig-Holstein","higher education","11","","",""
"Just right","1992","Hamburg","in school","","","",""
"Just right","1992","Hamburg","inadequately","2","","",""
"Just right","1992","Hamburg","general elemantary","21","","",""
"Just right","1992","Hamburg","middle vocational","58","0.686291673788551","0.58586280923291","0.786720538344192"
"Just right","1992","Hamburg","vocational + Abi","2","","",""
"Just right","1992","Hamburg","higher vocational","6","","",""
"Just right","1992","Hamburg","higher education","5","","",""
"Just right","1992","Lower Saxony","in school","5","","",""
"Just right","1992","Lower Saxony","inadequately","26","","",""
"Just right","1992","Lower Saxony","general elemantary","169","0.794083049128307","0.742049540589186","0.846116557667428"
"Just right","1992","Lower Saxony","middle vocational","348","0.719057572092668","0.679342437628716","0.758772706556619"
"Just right","1992","Lower Saxony","vocational + Abi","21","","",""
"Just right","1992","Lower Saxony","higher vocational","41","0.616198398600959","0.500611846641613","0.731784950560304"
"Just right","1992","Lower Saxony","higher education","50","0.665808124804164","0.559757365156318","0.77185888445201"
"Just right","1992","Bremen","in school","","","",""
"Just right","1992","Bremen","inadequately","2","","",""
"Just right","1992","Bremen","general elemantary","16","","",""
"Just right","1992","Bremen","middle vocational","37","0.723555353025648","0.600810588865067","0.846300117186229"
"Just right","1992","Bremen","vocational + Abi","1","","",""
"Just right","1992","Bremen","higher vocational","2","","",""
"Just right","1992","Bremen","higher education","","","",""
"Just right","1992","North Rhine-Westphalia","in school","35","0.725177747153355","0.593270111834158","0.857085382472552"
"Just right","1992","North Rhine-Westphalia","inadequately","111","0.693392135883846","0.624080726308179","0.762703545459512"
"Just right","1992","North Rhine-Westphalia","general elemantary","416","0.782927985464282","0.749549847156612","0.816306123771952"
"Just right","1992","North Rhine-Westphalia","middle vocational","869","0.738532813459957","0.713700980836826","0.763364646083088"
"Just right","1992","North Rhine-Westphalia","vocational + Abi","58","0.583064000789793","0.481200253697","0.684927747882587"
"Just right","1992","North Rhine-Westphalia","higher vocational","103","0.697774510966658","0.62224320152938","0.773305820403936"
"Just right","1992","North Rhine-Westphalia","higher education","144","0.672554895090302","0.608932785096992","0.736177005083612"
"Just right","1992","Hesse","in school","10","","",""
"Just right","1992","Hesse","inadequately","28","","",""
"Just right","1992","Hesse","general elemantary","156","0.759099044624652","0.704884274066699","0.813313815182605"
"Just right","1992","Hesse","middle vocational","287","0.735842528527754","0.693778025988884","0.777907031066624"
"Just right","1992","Hesse","vocational + Abi","24","","",""
"Just right","1992","Hesse","higher vocational","28","","",""
"Just right","1992","Hesse","higher education","62","0.701270574687904","0.607231314315798","0.79530983506001"
"Just right","1992","Rhineland-Palatinate,Saarland","in school","6","","",""
"Just right","1992","Rhineland-Palatinate,Saarland","inadequately","25","","",""
"Just right","1992","Rhineland-Palatinate,Saarland","general elemantary","158","0.819470902347129","0.766429770777158","0.872512033917101"
"Just right","1992","Rhineland-Palatinate,Saarland","middle vocational","232","0.744895666639694","0.696984011636507","0.79280732164288"
"Just right","1992","Rhineland-Palatinate,Saarland","vocational + Abi","8","","",""
"Just right","1992","Rhineland-Palatinate,Saarland","higher vocational","22","","",""
"Just right","1992","Rhineland-Palatinate,Saarland","higher education","26","","",""
"Just right","1992","Baden-Württemberg","in school","17","","",""
"Just right","1992","Baden-Württemberg","inadequately","103","0.661639410058278","0.590928823928737","0.732349996187819"
"Just right","1992","Baden-Württemberg","general elemantary","346","0.826213744355876","0.79213722670361","0.860290262008142"
"Just right","1992","Baden-Württemberg","middle vocational","565","0.754880067814072","0.724217008275402","0.785543127352743"
"Just right","1992","Baden-Württemberg","vocational + Abi","41","0.629870878057331","0.508703540077527","0.751038216037135"
"Just right","1992","Baden-Württemberg","higher vocational","67","0.763955144376036","0.675731643487578","0.852178645264493"
"Just right","1992","Baden-Württemberg","higher education","70","0.693028311612939","0.602627414386484","0.783429208839395"
"Just right","1992","Bavaria","in school","19","","",""
"Just right","1992","Bavaria","inadequately","50","0.697250342334452","0.589619864227769","0.804880820441135"
"Just right","1992","Bavaria","general elemantary","289","0.784299722088719","0.743426424878975","0.825173019298463"
"Just right","1992","Bavaria","middle vocational","605","0.758367770875213","0.729014640267232","0.787720901483194"
"Just right","1992","Bavaria","vocational + Abi","31","0.638661202259474","0.510533282301754","0.766789122217194"
"Just right","1992","Bavaria","higher vocational","83","0.821218586921817","0.747928707116476","0.894508466727158"
"Just right","1992","Bavaria","higher education","105","0.71778874346034","0.6467045208125","0.78887296610818"
"Just right","1992","Berlin","in school","9","","",""
"Just right","1992","Berlin","inadequately","18","","",""
"Just right","1992","Berlin","general elemantary","47","0.591482608716965","0.489358247635231","0.693606969798699"
"Just right","1992","Berlin","middle vocational","180","0.719360629322295","0.664104702965385","0.774616555679205"
"Just right","1992","Berlin","vocational + Abi","8","","",""
"Just right","1992","Berlin","higher vocational","21","","",""
"Just right","1992","Berlin","higher education","98","0.67540727493822","0.598932342310957","0.751882207565483"
"Just right","1992","Brandenburg","in school","1","","",""
"Just right","1992","Brandenburg","inadequately","2","","",""
"Just right","1992","Brandenburg","general elemantary","53","0.708453552014861","0.604198711244673","0.812708392785048"
"Just right","1992","Brandenburg","middle vocational","221","0.684271526603538","0.635988531636014","0.732554521571062"
"Just right","1992","Brandenburg","vocational + Abi","4","","",""
"Just right","1992","Brandenburg","higher vocational","30","0.696227866376055","0.564751156145635","0.827704576606476"
"Just right","1992","Brandenburg","higher education","82","0.506364760560439","0.42937634203921","0.583353179081669"
"Just right","1992","Mecklenburg-Western Pomerania","in school","5","","",""
"Just right","1992","Mecklenburg-Western Pomerania","inadequately","2","","",""
"Just right","1992","Mecklenburg-Western Pomerania","general elemantary","34","0.731938636069828","0.607914988845008","0.855962283294648"
"Just right","1992","Mecklenburg-Western Pomerania","middle vocational","153","0.689632226618318","0.629580188477275","0.749684264759362"
"Just right","1992","Mecklenburg-Western Pomerania","vocational + Abi","2","","",""
"Just right","1992","Mecklenburg-Western Pomerania","higher vocational","25","","",""
"Just right","1992","Mecklenburg-Western Pomerania","higher education","61","0.697590636020782","0.60474059439865","0.790440677642914"
"Just right","1992","Saxony","in school","8","","",""
"Just right","1992","Saxony","inadequately","9","","",""
"Just right","1992","Saxony","general elemantary","106","0.832830708003265","0.771242842700248","0.894418573306282"
"Just right","1992","Saxony","middle vocational","412","0.654742778273707","0.618135509129667","0.691350047417747"
"Just right","1992","Saxony","vocational + Abi","15","","",""
"Just right","1992","Saxony","higher vocational","41","0.708316047614247","0.595174515626997","0.821457579601498"
"Just right","1992","Saxony","higher education","145","0.604256675377585","0.543760383178037","0.664752967577132"
"Just right","1992","Saxony-Anhalt","in school","6","","",""
"Just right","1992","Saxony-Anhalt","inadequately","2","","",""
"Just right","1992","Saxony-Anhalt","general elemantary","78","0.766604676981544","0.68645754076425","0.846751813198838"
"Just right","1992","Saxony-Anhalt","middle vocational","288","0.704679419306975","0.660999308613067","0.748359530000883"
"Just right","1992","Saxony-Anhalt","vocational + Abi","5","","",""
"Just right","1992","Saxony-Anhalt","higher vocational","33","0.721785802463338","0.598799480142566","0.84477212478411"
"Just right","1992","Saxony-Anhalt","higher education","99","0.643447495957217","0.572072952648741","0.714822039265693"
"Just right","1992","Thuringia","in school","5","","",""
"Just right","1992","Thuringia","inadequately","2","","",""
"Just right","1992","Thuringia","general elemantary","58","0.852533443629268","0.76887187034191","0.936195016916626"
"Just right","1992","Thuringia","middle vocational","336","0.766418896628917","0.726703692305774","0.806134100952059"
"Just right","1992","Thuringia","vocational + Abi","7","","",""
"Just right","1992","Thuringia","higher vocational","24","","",""
"Just right","1992","Thuringia","higher education","93","0.744413968482916","0.668251917148918","0.820576019816914"
"A little too big","1992","Schleswig-Holstein","in school","","","",""
"A little too big","1992","Schleswig-Holstein","inadequately","","","",""
"A little too big","1992","Schleswig-Holstein","general elemantary","2","","",""
"A little too big","1992","Schleswig-Holstein","middle vocational","14","","",""
"A little too big","1992","Schleswig-Holstein","vocational + Abi","","","",""
"A little too big","1992","Schleswig-Holstein","higher vocational","2","","",""
"A little too big","1992","Schleswig-Holstein","higher education","4","","",""
"A little too big","1992","Hamburg","in school","","","",""
"A little too big","1992","Hamburg","inadequately","","","",""
"A little too big","1992","Hamburg","general elemantary","","","",""
"A little too big","1992","Hamburg","middle vocational","2","","",""
"A little too big","1992","Hamburg","vocational + Abi","","","",""
"A little too big","1992","Hamburg","higher vocational","","","",""
"A little too big","1992","Hamburg","higher education","","","",""
"A little too big","1992","Lower Saxony","in school","","","",""
"A little too big","1992","Lower Saxony","inadequately","3","","",""
"A little too big","1992","Lower Saxony","general elemantary","21","","",""
"A little too big","1992","Lower Saxony","middle vocational","51","0.119682637643047","0.0910012110308776","0.148364064255217"
"A little too big","1992","Lower Saxony","vocational + Abi","2","","",""
"A little too big","1992","Lower Saxony","higher vocational","9","","",""
"A little too big","1992","Lower Saxony","higher education","7","","",""
"A little too big","1992","Bremen","in school","","","",""
"A little too big","1992","Bremen","inadequately","","","",""
"A little too big","1992","Bremen","general elemantary","6","","",""
"A little too big","1992","Bremen","middle vocational","6","","",""
"A little too big","1992","Bremen","vocational + Abi","1","","",""
"A little too big","1992","Bremen","higher vocational","1","","",""
"A little too big","1992","Bremen","higher education","","","",""
"A little too big","1992","North Rhine-Westphalia","in school","1","","",""
"A little too big","1992","North Rhine-Westphalia","inadequately","3","","",""
"A little too big","1992","North Rhine-Westphalia","general elemantary","21","","",""
"A little too big","1992","North Rhine-Westphalia","middle vocational","67","0.0749502363931727","0.0600708737345052","0.0898295990518403"
"A little too big","1992","North Rhine-Westphalia","vocational + Abi","7","","",""
"A little too big","1992","North Rhine-Westphalia","higher vocational","8","","",""
"A little too big","1992","North Rhine-Westphalia","higher education","16","","",""
"A little too big","1992","Hesse","in school","","","",""
"A little too big","1992","Hesse","inadequately","","","",""
"A little too big","1992","Hesse","general elemantary","11","","",""
"A little too big","1992","Hesse","middle vocational","25","","",""
"A little too big","1992","Hesse","vocational + Abi","1","","",""
"A little too big","1992","Hesse","higher vocational","1","","",""
"A little too big","1992","Hesse","higher education","4","","",""
"A little too big","1992","Rhineland-Palatinate,Saarland","in school","","","",""
"A little too big","1992","Rhineland-Palatinate,Saarland","inadequately","1","","",""
"A little too big","1992","Rhineland-Palatinate,Saarland","general elemantary","12","","",""
"A little too big","1992","Rhineland-Palatinate,Saarland","middle vocational","17","","",""
"A little too big","1992","Rhineland-Palatinate,Saarland","vocational + Abi","2","","",""
"A little too big","1992","Rhineland-Palatinate,Saarland","higher vocational","2","","",""
"A little too big","1992","Rhineland-Palatinate,Saarland","higher education","2","","",""
"A little too big","1992","Baden-Württemberg","in school","1","","",""
"A little too big","1992","Baden-Württemberg","inadequately","4","","",""
"A little too big","1992","Baden-Württemberg","general elemantary","14","","",""
"A little too big","1992","Baden-Württemberg","middle vocational","39","0.0718463621236038","0.0534386624396535","0.090254061807554"
"A little too big","1992","Baden-Württemberg","vocational + Abi","3","","",""
"A little too big","1992","Baden-Württemberg","higher vocational","3","","",""
"A little too big","1992","Baden-Württemberg","higher education","9","","",""
"A little too big","1992","Bavaria","in school","","","",""
"A little too big","1992","Bavaria","inadequately","1","","",""
"A little too big","1992","Bavaria","general elemantary","19","","",""
"A little too big","1992","Bavaria","middle vocational","48","0.066633697669046","0.0495331476798198","0.0837342476582722"
"A little too big","1992","Bavaria","vocational + Abi","8","","",""
"A little too big","1992","Bavaria","higher vocational","5","","",""
"A little too big","1992","Bavaria","higher education","17","","",""
"A little too big","1992","Berlin","in school","1","","",""
"A little too big","1992","Berlin","inadequately","","","",""
"A little too big","1992","Berlin","general elemantary","5","","",""
"A little too big","1992","Berlin","middle vocational","13","","",""
"A little too big","1992","Berlin","vocational + Abi","3","","",""
"A little too big","1992","Berlin","higher vocational","2","","",""
"A little too big","1992","Berlin","higher education","11","","",""
"A little too big","1992","Brandenburg","in school","","","",""
"A little too big","1992","Brandenburg","inadequately","1","","",""
"A little too big","1992","Brandenburg","general elemantary","7","","",""
"A little too big","1992","Brandenburg","middle vocational","24","","",""
"A little too big","1992","Brandenburg","vocational + Abi","1","","",""
"A little too big","1992","Brandenburg","higher vocational","4","","",""
"A little too big","1992","Brandenburg","higher education","17","","",""
"A little too big","1992","Mecklenburg-Western Pomerania","in school","","","",""
"A little too big","1992","Mecklenburg-Western Pomerania","inadequately","","","",""
"A little too big","1992","Mecklenburg-Western Pomerania","general elemantary","1","","",""
"A little too big","1992","Mecklenburg-Western Pomerania","middle vocational","5","","",""
"A little too big","1992","Mecklenburg-Western Pomerania","vocational + Abi","","","",""
"A little too big","1992","Mecklenburg-Western Pomerania","higher vocational","","","",""
"A little too big","1992","Mecklenburg-Western Pomerania","higher education","2","","",""
"A little too big","1992","Saxony","in school","","","",""
"A little too big","1992","Saxony","inadequately","","","",""
"A little too big","1992","Saxony","general elemantary","9","","",""
"A little too big","1992","Saxony","middle vocational","54","0.0904339454332779","0.0683516889775252","0.112516201889031"
"A little too big","1992","Saxony","vocational + Abi","2","","",""
"A little too big","1992","Saxony","higher vocational","8","","",""
"A little too big","1992","Saxony","higher education","22","","",""
"A little too big","1992","Saxony-Anhalt","in school","","","",""
"A little too big","1992","Saxony-Anhalt","inadequately","","","",""
"A little too big","1992","Saxony-Anhalt","general elemantary","10","","",""
"A little too big","1992","Saxony-Anhalt","middle vocational","37","0.109349414465488","0.0794678735393342","0.139230955391641"
"A little too big","1992","Saxony-Anhalt","vocational + Abi","","","",""
"A little too big","1992","Saxony-Anhalt","higher vocational","3","","",""
"A little too big","1992","Saxony-Anhalt","higher education","13","","",""
"A little too big","1992","Thuringia","in school","1","","",""
"A little too big","1992","Thuringia","inadequately","","","",""
"A little too big","1992","Thuringia","general elemantary","6","","",""
"A little too big","1992","Thuringia","middle vocational","28","","",""
"A little too big","1992","Thuringia","vocational + Abi","","","",""
"A little too big","1992","Thuringia","higher vocational","1","","",""
"A little too big","1992","Thuringia","higher education","6","","",""
"Much too big","1992","Schleswig-Holstein","in school","","","",""
"Much too big","1992","Schleswig-Holstein","inadequately","","","",""
"Much too big","1992","Schleswig-Holstein","general elemantary","","","",""
"Much too big","1992","Schleswig-Holstein","middle vocational","","","",""
"Much too big","1992","Schleswig-Holstein","vocational + Abi","","","",""
"Much too big","1992","Schleswig-Holstein","higher vocational","1","","",""
"Much too big","1992","Schleswig-Holstein","higher education","1","","",""
"Much too big","1992","Hamburg","in school","","","",""
"Much too big","1992","Hamburg","inadequately","","","",""
"Much too big","1992","Hamburg","general elemantary","","","",""
"Much too big","1992","Hamburg","middle vocational","","","",""
"Much too big","1992","Hamburg","vocational + Abi","","","",""
"Much too big","1992","Hamburg","higher vocational","","","",""
"Much too big","1992","Hamburg","higher education","","","",""
"Much too big","1992","Lower Saxony","in school","","","",""
"Much too big","1992","Lower Saxony","inadequately","","","",""
"Much too big","1992","Lower Saxony","general elemantary","2","","",""
"Much too big","1992","Lower Saxony","middle vocational","2","","",""
"Much too big","1992","Lower Saxony","vocational + Abi","","","",""
"Much too big","1992","Lower Saxony","higher vocational","2","","",""
"Much too big","1992","Lower Saxony","higher education","","","",""
"Much too big","1992","Bremen","in school","","","",""
"Much too big","1992","Bremen","inadequately","","","",""
"Much too big","1992","Bremen","general elemantary","","","",""
"Much too big","1992","Bremen","middle vocational","","","",""
"Much too big","1992","Bremen","vocational + Abi","","","",""
"Much too big","1992","Bremen","higher vocational","","","",""
"Much too big","1992","Bremen","higher education","","","",""
"Much too big","1992","North Rhine-Westphalia","in school","","","",""
"Much too big","1992","North Rhine-Westphalia","inadequately","","","",""
"Much too big","1992","North Rhine-Westphalia","general elemantary","4","","",""
"Much too big","1992","North Rhine-Westphalia","middle vocational","8","","",""
"Much too big","1992","North Rhine-Westphalia","vocational + Abi","1","","",""
"Much too big","1992","North Rhine-Westphalia","higher vocational","","","",""
"Much too big","1992","North Rhine-Westphalia","higher education","","","",""
"Much too big","1992","Hesse","in school","","","",""
"Much too big","1992","Hesse","inadequately","","","",""
"Much too big","1992","Hesse","general elemantary","1","","",""
"Much too big","1992","Hesse","middle vocational","4","","",""
"Much too big","1992","Hesse","vocational + Abi","1","","",""
"Much too big","1992","Hesse","higher vocational","","","",""
"Much too big","1992","Hesse","higher education","","","",""
"Much too big","1992","Rhineland-Palatinate,Saarland","in school","","","",""
"Much too big","1992","Rhineland-Palatinate,Saarland","inadequately","","","",""
"Much too big","1992","Rhineland-Palatinate,Saarland","general elemantary","1","","",""
"Much too big","1992","Rhineland-Palatinate,Saarland","middle vocational","2","","",""
"Much too big","1992","Rhineland-Palatinate,Saarland","vocational + Abi","","","",""
"Much too big","1992","Rhineland-Palatinate,Saarland","higher vocational","1","","",""
"Much too big","1992","Rhineland-Palatinate,Saarland","higher education","","","",""
"Much too big","1992","Baden-Württemberg","in school","","","",""
"Much too big","1992","Baden-Württemberg","inadequately","","","",""
"Much too big","1992","Baden-Württemberg","general elemantary","1","","",""
"Much too big","1992","Baden-Württemberg","middle vocational","","","",""
"Much too big","1992","Baden-Württemberg","vocational + Abi","1","","",""
"Much too big","1992","Baden-Württemberg","higher vocational","","","",""
"Much too big","1992","Baden-Württemberg","higher education","1","","",""
"Much too big","1992","Bavaria","in school","","","",""
"Much too big","1992","Bavaria","inadequately","","","",""
"Much too big","1992","Bavaria","general elemantary","1","","",""
"Much too big","1992","Bavaria","middle vocational","3","","",""
"Much too big","1992","Bavaria","vocational + Abi","1","","",""
"Much too big","1992","Bavaria","higher vocational","","","",""
"Much too big","1992","Bavaria","higher education","1","","",""
"Much too big","1992","Berlin","in school","","","",""
"Much too big","1992","Berlin","inadequately","","","",""
"Much too big","1992","Berlin","general elemantary","","","",""
"Much too big","1992","Berlin","middle vocational","","","",""
"Much too big","1992","Berlin","vocational + Abi","","","",""
"Much too big","1992","Berlin","higher vocational","","","",""
"Much too big","1992","Berlin","higher education","","","",""
"Much too big","1992","Brandenburg","in school","","","",""
"Much too big","1992","Brandenburg","inadequately","","","",""
"Much too big","1992","Brandenburg","general elemantary","","","",""
"Much too big","1992","Brandenburg","middle vocational","3","","",""
"Much too big","1992","Brandenburg","vocational + Abi","","","",""
"Much too big","1992","Brandenburg","higher vocational","","","",""
"Much too big","1992","Brandenburg","higher education","","","",""
"Much too big","1992","Mecklenburg-Western Pomerania","in school","","","",""
"Much too big","1992","Mecklenburg-Western Pomerania","inadequately","","","",""
"Much too big","1992","Mecklenburg-Western Pomerania","general elemantary","1","","",""
"Much too big","1992","Mecklenburg-Western Pomerania","middle vocational","1","","",""
"Much too big","1992","Mecklenburg-Western Pomerania","vocational + Abi","","","",""
"Much too big","1992","Mecklenburg-Western Pomerania","higher vocational","","","",""
"Much too big","1992","Mecklenburg-Western Pomerania","higher education","","","",""
"Much too big","1992","Saxony","in school","","","",""
"Much too big","1992","Saxony","inadequately","","","",""
"Much too big","1992","Saxony","general elemantary","4","","",""
"Much too big","1992","Saxony","middle vocational","2","","",""
"Much too big","1992","Saxony","vocational + Abi","","","",""
"Much too big","1992","Saxony","higher vocational","3","","",""
"Much too big","1992","Saxony","higher education","","","",""
"Much too big","1992","Saxony-Anhalt","in school","","","",""
"Much too big","1992","Saxony-Anhalt","inadequately","","","",""
"Much too big","1992","Saxony-Anhalt","general elemantary","","","",""
"Much too big","1992","Saxony-Anhalt","middle vocational","","","",""
"Much too big","1992","Saxony-Anhalt","vocational + Abi","","","",""
"Much too big","1992","Saxony-Anhalt","higher vocational","","","",""
"Much too big","1992","Saxony-Anhalt","higher education","","","",""
"Much too big","1992","Thuringia","in school","","","",""
"Much too big","1992","Thuringia","inadequately","","","",""
"Much too big","1992","Thuringia","general elemantary","","","",""
"Much too big","1992","Thuringia","middle vocational","1","","",""
"Much too big","1992","Thuringia","vocational + Abi","","","",""
"Much too big","1992","Thuringia","higher vocational","1","","",""
"Much too big","1992","Thuringia","higher education","","","",""
"Much too small","1993","Schleswig-Holstein","in school","1","","",""
"Much too small","1993","Schleswig-Holstein","inadequately","1","","",""
"Much too small","1993","Schleswig-Holstein","general elemantary","","","",""
"Much too small","1993","Schleswig-Holstein","middle vocational","5","","",""
"Much too small","1993","Schleswig-Holstein","vocational + Abi","2","","",""
"Much too small","1993","Schleswig-Holstein","higher vocational","1","","",""
"Much too small","1993","Schleswig-Holstein","higher education","","","",""
"Much too small","1993","Hamburg","in school","","","",""
"Much too small","1993","Hamburg","inadequately","2","","",""
"Much too small","1993","Hamburg","general elemantary","2","","",""
"Much too small","1993","Hamburg","middle vocational","5","","",""
"Much too small","1993","Hamburg","vocational + Abi","","","",""
"Much too small","1993","Hamburg","higher vocational","1","","",""
"Much too small","1993","Hamburg","higher education","1","","",""
"Much too small","1993","Lower Saxony","in school","","","",""
"Much too small","1993","Lower Saxony","inadequately","3","","",""
"Much too small","1993","Lower Saxony","general elemantary","5","","",""
"Much too small","1993","Lower Saxony","middle vocational","18","","",""
"Much too small","1993","Lower Saxony","vocational + Abi","","","",""
"Much too small","1993","Lower Saxony","higher vocational","5","","",""
"Much too small","1993","Lower Saxony","higher education","2","","",""
"Much too small","1993","Bremen","in school","","","",""
"Much too small","1993","Bremen","inadequately","","","",""
"Much too small","1993","Bremen","general elemantary","1","","",""
"Much too small","1993","Bremen","middle vocational","1","","",""
"Much too small","1993","Bremen","vocational + Abi","","","",""
"Much too small","1993","Bremen","higher vocational","","","",""
"Much too small","1993","Bremen","higher education","","","",""
"Much too small","1993","North Rhine-Westphalia","in school","1","","",""
"Much too small","1993","North Rhine-Westphalia","inadequately","14","","",""
"Much too small","1993","North Rhine-Westphalia","general elemantary","40","0.0291107273865081","0.0152850855148512","0.0429363692581649"
"Much too small","1993","North Rhine-Westphalia","middle vocational","41","0.0228133633723169","0.014448847671151","0.0311778790734829"
"Much too small","1993","North Rhine-Westphalia","vocational + Abi","7","","",""
"Much too small","1993","North Rhine-Westphalia","higher vocational","3","","",""
"Much too small","1993","North Rhine-Westphalia","higher education","8","","",""
"Much too small","1993","Hesse","in school","2","","",""
"Much too small","1993","Hesse","inadequately","11","","",""
"Much too small","1993","Hesse","general elemantary","17","","",""
"Much too small","1993","Hesse","middle vocational","14","","",""
"Much too small","1993","Hesse","vocational + Abi","1","","",""
"Much too small","1993","Hesse","higher vocational","2","","",""
"Much too small","1993","Hesse","higher education","3","","",""
"Much too small","1993","Rhineland-Palatinate,Saarland","in school","","","",""
"Much too small","1993","Rhineland-Palatinate,Saarland","inadequately","5","","",""
"Much too small","1993","Rhineland-Palatinate,Saarland","general elemantary","5","","",""
"Much too small","1993","Rhineland-Palatinate,Saarland","middle vocational","5","","",""
"Much too small","1993","Rhineland-Palatinate,Saarland","vocational + Abi","","","",""
"Much too small","1993","Rhineland-Palatinate,Saarland","higher vocational","1","","",""
"Much too small","1993","Rhineland-Palatinate,Saarland","higher education","","","",""
"Much too small","1993","Baden-Württemberg","in school","1","","",""
"Much too small","1993","Baden-Württemberg","inadequately","28","","",""
"Much too small","1993","Baden-Württemberg","general elemantary","35","0.0348008201412994","0.0180706314216152","0.0515310088609836"
"Much too small","1993","Baden-Württemberg","middle vocational","35","0.0267490019891347","0.015359961881048","0.0381380420972214"
"Much too small","1993","Baden-Württemberg","vocational + Abi","2","","",""
"Much too small","1993","Baden-Württemberg","higher vocational","3","","",""
"Much too small","1993","Baden-Württemberg","higher education","9","","",""
"Much too small","1993","Bavaria","in school","1","","",""
"Much too small","1993","Bavaria","inadequately","6","","",""
"Much too small","1993","Bavaria","general elemantary","19","","",""
"Much too small","1993","Bavaria","middle vocational","16","","",""
"Much too small","1993","Bavaria","vocational + Abi","6","","",""
"Much too small","1993","Bavaria","higher vocational","","","",""
"Much too small","1993","Bavaria","higher education","3","","",""
"Much too small","1993","Berlin","in school","2","","",""
"Much too small","1993","Berlin","inadequately","","","",""
"Much too small","1993","Berlin","general elemantary","10","","",""
"Much too small","1993","Berlin","middle vocational","10","","",""
"Much too small","1993","Berlin","vocational + Abi","1","","",""
"Much too small","1993","Berlin","higher vocational","1","","",""
"Much too small","1993","Berlin","higher education","6","","",""
"Much too small","1993","Brandenburg","in school","1","","",""
"Much too small","1993","Brandenburg","inadequately","","","",""
"Much too small","1993","Brandenburg","general elemantary","2","","",""
"Much too small","1993","Brandenburg","middle vocational","6","","",""
"Much too small","1993","Brandenburg","vocational + Abi","","","",""
"Much too small","1993","Brandenburg","higher vocational","3","","",""
"Much too small","1993","Brandenburg","higher education","9","","",""
"Much too small","1993","Mecklenburg-Western Pomerania","in school","","","",""
"Much too small","1993","Mecklenburg-Western Pomerania","inadequately","","","",""
"Much too small","1993","Mecklenburg-Western Pomerania","general elemantary","1","","",""
"Much too small","1993","Mecklenburg-Western Pomerania","middle vocational","8","","",""
"Much too small","1993","Mecklenburg-Western Pomerania","vocational + Abi","1","","",""
"Much too small","1993","Mecklenburg-Western Pomerania","higher vocational","1","","",""
