"hlf0071_h","year","bula_h","pgisced97","n","percent","lower_confidence","upper_confidence"
"A little too big","1998","Saxony","inadequately","","","",""
"A little too big","1998","Saxony","general elemantary","9","","",""
"A little too big","1998","Saxony","middle vocational","66","0.103740670517243","0.0804245239699734","0.127056817064513"
"A little too big","1998","Saxony","vocational + Abi","3","","",""
"A little too big","1998","Saxony","higher vocational","5","","",""
"A little too big","1998","Saxony","higher education","34","0.169945304865099","0.122915520290552","0.216975089439646"
"A little too big","1998","Saxony-Anhalt","in school","1","","",""
"A little too big","1998","Saxony-Anhalt","inadequately","","","",""
"A little too big","1998","Saxony-Anhalt","general elemantary","8","","",""
"A little too big","1998","Saxony-Anhalt","middle vocational","23","","",""
"A little too big","1998","Saxony-Anhalt","vocational + Abi","2","","",""
"A little too big","1998","Saxony-Anhalt","higher vocational","7","","",""
"A little too big","1998","Saxony-Anhalt","higher education","16","","",""
"A little too big","1998","Thuringia","in school","","","",""
"A little too big","1998","Thuringia","inadequately","1","","",""
"A little too big","1998","Thuringia","general elemantary","5","","",""
"A little too big","1998","Thuringia","middle vocational","50","0.120728110221434","0.0902504497419157","0.151205770700952"
"A little too big","1998","Thuringia","vocational + Abi","1","","",""
"A little too big","1998","Thuringia","higher vocational","5","","",""
"A little too big","1998","Thuringia","higher education","11","","",""
"Much too big","1998","Schleswig-Holstein","in school","","","",""
"Much too big","1998","Schleswig-Holstein","inadequately","","","",""
"Much too big","1998","Schleswig-Holstein","general elemantary","","","",""
"Much too big","1998","Schleswig-Holstein","middle vocational","","","",""
"Much too big","1998","Schleswig-Holstein","vocational + Abi","","","",""
"Much too big","1998","Schleswig-Holstein","higher vocational","1","","",""
"Much too big","1998","Schleswig-Holstein","higher education","1","","",""
"Much too big","1998","Hamburg","in school","","","",""
"Much too big","1998","Hamburg","inadequately","","","",""
"Much too big","1998","Hamburg","general elemantary","","","",""
"Much too big","1998","Hamburg","middle vocational","","","",""
"Much too big","1998","Hamburg","vocational + Abi","","","",""
"Much too big","1998","Hamburg","higher vocational","","","",""
"Much too big","1998","Hamburg","higher education","","","",""
"Much too big","1998","Lower Saxony","in school","","","",""
"Much too big","1998","Lower Saxony","inadequately","","","",""
"Much too big","1998","Lower Saxony","general elemantary","1","","",""
"Much too big","1998","Lower Saxony","middle vocational","8","","",""
"Much too big","1998","Lower Saxony","vocational + Abi","","","",""
"Much too big","1998","Lower Saxony","higher vocational","1","","",""
"Much too big","1998","Lower Saxony","higher education","2","","",""
"Much too big","1998","Bremen","in school","","","",""
"Much too big","1998","Bremen","inadequately","","","",""
"Much too big","1998","Bremen","general elemantary","","","",""
"Much too big","1998","Bremen","middle vocational","","","",""
"Much too big","1998","Bremen","vocational + Abi","","","",""
"Much too big","1998","Bremen","higher vocational","","","",""
"Much too big","1998","Bremen","higher education","","","",""
"Much too big","1998","North Rhine-Westphalia","in school","2","","",""
"Much too big","1998","North Rhine-Westphalia","inadequately","","","",""
"Much too big","1998","North Rhine-Westphalia","general elemantary","10","","",""
"Much too big","1998","North Rhine-Westphalia","middle vocational","17","","",""
"Much too big","1998","North Rhine-Westphalia","vocational + Abi","1","","",""
"Much too big","1998","North Rhine-Westphalia","higher vocational","","","",""
"Much too big","1998","North Rhine-Westphalia","higher education","3","","",""
"Much too big","1998","Hesse","in school","1","","",""
"Much too big","1998","Hesse","inadequately","","","",""
"Much too big","1998","Hesse","general elemantary","1","","",""
"Much too big","1998","Hesse","middle vocational","3","","",""
"Much too big","1998","Hesse","vocational + Abi","","","",""
"Much too big","1998","Hesse","higher vocational","1","","",""
"Much too big","1998","Hesse","higher education","3","","",""
"Much too big","1998","Rhineland-Palatinate,Saarland","in school","","","",""
"Much too big","1998","Rhineland-Palatinate,Saarland","inadequately","","","",""
"Much too big","1998","Rhineland-Palatinate,Saarland","general elemantary","1","","",""
"Much too big","1998","Rhineland-Palatinate,Saarland","middle vocational","3","","",""
"Much too big","1998","Rhineland-Palatinate,Saarland","vocational + Abi","","","",""
"Much too big","1998","Rhineland-Palatinate,Saarland","higher vocational","","","",""
"Much too big","1998","Rhineland-Palatinate,Saarland","higher education","1","","",""
"Much too big","1998","Baden-Württemberg","in school","","","",""
"Much too big","1998","Baden-Württemberg","inadequately","","","",""
"Much too big","1998","Baden-Württemberg","general elemantary","3","","",""
"Much too big","1998","Baden-Württemberg","middle vocational","1","","",""
"Much too big","1998","Baden-Württemberg","vocational + Abi","","","",""
"Much too big","1998","Baden-Württemberg","higher vocational","","","",""
"Much too big","1998","Baden-Württemberg","higher education","","","",""
"Much too big","1998","Bavaria","in school","1","","",""
"Much too big","1998","Bavaria","inadequately","","","",""
"Much too big","1998","Bavaria","general elemantary","3","","",""
"Much too big","1998","Bavaria","middle vocational","5","","",""
"Much too big","1998","Bavaria","vocational + Abi","1","","",""
"Much too big","1998","Bavaria","higher vocational","1","","",""
"Much too big","1998","Bavaria","higher education","5","","",""
"Much too big","1998","Berlin","in school","","","",""
"Much too big","1998","Berlin","inadequately","","","",""
"Much too big","1998","Berlin","general elemantary","","","",""
"Much too big","1998","Berlin","middle vocational","","","",""
"Much too big","1998","Berlin","vocational + Abi","","","",""
"Much too big","1998","Berlin","higher vocational","2","","",""
"Much too big","1998","Berlin","higher education","","","",""
"Much too big","1998","Brandenburg","in school","","","",""
"Much too big","1998","Brandenburg","inadequately","","","",""
"Much too big","1998","Brandenburg","general elemantary","","","",""
"Much too big","1998","Brandenburg","middle vocational","","","",""
"Much too big","1998","Brandenburg","vocational + Abi","","","",""
"Much too big","1998","Brandenburg","higher vocational","","","",""
"Much too big","1998","Brandenburg","higher education","1","","",""
"Much too big","1998","Mecklenburg-Western Pomerania","in school","","","",""
"Much too big","1998","Mecklenburg-Western Pomerania","inadequately","","","",""
"Much too big","1998","Mecklenburg-Western Pomerania","general elemantary","","","",""
"Much too big","1998","Mecklenburg-Western Pomerania","middle vocational","1","","",""
"Much too big","1998","Mecklenburg-Western Pomerania","vocational + Abi","","","",""
"Much too big","1998","Mecklenburg-Western Pomerania","higher vocational","","","",""
"Much too big","1998","Mecklenburg-Western Pomerania","higher education","2","","",""
"Much too big","1998","Saxony","in school","","","",""
"Much too big","1998","Saxony","inadequately","","","",""
"Much too big","1998","Saxony","general elemantary","","","",""
"Much too big","1998","Saxony","middle vocational","5","","",""
"Much too big","1998","Saxony","vocational + Abi","","","",""
"Much too big","1998","Saxony","higher vocational","1","","",""
"Much too big","1998","Saxony","higher education","1","","",""
"Much too big","1998","Saxony-Anhalt","in school","","","",""
"Much too big","1998","Saxony-Anhalt","inadequately","","","",""
"Much too big","1998","Saxony-Anhalt","general elemantary","","","",""
"Much too big","1998","Saxony-Anhalt","middle vocational","2","","",""
"Much too big","1998","Saxony-Anhalt","vocational + Abi","","","",""
"Much too big","1998","Saxony-Anhalt","higher vocational","1","","",""
"Much too big","1998","Saxony-Anhalt","higher education","","","",""
"Much too big","1998","Thuringia","in school","","","",""
"Much too big","1998","Thuringia","inadequately","","","",""
"Much too big","1998","Thuringia","general elemantary","","","",""
"Much too big","1998","Thuringia","middle vocational","1","","",""
"Much too big","1998","Thuringia","vocational + Abi","","","",""
"Much too big","1998","Thuringia","higher vocational","1","","",""
"Much too big","1998","Thuringia","higher education","","","",""
"Much too small","1999","Schleswig-Holstein","in school","1","","",""
"Much too small","1999","Schleswig-Holstein","inadequately","","","",""
"Much too small","1999","Schleswig-Holstein","general elemantary","","","",""
"Much too small","1999","Schleswig-Holstein","middle vocational","","","",""
"Much too small","1999","Schleswig-Holstein","vocational + Abi","1","","",""
"Much too small","1999","Schleswig-Holstein","higher vocational","","","",""
"Much too small","1999","Schleswig-Holstein","higher education","1","","",""
"Much too small","1999","Hamburg","in school","","","",""
"Much too small","1999","Hamburg","inadequately","1","","",""
"Much too small","1999","Hamburg","general elemantary","2","","",""
"Much too small","1999","Hamburg","middle vocational","1","","",""
"Much too small","1999","Hamburg","vocational + Abi","","","",""
"Much too small","1999","Hamburg","higher vocational","","","",""
"Much too small","1999","Hamburg","higher education","","","",""
"Much too small","1999","Lower Saxony","in school","","","",""
"Much too small","1999","Lower Saxony","inadequately","","","",""
"Much too small","1999","Lower Saxony","general elemantary","4","","",""
"Much too small","1999","Lower Saxony","middle vocational","5","","",""
"Much too small","1999","Lower Saxony","vocational + Abi","","","",""
"Much too small","1999","Lower Saxony","higher vocational","","","",""
"Much too small","1999","Lower Saxony","higher education","2","","",""
"Much too small","1999","Bremen","in school","","","",""
"Much too small","1999","Bremen","inadequately","","","",""
"Much too small","1999","Bremen","general elemantary","","","",""
"Much too small","1999","Bremen","middle vocational","","","",""
"Much too small","1999","Bremen","vocational + Abi","","","",""
"Much too small","1999","Bremen","higher vocational","","","",""
"Much too small","1999","Bremen","higher education","2","","",""
"Much too small","1999","North Rhine-Westphalia","in school","1","","",""
"Much too small","1999","North Rhine-Westphalia","inadequately","8","","",""
"Much too small","1999","North Rhine-Westphalia","general elemantary","23","","",""
"Much too small","1999","North Rhine-Westphalia","middle vocational","29","","",""
"Much too small","1999","North Rhine-Westphalia","vocational + Abi","4","","",""
"Much too small","1999","North Rhine-Westphalia","higher vocational","1","","",""
"Much too small","1999","North Rhine-Westphalia","higher education","13","","",""
"Much too small","1999","Hesse","in school","3","","",""
"Much too small","1999","Hesse","inadequately","","","",""
"Much too small","1999","Hesse","general elemantary","8","","",""
"Much too small","1999","Hesse","middle vocational","12","","",""
"Much too small","1999","Hesse","vocational + Abi","","","",""
"Much too small","1999","Hesse","higher vocational","","","",""
"Much too small","1999","Hesse","higher education","4","","",""
"Much too small","1999","Rhineland-Palatinate,Saarland","in school","","","",""
"Much too small","1999","Rhineland-Palatinate,Saarland","inadequately","","","",""
"Much too small","1999","Rhineland-Palatinate,Saarland","general elemantary","3","","",""
"Much too small","1999","Rhineland-Palatinate,Saarland","middle vocational","8","","",""
"Much too small","1999","Rhineland-Palatinate,Saarland","vocational + Abi","1","","",""
"Much too small","1999","Rhineland-Palatinate,Saarland","higher vocational","2","","",""
"Much too small","1999","Rhineland-Palatinate,Saarland","higher education","2","","",""
"Much too small","1999","Baden-Württemberg","in school","1","","",""
"Much too small","1999","Baden-Württemberg","inadequately","7","","",""
"Much too small","1999","Baden-Württemberg","general elemantary","22","","",""
"Much too small","1999","Baden-Württemberg","middle vocational","15","","",""
"Much too small","1999","Baden-Württemberg","vocational + Abi","1","","",""
"Much too small","1999","Baden-Württemberg","higher vocational","2","","",""
"Much too small","1999","Baden-Württemberg","higher education","4","","",""
"Much too small","1999","Bavaria","in school","","","",""
"Much too small","1999","Bavaria","inadequately","1","","",""
"Much too small","1999","Bavaria","general elemantary","6","","",""
"Much too small","1999","Bavaria","middle vocational","12","","",""
"Much too small","1999","Bavaria","vocational + Abi","1","","",""
"Much too small","1999","Bavaria","higher vocational","1","","",""
"Much too small","1999","Bavaria","higher education","1","","",""
"Much too small","1999","Berlin","in school","","","",""
"Much too small","1999","Berlin","inadequately","","","",""
"Much too small","1999","Berlin","general elemantary","4","","",""
"Much too small","1999","Berlin","middle vocational","10","","",""
"Much too small","1999","Berlin","vocational + Abi","3","","",""
"Much too small","1999","Berlin","higher vocational","","","",""
"Much too small","1999","Berlin","higher education","2","","",""
"Much too small","1999","Brandenburg","in school","","","",""
"Much too small","1999","Brandenburg","inadequately","","","",""
"Much too small","1999","Brandenburg","general elemantary","2","","",""
"Much too small","1999","Brandenburg","middle vocational","5","","",""
"Much too small","1999","Brandenburg","vocational + Abi","","","",""
"Much too small","1999","Brandenburg","higher vocational","1","","",""
"Much too small","1999","Brandenburg","higher education","1","","",""
"Much too small","1999","Mecklenburg-Western Pomerania","in school","1","","",""
"Much too small","1999","Mecklenburg-Western Pomerania","inadequately","","","",""
"Much too small","1999","Mecklenburg-Western Pomerania","general elemantary","1","","",""
"Much too small","1999","Mecklenburg-Western Pomerania","middle vocational","7","","",""
"Much too small","1999","Mecklenburg-Western Pomerania","vocational + Abi","","","",""
"Much too small","1999","Mecklenburg-Western Pomerania","higher vocational","","","",""
"Much too small","1999","Mecklenburg-Western Pomerania","higher education","2","","",""
"Much too small","1999","Saxony","in school","","","",""
"Much too small","1999","Saxony","inadequately","","","",""
"Much too small","1999","Saxony","general elemantary","1","","",""
"Much too small","1999","Saxony","middle vocational","5","","",""
"Much too small","1999","Saxony","vocational + Abi","","","",""
"Much too small","1999","Saxony","higher vocational","1","","",""
"Much too small","1999","Saxony","higher education","1","","",""
"Much too small","1999","Saxony-Anhalt","in school","1","","",""
"Much too small","1999","Saxony-Anhalt","inadequately","","","",""
"Much too small","1999","Saxony-Anhalt","general elemantary","","","",""
"Much too small","1999","Saxony-Anhalt","middle vocational","8","","",""
"Much too small","1999","Saxony-Anhalt","vocational + Abi","","","",""
"Much too small","1999","Saxony-Anhalt","higher vocational","3","","",""
"Much too small","1999","Saxony-Anhalt","higher education","4","","",""
"Much too small","1999","Thuringia","in school","","","",""
"Much too small","1999","Thuringia","inadequately","","","",""
"Much too small","1999","Thuringia","general elemantary","","","",""
"Much too small","1999","Thuringia","middle vocational","2","","",""
"Much too small","1999","Thuringia","vocational + Abi","","","",""
"Much too small","1999","Thuringia","higher vocational","","","",""
"Much too small","1999","Thuringia","higher education","3","","",""
"A little too small","1999","Schleswig-Holstein","in school","1","","",""
"A little too small","1999","Schleswig-Holstein","inadequately","","","",""
"A little too small","1999","Schleswig-Holstein","general elemantary","4","","",""
"A little too small","1999","Schleswig-Holstein","middle vocational","27","","",""
"A little too small","1999","Schleswig-Holstein","vocational + Abi","4","","",""
"A little too small","1999","Schleswig-Holstein","higher vocational","1","","",""
"A little too small","1999","Schleswig-Holstein","higher education","4","","",""
"A little too small","1999","Hamburg","in school","1","","",""
"A little too small","1999","Hamburg","inadequately","3","","",""
"A little too small","1999","Hamburg","general elemantary","8","","",""
"A little too small","1999","Hamburg","middle vocational","15","","",""
"A little too small","1999","Hamburg","vocational + Abi","3","","",""
"A little too small","1999","Hamburg","higher vocational","1","","",""
"A little too small","1999","Hamburg","higher education","2","","",""
"A little too small","1999","Lower Saxony","in school","4","","",""
"A little too small","1999","Lower Saxony","inadequately","9","","",""
"A little too small","1999","Lower Saxony","general elemantary","29","","",""
"A little too small","1999","Lower Saxony","middle vocational","77","0.125146648700311","0.0984473823926381","0.151845915007983"
"A little too small","1999","Lower Saxony","vocational + Abi","14","","",""
"A little too small","1999","Lower Saxony","higher vocational","16","","",""
"A little too small","1999","Lower Saxony","higher education","14","","",""
"A little too small","1999","Bremen","in school","1","","",""
"A little too small","1999","Bremen","inadequately","1","","",""
"A little too small","1999","Bremen","general elemantary","2","","",""
"A little too small","1999","Bremen","middle vocational","7","","",""
"A little too small","1999","Bremen","vocational + Abi","","","",""
"A little too small","1999","Bremen","higher vocational","2","","",""
"A little too small","1999","Bremen","higher education","5","","",""
"A little too small","1999","North Rhine-Westphalia","in school","15","","",""
"A little too small","1999","North Rhine-Westphalia","inadequately","18","","",""
"A little too small","1999","North Rhine-Westphalia","general elemantary","62","0.1287179762398","0.0993054452327431","0.158130507246857"
"A little too small","1999","North Rhine-Westphalia","middle vocational","212","0.130660426735221","0.112485886085193","0.148834967385248"
"A little too small","1999","North Rhine-Westphalia","vocational + Abi","28","","",""
"A little too small","1999","North Rhine-Westphalia","higher vocational","33","0.16432754598085","0.107438648502823","0.221216443458877"
"A little too small","1999","North Rhine-Westphalia","higher education","47","0.147885463388466","0.108305026680204","0.187465900096728"
"A little too small","1999","Hesse","in school","4","","",""
"A little too small","1999","Hesse","inadequately","9","","",""
"A little too small","1999","Hesse","general elemantary","24","","",""
"A little too small","1999","Hesse","middle vocational","73","0.13561287621661","0.102985472610339","0.168240279822881"
"A little too small","1999","Hesse","vocational + Abi","10","","",""
"A little too small","1999","Hesse","higher vocational","7","","",""
"A little too small","1999","Hesse","higher education","34","0.301982175181998","0.219837128825061","0.384127221538935"
"A little too small","1999","Rhineland-Palatinate,Saarland","in school","2","","",""
"A little too small","1999","Rhineland-Palatinate,Saarland","inadequately","2","","",""
"A little too small","1999","Rhineland-Palatinate,Saarland","general elemantary","22","","",""
"A little too small","1999","Rhineland-Palatinate,Saarland","middle vocational","55","0.158317439288496","0.121854114228212","0.19478076434878"
"A little too small","1999","Rhineland-Palatinate,Saarland","vocational + Abi","2","","",""
"A little too small","1999","Rhineland-Palatinate,Saarland","higher vocational","8","","",""
"A little too small","1999","Rhineland-Palatinate,Saarland","higher education","13","","",""
"A little too small","1999","Baden-Württemberg","in school","9","","",""
"A little too small","1999","Baden-Württemberg","inadequately","20","","",""
"A little too small","1999","Baden-Württemberg","general elemantary","56","0.11231460852892","0.0824006514092418","0.142228565648599"
"A little too small","1999","Baden-Württemberg","middle vocational","118","0.137981441470545","0.113574179880133","0.162388703060956"
"A little too small","1999","Baden-Württemberg","vocational + Abi","22","","",""
"A little too small","1999","Baden-Württemberg","higher vocational","20","","",""
"A little too small","1999","Baden-Württemberg","higher education","20","","",""
"A little too small","1999","Bavaria","in school","5","","",""
"A little too small","1999","Bavaria","inadequately","12","","",""
"A little too small","1999","Bavaria","general elemantary","57","0.135332590339204","0.100802067175838","0.16986311350257"
"A little too small","1999","Bavaria","middle vocational","134","0.153816222626477","0.130604492030202","0.177027953222752"
"A little too small","1999","Bavaria","vocational + Abi","15","","",""
"A little too small","1999","Bavaria","higher vocational","24","","",""
"A little too small","1999","Bavaria","higher education","54","0.228271384551244","0.170816203303468","0.285726565799019"
"A little too small","1999","Berlin","in school","7","","",""
"A little too small","1999","Berlin","inadequately","3","","",""
"A little too small","1999","Berlin","general elemantary","10","","",""
"A little too small","1999","Berlin","middle vocational","60","0.30119765862978","0.240015585761726","0.362379731497835"
"A little too small","1999","Berlin","vocational + Abi","2","","",""
"A little too small","1999","Berlin","higher vocational","5","","",""
"A little too small","1999","Berlin","higher education","29","","",""
"A little too small","1999","Brandenburg","in school","3","","",""
"A little too small","1999","Brandenburg","inadequately","","","",""
"A little too small","1999","Brandenburg","general elemantary","6","","",""
"A little too small","1999","Brandenburg","middle vocational","43","0.120846520653602","0.084736698677586","0.156956342629617"
"A little too small","1999","Brandenburg","vocational + Abi","1","","",""
"A little too small","1999","Brandenburg","higher vocational","10","","",""
"A little too small","1999","Brandenburg","higher education","26","","",""
"A little too small","1999","Mecklenburg-Western Pomerania","in school","4","","",""
"A little too small","1999","Mecklenburg-Western Pomerania","inadequately","","","",""
"A little too small","1999","Mecklenburg-Western Pomerania","general elemantary","3","","",""
"A little too small","1999","Mecklenburg-Western Pomerania","middle vocational","37","0.14355119670978","0.0977358535229952","0.189366539896565"
"A little too small","1999","Mecklenburg-Western Pomerania","vocational + Abi","3","","",""
"A little too small","1999","Mecklenburg-Western Pomerania","higher vocational","3","","",""
"A little too small","1999","Mecklenburg-Western Pomerania","higher education","10","","",""
"A little too small","1999","Saxony","in school","5","","",""
"A little too small","1999","Saxony","inadequately","","","",""
"A little too small","1999","Saxony","general elemantary","20","","",""
"A little too small","1999","Saxony","middle vocational","119","0.1792314548155","0.149631864447031","0.20883104518397"
"A little too small","1999","Saxony","vocational + Abi","6","","",""
"A little too small","1999","Saxony","higher vocational","8","","",""
"A little too small","1999","Saxony","higher education","42","0.162819854240428","0.116303727092817","0.209335981388038"
"A little too small","1999","Saxony-Anhalt","in school","1","","",""
"A little too small","1999","Saxony-Anhalt","inadequately","","","",""
"A little too small","1999","Saxony-Anhalt","general elemantary","12","","",""
"A little too small","1999","Saxony-Anhalt","middle vocational","52","0.122283558368289","0.0884414048309276","0.156125711905651"
"A little too small","1999","Saxony-Anhalt","vocational + Abi","4","","",""
"A little too small","1999","Saxony-Anhalt","higher vocational","11","","",""
"A little too small","1999","Saxony-Anhalt","higher education","22","","",""
"A little too small","1999","Thuringia","in school","1","","",""
"A little too small","1999","Thuringia","inadequately","","","",""
"A little too small","1999","Thuringia","general elemantary","6","","",""
"A little too small","1999","Thuringia","middle vocational","54","0.129109803041937","0.0979196205159446","0.16029998556793"
"A little too small","1999","Thuringia","vocational + Abi","4","","",""
"A little too small","1999","Thuringia","higher vocational","4","","",""
"A little too small","1999","Thuringia","higher education","26","","",""
"Just right","1999","Schleswig-Holstein","in school","8","","",""
"Just right","1999","Schleswig-Holstein","inadequately","5","","",""
"Just right","1999","Schleswig-Holstein","general elemantary","32","0.722910767958662","0.587555358431","0.858266177486324"
"Just right","1999","Schleswig-Holstein","middle vocational","143","0.740285266492199","0.678101180653121","0.802469352331276"
"Just right","1999","Schleswig-Holstein","vocational + Abi","14","","",""
"Just right","1999","Schleswig-Holstein","higher vocational","19","","",""
"Just right","1999","Schleswig-Holstein","higher education","24","","",""
"Just right","1999","Hamburg","in school","1","","",""
"Just right","1999","Hamburg","inadequately","2","","",""
"Just right","1999","Hamburg","general elemantary","19","","",""
"Just right","1999","Hamburg","middle vocational","57","0.625731734175555","0.517641036174024","0.733822432177086"
"Just right","1999","Hamburg","vocational + Abi","4","","",""
"Just right","1999","Hamburg","higher vocational","2","","",""
"Just right","1999","Hamburg","higher education","12","","",""
"Just right","1999","Lower Saxony","in school","19","","",""
"Just right","1999","Lower Saxony","inadequately","26","","",""
"Just right","1999","Lower Saxony","general elemantary","189","0.801052274665722","0.750651235856074","0.851453313475371"
"Just right","1999","Lower Saxony","middle vocational","437","0.711059851733322","0.674485291762301","0.747634411704343"
"Just right","1999","Lower Saxony","vocational + Abi","43","0.673184045257444","0.558269067772695","0.788099022742193"
"Just right","1999","Lower Saxony","higher vocational","44","0.627888694130248","0.514654697723708","0.741122690536787"
"Just right","1999","Lower Saxony","higher education","88","0.702590104836359","0.62339983412015","0.781780375552569"
"Just right","1999","Bremen","in school","2","","",""
"Just right","1999","Bremen","inadequately","1","","",""
"Just right","1999","Bremen","general elemantary","14","","",""
"Just right","1999","Bremen","middle vocational","35","0.749304007677428","0.626692792772651","0.871915222582206"
"Just right","1999","Bremen","vocational + Abi","3","","",""
"Just right","1999","Bremen","higher vocational","2","","",""
"Just right","1999","Bremen","higher education","2","","",""
"Just right","1999","North Rhine-Westphalia","in school","54","0.734925952168329","0.635695106672451","0.834156797664208"
"Just right","1999","North Rhine-Westphalia","inadequately","87","0.779706087801544","0.70460921186705","0.854802963736039"
"Just right","1999","North Rhine-Westphalia","general elemantary","375","0.754058691242573","0.71623606035035","0.791881322134795"
"Just right","1999","North Rhine-Westphalia","middle vocational","989","0.758416393565362","0.73533381787635","0.781498969254373"
"Just right","1999","North Rhine-Westphalia","vocational + Abi","96","0.726638854075186","0.651734625069344","0.801543083081028"
"Just right","1999","North Rhine-Westphalia","higher vocational","121","0.759790197014304","0.694206409291865","0.825373984736744"
"Just right","1999","North Rhine-Westphalia","higher education","214","0.686847819228978","0.63513754589884","0.738558092559116"
"Just right","1999","Hesse","in school","11","","",""
"Just right","1999","Hesse","inadequately","33","0.819330144140581","0.70564752559494","0.933012762686222"
"Just right","1999","Hesse","general elemantary","146","0.811779545199063","0.756344568587741","0.867214521810385"
"Just right","1999","Hesse","middle vocational","293","0.718627324881891","0.675775360972508","0.761479288791275"
"Just right","1999","Hesse","vocational + Abi","30","0.742470001427137","0.610225746487647","0.874714256366627"
"Just right","1999","Hesse","higher vocational","24","","",""
"Just right","1999","Hesse","higher education","68","0.565171502977073","0.476474980034367","0.653868025919778"
"Just right","1999","Rhineland-Palatinate,Saarland","in school","13","","",""
"Just right","1999","Rhineland-Palatinate,Saarland","inadequately","19","","",""
"Just right","1999","Rhineland-Palatinate,Saarland","general elemantary","152","0.757185202640329","0.697759855551363","0.816610549729295"
"Just right","1999","Rhineland-Palatinate,Saarland","middle vocational","291","0.742634738489614","0.698965027289824","0.786304449689405"
"Just right","1999","Rhineland-Palatinate,Saarland","vocational + Abi","18","","",""
"Just right","1999","Rhineland-Palatinate,Saarland","higher vocational","29","","",""
"Just right","1999","Rhineland-Palatinate,Saarland","higher education","40","0.633248211362668","0.513291278627616","0.75320514409772"
"Just right","1999","Baden-Württemberg","in school","26","","",""
"Just right","1999","Baden-Württemberg","inadequately","92","0.701485966796636","0.620942722655149","0.782029210938123"
"Just right","1999","Baden-Württemberg","general elemantary","324","0.789644154801677","0.751032429201471","0.828255880401883"
"Just right","1999","Baden-Württemberg","middle vocational","569","0.725853236126438","0.694283832367202","0.757422639885674"
"Just right","1999","Baden-Württemberg","vocational + Abi","38","0.557377756894802","0.439322571169792","0.675432942619813"
"Just right","1999","Baden-Württemberg","higher vocational","64","0.701162404241353","0.609595316437117","0.792729492045589"
"Just right","1999","Baden-Württemberg","higher education","108","0.665956548020188","0.591464115049537","0.740448980990838"
"Just right","1999","Bavaria","in school","12","","",""
"Just right","1999","Bavaria","inadequately","33","0.642517559370832","0.505502273957405","0.77953284478426"
"Just right","1999","Bavaria","general elemantary","280","0.761457856188585","0.718436617484474","0.804479094892697"
"Just right","1999","Bavaria","middle vocational","715","0.759009606817547","0.731492827271815","0.78652638636328"
"Just right","1999","Bavaria","vocational + Abi","44","0.748044291609719","0.639981046783297","0.856107536436142"
"Just right","1999","Bavaria","higher vocational","88","0.719573462099154","0.639201496029841","0.799945428168468"
"Just right","1999","Bavaria","higher education","133","0.66988607513022","0.605513103517781","0.73425904674266"
"Just right","1999","Berlin","in school","12","","",""
"Just right","1999","Berlin","inadequately","1","","",""
"Just right","1999","Berlin","general elemantary","41","0.76884356396645","0.661272844890479","0.876414283042421"
"Just right","1999","Berlin","middle vocational","134","0.620700537314765","0.555993220749432","0.685407853880098"
"Just right","1999","Berlin","vocational + Abi","11","","",""
"Just right","1999","Berlin","higher vocational","23","","",""
"Just right","1999","Berlin","higher education","106","0.677932724120474","0.604133069461907","0.751732378779041"
"Just right","1999","Brandenburg","in school","14","","",""
"Just right","1999","Brandenburg","inadequately","2","","",""
"Just right","1999","Brandenburg","general elemantary","43","0.857809746480257","0.764660013653142","0.950959479307372"
"Just right","1999","Brandenburg","middle vocational","245","0.803747612743748","0.759748568333017","0.847746657154479"
"Just right","1999","Brandenburg","vocational + Abi","7","","",""
"Just right","1999","Brandenburg","higher vocational","30","0.641597755836124","0.498269887596191","0.784925624076058"
"Just right","1999","Brandenburg","higher education","107","0.683602169236116","0.608927480410106","0.758276858062127"
"Just right","1999","Mecklenburg-Western Pomerania","in school","4","","",""
"Just right","1999","Mecklenburg-Western Pomerania","inadequately","3","","",""
"Just right","1999","Mecklenburg-Western Pomerania","general elemantary","30","0.919951184328811","0.8313056856499","1.00859668300772"
"Just right","1999","Mecklenburg-Western Pomerania","middle vocational","166","0.773334632950022","0.718628861603314","0.828040404296731"
"Just right","1999","Mecklenburg-Western Pomerania","vocational + Abi","1","","",""
"Just right","1999","Mecklenburg-Western Pomerania","higher vocational","16","","",""
"Just right","1999","Mecklenburg-Western Pomerania","higher education","70","0.710122624832571","0.620295212708401","0.799950036956741"
"Just right","1999","Saxony","in school","27","","",""
"Just right","1999","Saxony","inadequately","5","","",""
"Just right","1999","Saxony","general elemantary","93","0.802025169163936","0.730431668336413","0.873618669991458"
"Just right","1999","Saxony","middle vocational","468","0.728345710454719","0.694017963458715","0.762673457450722"
"Just right","1999","Saxony","vocational + Abi","22","","",""
"Just right","1999","Saxony","higher vocational","52","0.790946891297679","0.696362190705714","0.885531591889644"
"Just right","1999","Saxony","higher education","176","0.699951493184867","0.642212379221077","0.757690607148657"
"Just right","1999","Saxony-Anhalt","in school","17","","",""
"Just right","1999","Saxony-Anhalt","inadequately","4","","",""
"Just right","1999","Saxony-Anhalt","general elemantary","59","0.704790099860825","0.604836496792298","0.804743702929352"
"Just right","1999","Saxony-Anhalt","middle vocational","278","0.783164104708207","0.740595558710994","0.82573265070542"
"Just right","1999","Saxony-Anhalt","vocational + Abi","9","","",""
"Just right","1999","Saxony-Anhalt","higher vocational","35","0.646634372363918","0.519139489113757","0.774129255614079"
