"hlf0071_h","year","age_gr","sampreg","n","percent","lower_confidence","upper_confidence","value"
"A little too big","1996","16-34 y.","East Germany","57","0.0520042052467953","0.0393569967832396","0.0646514137103509","4"
"A little too big","1996","35-65 y.","West Germany","376","0.109957131318421","0.100949012544288","0.118965250092555","4"
"A little too big","1996","35-65 y.","East Germany","154","0.0865185966950339","0.0743844749202305","0.0986527184698373","4"
"A little too big","1996","66 and older","West Germany","152","0.139092611091548","0.118996293912095","0.159188928271001","4"
"A little too big","1996","66 and older","East Germany","40","0.0894960656616596","0.0623568988007361","0.116635232522583","4"
"A little too small","1996","16-34 y.","West Germany","811","0.237042834339234","0.223047573709874","0.251038094968594","2"
"A little too small","1996","16-34 y.","East Germany","307","0.290950404475489","0.265078998602133","0.316821810348845","2"
"A little too small","1996","35-65 y.","West Germany","747","0.145349438532391","0.135200563350028","0.155498313714755","2"
"A little too small","1996","35-65 y.","East Germany","361","0.154756546425143","0.139145961253431","0.170367131596855","2"
"A little too small","1996","66 and older","East Germany","45","0.0933001247501184","0.0656481267881983","0.120952122712039","2"
"A little too small","1996","66 and older","West Germany","61","0.0414864801990834","0.0299056779591733","0.0530672824389935","2"
"Just right","1996","16-34 y.","West Germany","2325","0.64620878527796","0.630473397573161","0.661944172982759","3"
"Just right","1996","16-34 y.","East Germany","753","0.592602003885566","0.564614559607287","0.620589448163846","3"
"Just right","1996","35-65 y.","West Germany","3369","0.725194138731756","0.712339582769655","0.738048694693858","3"
"Just right","1996","35-65 y.","East Germany","1486","0.735541620523581","0.716505166561621","0.754578074485541","3"
"Just right","1996","66 and older","East Germany","334","0.806482061004948","0.768923270632887","0.844040851377009","3"
"Just right","1996","66 and older","West Germany","905","0.800728394421679","0.777530340499352","0.823926448344005","3"
"Much too big","1996","16-34 y.","West Germany","11","","","","5"
"Much too big","1996","16-34 y.","East Germany","3","","","","5"
"Much too big","1996","35-65 y.","West Germany","21","","","","5"
"Much too big","1996","35-65 y.","East Germany","10","","","","5"
"Much too big","1996","66 and older","West Germany","18","","","","5"
"Much too big","1996","66 and older","East Germany","6","","","","5"
"Much too small","1996","16-34 y.","West Germany","191","0.0433964145321599","0.0366912348020908","0.050101594262229","1"
"Much too small","1996","16-34 y.","East Germany","64","0.0624954619563978","0.0487080367196312","0.0762828871931644","1"
"Much too small","1996","35-65 y.","West Germany","120","0.0135291882521321","0.0102026315490669","0.0168557449551973","1"
"Much too small","1996","35-65 y.","East Germany","51","0.0189861875067693","0.0130955784000392","0.0248767966134995","1"
"Much too small","1996","66 and older","East Germany","","","","","1"
"Much too small","1996","66 and older","West Germany","3","","","","1"
"A little too big","1997","16-34 y.","West Germany","182","0.0677399991423926","0.0593386420610116","0.0761413562237735","4"
"A little too big","1997","16-34 y.","East Germany","53","0.0519825728838188","0.0392406239023042","0.0647245218653334","4"
"A little too big","1997","35-65 y.","West Germany","352","0.103105649426954","0.0942996263265027","0.111911672527405","4"
"A little too big","1997","35-65 y.","East Germany","155","0.0896160245387926","0.077206046192809","0.102026002884776","4"
"A little too big","1997","66 and older","West Germany","136","0.137739943239234","0.117916409916683","0.157563476561784","4"
"A little too big","1997","66 and older","East Germany","49","0.117105504402019","0.0870268163221661","0.147184192481872","4"
"A little too small","1997","16-34 y.","West Germany","777","0.235937864843208","0.221743319506217","0.250132410180199","2"
"A little too small","1997","16-34 y.","East Germany","304","0.294387237572104","0.268227009943322","0.320547465200886","2"
"A little too small","1997","35-65 y.","West Germany","764","0.161143978710443","0.150497188430818","0.171790768990068","2"
"A little too small","1997","35-65 y.","East Germany","316","0.144086182648278","0.128828377277785","0.159343988018771","2"
"A little too small","1997","66 and older","West Germany","54","0.0404351507173596","0.0291046610381093","0.0517656403966098","2"
"A little too small","1997","66 and older","East Germany","36","0.0780097979401194","0.0529225189042962","0.103097076975943","2"
"Just right","1997","16-34 y.","West Germany","2321","0.65763469388185","0.641771320095943","0.673498067667758","3"
"Just right","1997","16-34 y.","East Germany","757","0.611829529219086","0.58385741584017","0.639801642598002","3"
"Just right","1997","35-65 y.","West Germany","3344","0.71683272261212","0.703786091328144","0.729879353896097","3"
"Just right","1997","35-65 y.","East Germany","1518","0.743253264621032","0.724273677438955","0.762232851803108","3"
"Just right","1997","66 and older","West Germany","949","0.802341572149834","0.779434515119263","0.825248629180406","3"
"Just right","1997","66 and older","East Germany","348","0.783281230667161","0.744740232892137","0.821822228442185","3"
"Much too big","1997","16-34 y.","West Germany","7","","","","5"
"Much too big","1997","16-34 y.","East Germany","4","","","","5"
"Much too big","1997","35-65 y.","West Germany","16","","","","5"
"Much too big","1997","35-65 y.","East Germany","8","","","","5"
"Much too big","1997","66 and older","West Germany","18","","","","5"
"Much too big","1997","66 and older","East Germany","5","","","","5"
"Much too small","1997","16-34 y.","West Germany","150","0.0374316764023324","0.0310857687667895","0.0437775840378753","1"
"Much too small","1997","16-34 y.","East Germany","48","0.0396970000928843","0.0284901954145068","0.0509038047712618","1"
"Much too small","1997","35-65 y.","West Germany","105","0.013695908353243","0.0103302596534764","0.0170615570530095","1"
"Much too small","1997","66 and older","West Germany","4","","","","1"
"Much too small","1997","35-65 y.","East Germany","38","0.0191221366111759","0.0131717996615405","0.0250724735608112","1"
"Much too small","1997","66 and older","East Germany","1","","","","1"
"A little too big","1998","16-34 y.","West Germany","183","0.0576645261946419","0.0500349558334484","0.0652940965558354","4"
"A little too big","1998","16-34 y.","East Germany","76","0.0673014278239735","0.0531317693642617","0.0814710862836854","4"
"A little too big","1998","35-65 y.","West Germany","466","0.10071345442212","0.0925556536351292","0.108871255209111","4"
"A little too big","1998","66 and older","West Germany","188","0.151911655748952","0.13281425493555","0.171009056562354","4"
"A little too big","1998","35-65 y.","East Germany","210","0.11845808228317","0.104905389091462","0.132010775474878","4"
"A little too big","1998","66 and older","East Germany","70","0.124982335772443","0.0954595523553891","0.154505119189497","4"
"A little too small","1998","16-34 y.","East Germany","285","0.271145529431672","0.246003622035048","0.296287436828297","2"
"A little too small","1998","16-34 y.","West Germany","747","0.207336208603327","0.194067610651394","0.22060480655526","2"
"A little too small","1998","35-65 y.","West Germany","850","0.155869301965866","0.14603676825722","0.165701835674511","2"
"A little too small","1998","35-65 y.","East Germany","321","0.144578948903533","0.129829891280942","0.159328006526124","2"
"A little too small","1998","66 and older","West Germany","56","0.0383259216845643","0.0281113907962512","0.0485404525728775","2"
"A little too small","1998","66 and older","East Germany","35","0.0755114956781208","0.0519239982514203","0.0990989931048214","2"
"Just right","1998","16-34 y.","West Germany","2471","0.674451673549251","0.659115179152505","0.689788167945997","3"
"Just right","1998","16-34 y.","East Germany","801","0.636280272183297","0.609073047375564","0.663487496991031","3"
"Just right","1998","35-65 y.","West Germany","3743","0.713431724066841","0.701175108469979","0.725688339663702","3"
"Just right","1998","35-65 y.","East Germany","1604","0.712490145620243","0.6935083377884","0.731471953452086","3"
"Just right","1998","66 and older","West Germany","1083","0.789186991531067","0.767485137941824","0.81088884512031","3"
"Just right","1998","66 and older","East Germany","367","0.768991739932121","0.731364777146866","0.806618702717376","3"
"Much too big","1998","16-34 y.","West Germany","17","","","","5"
"Much too big","1998","16-34 y.","East Germany","1","","","","5"
"Much too big","1998","35-65 y.","West Germany","43","0.00973735306733079","0.00707554976777708","0.0123991563668845","5"
"Much too big","1998","35-65 y.","East Germany","8","","","","5"
"Much too big","1998","66 and older","West Germany","27","","","","5"
"Much too big","1998","66 and older","East Germany","7","","","","5"
"Much too small","1998","16-34 y.","West Germany","168","0.0545746842695356","0.0471401772135878","0.0620091913254834","1"
"Much too small","1998","16-34 y.","East Germany","38","0.0238590633982708","0.0152280946113107","0.032490032185231","1"
"Much too small","1998","35-65 y.","West Germany","126","0.020248166477843","0.0164302080480539","0.0240661249076321","1"
"Much too small","1998","35-65 y.","East Germany","41","0.0202615589471189","0.0143525686492543","0.0261705492449836","1"
"Much too small","1998","66 and older","West Germany","3","","","","1"
"Much too small","1998","66 and older","East Germany","3","","","","1"
"A little too big","1999","16-34 y.","West Germany","180","0.0562152876090813","0.048500128256284","0.0639304469618785","4"
"A little too big","1999","16-34 y.","East Germany","62","0.0503995821853753","0.0378641567839961","0.0629350075867545","4"
"A little too big","1999","35-65 y.","West Germany","410","0.0896253384687705","0.081820195067614","0.0974304818699269","4"
"A little too big","1999","35-65 y.","East Germany","166","0.0844542183139877","0.0726536378761851","0.0962547987517903","4"
"A little too big","1999","66 and older","West Germany","184","0.148106896588819","0.129009868244702","0.167203924932937","4"
"A little too big","1999","66 and older","East Germany","54","0.103194687137677","0.0763138187066695","0.130075555568685","4"
"A little too small","1999","16-34 y.","West Germany","769","0.232053123503873","0.217913413207729","0.246192833800016","2"
"A little too small","1999","16-34 y.","East Germany","254","0.24402658162159","0.219415710237457","0.268637453005724","2"
"A little too small","1999","35-65 y.","West Germany","784","0.153165820885086","0.143324904947323","0.163006736822849","2"
"A little too small","1999","35-65 y.","East Germany","324","0.147130331970119","0.13209735108244","0.162163312857798","2"
"A little too small","1999","66 and older","East Germany","32","0.0645052627641655","0.0427990633617767","0.0862114621665543","2"
"A little too small","1999","66 and older","West Germany","59","0.0420723067500084","0.0312791091771592","0.0528655043228576","2"
"Just right","1999","16-34 y.","West Germany","2336","0.675836005731413","0.660158236656365","0.691513774806461","3"
"Just right","1999","16-34 y.","East Germany","814","0.677609446232897","0.650827875783608","0.704391016682185","3"
"Just right","1999","35-65 y.","West Germany","3820","0.735898943049315","0.723852757158773","0.747945128939857","3"
"Just right","1999","35-65 y.","East Germany","1615","0.754381046662131","0.736113552142512","0.77264854118175","3"
"Just right","1999","66 and older","West Germany","1071","0.796605694078559","0.774964725272557","0.81824666288456","3"
"Just right","1999","66 and older","East Germany","401","0.818935584895137","0.784909893083979","0.852961276706294","3"
"Much too big","1999","16-34 y.","East Germany","3","","","","5"
"Much too big","1999","16-34 y.","West Germany","6","","","","5"
"Much too big","1999","35-65 y.","West Germany","24","","","","5"
"Much too big","1999","35-65 y.","East Germany","9","","","","5"
"Much too big","1999","66 and older","West Germany","12","","","","5"
"Much too big","1999","66 and older","East Germany","5","","","","5"
"Much too small","1999","16-34 y.","West Germany","133","0.0354034178341025","0.0292136171060253","0.0415932185621797","1"
"Much too small","1999","16-34 y.","East Germany","37","0.0252828974061007","0.016287758494859","0.0342780363173425","1"
"Much too small","1999","35-65 y.","West Germany","107","0.0141252410420804","0.0109007274709236","0.0173497546132372","1"
"Much too small","1999","35-65 y.","East Germany","19","","","","1"
"Much too small","1999","66 and older","East Germany","","","","","1"
"Much too small","1999","66 and older","West Germany","3","","","","1"
"A little too big","2000","16-34 y.","West Germany","270","0.051606686325205","0.045723461582168","0.057489911068242","4"
"A little too big","2000","16-34 y.","East Germany","99","0.0527341824732913","0.0420435159004654","0.0634248490461172","4"
"A little too big","2000","35-65 y.","West Germany","894","0.0925509618947509","0.0869013701567204","0.0982005536327814","4"
"A little too big","2000","35-65 y.","East Germany","286","0.0893900839360199","0.0796499405628433","0.0991302273091966","4"
"A little too big","2000","66 and older","West Germany","393","0.138597283624563","0.125636022946619","0.151558544302506","4"
"A little too big","2000","66 and older","East Germany","102","0.11114146322969","0.090410374127758","0.131872552331621","4"
"A little too small","2000","16-34 y.","East Germany","354","0.230477801711675","0.210333701621955","0.250621901801395","2"
"A little too small","2000","16-34 y.","West Germany","1142","0.22109404035689","0.210058356721532","0.232129723992248","2"
"A little too small","2000","35-65 y.","West Germany","1352","0.13832197195843","0.131591685183114","0.145052258733745","2"
"A little too small","2000","35-65 y.","East Germany","434","0.131683911294299","0.120139819478245","0.143228003110352","2"
"A little too small","2000","66 and older","East Germany","38","0.0441487958036976","0.0305993255388747","0.0576982660685204","2"
"A little too small","2000","66 and older","West Germany","111","0.0415123397338331","0.0340298068091514","0.0489948726585147","2"
"Just right","2000","16-34 y.","East Germany","1184","0.682553028145555","0.660287831448854","0.704818224842257","3"
"Just right","2000","16-34 y.","West Germany","3808","0.688705561817063","0.676392368833766","0.701018754800359","3"
"Just right","2000","35-65 y.","West Germany","7618","0.744958864353513","0.736461451148129","0.753456277558898","3"
"Just right","2000","35-65 y.","East Germany","2518","0.75717433665792","0.742535730575935","0.771812942739905","3"
"Just right","2000","66 and older","East Germany","736","0.836059227973723","0.811640122565032","0.860478333382414","3"
"Just right","2000","66 and older","West Germany","2167","0.796983894269221","0.781895021849583","0.812072766688859","3"
"Much too big","2000","16-34 y.","West Germany","16","","","","5"
"Much too big","2000","16-34 y.","East Germany","2","","","","5"
"Much too big","2000","35-65 y.","West Germany","66","0.00785882858099488","0.0061374312770506","0.00958022588493916","5"
"Much too big","2000","35-65 y.","East Germany","16","","","","5"
"Much too big","2000","66 and older","West Germany","52","0.0200885996045943","0.0148255798028412","0.0253516194063474","5"
"Much too big","2000","66 and older","East Germany","6","","","","5"
"Much too small","2000","16-34 y.","West Germany","196","0.0350354781850924","0.0301458266690819","0.0399251297011029","1"
"Much too small","2000","16-34 y.","East Germany","40","0.0330957269257609","0.0245391423977541","0.0416523114537677","1"
"Much too small","2000","35-65 y.","West Germany","178","0.0163093732123113","0.0138401327982396","0.018778613626383","1"
"Much too small","2000","66 and older","West Germany","7","","","","1"
"Much too small","2000","35-65 y.","East Germany","42","0.0169315349986524","0.0125270560528181","0.0213360139444868","1"
"Much too small","2000","66 and older","East Germany","1","","","","1"
"A little too big","2001","16-34 y.","West Germany","227","0.0433899866918357","0.0375925238925389","0.0491874494911326","4"
"A little too big","2001","16-34 y.","East Germany","81","0.0591522968395709","0.0473622537016799","0.070942339977462","4"
"A little too big","2001","35-65 y.","West Germany","775","0.0921854054602321","0.0862737727038334","0.0980970382166307","4"
"A little too big","2001","35-65 y.","East Germany","261","0.0928705438868141","0.0825999858129667","0.103141101960662","4"
"A little too big","2001","66 and older","West Germany","388","0.151124323458079","0.137266054217162","0.164982592698996","4"
"A little too big","2001","66 and older","East Germany","77","0.0958871616896915","0.0760582930502965","0.115716030329086","4"
"A little too small","2001","16-34 y.","West Germany","966","0.218298695998474","0.206543720187287","0.23005367180966","2"
"A little too small","2001","35-65 y.","West Germany","1265","0.134909411214903","0.127928217343725","0.141890605086082","2"
"A little too small","2001","16-34 y.","East Germany","306","0.200884201339447","0.180860347199647","0.220908055479247","2"
"A little too small","2001","35-65 y.","East Germany","372","0.122212917352533","0.110623180860735","0.133802653844331","2"
"A little too small","2001","66 and older","West Germany","109","0.0450344900978248","0.0370105766901817","0.0530584035054679","2"
"A little too small","2001","66 and older","East Germany","37","0.0450184139896685","0.0310547631759859","0.058982064803351","2"
"Just right","2001","16-34 y.","West Germany","3344","0.691550576743147","0.678408024682467","0.704693128803828","3"
"Just right","2001","16-34 y.","East Germany","1112","0.709424956498111","0.686734025761138","0.732115887235083","3"
"Just right","2001","35-65 y.","West Germany","6940","0.749403880773375","0.740548180257613","0.758259581289137","3"
"Just right","2001","35-65 y.","East Germany","2389","0.764710123994648","0.749700477851675","0.779719770137622","3"
"Just right","2001","66 and older","West Germany","2017","0.783839079183479","0.767912525426374","0.799765632940584","3"
"Just right","2001","66 and older","East Germany","720","0.847359407298569","0.823139346144561","0.871579468452577","3"
"Much too big","2001","16-34 y.","West Germany","16","","","","5"
"Much too big","2001","16-34 y.","East Germany","2","","","","5"
"Much too big","2001","35-65 y.","West Germany","62","0.00744412438135653","0.00568756808009412","0.00920068068261895","5"
"Much too big","2001","35-65 y.","East Germany","13","","","","5"
"Much too big","2001","66 and older","West Germany","46","0.0186103964092694","0.0133814004838507","0.0238393923346881","5"
"Much too big","2001","66 and older","East Germany","13","","","","5"
"Much too small","2001","16-34 y.","West Germany","191","0.0432298553482856","0.0374426159300144","0.0490170947665567","1"
"Much too small","2001","16-34 y.","East Germany","37","0.0297352647118546","0.0212463738252628","0.0382241555984465","1"
"Much too small","2001","35-65 y.","West Germany","157","0.0160571781701328","0.0134885731581677","0.0186257831820978","1"
"Much too small","2001","35-65 y.","East Germany","33","0.0157256543483341","0.0113233216646738","0.0201279870319944","1"
"Much too small","2001","66 and older","West Germany","6","","","","1"
"Much too small","2001","66 and older","East Germany","","","","","1"
"A little too big","2002","16-34 y.","West Germany","287","0.0596578648139032","0.0528771197672469","0.0664386098605594","4"
"A little too big","2002","16-34 y.","East Germany","85","0.0563011923349613","0.0446129746450512","0.0679894100248713","4"
"A little too big","2002","35-65 y.","West Germany","1019","0.0992092013402811","0.0934202319457693","0.104998170734793","4"
"A little too big","2002","66 and older","West Germany","499","0.181435859409797","0.166976993040962","0.195894725778632","4"
"A little too big","2002","35-65 y.","East Germany","270","0.0887023186214523","0.0786270653727059","0.0987775718701987","4"
"A little too big","2002","66 and older","East Germany","89","0.101989407472163","0.0821956526398531","0.121783162304474","4"
"A little too small","2002","16-34 y.","West Germany","975","0.233703072789733","0.221587851039725","0.24581829453974","2"
"A little too small","2002","16-34 y.","East Germany","281","0.186755942203077","0.16699441720112","0.206517467205034","2"
"A little too small","2002","35-65 y.","West Germany","1498","0.147160332378403","0.140300043838569","0.154020620918238","2"
"A little too small","2002","35-65 y.","East Germany","392","0.126070000428372","0.114307421420749","0.137832579435996","2"
"A little too small","2002","66 and older","West Germany","123","0.0473434624557488","0.0393755508468138","0.0553113740646839","2"
"A little too small","2002","66 and older","East Germany","41","0.0430692390473683","0.0297912049453428","0.0563472731493939","2"
"Just right","2002","16-34 y.","West Germany","3220","0.654790319619754","0.64117921969862","0.668401419540887","3"
"Just right","2002","16-34 y.","East Germany","1080","0.716231266828086","0.693370978641354","0.739091555014818","3"
"Just right","2002","35-65 y.","West Germany","7421","0.722990206762926","0.714324039339738","0.731656374186114","3"
"Just right","2002","35-65 y.","East Germany","2345","0.75917816139331","0.744025876067523","0.774330446719097","3"
"Just right","2002","66 and older","West Germany","2002","0.739068671611495","0.722592669744905","0.755544673478085","3"
"Just right","2002","66 and older","East Germany","756","0.845195811275049","0.821537706840167","0.86885391570993","3"
"Much too big","2002","16-34 y.","West Germany","24","","","","5"
"Much too big","2002","16-34 y.","East Germany","5","","","","5"
"Much too big","2002","35-65 y.","West Germany","118","0.0112801139070401","0.00923505094501513","0.013325176869065","5"
"Much too big","2002","35-65 y.","East Germany","20","","","","5"
"Much too big","2002","66 and older","West Germany","90","0.0283854846503121","0.0221547181366366","0.0346162511639877","5"
"Much too big","2002","66 and older","East Germany","10","","","","5"
"Much too small","2002","16-34 y.","West Germany","181","0.0473854541382326","0.0413029593959993","0.053467948880466","1"
"Much too small","2002","16-34 y.","East Germany","43","0.0379879780081916","0.0282943548838811","0.047681601132502","1"
"Much too small","2002","35-65 y.","West Germany","188","0.0193601456113497","0.0166919210008904","0.022028370221809","1"
"Much too small","2002","35-65 y.","East Germany","32","0.0186960007869247","0.0138960752975768","0.0234959262762727","1"
"Much too small","2002","66 and older","West Germany","15","","","","1"
"Much too small","2002","66 and older","East Germany","2","","","","1"
"A little too big","2003","16-34 y.","East Germany","100","0.0721045617191264","0.0588547885565929","0.0853543348816598","4"
"A little too big","2003","16-34 y.","West Germany","265","0.0588978586898477","0.0519484768462949","0.0658472405334004","4"
"A little too big","2003","35-65 y.","West Germany","977","0.0984622689826535","0.0925319417102851","0.104392596255022","4"
"A little too big","2003","35-65 y.","East Germany","282","0.0888358376769432","0.0786209787102564","0.0990506966436301","4"
"A little too big","2003","66 and older","East Germany","104","0.111726034178476","0.0913583808754256","0.132093687481527","4"
"A little too big","2003","66 and older","West Germany","508","0.177578596931851","0.163372714856359","0.191784479007343","4"
"A little too small","2003","16-34 y.","West Germany","933","0.227264711291482","0.214895004160886","0.239634418422078","2"
"A little too small","2003","16-34 y.","East Germany","259","0.187838625690088","0.167831201997381","0.207846049382795","2"
"A little too small","2003","35-65 y.","West Germany","1434","0.16330704631228","0.155949427136843","0.170664665487717","2"
"A little too small","2003","35-65 y.","East Germany","357","0.126209077198323","0.114285981793593","0.138132172603053","2"
"A little too small","2003","66 and older","West Germany","111","0.0440996877187908","0.0364674875529223","0.0517318878846593","2"
"A little too small","2003","66 and older","East Germany","56","0.0632112074765262","0.0474783277834574","0.0789440871695951","2"
"Just right","2003","16-34 y.","East Germany","1060","0.709842113774194","0.686594647682422","0.733089579865967","3"
"Just right","2003","16-34 y.","West Germany","3023","0.665715988108648","0.651791464748716","0.679640511468581","3"
"Just right","2003","35-65 y.","West Germany","7036","0.712661645223457","0.703654435373541","0.721668855073372","3"
"Just right","2003","35-65 y.","East Germany","2303","0.766192890177107","0.750996589621217","0.781389190732998","3"
"Just right","2003","66 and older","East Germany","753","0.817642973170281","0.792677865633483","0.842608080707079","3"
"Just right","2003","66 and older","West Germany","2076","0.75062690244498","0.734544069320989","0.766709735568971","3"
"Much too big","2003","16-34 y.","West Germany","31","0.00761723936354467","0.00505088603435148","0.0101835926927379","5"
"Much too big","2003","35-65 y.","West Germany","105","0.0109101607161353","0.00884247164664532","0.0129778497856254","5"
"Much too big","2003","16-34 y.","East Germany","3","","","","5"
"Much too big","2003","35-65 y.","East Germany","15","","","","5"
"Much too big","2003","66 and older","West Germany","75","0.0249154933887909","0.0191214523514617","0.03070953442612","5"
"Much too big","2003","66 and older","East Germany","6","","","","5"
"Much too small","2003","16-34 y.","West Germany","157","0.0405042025464772","0.0346851855846958","0.0463232195082585","1"
"Much too small","2003","16-34 y.","East Germany","42","0.0281087272165001","0.0196421673367222","0.036575287096278","1"
"Much too small","2003","35-65 y.","West Germany","144","0.0146588787654745","0.0122666898816968","0.0170510676492522","1"
"Much too small","2003","35-65 y.","East Germany","23","","","","1"
"Much too small","2003","66 and older","West Germany","10","","","","1"
"Much too small","2003","66 and older","East Germany","","","","","1"
"A little too big","2004","16-34 y.","East Germany","97","0.0715611854334729","0.0582061919197546","0.0849161789471913","4"
"A little too big","2004","16-34 y.","West Germany","263","0.0638025183943967","0.0564058436307938","0.0711991931579997","4"
"A little too big","2004","35-65 y.","West Germany","995","0.107710209259224","0.101435443328936","0.113984975189513","4"
"A little too big","2004","35-65 y.","East Germany","281","0.080699145308034","0.0707011533783493","0.0906971372377188","4"
"A little too big","2004","66 and older","West Germany","488","0.15987759898298","0.146379688062394","0.173375509903567","4"
"A little too big","2004","66 and older","East Germany","100","0.102401360183438","0.0832729714124813","0.121529748954394","4"
"A little too small","2004","16-34 y.","West Germany","782","0.197971198570275","0.185911682895008","0.210030714245543","2"
"A little too small","2004","16-34 y.","East Germany","265","0.186073258613518","0.165909898134689","0.206236619092348","2"
"A little too small","2004","35-65 y.","West Germany","1380","0.152965890668071","0.145680314841496","0.160251466494646","2"
"A little too small","2004","35-65 y.","East Germany","341","0.133480496662148","0.120996674871351","0.145964318452945","2"
"A little too small","2004","66 and older","West Germany","96","0.0382797799280822","0.0312131791604336","0.0453463806957308","2"
"A little too small","2004","66 and older","East Germany","50","0.0502542533899933","0.0364702768403604","0.0640382299396261","2"
"Just right","2004","16-34 y.","West Germany","2987","0.692919512385587","0.678958999163879","0.706880025607294","3"
"Just right","2004","16-34 y.","East Germany","1028","0.70932862292263","0.685802348927232","0.732854896918028","3"
"Just right","2004","35-65 y.","West Germany","6793","0.717406416545047","0.70829302751621","0.726519805573884","3"
"Just right","2004","35-65 y.","East Germany","2189","0.767190629825319","0.751677431121416","0.782703828529221","3"
"Just right","2004","66 and older","West Germany","2162","0.776323828942307","0.760976500590464","0.791671157294149","3"
"Just right","2004","66 and older","East Germany","806","0.837602755421498","0.814332946820805","0.860872564022191","3"
"Much too big","2004","16-34 y.","East Germany","3","","","","5"
"Much too big","2004","16-34 y.","West Germany","22","","","","5"
"Much too big","2004","35-65 y.","West Germany","89","0.00827430851068312","0.00644082178547075","0.0101077952358955","5"
"Much too big","2004","35-65 y.","East Germany","20","","","","5"
"Much too big","2004","66 and older","West Germany","76","0.0219242948005055","0.0165310452149406","0.0273175443860705","5"
"Much too big","2004","66 and older","East Germany","7","","","","5"
"Much too small","2004","16-34 y.","West Germany","140","0.0384857103540042","0.0326638537682578","0.0443075669397505","1"
"Much too small","2004","16-34 y.","East Germany","38","0.0320554849305987","0.0229289760369332","0.0411819938242642","1"
"Much too small","2004","35-65 y.","West Germany","120","0.0136431750169753","0.0112952139831686","0.0159911360507821","1"
"Much too small","2004","35-65 y.","East Germany","20","","","","1"
"Much too small","2004","66 and older","East Germany","2","","","","1"
"Much too small","2004","66 and older","West Germany","10","","","","1"
"A little too big","2005","16-34 y.","West Germany","251","0.0598142591770046","0.0524486841546555","0.0671798341993537","4"
"A little too big","2005","16-34 y.","East Germany","90","0.0560463191065034","0.0437858063095929","0.068306831903414","4"
"A little too big","2005","35-65 y.","West Germany","865","0.0941194555741481","0.0880527536528124","0.100186157495484","4"
"A little too big","2005","35-65 y.","East Germany","241","0.0706624542675719","0.0610567339776","0.0802681745575438","4"
"A little too big","2005","66 and older","East Germany","106","0.105176332526103","0.0859101196197196","0.124442545432486","4"
"A little too big","2005","66 and older","West Germany","489","0.167962753164548","0.15422597666681","0.181699529662287","4"
"A little too small","2005","16-34 y.","West Germany","757","0.211377776473741","0.198696539114822","0.224059013832659","2"
"A little too small","2005","35-65 y.","West Germany","1289","0.155821034918571","0.148285609200313","0.163356460636829","2"
"A little too small","2005","16-34 y.","East Germany","284","0.207869264030777","0.186239423532191","0.229499104529363","2"
"A little too small","2005","35-65 y.","East Germany","310","0.132325868159045","0.119624528301738","0.145027208016351","2"
"A little too small","2005","66 and older","West Germany","122","0.0496249803849562","0.0416449483287379","0.0576050124411745","2"
"A little too small","2005","66 and older","East Germany","51","0.0564035019852937","0.0419152894765677","0.0708917144940197","2"
"Just right","2005","16-34 y.","West Germany","2850","0.697294802819945","0.683025077412964","0.711564528226926","3"
"Just right","2005","16-34 y.","East Germany","947","0.713411061201088","0.689308711868201","0.737513410533975","3"
"Just right","2005","35-65 y.","West Germany","6531","0.72162796770598","0.712315881967917","0.730940053444042","3"
"Just right","2005","35-65 y.","East Germany","2127","0.770704215031482","0.754946590838469","0.786461839224495","3"
"Just right","2005","66 and older","West Germany","2152","0.758995674808147","0.743279783210862","0.774711566405432","3"
"Just right","2005","66 and older","East Germany","804","0.826773428579621","0.803006715530033","0.850540141629209","3"
"Much too big","2005","16-34 y.","West Germany","21","","","","5"
"Much too big","2005","16-34 y.","East Germany","10","","","","5"
"Much too big","2005","35-65 y.","West Germany","103","0.0126763586608496","0.0103519926560313","0.015000724665668","5"
"Much too big","2005","35-65 y.","East Germany","29","","","","5"
"Much too big","2005","66 and older","West Germany","76","0.0216791784057674","0.0163277586981208","0.027030598113414","5"
"Much too big","2005","66 and older","East Germany","13","","","","5"
"Much too small","2005","16-34 y.","West Germany","103","0.0272111127641965","0.0221577565316376","0.0322644689967554","1"
"Much too small","2005","16-34 y.","East Germany","21","","","","1"
"Much too small","2005","35-65 y.","West Germany","111","0.0157551831404513","0.0131679189133391","0.0183424473675635","1"
"Much too small","2005","35-65 y.","East Germany","27","","","","1"
"Much too small","2005","66 and older","West Germany","6","","","","1"
"Much too small","2005","66 and older","East Germany","","","","","1"
"A little too big","2006","16-34 y.","West Germany","262","0.0553358909120623","0.0483057045015522","0.0623660773225724","4"
"A little too big","2006","16-34 y.","East Germany","92","0.0508674571152039","0.0392577217613005","0.0624771924691072","4"
"A little too big","2006","35-65 y.","West Germany","1039","0.10442099070494","0.0982902854718275","0.110551695938053","4"
"A little too big","2006","35-65 y.","East Germany","285","0.0858461143003842","0.0755811099434689","0.0961111186572994","4"
"A little too big","2006","66 and older","West Germany","651","0.178346131273501","0.165371612602859","0.191320649944143","4"
"A little too big","2006","66 and older","East Germany","140","0.112903437183492","0.0945404090805623","0.131266465286422","4"
"A little too small","2006","16-34 y.","West Germany","777","0.213489043926777","0.200889208738806","0.226088879114747","2"
"A little too small","2006","16-34 y.","East Germany","257","0.199994434715825","0.178859820075897","0.221129049355753","2"
