"hlf0071_h","year","e11102","migback","n","percent","lower_confidence","upper_confidence"
"3","2009","Not Employed","direct migration background","511","0.726865242789292","0.69364334001329","0.760087145565294"
"3","2009","Not Employed","indirect migration background","141","0.626393859042837","0.564674296630207","0.688113421455468"
"3","2009","Employed","no migration background","6931","0.694107086880085","0.684952368522163","0.703261805238007"
"3","2009","Employed","direct migration background","675","0.638728727843436","0.608668758982686","0.668788696704186"
"3","2009","Employed","indirect migration background","345","0.632283500620482","0.590839764266228","0.673727236974736"
"4","2009","Not Employed","no migration background","984","0.156023339161681","0.146969551174102","0.16507712714926"
"4","2009","Not Employed","direct migration background","74","0.0934627288476828","0.0717596610050553","0.11516579669031"
"4","2009","Not Employed","indirect migration background","10","","",""
"4","2009","Employed","no migration background","1081","0.108166390703043","0.10199568083256","0.114337100573526"
"4","2009","Employed","direct migration background","82","0.0935905827447482","0.0753645616929835","0.111816603796513"
"4","2009","Employed","indirect migration background","42","0.0877310482047676","0.0634154742373164","0.112046622172219"
"5","2009","Not Employed","no migration background","174","0.0290634703766723","0.0248722598747849","0.0332546808785597"
"5","2009","Not Employed","direct migration background","8","","",""
"5","2009","Not Employed","indirect migration background","3","","",""
"5","2009","Employed","no migration background","111","0.0127849168410902","0.010552877291031","0.0150169563911494"
"5","2009","Employed","direct migration background","8","","",""
"5","2009","Employed","indirect migration background","7","","",""
"1","2010","Not Employed","no migration background","173","0.00822267067157263","0.00613211070618585","0.0103132306369594"
"1","2010","Not Employed","direct migration background","96","0.0292349140793383","0.0197623415968629","0.0387074865618136"
"1","2010","Not Employed","indirect migration background","32","0.0453645760069847","0.025509613717476","0.0652195382964933"
"1","2010","Employed","no migration background","295","0.0122999427179608","0.0104113343603901","0.0141885510755316"
"1","2010","Employed","direct migration background","114","0.0355100697378223","0.0267231247529383","0.0442970147227063"
"1","2010","Employed","indirect migration background","37","0.0193417839136709","0.00982199835148954","0.0288615694758522"
"2","2010","Not Employed","no migration background","856","0.0892710701056058","0.0826702327893787","0.0958719074218329"
"2","2010","Not Employed","direct migration background","314","0.170437706812484","0.149294673458028","0.191580740166939"
"2","2010","Not Employed","indirect migration background","125","0.265336453690295","0.223211971912458","0.307460935468133"
"2","2010","Employed","no migration background","2415","0.16217412385364","0.155858074889589","0.168490172817692"
"2","2010","Employed","direct migration background","431","0.207141217376433","0.18789947132604","0.226382963426826"
"2","2010","Employed","indirect migration background","224","0.227714351671096","0.19872728628244","0.256701417059753"
"3","2010","Not Employed","no migration background","4947","0.703050184948707","0.692472666641493","0.713627703255921"
"3","2010","Not Employed","direct migration background","727","0.720345071065112","0.695107852692898","0.745582289437327"
"3","2010","Not Employed","indirect migration background","244","0.626756982498713","0.580610638207591","0.672903326789834"
"3","2010","Employed","no migration background","9044","0.706879606646425","0.699079984442621","0.71467922885023"
"3","2010","Employed","direct migration background","1051","0.674060206152677","0.651805014761381","0.696315397543974"
"3","2010","Employed","indirect migration background","503","0.673338762609555","0.64092080303607","0.70575672218304"
"4","2010","Not Employed","no migration background","1010","0.165624026563003","0.157018218475472","0.174229834650534"
"4","2010","Not Employed","direct migration background","66","0.0696728999624561","0.0553572941386851","0.0839885057862271"
"4","2010","Not Employed","indirect migration background","18","","",""
"4","2010","Employed","no migration background","1195","0.102043205935811","0.0968564287616557","0.107229983109966"
"4","2010","Employed","direct migration background","97","0.0758933879163433","0.0633193054351866","0.0884674703975"
"4","2010","Employed","indirect migration background","36","0.0767547570398738","0.058354187882117","0.0951553261976306"
"5","2010","Not Employed","no migration background","182","0.0338320477111114","0.0296466228570176","0.0380174725652052"
"5","2010","Not Employed","direct migration background","12","","",""
"5","2010","Not Employed","indirect migration background","3","","",""
"5","2010","Employed","no migration background","135","0.0166031208461632","0.0144136604161792","0.0187925812761472"
"5","2010","Employed","direct migration background","11","","",""
"5","2010","Employed","indirect migration background","4","","",""
"1","2011","Not Employed","no migration background","164","0.0109398032659492","0.00877275772112966","0.0131068488107687"
"1","2011","Not Employed","direct migration background","77","0.0204768169477759","0.0128854327595078","0.0280682011360441"
"1","2011","Not Employed","indirect migration background","37","0.0473184058877334","0.0286895253294911","0.0659472864459756"
"1","2011","Employed","no migration background","308","0.0130809069173768","0.0112895864445253","0.0148722273902283"
"1","2011","Employed","direct migration background","105","0.0304428313913948","0.0228017872197956","0.0380838755629939"
"1","2011","Employed","indirect migration background","38","0.0253211447184908","0.0151141042927124","0.0355281851442691"
"2","2011","Not Employed","no migration background","948","0.0764296153547354","0.0708946136781346","0.0819646170313362"
"2","2011","Not Employed","direct migration background","274","0.162666219279501","0.142883755465185","0.182448683093816"
"2","2011","Not Employed","indirect migration background","121","0.212380788945443","0.176495736656056","0.24826584123483"
"2","2011","Employed","no migration background","2779","0.158821675926585","0.153059155072418","0.164584196780751"
"2","2011","Employed","direct migration background","465","0.21224656965742","0.194060494997248","0.230432644317592"
"2","2011","Employed","indirect migration background","215","0.21315409163518","0.186545672245314","0.239762511025045"
"3","2011","Not Employed","no migration background","6275","0.72343448124193","0.714115884044965","0.732753078438895"
"3","2011","Not Employed","direct migration background","877","0.723161804739879","0.69917827323664","0.747145336243118"
"3","2011","Not Employed","indirect migration background","315","0.668696113294015","0.62739844961803","0.70999377697"
"3","2011","Employed","no migration background","10621","0.695575960156105","0.688321161886396","0.702830758425813"
"3","2011","Employed","direct migration background","1261","0.673610265116465","0.652755943240964","0.694464586991966"
"3","2011","Employed","indirect migration background","599","0.674418233818296","0.643972805798851","0.704863661837741"
"4","2011","Not Employed","no migration background","1263","0.15873318248659","0.15112023801565","0.166346126957529"
"4","2011","Not Employed","direct migration background","93","0.0760316195665951","0.0618244336793308","0.0902388054538594"
"4","2011","Not Employed","indirect migration background","22","","",""
"4","2011","Employed","no migration background","1582","0.118630173361579","0.113532285733993","0.123728060989166"
"4","2011","Employed","direct migration background","104","0.0792193694003585","0.0672073159443051","0.091231422856412"
"4","2011","Employed","indirect migration background","55","0.0797916637941766","0.0621861283913657","0.0973971991969874"
"5","2011","Not Employed","no migration background","201","0.0304629176507958","0.0268826138373868","0.0340432214642048"
"5","2011","Not Employed","direct migration background","16","","",""
"5","2011","Not Employed","indirect migration background","4","","",""
"5","2011","Employed","no migration background","165","0.0138912836383547","0.0120460677960459","0.0157364994806635"
"5","2011","Employed","direct migration background","7","","",""
"5","2011","Employed","indirect migration background","3","","",""
"1","2012","Not Employed","no migration background","143","0.0106622669656804","0.00850916501855156","0.0128153689128092"
"1","2012","Not Employed","direct migration background","60","0.0279013227621269","0.018496664516724","0.0373059810075297"
"1","2012","Not Employed","indirect migration background","20","","",""
"1","2012","Employed","no migration background","308","0.0153714238621385","0.013407358596058","0.017335489128219"
"1","2012","Employed","direct migration background","93","0.0355713356392524","0.0272254454513231","0.0439172258271817"
"1","2012","Employed","indirect migration background","35","0.0330151933078051","0.0215868825188589","0.0444435040967512"
"2","2012","Not Employed","no migration background","908","0.0734926370264716","0.0680223025211005","0.0789629715318428"
"2","2012","Not Employed","direct migration background","223","0.1458136228138","0.125660107187813","0.165967138439786"
"2","2012","Not Employed","indirect migration background","101","0.201721872947359","0.163924836136789","0.239518909757928"
"2","2012","Employed","no migration background","2434","0.142622929955993","0.137040243235565","0.148205616676422"
"2","2012","Employed","direct migration background","435","0.207140966433275","0.188880220525822","0.225401712340728"
"2","2012","Employed","indirect migration background","237","0.222898630303116","0.196278643735524","0.249518616870707"
"3","2012","Not Employed","no migration background","6126","0.718999560714184","0.709576644210883","0.728422477217485"
"3","2012","Not Employed","direct migration background","795","0.719358751465735","0.693700682778233","0.745016820153238"
"3","2012","Not Employed","indirect migration background","284","0.680442680236524","0.636521469734375","0.724363890738672"
"3","2012","Employed","no migration background","10648","0.70998984568691","0.702745564164593","0.717234127209228"
"3","2012","Employed","direct migration background","1258","0.686861533245435","0.665964225767646","0.707758840723223"
"3","2012","Employed","indirect migration background","591","0.633989879473123","0.603179077365649","0.664800681580597"
"4","2012","Not Employed","no migration background","1321","0.165055014428899","0.157272663280721","0.172837365577076"
"4","2012","Not Employed","direct migration background","92","0.0996013183505546","0.0825001644869743","0.116702472214135"
"4","2012","Not Employed","indirect migration background","21","","",""
"4","2012","Employed","no migration background","1520","0.118942354699432","0.113774228901492","0.124110480497371"
"4","2012","Employed","direct migration background","92","0.0609149537662193","0.0501378529154962","0.0716920546169424"
"4","2012","Employed","indirect migration background","71","0.102846778867674","0.0834180694711274","0.12227548826422"
"5","2012","Not Employed","no migration background","243","0.0317905208647652","0.0281126115410612","0.0354684301884692"
"5","2012","Not Employed","direct migration background","8","","",""
"5","2012","Not Employed","indirect migration background","7","","",""
"5","2012","Employed","no migration background","162","0.0130734457955261","0.0112600186991612","0.014886872891891"
"5","2012","Employed","direct migration background","14","","",""
"5","2012","Employed","indirect migration background","5","","",""
"1","2013","Not Employed","no migration background","148","0.00933270015647343","0.0072714129924864","0.0113939873204605"
"1","2013","Not Employed","direct migration background","311","0.061524758102279","0.054648506772821","0.068401009431737"
"1","2013","Not Employed","indirect migration background","93","0.0557061081831283","0.0434670749080819","0.0679451414581747"
"1","2013","Employed","no migration background","287","0.0129355100795798","0.01108232787948","0.0147886922796796"
"1","2013","Employed","direct migration background","70","0.03604784301829","0.027279033989953","0.0448166520466269"
"1","2013","Employed","indirect migration background","31","0.0183607870435155","0.00953073620190736","0.0271908378851236"
"2","2013","Not Employed","no migration background","890","0.0805478131362553","0.0747138674656308","0.0863817588068798"
"2","2013","Not Employed","direct migration background","1049","0.206453473287412","0.194870696984529","0.218036249590295"
"2","2013","Not Employed","indirect migration background","311","0.191355068630365","0.170363686449517","0.212346450811213"
"2","2013","Employed","no migration background","2256","0.130856122265889","0.12532521422788","0.136387030303899"
"2","2013","Employed","direct migration background","380","0.163078584831458","0.145700014813504","0.180457154849411"
"2","2013","Employed","indirect migration background","182","0.168001846549218","0.143411773610924","0.192591919487513"
"3","2013","Not Employed","no migration background","5858","0.714731112280179","0.705051243357177","0.72441098120318"
"3","2013","Not Employed","direct migration background","3088","0.660001451727651","0.646445614315448","0.673557289139854"
"3","2013","Not Employed","indirect migration background","878","0.694096544302578","0.669507352825858","0.718685735779297"
"3","2013","Employed","no migration background","10087","0.716358490397011","0.708965780279499","0.723751200514523"
"3","2013","Employed","direct migration background","1163","0.680434266385133","0.658498822808196","0.70236970996207"
"3","2013","Employed","indirect migration background","608","0.693782941385228","0.663467206040267","0.724098676730189"
"4","2013","Not Employed","no migration background","1250","0.164121647918735","0.156181558344889","0.172061737492582"
"4","2013","Not Employed","direct migration background","221","0.0672898361927306","0.060120755564976","0.0744589168204852"
"4","2013","Not Employed","indirect migration background","63","0.0538481894352314","0.0418031540200972","0.0658932248503657"
"4","2013","Employed","no migration background","1486","0.121423129289535","0.116066468195819","0.126779790383252"
"4","2013","Employed","direct migration background","116","0.114071181531578","0.0991170700095481","0.129025293053608"
"4","2013","Employed","indirect migration background","62","0.11427342108294","0.0933484887904656","0.135198353375414"
"5","2013","Not Employed","no migration background","213","0.0312667265083574","0.027535821048458","0.0349976319682568"
"5","2013","Not Employed","direct migration background","22","","",""
"5","2013","Not Employed","indirect migration background","4","","",""
"5","2013","Employed","no migration background","166","0.0184267479679843","0.0162210843369178","0.0206324115990509"
"5","2013","Employed","direct migration background","7","","",""
"5","2013","Employed","indirect migration background","5","","",""
"1","2014","Not Employed","no migration background","145","0.0131624475877375","0.0105897876682002","0.0157351075072748"
"1","2014","Not Employed","direct migration background","122","0.056920921722768","0.0461027179855205","0.0677391254600156"
"1","2014","Not Employed","indirect migration background","41","0.0584342438893692","0.0404158266733804","0.0764526611053579"
"1","2014","Employed","no migration background","278","0.0149934519771738","0.0129117647955135","0.0170751391588341"
"1","2014","Employed","direct migration background","170","0.0386560047668757","0.032193364922104","0.0451186446116473"
"1","2014","Employed","indirect migration background","48","0.0323067729797949","0.0226166685058634","0.0419968774537264"
"2","2014","Not Employed","no migration background","745","0.0772086092117639","0.0711833483940389","0.0832338700294889"
"2","2014","Not Employed","direct migration background","326","0.17194078559748","0.154322433318784","0.189559137876176"
"2","2014","Not Employed","indirect migration background","161","0.19328621686308","0.162953048319883","0.223619385406277"
"2","2014","Employed","no migration background","2177","0.145314074939347","0.139277338579087","0.151350811299608"
"2","2014","Employed","direct migration background","685","0.189943537203205","0.176793349008726","0.203093725397684"
"2","2014","Employed","indirect migration background","308","0.225995294291731","0.203074254375809","0.248916334207653"
"3","2014","Not Employed","no migration background","5254","0.708877814336753","0.6986233125949","0.719132316078605"
"3","2014","Not Employed","direct migration background","1197","0.673142306773287","0.651240601118809","0.695044012427766"
"3","2014","Not Employed","indirect migration background","418","0.696631943809915","0.661318163275443","0.731945724344387"
"3","2014","Employed","no migration background","8995","0.692503882141285","0.684599352770908","0.700408411511662"
"3","2014","Employed","direct migration background","2358","0.684561600032488","0.668983101079831","0.700140098985145"
"3","2014","Employed","indirect migration background","841","0.668515188657885","0.642716342954546","0.694314034361224"
"4","2014","Not Employed","no migration background","1202","0.169678949243074","0.161206124433961","0.178151774052187"
"4","2014","Not Employed","direct migration background","111","0.0953190170050303","0.0816075902804716","0.109030443729589"
"4","2014","Not Employed","indirect migration background","26","","",""
"4","2014","Employed","no migration background","1477","0.131245267342213","0.125461171103322","0.137029363581105"
"4","2014","Employed","direct migration background","192","0.0791329483723444","0.0700831437642574","0.0881827529804313"
"4","2014","Employed","indirect migration background","76","0.0660545281632251","0.0524424361374189","0.0796666201890313"
"5","2014","Not Employed","no migration background","193","0.0310721796206715","0.0271554572217","0.0349889020196431"
"5","2014","Not Employed","direct migration background","6","","",""
"5","2014","Not Employed","indirect migration background","5","","",""
"5","2014","Employed","no migration background","165","0.0159433235999804","0.013797744256801","0.0180889029431597"
"5","2014","Employed","direct migration background","13","","",""
"5","2014","Employed","indirect migration background","6","","",""
"1","2015","Not Employed","no migration background","111","0.00954471396619775","0.00730182142730681","0.0117876065050887"
"1","2015","Not Employed","direct migration background","238","0.046908055853178","0.0393431032829517","0.0544730084234042"
"1","2015","Not Employed","indirect migration background","50","0.0758473384071739","0.0549738091256291","0.0967208676887187"
"1","2015","Employed","no migration background","238","0.0166417976835268","0.01439606561383","0.0188875297532236"
"1","2015","Employed","direct migration background","147","0.0421889385893205","0.0349896612975384","0.0493882158811026"
"1","2015","Employed","indirect migration background","58","0.0552146973449439","0.042237870113874","0.0681915245760138"
"2","2015","Not Employed","no migration background","697","0.0707921008735711","0.0648756887666558","0.0767085129804864"
"2","2015","Not Employed","direct migration background","635","0.169562600367515","0.156137004275706","0.182988196459324"
"2","2015","Not Employed","indirect migration background","146","0.209047484121053","0.176988368928941","0.241106599313166"
"2","2015","Employed","no migration background","1954","0.137082728233717","0.131044939675583","0.14312051679185"
"2","2015","Employed","direct migration background","558","0.171596965173054","0.158094119014617","0.185099811331491"
"2","2015","Employed","indirect migration background","257","0.182382377261793","0.160442147654012","0.204322606869573"
"3","2015","Not Employed","no migration background","5049","0.717785580880999","0.707403210097809","0.728167951664188"
"3","2015","Not Employed","direct migration background","1957","0.689847830148486","0.673298548143285","0.706397112153687"
"3","2015","Not Employed","indirect migration background","394","0.641959557643623","0.604161130320607","0.679757984966639"
"3","2015","Employed","no migration background","8753","0.701072164894938","0.693035673384932","0.709108656404945"
"3","2015","Employed","direct migration background","2113","0.69200270471506","0.675468739295738","0.708536670134382"
"3","2015","Employed","indirect migration background","794","0.667113030257179","0.6403384469897","0.693887613524659"
"4","2015","Not Employed","no migration background","1158","0.171083628122857","0.162396641461647","0.179770614784066"
"4","2015","Not Employed","direct migration background","164","0.0897176197810308","0.0794931208675014","0.0999421186945603"
"4","2015","Not Employed","indirect migration background","26","","",""
"4","2015","Employed","no migration background","1365","0.129862324944562","0.123961163136101","0.135763486753024"
"4","2015","Employed","direct migration background","162","0.0879601994282518","0.0778164228332755","0.0981039760232281"
"4","2015","Employed","indirect migration background","74","0.0860468060206632","0.0701135708983219","0.101980041143005"
"5","2015","Not Employed","no migration background","204","0.0307939761563758","0.026808772619765","0.0347791796929866"
"5","2015","Not Employed","direct migration background","7","","",""
"5","2015","Not Employed","indirect migration background","2","","",""
"5","2015","Employed","no migration background","155","0.015340984243256","0.0131833814662745","0.0174985870202376"
"5","2015","Employed","direct migration background","15","","",""
"5","2015","Employed","indirect migration background","7","","",""
"1","2016","Not Employed","no migration background","101","0.00832831155760361","0.00615093990783783","0.0105056832073694"
"1","2016","Not Employed","direct migration background","576","0.0473132074825137","0.0411368237938162","0.0534895911712112"
"1","2016","Not Employed","indirect migration background","40","0.0667165831277375","0.0455524183082006","0.0878807479472744"
"1","2016","Employed","no migration background","227","0.0138334508357554","0.0117097886889677","0.0159571129825432"
"1","2016","Employed","direct migration background","161","0.0354620421141169","0.0292160190745426","0.0417080651536912"
"1","2016","Employed","indirect migration background","33","0.0266098804603971","0.0173121841281059","0.0359075767926882"
"2","2016","Not Employed","no migration background","545","0.0686627261992956","0.0626039607725487","0.0747214916260426"
"2","2016","Not Employed","direct migration background","1044","0.171925306950688","0.160948585084013","0.182902028817362"
"2","2016","Not Employed","indirect migration background","125","0.221171391732836","0.185969752654793","0.256373030810879"
"2","2016","Employed","no migration background","1841","0.143613982539815","0.137237544062884","0.149990421016746"
"2","2016","Employed","direct migration background","658","0.195696139732369","0.182297421457379","0.209094858007358"
"2","2016","Employed","indirect migration background","258","0.197452453503159","0.174455141242024","0.220449765764293"
"3","2016","Not Employed","no migration background","4803","0.724447215763355","0.713742481259736","0.735151950266973"
"3","2016","Not Employed","direct migration background","2764","0.690624329041993","0.677177124358307","0.704071533725679"
"3","2016","Not Employed","indirect migration background","344","0.643997362753766","0.603386135437384","0.684608590070148"
"3","2016","Employed","no migration background","8118","0.70047026098109","0.692141894034182","0.708798627927998"
"3","2016","Employed","direct migration background","2360","0.684055558579691","0.668355072533423","0.699756044625959"
"3","2016","Employed","indirect migration background","780","0.700084797762804","0.673612905125391","0.726556690400218"
"4","2016","Not Employed","no migration background","1062","0.165935096281811","0.157021782937755","0.174848409625867"
"4","2016","Not Employed","direct migration background","130","0.0822014524835624","0.074210814995654","0.0901920899714707"
"4","2016","Not Employed","indirect migration background","24","","",""
"4","2016","Employed","no migration background","1303","0.128358378814552","0.122276663057823","0.134440094571281"
"4","2016","Employed","direct migration background","173","0.0786273088439675","0.0695372556789931","0.0877173620089419"
"4","2016","Employed","indirect migration background","79","0.0752486760316525","0.0600091190667571","0.090488232996548"
"5","2016","Not Employed","no migration background","181","0.0326266501979353","0.0283701424558477","0.0368831579400228"
"5","2016","Not Employed","direct migration background","25","","",""
"5","2016","Not Employed","indirect migration background","1","","",""
"5","2016","Employed","no migration background","131","0.0137239268287874","0.0116085707997835","0.0158392828577913"
"5","2016","Employed","direct migration background","16","","",""
"5","2016","Employed","indirect migration background","1","","",""
"1","2017","Not Employed","no migration background","94","0.00942952482764359","0.00718020443118962","0.0116788452240976"
"1","2017","Not Employed","direct migration background","746","0.063410026775961","0.0568883776902038","0.0699316758617183"
"1","2017","Not Employed","indirect migration background","44","0.0817502887197361","0.0593168511296573","0.104183726309815"
"1","2017","Employed","no migration background","272","0.0200137715345839","0.0176562440410198","0.0223712990281479"
"1","2017","Employed","direct migration background","172","0.0396160529407783","0.0330759640766407","0.0461561418049159"
"1","2017","Employed","indirect migration background","57","0.0371238377790615","0.0267009945701362","0.0475466809879869"
"2","2017","Not Employed","no migration background","638","0.0787684289784867","0.0724990542942767","0.0850378036626966"
"2","2017","Not Employed","direct migration background","1228","0.137001369318764","0.127799602710725","0.146203135926804"
"2","2017","Not Employed","indirect migration background","125","0.199059079140837","0.16636553394894","0.231752624332735"
"2","2017","Employed","no migration background","1994","0.134093525601087","0.128357359625807","0.139829691576366"
"2","2017","Employed","direct migration background","641","0.158675853973951","0.146425103322028","0.170926604625875"
"2","2017","Employed","indirect migration background","262","0.171041723276972","0.150283416693377","0.191800029860566"
"3","2017","Not Employed","no migration background","5015","0.713390530027839","0.702866728098904","0.723914331956774"
"3","2017","Not Employed","direct migration background","3222","0.70807927159916","0.695912450732829","0.72024609246549"
"3","2017","Not Employed","indirect migration background","383","0.671790912573339","0.633343851884226","0.710237973262452"
"3","2017","Employed","no migration background","9544","0.704276204153627","0.696593803471884","0.71195860483537"
"3","2017","Employed","direct migration background","2420","0.716621982033124","0.701512355021106","0.731731609045143"
"3","2017","Employed","indirect migration background","865","0.722675824592369","0.697996107184705","0.747355542000032"
"4","2017","Not Employed","no migration background","1146","0.164674853198567","0.156042978093816","0.173306728303319"
"4","2017","Not Employed","direct migration background","154","0.0849626050677536","0.0775009178898538","0.0924242922456533"
"4","2017","Not Employed","indirect migration background","18","","",""
"4","2017","Employed","no migration background","1581","0.127559883703933","0.121944141256066","0.1331756261518"
"4","2017","Employed","direct migration background","171","0.0752177135334131","0.0663745956035878","0.0840608314632383"
"4","2017","Employed","indirect migration background","78","0.0684330405692121","0.0545138330169957","0.0823522481214284"
"5","2017","Not Employed","no migration background","199","0.0337366629674634","0.0295346001592638","0.0379387257756629"
"5","2017","Not Employed","direct migration background","14","","",""
"5","2017","Not Employed","indirect migration background","3","","",""
"5","2017","Employed","no migration background","165","0.0140566150067694","0.0120748658831682","0.0160383641303706"
"5","2017","Employed","direct migration background","13","","",""
"5","2017","Employed","indirect migration background","2","","",""
"1","2018","Not Employed","no migration background","100","0.0118922202734937","0.00932422040871908","0.0144602201382683"
"1","2018","Not Employed","direct migration background","602","0.0462400802182023","0.04020341430587","0.0522767461305346"
"1","2018","Not Employed","indirect migration background","29","","",""
"1","2018","Employed","no migration background","254","0.0155361849034521","0.0134161200759298","0.0176562497309744"
"1","2018","Employed","direct migration background","191","0.036381407634494","0.0301703508298451","0.0425924644391429"
"1","2018","Employed","indirect migration background","56","0.0249965019575311","0.0165361793354925","0.0334568245795696"
"2","2018","Not Employed","no migration background","570","0.0626894412148297","0.0569469502725544","0.068431932157105"
"2","2018","Not Employed","direct migration background","1105","0.146226843509784","0.136070131962163","0.156383555057405"
"2","2018","Not Employed","indirect migration background","101","0.181506815637082","0.148022363130533","0.214991268143631"
"2","2018","Employed","no migration background","1919","0.143068866448854","0.137066498694383","0.149071234203325"
"2","2018","Employed","direct migration background","687","0.161240041342651","0.149040922509653","0.173439160175649"
"2","2018","Employed","indirect migration background","269","0.186134737698648","0.165041939827068","0.207227535570228"
"3","2018","Not Employed","no migration background","4963","0.734707394198757","0.724248611425227","0.745166176972286"
"3","2018","Not Employed","direct migration background","2752","0.713205803067926","0.700205276840971","0.726206329294881"
"3","2018","Not Employed","indirect migration background","347","0.708188634127704","0.668696120403569","0.74768114785184"
"3","2018","Employed","no migration background","9219","0.694966335492231","0.687073503811312","0.702859167173149"
"3","2018","Employed","direct migration background","2403","0.712188140196824","0.697169698318214","0.727206582075435"
"3","2018","Employed","indirect migration background","880","0.685846976713422","0.660691737298208","0.711002216128635"
"4","2018","Not Employed","no migration background","1040","0.159021634912396","0.15035836424073","0.167684905584062"
"4","2018","Not Employed","direct migration background","166","0.0914369647685576","0.0831516931538247","0.0997222363832905"
"4","2018","Not Employed","indirect migration background","31","0.0549565152636572","0.0351583616591914","0.0747546688681231"
"4","2018","Employed","no migration background","1531","0.134002955945474","0.128163230012799","0.139842681878149"
"4","2018","Employed","direct migration background","194","0.082550484766327","0.0734214666621389","0.0916795028705151"
"4","2018","Employed","indirect migration background","97","0.0936697141909732","0.0778795348424677","0.109459893539479"
"5","2018","Not Employed","no migration background","172","0.0316893094005241","0.027539528996672","0.0358390898043763"
"5","2018","Not Employed","direct migration background","24","","",""
"5","2018","Not Employed","indirect migration background","1","","",""
"5","2018","Employed","no migration background","149","0.0124256572099895","0.01052667168274","0.014324642737239"
"5","2018","Employed","direct migration background","16","","",""
"5","2018","Employed","indirect migration background","6","","",""
"1","2019","Not Employed","no migration background","93","0.00795232303104336","0.00585643393904928","0.0100482121230375"
"1","2019","Not Employed","direct migration background","512","0.0530912737664523","0.0460161732987","0.0601663742342046"
"1","2019","Not Employed","indirect migration background","33","0.0947923626696927","0.0681678054878287","0.121416919851557"
"1","2019","Employed","no migration background","219","0.0136868589552076","0.0117417846791876","0.0156319332312276"
"1","2019","Employed","direct migration background","205","0.0556657989523102","0.048046054875858","0.0632855430287623"
"1","2019","Employed","indirect migration background","51","0.0356243319625573","0.0256139260007889","0.0456347379243257"
"2","2019","Not Employed","no migration background","564","0.068078393493651","0.0621347964448147","0.0740219905424873"
"2","2019","Not Employed","direct migration background","838","0.111754683121677","0.101812853679211","0.121696512564142"
"2","2019","Not Employed","indirect migration background","84","0.13624795500473","0.105067592850369","0.167428317159091"
"2","2019","Employed","no migration background","1743","0.136709911631545","0.130958754104864","0.142461069158226"
"2","2019","Employed","direct migration background","642","0.140256661337564","0.128716032855886","0.151797289819242"
"2","2019","Employed","indirect migration background","247","0.203917968690514","0.182157819812273","0.225678117568755"
"3","2019","Not Employed","no migration background","4937","0.724812696795047","0.714274116450506","0.735351277139588"
"3","2019","Not Employed","direct migration background","2375","0.742565301921052","0.728768836188951","0.756361767653152"
"3","2019","Not Employed","indirect migration background","322","0.692709137673657","0.650774596463353","0.734643678883962"
"3","2019","Employed","no migration background","9725","0.70293416892218","0.695284184291673","0.710584153552688"
"3","2019","Employed","direct migration background","2421","0.71754886090463","0.702587169008889","0.732510552800372"
"3","2019","Employed","indirect migration background","893","0.667796462301686","0.642358671754073","0.693234252849299"
"4","2019","Not Employed","no migration background","1113","0.169028604393793","0.160185023381103","0.177872185406483"
"4","2019","Not Employed","direct migration background","116","0.088058361906497","0.0791163384809496","0.0970003853320444"
"4","2019","Not Employed","indirect migration background","25","","",""
"4","2019","Employed","no migration background","1799","0.133931094304176","0.128229532760501","0.139632655847851"
"4","2019","Employed","direct migration background","180","0.0763594141210803","0.0675333698808343","0.0851854583613264"
"4","2019","Employed","indirect migration background","118","0.0846131857908437","0.0695825776271926","0.0996437939544949"
"5","2019","Not Employed","no migration background","192","0.0301279822864653","0.0260943411546447","0.034161623418286"
"5","2019","Not Employed","direct migration background","17","","",""
"5","2019","Not Employed","indirect migration background","1","","",""
"5","2019","Employed","no migration background","221","0.0127379661868907","0.0108606252580126","0.0146153071157687"
"5","2019","Employed","direct migration background","30","0.0101692646844152","0.00683493495015092","0.0135035944186795"
"5","2019","Employed","indirect migration background","8","","",""
